   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_580.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Al_K, Mg_K, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.285807, 0, 1.06735e-10, 2.20004e-43, 1.41421, -1.06735e-10, 2.20004e-43, 0, 2.20004e-43, 2.20004e-43, 2.20004e-43, 2.20004e-43, 2.20004e-43, 2.20004e-43, 2.20004e-43, 2.20004e-43, 2.20004e-43, 2.20004e-43, 2.20004e-43, 2.20004e-43, 2.20004e-43, 4.10903e-11, 2.20004e-43, 6.56442e-11, 2.20004e-43, 2.20004e-43, 2.20004e-43
0.293671, 0, 1.65845e-10, 3.75268e-42, 1.41421, -1.65845e-10, 3.75268e-42, 0, 3.75268e-42, 3.75268e-42, 3.75268e-42, 3.75268e-42, 3.75268e-42, 3.75268e-42, 3.75268e-42, 3.75268e-42, 3.75268e-42, 3.75268e-42, 3.75268e-42, 3.75268e-42, 3.75268e-42, 6.57912e-11, 3.75268e-42, 1.00054e-10, 3.75268e-42, 3.75268e-42, 3.75268e-42
0.301536, 0, 2.56464e-10, 5.3524e-41, 1.41421, -2.56464e-10, 5.3524e-41, 0, 5.3524e-41, 5.3524e-41, 5.3524e-41, 5.3524e-41, 5.3524e-41, 5.3524e-41, 5.3524e-41, 5.3524e-41, 5.3524e-41, 5.3524e-41, 5.3524e-41, 5.3524e-41, 5.3524e-41, 1.04933e-10, 5.3524e-41, 1.5153e-10, 5.3524e-41, 5.3524e-41, 5.3524e-41
0.3094, 0, 3.94792e-10, 6.77517e-40, 1.41421, -3.94792e-10, 6.77517e-40, 0, 6.77517e-40, 6.77517e-40, 6.77517e-40, 6.77517e-40, 6.77517e-40, 6.77517e-40, 6.77517e-40, 6.77517e-40, 6.77517e-40, 6.77517e-40, 6.77517e-40, 6.77517e-40, 6.77517e-40, 1.66755e-10, 6.77517e-40, 2.28037e-10, 6.77517e-40, 6.77517e-40, 6.77517e-40
0.317265, 0, 6.05112e-10, 7.67535e-39, 1.41421, -6.05112e-10, 7.67535e-39, 0, 7.67535e-39, 7.67535e-39, 7.67535e-39, 7.67535e-39, 7.67535e-39, 7.67535e-39, 7.67535e-39, 7.67535e-39, 7.67535e-39, 7.67535e-39, 7.67535e-39, 7.67535e-39, 7.67535e-39, 2.64104e-10, 7.67535e-39, 3.41007e-10, 7.67535e-39, 7.67535e-39, 7.67535e-39
0.325129, 0, 9.2372e-10, 7.85873e-38, 1.41421, -9.2372e-10, 7.85873e-38, 0, 7.85873e-38, 7.85873e-38, 7.85873e-38, 7.85873e-38, 7.85873e-38, 7.85873e-38, 7.85873e-38, 7.85873e-38, 7.85873e-38, 7.85873e-38, 7.85873e-38, 7.85873e-38, 7.85873e-38, 4.16977e-10, 7.85873e-38, 5.06743e-10, 7.85873e-38, 7.85873e-38, 7.85873e-38
0.332994, 0, 1.40478e-09, 7.30675e-37, 1.41421, -1.40478e-09, 7.30675e-37, 0, 7.30675e-37, 7.30675e-37, 7.30675e-37, 7.30675e-37, 7.30675e-37, 7.30675e-37, 7.30675e-37, 7.30675e-37, 7.30675e-37, 7.30675e-37, 7.30675e-37, 7.30675e-37, 7.30675e-37, 6.56447e-10, 7.30675e-37, 7.4833e-10, 7.30675e-37, 7.30675e-37, 7.30675e-37
0.340858, 0, 2.12896e-09, 6.20762e-36, 1.41421, -2.12896e-09, 6.20762e-36, 0, 6.20762e-36, 6.20762e-36, 6.20762e-36, 6.20762e-36, 6.20762e-36, 6.20762e-36, 6.20762e-36, 6.20762e-36, 6.20762e-36, 6.20762e-36, 6.20762e-36, 6.20762e-36, 6.20762e-36, 1.03073e-09, 6.20762e-36, 1.09823e-09, 6.20762e-36, 6.20762e-36, 6.20762e-36
0.348722, 0, 3.21634e-09, 4.8387e-35, 1.41421, -3.21634e-09, 4.8387e-35, 0, 4.8387e-35, 4.8387e-35, 4.8387e-35, 4.8387e-35, 4.8387e-35, 4.8387e-35, 4.8387e-35, 4.8387e-35, 4.8387e-35, 4.8387e-35, 4.8387e-35, 4.8387e-35, 4.8387e-35, 1.61457e-09, 4.8387e-35, 1.60177e-09, 4.8387e-35, 4.8387e-35, 4.8387e-35
0.356587, 0, 4.84546e-09, 3.47658e-34, 1.41421, -4.84546e-09, 3.47658e-34, 0, 3.47658e-34, 3.47658e-34, 3.47658e-34, 3.47658e-34, 3.47658e-34, 3.47658e-34, 3.47658e-34, 3.47658e-34, 3.47658e-34, 3.47658e-34, 3.47658e-34, 3.47658e-34, 3.47658e-34, 2.52363e-09, 3.47658e-34, 2.32184e-09, 3.47658e-34, 3.47658e-34, 3.47658e-34
0.364451, 0, 7.28174e-09, 2.33611e-33, 1.41421, -7.28174e-09, 2.33611e-33, 0, 2.33611e-33, 2.33611e-33, 2.33611e-33, 2.33611e-33, 2.33611e-33, 2.33611e-33, 2.33611e-33, 2.33611e-33, 2.33611e-33, 2.33611e-33, 2.33611e-33, 2.33611e-33, 2.33611e-33, 3.93669e-09, 2.33611e-33, 3.34505e-09, 2.33611e-33, 2.33611e-33, 2.33611e-33
0.372316, 0, 1.09197e-08, 1.36816e-32, 1.41421, -1.09197e-08, 1.36816e-32, 0, 1.36816e-32, 1.36816e-32, 1.36816e-32, 1.36816e-32, 1.36816e-32, 1.36816e-32, 1.36816e-32, 1.36816e-32, 1.36816e-32, 1.36816e-32, 1.36816e-32, 1.36816e-32, 1.36816e-32, 6.12976e-09, 1.36816e-32, 4.78995e-09, 1.36816e-32, 1.36816e-32, 1.36816e-32
0.38018, 0, 1.63457e-08, 8.11668e-32, 1.41421, -1.63457e-08, 8.11668e-32, 0, 8.11668e-32, 8.11668e-32, 8.11668e-32, 8.11668e-32, 8.11668e-32, 8.11668e-32, 8.11668e-32, 8.11668e-32, 8.11668e-32, 8.11668e-32, 8.11668e-32, 8.11668e-32, 8.11668e-32, 9.52806e-09, 8.11668e-32, 6.81761e-09, 8.11668e-32, 8.11668e-32, 8.11668e-32
0.388045, 0, 2.44312e-08, 4.30573e-31, 1.41421, -2.44312e-08, 4.30573e-31, 0, 4.30573e-31, 4.30573e-31, 4.30573e-31, 4.30573e-31, 4.30573e-31, 4.30573e-31, 4.30573e-31, 4.30573e-31, 4.30573e-31, 4.30573e-31, 4.30573e-31, 4.30573e-31, 4.30573e-31, 1.47856e-08, 4.30573e-31, 9.64554e-09, 4.30573e-31, 4.30573e-31, 4.30573e-31
0.395909, 0, 3.6471e-08, 2.23305e-30, 1.41421, -3.6471e-08, 2.23305e-30, 0, 2.23305e-30, 2.23305e-30, 2.23305e-30, 2.23305e-30, 2.23305e-30, 2.23305e-30, 2.23305e-30, 2.23305e-30, 2.23305e-30, 2.23305e-30, 2.23305e-30, 2.23305e-30, 2.23305e-30, 2.29056e-08, 2.23305e-30, 1.35653e-08, 2.23305e-30, 2.23305e-30, 2.23305e-30
0.403774, 0, 5.43887e-08, 1.10313e-29, 1.41421, -5.43887e-08, 1.10313e-29, 0, 1.10313e-29, 1.10313e-29, 1.10313e-29, 1.10313e-29, 1.10313e-29, 1.10313e-29, 1.10313e-29, 1.10313e-29, 1.10313e-29, 1.10313e-29, 1.10313e-29, 1.10313e-29, 1.10313e-29, 3.54231e-08, 1.10313e-29, 1.89656e-08, 1.10313e-29, 1.10313e-29, 1.10313e-29
0.411638, 0, 8.10385e-08, 5.15051e-29, 1.41421, -8.10385e-08, 5.15051e-29, 0, 5.15051e-29, 5.15051e-29, 5.15051e-29, 5.15051e-29, 5.15051e-29, 5.15051e-29, 5.15051e-29, 5.15051e-29, 5.15051e-29, 5.15051e-29, 5.15051e-29, 5.15051e-29, 5.15051e-29, 5.46781e-08, 5.15051e-29, 2.63604e-08, 5.15051e-29, 5.15051e-29, 5.15051e-29
0.419502, 0, 1.20651e-07, 2.32454e-28, 1.41421, -1.20651e-07, 2.32454e-28, 0, 2.32454e-28, 2.32454e-28, 2.32454e-28, 2.32454e-28, 2.32454e-28, 2.32454e-28, 2.32454e-28, 2.32454e-28, 2.32454e-28, 2.32454e-28, 2.32454e-28, 2.32454e-28, 2.32454e-28, 8.42248e-08, 2.32454e-28, 3.6426e-08, 2.32454e-28, 2.32454e-28, 2.32454e-28
0.427367, 0, 1.79484e-07, 1.00359e-27, 1.41421, -1.79484e-07, 1.00359e-27, 0, 1.00359e-27, 1.00359e-27, 1.00359e-27, 1.00359e-27, 1.00359e-27, 1.00359e-27, 1.00359e-27, 1.00359e-27, 1.00359e-27, 1.00359e-27, 1.00359e-27, 1.00359e-27, 1.00359e-27, 1.29438e-07, 1.00359e-27, 5.00456e-08, 1.00359e-27, 1.00359e-27, 1.00359e-27
0.435231, 0, 2.66769e-07, 4.12849e-27, 1.41421, -2.66769e-07, 4.12849e-27, 0, 4.12849e-27, 4.12849e-27, 4.12849e-27, 4.12849e-27, 4.12849e-27, 4.12849e-27, 4.12849e-27, 4.12849e-27, 4.12849e-27, 4.12849e-27, 4.12849e-27, 4.12849e-27, 4.12849e-27, 1.98404e-07, 4.12849e-27, 6.83656e-08, 4.12849e-27, 4.12849e-27, 4.12849e-27
0.443096, 0, 3.96087e-07, 1.61984e-26, 1.41421, -3.96087e-07, 1.61984e-26, 0, 1.61984e-26, 1.61984e-26, 1.61984e-26, 1.61984e-26, 1.61984e-26, 1.61984e-26, 1.61984e-26, 1.61984e-26, 1.61984e-26, 1.61984e-26, 1.61984e-26, 1.61984e-26, 1.61984e-26, 3.03222e-07, 1.61984e-26, 9.2865e-08, 1.61984e-26, 1.61984e-26, 1.61984e-26
0.45096, 0, 5.87326e-07, 6.06931e-26, 1.41421, -5.87326e-07, 6.06931e-26, 0, 6.06931e-26, 6.06931e-26, 6.06931e-26, 6.06931e-26, 6.06931e-26, 6.06931e-26, 5.11518e-13, 6.06931e-26, 6.06931e-26, 6.06931e-26, 6.06931e-26, 6.06931e-26, 6.06931e-26, 4.61886e-07, 6.06931e-26, 1.25439e-07, 6.06931e-26, 6.06931e-26, 6.06931e-26
0.458825, 0, 8.69486e-07, 2.17567e-25, 1.41421, -8.69486e-07, 2.17567e-25, 0, 2.17567e-25, 2.17567e-25, 2.17567e-25, 2.17567e-25, 2.17567e-25, 2.17567e-25, 1.64528e-12, 2.17567e-25, 2.17567e-25, 2.17567e-25, 2.17567e-25, 2.17567e-25, 2.17567e-25, 7.00983e-07, 2.17567e-25, 1.685e-07, 2.17567e-25, 2.17567e-25, 2.17567e-25
0.466689, 0, 1.28463e-06, 7.53214e-25, 1.41421, -1.28463e-06, 7.53214e-25, 0, 7.53214e-25, 7.53214e-25, 7.53214e-25, 7.53214e-25, 7.53214e-25, 7.53214e-25, 4.09362e-12, 7.53214e-25, 7.53214e-25, 7.53214e-25, 7.53214e-25, 7.53214e-25, 7.53214e-25, 1.05952e-06, 7.53214e-25, 2.25106e-07, 7.53214e-25, 7.53214e-25, 7.53214e-25
0.474554, 0, 1.89477e-06, 5.9657e-11, 1.41421, -1.89477e-06, 9.45514e-11, 5.9657e-11, 9.70359e-11, 3.85569e-10, 7.23704e-11, 3.07044e-10, 9.84769e-11, 7.43256e-11, 9.24704e-11, 2.74804e-10, 8.14428e-11, 3.62045e-10, 7.19949e-11, 6.00471e-11, 5.9799e-11, 1.59434e-06, 5.96576e-11, 2.99198e-07, 5.9657e-11, 5.9657e-11, 6.18551e-11
0.482418, 0, 2.78708e-06, 1.87819e-10, 1.41421, -2.78708e-06, 2.99543e-10, 1.87819e-10, 3.07498e-10, 1.23132e-09, 2.28524e-10, 9.799e-10, 3.12111e-10, 2.34784e-10, 2.83175e-10, 8.76672e-10, 2.57572e-10, 1.156e-09, 2.27322e-10, 1.89067e-10, 1.91212e-10, 2.38751e-06, 1.8782e-10, 3.95598e-07, 1.87819e-10, 1.87819e-10, 1.94856e-10
0.490283, 0, 4.08697e-06, 4.59052e-10, 1.41421, -4.08697e-06, 7.35945e-10, 4.59052e-10, 7.5566e-10, 3.04522e-09, 5.59935e-10, 2.42212e-09, 7.67094e-10, 5.75449e-10, 6.87548e-10, 2.16628e-09, 6.31925e-10, 2.85856e-09, 5.56955e-10, 4.62147e-10, 4.69734e-10, 3.55664e-06, 4.59056e-10, 5.20504e-07, 4.59052e-10, 4.59052e-10, 4.76494e-10
0.498147, 0, 5.97249e-06, 1.02651e-09, 1.41421, -5.97249e-06, 1.65093e-09, 1.02651e-09, 1.69539e-09, 6.85864e-09, 1.25401e-09, 5.45346e-09, 1.72118e-09, 1.289e-09, 1.53261e-09, 4.87652e-09, 1.41636e-09, 6.43769e-09, 1.24729e-09, 1.03349e-09, 1.0537e-09, 5.26877e-06, 1.02652e-09, 6.81566e-07, 1.02651e-09, 1.02651e-09, 1.06584e-09
0.506011, 0, 8.69533e-06, 2.19425e-09, 1.41421, -8.69533e-06, 3.53523e-09, 2.19425e-09, 3.63071e-09, 1.47189e-08, 2.68282e-09, 1.17012e-08, 3.68608e-09, 2.75796e-09, 3.26726e-09, 1.04622e-08, 3.03147e-09, 1.38149e-08, 2.66839e-09, 2.20924e-09, 2.25718e-09, 7.75924e-06, 2.19427e-09, 8.88488e-07, 2.19425e-09, 2.19425e-09, 2.27873e-09
0.513876, 0, 1.26267e-05, 4.55191e-09, 1.41421, -1.26267e-05, 7.34121e-09, 4.55191e-09, 7.53981e-09, 3.06038e-08, 5.56816e-09, 2.43269e-08, 7.65499e-09, 5.72444e-09, 6.99327e-09, 2.17498e-08, 6.29336e-09, 2.87234e-08, 5.53814e-09, 4.58309e-09, 4.6897e-09, 1.13739e-05, 4.55195e-09, 1.15357e-06, 4.55191e-09, 4.55191e-09, 4.72761e-09
0.52174, 0, 1.82462e-05, 9.21909e-09, 1.41421, -1.82462e-05, 1.48792e-08, 9.21909e-09, 1.52822e-08, 6.20839e-08, 1.12813e-08, 4.93468e-08, 1.55159e-08, 1.15984e-08, 1.46342e-08, 4.41172e-08, 1.27529e-08, 5.82682e-08, 1.12204e-08, 9.28236e-09, 9.50984e-09, 1.65517e-05, 9.21918e-09, 1.49265e-06, 9.21909e-09, 9.21909e-09, 9.57564e-09
0.529605, 0, 2.62654e-05, 1.82793e-08, 1.41421, -2.62654e-05, 2.95204e-08, 1.82793e-08, 3.03208e-08, 1.2327e-07, 2.23749e-08, 9.7974e-08, 3.0785e-08, 2.30047e-08, 3.42704e-08, 8.75878e-08, 2.52975e-08, 1.15692e-07, 2.22539e-08, 1.8405e-08, 1.88757e-08, 2.39328e-05, 1.82795e-08, 1.92643e-06, 1.82793e-08, 1.82793e-08, 1.89874e-08
0.537469, 0, 3.76619e-05, 3.55302e-08, 1.41421, -3.76619e-05, 5.74137e-08, 3.55302e-08, 5.89719e-08, 2.39922e-07, 4.35032e-08, 1.90676e-07, 5.98755e-08, 4.47293e-08, 7.33187e-08, 1.70457e-07, 4.91928e-08, 2.25169e-07, 4.32677e-08, 3.57748e-08, 3.6725e-08, 3.43818e-05, 3.55305e-08, 2.4827e-06, 3.55302e-08, 3.55302e-08, 3.69087e-08
0.545334, 0, 5.38047e-05, 6.77502e-08, 1.41421, -5.38047e-05, 1.09542e-07, 6.77502e-08, 1.12518e-07, 4.58085e-07, 8.29766e-08, 3.64038e-07, 1.14244e-07, 8.53182e-08, 1.49666e-07, 3.25425e-07, 9.38422e-08, 4.29911e-07, 8.25268e-08, 6.82173e-08, 7.0094e-08, 4.90722e-05, 6.77508e-08, 3.19973e-06, 6.77502e-08, 6.77502e-08, 7.03828e-08
0.553198, 0, 7.66116e-05, 1.26816e-07, 1.41421, -7.66116e-05, 2.05163e-07, 1.26816e-07, 2.10742e-07, 8.58575e-07, 1.55361e-07, 6.82267e-07, 2.13977e-07, 1.59751e-07, 2.97536e-07, 6.09878e-07, 1.75731e-07, 8.05758e-07, 1.54518e-07, 1.27692e-07, 1.31331e-07, 6.95889e-05, 1.26817e-07, 4.13166e-06, 1.26816e-07, 1.26816e-07, 1.31751e-07
0.561063, 0, 0.000108761, 2.32935e-07, 1.41421, -0.000108761, 3.77067e-07, 2.32935e-07, 3.8733e-07, 1.57912e-06, 2.85448e-07, 1.25477e-06, 3.93282e-07, 2.93524e-07, 5.71251e-07, 1.1216e-06, 3.22922e-07, 1.48196e-06, 2.83897e-07, 2.34546e-07, 2.41452e-07, 9.80604e-05, 2.32937e-07, 5.35716e-06, 2.32935e-07, 2.32935e-07, 2.42015e-07
0.568927, 0, 0.000154033, 4.20085e-07, 1.41421, -0.000154033, 6.80434e-07, 4.20085e-07, 6.98971e-07, 2.85173e-06, 5.1494e-07, 2.26586e-06, 7.09722e-07, 5.29528e-07, 1.08034e-06, 2.02531e-06, 5.82629e-07, 2.67622e-06, 5.12138e-07, 4.22995e-07, 4.35861e-07, 0.000137338, 4.20089e-07, 6.99302e-06, 4.20085e-07, 4.20085e-07, 4.36485e-07
0.576792, 0, 0.000217758, 7.43927e-07, 1.41421, -0.000217758, 1.20573e-06, 7.43927e-07, 1.23862e-06, 5.05718e-06, 9.12181e-07, 4.01796e-06, 1.25769e-06, 9.38056e-07, 2.01276e-06, 3.59127e-06, 1.03225e-06, 4.74586e-06, 9.07211e-07, 7.49089e-07, 7.72635e-07, 0.000191235, 7.43934e-07, 9.21442e-06, 7.43927e-07, 7.43927e-07, 7.73017e-07
0.584656, 0, 0.000307477, 1.29378e-06, 1.41421, -0.000307477, 2.09828e-06, 1.29378e-06, 2.15556e-06, 8.80771e-06, 1.58689e-06, 6.99732e-06, 2.18878e-06, 1.63197e-06, 3.69445e-06, 6.25401e-06, 1.79606e-06, 8.26537e-06, 1.57824e-06, 1.30278e-06, 1.34511e-06, 0.000264844, 1.2938e-06, 1.22872e-05, 1.29378e-06, 1.29378e-06, 1.34446e-06
0.592521, 0, 0.000433881, 2.20995e-06, 1.41421, -0.000433881, 3.58649e-06, 2.20995e-06, 3.6845e-06, 1.50668e-05, 2.71148e-06, 1.19691e-05, 3.74135e-06, 2.7886e-06, 6.68129e-06, 1.06972e-05, 3.06937e-06, 1.41388e-05, 2.69666e-06, 2.22533e-06, 2.30012e-06, 0.000364976, 2.20997e-06, 1.66104e-05, 2.20995e-06, 2.20995e-06, 2.29666e-06
0.600385, 0, 0.00061212, 3.70794e-06, 1.41421, -0.00061212, 6.02164e-06, 3.70794e-06, 6.18638e-06, 2.53178e-05, 4.55092e-06, 2.01112e-05, 6.28193e-06, 4.68055e-06, 1.19049e-05, 1.79734e-05, 5.15246e-06, 2.3758e-05, 4.52602e-06, 3.73381e-06, 3.86365e-06, 0.000500747, 3.70798e-06, 2.27831e-05, 3.70794e-06, 3.70794e-06, 3.85369e-06
0.608249, 0, 0.000863636, 6.11174e-06, 1.41421, -0.000863636, 9.93227e-06, 6.11174e-06, 1.02043e-05, 4.17953e-05, 7.50371e-06, 3.31978e-05, 1.03621e-05, 7.71777e-06, 2.09002e-05, 2.96677e-05, 8.49702e-06, 3.92197e-05, 7.46259e-06, 6.15445e-06, 6.37601e-06, 0.000684385, 6.1118e-06, 3.16954e-05, 6.11174e-06, 6.11174e-06, 6.35241e-06
