   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_14.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.0086832, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.000793192, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00709682, 0, 8.8779e-17, 0, 1.41421, -8.8779e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.48613e-19, 0, 0, 1.83022e-21, 0, 1.06802e-19, 0, 8.83217e-17, 0, 0
0.0149868, 0, 1.61999e-16, 0, 1.41421, -1.61999e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.36115e-19, 0, 0, 3.39994e-21, 0, 1.98842e-19, 0, 1.61161e-16, 0, 0
0.0228768, 0, 2.93385e-16, 0, 1.41421, -2.93385e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.15199e-18, 0, 0, 6.26903e-21, 0, 3.67553e-19, 0, 2.91859e-16, 0, 0
0.0307668, 0, 5.27414e-16, 0, 1.41421, -5.27414e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.07086e-18, 0, 0, 1.14752e-20, 0, 6.74679e-19, 0, 5.24657e-16, 0, 0
0.0386569, 0, 9.41271e-16, 0, 1.41421, -9.41271e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.69575e-18, 0, 0, 2.08554e-20, 0, 1.23001e-18, 0, 9.36325e-16, 0, 0
0.0465469, 0, 1.66795e-15, 0, 1.41421, -1.66795e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.54874e-18, 0, 0, 3.76387e-20, 0, 2.22755e-18, 0, 1.65913e-15, 0, 0
0.0544369, 0, 2.93499e-15, 0, 1.41421, -2.93499e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.15231e-17, 0, 0, 6.74625e-20, 0, 4.00786e-18, 0, 2.91939e-15, 0, 0
0.0623269, 0, 5.16658e-15, 0, 1.41421, -5.16658e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.02838e-17, 0, 0, 1.21373e-19, 0, 7.25047e-18, 0, 5.13893e-15, 0, 0
