   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_826.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.0547855, 0, 2.41762e-13, 0, 1.41421, -2.41762e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.32722e-15, 0, 0, 6.6498e-15, 0, 4.7623e-16, 2.31308e-13, 0, 0, 0
0.0626764, 0, 3.57669e-13, 0, 1.41421, -3.57669e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.91929e-15, 0, 0, 1.00397e-14, 0, 7.28594e-16, 3.41982e-13, 0, 0, 0
0.0705673, 0, 5.27001e-13, 0, 1.41421, -5.27001e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.2435e-15, 0, 0, 1.5103e-14, 0, 1.11064e-15, 5.03544e-13, 0, 0, 0
0.0784582, 0, 7.73363e-13, 0, 1.41421, -7.73363e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.06225e-14, 0, 0, 2.26388e-14, 0, 1.6869e-15, 7.38414e-13, 0, 0, 0
0.0863491, 0, 1.13033e-12, 0, 1.41421, -1.13033e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.55146e-14, 0, 0, 3.38164e-14, 0, 2.55303e-15, 1.07845e-12, 0, 0, 0
0.0942399, 0, 1.64546e-12, 0, 1.41421, -1.64546e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.25686e-14, 0, 0, 5.03412e-14, 0, 3.85021e-15, 1.5687e-12, 0, 0, 0
0.102131, 0, 2.3858e-12, 0, 1.41421, -2.3858e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.2698e-14, 0, 0, 7.46941e-14, 0, 5.78624e-15, 2.27262e-12, 0, 0, 0
0.110022, 0, 3.44554e-12, 0, 1.41421, -3.44554e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.71842e-14, 0, 0, 1.10475e-13, 0, 8.66581e-15, 3.27921e-12, 0, 0, 0
0.117913, 0, 4.95636e-12, 0, 1.41421, -4.95636e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.7817e-14, 0, 0, 1.62896e-13, 0, 1.29343e-14, 4.71272e-12, 0, 0, 0
0.125804, 0, 7.10166e-12, 0, 1.41421, -7.10166e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.70851e-14, 0, 0, 2.39486e-13, 0, 1.92407e-14, 6.74585e-12, 0, 0, 0
0.133694, 0, 1.01358e-11, 0, 1.41421, -1.01358e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.38435e-13, 0, 0, 3.51108e-13, 0, 2.85275e-14, 9.61771e-12, 0, 0, 0
0.141585, 0, 1.441e-11, 0, 1.41421, -1.441e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.96618e-13, 0, 0, 5.13406e-13, 0, 4.21598e-14, 1.36578e-11, 0, 0, 0
0.149476, 0, 2.04074e-11, 0, 1.41421, -2.04074e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.78159e-13, 0, 0, 7.48882e-13, 0, 6.21083e-14, 1.93183e-11, 0, 0, 0
0.157367, 0, 2.879e-11, 0, 1.41421, -2.879e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.91977e-13, 0, 0, 1.08989e-12, 0, 9.12106e-14, 2.72169e-11, 0, 0, 0
0.165258, 0, 4.0461e-11, 0, 1.41421, -4.0461e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.50217e-13, 0, 0, 1.5829e-12, 0, 1.33542e-13, 3.81943e-11, 0, 0, 0
0.173149, 0, 5.66477e-11, 0, 1.41421, -5.66477e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.69339e-13, 0, 0, 2.29467e-12, 0, 1.94936e-13, 5.33888e-11, 0, 0, 0
0.18104, 0, 7.90122e-11, 0, 1.41421, -7.90122e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.07157e-12, 0, 0, 3.32108e-12, 0, 2.83731e-13, 7.43358e-11, 0, 0, 0
0.188931, 0, 1.09796e-10, 0, 1.41421, -1.09796e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.4868e-12, 0, 0, 4.79986e-12, 0, 4.11806e-13, 1.03098e-10, 0, 0, 0
0.196822, 0, 1.52011e-10, 0, 1.41421, -1.52011e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.05503e-12, 0, 0, 6.92908e-12, 0, 5.96057e-13, 1.42431e-10, 0, 0, 0
0.204712, 0, 2.09691e-10, 8.12753e-44, 1.41421, -2.09691e-10, 0, 8.12753e-44, 8.12753e-44, 8.12753e-44, 8.12753e-44, 8.12753e-44, 8.12753e-44, 8.12753e-44, 8.12753e-44, 8.12753e-44, 8.12753e-44, 8.12753e-44, 2.8296e-12, 8.12753e-44, 8.12753e-44, 9.99354e-12, 8.12753e-44, 8.60452e-13, 1.96007e-10, 8.12753e-44, 8.12753e-44, 8.12753e-44
0.212603, 0, 2.88216e-10, 1.35786e-42, 1.41421, -2.88216e-10, 0, 1.35786e-42, 1.35786e-42, 1.35786e-42, 1.35786e-42, 1.35786e-42, 1.35786e-42, 1.35786e-42, 1.35786e-42, 1.35786e-42, 1.35786e-42, 1.35786e-42, 3.88139e-12, 1.35786e-42, 1.35786e-42, 1.44033e-11, 1.35786e-42, 1.23893e-12, 2.68692e-10, 1.35786e-42, 1.35786e-42, 1.35786e-42
0.220494, 0, 3.94742e-10, 1.94837e-41, 1.41421, -3.94742e-10, 0, 1.94837e-41, 1.94837e-41, 1.94837e-41, 1.94837e-41, 1.94837e-41, 1.94837e-41, 1.94837e-41, 1.94837e-41, 1.94837e-41, 1.94837e-41, 1.94837e-41, 5.30409e-12, 1.94837e-41, 1.94837e-41, 2.07492e-11, 1.94837e-41, 1.77946e-12, 3.66909e-10, 1.94837e-41, 1.94837e-41, 1.94837e-41
0.228385, 0, 5.38754e-10, 2.47698e-40, 1.41421, -5.38754e-10, 0, 2.47698e-40, 2.47698e-40, 2.47698e-40, 2.47698e-40, 2.47698e-40, 2.47698e-40, 2.47698e-40, 2.47698e-40, 2.47698e-40, 2.47698e-40, 2.47698e-40, 7.22117e-12, 2.47698e-40, 2.47698e-40, 2.98831e-11, 2.47698e-40, 2.5497e-12, 4.991e-10, 2.47698e-40, 2.47698e-40, 2.47698e-40
0.236276, 0, 7.32791e-10, 2.8216e-39, 1.41421, -7.32791e-10, 0, 2.8216e-39, 2.8216e-39, 2.8216e-39, 2.8216e-39, 2.8216e-39, 2.8216e-39, 2.8216e-39, 2.8216e-39, 2.8216e-39, 2.8216e-39, 2.8216e-39, 9.79465e-12, 2.8216e-39, 2.8216e-39, 4.30346e-11, 2.8216e-39, 3.6449e-12, 6.76317e-10, 2.8216e-39, 2.8216e-39, 2.8216e-39
0.244167, 0, 9.93369e-10, 2.89818e-38, 1.41421, -9.93369e-10, 0, 2.89818e-38, 2.89818e-38, 2.89818e-38, 2.89818e-38, 2.89818e-38, 2.89818e-38, 2.89818e-38, 2.89818e-38, 2.89818e-38, 2.89818e-38, 2.89818e-38, 1.32363e-11, 2.89818e-38, 2.89818e-38, 6.19792e-11, 2.89818e-38, 5.19892e-12, 9.12955e-10, 2.89818e-38, 2.89818e-38, 2.89818e-38
0.252058, 0, 1.3422e-09, 2.6985e-37, 1.41421, -1.3422e-09, 0, 2.6985e-37, 2.6985e-37, 2.6985e-37, 2.6985e-37, 2.6985e-37, 2.6985e-37, 2.6985e-37, 2.6985e-37, 2.6985e-37, 2.6985e-37, 2.6985e-37, 1.78218e-11, 2.6985e-37, 2.6985e-37, 8.9282e-11, 2.6985e-37, 7.39959e-12, 1.2277e-09, 2.6985e-37, 2.6985e-37, 2.6985e-37
0.259949, 0, 1.80776e-09, 2.28864e-36, 1.41421, -1.80776e-09, 0, 2.28864e-36, 2.28864e-36, 2.28864e-36, 2.28864e-36, 2.28864e-36, 2.28864e-36, 2.28864e-36, 2.28864e-36, 2.28864e-36, 2.28864e-36, 2.28864e-36, 2.39088e-11, 2.28864e-36, 2.28864e-36, 1.28651e-10, 2.28864e-36, 1.051e-11, 1.64469e-09, 2.28864e-36, 2.28864e-36, 2.28864e-36
0.26784, 0, 2.42728e-09, 1.77773e-35, 1.41421, -2.42728e-09, 0, 1.77773e-35, 1.77773e-35, 1.77773e-35, 1.77773e-35, 1.77773e-35, 1.77773e-35, 1.77773e-35, 1.77773e-35, 1.77773e-35, 1.77773e-35, 1.77773e-35, 3.19596e-11, 1.77773e-35, 1.77773e-35, 1.85442e-10, 1.77773e-35, 1.48979e-11, 2.19498e-09, 1.77773e-35, 1.77773e-35, 1.77773e-35
0.27573, 0, 3.24943e-09, 1.27104e-34, 1.41421, -3.24943e-09, 0, 1.27104e-34, 1.27104e-34, 1.27104e-34, 1.27104e-34, 1.27104e-34, 1.27104e-34, 1.27104e-34, 1.27104e-34, 1.27104e-34, 1.27104e-34, 1.27104e-34, 4.25694e-11, 1.27104e-34, 1.27104e-34, 2.67397e-10, 1.27104e-34, 2.10767e-11, 2.91839e-09, 1.27104e-34, 1.27104e-34, 1.27104e-34
0.283621, 0, 4.33762e-09, 8.46615e-34, 1.41421, -4.33762e-09, 0, 8.46615e-34, 8.46615e-34, 8.46615e-34, 8.46615e-34, 8.46615e-34, 8.46615e-34, 8.46615e-34, 8.46615e-34, 8.46615e-34, 8.46615e-34, 8.46615e-34, 5.65017e-11, 8.46615e-34, 8.46615e-34, 3.85687e-10, 8.46615e-34, 2.97615e-11, 3.86567e-09, 8.46615e-34, 8.46615e-34, 8.46615e-34
0.291512, 0, 5.77445e-09, 5.60164e-33, 1.41421, -5.77445e-09, 0, 5.60164e-33, 5.60164e-33, 5.60164e-33, 5.60164e-33, 5.60164e-33, 5.60164e-33, 5.60164e-33, 5.60164e-33, 5.60164e-33, 5.60164e-33, 5.60164e-33, 7.47326e-11, 5.60164e-33, 5.60164e-33, 5.56428e-10, 5.60164e-33, 4.19466e-11, 5.10135e-09, 5.60164e-33, 5.60164e-33, 5.60164e-33
0.299403, 0, 7.6674e-09, 3.51766e-32, 1.41421, -7.6674e-09, 0, 3.51766e-32, 3.51766e-32, 3.51766e-32, 3.51766e-32, 3.51766e-32, 3.51766e-32, 3.51766e-32, 3.51766e-32, 3.51766e-32, 3.51766e-32, 3.51766e-32, 9.8506e-11, 3.51766e-32, 3.51766e-32, 8.02831e-10, 3.51766e-32, 5.90118e-11, 6.70705e-09, 3.51766e-32, 3.51766e-32, 3.51766e-32
0.307294, 0, 1.01562e-08, 2.05421e-31, 1.41421, -1.01562e-08, 0, 2.05421e-31, 2.05421e-31, 2.05421e-31, 2.05421e-31, 2.05421e-31, 2.05421e-31, 2.05421e-31, 2.05421e-31, 2.05421e-31, 2.05421e-31, 2.05421e-31, 1.294e-10, 2.05421e-31, 2.05421e-31, 1.15826e-09, 2.05421e-31, 8.28668e-11, 8.78563e-09, 2.05421e-31, 2.05421e-31, 2.05421e-31
0.315185, 0, 1.34223e-08, 1.12351e-30, 1.41421, -1.34223e-08, 0, 1.12351e-30, 1.12351e-30, 1.12351e-30, 1.12351e-30, 1.12351e-30, 1.12351e-30, 1.12351e-30, 1.12351e-30, 1.12351e-30, 1.12351e-30, 1.12351e-30, 1.69415e-10, 1.12351e-30, 1.12351e-30, 1.67062e-09, 1.12351e-30, 1.1615e-10, 1.14662e-08, 1.12351e-30, 1.12351e-30, 1.12351e-30
0.323076, 0, 1.77019e-08, 5.75649e-30, 1.41421, -1.77019e-08, 0, 5.75649e-30, 5.75649e-30, 5.75649e-30, 5.75649e-30, 5.75649e-30, 5.75649e-30, 5.75649e-30, 5.75649e-30, 5.75649e-30, 5.75649e-30, 5.75649e-30, 2.21068e-10, 5.75649e-30, 5.75649e-30, 2.40843e-09, 5.75649e-30, 1.62496e-10, 1.491e-08, 5.75649e-30, 5.75649e-30, 5.75649e-30
0.330967, 0, 2.33018e-08, 2.76954e-29, 1.41421, -2.33018e-08, 0, 2.76954e-29, 2.76954e-29, 2.76954e-29, 2.76954e-29, 2.76954e-29, 2.76954e-29, 2.76954e-29, 2.76954e-29, 2.76954e-29, 2.76954e-29, 2.76954e-29, 2.87531e-10, 2.76954e-29, 2.76954e-29, 3.46956e-09, 2.76954e-29, 2.26899e-10, 1.93178e-08, 2.76954e-29, 2.76954e-29, 2.76954e-29
0.338858, 0, 3.06209e-08, 1.25756e-28, 1.41421, -3.06209e-08, 0, 1.25756e-28, 1.25756e-28, 1.25756e-28, 1.25756e-28, 1.25756e-28, 1.25756e-28, 1.25756e-28, 1.25756e-28, 1.25756e-28, 1.25756e-28, 1.25756e-28, 3.72774e-10, 1.25756e-28, 1.25756e-28, 4.99331e-09, 1.25756e-28, 3.16198e-10, 2.49386e-08, 1.25756e-28, 1.25756e-28, 1.25756e-28
0.346748, 0, 4.01784e-08, 5.40072e-28, 1.41421, -4.01784e-08, 0, 5.40072e-28, 5.40072e-28, 5.40072e-28, 5.40072e-28, 5.40072e-28, 5.40072e-28, 5.40072e-28, 5.40072e-28, 5.40072e-28, 5.40072e-28, 5.40072e-28, 4.8176e-10, 5.40072e-28, 5.40072e-28, 7.17728e-09, 5.40072e-28, 4.39733e-10, 3.20796e-08, 5.40072e-28, 5.40072e-28, 5.40072e-28
0.354639, 0, 5.26506e-08, 2.19876e-27, 1.41421, -5.26506e-08, 0, 2.19876e-27, 2.19876e-27, 2.19876e-27, 2.19876e-27, 2.19876e-27, 2.19876e-27, 2.19876e-27, 2.19876e-27, 2.19876e-27, 2.19876e-27, 2.19876e-27, 6.2067e-10, 2.19876e-27, 2.19876e-27, 1.03009e-08, 2.19876e-27, 6.10215e-10, 4.11188e-08, 2.19876e-27, 2.19876e-27, 2.19876e-27
0.36253, 0, 6.8919e-08, 8.50814e-27, 1.41421, -6.8919e-08, 0, 8.50814e-27, 8.50814e-27, 8.50814e-27, 8.50814e-27, 8.50814e-27, 8.50814e-27, 8.50814e-27, 8.50814e-27, 8.50814e-27, 8.50814e-27, 8.50814e-27, 7.97181e-10, 8.50814e-27, 8.50814e-27, 1.47578e-08, 8.50814e-27, 8.44875e-10, 5.25191e-08, 8.50814e-27, 8.50814e-27, 8.50814e-27
0.370421, 0, 9.01342e-08, 3.13693e-26, 1.41421, -9.01342e-08, 0, 3.13693e-26, 3.13693e-26, 3.13693e-26, 3.13693e-26, 3.13693e-26, 3.13693e-26, 3.13693e-26, 7.73258e-13, 3.13693e-26, 3.13693e-26, 3.13693e-26, 1.0208e-09, 3.13693e-26, 3.13693e-26, 2.11003e-08, 3.13693e-26, 1.16698e-09, 6.68453e-08, 3.13693e-26, 3.13693e-26, 3.13693e-26
0.378312, 0, 1.17797e-07, 1.10471e-25, 1.41421, -1.17797e-07, 0, 1.10471e-25, 1.10471e-25, 1.10471e-25, 1.10471e-25, 1.10471e-25, 1.10471e-25, 1.10471e-25, 2.23129e-12, 1.10471e-25, 1.10471e-25, 1.10471e-25, 1.30326e-09, 1.10471e-25, 1.10471e-25, 3.01001e-08, 1.10471e-25, 1.60785e-09, 8.47838e-08, 1.10471e-25, 1.10471e-25, 1.10471e-25
0.386203, 0, 1.5387e-07, 3.7559e-25, 1.41421, -1.5387e-07, 0, 3.7559e-25, 3.7559e-25, 3.7559e-25, 3.7559e-25, 3.7559e-25, 3.7559e-25, 3.7559e-25, 4.93925e-12, 3.7559e-25, 3.7559e-25, 3.7559e-25, 1.659e-09, 3.7559e-25, 3.7559e-25, 4.28314e-08, 3.7559e-25, 2.20938e-09, 1.07166e-07, 3.7559e-25, 3.7559e-25, 3.7559e-25
0.394094, 0, 2.01872e-07, 1.15939e-10, 1.41421, -2.01872e-07, 1.15939e-10, 1.15946e-10, 1.24097e-10, 1.15982e-10, 1.25108e-10, 1.92478e-10, 4.53743e-10, 1.21666e-10, 1.5999e-10, 1.62326e-10, 1.33128e-10, 3.69405e-10, 2.22173e-09, 1.20333e-10, 1.1615e-10, 6.08981e-08, 1.16112e-10, 3.14338e-09, 1.35125e-07, 1.15939e-10, 1.15939e-10, 1.44133e-10
0.401985, 0, 2.65046e-07, 3.32293e-10, 1.41421, -2.65046e-07, 3.32293e-10, 3.32312e-10, 3.55752e-10, 3.32417e-10, 3.5866e-10, 5.52402e-10, 1.30375e-09, 3.48761e-10, 4.49374e-10, 4.65692e-10, 3.81723e-10, 1.06121e-09, 2.9976e-09, 3.44928e-10, 3.329e-10, 8.63439e-08, 3.3615e-10, 4.46849e-09, 1.69847e-07, 3.32293e-10, 3.32293e-10, 4.13374e-10
0.409876, 0, 3.48503e-07, 7.31844e-10, 1.41421, -3.48503e-07, 7.31844e-10, 7.31885e-10, 7.83634e-10, 7.32117e-10, 7.90055e-10, 1.21779e-09, 2.87657e-09, 7.68201e-10, 9.83559e-10, 1.02635e-09, 8.40973e-10, 2.3411e-09, 4.09586e-09, 7.59738e-10, 7.33184e-10, 1.22069e-07, 7.42905e-10, 6.3653e-09, 2.12907e-07, 7.31844e-10, 7.31844e-10, 9.10848e-10
0.417766, 0, 4.59201e-07, 1.46087e-09, 1.41421, -4.59201e-07, 1.46087e-09, 1.46095e-09, 1.56446e-09, 1.46141e-09, 1.5773e-09, 2.43287e-09, 5.75084e-09, 1.53359e-09, 1.95772e-09, 2.04996e-09, 1.67915e-09, 4.67978e-09, 5.69497e-09, 1.51666e-09, 1.46355e-09, 1.72077e-07, 1.48629e-09, 9.1086e-09, 2.66182e-07, 1.46087e-09, 1.46087e-09, 1.81892e-09
0.425657, 0, 6.06811e-07, 2.7751e-09, 1.41421, -6.06811e-07, 2.7751e-09, 2.77525e-09, 2.97224e-09, 2.77613e-09, 2.99669e-09, 4.62493e-09, 1.09394e-08, 2.9135e-09, 3.71203e-09, 3.89621e-09, 3.19052e-09, 8.90104e-09, 8.08971e-09, 2.88128e-09, 2.7802e-09, 2.41874e-07, 2.82793e-09, 1.3122e-08, 3.32033e-07, 2.7751e-09, 2.7751e-09, 3.45651e-09
0.433548, 0, 8.05214e-07, 5.1176e-09, 1.41421, -8.05214e-07, 5.1176e-09, 5.11788e-09, 5.48165e-09, 5.11951e-09, 5.52678e-09, 8.5335e-09, 2.01938e-08, 5.37317e-09, 7.1512e-09, 7.18784e-09, 5.88471e-09, 1.64298e-08, 1.17703e-08, 5.31367e-09, 5.12701e-09, 3.39017e-07, 5.22126e-09, 1.90813e-08, 4.13425e-07, 5.1176e-09, 5.1176e-09, 6.37589e-09
0.441439, 0, 1.07385e-06, 9.24319e-09, 1.41421, -1.07385e-06, 9.24319e-09, 9.2437e-09, 9.9014e-09, 9.24665e-09, 9.983e-09, 1.54192e-08, 3.65011e-08, 9.70526e-09, 1.35478e-08, 1.29862e-08, 1.06301e-08, 2.96957e-08, 1.75485e-08, 9.5977e-09, 9.26022e-09, 4.73851e-07, 9.43917e-09, 2.80061e-08, 5.14148e-07, 9.24319e-09, 9.24319e-09, 1.15182e-08
0.44933, 0, 1.44655e-06, 1.64222e-08, 1.41421, -1.44655e-06, 1.64222e-08, 1.64231e-08, 1.75925e-08, 1.64283e-08, 1.77376e-08, 2.74039e-08, 6.48904e-08, 1.72438e-08, 3.09515e-08, 2.30777e-08, 1.88883e-08, 5.27895e-08, 2.67628e-08, 1.70525e-08, 1.64524e-08, 6.60527e-07, 1.6783e-08, 4.15402e-08, 6.39136e-07, 1.64222e-08, 1.64222e-08, 2.04674e-08
0.457221, 0, 1.96288e-06, 2.87645e-08, 1.41421, -1.96288e-06, 2.87645e-08, 2.87661e-08, 3.08159e-08, 2.87753e-08, 3.10703e-08, 4.80131e-08, 1.13719e-07, 3.02046e-08, 6.20714e-08, 4.04303e-08, 3.30872e-08, 9.25087e-08, 4.16051e-08, 2.98694e-08, 2.88176e-08, 9.184e-07, 2.94154e-08, 6.22627e-08, 7.94956e-07, 2.87645e-08, 2.87645e-08, 3.5855e-08
0.465112, 0, 2.68671e-06, 4.9729e-08, 1.41421, -2.68671e-06, 4.9729e-08, 4.97318e-08, 5.32778e-08, 4.97477e-08, 5.37178e-08, 8.30273e-08, 1.96692e-07, 5.22203e-08, 1.17085e-07, 6.99098e-08, 5.72068e-08, 1.6e-07, 6.56319e-08, 5.16403e-08, 4.98208e-08, 1.27449e-06, 5.08834e-08, 9.42306e-08, 9.90529e-07, 4.9729e-08, 4.9729e-08, 6.19949e-08
0.473003, 0, 3.71069e-06, 8.49116e-08, 1.41421, -3.71069e-06, 8.49116e-08, 8.49164e-08, 9.09746e-08, 8.49436e-08, 9.17263e-08, 1.41801e-07, 3.35994e-07, 8.9168e-08, 2.12636e-07, 1.1939e-07, 9.76874e-08, 2.73307e-07, 1.04556e-07, 8.81772e-08, 8.50685e-08, 1.76396e-06, 8.69293e-08, 1.438e-07, 1.23819e-06, 8.49116e-08, 8.49116e-08, 1.05868e-07
0.480894, 0, 5.17362e-06, 1.43245e-07, 1.41421, -5.17362e-06, 1.43245e-07, 1.43253e-07, 1.53479e-07, 1.43299e-07, 1.54748e-07, 2.3927e-07, 5.67053e-07, 1.50429e-07, 3.75314e-07, 2.01442e-07, 1.6481e-07, 4.61242e-07, 1.67447e-07, 1.48757e-07, 1.4351e-07, 2.43636e-06, 1.46724e-07, 2.20864e-07, 1.55541e-06, 1.43245e-07, 1.43245e-07, 1.78617e-07
0.488784, 0, 7.28257e-06, 2.38804e-07, 1.41421, -7.28257e-06, 2.38804e-07, 2.38817e-07, 2.55874e-07, 2.38894e-07, 2.5799e-07, 3.98974e-07, 9.4572e-07, 2.50787e-07, 6.4916e-07, 3.35877e-07, 2.74774e-07, 7.69227e-07, 2.68544e-07, 2.47998e-07, 2.39245e-07, 3.35875e-06, 2.44728e-07, 3.40708e-07, 1.96716e-06, 2.38804e-07, 2.38804e-07, 2.97805e-07
0.496675, 0, 1.03521e-05, 3.93462e-07, 1.41421, -1.03521e-05, 3.93462e-07, 3.93484e-07, 4.21603e-07, 3.9361e-07, 4.25092e-07, 6.5751e-07, 1.55884e-06, 4.13218e-07, 1.1112e-06, 5.53491e-07, 4.5276e-07, 1.26789e-06, 4.29914e-07, 4.08619e-07, 3.9419e-07, 4.62249e-06, 4.03429e-07, 5.26727e-07, 2.50958e-06, 3.93462e-07, 3.93462e-07, 4.90728e-07
0.504566, 0, 1.48482e-05, 6.40764e-07, 1.41421, -1.48482e-05, 6.40764e-07, 6.40799e-07, 6.86618e-07, 6.41005e-07, 6.92303e-07, 1.07101e-06, 2.53968e-06, 6.72954e-07, 1.88247e-06, 9.01521e-07, 7.37386e-07, 2.06559e-06, 6.8533e-07, 6.6546e-07, 6.4195e-07, 6.35196e-06, 6.57336e-07, 8.1437e-07, 3.23497e-06, 6.40764e-07, 6.40764e-07, 7.99253e-07
0.512457, 0, 2.1465e-05, 1.03146e-06, 1.41421, -2.1465e-05, 1.03146e-06, 1.03152e-06, 1.10532e-06, 1.03185e-06, 1.11447e-06, 1.72445e-06, 4.09e-06, 1.08331e-06, 3.15619e-06, 1.45146e-06, 1.18709e-06, 3.32639e-06, 1.08581e-06, 1.07124e-06, 1.03337e-06, 8.71631e-06, 1.0587e-06, 1.25677e-06, 4.22035e-06, 1.03146e-06, 1.03146e-06, 1.28674e-06
0.520348, 0, 3.12264e-05, 1.6413e-06, 1.41421, -3.12264e-05, 1.6413e-06, 1.64139e-06, 1.75889e-06, 1.64192e-06, 1.77347e-06, 2.74467e-06, 6.51107e-06, 1.72385e-06, 5.23721e-06, 2.31001e-06, 1.88909e-06, 5.29526e-06, 1.70742e-06, 1.70463e-06, 1.64434e-06, 1.19452e-05, 1.68557e-06, 1.93266e-06, 5.57539e-06, 1.6413e-06, 1.6413e-06, 2.04774e-06
0.528239, 0, 4.56364e-05, 2.58177e-06, 1.41421, -4.56364e-05, 2.58177e-06, 2.58191e-06, 2.76686e-06, 2.58274e-06, 2.78981e-06, 4.31847e-06, 1.02467e-05, 2.71171e-06, 8.60067e-06, 3.63431e-06, 2.97178e-06, 8.33306e-06, 2.66203e-06, 2.68146e-06, 2.58656e-06, 1.63495e-05, 2.65291e-06, 2.95724e-06, 7.45907e-06, 2.58177e-06, 2.58177e-06, 3.22151e-06
