   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_826.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
1.73554, 223.2, 234.583, 0.516054, 15.0067, -11.3829, 0.000796974, 0.516056, 0.518136, 0.516065, 0.518505, 0.537043, 0.610275, 0.520627, 0.525953, 0.534387, 0.574224, 234.303, 0.52505, 0.565665, 0.516054, 0.516054, 0.516054, 0.516054, 0.52076, 0.516054, 0.516054, 0.522491
1.74344, 238.707, 234.883, 0.541747, 15.5147, 3.82321, 0.000701864, 0.541749, 0.543828, 0.541758, 0.544184, 0.562584, 0.635148, 0.547172, 0.551473, 0.561033, 0.605583, 234.612, 0.549663, 0.576988, 0.541747, 0.541747, 0.541747, 0.541747, 0.546355, 0.541747, 0.541747, 0.548078
1.75133, 230.476, 232.613, 0.567673, 15.2471, -2.13719, 0.000616061, 0.567675, 0.56976, 0.567685, 0.570103, 0.5884, 0.660402, 0.574169, 0.577238, 0.588066, 0.638658, 232.345, 0.574641, 0.592474, 0.567673, 0.567674, 0.567673, 0.567673, 0.572189, 0.567673, 0.567673, 0.573905
1.75922, 229.36, 227.856, 0.59376, 15.2105, 1.50441, 0.000538963, 0.593762, 0.595862, 0.593771, 0.596189, 0.614424, 0.685985, 0.601586, 0.603176, 0.615423, 0.673917, 227.585, 0.599895, 0.611054, 0.59376, 0.59376, 0.59376, 0.59376, 0.598191, 0.59376, 0.59376, 0.599902
1.76711, 229.717, 220.78, 0.619943, 15.2223, 8.93767, 0.000469955, 0.619945, 0.62207, 0.619954, 0.622379, 0.640596, 0.711852, 0.629407, 0.629227, 0.64305, 0.711997, 220.501, 0.62535, 0.631893, 0.619943, 0.619943, 0.619943, 0.619943, 0.624297, 0.619943, 0.619943, 0.626006
1.775, 210.913, 211.621, 0.646175, 14.5915, -0.708939, 0.000408421, 0.646177, 0.648337, 0.646187, 0.648626, 0.666872, 0.737967, 0.657634, 0.655346, 0.670906, 0.753751, 211.328, 0.650944, 0.654359, 0.646175, 0.646175, 0.646175, 0.646175, 0.650461, 0.646175, 0.646175, 0.652171
1.78289, 218.062, 200.679, 0.672426, 14.8345, 17.383, 0.000353757, 0.672427, 0.674632, 0.672437, 0.6749, 0.693222, 0.764308, 0.686289, 0.681502, 0.698966, 0.800285, 200.365, 0.676636, 0.67798, 0.672426, 0.672426, 0.672426, 0.672426, 0.676653, 0.672426, 0.672426, 0.678367
1.79078, 221.222, 188.292, 0.698687, 14.9406, 32.93, 0.000305368, 0.698689, 0.700948, 0.698699, 0.701192, 0.71964, 0.790868, 0.715417, 0.70769, 0.727229, 0.852999, 187.948, 0.702411, 0.702425, 0.698687, 0.698687, 0.698687, 0.698687, 0.702866, 0.698687, 0.698687, 0.704587
1.79867, 192.927, 174.826, 0.724975, 13.9616, 18.101, 0.000262692, 0.724977, 0.7273, 0.724987, 0.727519, 0.746139, 0.81766, 0.745084, 0.733927, 0.755712, 0.913616, 174.443, 0.728274, 0.727468, 0.724975, 0.724975, 0.724975, 0.724975, 0.729116, 0.724975, 0.724975, 0.730847
1.80656, 213.241, 160.654, 0.75133, 14.6711, 52.5871, 0.000225187, 0.751332, 0.753728, 0.751343, 0.753921, 0.772756, 0.844712, 0.775375, 0.760253, 0.784457, 0.984213, 160.221, 0.754259, 0.752979, 0.75133, 0.75133, 0.75133, 0.75133, 0.755443, 0.75133, 0.75133, 0.757186
1.81445, 169.35, 146.141, 0.777819, 13.0901, 23.2085, 0.000192346, 0.777821, 0.780297, 0.777832, 0.780462, 0.799554, 0.872078, 0.806393, 0.786735, 0.813529, 1.06723, 145.644, 0.780424, 0.7789, 0.777819, 0.777819, 0.777819, 0.777819, 0.781914, 0.777819, 0.777819, 0.783672
1.82234, 176.445, 131.629, 0.804532, 13.3583, 44.8164, 0.000163692, 0.804535, 0.807097, 0.804545, 0.807234, 0.826617, 0.899826, 0.838253, 0.813464, 0.843018, 1.16546, 131.051, 0.806856, 0.805235, 0.804532, 0.804532, 0.804532, 0.804532, 0.808619, 0.804532, 0.804532, 0.810393
1.83024, 195.844, 117.423, 0.831583, 14.0657, 78.421, 0.000138786, 0.831586, 0.834239, 0.831597, 0.834348, 0.854052, 0.928046, 0.871073, 0.840552, 0.873033, 1.282, 116.746, 0.83366, 0.832036, 0.831583, 0.831583, 0.831583, 0.831583, 0.83567, 0.831583, 0.831583, 0.837462
1.83813, 168.839, 103.787, 0.859105, 13.0705, 65.0516, 0.000117217, 0.859107, 0.861856, 0.859118, 0.861936, 0.881984, 0.956845, 0.904973, 0.868132, 0.903703, 1.42025, 102.988, 0.860966, 0.859394, 0.859105, 0.859105, 0.859105, 0.859105, 0.8632, 0.859105, 0.859105, 0.86501
1.84602, 159.775, 90.9324, 0.887243, 12.7191, 68.8428, 9.861e-05, 0.887246, 0.890093, 0.887257, 0.890143, 0.910552, 0.986339, 0.940061, 0.896351, 0.935169, 1.5837, 89.9861, 0.888916, 0.887427, 0.887243, 0.887243, 0.887243, 0.887243, 0.891355, 0.887243, 0.887243, 0.893183
1.85391, 141.222, 79.0208, 0.916156, 11.9675, 62.2009, 8.26214e-05, 0.916159, 0.919104, 0.916171, 0.919126, 0.939904, 1.01666, 0.97643, 0.925366, 0.967582, 1.7759, 77.8982, 0.917663, 0.916271, 0.916156, 0.916156, 0.916156, 0.916156, 0.920292, 0.916156, 0.916156, 0.922136
1.8618, 140.048, 68.1621, 0.946005, 11.9184, 71.8859, 6.89382e-05, 0.946008, 0.94905, 0.94602, 0.949045, 0.970194, 1.04793, 1.01415, 0.955339, 1.0011, 2.00021, 66.8315, 0.947365, 0.946077, 0.946005, 0.946005, 0.946005, 0.946005, 0.950171, 0.946005, 0.946005, 0.952029
1.86969, 129.013, 58.4186, 0.976952, 11.4461, 70.5941, 5.72763e-05, 0.976955, 0.980093, 0.976968, 0.980061, 1.00158, 1.0803, 1.05326, 0.986434, 1.03587, 2.25964, 56.8454, 0.978183, 0.976997, 0.976952, 0.976952, 0.976952, 0.976952, 0.981155, 0.976952, 0.976952, 0.983023
1.87758, 100.303, 49.8103, 1.00915, 10.1145, 50.4926, 4.73801e-05, 1.00915, 1.01238, 1.00917, 1.01233, 1.0342, 1.11389, 1.09376, 1.0188, 1.07205, 2.55655, 47.958, 1.01027, 1.00918, 1.00915, 1.00915, 1.00915, 1.00915, 1.0134, 1.00915, 1.00915, 1.01527
1.88547, 99.2827, 42.3201, 1.04275, 10.0639, 56.9626, 3.90185e-05, 1.04275, 1.04607, 1.04276, 1.04599, 1.0682, 1.14883, 1.13563, 1.0526, 1.10978, 2.89244, 40.151, 1.04376, 1.04277, 1.04275, 1.04275, 1.04275, 1.04275, 1.04704, 1.04275, 1.04275, 1.04892
1.89336, 86.7356, 35.9022, 1.07787, 9.41996, 50.8334, 3.19857e-05, 1.07788, 1.08127, 1.07789, 1.08117, 1.10371, 1.18523, 1.17881, 1.08795, 1.14917, 3.26768, 33.3787, 1.07879, 1.07788, 1.07787, 1.07787, 1.07787, 1.07787, 1.08221, 1.07787, 1.07787, 1.08409
1.90125, 89.5186, 30.4881, 1.11463, 9.56654, 59.0306, 2.60979e-05, 1.11464, 1.11811, 1.11465, 1.11799, 1.14083, 1.22318, 1.2232, 1.12497, 1.19033, 3.68123, 27.5738, 1.11547, 1.11464, 1.11463, 1.11463, 1.11463, 1.11463, 1.11903, 1.11463, 1.11463, 1.12089
1.90914, 69.7354, 25.9932, 1.15313, 8.46968, 43.7422, 2.11921e-05, 1.15313, 1.15667, 1.15315, 1.15653, 1.17965, 1.26276, 1.2687, 1.16376, 1.23336, 4.13048, 22.6548, 1.15389, 1.15313, 1.15313, 1.15313, 1.15313, 1.15313, 1.15759, 1.15313, 1.15313, 1.15943
1.91704, 61.9578, 22.3236, 1.19342, 7.99736, 39.6341, 1.71244e-05, 1.19343, 1.19703, 1.19344, 1.19687, 1.22025, 1.30405, 1.31517, 1.20439, 1.27832, 4.61111, 18.5322, 1.19411, 1.19343, 1.19342, 1.19342, 1.19342, 1.19342, 1.19795, 1.19342, 1.19342, 1.19976
1.92493, 61.3541, 19.3806, 1.23557, 7.95953, 41.9735, 1.37686e-05, 1.23557, 1.23923, 1.23559, 1.23906, 1.26266, 1.34709, 1.36247, 1.24692, 1.32525, 5.11695, 15.1139, 1.23619, 1.23557, 1.23557, 1.23557, 1.23557, 1.23557, 1.24016, 1.23557, 1.23557, 1.24195
1.93282, 54.6339, 17.0647, 1.27959, 7.52555, 37.5692, 1.10141e-05, 1.2796, 1.28331, 1.27961, 1.28312, 1.30692, 1.3919, 1.41047, 1.29138, 1.3742, 5.64014, 12.3084, 1.28016, 1.2796, 1.27959, 1.27959, 1.27959, 1.27959, 1.28427, 1.27959, 1.27959, 1.28601
1.94071, 43.6765, 15.2798, 1.32551, 6.75844, 28.3967, 8.76508e-06, 1.32552, 1.32927, 1.32553, 1.32907, 1.35304, 1.43851, 1.45906, 1.33779, 1.42516, 6.17117, 10.0291, 1.32603, 1.32551, 1.32551, 1.32551, 1.32551, 1.32551, 1.33028, 1.32551, 1.32551, 1.33195
1.9486, 42.0228, 13.9345, 1.37331, 6.63497, 28.0883, 6.9385e-06, 1.37332, 1.37711, 1.37333, 1.3769, 1.40102, 1.48691, 1.50814, 1.38615, 1.47815, 6.6992, 8.1956, 1.37378, 1.37331, 1.37331, 1.37331, 1.37331, 1.37331, 1.37818, 1.37331, 1.37331, 1.37978
1.95649, 33.2139, 12.9446, 1.42298, 5.93413, 20.2694, 5.46309e-06, 1.42299, 1.42681, 1.423, 1.42659, 1.45084, 1.53708, 1.55765, 1.43645, 1.53316, 7.21242, 6.73553, 1.42341, 1.42298, 1.42298, 1.42298, 1.42298, 1.42298, 1.42796, 1.42298, 1.42298, 1.42948
1.96438, 28.0664, 12.2337, 1.47449, 5.48328, 15.8326, 4.2779e-06, 1.47449, 1.47834, 1.47451, 1.47812, 1.50247, 1.58902, 1.60755, 1.48865, 1.5902, 7.69855, 5.58475, 1.47487, 1.47449, 1.47449, 1.47449, 1.47449, 1.47449, 1.47959, 1.47449, 1.47449, 1.48101
1.97227, 20.9831, 11.7343, 1.52779, 4.79407, 9.24878, 3.33126e-06, 1.5278, 1.53167, 1.52781, 1.53144, 1.55588, 1.64267, 1.65787, 1.54273, 1.64927, 8.14531, 4.68769, 1.52814, 1.52779, 1.52779, 1.52779, 1.52779, 1.52779, 1.53303, 1.52779, 1.52779, 1.53434
1.98016, 29.2876, 11.3874, 1.58285, 5.59353, 17.9002, 2.57944e-06, 1.58285, 1.58674, 1.58287, 1.58651, 1.61102, 1.69802, 1.70864, 1.59865, 1.71041, 8.54111, 3.99676, 1.58316, 1.58285, 1.58285, 1.58285, 1.58285, 1.58285, 1.58824, 1.58285, 1.58285, 1.58942
1.98805, 21.6786, 11.1428, 1.63961, 4.86607, 10.5359, 1.98585e-06, 1.63962, 1.64352, 1.63963, 1.64328, 1.66786, 1.75502, 1.75997, 1.65637, 1.77367, 8.87552, 3.47201, 1.63989, 1.63961, 1.63961, 1.63961, 1.63961, 1.63961, 1.64518, 1.63961, 1.63961, 1.6462
1.99594, 14.6979, 10.959, 1.69804, 4.08631, 3.73891, 1.51996e-06, 1.69804, 1.70195, 1.69805, 1.70171, 1.72634, 1.81363, 1.81196, 1.71583, 1.83918, 9.13991, 3.08012, 1.69828, 1.69804, 1.69804, 1.69804, 1.69804, 1.69804, 1.70379, 1.69804, 1.69804, 1.70465
2.00384, 6.42386, 10.8028, 1.75807, 2.90239, -4.37894, 1.15647e-06, 1.75807, 1.76199, 1.75809, 1.76175, 1.78641, 1.87382, 1.86476, 1.777, 1.90714, 9.32785, 2.79375, 1.75829, 1.75807, 1.75807, 1.75807, 1.75807, 1.75807, 1.76404, 1.75807, 1.75807, 1.76472
2.01173, 13.8276, 10.6487, 1.81966, 3.9784, 3.17897, 8.74629e-07, 1.81966, 1.82359, 1.81968, 1.82335, 1.84804, 1.93553, 1.91853, 1.83984, 1.97786, 9.43548, 2.59062, 1.81986, 1.81966, 1.81966, 1.81966, 1.81966, 1.81966, 1.82588, 1.81966, 1.81966, 1.82635
2.01962, 10.7267, 10.4783, 1.88278, 3.56745, 0.248408, 6.57437e-07, 1.88278, 1.88671, 1.88279, 1.88647, 1.91118, 1.99873, 1.97343, 1.90429, 2.05181, 9.46172, 2.45277, 1.88295, 1.88278, 1.88278, 1.88278, 1.88278, 1.88278, 1.88926, 1.88278, 1.88278, 1.88951
2.02751, 6.43113, 10.2801, 1.94737, 2.90364, -3.849, 4.91114e-07, 1.94737, 1.95131, 1.94739, 1.95107, 1.9758, 2.0634, 2.02964, 1.97033, 2.12966, 9.40831, 2.36582, 1.94752, 1.94737, 1.94737, 1.94737, 1.94737, 1.94737, 1.95415, 1.94737, 1.94737, 1.95416
2.0354, 7.55441, 10.0484, 2.01341, 3.09102, -2.49396, 3.64563e-07, 2.01341, 2.01735, 2.01342, 2.01711, 2.04185, 2.12949, 2.08731, 2.03791, 2.21237, 9.27973, 2.31838, 2.01354, 2.01341, 2.01341, 2.01341, 2.01341, 2.01341, 2.02052, 2.01341, 2.01341, 2.02026
2.04329, 4.54953, 9.78252, 2.08085, 2.5592, -5.233, 2.68891e-07, 2.08086, 2.0848, 2.08087, 2.08455, 2.10931, 2.19698, 2.14659, 2.107, 2.30125, 9.08286, 2.30146, 2.08097, 2.08085, 2.08085, 2.08085, 2.08085, 2.08085, 2.08833, 2.08085, 2.08085, 2.08779
2.05118, 7.43612, 9.48649, 2.14968, 3.07183, -2.05037, 1.97038e-07, 2.14969, 2.15363, 2.1497, 2.15339, 2.17815, 2.26584, 2.2076, 2.17759, 2.39808, 8.82664, 2.30802, 2.14979, 2.14968, 2.14968, 2.14968, 2.14968, 2.14968, 2.15756, 2.14968, 2.14968, 2.15672
2.05907, 4.44064, 9.16786, 2.21987, 2.53784, -4.72722, 1.43434e-07, 2.21987, 2.22382, 2.21989, 2.22358, 2.24834, 2.33605, 2.27044, 2.24963, 2.50521, 8.52159, 2.3326, 2.21996, 2.21987, 2.21987, 2.21987, 2.21987, 2.21987, 2.22818, 2.21987, 2.21987, 2.22702
2.06696, 9.19338, 8.83711, 2.29139, 3.34565, 0.356271, 1.03713e-07, 2.2914, 2.29535, 2.29141, 2.2951, 2.31987, 2.40758, 2.33518, 2.32311, 2.62572, 8.17917, 2.37099, 2.29147, 2.29139, 2.29139, 2.29139, 2.29139, 2.29139, 2.30018, 2.29139, 2.29139, 2.29869
2.07485, 7.89145, 8.50692, 2.36423, 3.14507, -0.615473, 7.44824e-08, 2.36423, 2.36818, 2.36425, 2.36794, 2.39271, 2.48043, 2.40188, 2.398, 2.76353, 7.81128, 2.41995, 2.3643, 2.36423, 2.36423, 2.36423, 2.36423, 2.36423, 2.37354, 2.36423, 2.36423, 2.37169
2.08274, 4.35593, 8.1916, 2.43837, 2.5211, -3.83567, 5.31202e-08, 2.43837, 2.44232, 2.43839, 2.44208, 2.46685, 2.55458, 2.47056, 2.4743, 2.92357, 7.42964, 2.47704, 2.43843, 2.43837, 2.43837, 2.43837, 2.43837, 2.43837, 2.44826, 2.43837, 2.43837, 2.44603
2.09064, 3.45522, 7.90647, 2.5138, 2.33564, -4.45125, 3.76185e-08, 2.5138, 2.51776, 2.51382, 2.51751, 2.54228, 2.63002, 2.54123, 2.55198, 3.11192, 7.04532, 2.54039, 2.51385, 2.5138, 2.5138, 2.5138, 2.5138, 2.5138, 2.52432, 2.5138, 2.5138, 2.52169
2.09853, 4.15985, 7.66755, 2.59051, 2.4819, -3.5077, 2.64511e-08, 2.59051, 2.59446, 2.59052, 2.59421, 2.61899, 2.70672, 2.61386, 2.63104, 3.33591, 6.66834, 2.60862, 2.59055, 2.59051, 2.59051, 2.59051, 2.59051, 2.59051, 2.60172, 2.59051, 2.59051, 2.59865
2.10642, 2.3777, 7.49106, 2.66848, 2.09229, -5.11337, 1.84639e-08, 2.66848, 2.67243, 2.6685, 2.67219, 2.69696, 2.7847, 2.68843, 2.71146, 3.60425, 6.30726, 2.68071, 2.66852, 2.66848, 2.66848, 2.66848, 2.66848, 2.66848, 2.68047, 2.66848, 2.66848, 2.67693
2.11431, 2.46245, 7.39334, 2.74772, 2.11245, -4.93089, 1.27935e-08, 2.74772, 2.75167, 2.74774, 2.75143, 2.7762, 2.86394, 2.76491, 2.79323, 3.92705, 5.96905, 2.75589, 2.74775, 2.74772, 2.74772, 2.74772, 2.74772, 2.74772, 2.76058, 2.74772, 2.74772, 2.75652
2.1222, 6.06543, 7.39054, 2.82822, 2.83997, -1.32512, 8.79841e-09, 2.82822, 2.83217, 2.82824, 2.83192, 2.8567, 2.94444, 2.84323, 2.87635, 4.3157, 5.65904, 2.83363, 2.82824, 2.82822, 2.82822, 2.82822, 2.82822, 2.82822, 2.84206, 2.82822, 2.82822, 2.83741
2.13009, 2.99517, 7.49846, 2.90996, 2.23499, -4.50329, 6.00502e-09, 2.90997, 2.91392, 2.90998, 2.91367, 2.93845, 3.02619, 2.92334, 2.96081, 4.78279, 5.38083, 2.91351, 2.90998, 2.90996, 2.90996, 2.90996, 2.90996, 2.90996, 2.92493, 2.90996, 2.90996, 2.9196
2.13798, 3.52319, 7.73234, 2.99296, 2.35015, -4.20916, 4.06681e-09, 2.99297, 2.99692, 2.99298, 2.99667, 3.02145, 3.10919, 3.0052, 3.04661, 5.34185, 5.13647, 2.99526, 2.99298, 2.99296, 2.99296, 2.99296, 2.99296, 2.99296, 3.00922, 2.99296, 2.99296, 3.00309
2.14587, 5.04362, 8.1066, 3.07721, 2.65398, -3.06298, 2.73267e-09, 3.07721, 3.08116, 3.07723, 3.08092, 3.10569, 3.19343, 3.08874, 3.13374, 6.00678, 4.92664, 3.07869, 3.07723, 3.07721, 3.07721, 3.07721, 3.07721, 3.07721, 3.09497, 3.07721, 3.07721, 3.08789
2.15376, 7.988, 8.63441, 3.1627, 3.16038, -0.646411, 1.82162e-09, 3.1627, 3.16666, 3.16272, 3.16641, 3.19119, 3.27893, 3.1739, 3.22219, 6.79143, 4.75084, 3.16364, 3.16271, 3.1627, 3.1627, 3.1627, 3.1627, 3.1627, 3.18223, 3.1627, 3.1627, 3.17398
2.16165, 5.94669, 9.32726, 3.24943, 2.81899, -3.38057, 1.20451e-09, 3.24944, 3.25339, 3.24945, 3.25314, 3.27792, 3.36566, 3.26062, 3.31197, 7.70876, 4.60765, 3.25002, 3.24944, 3.24943, 3.24943, 3.24943, 3.24943, 3.24943, 3.27104, 3.24943, 3.24943, 3.26138
2.16954, 10.5839, 10.1943, 3.33741, 3.54738, 0.38962, 7.89943e-10, 3.33741, 3.34136, 3.33743, 3.34111, 3.36589, 3.45363, 3.34886, 3.40306, 8.77003, 4.49501, 3.33777, 3.33742, 3.33741, 3.33741, 3.33741, 3.33741, 3.33741, 3.36149, 3.33741, 3.33741, 3.35007
2.17743, 12.0126, 11.2414, 3.42661, 3.74335, 0.771242, 5.13751e-10, 3.42662, 3.43057, 3.42663, 3.43032, 3.4551, 3.54284, 3.43856, 3.49547, 9.98375, 4.41038, 3.42684, 3.42662, 3.42661, 3.42661, 3.42661, 3.42661, 3.42661, 3.45363, 3.42661, 3.42661, 3.44005
2.18533, 16.5431, 12.4708, 3.51705, 4.30617, 4.07227, 3.31305e-10, 3.51705, 3.52101, 3.51707, 3.52076, 3.54554, 3.63328, 3.52966, 3.58917, 11.3547, 4.35105, 3.51719, 3.51706, 3.51705, 3.51705, 3.51705, 3.51705, 3.51705, 3.54757, 3.51705, 3.51705, 3.53133
2.19322, 13.3644, 13.8795, 3.6087, 3.91975, -0.515088, 2.11828e-10, 3.60871, 3.61266, 3.60872, 3.61241, 3.63719, 3.72493, 3.6221, 3.68417, 12.8828, 4.31423, 3.60879, 3.60871, 3.6087, 3.6087, 3.6087, 3.6087, 3.6087, 3.64339, 3.6087, 3.6087, 3.62388
2.20111, 18.0892, 15.4592, 3.70158, 4.4821, 2.63003, 1.34254e-10, 3.70158, 3.70553, 3.70159, 3.70528, 3.73006, 3.8178, 3.71584, 3.78046, 14.5622, 4.29723, 3.70162, 3.70158, 3.70158, 3.70158, 3.70158, 3.70158, 3.70158, 3.74119, 3.70158, 3.70158, 3.71771
2.209, 25.45, 17.195, 3.79565, 5.23928, 8.25499, 8.4336e-11, 3.79566, 3.79961, 3.79567, 3.79936, 3.82414, 3.91188, 3.81083, 3.87802, 16.3806, 4.29753, 3.79568, 3.79566, 3.79565, 3.79565, 3.79565, 3.79565, 3.79565, 3.84108, 3.79565, 3.79565, 3.81281
2.21689, 29.982, 19.0653, 3.89092, 5.65526, 10.9167, 5.24989e-11, 3.89092, 3.89487, 3.89094, 3.89462, 3.9194, 4.00714, 3.90701, 3.97684, 18.3185, 4.31284, 3.89094, 3.89092, 3.89092, 3.89092, 3.89092, 3.89092, 3.89092, 3.94315, 3.89092, 3.89092, 3.90915
2.22478, 25.9362, 21.0413, 3.98736, 5.28547, 4.8949, 3.23799e-11, 3.98736, 3.99131, 3.98738, 3.99107, 4.01584, 4.10359, 4.00432, 4.07691, 20.349, 4.34116, 3.98737, 3.98736, 3.98736, 3.98736, 3.98736, 3.98736, 3.98736, 4.04749, 3.98736, 3.98736, 4.00673
2.23267, 28.4555, 23.0876, 4.08497, 5.51865, 5.36786, 1.97789e-11, 4.08497, 4.08892, 4.08499, 4.08868, 4.11345, 4.2012, 4.10273, 4.17821, 22.4387, 4.38074, 4.08498, 4.08497, 4.08497, 4.08497, 4.08497, 4.08497, 4.08497, 4.1542, 4.08497, 4.08497, 4.10553
2.24056, 33.4699, 25.1626, 4.18372, 5.95567, 8.30731, 1.19636e-11, 4.18372, 4.18768, 4.18374, 4.18743, 4.21221, 4.29995, 4.20217, 4.28074, 24.547, 4.43009, 4.18372, 4.18372, 4.18372, 4.18372, 4.18372, 4.18372, 4.18372, 4.26333, 4.18372, 4.18372, 4.20553
2.24845, 32.9051, 27.2197, 4.2836, 5.90806, 5.6854, 7.16115e-12, 4.2836, 4.28755, 4.28362, 4.28731, 4.31208, 4.39983, 4.3026, 4.38447, 26.6287, 4.48794, 4.2836, 4.2836, 4.2836, 4.2836, 4.2836, 4.2836, 4.2836, 4.3749, 4.2836, 4.2836, 4.30671
2.25634, 48.4803, 29.2088, 4.38458, 7.10495, 19.2714, 4.24137e-12, 4.38459, 4.38854, 4.3846, 4.38829, 4.41307, 4.50081, 4.40398, 4.48941, 28.6348, 4.55323, 4.38458, 4.38458, 4.38458, 4.38458, 4.38458, 4.38458, 4.38458, 4.48891, 4.38458, 4.38458, 4.40904
2.26423, 38.4419, 31.0784, 4.48665, 6.3594, 7.36354, 2.48362e-12, 4.48665, 4.4906, 4.48667, 4.49035, 4.51513, 4.60287, 4.50627, 4.59554, 30.5145, 4.62506, 4.48665, 4.48665, 4.48665, 4.48665, 4.48665, 4.48665, 4.48665, 4.60532, 4.48665, 4.48665, 4.51251
2.27213, 49.3835, 32.7776, 4.58977, 7.16823, 16.6059, 1.43713e-12, 4.58977, 4.59372, 4.58979, 4.59348, 4.61825, 4.706, 4.60943, 4.70289, 32.218, 4.70265, 4.58977, 4.58977, 4.58977, 4.58977, 4.58977, 4.58977, 4.58977, 4.72402, 4.58977, 4.58977, 4.61708
2.28002, 49.1232, 34.2586, 4.69392, 7.15005, 14.8646, 8.22156e-13, 4.69393, 4.69788, 4.69394, 4.69763, 4.72241, 4.81015, 4.71344, 4.81147, 33.698, 4.78534, 4.69392, 4.69392, 4.69392, 4.69392, 4.69392, 4.69392, 4.69392, 4.84486, 4.69392, 4.69392, 4.72274
2.28791, 40.8948, 35.479, 4.79907, 6.54941, 5.41574, 4.64261e-13, 4.79907, 4.80303, 4.79909, 4.80278, 4.82756, 4.9153, 4.81826, 4.92134, 34.9128, 4.87256, 4.79907, 4.79907, 4.79907, 4.79907, 4.79907, 4.79907, 4.79907, 4.96763, 4.79907, 4.79907, 4.82943
2.2958, 37.3143, 36.4043, 4.90519, 6.27011, 0.909973, 2.58762e-13, 4.90519, 4.90914, 4.90521, 4.9089, 4.93367, 5.02142, 4.92387, 5.0326, 35.8284, 4.96379, 4.90519, 4.90519, 4.90519, 4.90519, 4.90519, 4.90519, 4.90519, 5.09205, 4.90519, 4.90519, 4.93714
2.30369, 37.1677, 37.0092, 5.01225, 6.25841, 0.158527, 1.41732e-13, 5.01225, 5.0162, 5.01227, 5.01595, 5.04073, 5.12848, 5.03026, 5.14541, 36.4201, 5.05858, 5.01225, 5.01225, 5.01225, 5.01225, 5.01225, 5.01225, 5.01225, 5.21783, 5.01225, 5.01225, 5.04584
2.31158, 43.6114, 37.2793, 5.1202, 6.75362, 6.33205, 7.59056e-14, 5.1202, 5.12416, 5.12022, 5.12391, 5.14869, 5.23643, 5.13741, 5.25999, 36.6739, 5.15651, 5.1202, 5.1202, 5.1202, 5.1202, 5.1202, 5.1202, 5.1202, 5.34458, 5.1202, 5.1202, 5.15547
2.31947, 43.15, 37.2121, 5.22901, 6.71938, 5.93789, 3.95798e-14, 5.22902, 5.23297, 5.22903, 5.23272, 5.2575, 5.34524, 5.2453, 5.37672, 36.5876, 5.25721, 5.22901, 5.22901, 5.22901, 5.22901, 5.22901, 5.22901, 5.22901, 5.47191, 5.22901, 5.22901, 5.26601
2.32736, 36.07, 36.8169, 5.33865, 6.17009, -0.746899, 1.98331e-14, 5.33865, 5.3426, 5.33867, 5.34236, 5.36713, 5.45488, 5.35392, 5.49614, 36.1705, 5.36033, 5.33865, 5.33865, 5.33865, 5.33865, 5.33865, 5.33865, 5.33865, 5.59942, 5.33865, 5.33865, 5.37741
2.33525, 46.8936, 36.1143, 5.44906, 6.9924, 10.7793, 9.40881e-15, 5.44907, 5.45302, 5.44908, 5.45277, 5.47755, 5.5653, 5.46326, 5.619, 35.4431, 5.46558, 5.44906, 5.44906, 5.44906, 5.44906, 5.44906, 5.44906, 5.44906, 5.72667, 5.44906, 5.44906, 5.48963
2.34314, 39.6979, 35.1353, 5.56021, 6.45739, 4.56263, 4.21138e-15, 5.56021, 5.56416, 5.56023, 5.56391, 5.58869, 5.67646, 5.57328, 5.74638, 34.4357, 5.57266, 5.56021, 5.56021, 5.56021, 5.56021, 5.56021, 5.56021, 5.56021, 5.85327, 5.56021, 5.56021, 5.60262
2.35103, 31.5829, 33.9195, 5.67204, 5.79508, -2.33659, 1.72448e-15, 5.67205, 5.676, 5.67206, 5.67575, 5.70053, 5.7883, 5.68399, 5.87975, 33.187, 5.68133, 5.67204, 5.67204, 5.67204, 5.67204, 5.67204, 5.67204, 5.67204, 5.97885, 5.67204, 5.67204, 5.71635
2.35893, 31.8989, 32.5134, 5.78452, 5.82228, -0.614464, 6.26317e-16, 5.78452, 5.78848, 5.78454, 5.78823, 5.813, 5.9008, 5.79535, 6.02112, 31.7418, 5.79138, 5.78452, 5.78452, 5.78452, 5.78452, 5.78452, 5.78452, 5.78452, 6.1031, 5.78452, 5.78452, 5.83075
2.36682, 22.5997, 30.9678, 5.8976, 4.95981, -8.36811, 2.10208e-16, 5.8976, 5.90155, 5.89762, 5.9013, 5.92608, 6.01391, 5.90734, 6.17315, 30.1487, 5.90261, 5.8976, 5.8976, 5.8976, 5.8976, 5.8976, 5.8976, 5.8976, 6.22579, 5.8976, 5.8976, 5.94579
