   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_611.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Mn_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.00334449, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00452294, 0, 2.88344e-18, 0, 1.41421, -2.88344e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.24896e-20, 0, 0, 7.05172e-23, 0, 0, 2.87088e-18, 0, 0, 0
0.0123904, 0, 5.49835e-18, 0, 1.41421, -5.49835e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.3816e-20, 0, 0, 1.36459e-22, 0, 0, 5.4744e-18, 0, 0, 0
0.0202578, 0, 1.03933e-17, 0, 1.41421, -1.03933e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.50186e-20, 0, 0, 2.61818e-22, 0, 0, 1.03481e-17, 0, 0, 0
0.0281252, 0, 1.94794e-17, 0, 1.41421, -1.94794e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.43747e-20, 0, 0, 4.98173e-22, 0, 0, 1.93946e-17, 0, 0, 0
0.0359926, 0, 3.62066e-17, 0, 1.41421, -3.62066e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.56828e-19, 0, 0, 9.40253e-22, 0, 0, 3.60488e-17, 0, 0, 0
0.0438601, 0, 6.67524e-17, 0, 1.41421, -6.67524e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.89137e-19, 0, 0, 1.76065e-21, 0, 0, 6.64616e-17, 0, 0, 0
0.0517275, 0, 1.22093e-16, 0, 1.41421, -1.22093e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.28844e-19, 0, 0, 3.27149e-21, 0, 0, 1.21561e-16, 0, 0, 0
0.0595949, 0, 2.2158e-16, 0, 1.41421, -2.2158e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.59769e-19, 0, 0, 6.03303e-21, 0, 0, 2.20614e-16, 0, 0, 0
0.0674624, 0, 3.99066e-16, 0, 1.41421, -3.99066e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.72854e-18, 0, 0, 1.10435e-20, 0, 0, 3.97327e-16, 0, 0, 0
0.0753298, 0, 7.13326e-16, 0, 1.41421, -7.13326e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.08975e-18, 0, 0, 2.00685e-20, 0, 0, 7.10216e-16, 0, 0, 0
0.0831972, 0, 1.26565e-15, 0, 1.41421, -1.26565e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.48213e-18, 0, 0, 3.62093e-20, 0, 0, 1.26013e-15, 0, 0, 0
0.0910646, 0, 2.22932e-15, 0, 1.41421, -2.22932e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.65622e-18, 0, 0, 6.48744e-20, 0, 0, 2.2196e-15, 0, 0, 0
0.0989321, 0, 3.89856e-15, 0, 1.41421, -3.89856e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.68864e-17, 0, 0, 1.15431e-19, 0, 0, 3.88156e-15, 0, 0, 0
0.106799, 0, 6.76941e-15, 0, 1.41421, -6.76941e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.93214e-17, 0, 0, 2.0399e-19, 0, 0, 6.73988e-15, 0, 0, 0
0.114667, 0, 1.16721e-14, 0, 1.41421, -1.16721e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.05571e-17, 0, 0, 3.58076e-19, 0, 0, 1.16212e-14, 0, 0, 0
0.122534, 0, 1.99863e-14, 0, 1.41421, -1.99863e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.65696e-17, 0, 0, 6.24396e-19, 0, 0, 1.98991e-14, 0, 0, 0
0.130402, 0, 3.39887e-14, 0, 1.41421, -3.39887e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.4722e-16, 0, 0, 1.08171e-18, 0, 0, 3.38404e-14, 0, 0, 0
0.138269, 0, 5.74094e-14, 0, 1.41421, -5.74094e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.48666e-16, 0, 0, 1.86193e-18, 0, 0, 5.71588e-14, 0, 0, 0
0.146137, 0, 9.63174e-14, 0, 1.41421, -9.63174e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.17196e-16, 0, 0, 3.18461e-18, 0, 0, 9.5897e-14, 0, 0, 0
0.154004, 0, 1.60518e-13, 0, 1.41421, -1.60518e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.95285e-16, 0, 0, 5.41286e-18, 0, 0, 1.59818e-13, 0, 0, 0
0.161871, 0, 2.65747e-13, 0, 1.41421, -2.65747e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.15109e-15, 0, 0, 9.14348e-18, 0, 0, 2.64586e-13, 0, 0, 0
0.169739, 0, 4.37073e-13, 0, 1.41421, -4.37073e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.89322e-15, 0, 0, 1.53514e-17, 0, 0, 4.35164e-13, 0, 0, 0
0.177606, 0, 7.14174e-13, 0, 1.41421, -7.14174e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.09357e-15, 0, 0, 2.56197e-17, 0, 0, 7.11055e-13, 0, 0, 0
0.185474, 0, 1.15941e-12, 0, 1.41421, -1.15941e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.02232e-15, 0, 0, 4.25044e-17, 0, 0, 1.15435e-12, 0, 0, 0
0.193341, 0, 1.87197e-12, 0, 1.41421, -1.87197e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.10933e-15, 0, 0, 7.02656e-17, 0, 0, 1.86379e-12, 0, 0, 0
0.201209, 0, 2.99979e-12, 0, 1.41421, -2.99979e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.29957e-14, 0, 0, 1.15225e-16, 0, 0, 2.98668e-12, 0, 0, 0
0.209076, 0, 4.77668e-12, 0, 1.41421, -4.77668e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.06948e-14, 0, 0, 1.8791e-16, 0, 0, 4.75579e-12, 0, 0, 0
0.216943, 0, 7.55813e-12, 0, 1.41421, -7.55813e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.2748e-14, 0, 0, 3.04798e-16, 0, 0, 7.52508e-12, 0, 0, 0
0.224811, 0, 1.18842e-11, 0, 1.41421, -1.18842e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.14974e-14, 0, 0, 4.91812e-16, 0, 0, 1.18323e-11, 0, 0, 0
0.232678, 0, 1.85699e-11, 0, 1.41421, -1.85699e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.04784e-14, 0, 0, 7.89556e-16, 0, 0, 1.84886e-11, 0, 0, 0
0.240546, 0, 2.88363e-11, 0, 1.41421, -2.88363e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.24991e-13, 0, 0, 1.26138e-15, 0, 0, 2.871e-11, 0, 0, 0
0.248413, 0, 4.45016e-11, 0, 1.41421, -4.45016e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.92931e-13, 0, 0, 2.00578e-15, 0, 0, 4.43067e-11, 0, 0, 0
