   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_576.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup
0.408865, 0, 1.40912e-08, 2.85977e-31, 1.41421, -1.40912e-08, 2.85977e-31, 0, 2.85977e-31, 2.85977e-31, 2.85977e-31, 2.85977e-31, 2.85977e-31, 2.85977e-31, 2.85977e-31, 2.85977e-31, 2.85977e-31, 2.85977e-31, 2.85977e-31, 3.49088e-11, 2.85977e-31, 2.85977e-31, 2.85977e-31, 7.99288e-09, 2.85977e-31, 6.06343e-09, 2.85977e-31, 2.85977e-31
0.416731, 0, 2.16244e-08, 1.52707e-30, 1.41421, -2.16244e-08, 1.52707e-30, 0, 1.52707e-30, 1.52707e-30, 1.52707e-30, 1.52707e-30, 1.52707e-30, 1.52707e-30, 1.52707e-30, 1.52707e-30, 1.52707e-30, 1.52707e-30, 1.52707e-30, 5.06864e-11, 1.52707e-30, 1.52707e-30, 1.52707e-30, 1.27969e-08, 1.52707e-30, 8.77683e-09, 1.52707e-30, 1.52707e-30
0.424597, 0, 3.31517e-08, 7.76798e-30, 1.41421, -3.31517e-08, 7.76798e-30, 0, 7.76798e-30, 7.76798e-30, 7.76798e-30, 7.76798e-30, 7.76798e-30, 7.76798e-30, 7.76798e-30, 7.76798e-30, 7.76798e-30, 7.76798e-30, 7.76798e-30, 7.31223e-11, 7.76798e-30, 7.76798e-30, 7.76798e-30, 2.0462e-08, 7.76798e-30, 1.26165e-08, 7.76798e-30, 7.76798e-30
0.432463, 0, 5.07897e-08, 3.73334e-29, 1.41421, -5.07897e-08, 3.73334e-29, 0, 3.73334e-29, 3.73334e-29, 3.73334e-29, 3.73334e-29, 3.73334e-29, 3.73334e-29, 3.73334e-29, 3.73334e-29, 3.73334e-29, 3.73334e-29, 3.73334e-29, 1.04825e-10, 3.73334e-29, 3.73334e-29, 3.73334e-29, 3.26733e-08, 3.73334e-29, 1.80115e-08, 3.73334e-29, 3.73334e-29
0.440328, 0, 7.77783e-08, 1.71945e-28, 1.41421, -7.77783e-08, 1.71945e-28, 0, 1.71945e-28, 1.71945e-28, 1.71945e-28, 1.71945e-28, 1.71945e-28, 1.71945e-28, 1.71945e-28, 1.71945e-28, 1.71945e-28, 1.71945e-28, 1.71945e-28, 1.49343e-10, 1.71945e-28, 1.71945e-28, 1.71945e-28, 5.20903e-08, 1.71945e-28, 2.55386e-08, 1.71945e-28, 1.71945e-28
0.448194, 0, 1.19072e-07, 7.60569e-28, 1.41421, -1.19072e-07, 7.60569e-28, 0, 7.60569e-28, 7.60569e-28, 7.60569e-28, 7.60569e-28, 7.60569e-28, 7.60569e-28, 7.60569e-28, 7.60569e-28, 7.60569e-28, 7.60569e-28, 7.60569e-28, 2.11482e-10, 7.60569e-28, 7.60569e-28, 7.60569e-28, 8.28927e-08, 7.60569e-28, 3.59676e-08, 7.60569e-28, 7.60569e-28
0.45606, 0, 1.82233e-07, 3.21048e-27, 1.41421, -1.82233e-07, 3.21048e-27, 0, 3.21048e-27, 3.21048e-27, 3.21048e-27, 3.21048e-27, 3.21048e-27, 3.21048e-27, 3.21048e-27, 3.21048e-27, 3.21048e-27, 3.21048e-27, 3.21048e-27, 2.97706e-10, 3.21048e-27, 3.21048e-27, 3.21048e-27, 1.31617e-07, 3.21048e-27, 5.0318e-08, 3.21048e-27, 3.21048e-27
0.463925, 0, 2.78773e-07, 1.29315e-26, 1.41421, -2.78773e-07, 1.29315e-26, 0, 1.29315e-26, 1.29315e-26, 1.29315e-26, 1.29315e-26, 1.29315e-26, 1.29315e-26, 1.29315e-26, 1.29315e-26, 1.29315e-26, 1.29315e-26, 1.29315e-26, 4.1666e-10, 1.29315e-26, 1.29315e-26, 1.29315e-26, 2.08426e-07, 1.29315e-26, 6.993e-08, 1.29315e-26, 1.29315e-26
0.471791, 0, 4.26154e-07, 4.97366e-26, 1.41421, -4.26154e-07, 4.97366e-26, 0, 4.97366e-26, 4.97366e-26, 4.97366e-26, 4.97366e-26, 4.97366e-26, 4.97366e-26, 4.97366e-26, 5.95469e-13, 4.97366e-26, 4.97366e-26, 4.97366e-26, 5.79849e-10, 4.97366e-26, 4.97366e-26, 4.97366e-26, 3.29021e-07, 4.97366e-26, 9.65524e-08, 4.97366e-26, 4.97366e-26
0.479657, 0, 6.50741e-07, 1.82959e-25, 1.41421, -6.50741e-07, 1.82959e-25, 0, 1.82959e-25, 1.82959e-25, 1.82959e-25, 1.82959e-25, 1.82959e-25, 1.82959e-25, 1.82959e-25, 1.99559e-12, 1.82959e-25, 1.82959e-25, 1.82959e-25, 8.02494e-10, 1.82959e-25, 1.82959e-25, 1.82959e-25, 5.17486e-07, 1.82959e-25, 1.32451e-07, 1.82959e-25, 1.82959e-25
0.487522, 0, 9.92122e-07, 6.46974e-25, 1.41421, -9.92122e-07, 6.46974e-25, 0, 6.46974e-25, 6.46974e-25, 6.46974e-25, 6.46974e-25, 6.46974e-25, 6.46974e-25, 6.46974e-25, 5.18711e-12, 6.46974e-25, 6.46974e-25, 6.46974e-25, 1.10462e-09, 6.46974e-25, 6.46974e-25, 6.46974e-25, 8.10473e-07, 6.46974e-25, 1.80539e-07, 6.46974e-25, 6.46974e-25
0.495388, 0, 1.51176e-06, 1.28606e-10, 1.41421, -1.51176e-06, 1.89674e-10, 1.28606e-10, 1.28613e-10, 1.96861e-10, 7.0625e-10, 1.50989e-10, 5.67038e-10, 1.98901e-10, 1.34035e-10, 1.81221e-10, 4.49433e-10, 1.73796e-10, 5.53373e-10, 1.64113e-09, 1.47395e-10, 1.29199e-10, 1.29458e-10, 1.26355e-06, 1.28607e-10, 2.44722e-07, 1.28606e-10, 1.28606e-10
0.503254, 0, 2.2961e-06, 3.32897e-10, 1.41421, -2.2961e-06, 4.9382e-10, 3.32897e-10, 3.32914e-10, 5.12757e-10, 1.85507e-09, 3.91877e-10, 1.48823e-09, 5.18133e-10, 3.47203e-10, 4.66368e-10, 1.17832e-09, 4.51977e-10, 1.45222e-09, 2.39315e-09, 3.82408e-10, 3.34457e-10, 3.35915e-10, 1.95918e-06, 3.32899e-10, 3.29644e-07, 3.32897e-10, 3.32897e-10
0.511119, 0, 3.47708e-06, 7.90493e-10, 1.41421, -3.47708e-06, 1.17721e-09, 7.90493e-10, 7.90535e-10, 1.22272e-09, 4.44848e-09, 9.3223e-10, 3.5669e-09, 1.23564e-09, 8.24873e-10, 1.10457e-09, 2.82216e-09, 1.07666e-09, 3.48037e-09, 3.58255e-09, 9.09475e-10, 7.94243e-10, 7.98825e-10, 3.02021e-06, 7.90498e-10, 4.41536e-07, 7.90493e-10, 7.90493e-10
0.518985, 0, 5.248e-06, 1.79641e-09, 1.41421, -5.248e-06, 2.6816e-09, 1.79641e-09, 1.7965e-09, 2.78577e-09, 1.01695e-08, 2.12084e-09, 8.15157e-09, 2.81534e-09, 1.8751e-09, 2.50433e-09, 6.44687e-09, 2.45144e-09, 7.9535e-09, 5.56124e-09, 2.06876e-09, 1.80499e-09, 1.8171e-09, 4.62728e-06, 1.79642e-09, 5.8826e-07, 1.79641e-09, 1.79641e-09
0.526851, 0, 7.89639e-06, 3.95969e-09, 1.41421, -7.89639e-06, 5.92002e-09, 3.95969e-09, 3.9599e-09, 6.15071e-09, 2.25026e-08, 4.67817e-09, 1.80337e-08, 6.21621e-09, 4.13396e-09, 5.50794e-09, 1.42585e-08, 5.4103e-09, 1.75951e-08, 9.01114e-09, 4.56283e-09, 3.9787e-09, 4.00814e-09, 7.0478e-06, 3.95971e-09, 7.79975e-07, 3.95969e-09, 3.95969e-09
0.534716, 0, 1.1832e-05, 8.50743e-09, 1.41421, -1.1832e-05, 1.27342e-08, 8.50743e-09, 8.5079e-09, 1.32316e-08, 4.84882e-08, 1.00566e-08, 3.88528e-08, 1.33728e-08, 8.88319e-09, 1.20598e-08, 3.0713e-08, 1.16351e-08, 3.7907e-08, 1.52521e-08, 9.80788e-09, 8.54842e-09, 8.61644e-09, 1.0658e-05, 8.50749e-09, 1.02996e-06, 8.50743e-09, 8.50743e-09
0.542582, 0, 1.76552e-05, 1.78527e-08, 1.41421, -1.76552e-05, 2.67497e-08, 1.78527e-08, 1.78536e-08, 2.77967e-08, 1.0201e-07, 2.11135e-08, 8.17279e-08, 2.80939e-08, 1.86436e-08, 2.63431e-08, 6.4594e-08, 2.44363e-08, 7.9737e-08, 2.68146e-08, 2.059e-08, 1.79389e-08, 1.80905e-08, 1.60003e-05, 1.78528e-08, 1.35591e-06, 1.78527e-08, 1.78527e-08
0.550448, 0, 2.62397e-05, 3.6626e-08, 1.41421, -2.62397e-05, 5.49323e-08, 3.6626e-08, 3.6628e-08, 5.70866e-08, 2.09786e-07, 4.33355e-08, 1.68055e-07, 5.76982e-08, 3.82535e-08, 5.73925e-08, 1.328e-07, 5.01724e-08, 1.63958e-07, 4.84772e-08, 4.22584e-08, 3.68036e-08, 3.71317e-08, 2.38454e-05, 3.66263e-08, 1.7821e-06, 3.6626e-08, 3.6626e-08
0.558314, 0, 3.88479e-05, 7.34979e-08, 1.41421, -3.88479e-05, 1.10341e-07, 7.34979e-08, 7.3502e-08, 1.14676e-07, 4.21995e-07, 8.70012e-08, 3.38007e-07, 1.15907e-07, 7.67733e-08, 1.20099e-07, 2.67055e-07, 1.00761e-07, 3.29763e-07, 8.90957e-08, 8.48334e-08, 7.38552e-08, 7.45479e-08, 3.52763e-05, 7.34984e-08, 2.34285e-06, 7.34979e-08, 7.34979e-08
0.566179, 0, 5.73113e-05, 1.44307e-07, 1.41421, -5.73113e-05, 2.1686e-07, 1.44307e-07, 1.44315e-07, 2.25398e-07, 8.30591e-07, 1.70899e-07, 6.65196e-07, 2.27822e-07, 1.50757e-07, 2.44173e-07, 5.25473e-07, 1.97995e-07, 6.48962e-07, 1.6474e-07, 1.6663e-07, 1.45011e-07, 1.46439e-07, 5.18049e-05, 1.44308e-07, 3.0883e-06, 1.44307e-07, 1.44307e-07
0.574045, 0, 8.42896e-05, 2.77281e-07, 1.41421, -8.42896e-05, 4.17118e-07, 2.77281e-07, 2.77296e-07, 4.33573e-07, 1.6e-06, 3.28532e-07, 1.28123e-06, 4.38245e-07, 2.89712e-07, 4.85361e-07, 1.01193e-06, 3.80758e-07, 1.24994e-06, 3.03924e-07, 3.20305e-07, 2.78637e-07, 2.81517e-07, 7.55315e-05, 2.77282e-07, 4.09379e-06, 2.77281e-07, 2.77281e-07
0.581911, 0, 0.000123651, 5.21489e-07, 1.41421, -0.000123651, 7.85323e-07, 5.21489e-07, 5.21517e-07, 8.16371e-07, 3.01711e-06, 6.18187e-07, 2.41567e-06, 8.25186e-07, 5.44944e-07, 9.42999e-07, 1.90757e-06, 7.16722e-07, 2.35663e-06, 5.56075e-07, 6.02663e-07, 5.24047e-07, 5.2973e-07, 0.000109361, 5.21492e-07, 5.47507e-06, 5.21489e-07, 5.21489e-07
0.589776, 0, 0.000181044, 9.6013e-07, 1.41421, -0.000181044, 1.4475e-06, 9.6013e-07, 9.60183e-07, 1.50485e-06, 5.57018e-06, 1.13876e-06, 4.45916e-06, 1.52114e-06, 1.00346e-06, 1.80074e-06, 3.52058e-06, 1.32078e-06, 4.3501e-06, 1.00483e-06, 1.11008e-06, 9.64856e-07, 9.75834e-07, 0.000157301, 9.60136e-07, 7.41203e-06, 9.6013e-07, 9.6013e-07
