   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_126.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.00287123, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00499542, 0, 8.82443e-18, 0, 1.41421, -8.82443e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.31593e-20, 0, 0, 2.5706e-22, 1.98919e-19, 0, 8.5821e-18, 0, 0
0.0128621, 0, 1.6117e-17, 0, 1.41421, -1.6117e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.879e-20, 0, 0, 4.76685e-22, 3.70622e-19, 0, 1.56671e-17, 0, 0
0.0207287, 0, 2.92159e-17, 0, 1.41421, -2.92159e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.42756e-19, 0, 0, 8.77466e-22, 6.85584e-19, 0, 2.83866e-17, 0, 0
0.0285954, 0, 5.25716e-17, 0, 1.41421, -5.25716e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.5675e-19, 0, 0, 1.60361e-21, 1.25933e-18, 0, 5.10539e-17, 0, 0
0.036462, 0, 9.39174e-17, 0, 1.41421, -9.39174e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.58436e-19, 0, 0, 2.91006e-21, 2.29747e-18, 0, 9.11585e-17, 0, 0
0.0443287, 0, 1.66593e-16, 0, 1.41421, -1.66593e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.12741e-19, 0, 0, 5.2444e-21, 4.16348e-18, 0, 1.61611e-16, 0, 0
0.0521953, 0, 2.93451e-16, 0, 1.41421, -2.93451e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.43082e-18, 0, 0, 9.38728e-21, 7.49597e-18, 0, 2.84515e-16, 0, 0
0.060062, 0, 5.13375e-16, 0, 1.41421, -5.13375e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.50165e-18, 0, 0, 1.66911e-20, 1.34099e-17, 0, 4.97447e-16, 0, 0
0.0679286, 0, 8.92061e-16, 0, 1.41421, -8.92061e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.34428e-18, 0, 0, 2.94832e-20, 2.38401e-17, 0, 8.63847e-16, 0, 0
0.0757953, 0, 1.54892e-15, 0, 1.41421, -1.54892e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.53736e-18, 0, 0, 5.2182e-20, 4.2548e-17, 0, 1.49878e-15, 0, 0
0.0836619, 0, 2.65432e-15, 0, 1.41421, -2.65432e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.29077e-17, 0, 0, 9.0925e-20, 7.46671e-17, 0, 2.56666e-15, 0, 0
0.0915286, 0, 4.51942e-15, 0, 1.41421, -4.51942e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.19617e-17, 0, 0, 1.57451e-19, 1.30269e-16, 0, 4.36703e-15, 0, 0
