   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_149.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Cr_K, Cl_K, S_K, P_K, Si_K, Br_L, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
14.7614, 5.66068, 0.817035, 0.816906, 2.76779, 4.84364, 0.816906, 0, 0.816906, 0.816906, 0.816906, 0.816906, 0.816906, 0.816906, 0.816906, 0.816906, 0.816906, 0.816906, 0.816906, 0.816906, 0.816908, 0.816906, 0.816906, 0.817033, 0.816906
14.7693, 3.65651, 0.813016, 0.812865, 2.37834, 2.84349, 0.812865, 0, 0.812865, 0.812865, 0.812865, 0.812865, 0.812865, 0.812865, 0.812865, 0.812865, 0.812865, 0.812865, 0.812865, 0.812865, 0.812866, 0.812865, 0.812865, 0.813015, 0.812865
14.7771, 2.0171, 0.808766, 0.80859, 2.00427, 1.20833, 0.80859, 0, 0.80859, 0.80859, 0.80859, 0.80859, 0.80859, 0.80859, 0.80859, 0.80859, 0.80859, 0.80859, 0.80859, 0.80859, 0.808592, 0.80859, 0.80859, 0.808765, 0.80859
14.785, 0, 0.804333, 0.804129, 1.41421, -0.804333, 0.804129, 0, 0.804129, 0.804129, 0.804129, 0.804129, 0.804129, 0.804129, 0.804129, 0.804129, 0.804129, 0.804129, 0.804129, 0.804129, 0.804131, 0.804129, 0.804129, 0.804332, 0.804129
14.7929, 1.65378, 0.799778, 0.799544, 1.91149, 0.854002, 0.799544, 0, 0.799544, 0.799544, 0.799544, 0.799544, 0.799544, 0.799544, 0.799544, 0.799544, 0.799544, 0.799544, 0.799544, 0.799544, 0.799545, 0.799544, 0.799544, 0.799776, 0.799544
14.8007, 1.64882, 0.795151, 0.794884, 1.91019, 0.853672, 0.794884, 0, 0.794884, 0.794884, 0.794884, 0.794884, 0.794884, 0.794884, 0.794884, 0.794884, 0.794884, 0.794884, 0.794884, 0.794884, 0.794885, 0.794884, 0.794884, 0.79515, 0.794884
14.8086, 2.34622, 0.790487, 0.790185, 2.08476, 1.55573, 0.790185, 0, 0.790185, 0.790185, 0.790185, 0.790185, 0.790185, 0.790185, 0.790185, 0.790185, 0.790185, 0.790185, 0.790185, 0.790185, 0.790186, 0.790185, 0.790185, 0.790486, 0.790185
14.8165, 1.35118, 0.785814, 0.785473, 1.83062, 0.565363, 0.785473, 0, 0.785473, 0.785473, 0.785473, 0.785473, 0.785473, 0.785473, 0.785473, 0.785473, 0.785473, 0.785473, 0.785473, 0.785473, 0.785474, 0.785473, 0.785473, 0.785813, 0.785473
14.8243, 0.64399, 0.781156, 0.780776, 1.62604, -0.137166, 0.780776, 0, 0.780776, 0.780776, 0.780776, 0.780776, 0.780776, 0.780776, 0.780776, 0.780776, 0.780776, 0.780776, 0.780776, 0.780776, 0.780777, 0.780776, 0.780776, 0.781155, 0.780776
14.8322, 0.997646, 0.776685, 0.776263, 1.73137, 0.22096, 0.776263, 0, 0.776263, 0.776263, 0.776263, 0.776263, 0.776263, 0.776263, 0.776263, 0.776263, 0.776263, 0.776263, 0.776263, 0.776263, 0.776264, 0.776263, 0.776263, 0.776684, 0.776263
14.8401, 1.99765, 0.771874, 0.771409, 1.99941, 1.22577, 0.771409, 0, 0.771409, 0.771409, 0.771409, 0.771409, 0.771409, 0.771409, 0.771409, 0.771409, 0.771409, 0.771409, 0.771409, 0.771409, 0.77141, 0.771409, 0.771409, 0.771873, 0.771409
14.8479, 1.99752, 0.766771, 0.766262, 1.99938, 1.23075, 0.766262, 0, 0.766262, 0.766262, 0.766262, 0.766262, 0.766262, 0.766262, 0.766262, 0.766262, 0.766262, 0.766262, 0.766262, 0.766262, 0.766264, 0.766262, 0.766262, 0.76677, 0.766262
14.8558, 1.3632, 0.761533, 0.76098, 1.8339, 0.601664, 0.76098, 0, 0.76098, 0.76098, 0.76098, 0.76098, 0.76098, 0.76098, 0.76098, 0.76098, 0.76098, 0.76098, 0.76098, 0.76098, 0.760981, 0.76098, 0.76098, 0.761532, 0.76098
14.8637, 0, 0.756312, 0.755716, 1.41421, -0.756312, 0.755716, 0, 0.755716, 0.755716, 0.755716, 0.755716, 0.755716, 0.755716, 0.755716, 0.755716, 0.755716, 0.755716, 0.755716, 0.755716, 0.755717, 0.755716, 0.755716, 0.756311, 0.755716
14.8715, 5.62949, 0.752069, 0.75143, 2.76215, 4.87742, 0.75143, 0, 0.75143, 0.75143, 0.75143, 0.75143, 0.75143, 0.75143, 0.75143, 0.75143, 0.75143, 0.75143, 0.75143, 0.75143, 0.751431, 0.75143, 0.75143, 0.752067, 0.75143
14.8794, 2.99765, 0.747388, 0.74671, 2.23554, 2.25026, 0.74671, 0, 0.74671, 0.74671, 0.74671, 0.74671, 0.74671, 0.74671, 0.74671, 0.74671, 0.74671, 0.74671, 0.74671, 0.74671, 0.746711, 0.74671, 0.74671, 0.747387, 0.74671
14.8873, 0.372862, 0.742325, 0.741608, 1.54041, -0.369462, 0.741608, 0, 0.741608, 0.741608, 0.741608, 0.741608, 0.741608, 0.741608, 0.741608, 0.741608, 0.741608, 0.741608, 0.741608, 0.741608, 0.741609, 0.741608, 0.741608, 0.742324, 0.741608
14.8951, 0.622305, 0.737078, 0.736327, 1.61935, -0.114774, 0.736327, 0, 0.736327, 0.736327, 0.736327, 0.736327, 0.736327, 0.736327, 0.736327, 0.736327, 0.736327, 0.736327, 0.736327, 0.736327, 0.736329, 0.736327, 0.736327, 0.737077, 0.736327
14.903, 0.997646, 0.731847, 0.731065, 1.73137, 0.265799, 0.731065, 0, 0.731065, 0.731065, 0.731065, 0.731065, 0.731065, 0.731065, 0.731065, 0.731065, 0.731065, 0.731065, 0.731065, 0.731065, 0.731066, 0.731065, 0.731065, 0.731846, 0.731065
14.9109, 1.38005, 0.727597, 0.726789, 1.83849, 0.652452, 0.726789, 0, 0.726789, 0.726789, 0.726789, 0.726789, 0.726789, 0.726789, 0.726789, 0.726789, 0.726789, 0.726789, 0.726789, 0.726789, 0.726791, 0.726789, 0.726789, 0.727596, 0.726789
14.9187, 1, 0.722928, 0.722099, 1.73205, 0.277072, 0.722099, 0, 0.722099, 0.722099, 0.722099, 0.722099, 0.722099, 0.722099, 0.722099, 0.722099, 0.722099, 0.722099, 0.722099, 0.722099, 0.7221, 0.722099, 0.722099, 0.722927, 0.722099
14.9266, 1.83806, 0.717876, 0.717031, 1.9591, 1.12019, 0.717031, 0, 0.717031, 0.717031, 0.717031, 0.717031, 0.717031, 0.717031, 0.717031, 0.717031, 0.717031, 0.717031, 0.717031, 0.717031, 0.717032, 0.717031, 0.717031, 0.717875, 0.717031
14.9345, 1.16194, 0.71264, 0.711785, 1.77818, 0.449298, 0.711785, 0, 0.711785, 0.711785, 0.711785, 0.711785, 0.711785, 0.711785, 0.711785, 0.711785, 0.711785, 0.711785, 0.711785, 0.711785, 0.711787, 0.711785, 0.711785, 0.712639, 0.711785
14.9423, 1.82342, 0.707417, 0.706559, 1.95536, 1.116, 0.706559, 0, 0.706559, 0.706559, 0.706559, 0.706559, 0.706559, 0.706559, 0.706559, 0.706559, 0.706559, 0.706559, 0.706559, 0.706559, 0.70656, 0.706559, 0.706559, 0.707416, 0.706559
14.9502, 1.78216, 0.70311, 0.702254, 1.94478, 1.07905, 0.702254, 0, 0.702254, 0.702254, 0.702254, 0.702254, 0.702254, 0.702254, 0.702254, 0.702254, 0.702254, 0.702254, 0.702254, 0.702254, 0.702255, 0.702254, 0.702254, 0.703109, 0.702254
14.958, 0.394424, 0.69846, 0.697611, 1.54739, -0.304036, 0.697611, 0, 0.697611, 0.697611, 0.697611, 0.697611, 0.697611, 0.697611, 0.697611, 0.697611, 0.697611, 0.697611, 0.697611, 0.697611, 0.697613, 0.697611, 0.697611, 0.698458, 0.697611
14.9659, 1.60062, 0.69349, 0.692655, 1.89753, 0.90713, 0.692655, 0, 0.692655, 0.692655, 0.692655, 0.692655, 0.692655, 0.692655, 0.692655, 0.692655, 0.692655, 0.692655, 0.692655, 0.692655, 0.692657, 0.692655, 0.692655, 0.693489, 0.692655
14.9738, 0.39938, 0.688368, 0.687553, 1.54899, -0.288988, 0.687553, 0, 0.687553, 0.687553, 0.687553, 0.687553, 0.687553, 0.687553, 0.687553, 0.687553, 0.687553, 0.687553, 0.687553, 0.687553, 0.687555, 0.687553, 0.687553, 0.688367, 0.687553
14.9816, 0, 0.68326, 0.68247, 1.41421, -0.68326, 0.68247, 0, 0.68247, 0.68247, 0.68247, 0.68247, 0.68247, 0.68247, 0.68247, 0.68247, 0.68247, 0.68247, 0.68247, 0.68247, 0.682471, 0.68247, 0.68247, 0.683259, 0.68247
14.9895, 4.37323, 0.678792, 0.678031, 2.52453, 3.69444, 0.678031, 0, 0.678031, 0.678031, 0.678031, 0.678031, 0.678031, 0.678031, 0.678031, 0.678031, 0.678031, 0.678031, 0.678031, 0.678031, 0.678032, 0.678031, 0.678031, 0.678791, 0.678031
14.9974, 2.21784, 0.674102, 0.673374, 2.05374, 1.54374, 0.673374, 0, 0.673374, 0.673374, 0.673374, 0.673374, 0.673374, 0.673374, 0.673374, 0.673374, 0.673374, 0.673374, 0.673374, 0.673374, 0.673375, 0.673374, 0.673374, 0.6741, 0.673374
15.0052, 2.99752, 0.669204, 0.668513, 2.23551, 2.32832, 0.668513, 0, 0.668513, 0.668513, 0.668513, 0.668513, 0.668513, 0.668513, 0.668513, 0.668513, 0.668513, 0.668513, 0.668513, 0.668513, 0.668514, 0.668513, 0.668513, 0.669203, 0.668513
15.0131, 0.997522, 0.664213, 0.663561, 1.73134, 0.333309, 0.663561, 0, 0.663561, 0.663561, 0.663561, 0.663561, 0.663561, 0.663561, 0.663561, 0.663561, 0.663561, 0.663561, 0.663561, 0.663561, 0.663562, 0.663561, 0.663561, 0.664211, 0.663561
15.021, 1.99777, 0.659237, 0.658627, 1.99944, 1.33853, 0.658627, 0, 0.658627, 0.658627, 0.658627, 0.658627, 0.658627, 0.658627, 0.658627, 0.658627, 0.658627, 0.658627, 0.658627, 0.658627, 0.658628, 0.658627, 0.658627, 0.659236, 0.658627
15.0288, 2.41611, 0.654512, 0.653945, 2.10145, 1.7616, 0.653945, 0, 0.653945, 0.653945, 0.653945, 0.653945, 0.653945, 0.653945, 0.653945, 0.653945, 0.653945, 0.653945, 0.653945, 0.653945, 0.653946, 0.653945, 0.653945, 0.654511, 0.653945
15.0367, 1.73659, 0.64971, 0.649186, 1.93303, 1.08688, 0.649186, 0, 0.649186, 0.649186, 0.649186, 0.649186, 0.649186, 0.649186, 0.649186, 0.649186, 0.649186, 0.649186, 0.649186, 0.649186, 0.649187, 0.649186, 0.649186, 0.649709, 0.649186
15.0446, 3.99315, 0.644808, 0.644328, 2.44809, 3.34834, 0.644328, 0, 0.644328, 0.644328, 0.644328, 0.644328, 0.644328, 0.644328, 0.644328, 0.644328, 0.644328, 0.644328, 0.644328, 0.644328, 0.644329, 0.644328, 0.644328, 0.644807, 0.644328
15.0524, 1.27026, 0.639819, 0.639382, 1.80839, 0.630441, 0.639382, 0, 0.639382, 0.639382, 0.639382, 0.639382, 0.639382, 0.639382, 0.639382, 0.639382, 0.639382, 0.639382, 0.639382, 0.639382, 0.639383, 0.639382, 0.639382, 0.639818, 0.639382
15.0603, 1.14325, 0.634756, 0.63436, 1.77292, 0.508491, 0.63436, 0, 0.63436, 0.63436, 0.63436, 0.63436, 0.63436, 0.63436, 0.63436, 0.63436, 0.63436, 0.63436, 0.63436, 0.63436, 0.634361, 0.63436, 0.63436, 0.634755, 0.63436
15.0682, 0.856753, 0.629646, 0.62929, 1.69019, 0.227108, 0.62929, 0, 0.62929, 0.62929, 0.62929, 0.62929, 0.62929, 0.62929, 0.62929, 0.62929, 0.62929, 0.62929, 0.62929, 0.62929, 0.629291, 0.62929, 0.62929, 0.629644, 0.62929
15.076, 0, 0.624453, 0.624136, 1.41421, -0.624453, 0.624136, 0, 0.624136, 0.624136, 0.624136, 0.624136, 0.624136, 0.624136, 0.624136, 0.624136, 0.624136, 0.624136, 0.624136, 0.624136, 0.624137, 0.624136, 0.624136, 0.624452, 0.624136
15.0839, 0.56449, 0.619197, 0.618916, 1.6014, -0.0547066, 0.618916, 0, 0.618916, 0.618916, 0.618916, 0.618916, 0.618916, 0.618916, 0.618916, 0.618916, 0.618916, 0.618916, 0.618916, 0.618916, 0.618917, 0.618916, 0.618916, 0.619196, 0.618916
15.0918, 1.43551, 0.613904, 0.613656, 1.85351, 0.821606, 0.613656, 0, 0.613656, 0.613656, 0.613656, 0.613656, 0.613656, 0.613656, 0.613656, 0.613656, 0.613656, 0.613656, 0.613656, 0.613656, 0.613658, 0.613656, 0.613656, 0.613903, 0.613656
15.0996, 0.559603, 0.608597, 0.60838, 1.59988, -0.0489932, 0.60838, 0, 0.60838, 0.60838, 0.60838, 0.60838, 0.60838, 0.60838, 0.60838, 0.60838, 0.60838, 0.60838, 0.60838, 0.60838, 0.608382, 0.60838, 0.60838, 0.608595, 0.60838
15.1075, 0.440397, 0.603296, 0.603108, 1.56218, -0.162899, 0.603108, 0, 0.603108, 0.603108, 0.603108, 0.603108, 0.603108, 0.603108, 0.603108, 0.603108, 0.603108, 0.603108, 0.603108, 0.603108, 0.603109, 0.603108, 0.603108, 0.603294, 0.603108
15.1154, 1, 0.59802, 0.597858, 1.73205, 0.40198, 0.597858, 0, 0.597858, 0.597858, 0.597858, 0.597858, 0.597858, 0.597858, 0.597858, 0.597858, 0.597858, 0.597858, 0.597858, 0.597858, 0.597859, 0.597858, 0.597858, 0.598019, 0.597858
15.1232, 1.55242, 0.592827, 0.592689, 1.88479, 0.959589, 0.592689, 0, 0.592689, 0.592689, 0.592689, 0.592689, 0.592689, 0.592689, 0.592689, 0.592689, 0.592689, 0.592689, 0.592689, 0.592689, 0.59269, 0.592689, 0.592689, 0.592826, 0.592689
15.1311, 0.997646, 0.587538, 0.587421, 1.73137, 0.410107, 0.587421, 0, 0.587421, 0.587421, 0.587421, 0.587421, 0.587421, 0.587421, 0.587421, 0.587421, 0.587421, 0.587421, 0.587421, 0.587421, 0.587422, 0.587421, 0.587421, 0.587537, 0.587421
15.139, 2.54535, 0.582174, 0.582075, 2.13198, 1.96318, 0.582075, 0, 0.582075, 0.582075, 0.582075, 0.582075, 0.582075, 0.582075, 0.582075, 0.582075, 0.582075, 0.582075, 0.582075, 0.582075, 0.582076, 0.582075, 0.582075, 0.582173, 0.582075
15.1468, 2.90458, 0.576786, 0.576703, 2.21463, 2.3278, 0.576703, 0, 0.576703, 0.576703, 0.576703, 0.576703, 0.576703, 0.576703, 0.576703, 0.576703, 0.576703, 0.576703, 0.576703, 0.576703, 0.576704, 0.576703, 0.576703, 0.576785, 0.576703
15.1547, 1, 0.571426, 0.571356, 1.73205, 0.428574, 0.571356, 0, 0.571356, 0.571356, 0.571356, 0.571356, 0.571356, 0.571356, 0.571356, 0.571356, 0.571356, 0.571356, 0.571356, 0.571356, 0.571357, 0.571356, 0.571356, 0.571425, 0.571356
15.1626, 1, 0.566635, 0.566577, 1.73205, 0.433365, 0.566577, 0, 0.566577, 0.566577, 0.566577, 0.566577, 0.566577, 0.566577, 0.566577, 0.566577, 0.566577, 0.566577, 0.566577, 0.566577, 0.566579, 0.566577, 0.566577, 0.566634, 0.566577
15.1704, 0, 0.561571, 0.561523, 1.41421, -0.561571, 0.561523, 0, 0.561523, 0.561523, 0.561523, 0.561523, 0.561523, 0.561523, 0.561523, 0.561523, 0.561523, 0.561523, 0.561523, 0.561523, 0.561524, 0.561523, 0.561523, 0.561569, 0.561523
15.1783, 0.535688, 0.556267, 0.556228, 1.59238, -0.0205797, 0.556228, 0, 0.556228, 0.556228, 0.556228, 0.556228, 0.556228, 0.556228, 0.556228, 0.556228, 0.556228, 0.556228, 0.556228, 0.556228, 0.55623, 0.556228, 0.556228, 0.556266, 0.556228
15.1862, 1.46431, 0.55086, 0.550828, 1.86127, 0.913452, 0.550828, 0, 0.550828, 0.550828, 0.550828, 0.550828, 0.550828, 0.550828, 0.550828, 0.550828, 0.550828, 0.550828, 0.550828, 0.550828, 0.55083, 0.550828, 0.550828, 0.550859, 0.550828
15.194, 0.530665, 0.54548, 0.545455, 1.59081, -0.014815, 0.545455, 0, 0.545455, 0.545455, 0.545455, 0.545455, 0.545455, 0.545455, 0.545455, 0.545455, 0.545455, 0.545455, 0.545455, 0.545455, 0.545456, 0.545455, 0.545455, 0.545479, 0.545455
15.2019, 0.469335, 0.545359, 0.545338, 1.57141, -0.0760243, 0.545338, 0, 0.545338, 0.545338, 0.545338, 0.545338, 0.545338, 0.545338, 0.545338, 0.545338, 0.545338, 0.545338, 0.545338, 0.545338, 0.545339, 0.545338, 0.545338, 0.545358, 0.545338
15.2098, 0, 0.545238, 0.545222, 1.41421, -0.545238, 0.545222, 0, 0.545222, 0.545222, 0.545222, 0.545222, 0.545222, 0.545222, 0.545222, 0.545222, 0.545222, 0.545222, 0.545222, 0.545222, 0.545223, 0.545222, 0.545222, 0.545237, 0.545222
15.2176, 0, 0.545119, 0.545105, 1.41421, -0.545119, 0.545105, 0, 0.545105, 0.545105, 0.545105, 0.545105, 0.545105, 0.545105, 0.545105, 0.545105, 0.545105, 0.545105, 0.545105, 0.545105, 0.545106, 0.545105, 0.545105, 0.545117, 0.545105
15.2255, 0, 0.544999, 0.544989, 1.41421, -0.544999, 0.544989, 0, 0.544989, 0.544989, 0.544989, 0.544989, 0.544989, 0.544989, 0.544989, 0.544989, 0.544989, 0.544989, 0.544989, 0.544989, 0.54499, 0.544989, 0.544989, 0.544998, 0.544989
15.2334, 1, 0.544881, 0.544872, 1.73205, 0.455119, 0.544872, 0, 0.544872, 0.544872, 0.544872, 0.544872, 0.544872, 0.544872, 0.544872, 0.544872, 0.544872, 0.544872, 0.544872, 0.544872, 0.544873, 0.544872, 0.544872, 0.54488, 0.544872
15.2412, 1.51623, 0.544763, 0.544756, 1.87516, 0.97147, 0.544756, 0, 0.544756, 0.544756, 0.544756, 0.544756, 0.544756, 0.544756, 0.544756, 0.544756, 0.544756, 0.544756, 0.544756, 0.544756, 0.544757, 0.544756, 0.544756, 0.544762, 0.544756
15.2491, 0.483767, 0.544645, 0.544639, 1.576, -0.060878, 0.544639, 0, 0.544639, 0.544639, 0.544639, 0.544639, 0.544639, 0.544639, 0.544639, 0.544639, 0.544639, 0.544639, 0.544639, 0.544639, 0.544641, 0.544639, 0.544639, 0.544644, 0.544639
15.257, 0, 0.544528, 0.544523, 1.41421, -0.544528, 0.544523, 0, 0.544523, 0.544523, 0.544523, 0.544523, 0.544523, 0.544523, 0.544523, 0.544523, 0.544523, 0.544523, 0.544523, 0.544523, 0.544524, 0.544523, 0.544523, 0.544526, 0.544523
15.2648, 1, 0.544814, 0.54481, 1.73205, 0.455186, 0.54481, 0, 0.54481, 0.54481, 0.54481, 0.54481, 0.54481, 0.54481, 0.54481, 0.54481, 0.54481, 0.54481, 0.54481, 0.54481, 0.544811, 0.54481, 0.54481, 0.544812, 0.54481
15.2727, 2, 0.544803, 0.5448, 2, 1.4552, 0.5448, 0, 0.5448, 0.5448, 0.5448, 0.5448, 0.5448, 0.5448, 0.5448, 0.5448, 0.5448, 0.5448, 0.5448, 0.5448, 0.544801, 0.5448, 0.5448, 0.544801, 0.5448
15.2806, 1.50421, 0.544498, 0.544495, 1.87195, 0.959715, 0.544495, 0, 0.544495, 0.544495, 0.544495, 0.544495, 0.544495, 0.544495, 0.544495, 0.544495, 0.544495, 0.544495, 0.544495, 0.544495, 0.544496, 0.544495, 0.544495, 0.544496, 0.544495
15.2884, 3.49579, 0.544046, 0.544044, 2.34431, 2.95174, 0.544044, 0, 0.544044, 0.544044, 0.544044, 0.544044, 0.544044, 0.544044, 0.544044, 0.544044, 0.544044, 0.544044, 0.544044, 0.544044, 0.544045, 0.544044, 0.544044, 0.544045, 0.544044
15.2963, 1.4995, 0.543594, 0.543592, 1.8707, 0.95591, 0.543592, 0, 0.543592, 0.543592, 0.543592, 0.543592, 0.543592, 0.543592, 0.543592, 0.543592, 0.543592, 0.543592, 0.543592, 0.543592, 0.543593, 0.543592, 0.543592, 0.543593, 0.543592
15.3042, 2.5005, 0.544028, 0.544027, 2.12144, 1.95647, 0.544027, 0, 0.544027, 0.544027, 0.544027, 0.544027, 0.544027, 0.544027, 0.544027, 0.544027, 0.544027, 0.544027, 0.544027, 0.544027, 0.544028, 0.544027, 0.544027, 0.544027, 0.544027
15.312, 0.494548, 0.544037, 0.544035, 1.57941, -0.0494891, 0.544035, 0, 0.544035, 0.544035, 0.544035, 0.544035, 0.544035, 0.544035, 0.544035, 0.544035, 0.544035, 0.544035, 0.544035, 0.544035, 0.544036, 0.544035, 0.544035, 0.544036, 0.544035
15.3199, 2.50545, 0.543641, 0.543639, 2.12261, 1.96181, 0.543639, 0, 0.543639, 0.543639, 0.543639, 0.543639, 0.543639, 0.543639, 0.543639, 0.543639, 0.543639, 0.543639, 0.543639, 0.543639, 0.543641, 0.543639, 0.543639, 0.54364, 0.543639
15.3278, 0.97943, 0.543043, 0.543042, 1.7261, 0.436387, 0.543042, 0, 0.543042, 0.543042, 0.543042, 0.543042, 0.543042, 0.543042, 0.543042, 0.543042, 0.543042, 0.543042, 0.543042, 0.543042, 0.543043, 0.543042, 0.543042, 0.543042, 0.543042
15.3356, 1.02057, 0.542446, 0.542444, 1.73798, 0.478124, 0.542444, 0, 0.542444, 0.542444, 0.542444, 0.542444, 0.542444, 0.542444, 0.542444, 0.542444, 0.542444, 0.542444, 0.542444, 0.542444, 0.542446, 0.542444, 0.542444, 0.542445, 0.542444
15.3435, 0.485006, 0.543003, 0.543002, 1.57639, -0.0579971, 0.543002, 0, 0.543002, 0.543002, 0.543002, 0.543002, 0.543002, 0.543002, 0.543002, 0.543002, 0.543002, 0.543002, 0.543002, 0.543002, 0.543003, 0.543002, 0.543002, 0.543002, 0.543002
15.3514, 3.96258, 0.543047, 0.543046, 2.44184, 3.41953, 0.543046, 0, 0.543046, 0.543046, 0.543046, 0.543046, 0.543046, 0.543046, 0.543046, 0.543046, 0.543046, 0.543046, 0.543046, 0.543046, 0.543047, 0.543046, 0.543046, 0.543046, 0.543046
15.3592, 3.51276, 0.542621, 0.542619, 2.34793, 2.97014, 0.542619, 0, 0.542619, 0.542619, 0.542619, 0.542619, 0.542619, 0.542619, 0.542619, 0.542619, 0.542619, 0.542619, 0.542619, 0.542619, 0.542621, 0.542619, 0.542619, 0.542619, 0.542619
15.3671, 2.99517, 0.54196, 0.541958, 2.23499, 2.45321, 0.541958, 0, 0.541958, 0.541958, 0.541958, 0.541958, 0.541958, 0.541958, 0.541958, 0.541958, 0.541958, 0.541958, 0.541958, 0.541958, 0.54196, 0.541958, 0.541958, 0.541959, 0.541958
15.375, 2.04448, 0.541299, 0.541298, 2.01109, 1.50318, 0.541298, 0, 0.541298, 0.541298, 0.541298, 0.541298, 0.541298, 0.541298, 0.541298, 0.541298, 0.541298, 0.541298, 0.541298, 0.541298, 0.541299, 0.541298, 0.541298, 0.541298, 0.541298
15.3828, 0, 0.5419, 0.541898, 1.41421, -0.5419, 0.541898, 0, 0.541898, 0.541898, 0.541898, 0.541898, 0.541898, 0.541898, 0.541898, 0.541898, 0.541898, 0.541898, 0.541898, 0.541898, 0.5419, 0.541898, 0.541898, 0.541899, 0.541898
15.3907, 0, 0.541912, 0.541911, 1.41421, -0.541912, 0.541911, 0, 0.541911, 0.541911, 0.541911, 0.541911, 0.541911, 0.541911, 0.541911, 0.541911, 0.541911, 0.541911, 0.541911, 0.541911, 0.541912, 0.541911, 0.541911, 0.541911, 0.541911
15.3986, 0, 0.541403, 0.541401, 1.41421, -0.541403, 0.541401, 0, 0.541401, 0.541401, 0.541401, 0.541401, 0.541401, 0.541401, 0.541401, 0.541401, 0.541401, 0.541401, 0.541401, 0.541401, 0.541402, 0.541401, 0.541401, 0.541401, 0.541401
15.4064, 0.465675, 0.540633, 0.540631, 1.57025, -0.0749573, 0.540631, 0, 0.540631, 0.540631, 0.540631, 0.540631, 0.540631, 0.540631, 0.540631, 0.540631, 0.540631, 0.540631, 0.540631, 0.540631, 0.540632, 0.540631, 0.540631, 0.540631, 0.540631
15.4143, 2.53432, 0.539863, 0.539861, 2.1294, 1.99446, 0.539861, 0, 0.539861, 0.539861, 0.539861, 0.539861, 0.539861, 0.539861, 0.539861, 0.539861, 0.539861, 0.539861, 0.539861, 0.539861, 0.539862, 0.539861, 0.539861, 0.539862, 0.539861
15.4222, 0, 0.540365, 0.540363, 1.41421, -0.540365, 0.540363, 0, 0.540363, 0.540363, 0.540363, 0.540363, 0.540363, 0.540363, 0.540363, 0.540363, 0.540363, 0.540363, 0.540363, 0.540363, 0.540364, 0.540363, 0.540363, 0.540364, 0.540363
15.43, 1, 0.540329, 0.540326, 1.73205, 0.459671, 0.540326, 0, 0.540326, 0.540326, 0.540326, 0.540326, 0.540326, 0.540326, 0.540326, 0.540326, 0.540326, 0.540326, 0.540326, 0.540326, 0.540327, 0.540326, 0.540326, 0.540327, 0.540326
15.4379, 0, 0.539845, 0.539841, 1.41421, -0.539845, 0.539841, 0, 0.539841, 0.539841, 0.539841, 0.539841, 0.539841, 0.539841, 0.539841, 0.539841, 0.539841, 0.539841, 0.539841, 0.539841, 0.539843, 0.539841, 0.539842, 0.539843, 0.539841
15.4458, 1, 0.539137, 0.539134, 1.73205, 0.460863, 0.539134, 0, 0.539134, 0.539134, 0.539134, 0.539134, 0.539134, 0.539134, 0.539134, 0.539134, 0.539134, 0.539134, 0.539134, 0.539134, 0.539135, 0.539134, 0.539134, 0.539136, 0.539134
15.4536, 1, 0.53843, 0.538426, 1.73205, 0.46157, 0.538426, 0, 0.538426, 0.538426, 0.538426, 0.538426, 0.538426, 0.538426, 0.538426, 0.538426, 0.538426, 0.538426, 0.538426, 0.538426, 0.538427, 0.538426, 0.538426, 0.538429, 0.538426
15.4615, 3.44882, 0.537846, 0.537841, 2.33427, 2.91098, 0.537841, 0, 0.537841, 0.537841, 0.537841, 0.537841, 0.537841, 0.537841, 0.537841, 0.537841, 0.537841, 0.537841, 0.537841, 0.537841, 0.537842, 0.537841, 0.537841, 0.537845, 0.537841
15.4693, 1.55118, 0.537067, 0.537061, 1.88446, 1.01411, 0.537061, 0, 0.537061, 0.537061, 0.537061, 0.537061, 0.537061, 0.537061, 0.537061, 0.537061, 0.537061, 0.537061, 0.537061, 0.537061, 0.537062, 0.537061, 0.537061, 0.537065, 0.537061
15.4772, 0.444059, 0.536289, 0.536281, 1.56335, -0.0922296, 0.536281, 0, 0.536281, 0.536281, 0.536281, 0.536281, 0.536281, 0.536281, 0.536281, 0.536281, 0.536281, 0.536281, 0.536281, 0.536281, 0.536282, 0.536281, 0.536281, 0.536287, 0.536281
15.4851, 2.55594, 0.535632, 0.535623, 2.13446, 2.02031, 0.535623, 0, 0.535623, 0.535623, 0.535623, 0.535623, 0.535623, 0.535623, 0.535623, 0.535623, 0.535623, 0.535623, 0.535623, 0.535623, 0.535625, 0.535623, 0.535624, 0.535631, 0.535623
15.4929, 2.3171, 0.534758, 0.534746, 2.07776, 1.78234, 0.534746, 0, 0.534746, 0.534746, 0.534746, 0.534746, 0.534746, 0.534746, 0.534746, 0.534746, 0.534746, 0.534746, 0.534746, 0.534746, 0.534748, 0.534746, 0.534747, 0.534756, 0.534746
15.5008, 2.6829, 0.533707, 0.533693, 2.164, 2.14919, 0.533693, 0, 0.533693, 0.533693, 0.533693, 0.533693, 0.533693, 0.533693, 0.533693, 0.533693, 0.533693, 0.533693, 0.533693, 0.533693, 0.533694, 0.533693, 0.533694, 0.533705, 0.533693
