   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_144.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Cr_K, Cl_K, S_K, P_K, Si_K, Br_L, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.00289466, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00497058, 0, 1.41348e-17, 0, 1.41421, -1.41348e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.10587e-20, 0, 8.73605e-23, 3.11531e-19, 0, 1.37521e-17, 0, 0
0.0128358, 0, 2.56387e-17, 0, 1.41421, -2.56387e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.28832e-19, 0, 1.60817e-22, 5.76625e-19, 0, 2.4933e-17, 0, 0
0.0207011, 0, 4.61642e-17, 0, 1.41421, -4.61642e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.3186e-19, 0, 2.9392e-22, 1.05984e-18, 0, 4.48722e-17, 0, 0
0.0285663, 0, 8.25238e-17, 0, 1.41421, -8.25238e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.1427e-19, 0, 5.33423e-22, 1.93471e-18, 0, 8.01743e-17, 0, 0
0.0364315, 0, 1.46478e-16, 0, 1.41421, -1.46478e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.34939e-19, 0, 9.61433e-22, 3.50825e-18, 0, 1.42234e-16, 0, 0
0.0442968, 0, 2.58191e-16, 0, 1.41421, -2.58191e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.29474e-18, 0, 1.72118e-21, 6.32022e-18, 0, 2.50574e-16, 0, 0
0.052162, 0, 4.5199e-16, 0, 1.41421, -4.5199e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2653e-18, 0, 3.06088e-21, 1.13136e-17, 0, 4.38408e-16, 0, 0
0.0600273, 0, 7.8593e-16, 0, 1.41421, -7.8593e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.93662e-18, 0, 5.40785e-21, 2.0126e-17, 0, 7.61862e-16, 0, 0
0.0678925, 0, 1.35753e-15, 0, 1.41421, -1.35753e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.79546e-18, 0, 9.49311e-21, 3.55841e-17, 0, 1.31514e-15, 0, 0
0.0757577, 0, 2.32948e-15, 0, 1.41421, -2.32948e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.16532e-17, 0, 1.65591e-20, 6.25381e-17, 0, 2.25527e-15, 0, 0
0.083623, 0, 3.97148e-15, 0, 1.41421, -3.97148e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.98538e-17, 0, 2.87045e-20, 1.09263e-16, 0, 3.84234e-15, 0, 0
0.0914882, 0, 6.72763e-15, 0, 1.41421, -6.72763e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.36078e-17, 0, 4.94517e-20, 1.89795e-16, 0, 6.50418e-15, 0, 0
0.0993535, 0, 1.13246e-14, 0, 1.41421, -1.13246e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.65288e-17, 0, 8.46777e-20, 3.27812e-16, 0, 1.09401e-14, 0, 0
0.107219, 0, 1.89433e-14, 0, 1.41421, -1.89433e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.4484e-17, 0, 1.44129e-19, 5.6303e-16, 0, 1.82857e-14, 0, 0
0.115084, 0, 3.14917e-14, 0, 1.41421, -3.14917e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.5694e-16, 0, 2.43873e-19, 9.6171e-16, 0, 3.03728e-14, 0, 0
0.122949, 0, 5.20315e-14, 0, 1.41421, -5.20315e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.59071e-16, 0, 4.10241e-19, 1.6338e-15, 0, 5.01382e-14, 0, 0
0.130814, 0, 8.54457e-14, 0, 1.41421, -8.54457e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.25047e-16, 0, 6.86139e-19, 2.76075e-15, 0, 8.22592e-14, 0, 0
0.13868, 0, 1.39473e-13, 0, 1.41421, -1.39473e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.9312e-16, 0, 1.14107e-18, 4.64047e-15, 0, 1.34138e-13, 0, 0
0.146545, 0, 2.26301e-13, 0, 1.41421, -2.26301e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.12345e-15, 0, 1.887e-18, 7.75946e-15, 0, 2.17416e-13, 0, 0
0.15441, 0, 3.65007e-13, 0, 1.41421, -3.65007e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.81004e-15, 0, 3.10331e-18, 1.29091e-14, 0, 3.50285e-13, 0, 0
0.162275, 0, 5.85264e-13, 0, 1.41421, -5.85264e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.89889e-15, 0, 5.07585e-18, 2.13683e-14, 0, 5.60992e-13, 0, 0
0.170141, 0, 9.32947e-13, 0, 1.41421, -9.32947e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.61529e-15, 0, 8.25772e-18, 3.51953e-14, 0, 8.93128e-13, 0, 0
0.178006, 0, 1.47854e-12, 0, 1.41421, -1.47854e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.30477e-15, 0, 1.33635e-17, 5.76858e-14, 0, 1.41353e-12, 0, 0
0.185871, 0, 2.32968e-12, 0, 1.41421, -2.32968e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.14939e-14, 0, 2.15151e-17, 9.4093e-14, 0, 2.22407e-12, 0, 0
0.193736, 0, 3.64977e-12, 0, 1.41421, -3.64977e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.79804e-14, 0, 3.44651e-17, 1.52752e-13, 0, 3.47901e-12, 0, 0
0.201602, 0, 5.68532e-12, 0, 1.41421, -5.68532e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.79648e-14, 0, 5.49387e-17, 2.46824e-13, 0, 5.41047e-12, 0, 0
0.209467, 0, 8.80604e-12, 0, 1.41421, -8.80604e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.32432e-14, 0, 8.71576e-17, 3.97009e-13, 0, 8.3657e-12, 0, 0
0.217332, 0, 1.35631e-11, 0, 1.41421, -1.35631e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.64862e-14, 0, 1.37635e-16, 6.35718e-13, 0, 1.28607e-11, 0, 0
0.225197, 0, 2.07733e-11, 0, 1.41421, -2.07733e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0164e-13, 0, 2.16383e-16, 1.0135e-12, 0, 1.96579e-11, 0, 0
0.233063, 0, 3.16401e-11, 0, 1.41421, -3.16401e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.54501e-13, 0, 3.3875e-16, 1.60888e-12, 0, 2.98763e-11, 0, 0
0.240928, 0, 4.7926e-11, 0, 1.41421, -4.7926e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.33528e-13, 0, 5.28188e-16, 2.5434e-12, 0, 4.51485e-11, 0, 0
0.248793, 0, 7.21982e-11, 0, 1.41421, -7.21982e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.50999e-13, 0, 8.20463e-16, 4.00452e-12, 0, 6.78419e-11, 0, 0
0.256658, 0, 1.08174e-10, 0, 1.41421, -1.08174e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.24619e-13, 0, 1.27001e-15, 6.28042e-12, 0, 1.01368e-10, 0, 0
0.264524, 0, 1.61205e-10, 9.80909e-45, 1.41421, -1.61205e-10, 9.80909e-45, 0, 9.80909e-45, 9.80909e-45, 9.80909e-45, 9.80909e-45, 9.80909e-45, 9.80909e-45, 9.80909e-45, 9.80909e-45, 7.7977e-13, 9.80909e-45, 1.95955e-15, 9.81277e-12, 9.80909e-45, 1.50611e-10, 9.80909e-45, 9.80909e-45
0.272389, 0, 2.38957e-10, 1.7236e-43, 1.41421, -2.38957e-10, 1.7236e-43, 0, 1.7236e-43, 1.7236e-43, 1.7236e-43, 1.7236e-43, 1.7236e-43, 1.7236e-43, 1.7236e-43, 1.7236e-43, 1.15262e-12, 1.7236e-43, 3.0147e-15, 1.52766e-11, 1.7236e-43, 2.22525e-10, 1.7236e-43, 1.7236e-43
0.280254, 0, 3.52346e-10, 2.55597e-42, 1.41421, -3.52346e-10, 2.55597e-42, 0, 2.55597e-42, 2.55597e-42, 2.55597e-42, 2.55597e-42, 2.55597e-42, 2.55597e-42, 2.55597e-42, 2.55597e-42, 1.69442e-12, 2.55597e-42, 4.62613e-15, 2.37006e-11, 2.55597e-42, 3.26946e-10, 2.55597e-42, 2.55597e-42
0.288119, 0, 5.16838e-10, 3.46247e-41, 1.41421, -5.16838e-10, 3.46247e-41, 0, 3.46247e-41, 3.46247e-41, 3.46247e-41, 3.46247e-41, 3.46247e-41, 3.46247e-41, 3.46247e-41, 3.46247e-41, 2.47734e-12, 3.46247e-41, 7.08316e-15, 3.66494e-11, 3.46247e-41, 4.77704e-10, 3.46247e-41, 3.46247e-41
0.295984, 0, 7.54231e-10, 4.20457e-40, 1.41421, -7.54231e-10, 4.20457e-40, 0, 4.20457e-40, 4.20457e-40, 4.20457e-40, 4.20457e-40, 4.20457e-40, 4.20457e-40, 4.20457e-40, 4.20457e-40, 3.60242e-12, 4.20457e-40, 1.0825e-14, 5.64967e-11, 4.20457e-40, 6.94121e-10, 4.20457e-40, 4.20457e-40
0.30385, 0, 1.0951e-09, 4.59908e-39, 1.41421, -1.0951e-09, 4.59908e-39, 0, 4.59908e-39, 4.59908e-39, 4.59908e-39, 4.59908e-39, 4.59908e-39, 4.59908e-39, 4.59908e-39, 4.59908e-39, 5.21037e-12, 4.59908e-39, 1.65189e-14, 8.68373e-11, 4.59908e-39, 1.00304e-09, 4.59908e-39, 4.59908e-39
0.311715, 0, 1.58212e-09, 4.55014e-38, 1.41421, -1.58212e-09, 4.55014e-38, 0, 4.55014e-38, 4.55014e-38, 4.55014e-38, 4.55014e-38, 4.55014e-38, 4.55014e-38, 4.55014e-38, 4.55014e-38, 7.49594e-12, 4.55014e-38, 2.51791e-14, 1.33105e-10, 4.55014e-38, 1.44149e-09, 4.55014e-38, 4.55014e-38
