   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_83.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.00132898, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00653058, 0, 4.94292e-17, 0, 1.41421, -4.94292e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.01842e-19, 0, 0, 1.85734e-21, 5.11272e-21, 0, 4.88204e-17, 0, 0
0.0143901, 0, 8.66168e-17, 0, 1.41421, -8.66168e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.05463e-18, 0, 0, 3.30836e-21, 9.14878e-21, 0, 8.55497e-17, 0, 0
0.0222497, 0, 1.50791e-16, 0, 1.41421, -1.50791e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.836e-18, 0, 0, 5.85542e-21, 1.62712e-20, 0, 1.48933e-16, 0, 0
0.0301092, 0, 2.60829e-16, 0, 1.41421, -2.60829e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.17578e-18, 0, 0, 1.02986e-20, 2.87662e-20, 0, 2.57614e-16, 0, 0
0.0379688, 0, 4.48312e-16, 0, 1.41421, -4.48312e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.4585e-18, 0, 0, 1.80021e-20, 5.05597e-20, 0, 4.42785e-16, 0, 0
0.0458283, 0, 7.65757e-16, 0, 1.41421, -7.65757e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.32359e-18, 0, 0, 3.12776e-20, 8.83565e-20, 0, 7.56313e-16, 0, 0
0.0536879, 0, 1.29994e-15, 0, 1.41421, -1.29994e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.58275e-17, 0, 0, 5.4019e-20, 1.53543e-19, 0, 1.2839e-15, 0, 0
0.0615474, 0, 2.19337e-15, 0, 1.41421, -2.19337e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.67055e-17, 0, 0, 9.27482e-20, 2.65356e-19, 0, 2.1663e-15, 0, 0
0.069407, 0, 3.67862e-15, 0, 1.41421, -3.67862e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.47891e-17, 0, 0, 1.58322e-19, 4.56111e-19, 0, 3.63322e-15, 0, 0
0.0772666, 0, 6.13305e-15, 0, 1.41421, -6.13305e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.46727e-17, 0, 0, 2.68712e-19, 7.79829e-19, 0, 6.05733e-15, 0, 0
0.0851261, 0, 1.0165e-14, 0, 1.41421, -1.0165e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.23763e-16, 0, 0, 4.53496e-19, 1.32633e-18, 0, 1.00395e-14, 0, 0
0.0929857, 0, 1.67498e-14, 0, 1.41421, -1.67498e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.03935e-16, 0, 0, 7.611e-19, 2.24419e-18, 0, 1.65429e-14, 0, 0
0.100845, 0, 2.74409e-14, 0, 1.41421, -2.74409e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.34102e-16, 0, 0, 1.27034e-18, 3.77799e-18, 0, 2.71018e-14, 0, 0
0.108705, 0, 4.46991e-14, 0, 1.41421, -4.46991e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.44226e-16, 0, 0, 2.10881e-18, 6.32824e-18, 0, 4.41464e-14, 0, 0
0.116564, 0, 7.23986e-14, 0, 1.41421, -7.23986e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.81476e-16, 0, 0, 3.48197e-18, 1.05477e-17, 0, 7.15031e-14, 0, 0
0.124424, 0, 1.16603e-13, 0, 1.41421, -1.16603e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.41968e-15, 0, 0, 5.71888e-18, 1.74948e-17, 0, 1.1516e-13, 0, 0
0.132283, 0, 1.86747e-13, 0, 1.41421, -1.86747e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.27372e-15, 0, 0, 9.34382e-18, 2.88778e-17, 0, 1.84435e-13, 0, 0
0.140143, 0, 2.97426e-13, 0, 1.41421, -2.97426e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.6213e-15, 0, 0, 1.51878e-17, 4.74404e-17, 0, 2.93742e-13, 0, 0
0.148003, 0, 4.71083e-13, 0, 1.41421, -4.71083e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.73574e-15, 0, 0, 2.45616e-17, 7.75748e-17, 0, 4.65245e-13, 0, 0
0.155862, 0, 7.42035e-13, 0, 1.41421, -7.42035e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.03492e-15, 0, 0, 3.95222e-17, 1.26266e-16, 0, 7.32834e-13, 0, 0
0.163722, 0, 1.16244e-12, 0, 1.41421, -1.16244e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.41541e-14, 0, 0, 6.32828e-17, 2.04583e-16, 0, 1.14802e-12, 0, 0
0.171581, 0, 1.81113e-12, 0, 1.41421, -1.81113e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.20534e-14, 0, 0, 1.0084e-16, 3.29992e-16, 0, 1.78864e-12, 0, 0
0.179441, 0, 2.80652e-12, 0, 1.41421, -2.80652e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.41754e-14, 0, 0, 1.59931e-16, 5.2992e-16, 0, 2.77166e-12, 0, 0
0.1873, 0, 4.32553e-12, 0, 1.41421, -4.32553e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.26757e-14, 0, 0, 2.52484e-16, 8.47276e-16, 0, 4.27176e-12, 0, 0
0.19516, 0, 6.6309e-12, 0, 1.41421, -6.6309e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.07562e-14, 0, 0, 3.96814e-16, 1.34889e-15, 0, 6.5484e-12, 0, 0
