   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_344.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.0680409, 0, 4.96375e-20, 0, 1.41421, -4.96375e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.02172e-22, 0, 0, 0, 1.00004e-20, 0, 3.90349e-20, 0, 0, 0
0.0759091, 0, 1.09929e-19, 0, 1.41421, -1.09929e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.32835e-21, 0, 0, 0, 2.24928e-20, 0, 8.61082e-20, 0, 0, 0
0.0837773, 0, 2.40224e-19, 0, 1.41421, -2.40224e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.89141e-21, 0, 0, 0, 4.99011e-20, 0, 1.87431e-19, 0, 0, 0
0.0916455, 0, 5.18243e-19, 0, 1.41421, -5.18243e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.2133e-21, 0, 0, 0, 1.09262e-19, 0, 4.02767e-19, 0, 0, 0
0.0995138, 0, 1.10425e-18, 0, 1.41421, -1.10425e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.31869e-20, 0, 0, 0, 2.36242e-19, 0, 8.5482e-19, 0, 0, 0
0.107382, 0, 2.32486e-18, 0, 1.41421, -2.32486e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.76533e-20, 0, 0, 0, 5.04633e-19, 0, 1.79258e-18, 0, 0, 0
0.11525, 0, 4.83827e-18, 0, 1.41421, -4.83827e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.73179e-20, 0, 0, 0, 1.06541e-18, 0, 3.71554e-18, 0, 0, 0
0.123118, 0, 9.95624e-18, 0, 1.41421, -9.95624e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.17468e-19, 0, 0, 0, 2.22412e-18, 0, 7.61465e-18, 0, 0, 0
0.130987, 0, 2.02651e-17, 0, 1.41421, -2.02651e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.381e-19, 0, 0, 0, 4.59249e-18, 0, 1.54345e-17, 0, 0, 0
0.138855, 0, 4.08106e-17, 0, 1.41421, -4.08106e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.77455e-19, 0, 0, 0, 9.38289e-18, 0, 3.09502e-17, 0, 0, 0
0.146723, 0, 8.13367e-17, 0, 1.41421, -8.13367e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.47426e-19, 0, 0, 0, 1.89739e-17, 0, 6.14154e-17, 0, 0, 0
0.154591, 0, 1.60469e-16, 0, 1.41421, -1.60469e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.86078e-18, 0, 0, 0, 3.79863e-17, 0, 1.20622e-16, 0, 0, 0
0.16246, 0, 3.13463e-16, 0, 1.41421, -3.13463e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.61803e-18, 0, 0, 0, 7.53117e-17, 0, 2.34533e-16, 0, 0, 0
0.170328, 0, 6.06396e-16, 0, 1.41421, -6.06396e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.96555e-18, 0, 0, 0, 1.479e-16, 0, 4.51531e-16, 0, 0, 0
0.178196, 0, 1.16194e-15, 0, 1.41421, -1.16194e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.32806e-17, 0, 0, 0, 2.87765e-16, 0, 8.60898e-16, 0, 0, 0
0.186064, 0, 2.2057e-15, 0, 1.41421, -2.2057e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.50801e-17, 0, 0, 0, 5.54835e-16, 0, 1.62578e-15, 0, 0, 0
0.193932, 0, 4.14866e-15, 0, 1.41421, -4.14866e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.69187e-17, 0, 0, 0, 1.0603e-15, 0, 3.04144e-15, 0, 0, 0
0.201801, 0, 7.73282e-15, 0, 1.41421, -7.73282e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.69612e-17, 0, 0, 0, 2.00871e-15, 0, 5.63714e-15, 0, 0, 0
0.209669, 0, 1.42855e-14, 0, 1.41421, -1.42855e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.59705e-16, 0, 0, 0, 3.77312e-15, 0, 1.03526e-14, 0, 0, 0
0.217537, 0, 2.616e-14, 0, 1.41421, -2.616e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.9065e-16, 0, 0, 0, 7.02836e-15, 0, 1.8841e-14, 0, 0, 0
0.225405, 0, 4.74919e-14, 0, 1.41421, -4.74919e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.24234e-16, 0, 0, 0, 1.29851e-14, 0, 3.39826e-14, 0, 0, 0
0.233274, 0, 8.54857e-14, 0, 1.41421, -8.54857e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.37175e-16, 0, 0, 0, 2.3798e-14, 0, 6.07505e-14, 0, 0, 0
0.241142, 0, 1.52584e-13, 0, 1.41421, -1.52584e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.66071e-15, 0, 0, 0, 4.32717e-14, 0, 1.07652e-13, 0, 0, 0
0.24901, 0, 2.70095e-13, 0, 1.41421, -2.70095e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.91731e-15, 0, 0, 0, 7.80729e-14, 0, 1.89104e-13, 0, 0, 0
0.256878, 0, 4.7421e-13, 0, 1.41421, -4.7421e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.08057e-15, 0, 0, 0, 1.39805e-13, 0, 3.29324e-13, 0, 0, 0
0.264746, 0, 8.25879e-13, 0, 1.41421, -8.25879e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.77235e-15, 0, 0, 0, 2.48496e-13, 0, 5.68611e-13, 0, 0, 0
0.272615, 0, 1.42695e-12, 0, 1.41421, -1.42695e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.50184e-14, 0, 0, 0, 4.38497e-13, 0, 9.73431e-13, 0, 0, 0
0.280483, 0, 2.44622e-12, 0, 1.41421, -2.44622e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.54953e-14, 0, 0, 0, 7.68311e-13, 0, 1.65241e-12, 0, 0, 0
0.288351, 0, 4.16563e-12, 0, 1.41421, -4.16563e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.29447e-14, 0, 0, 0, 1.33959e-12, 0, 2.7831e-12, 0, 0, 0
0.296219, 0, 7.03232e-12, 0, 1.41421, -7.03232e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.16883e-14, 0, 0, 0, 2.31521e-12, 0, 4.64542e-12, 0, 0, 0
0.304088, 0, 1.17842e-11, 0, 1.41421, -1.17842e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.18686e-13, 0, 0, 0, 3.97563e-12, 0, 7.68989e-12, 0, 0, 0
0.311956, 0, 1.96046e-11, 2.94273e-44, 1.41421, -1.96046e-11, 2.94273e-44, 0, 2.94273e-44, 2.94273e-44, 2.94273e-44, 2.94273e-44, 2.94273e-44, 2.94273e-44, 2.94273e-44, 2.94273e-44, 2.94273e-44, 2.94273e-44, 1.9489e-13, 2.94273e-44, 2.94273e-44, 2.94273e-44, 6.7845e-12, 2.94273e-44, 1.26252e-11, 2.94273e-44, 2.94273e-44, 2.94273e-44
0.319824, 0, 3.23852e-11, 5.95552e-43, 1.41421, -3.23852e-11, 5.95552e-43, 0, 5.95552e-43, 5.95552e-43, 5.95552e-43, 5.95552e-43, 5.95552e-43, 5.95552e-43, 5.95552e-43, 5.95552e-43, 5.95552e-43, 5.95552e-43, 3.17427e-13, 5.95552e-43, 5.95552e-43, 5.95552e-43, 1.15091e-11, 5.95552e-43, 2.05587e-11, 5.95552e-43, 5.95552e-43, 5.95552e-43
0.327692, 0, 5.3132e-11, 9.00054e-42, 1.41421, -5.3132e-11, 9.00054e-42, 0, 9.00054e-42, 9.00054e-42, 9.00054e-42, 9.00054e-42, 9.00054e-42, 9.00054e-42, 9.00054e-42, 9.00054e-42, 9.00054e-42, 9.00054e-42, 5.12842e-13, 9.00054e-42, 9.00054e-42, 9.00054e-42, 1.94131e-11, 9.00054e-42, 3.32061e-11, 9.00054e-42, 9.00054e-42, 9.00054e-42
0.33556, 0, 8.65932e-11, 1.23104e-40, 1.41421, -8.65932e-11, 1.23104e-40, 0, 1.23104e-40, 1.23104e-40, 1.23104e-40, 1.23104e-40, 1.23104e-40, 1.23104e-40, 1.23104e-40, 1.23104e-40, 1.23104e-40, 1.23104e-40, 8.21934e-13, 1.23104e-40, 1.23104e-40, 1.23104e-40, 3.257e-11, 1.23104e-40, 5.32012e-11, 1.23104e-40, 1.23104e-40, 1.23104e-40
0.343429, 0, 1.4023e-10, 1.51224e-39, 1.41421, -1.4023e-10, 1.51224e-39, 0, 1.51224e-39, 1.51224e-39, 1.51224e-39, 1.51224e-39, 1.51224e-39, 1.51224e-39, 1.51224e-39, 1.51224e-39, 1.51224e-39, 1.51224e-39, 1.30687e-12, 1.51224e-39, 1.51224e-39, 1.51224e-39, 5.43706e-11, 1.51224e-39, 8.45528e-11, 1.51224e-39, 1.51224e-39, 1.51224e-39
0.351297, 0, 2.25713e-10, 1.67561e-38, 1.41421, -2.25713e-10, 1.67561e-38, 0, 1.67561e-38, 1.67561e-38, 1.67561e-38, 1.67561e-38, 1.67561e-38, 1.67561e-38, 1.67561e-38, 1.67561e-38, 1.67561e-38, 1.67561e-38, 2.06155e-12, 1.67561e-38, 1.67561e-38, 1.67561e-38, 9.03429e-11, 1.67561e-38, 1.33308e-10, 1.67561e-38, 1.67561e-38, 1.67561e-38
0.359165, 0, 3.6122e-10, 1.68e-37, 1.41421, -3.6122e-10, 1.68e-37, 0, 1.68e-37, 1.68e-37, 1.68e-37, 1.68e-37, 1.68e-37, 1.68e-37, 1.68e-37, 1.68e-37, 1.68e-37, 1.68e-37, 3.22667e-12, 1.68e-37, 1.68e-37, 1.68e-37, 1.49481e-10, 1.68e-37, 2.08512e-10, 1.68e-37, 1.68e-37, 1.68e-37
0.367033, 0, 5.74974e-10, 1.53294e-36, 1.41421, -5.74974e-10, 1.53294e-36, 0, 1.53294e-36, 1.53294e-36, 1.53294e-36, 1.53294e-36, 1.53294e-36, 1.53294e-36, 1.53294e-36, 1.53294e-36, 1.53294e-36, 1.53294e-36, 5.01124e-12, 1.53294e-36, 1.53294e-36, 1.53294e-36, 2.46391e-10, 1.53294e-36, 3.23571e-10, 1.53294e-36, 1.53294e-36, 1.53294e-36
0.374902, 0, 9.10685e-10, 1.28003e-35, 1.41421, -9.10685e-10, 1.28003e-35, 0, 1.28003e-35, 1.28003e-35, 1.28003e-35, 1.28003e-35, 1.28003e-35, 1.28003e-35, 1.28003e-35, 1.28003e-35, 1.28003e-35, 1.28003e-35, 7.72324e-12, 1.28003e-35, 1.28003e-35, 1.28003e-35, 4.04772e-10, 1.28003e-35, 4.9819e-10, 1.28003e-35, 1.28003e-35, 1.28003e-35
0.38277, 0, 1.43593e-09, 9.82437e-35, 1.41421, -1.43593e-09, 9.82437e-35, 0, 9.82437e-35, 9.82437e-35, 9.82437e-35, 9.82437e-35, 9.82437e-35, 9.82437e-35, 9.82437e-35, 9.82437e-35, 9.82437e-35, 9.82437e-35, 1.18128e-11, 9.82437e-35, 9.82437e-35, 9.82437e-35, 6.63038e-10, 9.82437e-35, 7.61078e-10, 9.82437e-35, 9.82437e-35, 9.82437e-35
0.390638, 0, 2.25508e-09, 6.85328e-34, 1.41421, -2.25508e-09, 6.85328e-34, 0, 6.85328e-34, 6.85328e-34, 6.85328e-34, 6.85328e-34, 6.85328e-34, 6.85328e-34, 6.85328e-34, 6.85328e-34, 6.85328e-34, 6.85328e-34, 1.79328e-11, 6.85328e-34, 6.85328e-34, 6.85328e-34, 1.08345e-09, 6.85328e-34, 1.15371e-09, 6.85328e-34, 6.85328e-34, 6.85328e-34
0.398506, 0, 3.52936e-09, 4.68857e-33, 1.41421, -3.52936e-09, 4.68857e-33, 0, 4.68857e-33, 4.68857e-33, 4.68857e-33, 4.68857e-33, 4.68857e-33, 4.68857e-33, 4.68857e-33, 4.68857e-33, 4.68857e-33, 4.68857e-33, 2.70223e-11, 4.68857e-33, 4.68857e-33, 4.68857e-33, 1.76687e-09, 4.68857e-33, 1.73547e-09, 4.68857e-33, 4.68857e-33, 4.68857e-33
0.406374, 0, 5.50786e-09, 2.67183e-32, 1.41421, -5.50786e-09, 2.67183e-32, 0, 2.67183e-32, 2.67183e-32, 2.67183e-32, 2.67183e-32, 2.67183e-32, 2.67183e-32, 2.67183e-32, 2.67183e-32, 2.67183e-32, 2.67183e-32, 4.04225e-11, 2.67183e-32, 2.67183e-32, 2.67183e-32, 2.87673e-09, 2.67183e-32, 2.59071e-09, 2.67183e-32, 2.67183e-32, 2.67183e-32
0.414243, 0, 8.57596e-09, 1.43501e-31, 1.41421, -8.57596e-09, 1.43501e-31, 0, 1.43501e-31, 1.43501e-31, 1.43501e-31, 1.43501e-31, 1.43501e-31, 1.43501e-31, 1.43501e-31, 1.43501e-31, 1.43501e-31, 1.43501e-31, 6.0034e-11, 1.43501e-31, 1.43501e-31, 1.43501e-31, 4.67771e-09, 1.43501e-31, 3.83821e-09, 1.43501e-31, 1.43501e-31, 1.43501e-31
0.422111, 0, 1.33306e-08, 7.70142e-31, 1.41421, -1.33306e-08, 7.70142e-31, 0, 7.70142e-31, 7.70142e-31, 7.70142e-31, 7.70142e-31, 7.70142e-31, 7.70142e-31, 7.70142e-31, 7.70142e-31, 7.70142e-31, 7.70142e-31, 8.85312e-11, 7.70142e-31, 7.70142e-31, 7.70142e-31, 7.59827e-09, 7.70142e-31, 5.64383e-09, 7.70142e-31, 7.70142e-31, 7.70142e-31
0.429979, 0, 2.0698e-08, 3.97374e-30, 1.41421, -2.0698e-08, 3.97374e-30, 0, 3.97374e-30, 3.97374e-30, 3.97374e-30, 3.97374e-30, 3.97374e-30, 3.97374e-30, 3.97374e-30, 3.97374e-30, 3.97374e-30, 3.97374e-30, 1.29651e-10, 3.97374e-30, 3.97374e-30, 3.97374e-30, 1.23311e-08, 3.97374e-30, 8.23723e-09, 3.97374e-30, 3.97374e-30, 3.97374e-30
0.437847, 0, 3.21168e-08, 1.94378e-29, 1.41421, -3.21168e-08, 1.94378e-29, 0, 1.94378e-29, 1.94378e-29, 1.94378e-29, 1.94378e-29, 1.94378e-29, 1.94378e-29, 1.94378e-29, 1.94378e-29, 1.94378e-29, 1.94378e-29, 1.88578e-10, 1.94378e-29, 1.94378e-29, 1.94378e-29, 1.99943e-08, 1.94378e-29, 1.19339e-08, 1.94378e-29, 1.94378e-29, 1.94378e-29
0.445716, 0, 4.98238e-08, 9.05652e-29, 1.41421, -4.98238e-08, 9.05652e-29, 0, 9.05652e-29, 9.05652e-29, 9.05652e-29, 9.05652e-29, 9.05652e-29, 9.05652e-29, 9.05652e-29, 9.05652e-29, 9.05652e-29, 9.05652e-29, 2.72459e-10, 9.05652e-29, 9.05652e-29, 9.05652e-29, 3.23879e-08, 9.05652e-29, 1.71635e-08, 9.05652e-29, 9.05652e-29, 9.05652e-29
0.453584, 0, 7.7298e-08, 4.07122e-28, 1.41421, -7.7298e-08, 4.07122e-28, 0, 4.07122e-28, 4.07122e-28, 4.07122e-28, 4.07122e-28, 4.07122e-28, 4.07122e-28, 4.07122e-28, 4.07122e-28, 4.07122e-28, 4.07122e-28, 3.91085e-10, 4.07122e-28, 4.07122e-28, 4.07122e-28, 5.24002e-08, 4.07122e-28, 2.45067e-08, 4.07122e-28, 4.07122e-28, 4.07122e-28
0.461452, 0, 1.19946e-07, 1.75108e-27, 1.41421, -1.19946e-07, 1.75108e-27, 0, 1.75108e-27, 1.75108e-27, 1.75108e-27, 1.75108e-27, 1.75108e-27, 1.75108e-27, 1.75108e-27, 1.75108e-27, 1.75108e-27, 1.75108e-27, 5.57778e-10, 1.75108e-27, 1.75108e-27, 1.75108e-27, 8.4646e-08, 1.75108e-27, 3.47419e-08, 1.75108e-27, 1.75108e-27, 1.75108e-27
0.46932, 0, 1.86155e-07, 7.18469e-27, 1.41421, -1.86155e-07, 7.18469e-27, 0, 7.18469e-27, 7.18469e-27, 7.18469e-27, 7.18469e-27, 7.18469e-27, 7.18469e-27, 7.18469e-27, 7.18469e-27, 7.18469e-27, 7.18469e-27, 7.90562e-10, 7.18469e-27, 7.18469e-27, 7.18469e-27, 1.3646e-07, 7.18469e-27, 4.89042e-08, 7.18469e-27, 7.18469e-27, 7.18469e-27
0.477188, 0, 2.88904e-07, 2.81523e-26, 1.41421, -2.88904e-07, 2.81523e-26, 0, 2.81523e-26, 2.81523e-26, 2.81523e-26, 2.81523e-26, 2.81523e-26, 2.81523e-26, 2.81523e-26, 2.81523e-26, 2.81523e-26, 2.81523e-26, 1.11367e-09, 2.81523e-26, 2.81523e-26, 2.81523e-26, 2.19431e-07, 2.81523e-26, 6.83592e-08, 2.81523e-26, 2.81523e-26, 2.81523e-26
0.485057, 0, 4.48196e-07, 1.05484e-25, 1.41421, -4.48196e-07, 1.05484e-25, 0, 1.05484e-25, 1.05484e-25, 1.05484e-25, 1.05484e-25, 1.05484e-25, 1.05484e-25, 1.75477e-13, 1.05484e-25, 1.05484e-25, 1.05484e-25, 1.55951e-09, 1.05484e-25, 1.05484e-25, 1.05484e-25, 3.51742e-07, 1.05484e-25, 9.4895e-08, 1.05484e-25, 1.05484e-25, 1.05484e-25
0.492925, 0, 6.94703e-07, 3.78615e-25, 1.41421, -6.94703e-07, 3.78615e-25, 0, 3.78615e-25, 3.78615e-25, 3.78615e-25, 3.78615e-25, 3.78615e-25, 3.78615e-25, 6.01278e-13, 3.78615e-25, 3.78615e-25, 3.78615e-25, 2.17112e-09, 3.78615e-25, 3.78615e-25, 3.78615e-25, 5.61698e-07, 3.78615e-25, 1.30833e-07, 3.78615e-25, 3.78615e-25, 3.78615e-25
0.500793, 0, 1.07625e-06, 1.31735e-24, 1.41421, -1.07625e-06, 4.2364e-11, 0, 8.08617e-15, 3.98176e-11, 3.32389e-10, 1.16629e-11, 2.45244e-10, 3.70792e-11, 9.68054e-12, 1.29684e-10, 1.20538e-11, 1.71453e-10, 3.00548e-09, 7.30771e-12, 1.92717e-13, 1.58301e-13, 8.9301e-07, 1.49261e-15, 1.79194e-07, 1.31735e-24, 1.31735e-24, 4.30615e-13
0.508661, 0, 1.66411e-06, 7.78778e-11, 1.41421, -1.66411e-06, 2.22362e-10, 7.78778e-11, 7.79053e-11, 2.13677e-10, 1.2115e-09, 1.17655e-10, 9.1429e-10, 2.04338e-10, 1.09317e-10, 5.20168e-10, 1.18988e-10, 6.62625e-10, 4.21521e-09, 1.02801e-10, 7.8535e-11, 7.99555e-11, 1.41262e-06, 7.78828e-11, 2.43894e-07, 7.78778e-11, 7.78778e-11, 7.93464e-11
0.51653, 0, 2.56651e-06, 2.62479e-10, 1.41421, -2.56651e-06, 6.45639e-10, 2.62479e-10, 2.62552e-10, 6.22609e-10, 3.26877e-09, 3.67964e-10, 2.48058e-09, 5.97841e-10, 3.44515e-10, 1.4354e-09, 3.715e-10, 1.81319e-09, 5.92679e-09, 3.28574e-10, 2.64222e-10, 2.70545e-10, 2.22183e-06, 2.62493e-10, 3.29873e-07, 2.62479e-10, 2.62479e-10, 2.66374e-10
0.524398, 0, 3.94595e-06, 6.89645e-10, 1.41421, -3.94595e-06, 1.61576e-09, 6.89645e-10, 6.89822e-10, 1.56009e-09, 7.95596e-09, 9.44607e-10, 6.05088e-09, 1.50023e-09, 8.86248e-10, 3.52464e-09, 9.53151e-10, 4.43776e-09, 8.40288e-09, 8.49398e-10, 6.93858e-10, 7.12685e-10, 3.47265e-06, 6.89677e-10, 4.43551e-07, 6.89645e-10, 6.89645e-10, 6.99058e-10
0.532266, 0, 6.04526e-06, 1.65802e-09, 1.41421, -6.04526e-06, 3.78822e-09, 1.65802e-09, 1.65842e-09, 3.66018e-09, 1.83717e-08, 2.24447e-09, 1.39897e-08, 3.52249e-09, 2.10759e-09, 8.17896e-09, 2.26412e-09, 1.02793e-08, 1.21058e-08, 2.02547e-09, 1.66771e-09, 1.71635e-09, 5.39106e-06, 1.65809e-09, 5.93123e-07, 1.65802e-09, 1.65802e-09, 1.67967e-09
0.540134, 0, 9.22612e-06, 3.80173e-09, 1.41421, -9.22612e-06, 8.53703e-09, 3.80173e-09, 3.80264e-09, 8.2524e-09, 4.0955e-08, 5.10537e-09, 3.12142e-08, 7.94631e-09, 4.79613e-09, 1.82973e-08, 5.14907e-09, 2.29662e-08, 1.78795e-08, 4.61856e-09, 3.82328e-09, 3.94006e-09, 8.31033e-06, 3.8019e-09, 7.89283e-07, 3.80173e-09, 3.80173e-09, 3.84987e-09
0.548002, 0, 1.40358e-05, 8.43198e-09, 1.41421, -1.40358e-05, 1.86679e-08, 8.43198e-09, 8.43394e-09, 1.80526e-08, 8.8743e-08, 1.12499e-08, 6.76871e-08, 1.7391e-08, 1.0727e-08, 3.97658e-08, 1.13444e-08, 4.98581e-08, 2.7303e-08, 1.01977e-08, 8.47855e-09, 8.74611e-09, 1.27278e-05, 8.43234e-09, 1.04618e-06, 8.43198e-09, 8.43198e-09, 8.53603e-09
0.555871, 0, 2.12473e-05, 1.82285e-08, 1.41421, -2.12473e-05, 3.98233e-08, 1.82285e-08, 1.82326e-08, 3.85253e-08, 1.87662e-07, 2.41736e-08, 1.4324e-07, 3.71294e-08, 2.41509e-08, 8.4334e-08, 2.43729e-08, 1.05626e-07, 4.33957e-08, 2.19536e-08, 1.83268e-08, 1.89236e-08, 1.93257e-05, 1.82293e-08, 1.38314e-06, 1.82285e-08, 1.82285e-08, 1.8448e-08
0.563739, 0, 3.20268e-05, 3.83066e-08, 1.41421, -3.20268e-05, 8.27171e-08, 3.83066e-08, 3.83151e-08, 8.00477e-08, 3.86753e-07, 5.0533e-08, 2.95397e-07, 7.7177e-08, 5.18493e-08, 1.74255e-07, 5.09427e-08, 2.18042e-07, 7.1701e-08, 4.59674e-08, 3.85087e-08, 3.97876e-08, 2.91103e-05, 3.83082e-08, 1.82699e-06, 3.83066e-08, 3.83066e-08, 3.87581e-08
0.571607, 0, 4.8083e-05, 7.86325e-08, 1.41421, -4.8083e-05, 1.67874e-07, 7.86325e-08, 7.86496e-08, 1.6251e-07, 7.78827e-07, 1.03201e-07, 5.95251e-07, 1.56742e-07, 1.08191e-07, 3.51818e-07, 1.04024e-07, 4.39808e-07, 1.22723e-07, 9.40266e-08, 7.90385e-08, 8.17145e-08, 4.34987e-05, 7.86357e-08, 2.41716e-06, 7.86325e-08, 7.86325e-08, 7.95396e-08
0.579475, 0, 7.19255e-05, 1.5772e-07, 1.41421, -7.19255e-05, 3.32989e-07, 1.5772e-07, 1.57753e-07, 3.22454e-07, 1.53289e-06, 2.05972e-07, 1.17235e-06, 3.11125e-07, 2.20318e-07, 6.9425e-07, 2.07589e-07, 8.6706e-07, 2.15646e-07, 1.87954e-07, 1.58517e-07, 1.63989e-07, 6.44834e-05, 1.57726e-07, 3.21296e-06, 1.5772e-07, 1.5772e-07, 1.59502e-07
0.587344, 0, 0.000107244, 3.09197e-07, 1.41421, -0.000107244, 6.45695e-07, 3.09197e-07, 3.09262e-07, 6.25469e-07, 2.94937e-06, 4.01836e-07, 2.25717e-06, 6.03718e-07, 4.37988e-07, 1.33928e-06, 4.04941e-07, 1.67105e-06, 3.84939e-07, 3.67243e-07, 3.10728e-07, 3.21665e-07, 9.4851e-05, 3.09209e-07, 4.30637e-06, 3.09197e-07, 3.09197e-07, 3.12618e-07
0.595212, 0, 0.000159468, 5.92565e-07, 1.41421, -0.000159468, 1.22422e-06, 5.92565e-07, 5.92685e-07, 1.18625e-06, 5.54852e-06, 7.6646e-07, 4.24918e-06, 1.14542e-06, 8.53285e-07, 2.52616e-06, 7.72288e-07, 3.14895e-06, 6.91142e-07, 7.01523e-07, 5.95438e-07, 6.16821e-07, 0.000138482, 5.92587e-07, 5.84258e-06, 5.92565e-07, 5.92565e-07, 5.98985e-07
