   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_303.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.00399328, 0, 2.21939e-16, 0, 1.41421, -2.21939e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.02015e-18, 0, 0, 2.4167e-18, 0, 0, 2.15502e-16, 0, 0, 0
0.0118443, 0, 3.72666e-16, 0, 1.41421, -3.72666e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.74905e-18, 0, 0, 4.13168e-18, 0, 0, 3.61785e-16, 0, 0, 0
0.0196954, 0, 6.22116e-16, 0, 1.41421, -6.22116e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.12643e-17, 0, 0, 7.02338e-18, 0, 0, 6.03829e-16, 0, 0, 0
0.0275465, 0, 1.03257e-15, 0, 1.41421, -1.03257e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.86922e-17, 0, 0, 1.18717e-17, 0, 0, 1.002e-15, 0, 0, 0
0.0353975, 0, 1.70408e-15, 0, 1.41421, -1.70408e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.08418e-17, 0, 0, 1.99557e-17, 0, 0, 1.65329e-15, 0, 0, 0
0.0432486, 0, 2.79651e-15, 0, 1.41421, -2.79651e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.06021e-17, 0, 0, 3.33605e-17, 0, 0, 2.71255e-15, 0, 0, 0
0.0510996, 0, 4.56377e-15, 0, 1.41421, -4.56377e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.25612e-17, 0, 0, 5.5468e-17, 0, 0, 4.42574e-15, 0, 0, 0
0.0589507, 0, 7.40689e-15, 0, 1.41421, -7.40689e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.33964e-16, 0, 0, 9.17333e-17, 0, 0, 7.18119e-15, 0, 0, 0
0.0668017, 0, 1.19557e-14, 0, 1.41421, -1.19557e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.16183e-16, 0, 0, 1.50913e-16, 0, 0, 1.15886e-14, 0, 0, 0
0.0746528, 0, 1.9194e-14, 0, 1.41421, -1.9194e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.46979e-16, 0, 0, 2.46987e-16, 0, 0, 1.86e-14, 0, 0, 0
