   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_28.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.000963331, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00689204, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0147474, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0226028, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0304582, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0383135, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0461689, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0540243, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0618797, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.069735, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0775904, 0, 5.92826e-30, 0, 1.41421, -5.92826e-30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.9066e-32, 0, 0, 1.85207e-34, 1.73589e-35, 0, 5.87899e-30, 0, 0
0.0854458, 0, 6.42104e-29, 0, 1.41421, -6.42104e-29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.31428e-31, 0, 0, 2.00596e-33, 2.27806e-33, 0, 6.36747e-29, 0, 0
0.0933012, 0, 4.36508e-28, 0, 1.41421, -4.36508e-28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.61262e-30, 0, 0, 1.36364e-32, 2.48823e-32, 0, 4.32857e-28, 0, 0
0.101157, 0, 2.37187e-27, 0, 1.41421, -2.37187e-27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.96297e-29, 0, 0, 7.40956e-32, 1.71465e-31, 0, 2.352e-27, 0, 0
0.109012, 0, 1.12256e-26, 0, 1.41421, -1.12256e-26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.29024e-29, 0, 0, 3.51012e-31, 9.41854e-31, 0, 1.11314e-26, 0, 0
0.116867, 0, 4.82238e-26, 0, 1.41421, -4.82238e-26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.99094e-28, 0, 0, 1.51095e-30, 4.49516e-30, 0, 4.78187e-26, 0, 0
0.124723, 0, 1.92447e-25, 0, 1.41421, -1.92447e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.59265e-27, 0, 0, 6.04699e-30, 1.9439e-29, 0, 1.90828e-25, 0, 0
0.132578, 0, 7.238e-25, 0, 1.41421, -7.238e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.98999e-27, 0, 0, 2.28218e-29, 7.79952e-29, 0, 7.17709e-25, 0, 0
0.140433, 0, 2.59043e-24, 0, 1.41421, -2.59043e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.14376e-26, 0, 0, 8.19983e-29, 2.94694e-28, 0, 2.56862e-24, 0, 0
0.148289, 0, 8.88265e-24, 0, 1.41421, -8.88265e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.35098e-26, 0, 0, 2.82382e-28, 1.05897e-27, 0, 8.8078e-24, 0, 0
0.156144, 0, 2.93311e-23, 0, 1.41421, -2.93311e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.42733e-25, 0, 0, 9.36748e-28, 3.64456e-27, 0, 2.90838e-23, 0, 0
0.164, 0, 9.36301e-23, 0, 1.41421, -9.36301e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.74843e-25, 0, 0, 3.00498e-27, 1.20752e-26, 0, 9.28402e-23, 0, 0
0.171855, 0, 2.89825e-22, 0, 1.41421, -2.89825e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.39846e-24, 0, 0, 9.35015e-27, 3.86686e-26, 0, 2.87379e-22, 0, 0
0.17971, 0, 8.72101e-22, 0, 1.41421, -8.72101e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.21707e-24, 0, 0, 2.82899e-26, 1.20058e-25, 0, 8.64736e-22, 0, 0
0.187566, 0, 2.5562e-21, 0, 1.41421, -2.5562e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.11537e-23, 0, 0, 8.34001e-26, 3.62317e-25, 0, 2.5346e-21, 0, 0
0.195421, 0, 7.31075e-21, 0, 1.41421, -7.31075e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.04996e-23, 0, 0, 2.39977e-25, 1.06502e-24, 0, 7.24895e-21, 0, 0
0.203276, 0, 2.04313e-20, 0, 1.41421, -2.04313e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.69077e-22, 0, 0, 6.74946e-25, 3.05459e-24, 0, 2.02585e-20, 0, 0
0.211132, 0, 5.58634e-20, 0, 1.41421, -5.58634e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.6229e-22, 0, 0, 1.85782e-24, 8.56075e-24, 0, 5.53907e-20, 0, 0
0.218987, 0, 1.49597e-19, 0, 1.41421, -1.49597e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.23796e-21, 0, 0, 5.00999e-24, 2.34737e-23, 0, 1.4833e-19, 0, 0
0.226843, 0, 4.05262e-19, 0, 1.41421, -4.05262e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.35366e-21, 0, 0, 1.37087e-23, 6.54887e-23, 0, 4.0183e-19, 0, 0
0.234698, 0, 1.03943e-18, 0, 1.41421, -1.03943e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.60157e-21, 0, 0, 3.543e-23, 1.716e-22, 0, 1.03062e-18, 0, 0
0.242553, 0, 2.61877e-18, 0, 1.41421, -2.61877e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.16709e-20, 0, 0, 8.9979e-23, 4.41449e-22, 0, 2.59656e-18, 0, 0
0.250409, 0, 6.48463e-18, 0, 1.41421, -6.48463e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.36616e-20, 0, 0, 2.2468e-22, 1.11569e-21, 0, 6.42963e-18, 0, 0
0.258264, 0, 1.57898e-17, 0, 1.41421, -1.57898e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.30663e-19, 0, 0, 5.51906e-22, 2.77175e-21, 0, 1.56558e-17, 0, 0
0.266119, 0, 3.78234e-17, 0, 1.41421, -3.78234e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.12993e-19, 0, 0, 1.33426e-21, 6.77232e-21, 0, 3.75023e-17, 0, 0
0.273975, 0, 8.91682e-17, 0, 1.41421, -8.91682e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.37873e-19, 0, 0, 3.17593e-21, 1.62815e-20, 0, 8.84108e-17, 0, 0
0.28183, 0, 2.06956e-16, 0, 1.41421, -2.06956e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.71257e-18, 0, 0, 7.446e-21, 3.85309e-20, 0, 2.05198e-16, 0, 0
0.289686, 0, 4.73046e-16, 0, 1.41421, -4.73046e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.91445e-18, 0, 0, 1.72006e-20, 8.97926e-20, 0, 4.69025e-16, 0, 0
0.297541, 0, 1.06515e-15, 0, 1.41421, -1.06515e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.81401e-18, 0, 0, 3.91622e-20, 2.06129e-19, 0, 1.05609e-15, 0, 0
0.305396, 0, 2.36326e-15, 0, 1.41421, -2.36326e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.95556e-17, 0, 0, 8.79057e-20, 4.66275e-19, 0, 2.34315e-15, 0, 0
0.313252, 0, 5.16782e-15, 0, 1.41421, -5.16782e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.27625e-17, 0, 0, 1.94585e-19, 1.03962e-18, 0, 5.12383e-15, 0, 0
0.321107, 0, 1.11401e-14, 0, 1.41421, -1.11401e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.2181e-17, 0, 0, 4.24879e-19, 2.28535e-18, 0, 1.10452e-14, 0, 0
0.328962, 0, 2.36781e-14, 0, 1.41421, -2.36781e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.95926e-16, 0, 0, 9.15369e-19, 4.95438e-18, 0, 2.34763e-14, 0, 0
0.336818, 0, 4.96308e-14, 0, 1.41421, -4.96308e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.10671e-16, 0, 0, 1.9463e-18, 1.05947e-17, 0, 4.92076e-14, 0, 0
0.344673, 0, 1.02607e-13, 0, 1.41421, -1.02607e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.49013e-16, 0, 0, 4.08523e-18, 2.23535e-17, 0, 1.01731e-13, 0, 0
0.352529, 0, 2.09259e-13, 0, 1.41421, -2.09259e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.73149e-15, 0, 0, 8.46711e-18, 4.65437e-17, 0, 2.07473e-13, 0, 0
0.360384, 0, 4.21054e-13, 0, 1.41421, -4.21054e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.48396e-15, 0, 0, 1.73339e-17, 9.56597e-17, 0, 4.17457e-13, 0, 0
0.368239, 0, 8.3597e-13, 0, 1.41421, -8.3597e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.9172e-15, 0, 0, 3.50623e-17, 1.94108e-16, 0, 8.28824e-13, 0, 0
0.376095, 0, 1.63793e-12, 1.12104e-44, 1.41421, -1.63793e-12, 1.12104e-44, 0, 1.12104e-44, 1.12104e-44, 1.12104e-44, 1.12104e-44, 1.12104e-44, 1.12104e-44, 1.12104e-44, 1.12104e-44, 1.12104e-44, 1.12104e-44, 1.12104e-44, 1.35533e-14, 1.12104e-44, 1.12104e-44, 7.01025e-17, 3.88973e-16, 1.12104e-44, 1.62392e-12, 1.12104e-44, 1.12104e-44
0.38395, 0, 3.1674e-12, 2.38221e-43, 1.41421, -3.1674e-12, 2.38221e-43, 0, 2.38221e-43, 2.38221e-43, 2.38221e-43, 2.38221e-43, 2.38221e-43, 2.38221e-43, 2.38221e-43, 2.38221e-43, 2.38221e-43, 2.38221e-43, 2.38221e-43, 2.62101e-14, 2.38221e-43, 2.38221e-43, 1.38599e-16, 7.69938e-16, 2.38221e-43, 3.14028e-12, 2.38221e-43, 2.38221e-43
0.391805, 0, 6.04586e-12, 3.59713e-42, 1.41421, -6.04586e-12, 3.59713e-42, 0, 3.59713e-42, 3.59713e-42, 3.59713e-42, 3.59713e-42, 3.59713e-42, 3.59713e-42, 3.59713e-42, 3.59713e-42, 3.59713e-42, 3.59713e-42, 3.59713e-42, 5.00325e-14, 3.59713e-42, 3.59713e-42, 2.71109e-16, 1.5058e-15, 3.59713e-42, 5.99405e-12, 3.59713e-42, 3.59713e-42
0.399661, 0, 1.13921e-11, 4.93397e-41, 1.41421, -1.13921e-11, 4.93397e-41, 0, 4.93397e-41, 4.93397e-41, 4.93397e-41, 4.93397e-41, 4.93397e-41, 4.93397e-41, 4.93397e-41, 4.93397e-41, 4.93397e-41, 4.93397e-41, 4.93397e-41, 9.4285e-14, 4.93397e-41, 4.93397e-41, 5.24972e-16, 2.9106e-15, 4.93397e-41, 1.12944e-11, 4.93397e-41, 4.93397e-41
0.407516, 0, 2.11927e-11, 6.08028e-40, 1.41421, -2.11927e-11, 6.08028e-40, 0, 6.08028e-40, 6.08028e-40, 6.08028e-40, 6.08028e-40, 6.08028e-40, 6.08028e-40, 6.08028e-40, 6.08028e-40, 6.08028e-40, 6.08028e-40, 6.08028e-40, 1.75424e-13, 6.08028e-40, 6.08028e-40, 1.00702e-15, 5.56222e-15, 6.08028e-40, 2.10107e-11, 6.08028e-40, 6.08028e-40
0.415372, 0, 3.89262e-11, 6.76124e-39, 1.41421, -3.89262e-11, 6.76124e-39, 0, 6.76124e-39, 6.76124e-39, 6.76124e-39, 6.76124e-39, 6.76124e-39, 6.76124e-39, 6.76124e-39, 6.76124e-39, 6.76124e-39, 6.76124e-39, 6.76124e-39, 3.22284e-13, 6.76124e-39, 6.76124e-39, 1.91507e-15, 1.05132e-14, 6.76124e-39, 3.85915e-11, 6.76124e-39, 6.76124e-39
0.423227, 0, 7.06016e-11, 6.81341e-38, 1.41421, -7.06016e-11, 6.81341e-38, 0, 6.81341e-38, 6.81341e-38, 6.81341e-38, 6.81341e-38, 6.81341e-38, 6.81341e-38, 6.81341e-38, 6.81341e-38, 6.81341e-38, 6.81341e-38, 6.81341e-38, 5.8471e-13, 6.81341e-38, 6.81341e-38, 3.61384e-15, 1.96629e-14, 6.81341e-38, 6.99936e-11, 6.81341e-38, 6.81341e-38
0.431082, 0, 1.26457e-10, 6.2548e-37, 1.41421, -1.26457e-10, 6.2548e-37, 0, 6.2548e-37, 6.2548e-37, 6.2548e-37, 6.2548e-37, 6.2548e-37, 6.2548e-37, 6.2548e-37, 6.2548e-37, 6.2548e-37, 6.2548e-37, 6.2548e-37, 1.04772e-12, 6.2548e-37, 6.2548e-37, 6.77365e-15, 3.64105e-14, 6.2548e-37, 1.25366e-10, 6.2548e-37, 6.2548e-37
0.438938, 0, 2.23699e-10, 5.25841e-36, 1.41421, -2.23699e-10, 5.25841e-36, 0, 5.25841e-36, 5.25841e-36, 5.25841e-36, 5.25841e-36, 5.25841e-36, 5.25841e-36, 5.25841e-36, 5.25841e-36, 5.25841e-36, 5.25841e-36, 5.25841e-36, 1.85442e-12, 5.25841e-36, 5.25841e-36, 1.26245e-14, 6.67983e-14, 5.25841e-36, 2.21765e-10, 5.25841e-36, 5.25841e-36
0.446793, 0, 3.90861e-10, 4.0679e-35, 1.41421, -3.90861e-10, 4.0679e-35, 0, 4.0679e-35, 4.0679e-35, 4.0679e-35, 4.0679e-35, 4.0679e-35, 4.0679e-35, 4.0679e-35, 4.0679e-35, 4.0679e-35, 4.0679e-35, 4.0679e-35, 3.24254e-12, 4.0679e-35, 4.0679e-35, 2.34223e-14, 1.2151e-13, 4.0679e-35, 3.87474e-10, 4.0679e-35, 4.0679e-35
0.454648, 0, 6.74617e-10, 2.90922e-34, 1.41421, -6.74617e-10, 2.90922e-34, 0, 2.90922e-34, 2.90922e-34, 2.90922e-34, 2.90922e-34, 2.90922e-34, 2.90922e-34, 2.90922e-34, 2.90922e-34, 2.90922e-34, 2.90922e-34, 2.90922e-34, 5.60191e-12, 2.90922e-34, 2.90922e-34, 4.3307e-14, 2.19373e-13, 2.90922e-34, 6.68752e-10, 2.90922e-34, 2.90922e-34
0.462504, 0, 1.1503e-09, 2.03234e-33, 1.41421, -1.1503e-09, 2.03234e-33, 0, 2.03234e-33, 2.03234e-33, 2.03234e-33, 2.03234e-33, 2.03234e-33, 2.03234e-33, 2.03234e-33, 2.03234e-33, 2.03234e-33, 2.03234e-33, 2.03234e-33, 9.56378e-12, 2.03234e-33, 2.03234e-33, 7.98833e-14, 3.93518e-13, 2.03234e-33, 1.14026e-09, 2.03234e-33, 2.03234e-33
0.470359, 0, 1.93789e-09, 1.36418e-32, 1.41421, -1.93789e-09, 1.36418e-32, 0, 1.36418e-32, 1.36418e-32, 1.36418e-32, 1.36418e-32, 1.36418e-32, 1.36418e-32, 1.36418e-32, 1.36418e-32, 1.36418e-32, 1.36418e-32, 1.36418e-32, 1.61375e-11, 1.36418e-32, 1.36418e-32, 1.47133e-13, 7.02279e-13, 1.36418e-32, 1.9209e-09, 1.36418e-32, 1.36418e-32
0.478215, 0, 3.22609e-09, 1.7176e-31, 1.41421, -3.22609e-09, 1.7176e-31, 0, 1.7176e-31, 1.7176e-31, 1.7176e-31, 1.7176e-31, 1.7176e-31, 1.7176e-31, 1.7176e-31, 1.7176e-31, 1.7176e-31, 1.7176e-31, 1.7176e-31, 2.69193e-11, 1.7176e-31, 1.7176e-31, 2.71135e-13, 1.25033e-12, 1.7176e-31, 3.19764e-09, 1.7176e-31, 1.7176e-31
0.48607, 0, 5.30714e-09, 9.61042e-31, 1.41421, -5.30714e-09, 9.61042e-31, 0, 9.61042e-31, 9.61042e-31, 9.61042e-31, 9.61042e-31, 9.61042e-31, 9.61042e-31, 9.61042e-31, 9.61042e-31, 9.61042e-31, 9.61042e-31, 9.61042e-31, 4.43956e-11, 9.61042e-31, 9.61042e-31, 4.98687e-13, 2.21815e-12, 9.61042e-31, 5.26002e-09, 9.61042e-31, 9.61042e-31
0.493925, 0, 8.62893e-09, 5.05827e-30, 1.41421, -8.62893e-09, 5.05827e-30, 0, 5.05827e-30, 5.05827e-30, 5.05827e-30, 5.05827e-30, 5.05827e-30, 5.05827e-30, 5.05827e-30, 5.05827e-30, 5.05827e-30, 5.05827e-30, 5.05827e-30, 7.24091e-11, 5.05827e-30, 5.05827e-30, 9.16798e-13, 3.93224e-12, 5.05827e-30, 8.55168e-09, 5.05827e-30, 5.05827e-30
0.501781, 0, 1.38682e-08, 2.51156e-29, 1.41421, -1.38682e-08, 2.51156e-29, 0, 2.51156e-29, 2.51156e-29, 2.51156e-29, 2.51156e-29, 2.51156e-29, 2.51156e-29, 2.51156e-29, 2.51156e-29, 2.51156e-29, 2.51156e-29, 2.51156e-29, 1.16821e-10, 2.51156e-29, 2.51156e-29, 1.68412e-12, 6.97565e-12, 2.51156e-29, 1.37427e-08, 2.51156e-29, 2.51156e-29
0.509636, 0, 2.20348e-08, 1.18008e-28, 1.41421, -2.20348e-08, 1.18008e-28, 0, 1.18008e-28, 1.18008e-28, 1.18008e-28, 1.18008e-28, 1.18008e-28, 1.18008e-28, 1.18008e-28, 1.18008e-28, 1.18008e-28, 1.18008e-28, 1.18008e-28, 1.86482e-10, 1.18008e-28, 1.18008e-28, 3.08925e-12, 1.23978e-11, 1.18008e-28, 2.18328e-08, 1.18008e-28, 1.18008e-28
0.517491, 0, 3.46165e-08, 5.26223e-28, 1.41421, -3.46165e-08, 5.26223e-28, 0, 5.26223e-28, 5.26223e-28, 5.26223e-28, 5.26223e-28, 5.26223e-28, 5.26223e-28, 5.26223e-28, 5.26223e-28, 5.26223e-28, 5.26223e-28, 5.26223e-28, 2.94614e-10, 5.26223e-28, 5.26223e-28, 5.65341e-12, 2.20934e-11, 5.26223e-28, 3.42941e-08, 5.26223e-28, 5.26223e-28
0.525347, 0, 5.37787e-08, 2.2335e-27, 1.41421, -5.37787e-08, 2.2335e-27, 0, 2.2335e-27, 2.2335e-27, 2.2335e-27, 2.2335e-27, 2.2335e-27, 2.2335e-27, 2.2335e-27, 2.2335e-27, 2.2335e-27, 2.2335e-27, 2.2335e-27, 4.60779e-10, 2.2335e-27, 2.2335e-27, 1.03106e-11, 3.94894e-11, 2.2335e-27, 5.32681e-08, 2.2335e-27, 2.2335e-27
0.533202, 0, 8.26334e-08, 9.04756e-27, 1.41421, -8.26334e-08, 9.04756e-27, 0, 9.04756e-27, 9.04756e-27, 9.04756e-27, 9.04756e-27, 9.04756e-27, 9.04756e-27, 9.04756e-27, 9.04756e-27, 9.04756e-27, 9.04756e-27, 9.04756e-27, 7.13634e-10, 9.04756e-27, 9.04756e-27, 1.87184e-11, 7.07772e-11, 9.04756e-27, 8.18303e-08, 9.04756e-27, 9.04756e-27
0.541058, 0, 1.25601e-07, 3.50696e-26, 1.41421, -1.25601e-07, 3.50696e-26, 0, 3.50696e-26, 3.50696e-26, 3.50696e-26, 3.50696e-26, 3.50696e-26, 3.50696e-26, 3.50696e-26, 1.65166e-13, 3.50696e-26, 3.50696e-26, 3.50696e-26, 1.09478e-09, 3.50696e-26, 3.50696e-26, 3.37879e-11, 1.27106e-10, 3.50696e-26, 1.24345e-07, 3.50696e-26, 3.50696e-26
0.548913, 0, 1.88884e-07, 1.30425e-25, 1.41421, -1.88884e-07, 1.30425e-25, 0, 1.30425e-25, 1.30425e-25, 1.30425e-25, 1.30425e-25, 1.30425e-25, 1.30425e-25, 1.30425e-25, 6.71015e-13, 1.30425e-25, 1.30425e-25, 1.30425e-25, 1.66405e-09, 1.30425e-25, 1.30425e-25, 6.05737e-11, 2.28425e-10, 1.30425e-25, 1.8693e-07, 1.30425e-25, 1.30425e-25
0.556768, 0, 2.82544e-07, 4.69667e-25, 1.41421, -2.82544e-07, 1.18014e-12, 0, 1.59887e-14, 1.07846e-13, 8.20326e-14, 2.60292e-13, 9.15968e-14, 4.15857e-13, 7.26295e-14, 9.9114e-12, 6.26013e-12, 7.71337e-12, 1.38817e-09, 2.5068e-09, 9.13421e-13, 2.76738e-14, 1.07749e-10, 4.10146e-10, 1.6612e-15, 2.7809e-07, 4.69667e-25, 1.39791e-11
0.564624, 0, 4.2036e-07, 4.7344e-10, 1.41421, -4.2036e-07, 4.78207e-10, 4.7344e-10, 4.73505e-10, 4.73876e-10, 4.73772e-10, 4.74492e-10, 4.7381e-10, 4.7512e-10, 4.73734e-10, 5.11085e-10, 4.98727e-10, 5.04597e-10, 6.08075e-09, 4.21697e-09, 4.7713e-10, 4.73552e-10, 6.63473e-10, 1.20789e-09, 4.73447e-10, 4.09921e-07, 4.7344e-10, 5.29907e-10
0.572479, 0, 6.24264e-07, 1.90064e-09, 1.41421, -6.24264e-07, 1.91582e-09, 1.90064e-09, 1.90085e-09, 1.90203e-09, 1.9017e-09, 1.90399e-09, 1.90182e-09, 1.90599e-09, 1.90158e-09, 2.01794e-09, 1.98117e-09, 1.99986e-09, 1.97566e-08, 7.44368e-09, 1.91239e-09, 1.901e-09, 2.23269e-09, 3.20983e-09, 1.90066e-09, 5.98706e-07, 1.90064e-09, 2.08045e-09
0.580334, 0, 9.32067e-07, 6.02795e-09, 1.41421, -9.32067e-07, 6.07216e-09, 6.02795e-09, 6.02855e-09, 6.03199e-09, 6.03102e-09, 6.0377e-09, 6.03138e-09, 6.04353e-09, 6.03067e-09, 6.36514e-09, 6.26247e-09, 6.31691e-09, 5.80326e-08, 1.41675e-08, 6.06217e-09, 6.02899e-09, 6.60247e-09, 8.34676e-09, 6.02801e-09, 8.67526e-07, 6.02795e-09, 6.55165e-09
0.58819, 0, 1.41422e-06, 1.75005e-08, 1.41421, -1.41422e-06, 1.76226e-08, 1.75005e-08, 1.75021e-08, 1.75117e-08, 1.7509e-08, 1.75274e-08, 1.751e-08, 1.75435e-08, 1.7508e-08, 1.84222e-08, 1.81481e-08, 1.82984e-08, 1.61104e-07, 2.93556e-08, 1.7595e-08, 1.75034e-08, 1.84844e-08, 2.15749e-08, 1.75007e-08, 1.24956e-06, 1.75005e-08, 1.89466e-08
0.596045, 0, 2.21205e-06, 4.81917e-08, 1.41421, -2.21205e-06, 4.85149e-08, 4.81917e-08, 4.8196e-08, 4.82212e-08, 4.82141e-08, 4.82629e-08, 4.82167e-08, 4.83055e-08, 4.82115e-08, 5.06101e-08, 4.99062e-08, 5.03042e-08, 4.28378e-07, 6.53201e-08, 4.84418e-08, 4.81992e-08, 4.98593e-08, 5.52854e-08, 4.81921e-08, 1.79503e-06, 4.81917e-08, 5.20202e-08
0.603901, 0, 3.62135e-06, 1.27264e-07, 1.41421, -3.62135e-06, 1.28088e-07, 1.27264e-07, 1.27275e-07, 1.27339e-07, 1.27321e-07, 1.27446e-07, 1.27328e-07, 1.27554e-07, 1.27315e-07, 1.33533e-07, 1.31633e-07, 1.32647e-07, 1.09605e-06, 1.51816e-07, 1.27901e-07, 1.27283e-07, 1.30061e-07, 1.39493e-07, 1.27265e-07, 2.585e-06, 1.27264e-07, 1.3702e-07
0.611756, 0, 6.26912e-06, 3.23524e-07, 1.41421, -6.26912e-06, 3.25547e-07, 3.23524e-07, 3.23551e-07, 3.23709e-07, 3.23665e-07, 3.2397e-07, 3.23681e-07, 3.24237e-07, 3.23649e-07, 3.39055e-07, 3.34256e-07, 3.36748e-07, 2.70337e-06, 3.58442e-07, 3.2509e-07, 3.23572e-07, 3.28166e-07, 3.44355e-07, 3.23527e-07, 3.75999e-06, 3.23524e-07, 3.4749e-07
0.619611, 0, 1.14758e-05, 7.92913e-07, 1.41421, -1.14758e-05, 7.97708e-07, 7.92913e-07, 7.92978e-07, 7.93351e-07, 7.93246e-07, 7.9397e-07, 7.93285e-07, 7.94602e-07, 7.93208e-07, 8.32027e-07, 8.18347e-07, 8.24252e-07, 6.43296e-06, 8.42192e-07, 7.96624e-07, 7.93025e-07, 8.00536e-07, 8.27974e-07, 7.92919e-07, 5.57824e-06, 7.92913e-07, 8.49709e-07
0.627467, 0, 2.19557e-05, 1.87496e-06, 1.41421, -2.19557e-05, 1.88592e-06, 1.87496e-06, 1.8751e-06, 1.87596e-06, 1.87572e-06, 1.87738e-06, 1.87581e-06, 1.87882e-06, 1.87563e-06, 1.9686e-06, 1.93314e-06, 1.94664e-06, 1.47766e-05, 1.94398e-06, 1.88345e-06, 1.87521e-06, 1.88735e-06, 1.93325e-06, 1.87497e-06, 8.5314e-06, 1.87496e-06, 2.00488e-06
0.635322, 0, 4.31297e-05, 4.27958e-06, 1.41421, -4.31297e-05, 4.3038e-06, 4.27958e-06, 4.2799e-06, 4.28179e-06, 4.28126e-06, 4.28492e-06, 4.28146e-06, 4.28811e-06, 4.28107e-06, 4.49599e-06, 4.40809e-06, 4.43792e-06, 3.27765e-05, 4.37557e-06, 4.29833e-06, 4.28014e-06, 4.29954e-06, 4.37532e-06, 4.27961e-06, 1.35658e-05, 4.27958e-06, 4.56654e-06
