   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_28.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
2.44206, 3.43635, 3.16016, 1.66821, 2.3316, 0.27619, 1.66997, 0, 1.66822, 1.66827, 1.66825, 1.66833, 1.66825, 1.66838, 1.66823, 1.75853, 2.36605, 1.66821, 1.66821, 1.66821, 1.66821, 1.66821, 1.66821, 1.66821, 1.66821, 2.33075, 1.66821, 1.70724
2.44991, 4.99514, 3.13146, 1.69679, 2.64483, 1.86368, 1.69862, 0, 1.6968, 1.69685, 1.69683, 1.69691, 1.69683, 1.69695, 1.69681, 1.81238, 2.34809, 1.69679, 1.69679, 1.69679, 1.69679, 1.69679, 1.69679, 1.69679, 1.69679, 2.32191, 1.69679, 1.73714
2.45777, 1.56126, 3.13819, 1.72551, 1.88713, -1.57693, 1.72742, 0, 1.72552, 1.72557, 1.72555, 1.72563, 1.72554, 1.72567, 1.72553, 1.8803, 2.34595, 1.72551, 1.72551, 1.72551, 1.72551, 1.72551, 1.72551, 1.72551, 1.72551, 2.31886, 1.72551, 1.76721
2.46562, 1.56615, 3.17967, 1.75437, 1.88843, -1.61352, 1.75636, 0, 1.75438, 1.75443, 1.75441, 1.75449, 1.75441, 1.75454, 1.75439, 1.96884, 2.35159, 1.75437, 1.75437, 1.75437, 1.75437, 1.75437, 1.75437, 1.75437, 1.75437, 2.32245, 1.75437, 1.79743
2.47348, 1.42906, 3.259, 1.78338, 1.85177, -1.82994, 1.78545, 0, 1.78339, 1.78344, 1.78342, 1.7835, 1.78341, 1.78354, 1.7834, 2.08674, 2.35888, 1.78338, 1.78338, 1.78338, 1.78338, 1.78338, 1.78338, 1.78338, 1.78338, 2.33314, 1.78338, 1.82782
2.48134, 5.85088, 3.38357, 1.81252, 2.80194, 2.46731, 1.81468, 0, 1.81253, 1.81258, 1.81256, 1.81264, 1.81256, 1.81269, 1.81255, 2.24519, 2.36359, 1.81252, 1.81252, 1.81252, 1.81252, 1.81252, 1.81252, 1.81252, 1.81252, 2.35137, 1.81252, 1.85836
2.48919, 7.56851, 3.56545, 1.84181, 3.0933, 4.00306, 1.84406, 0, 1.84182, 1.84187, 1.84185, 1.84193, 1.84185, 1.84198, 1.84183, 2.45791, 2.36331, 1.84181, 1.84181, 1.84181, 1.84181, 1.84181, 1.84181, 1.84181, 1.84181, 2.37789, 1.84181, 1.88906
2.49705, 3.99517, 3.8214, 1.87124, 2.4485, 0.173766, 1.87357, 0, 1.87125, 1.8713, 1.87128, 1.87136, 1.87128, 1.87141, 1.87126, 2.74091, 2.35717, 1.87124, 1.87124, 1.87124, 1.87124, 1.87124, 1.87124, 1.87124, 1.87124, 2.41432, 1.87124, 1.91991
2.5049, 4.99527, 4.17251, 1.9008, 2.64486, 0.822751, 1.90322, 0, 1.90081, 1.90086, 1.90084, 1.90092, 1.90084, 1.90097, 1.90083, 3.11182, 2.34556, 1.9008, 1.9008, 1.9008, 1.9008, 1.9008, 1.9008, 1.9008, 1.9008, 2.46373, 1.9008, 1.95091
2.51276, 4.82909, 4.64342, 1.9305, 2.61325, 0.185672, 1.93301, 0, 1.93051, 1.93056, 1.93054, 1.93062, 1.93054, 1.93068, 1.93053, 3.58866, 2.32972, 1.9305, 1.9305, 1.9305, 1.9305, 1.9305, 1.9305, 1.9305, 1.9305, 2.53149, 1.9305, 1.98207
2.52061, 6.47762, 5.26111, 1.96033, 2.91164, 1.21651, 1.96294, 0, 1.96035, 1.9604, 1.96038, 1.96046, 1.96037, 1.96051, 1.96036, 4.18806, 2.31143, 1.96033, 1.96033, 1.96033, 1.96033, 1.96033, 1.96033, 1.96033, 1.96034, 2.62618, 1.96033, 2.01337
2.52847, 10.7398, 6.05347, 1.9903, 3.56929, 4.68637, 1.99299, 0, 1.99031, 1.99036, 1.99034, 1.99042, 1.99034, 1.99048, 1.99033, 4.92306, 2.29264, 1.9903, 1.9903, 1.9903, 1.9903, 1.9903, 1.9903, 1.9903, 1.9903, 2.76065, 1.9903, 2.04482
2.53632, 9.98291, 7.04741, 2.02039, 3.46163, 2.9355, 2.02318, 0, 2.0204, 2.02045, 2.02043, 2.02051, 2.02043, 2.02058, 2.02042, 5.80042, 2.27525, 2.02039, 2.02039, 2.02039, 2.02039, 2.02039, 2.02039, 2.02039, 2.02039, 2.9532, 2.02039, 2.07641
2.54418, 9.98305, 8.26717, 2.0506, 3.46165, 1.71587, 2.05348, 0, 2.05061, 2.05066, 2.05064, 2.05072, 2.05064, 2.0508, 2.05063, 6.81798, 2.26086, 2.0506, 2.0506, 2.0506, 2.0506, 2.0506, 2.0506, 2.0506, 2.0506, 3.22859, 2.0506, 2.10813
2.55203, 11.6031, 9.7326, 2.08092, 3.68824, 1.87053, 2.0839, 0, 2.08093, 2.08098, 2.08096, 2.08104, 2.08096, 2.08114, 2.08095, 7.96229, 2.25068, 2.08092, 2.08092, 2.08092, 2.08092, 2.08092, 2.08092, 2.08092, 2.08092, 3.61888, 2.08092, 2.13999
2.55989, 15.7783, 11.4582, 2.11136, 4.21644, 4.32014, 2.11443, 0, 2.11137, 2.11142, 2.1114, 2.11148, 2.11139, 2.1116, 2.11139, 9.20743, 2.24548, 2.11136, 2.11136, 2.11136, 2.11136, 2.11136, 2.11136, 2.11136, 2.11136, 4.16374, 2.11136, 2.17198
2.56774, 16.3684, 13.4517, 2.1419, 4.28584, 2.91671, 2.14507, 0, 2.14191, 2.14196, 2.14194, 2.14202, 2.14194, 2.14217, 2.14194, 10.5142, 2.2456, 2.1419, 2.1419, 2.1419, 2.1419, 2.1419, 2.1419, 2.1419, 2.1419, 4.90975, 2.1419, 2.20412
2.5756, 14.3643, 15.714, 2.17254, 4.04528, -1.34965, 2.17582, 0, 2.17255, 2.1726, 2.17258, 2.17266, 2.17258, 2.17285, 2.17258, 11.8316, 2.25101, 2.17254, 2.17254, 2.17254, 2.17254, 2.17254, 2.17254, 2.17254, 2.17254, 5.90869, 2.17254, 2.23641
2.58346, 16.1967, 18.2385, 2.20328, 4.26576, -2.04174, 2.20665, 0, 2.20329, 2.20334, 2.20332, 2.2034, 2.20332, 2.20364, 2.20332, 13.0997, 2.26139, 2.20328, 2.20328, 2.20328, 2.20328, 2.20328, 2.20328, 2.20328, 2.20328, 7.21422, 2.20328, 2.26889
2.59131, 20.5526, 21.0112, 2.2341, 4.74896, -0.458542, 2.23758, 0, 2.23411, 2.23416, 2.23415, 2.23423, 2.23414, 2.23453, 2.23415, 14.2542, 2.27623, 2.2341, 2.2341, 2.2341, 2.2341, 2.2341, 2.2341, 2.2341, 2.23411, 8.87718, 2.2341, 2.30163
2.59917, 25.7038, 24.0095, 2.26501, 5.26344, 1.69426, 2.2686, 0, 2.26503, 2.26508, 2.26506, 2.26514, 2.26505, 2.26553, 2.26506, 15.2314, 2.29491, 2.26501, 2.26501, 2.26501, 2.26501, 2.26501, 2.26501, 2.26501, 2.26502, 10.9391, 2.26501, 2.33478
2.60702, 30.4024, 27.2011, 2.29601, 5.69231, 3.20129, 2.2997, 0, 2.29602, 2.29607, 2.29605, 2.29613, 2.29605, 2.29664, 2.29606, 15.9745, 2.31677, 2.29601, 2.29601, 2.29601, 2.29601, 2.29601, 2.29601, 2.29601, 2.29601, 13.4246, 2.29601, 2.3686
2.61488, 27.6638, 30.5422, 2.32707, 5.44645, -2.87839, 2.33087, 0, 2.32708, 2.32713, 2.32712, 2.3272, 2.32711, 2.32787, 2.32713, 16.4393, 2.34119, 2.32707, 2.32707, 2.32707, 2.32707, 2.32707, 2.32707, 2.32707, 2.32708, 16.3344, 2.32707, 2.40353
2.62273, 36.0958, 33.975, 2.35821, 6.17218, 2.12082, 2.36211, 0, 2.35822, 2.35827, 2.35825, 2.35833, 2.35825, 2.35921, 2.35827, 16.5988, 2.36761, 2.35821, 2.35821, 2.35821, 2.35821, 2.35821, 2.35821, 2.35821, 2.35821, 19.6377, 2.35821, 2.44033
2.63059, 44.7024, 37.426, 2.38941, 6.83391, 7.2764, 2.39342, 0, 2.38942, 2.38947, 2.38945, 2.38953, 2.38945, 2.39067, 2.38947, 16.4455, 2.39554, 2.38941, 2.38941, 2.38941, 2.38941, 2.38941, 2.38941, 2.38941, 2.38941, 23.2673, 2.38941, 2.48027
2.63844, 36.421, 40.8047, 2.42067, 6.19847, -4.38368, 2.42479, 0, 2.42068, 2.42073, 2.42072, 2.4208, 2.42071, 2.42228, 2.42074, 15.9929, 2.42459, 2.42067, 2.42067, 2.42067, 2.42067, 2.42067, 2.42067, 2.42067, 2.42068, 27.1178, 2.42067, 2.52538
2.6463, 39.9439, 44.0052, 2.45199, 6.47641, -4.0613, 2.45622, 0, 2.452, 2.45205, 2.45203, 2.45211, 2.45203, 2.45404, 2.45206, 15.2734, 2.45444, 2.45199, 2.45199, 2.45199, 2.45199, 2.45199, 2.45199, 2.45199, 2.45199, 31.0479, 2.45199, 2.57877
2.65415, 34.1977, 46.9102, 2.48336, 6.01646, -12.7124, 2.4877, 0, 2.48337, 2.48342, 2.4834, 2.48348, 2.4834, 2.48596, 2.48343, 14.3352, 2.48485, 2.48336, 2.48336, 2.48336, 2.48336, 2.48336, 2.48336, 2.48336, 2.48336, 34.8877, 2.48336, 2.64515
2.66201, 45.0628, 49.3975, 2.51477, 6.86024, -4.33463, 2.51922, 0, 2.51478, 2.51483, 2.51481, 2.51489, 2.51481, 2.51806, 2.51484, 13.237, 2.51567, 2.51477, 2.51477, 2.51477, 2.51477, 2.51477, 2.51477, 2.51477, 2.51477, 38.4496, 2.51477, 2.73137
2.66986, 48.3113, 51.3502, 2.54622, 7.09304, -3.03896, 2.55078, 0, 2.54623, 2.54628, 2.54626, 2.54634, 2.54626, 2.55034, 2.54629, 12.0426, 2.54674, 2.54622, 2.54622, 2.54622, 2.54622, 2.54622, 2.54622, 2.54622, 2.54622, 41.5435, 2.54622, 2.84705
2.67772, 58.5732, 52.6691, 2.5777, 7.78288, 5.90411, 2.58238, 0, 2.57771, 2.57776, 2.57774, 2.57782, 2.57774, 2.58282, 2.57778, 10.8151, 2.578, 2.5777, 2.5777, 2.5777, 2.5777, 2.5777, 2.5777, 2.5777, 2.5777, 43.9937, 2.5777, 3.00529
2.68558, 46.217, 53.2843, 2.60921, 6.94385, -7.06731, 2.61401, 0, 2.60922, 2.60927, 2.60925, 2.60933, 2.60925, 2.61548, 2.60929, 9.61206, 2.60938, 2.60921, 2.60921, 2.60921, 2.60921, 2.60921, 2.60921, 2.60921, 2.60921, 45.6558, 2.60921, 3.22323
2.69343, 56.2215, 53.1668, 2.64074, 7.6303, 3.0547, 2.64566, 0, 2.64075, 2.6408, 2.64078, 2.64086, 2.64078, 2.64832, 2.64082, 8.48197, 2.64083, 2.64074, 2.64074, 2.64074, 2.64074, 2.64074, 2.64074, 2.64074, 2.64074, 46.4309, 2.64074, 3.52243
2.70129, 51.3102, 52.3359, 2.67228, 7.30138, -1.02575, 2.67733, 0, 2.67229, 2.67234, 2.67232, 2.6724, 2.67232, 2.68129, 2.67237, 7.46161, 2.67233, 2.67228, 2.67228, 2.67228, 2.67228, 2.67228, 2.67228, 2.67228, 2.67228, 46.2755, 2.67228, 3.92889
2.70914, 39.1654, 50.8627, 2.70381, 6.41603, -11.6973, 2.70901, 0, 2.70383, 2.70388, 2.70386, 2.70394, 2.70385, 2.71435, 2.70391, 6.5755, 2.70384, 2.70381, 2.70381, 2.70381, 2.70381, 2.70381, 2.70381, 2.70381, 2.70382, 45.2064, 2.70381, 4.47234
2.717, 49.923, 48.8661, 2.73535, 7.20577, 1.05692, 2.74071, 0, 2.73536, 2.73541, 2.73539, 2.73547, 2.73539, 2.74744, 2.73544, 5.8362, 2.73536, 2.73535, 2.73535, 2.73535, 2.73535, 2.73535, 2.73535, 2.73535, 2.73535, 43.2979, 2.73535, 5.18492
2.72485, 62.3905, 46.5049, 2.76685, 8.02437, 15.8856, 2.77243, 0, 2.76687, 2.76692, 2.7669, 2.76698, 2.76689, 2.78048, 2.76696, 5.24595, 2.76686, 2.76685, 2.76685, 2.76685, 2.76685, 2.76685, 2.76685, 2.76685, 2.76686, 40.6743, 2.76685, 6.09874
2.73271, 58.9692, 43.9629, 2.79833, 7.80828, 15.0063, 2.8042, 0, 2.79835, 2.79839, 2.79838, 2.79846, 2.79837, 2.81341, 2.79844, 4.79848, 2.79834, 2.79833, 2.79833, 2.79833, 2.79833, 2.79833, 2.79833, 2.79833, 2.79834, 37.497, 2.79833, 7.24271
2.74056, 40.6873, 41.4318, 2.82977, 6.53355, -0.744495, 2.83606, 0, 2.82978, 2.82983, 2.82981, 2.82989, 2.82981, 2.84612, 2.82988, 4.4813, 2.82977, 2.82977, 2.82977, 2.82977, 2.82977, 2.82977, 2.82977, 2.82977, 2.82977, 33.9488, 2.82977, 8.63824
2.74842, 48.8034, 39.0922, 2.86114, 7.12765, 9.7112, 2.86809, 0, 2.86116, 2.86121, 2.86119, 2.86127, 2.86118, 2.87855, 2.86126, 4.27776, 2.86115, 2.86114, 2.86114, 2.86114, 2.86114, 2.86114, 2.86114, 2.86114, 2.86115, 30.2171, 2.86114, 10.2949
2.75627, 41.3649, 37.0956, 2.89245, 6.5852, 4.26929, 2.90043, 0, 2.89246, 2.89251, 2.89249, 2.89257, 2.89249, 2.91061, 2.89257, 4.16894, 2.89245, 2.89245, 2.89245, 2.89245, 2.89245, 2.89245, 2.89245, 2.89245, 2.89245, 26.4794, 2.89245, 12.2057
2.76413, 39.9513, 35.5503, 2.92368, 6.47698, 4.40099, 2.93331, 0, 2.92369, 2.92374, 2.92372, 2.9238, 2.92372, 2.94225, 2.9238, 4.13509, 2.92368, 2.92368, 2.92368, 2.92368, 2.92368, 2.92368, 2.92368, 2.92368, 2.92368, 22.8908, 2.92368, 14.3432
2.77198, 39.9517, 34.5112, 2.95482, 6.47701, 5.44044, 2.96705, 0, 2.95483, 2.95488, 2.95486, 2.95494, 2.95486, 2.97343, 2.95495, 4.15677, 2.95482, 2.95482, 2.95482, 2.95482, 2.95482, 2.95482, 2.95482, 2.95482, 2.95482, 19.5756, 2.95482, 16.6572
2.77984, 39.6228, 33.9772, 2.98587, 6.45157, 5.64558, 3.00217, 0, 2.98588, 2.98593, 2.98591, 2.98599, 2.98591, 3.00415, 2.986, 4.21569, 2.98587, 2.98587, 2.98587, 2.98587, 2.98587, 2.98587, 2.98587, 2.98587, 2.98587, 16.6232, 2.98587, 19.0751
2.78769, 44.2788, 33.894, 3.01681, 6.80285, 10.3848, 3.03938, 0, 3.01682, 3.01687, 3.01685, 3.01693, 3.01685, 3.03442, 3.01694, 4.29526, 3.01681, 3.01681, 3.01681, 3.01681, 3.01681, 3.01681, 3.01681, 3.01681, 3.01681, 14.0886, 3.01681, 21.5031
2.79555, 48.2936, 34.1627, 3.04765, 7.0918, 14.1309, 3.07966, 0, 3.04766, 3.04771, 3.04769, 3.04777, 3.04769, 3.06428, 3.04779, 4.38101, 3.04765, 3.04765, 3.04765, 3.04765, 3.04765, 3.04765, 3.04765, 3.04765, 3.04765, 11.9952, 3.04765, 23.8328
2.80341, 37.3013, 34.6541, 3.07837, 6.26907, 2.64711, 3.1243, 0, 3.07839, 3.07843, 3.07842, 3.0785, 3.07841, 3.09377, 3.07852, 4.46095, 3.07837, 3.07837, 3.07837, 3.07837, 3.07837, 3.07837, 3.07837, 3.07837, 3.07838, 10.3404, 3.07837, 25.9478
2.81126, 31.2862, 35.2242, 3.10898, 5.76942, -3.93795, 3.17495, 0, 3.10899, 3.10904, 3.10903, 3.10911, 3.10902, 3.12295, 3.10913, 4.52571, 3.10898, 3.10898, 3.10898, 3.10898, 3.10898, 3.10898, 3.10898, 3.10898, 3.10898, 9.10192, 3.10898, 27.7341
2.81912, 32.9907, 35.7309, 3.13945, 5.91529, -2.74022, 3.23359, 0, 3.13947, 3.13952, 3.1395, 3.13958, 3.13949, 3.15189, 3.13961, 4.56872, 3.13945, 3.13945, 3.13945, 3.13945, 3.13945, 3.13945, 3.13945, 3.13945, 3.13946, 8.24396, 3.13945, 29.0901
2.82697, 31.9279, 36.0499, 3.16976, 5.82476, -4.12198, 3.30253, 0, 3.16977, 3.16982, 3.1698, 3.16988, 3.1698, 3.18061, 3.16992, 4.58618, 3.16976, 3.16976, 3.16976, 3.16976, 3.16976, 3.16976, 3.16976, 3.16976, 3.16976, 7.72299, 3.16976, 29.9362
2.83483, 27.7317, 36.0862, 3.19985, 5.45268, -8.35441, 3.38428, 0, 3.19986, 3.19991, 3.19989, 3.19997, 3.19989, 3.20913, 3.20001, 4.57688, 3.19985, 3.19985, 3.19985, 3.19985, 3.19985, 3.19985, 3.19985, 3.19985, 3.19985, 7.49197, 3.19985, 30.2228
2.84268, 35.5022, 35.7818, 3.22963, 6.12391, -0.279594, 3.48141, 0, 3.22964, 3.22969, 3.22967, 3.22975, 3.22967, 3.23743, 3.2298, 4.54199, 3.22963, 3.22963, 3.22963, 3.22963, 3.22963, 3.22963, 3.22963, 3.22963, 3.22963, 7.5034, 3.22963, 29.9357
2.85054, 34.6428, 35.1183, 3.25898, 6.05333, -0.475449, 3.59628, 0, 3.259, 3.25905, 3.25903, 3.25911, 3.25902, 3.26541, 3.25916, 4.48455, 3.25898, 3.25898, 3.25898, 3.25898, 3.25898, 3.25898, 3.25898, 3.25898, 3.25899, 7.71113, 3.25898, 29.0964
2.85839, 35.1609, 34.114, 3.28772, 6.09598, 1.04695, 3.73073, 0, 3.28773, 3.28778, 3.28776, 3.28784, 3.28776, 3.29292, 3.2879, 4.40898, 3.28772, 3.28772, 3.28772, 3.28772, 3.28772, 3.28772, 3.28772, 3.28772, 3.28772, 8.07127, 3.28772, 27.7605
2.86625, 22.6828, 32.8181, 3.31558, 4.96818, -10.1353, 3.88569, 0, 3.3156, 3.31565, 3.31563, 3.31571, 3.31562, 3.31972, 3.31577, 4.32048, 3.31558, 3.31558, 3.31558, 3.31558, 3.31558, 3.31558, 3.31558, 3.31558, 3.31559, 8.5425, 3.31558, 26.0115
2.8741, 34.1148, 31.3005, 3.34223, 6.00956, 2.81429, 4.06084, 0, 3.34225, 3.34229, 3.34228, 3.34236, 3.34227, 3.34547, 3.34242, 4.22445, 3.34223, 3.34223, 3.34223, 3.34223, 3.34223, 3.34223, 3.34223, 3.34223, 3.34224, 9.08619, 3.34223, 23.952
2.88196, 30.6633, 29.6424, 3.36723, 5.71518, 1.02095, 4.25425, 0, 3.36724, 3.36729, 3.36727, 3.36735, 3.36727, 3.36972, 3.36742, 4.12595, 3.36723, 3.36723, 3.36723, 3.36723, 3.36723, 3.36723, 3.36723, 3.36723, 3.36723, 9.66654, 3.36723, 21.6944
2.88981, 29.9685, 27.925, 3.39004, 5.65407, 2.04346, 4.46208, 0, 3.39005, 3.3901, 3.39008, 3.39016, 3.39008, 3.39194, 3.39024, 4.02926, 3.39004, 3.39004, 3.39004, 3.39004, 3.39004, 3.39004, 3.39004, 3.39004, 3.39004, 10.251, 3.39004, 19.3504
2.89767, 23.267, 26.2218, 3.41002, 5.02663, -2.95474, 4.67856, 0, 3.41003, 3.41008, 3.41006, 3.41014, 3.41006, 3.41145, 3.41022, 3.93764, 3.41002, 3.41002, 3.41002, 3.41002, 3.41002, 3.41002, 3.41002, 3.41002, 3.41002, 10.8106, 3.41002, 17.0232
2.90553, 32.3738, 24.5916, 3.42645, 5.86292, 7.78219, 4.89606, 0, 3.42646, 3.42651, 3.42649, 3.42657, 3.42649, 3.42751, 3.42666, 3.85313, 3.42645, 3.42645, 3.42645, 3.42645, 3.42645, 3.42645, 3.42645, 3.42645, 3.42645, 11.3209, 3.42645, 14.7993
2.91338, 21.3232, 23.0757, 3.43853, 4.82941, -1.75249, 5.10546, 0, 3.43854, 3.43859, 3.43857, 3.43865, 3.43857, 3.43933, 3.43874, 3.77663, 3.43853, 3.43853, 3.43853, 3.43853, 3.43853, 3.43853, 3.43853, 3.43853, 3.43853, 11.7624, 3.43853, 12.7455
2.92124, 31.2019, 21.6971, 3.44546, 5.76211, 9.50486, 5.29665, 0, 3.44547, 3.44552, 3.4455, 3.44558, 3.4455, 3.44606, 3.44568, 3.70798, 3.44546, 3.44546, 3.44546, 3.44546, 3.44546, 3.44546, 3.44546, 3.44546, 3.44546, 12.121, 3.44546, 10.9067
2.92909, 18.231, 20.4615, 3.44644, 4.49789, -2.23055, 5.45935, 0, 3.44645, 3.4465, 3.44648, 3.44656, 3.44648, 3.4469, 3.44667, 3.6462, 3.44644, 3.44644, 3.44644, 3.44644, 3.44644, 3.44644, 3.44644, 3.44644, 3.44644, 12.3876, 3.44644, 9.30671
2.93695, 14.9807, 19.3612, 3.44078, 4.12076, -4.38052, 5.58398, 0, 3.44079, 3.44084, 3.44082, 3.4409, 3.44082, 3.44114, 3.44101, 3.58975, 3.44078, 3.44078, 3.44078, 3.44078, 3.44078, 3.44078, 3.44078, 3.44078, 3.44078, 12.5584, 3.44078, 7.95053
2.9448, 19.6876, 18.3783, 3.42793, 4.657, 1.30934, 5.66247, 0, 3.42795, 3.42799, 3.42798, 3.42806, 3.42797, 3.42822, 3.42817, 3.53682, 3.42793, 3.42793, 3.42793, 3.42793, 3.42793, 3.42793, 3.42793, 3.42793, 3.42794, 12.6335, 3.42793, 6.82852
2.95266, 21.2737, 17.4891, 3.40758, 4.82429, 3.78465, 5.68912, 0, 3.40759, 3.40764, 3.40762, 3.4077, 3.40762, 3.40782, 3.40782, 3.48559, 3.40758, 3.40758, 3.40758, 3.40758, 3.40758, 3.40758, 3.40758, 3.40758, 3.40758, 12.616, 3.40758, 5.92036
2.96051, 20.142, 16.6679, 3.37968, 4.70553, 3.47413, 5.66114, 0, 3.37969, 3.37974, 3.37972, 3.3798, 3.37972, 3.37989, 3.37993, 3.43447, 3.37968, 3.37968, 3.37968, 3.37968, 3.37968, 3.37968, 3.37968, 3.37968, 3.37968, 12.5112, 3.37968, 5.19938
2.96837, 18.9285, 15.8897, 3.34451, 4.57477, 3.03882, 5.57897, 0, 3.34452, 3.34457, 3.34455, 3.34463, 3.34455, 3.3447, 3.34476, 3.38224, 3.34451, 3.34451, 3.34451, 3.34451, 3.34451, 3.34451, 3.34451, 3.34451, 3.34451, 12.3253, 3.34451, 4.63604
2.97622, 14.3222, 15.133, 3.3027, 4.04007, -0.810822, 5.44629, 0, 3.30272, 3.30277, 3.30275, 3.30283, 3.30274, 3.30289, 3.30296, 3.32817, 3.3027, 3.3027, 3.3027, 3.3027, 3.3027, 3.3027, 3.3027, 3.3027, 3.30271, 12.0647, 3.3027, 4.20119
2.98408, 13.2579, 14.3808, 3.25522, 3.90613, -1.12293, 5.26966, 0, 3.25523, 3.25528, 3.25526, 3.25534, 3.25526, 3.2554, 3.25549, 3.27208, 3.25522, 3.25522, 3.25522, 3.25522, 3.25522, 3.25522, 3.25522, 3.25522, 3.25522, 11.7361, 3.25522, 3.86794
2.99193, 11.6336, 13.6218, 3.20331, 3.69236, -1.98823, 5.05791, 0, 3.20332, 3.20337, 3.20335, 3.20343, 3.20335, 3.20348, 3.20358, 3.21425, 3.20331, 3.20331, 3.20331, 3.20331, 3.20331, 3.20331, 3.20331, 3.20331, 3.20331, 11.3459, 3.20331, 3.61293
2.99979, 13.2627, 12.8501, 3.14844, 3.90674, 0.412574, 4.82138, 0, 3.14845, 3.1485, 3.14848, 3.14856, 3.14847, 3.14861, 3.14871, 3.1554, 3.14844, 3.14844, 3.14844, 3.14844, 3.14844, 3.14844, 3.14844, 3.14844, 3.14844, 10.901, 3.14844, 3.41691
3.00765, 13.523, 12.0654, 3.09219, 3.93993, 1.45764, 4.57098, 0, 3.0922, 3.09225, 3.09223, 3.09231, 3.09223, 3.09237, 3.09248, 3.09654, 3.09219, 3.09219, 3.09219, 3.09219, 3.09219, 3.09219, 3.09219, 3.09219, 3.09219, 10.409, 3.09219, 3.26472
3.0155, 13.9879, 11.2722, 3.0362, 3.99849, 2.71576, 4.31741, 0, 3.03621, 3.03626, 3.03624, 3.03632, 3.03623, 3.03639, 3.03649, 3.03886, 3.0362, 3.0362, 3.0362, 3.0362, 3.0362, 3.0362, 3.0362, 3.0362, 3.0362, 9.8788, 3.0362, 3.14491
3.02336, 14.7277, 10.4785, 2.98196, 4.08995, 4.24917, 4.07029, 0, 2.98197, 2.98202, 2.982, 2.98208, 2.982, 2.98216, 2.98225, 2.98356, 2.98196, 2.98196, 2.98196, 2.98196, 2.98196, 2.98196, 2.98196, 2.98196, 2.98196, 9.32066, 2.98196, 3.04914
3.03121, 9.99034, 9.69557, 2.9308, 3.46271, 0.294762, 3.83771, 0, 2.93082, 2.93087, 2.93085, 2.93093, 2.93084, 2.93103, 2.93111, 2.93175, 2.9308, 2.9308, 2.9308, 2.9308, 2.9308, 2.9308, 2.9308, 2.9308, 2.93081, 8.74622, 2.9308, 2.97152
3.03907, 10.4793, 8.93562, 2.88378, 3.53261, 1.54371, 3.62577, 0, 2.88379, 2.88384, 2.88382, 2.8839, 2.88382, 2.88402, 2.88409, 2.88432, 2.88378, 2.88378, 2.88378, 2.88378, 2.88378, 2.88378, 2.88378, 2.88378, 2.88378, 8.16806, 2.88378, 2.90798
3.04692, 4.99529, 8.21141, 2.84159, 2.64486, -3.21612, 3.43857, 0, 2.8416, 2.84165, 2.84163, 2.84171, 2.84163, 2.84187, 2.84191, 2.8419, 2.84159, 2.84159, 2.84159, 2.84159, 2.84159, 2.84159, 2.84159, 2.84159, 2.84159, 7.59915, 2.84159, 2.8557
3.05478, 5.99514, 7.53472, 2.8046, 2.82757, -1.53958, 3.2782, 0, 2.80461, 2.80466, 2.80464, 2.80472, 2.80464, 2.80491, 2.80492, 2.80477, 2.8046, 2.8046, 2.8046, 2.8046, 2.8046, 2.8046, 2.8046, 2.8046, 2.8046, 7.05195, 2.8046, 2.81266
3.06263, 6.24328, 6.91548, 2.77281, 2.87111, -0.672198, 3.14505, 0, 2.77282, 2.77287, 2.77285, 2.77293, 2.77285, 2.77318, 2.77315, 2.7729, 2.77281, 2.77281, 2.77281, 2.77281, 2.77281, 2.77281, 2.77281, 2.77281, 2.77281, 6.53763, 2.77281, 2.77734
3.07049, 3.25539, 6.36094, 2.74594, 2.29246, -3.10555, 3.03808, 0, 2.74595, 2.746, 2.74598, 2.74606, 2.74598, 2.74637, 2.74629, 2.74599, 2.74594, 2.74594, 2.74594, 2.74594, 2.74594, 2.74594, 2.74594, 2.74594, 2.74594, 6.06521, 2.74594, 2.74843
3.07834, 3.48685, 5.87539, 2.72347, 2.3424, -2.38854, 2.95522, 0, 2.72348, 2.72353, 2.72351, 2.72359, 2.72351, 2.72398, 2.72383, 2.7235, 2.72347, 2.72347, 2.72347, 2.72347, 2.72347, 2.72347, 2.72347, 2.72347, 2.72347, 5.64111, 2.72347, 2.72481
3.0862, 2.51315, 5.45993, 2.70471, 2.12442, -2.94678, 2.89379, 0, 2.70472, 2.70477, 2.70475, 2.70483, 2.70475, 2.70532, 2.7051, 2.70473, 2.70471, 2.70471, 2.70471, 2.70471, 2.70471, 2.70471, 2.70471, 2.70471, 2.70471, 5.26885, 2.70471, 2.70542
3.09405, 4.7158, 5.11271, 2.68893, 2.59149, -0.396913, 2.85076, 0, 2.68894, 2.68899, 2.68897, 2.68905, 2.68896, 2.68965, 2.68935, 2.68893, 2.68893, 2.68893, 2.68893, 2.68893, 2.68893, 2.68893, 2.68893, 2.68893, 2.68893, 4.94908, 2.68893, 2.6893
