   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_154.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
4.27684, 11.8671, 5.83612, 5.83245, 3.72386, 6.03098, 5.83245, 0, 5.83245, 5.83248, 5.83251, 5.8326, 5.83373, 5.83346, 5.83245, 5.83245, 5.83245, 5.83245, 5.83245, 5.83245, 5.83245, 5.83245, 5.83245, 5.83245, 5.83245, 5.83245, 5.83245, 5.83245, 5.83245, 5.83358, 5.83245
4.28469, 3.50186, 5.86619, 5.86221, 2.3456, -2.36433, 5.86221, 0, 5.86221, 5.86224, 5.86227, 5.86236, 5.86332, 5.86336, 5.86221, 5.86221, 5.86221, 5.86221, 5.86221, 5.86221, 5.86221, 5.86221, 5.86221, 5.86221, 5.86221, 5.86221, 5.86221, 5.86221, 5.86221, 5.86368, 5.86221
4.29253, 5.47906, 5.89655, 5.89207, 2.73479, -0.417495, 5.89207, 0, 5.89207, 5.8921, 5.89213, 5.89222, 5.89303, 5.89346, 5.89207, 5.89207, 5.89207, 5.89207, 5.89207, 5.89207, 5.89207, 5.89207, 5.89207, 5.89207, 5.89207, 5.89207, 5.89207, 5.89207, 5.89207, 5.89396, 5.89207
4.30038, 7.99009, 5.92728, 5.92203, 3.16071, 2.06281, 5.92203, 0, 5.92204, 5.92206, 5.92209, 5.92218, 5.92285, 5.92382, 5.92203, 5.92203, 5.92203, 5.92203, 5.92203, 5.92203, 5.92203, 5.92203, 5.92203, 5.92203, 5.92203, 5.92203, 5.92204, 5.92203, 5.92203, 5.92443, 5.92203
4.30823, 4.26072, 5.95847, 5.9521, 2.50214, -1.69775, 5.9521, 0, 5.9521, 5.95213, 5.95216, 5.95225, 5.9528, 5.95453, 5.9521, 5.9521, 5.9521, 5.9521, 5.9521, 5.9521, 5.9521, 5.9521, 5.9521, 5.9521, 5.9521, 5.9521, 5.9521, 5.9521, 5.9521, 5.95509, 5.9521
4.31607, 8.58276, 5.99028, 5.98227, 3.25311, 2.59247, 5.98227, 0, 5.98227, 5.9823, 5.98233, 5.98242, 5.98287, 5.98575, 5.98227, 5.98227, 5.98227, 5.98227, 5.98227, 5.98227, 5.98227, 5.98227, 5.98227, 5.98227, 5.98227, 5.98227, 5.98227, 5.98227, 5.98227, 5.98596, 5.98227
4.32392, 10.7081, 6.02292, 6.01253, 3.56484, 4.68515, 6.01253, 0, 6.01254, 6.01256, 6.01259, 6.01268, 6.01305, 6.01767, 6.01253, 6.01253, 6.01253, 6.01253, 6.01253, 6.01253, 6.01253, 6.01253, 6.01253, 6.01253, 6.01253, 6.01253, 6.01254, 6.01253, 6.01253, 6.01702, 6.01253
4.33176, 7.41004, 6.0567, 6.0429, 3.06758, 1.35334, 6.0429, 0, 6.0429, 6.04293, 6.04296, 6.04305, 6.04336, 6.05061, 6.0429, 6.0429, 6.0429, 6.0429, 6.0429, 6.0429, 6.0429, 6.0429, 6.0429, 6.0429, 6.0429, 6.0429, 6.0429, 6.0429, 6.0429, 6.04829, 6.0429
4.33961, 4.84565, 6.09203, 6.07336, 2.61642, -1.24638, 6.07336, 0, 6.07336, 6.07339, 6.07342, 6.07351, 6.07377, 6.085, 6.07336, 6.07336, 6.07336, 6.07336, 6.07336, 6.07336, 6.07336, 6.07336, 6.07336, 6.07336, 6.07336, 6.07336, 6.07336, 6.07336, 6.07336, 6.07974, 6.07336
4.34746, 7.13502, 6.12948, 6.10393, 3.02242, 1.00555, 6.10393, 0, 6.10393, 6.10396, 6.10399, 6.10408, 6.1043, 6.12141, 6.10393, 6.10393, 6.10393, 6.10393, 6.10393, 6.10393, 6.10393, 6.10393, 6.10393, 6.10393, 6.10393, 6.10393, 6.10393, 6.10393, 6.10393, 6.11138, 6.10393
4.3553, 5.28947, 6.16976, 6.1346, 2.6999, -0.880292, 6.1346, 0, 6.1346, 6.13462, 6.13466, 6.13475, 6.13494, 6.16057, 6.1346, 6.1346, 6.1346, 6.1346, 6.1346, 6.1346, 6.1346, 6.1346, 6.1346, 6.1346, 6.1346, 6.1346, 6.1346, 6.1346, 6.1346, 6.1432, 6.1346
4.36315, 6.53953, 6.21377, 6.16536, 2.92225, 0.325754, 6.16536, 0, 6.16536, 6.16539, 6.16542, 6.16551, 6.16569, 6.2034, 6.16536, 6.16536, 6.16536, 6.16536, 6.16536, 6.16536, 6.16536, 6.16536, 6.16536, 6.16536, 6.16536, 6.16536, 6.16536, 6.16536, 6.16536, 6.17515, 6.16536
4.37099, 8.98766, 6.26262, 6.19623, 3.31476, 2.72504, 6.19623, 0, 6.19623, 6.19625, 6.19629, 6.19638, 6.19654, 6.25104, 6.19623, 6.19623, 6.19623, 6.19623, 6.19623, 6.19623, 6.19623, 6.19623, 6.19623, 6.19623, 6.19623, 6.19623, 6.19623, 6.19623, 6.19623, 6.20723, 6.19623
4.37884, 3.45832, 6.31752, 6.2272, 2.3363, -2.85921, 6.2272, 0, 6.2272, 6.22723, 6.22726, 6.22735, 6.22751, 6.30476, 6.2272, 6.2272, 6.2272, 6.2272, 6.2272, 6.2272, 6.2272, 6.2272, 6.2272, 6.2272, 6.2272, 6.2272, 6.2272, 6.2272, 6.2272, 6.2394, 6.2272
4.38669, 5.83612, 6.37984, 6.25827, 2.79931, -0.543722, 6.25827, 0, 6.25828, 6.2583, 6.25834, 6.25843, 6.25859, 6.36595, 6.25827, 6.25827, 6.25827, 6.25827, 6.25827, 6.25827, 6.25827, 6.25827, 6.25827, 6.25827, 6.25827, 6.25827, 6.25828, 6.25827, 6.25827, 6.27161, 6.25827
4.39453, 7.8312, 6.45094, 6.28945, 3.13548, 1.38026, 6.28945, 0, 6.28946, 6.28948, 6.28951, 6.28961, 6.28976, 6.43601, 6.28945, 6.28945, 6.28945, 6.28945, 6.28945, 6.28945, 6.28945, 6.28945, 6.28945, 6.28945, 6.28945, 6.28945, 6.28946, 6.28945, 6.28945, 6.30382, 6.28945
4.40238, 8.82598, 6.53208, 6.32074, 3.29029, 2.29391, 6.32074, 0, 6.32074, 6.32077, 6.3208, 6.3209, 6.32105, 6.51625, 6.32074, 6.32074, 6.32074, 6.32074, 6.32074, 6.32074, 6.32074, 6.32074, 6.32074, 6.32074, 6.32074, 6.32074, 6.32074, 6.32074, 6.32074, 6.33599, 6.32074
4.41022, 6.32107, 6.62426, 6.35212, 2.88463, -0.30319, 6.35212, 0, 6.35213, 6.35215, 6.35218, 6.3523, 6.35244, 6.60772, 6.35212, 6.35212, 6.35212, 6.35212, 6.35212, 6.35212, 6.35212, 6.35212, 6.35212, 6.35212, 6.35212, 6.35212, 6.35213, 6.35212, 6.35212, 6.36807, 6.35212
4.41807, 2.16171, 6.72805, 6.38362, 2.04003, -4.56634, 6.38362, 0, 6.38362, 6.38365, 6.38368, 6.3838, 6.38394, 6.71102, 6.38362, 6.38362, 6.38362, 6.38362, 6.38362, 6.38362, 6.38362, 6.38362, 6.38362, 6.38362, 6.38362, 6.38362, 6.38362, 6.38362, 6.38362, 6.40004, 6.38362
4.42592, 5.65233, 6.84336, 6.41521, 2.76629, -1.19103, 6.41521, 0, 6.41522, 6.41524, 6.41528, 6.41541, 6.41554, 6.82609, 6.41521, 6.41521, 6.41521, 6.41521, 6.41521, 6.41521, 6.41521, 6.41521, 6.41521, 6.41521, 6.41521, 6.41521, 6.41522, 6.41521, 6.41521, 6.43187, 6.41521
4.43376, 8.99054, 6.96935, 6.44692, 3.3152, 2.02119, 6.44692, 0, 6.44692, 6.44694, 6.44698, 6.44713, 6.44725, 6.95208, 6.44692, 6.44692, 6.44692, 6.44692, 6.44692, 6.44692, 6.44692, 6.44692, 6.44692, 6.44692, 6.44692, 6.44692, 6.44692, 6.44692, 6.44692, 6.46354, 6.44692
4.44161, 5.1666, 7.10423, 6.47872, 2.67705, -1.93762, 6.47872, 0, 6.47872, 6.47875, 6.47878, 6.47896, 6.47906, 7.08721, 6.47872, 6.47872, 6.47872, 6.47872, 6.47872, 6.47872, 6.47872, 6.47872, 6.47872, 6.47872, 6.47872, 6.47872, 6.47872, 6.47872, 6.47872, 6.49506, 6.47872
4.44945, 8.45713, 7.24524, 6.51062, 3.23375, 1.21189, 6.51062, 0, 6.51062, 6.51065, 6.51068, 6.51089, 6.51097, 7.2287, 6.51062, 6.51062, 6.51062, 6.51062, 6.51062, 6.51062, 6.51062, 6.51062, 6.51062, 6.51062, 6.51062, 6.51062, 6.51062, 6.51062, 6.51062, 6.52645, 6.51062
4.4573, 11.3473, 7.38875, 6.54262, 3.65339, 3.95851, 6.54262, 0, 6.54263, 6.54265, 6.54268, 6.54294, 6.54298, 7.37288, 6.54262, 6.54262, 6.54262, 6.54262, 6.54262, 6.54262, 6.54262, 6.54262, 6.54262, 6.54262, 6.54262, 6.54262, 6.54262, 6.54262, 6.54262, 6.55773, 6.54262
4.46515, 7.35713, 7.53032, 6.57472, 3.05894, -0.173192, 6.57472, 0, 6.57472, 6.57475, 6.57478, 6.57509, 6.57508, 7.51524, 6.57472, 6.57472, 6.57472, 6.57472, 6.57472, 6.57472, 6.57472, 6.57472, 6.57472, 6.57472, 6.57472, 6.57472, 6.57472, 6.57472, 6.57472, 6.58897, 6.57472
4.47299, 3.99517, 7.66503, 6.60691, 2.4485, -3.66987, 6.60691, 0, 6.60691, 6.60694, 6.60697, 6.60736, 6.60728, 7.65084, 6.60691, 6.60691, 6.60691, 6.60691, 6.60691, 6.60691, 6.60691, 6.60691, 6.60691, 6.60691, 6.60691, 6.60691, 6.60691, 6.60691, 6.60691, 6.6202, 6.60691
4.48084, 6.4306, 7.78786, 6.6392, 2.90355, -1.35726, 6.6392, 0, 6.6392, 6.63923, 6.63926, 6.63974, 6.63957, 7.77456, 6.6392, 6.6392, 6.6392, 6.6392, 6.6392, 6.6392, 6.6392, 6.6392, 6.6392, 6.6392, 6.6392, 6.6392, 6.6392, 6.6392, 6.6392, 6.65149, 6.6392
4.48868, 11.3692, 7.89403, 6.67157, 3.65639, 3.47518, 6.67157, 0, 6.67158, 6.6716, 6.67163, 6.67225, 6.67196, 7.88156, 6.67157, 6.67157, 6.67157, 6.67157, 6.67157, 6.67157, 6.67157, 6.67157, 6.67157, 6.67157, 6.67157, 6.67157, 6.67158, 6.67157, 6.67157, 6.68289, 6.67157
4.49653, 5.9926, 7.97943, 6.70404, 2.82712, -1.98683, 6.70404, 0, 6.70404, 6.70407, 6.7041, 6.70488, 6.70443, 7.9677, 6.70404, 6.70404, 6.70404, 6.70404, 6.70404, 6.70404, 6.70404, 6.70404, 6.70404, 6.70404, 6.70404, 6.70404, 6.70404, 6.70404, 6.70404, 6.71446, 6.70404
4.50438, 13.4065, 8.04107, 6.73659, 3.92511, 5.36539, 6.73659, 0, 6.7366, 6.73662, 6.73665, 6.73765, 6.73699, 8.0299, 6.73659, 6.73659, 6.73659, 6.73659, 6.73659, 6.73659, 6.73659, 6.73659, 6.73659, 6.73659, 6.73659, 6.73659, 6.73659, 6.73659, 6.73659, 6.74622, 6.73659
4.51222, 5.57918, 8.07729, 6.76923, 2.75303, -2.4981, 6.76923, 0, 6.76924, 6.76926, 6.76929, 6.77056, 6.76964, 8.06648, 6.76923, 6.76923, 6.76923, 6.76923, 6.76923, 6.76923, 6.76923, 6.76923, 6.76923, 6.76923, 6.76923, 6.76923, 6.76923, 6.76923, 6.76923, 6.77821, 6.76923
4.52007, 7.79281, 8.08792, 6.80196, 3.12935, -0.295112, 6.80196, 0, 6.80196, 6.80199, 6.80202, 6.80364, 6.80237, 8.07725, 6.80196, 6.80196, 6.80196, 6.80196, 6.80196, 6.80196, 6.80196, 6.80196, 6.80196, 6.80196, 6.80196, 6.80196, 6.80196, 6.80196, 6.80196, 6.81045, 6.80196
4.52791, 10.1797, 8.07437, 6.83477, 3.48994, 2.10531, 6.83477, 0, 6.83477, 6.8348, 6.83483, 6.83689, 6.83519, 8.06359, 6.83477, 6.83477, 6.83477, 6.83477, 6.83477, 6.83477, 6.83477, 6.83477, 6.83477, 6.83477, 6.83477, 6.83477, 6.83477, 6.83477, 6.83477, 6.84291, 6.83477
4.53576, 8.0058, 8.03938, 6.86766, 3.16319, -0.0335846, 6.86766, 0, 6.86766, 6.86769, 6.86772, 6.87034, 6.86809, 8.02826, 6.86766, 6.86766, 6.86766, 6.86766, 6.86766, 6.86766, 6.86766, 6.86766, 6.86766, 6.86766, 6.86766, 6.86766, 6.86766, 6.86766, 6.86766, 6.87559, 6.86766
4.54361, 7.57815, 7.98685, 6.90064, 3.09486, -0.408699, 6.90064, 0, 6.90064, 6.90066, 6.9007, 6.90399, 6.90107, 7.97515, 6.90064, 6.90064, 6.90064, 6.90064, 6.90064, 6.90064, 6.90064, 6.90064, 6.90064, 6.90064, 6.90064, 6.90064, 6.90064, 6.90064, 6.90064, 6.90845, 6.90064
4.55145, 7.19726, 7.9214, 6.93369, 3.0327, -0.724136, 6.93369, 0, 6.93369, 6.93372, 6.93375, 6.93786, 6.93413, 7.90891, 6.93369, 6.93369, 6.93369, 6.93369, 6.93369, 6.93369, 6.93369, 6.93369, 6.93369, 6.93369, 6.93369, 6.93369, 6.93369, 6.93369, 6.93369, 6.94147, 6.93369
4.5593, 8.41507, 7.848, 6.96682, 3.22724, 0.567069, 6.96682, 0, 6.96682, 6.96685, 6.96688, 6.97197, 6.96727, 7.83453, 6.96682, 6.96682, 6.96682, 6.96682, 6.96682, 6.96682, 6.96682, 6.96682, 6.96682, 6.96682, 6.96682, 6.96682, 6.96682, 6.96682, 6.96682, 6.9746, 6.96682
4.56714, 6.99529, 7.77156, 7.00003, 2.99922, -0.776268, 7.00003, 0, 7.00004, 7.00006, 7.00009, 7.00631, 7.00049, 7.75695, 7.00003, 7.00003, 7.00003, 7.00003, 7.00003, 7.00003, 7.00003, 7.00003, 7.00003, 7.00003, 7.00003, 7.00003, 7.00003, 7.00003, 7.00003, 7.00781, 7.00003
4.57499, 10.5611, 7.69656, 7.03332, 3.54416, 2.86453, 7.03332, 0, 7.03332, 7.03335, 7.03338, 7.04088, 7.03378, 7.68069, 7.03332, 7.03332, 7.03332, 7.03332, 7.03332, 7.03332, 7.03332, 7.03332, 7.03332, 7.03332, 7.03332, 7.03332, 7.03332, 7.03332, 7.03332, 7.04106, 7.03332
4.58284, 7.55142, 7.62679, 7.06668, 3.09054, -0.0753646, 7.06668, 0, 7.06668, 7.06671, 7.06674, 7.07566, 7.06715, 7.60957, 7.06668, 7.06668, 7.06668, 7.06668, 7.06668, 7.06668, 7.06668, 7.06668, 7.06668, 7.06668, 7.06668, 7.06668, 7.06668, 7.06668, 7.06668, 7.07435, 7.06668
4.59068, 7.4293, 7.56516, 7.10012, 3.07072, -0.135862, 7.10012, 0, 7.10012, 7.10015, 7.10018, 7.11063, 7.1006, 7.54654, 7.10012, 7.10012, 7.10012, 7.10012, 7.10012, 7.10012, 7.10012, 7.10012, 7.10012, 7.10012, 7.10012, 7.10012, 7.10012, 7.10012, 7.10012, 7.10764, 7.10012
4.59853, 8.21457, 7.51364, 7.13363, 3.19602, 0.700924, 7.13363, 0, 7.13364, 7.13366, 7.13369, 7.14576, 7.13412, 7.49362, 7.13363, 7.13363, 7.13363, 7.13363, 7.13363, 7.13363, 7.13363, 7.13363, 7.13363, 7.13363, 7.13363, 7.13363, 7.13364, 7.13363, 7.13363, 7.14095, 7.13363
4.60637, 8.31235, 7.4733, 7.16723, 3.21129, 0.839056, 7.16723, 0, 7.16723, 7.16726, 7.16729, 7.18098, 7.16773, 7.45189, 7.16723, 7.16723, 7.16723, 7.16723, 7.16723, 7.16723, 7.16723, 7.16723, 7.16723, 7.16723, 7.16723, 7.16723, 7.16723, 7.16723, 7.16723, 7.17428, 7.16723
4.61422, 7.13139, 7.44436, 7.20089, 3.02182, -0.312973, 7.20089, 0, 7.20089, 7.20092, 7.20095, 7.21624, 7.2014, 7.42166, 7.20089, 7.20089, 7.20089, 7.20089, 7.20089, 7.20089, 7.20089, 7.20089, 7.20089, 7.20089, 7.20089, 7.20089, 7.20089, 7.20089, 7.20089, 7.20764, 7.20089
4.62207, 6.30297, 7.42643, 7.23463, 2.88149, -1.12346, 7.23463, 0, 7.23463, 7.23466, 7.23469, 7.25147, 7.23514, 7.40256, 7.23463, 7.23463, 7.23463, 7.23463, 7.23463, 7.23463, 7.23463, 7.23463, 7.23463, 7.23463, 7.23463, 7.23463, 7.23463, 7.23463, 7.23463, 7.24105, 7.23463
4.62991, 14.8206, 7.4186, 7.26845, 4.10129, 7.40197, 7.26845, 0, 7.26845, 7.26847, 7.26851, 7.28661, 7.26897, 7.39374, 7.26845, 7.26845, 7.26845, 7.26845, 7.26845, 7.26845, 7.26845, 7.26845, 7.26845, 7.26845, 7.26845, 7.26845, 7.26845, 7.26845, 7.26845, 7.27452, 7.26845
4.63776, 15.4514, 7.41967, 7.30233, 4.17749, 8.03176, 7.30233, 0, 7.30234, 7.30236, 7.30239, 7.32159, 7.30287, 7.39403, 7.30233, 7.30233, 7.30233, 7.30233, 7.30233, 7.30233, 7.30233, 7.30233, 7.30233, 7.30233, 7.30233, 7.30233, 7.30234, 7.30233, 7.30233, 7.30808, 7.30233
4.6456, 6.41544, 7.42828, 7.3363, 2.90094, -1.01284, 7.3363, 0, 7.3363, 7.33633, 7.33636, 7.35635, 7.33684, 7.40214, 7.3363, 7.3363, 7.3363, 7.3363, 7.3363, 7.3363, 7.3363, 7.3363, 7.3363, 7.3363, 7.3363, 7.3363, 7.3363, 7.3363, 7.3363, 7.34175, 7.3363
4.65345, 6.2739, 7.44307, 7.37033, 2.87644, -1.16917, 7.37033, 0, 7.37034, 7.37036, 7.37039, 7.39085, 7.37088, 7.41672, 7.37033, 7.37033, 7.37033, 7.37033, 7.37033, 7.37033, 7.37033, 7.37033, 7.37033, 7.37033, 7.37033, 7.37033, 7.37034, 7.37033, 7.37033, 7.37552, 7.37033
4.6613, 4.4776, 7.46275, 7.40444, 2.54511, -2.98515, 7.40444, 0, 7.40445, 7.40447, 7.40451, 7.42507, 7.405, 7.43651, 7.40444, 7.40444, 7.40444, 7.40444, 7.40444, 7.40444, 7.40444, 7.40444, 7.40444, 7.40444, 7.40444, 7.40444, 7.40445, 7.40444, 7.40444, 7.40941, 7.40444
4.66914, 4.99526, 7.48619, 7.43863, 2.64486, -2.49093, 7.43863, 0, 7.43863, 7.43866, 7.43869, 7.45899, 7.4392, 7.46039, 7.43863, 7.43863, 7.43863, 7.43863, 7.43863, 7.43863, 7.43863, 7.43863, 7.43863, 7.43863, 7.43863, 7.43863, 7.43863, 7.43863, 7.43863, 7.44341, 7.43863
4.67699, 12.7528, 7.51243, 7.47288, 3.84094, 5.24036, 7.47288, 0, 7.47289, 7.47291, 7.47294, 7.49263, 7.47346, 7.48738, 7.47288, 7.47288, 7.47288, 7.47288, 7.47288, 7.47288, 7.47288, 7.47288, 7.47288, 7.47288, 7.47288, 7.47288, 7.47288, 7.47288, 7.47288, 7.4775, 7.47288
4.68483, 14.7359, 7.54068, 7.5072, 4.09096, 7.19526, 7.5072, 0, 7.5072, 7.50723, 7.50726, 7.52602, 7.50779, 7.5167, 7.5072, 7.5072, 7.5072, 7.5072, 7.5072, 7.5072, 7.5072, 7.5072, 7.5072, 7.5072, 7.5072, 7.5072, 7.5072, 7.5072, 7.5072, 7.51168, 7.5072
4.69268, 15.7374, 7.57037, 7.54159, 4.21158, 8.16706, 7.54159, 0, 7.5416, 7.54162, 7.54165, 7.5592, 7.54219, 7.54772, 7.54159, 7.54159, 7.54159, 7.54159, 7.54159, 7.54159, 7.54159, 7.54159, 7.54159, 7.54159, 7.54159, 7.54159, 7.54159, 7.54159, 7.54159, 7.54594, 7.54159
4.70053, 9.98769, 7.60105, 7.57605, 3.46232, 2.38664, 7.57605, 0, 7.57605, 7.57608, 7.57611, 7.59223, 7.57665, 7.57996, 7.57605, 7.57605, 7.57605, 7.57605, 7.57605, 7.57605, 7.57605, 7.57605, 7.57605, 7.57605, 7.57605, 7.57605, 7.57605, 7.57605, 7.57605, 7.58026, 7.57605
4.70837, 17.7298, 7.63242, 7.61057, 4.44182, 10.0974, 7.61057, 0, 7.61057, 7.6106, 7.61063, 7.62518, 7.61118, 7.61305, 7.61057, 7.61057, 7.61057, 7.61057, 7.61057, 7.61057, 7.61057, 7.61057, 7.61057, 7.61057, 7.61057, 7.61057, 7.61057, 7.61057, 7.61057, 7.61462, 7.61057
4.71622, 8.9856, 7.6643, 7.64514, 3.31445, 1.3213, 7.64514, 0, 7.64515, 7.64517, 7.6452, 7.6581, 7.64577, 7.64676, 7.64514, 7.64514, 7.64514, 7.64514, 7.64514, 7.64514, 7.64514, 7.64514, 7.64514, 7.64514, 7.64514, 7.64514, 7.64514, 7.64514, 7.64514, 7.64901, 7.64514
4.72406, 8.03695, 7.69657, 7.67978, 3.16812, 0.340387, 7.67978, 0, 7.67978, 7.67981, 7.67984, 7.69107, 7.68041, 7.6809, 7.67978, 7.67978, 7.67978, 7.67978, 7.67978, 7.67978, 7.67978, 7.67978, 7.67978, 7.67978, 7.67978, 7.67978, 7.67978, 7.67978, 7.67978, 7.68343, 7.67978
4.73191, 8.46456, 7.72918, 7.71447, 3.2349, 0.735384, 7.71447, 0, 7.71448, 7.7145, 7.71453, 7.72415, 7.71512, 7.71537, 7.71447, 7.71447, 7.71447, 7.71447, 7.71447, 7.71447, 7.71447, 7.71447, 7.71447, 7.71447, 7.71447, 7.71447, 7.71448, 7.71447, 7.71447, 7.71787, 7.71447
4.73976, 8.72292, 7.76212, 7.74922, 3.27459, 0.960808, 7.74922, 0, 7.74923, 7.74925, 7.74928, 7.75736, 7.74988, 7.75011, 7.74922, 7.74922, 7.74922, 7.74922, 7.74922, 7.74922, 7.74922, 7.74922, 7.74922, 7.74922, 7.74922, 7.74922, 7.74923, 7.74922, 7.74922, 7.75234, 7.74922
4.7476, 8.25799, 7.79541, 7.78402, 3.20281, 0.462582, 7.78402, 0, 7.78402, 7.78405, 7.78408, 7.79076, 7.78468, 7.7851, 7.78402, 7.78402, 7.78402, 7.78402, 7.78402, 7.78402, 7.78402, 7.78402, 7.78402, 7.78402, 7.78402, 7.78402, 7.78402, 7.78402, 7.78402, 7.78684, 7.78402
4.75545, 8.99015, 7.82911, 7.81887, 3.31514, 1.16104, 7.81887, 0, 7.81888, 7.8189, 7.81893, 7.82435, 7.81954, 7.82036, 7.81887, 7.81887, 7.81887, 7.81887, 7.81887, 7.81887, 7.81887, 7.81887, 7.81887, 7.81887, 7.81887, 7.81887, 7.81888, 7.81887, 7.81887, 7.82138, 7.81887
4.76329, 10.9905, 7.86329, 7.85377, 3.60424, 3.12722, 7.85377, 0, 7.85377, 7.8538, 7.85383, 7.85816, 7.85445, 7.85594, 7.85377, 7.85377, 7.85377, 7.85377, 7.85377, 7.85377, 7.85377, 7.85377, 7.85377, 7.85377, 7.85377, 7.85377, 7.85377, 7.85377, 7.85377, 7.85596, 7.85377
4.77114, 6.43579, 7.89803, 7.88872, 2.90444, -1.46224, 7.88872, 0, 7.88872, 7.88875, 7.88878, 7.89218, 7.88941, 7.89191, 7.88872, 7.88872, 7.88872, 7.88872, 7.88872, 7.88872, 7.88872, 7.88872, 7.88872, 7.88872, 7.88872, 7.88872, 7.88872, 7.88872, 7.88872, 7.89059, 7.88872
4.77899, 9.54463, 7.93346, 7.92371, 3.39774, 1.61117, 7.92371, 0, 7.92371, 7.92374, 7.92377, 7.9264, 7.92441, 7.92839, 7.92371, 7.92371, 7.92371, 7.92371, 7.92371, 7.92371, 7.92371, 7.92371, 7.92371, 7.92371, 7.92371, 7.92371, 7.92371, 7.92371, 7.92371, 7.92529, 7.92371
4.78683, 10.1441, 7.96969, 7.95874, 3.48484, 2.17442, 7.95874, 0, 7.95875, 7.95877, 7.9588, 7.96081, 7.95945, 7.96551, 7.95874, 7.95874, 7.95874, 7.95874, 7.95874, 7.95874, 7.95874, 7.95874, 7.95874, 7.95874, 7.95874, 7.95874, 7.95874, 7.95874, 7.95874, 7.96005, 7.95874
4.79468, 13.9835, 8.00689, 7.99382, 3.99794, 5.97663, 7.99382, 0, 7.99382, 7.99384, 7.99388, 7.99539, 7.99453, 8.00345, 7.99382, 7.99382, 7.99382, 7.99382, 7.99382, 7.99382, 7.99382, 7.99382, 7.99382, 7.99382, 7.99382, 7.99382, 7.99382, 7.99382, 7.99382, 7.99488, 7.99382
4.80252, 7.26964, 8.04524, 8.02893, 3.04461, -0.775601, 8.02893, 0, 8.02893, 8.02896, 8.02899, 8.03011, 8.02966, 8.04239, 8.02893, 8.02893, 8.02893, 8.02893, 8.02893, 8.02893, 8.02893, 8.02893, 8.02893, 8.02893, 8.02893, 8.02893, 8.02893, 8.02893, 8.02893, 8.02977, 8.02893
4.81037, 11.9856, 8.08492, 8.06408, 3.73973, 3.90068, 8.06408, 0, 8.06408, 8.06411, 8.06414, 8.06497, 8.06482, 8.08254, 8.06408, 8.06408, 8.06408, 8.06408, 8.06408, 8.06408, 8.06408, 8.06408, 8.06408, 8.06408, 8.06408, 8.06408, 8.06408, 8.06408, 8.06408, 8.06474, 8.06408
4.81822, 7.98577, 8.12612, 8.09927, 3.16003, -0.140358, 8.09927, 0, 8.09927, 8.0993, 8.09933, 8.09994, 8.10002, 8.1241, 8.09927, 8.09927, 8.09927, 8.09927, 8.09927, 8.09927, 8.09927, 8.09927, 8.09927, 8.09927, 8.09927, 8.09927, 8.09927, 8.09927, 8.09927, 8.09978, 8.09927
4.82606, 10.9852, 8.169, 8.13449, 3.6035, 2.81624, 8.13449, 0, 8.13449, 8.13452, 8.13455, 8.135, 8.13525, 8.16725, 8.13449, 8.13449, 8.13449, 8.13449, 8.13449, 8.13449, 8.13449, 8.13449, 8.13449, 8.13449, 8.13449, 8.13449, 8.13449, 8.13449, 8.13449, 8.13487, 8.13449
4.83391, 12.0954, 8.21369, 8.16974, 3.75439, 3.88174, 8.16974, 0, 8.16974, 8.16977, 8.1698, 8.17014, 8.17051, 8.21214, 8.16974, 8.16974, 8.16974, 8.16974, 8.16974, 8.16974, 8.16974, 8.16974, 8.16974, 8.16974, 8.16974, 8.16974, 8.16974, 8.16974, 8.16974, 8.17002, 8.16974
4.84175, 10.1748, 8.26024, 8.20502, 3.48925, 1.91461, 8.20502, 0, 8.20502, 8.20505, 8.20508, 8.20534, 8.2058, 8.25883, 8.20502, 8.20502, 8.20502, 8.20502, 8.20502, 8.20502, 8.20502, 8.20502, 8.20502, 8.20502, 8.20502, 8.20502, 8.20502, 8.20502, 8.20502, 8.20523, 8.20502
4.8496, 9.28934, 8.3086, 8.24033, 3.35996, 0.980742, 8.24033, 0, 8.24033, 8.24036, 8.24039, 8.24059, 8.24111, 8.3073, 8.24033, 8.24033, 8.24033, 8.24033, 8.24033, 8.24033, 8.24033, 8.24033, 8.24033, 8.24033, 8.24033, 8.24033, 8.24033, 8.24033, 8.24033, 8.24048, 8.24033
4.85745, 6.59802, 8.35863, 8.27566, 2.93224, -1.76061, 8.27566, 0, 8.27566, 8.27569, 8.27572, 8.27589, 8.27646, 8.3574, 8.27566, 8.27566, 8.27566, 8.27566, 8.27566, 8.27566, 8.27566, 8.27566, 8.27566, 8.27566, 8.27566, 8.27566, 8.27566, 8.27566, 8.27566, 8.27576, 8.27566
