   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_364.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0191813, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0112934, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00340551, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00448241, 0, 8.15486e-13, 0, 1.41421, -8.15486e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.81543e-15, 0, 0, 5.54384e-16, 0, 4.3316e-14, 0, 7.698e-13, 0, 0, 0
0.0123703, 0, 1.1994e-12, 0, 1.41421, -1.1994e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.66525e-15, 0, 0, 8.30157e-16, 0, 6.5769e-14, 0, 1.13014e-12, 0, 0, 0
0.0202583, 0, 1.75753e-12, 0, 1.41421, -1.75753e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.8981e-15, 0, 0, 1.23878e-15, 0, 9.95173e-14, 0, 1.65288e-12, 0, 0, 0
0.0281462, 0, 2.56591e-12, 0, 1.41421, -2.56591e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.67982e-15, 0, 0, 1.8422e-15, 0, 1.5007e-13, 0, 2.40832e-12, 0, 0, 0
0.0360341, 0, 3.7324e-12, 0, 1.41421, -3.7324e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.24495e-15, 0, 0, 2.73046e-15, 0, 2.25535e-13, 0, 3.49589e-12, 0, 0, 0
0.043922, 0, 5.40943e-12, 0, 1.41421, -5.40943e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.1924e-14, 0, 0, 4.03367e-15, 0, 3.37813e-13, 0, 5.05566e-12, 0, 0, 0
0.0518099, 0, 7.81162e-12, 0, 1.41421, -7.81162e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.71806e-14, 0, 0, 5.93964e-15, 0, 5.04302e-13, 0, 7.2842e-12, 0, 0, 0
0.0596978, 0, 1.12399e-11, 0, 1.41421, -1.12399e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.46632e-14, 0, 0, 8.71857e-15, 0, 7.50361e-13, 0, 1.04562e-11, 0, 0, 0
0.0675858, 0, 1.61149e-11, 0, 1.41421, -1.61149e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.52742e-14, 0, 0, 1.27582e-14, 0, 1.11283e-12, 0, 1.4954e-11, 0, 0, 0
