   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_609.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0131583, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00527941, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00259953, 0, 8.61235e-15, 0, 1.41421, -8.61235e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.19197e-17, 0, 0, 1.45376e-17, 0, 1.45568e-18, 0, 8.54443e-15, 0, 0, 0
0.0104785, 0, 1.36207e-14, 0, 1.41421, -1.36207e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.21097e-17, 0, 0, 2.34101e-17, 0, 2.37488e-18, 0, 1.35128e-14, 0, 0, 0
0.0183574, 0, 2.14376e-14, 0, 1.41421, -2.14376e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.29228e-16, 0, 0, 3.75229e-17, 0, 3.85778e-18, 0, 2.1267e-14, 0, 0, 0
0.0262363, 0, 3.35793e-14, 0, 1.41421, -3.35793e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.02411e-16, 0, 0, 5.9869e-17, 0, 6.23981e-18, 0, 3.33107e-14, 0, 0, 0
0.0341153, 0, 5.23478e-14, 0, 1.41421, -5.23478e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.15533e-16, 0, 0, 9.5091e-17, 0, 1.00499e-17, 0, 5.19271e-14, 0, 0, 0
0.0419942, 0, 8.12222e-14, 0, 1.41421, -8.12222e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.89559e-16, 0, 0, 1.5036e-16, 0, 1.61186e-17, 0, 8.05662e-14, 0, 0, 0
0.0498731, 0, 1.25434e-13, 0, 1.41421, -1.25434e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.56013e-16, 0, 0, 2.36704e-16, 0, 2.57444e-17, 0, 1.24415e-13, 0, 0, 0
0.0577521, 0, 1.92811e-13, 0, 1.41421, -1.92811e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.16206e-15, 0, 0, 3.71002e-16, 0, 4.09489e-17, 0, 1.91237e-13, 0, 0, 0
