   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_71.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
7.78268, 10.78, 10.6363, 10.6361, 3.57491, 0.143649, 10.6361, 0, 10.6362, 10.6363, 10.6362, 10.6361, 10.6361, 10.6361, 10.6361, 10.6361, 10.6361, 10.6361, 10.6361, 10.6361, 10.6361, 10.6361, 10.6361, 10.6361, 10.6361, 10.6361, 10.6361, 10.6361, 10.6361
7.79051, 12.191, 10.6526, 10.6524, 3.7671, 1.53843, 10.6524, 0, 10.6524, 10.6526, 10.6524, 10.6524, 10.6524, 10.6524, 10.6524, 10.6524, 10.6524, 10.6524, 10.6524, 10.6524, 10.6524, 10.6524, 10.6524, 10.6524, 10.6524, 10.6524, 10.6524, 10.6524, 10.6524
7.79834, 10.4062, 10.6686, 10.6683, 3.52225, -0.262321, 10.6683, 0, 10.6684, 10.6685, 10.6684, 10.6683, 10.6683, 10.6683, 10.6683, 10.6683, 10.6683, 10.6683, 10.6683, 10.6683, 10.6683, 10.6683, 10.6683, 10.6683, 10.6683, 10.6683, 10.6683, 10.6683, 10.6683
7.80618, 11.5648, 10.6843, 10.684, 3.68304, 0.880494, 10.684, 0, 10.684, 10.6842, 10.684, 10.684, 10.684, 10.684, 10.684, 10.684, 10.684, 10.684, 10.684, 10.684, 10.684, 10.684, 10.684, 10.684, 10.684, 10.684, 10.684, 10.684, 10.684
7.81401, 7.9855, 10.6997, 10.6994, 3.15998, -2.71417, 10.6994, 0, 10.6994, 10.6996, 10.6995, 10.6994, 10.6994, 10.6994, 10.6994, 10.6994, 10.6994, 10.6994, 10.6994, 10.6994, 10.6994, 10.6994, 10.6994, 10.6994, 10.6994, 10.6994, 10.6994, 10.6994, 10.6994
7.82184, 16.1153, 10.7149, 10.7146, 4.2562, 5.4004, 10.7146, 0, 10.7146, 10.7148, 10.7146, 10.7146, 10.7146, 10.7146, 10.7146, 10.7146, 10.7146, 10.7146, 10.7146, 10.7146, 10.7146, 10.7146, 10.7146, 10.7146, 10.7146, 10.7146, 10.7146, 10.7146, 10.7146
7.82968, 17.4162, 10.7298, 10.7296, 4.40638, 6.68641, 10.7296, 0, 10.7296, 10.7298, 10.7296, 10.7296, 10.7296, 10.7296, 10.7296, 10.7296, 10.7296, 10.7296, 10.7296, 10.7296, 10.7296, 10.7296, 10.7296, 10.7296, 10.7296, 10.7296, 10.7296, 10.7296, 10.7296
7.83751, 14.2026, 10.7446, 10.7443, 4.02525, 3.45803, 10.7443, 0, 10.7443, 10.7445, 10.7444, 10.7443, 10.7443, 10.7443, 10.7443, 10.7443, 10.7443, 10.7443, 10.7443, 10.7443, 10.7443, 10.7443, 10.7443, 10.7443, 10.7443, 10.7443, 10.7443, 10.7443, 10.7443
7.84534, 11.4331, 10.759, 10.7588, 3.66512, 0.674043, 10.7588, 0, 10.7588, 10.759, 10.7588, 10.7588, 10.7588, 10.7588, 10.7588, 10.7588, 10.7588, 10.7588, 10.7588, 10.7588, 10.7588, 10.7588, 10.7588, 10.7588, 10.7588, 10.7588, 10.7588, 10.7588, 10.7588
7.85318, 13.3064, 10.7732, 10.773, 3.91234, 2.53325, 10.773, 0, 10.773, 10.7732, 10.773, 10.773, 10.773, 10.773, 10.773, 10.773, 10.773, 10.773, 10.773, 10.773, 10.773, 10.773, 10.773, 10.773, 10.773, 10.773, 10.773, 10.773, 10.773
7.86101, 14.5207, 10.787, 10.7868, 4.06457, 3.73367, 10.7868, 0, 10.7868, 10.787, 10.7868, 10.7868, 10.7868, 10.7868, 10.7868, 10.7868, 10.7868, 10.7868, 10.7868, 10.7868, 10.7868, 10.7868, 10.7868, 10.7868, 10.7868, 10.7868, 10.7868, 10.7868, 10.7868
7.86884, 14.9046, 10.8007, 10.8005, 4.11152, 4.10392, 10.8005, 0, 10.8005, 10.8006, 10.8005, 10.8005, 10.8005, 10.8005, 10.8005, 10.8005, 10.8005, 10.8005, 10.8005, 10.8005, 10.8005, 10.8005, 10.8005, 10.8005, 10.8005, 10.8005, 10.8005, 10.8005, 10.8005
7.87668, 3.92333, 10.814, 10.8138, 2.43379, -6.89068, 10.8138, 0, 10.8138, 10.814, 10.8138, 10.8138, 10.8138, 10.8138, 10.8138, 10.8138, 10.8138, 10.8138, 10.8138, 10.8138, 10.8138, 10.8138, 10.8138, 10.8138, 10.8138, 10.8138, 10.8138, 10.8138, 10.8138
7.88451, 8.28454, 10.8271, 10.8269, 3.20695, -2.54252, 10.8269, 0, 10.8269, 10.827, 10.8269, 10.8269, 10.8269, 10.8269, 10.8269, 10.8269, 10.8269, 10.8269, 10.8269, 10.8269, 10.8269, 10.8269, 10.8269, 10.8269, 10.8269, 10.8269, 10.8269, 10.8269, 10.8269
7.89235, 5.98792, 10.8398, 10.8396, 2.82629, -4.85186, 10.8396, 0, 10.8396, 10.8397, 10.8396, 10.8396, 10.8396, 10.8396, 10.8396, 10.8396, 10.8396, 10.8396, 10.8396, 10.8396, 10.8396, 10.8396, 10.8396, 10.8396, 10.8396, 10.8396, 10.8396, 10.8396, 10.8396
7.90018, 11.2633, 10.8522, 10.852, 3.64188, 0.411158, 10.852, 0, 10.852, 10.8521, 10.852, 10.852, 10.852, 10.852, 10.852, 10.852, 10.852, 10.852, 10.852, 10.852, 10.852, 10.852, 10.852, 10.852, 10.852, 10.852, 10.852, 10.852, 10.852
7.90801, 14.9567, 10.8642, 10.864, 4.11785, 4.09251, 10.864, 0, 10.864, 10.8641, 10.8641, 10.864, 10.864, 10.864, 10.864, 10.864, 10.864, 10.864, 10.864, 10.864, 10.864, 10.864, 10.864, 10.864, 10.864, 10.864, 10.864, 10.864, 10.864
7.91585, 8.2368, 10.8758, 10.8757, 3.1995, -2.63904, 10.8757, 0, 10.8757, 10.8758, 10.8757, 10.8757, 10.8757, 10.8757, 10.8757, 10.8757, 10.8757, 10.8757, 10.8757, 10.8757, 10.8757, 10.8757, 10.8757, 10.8757, 10.8757, 10.8757, 10.8757, 10.8757, 10.8757
7.92368, 16.2507, 10.8872, 10.887, 4.27209, 5.36356, 10.887, 0, 10.8871, 10.8871, 10.8871, 10.887, 10.887, 10.887, 10.887, 10.887, 10.887, 10.887, 10.887, 10.887, 10.887, 10.887, 10.887, 10.887, 10.887, 10.8871, 10.887, 10.887, 10.887
7.93151, 20.4727, 10.8982, 10.8981, 4.74054, 9.57447, 10.8981, 0, 10.8981, 10.8982, 10.8981, 10.8981, 10.8981, 10.8981, 10.8981, 10.8981, 10.8981, 10.8981, 10.8981, 10.8981, 10.8981, 10.8981, 10.8981, 10.8981, 10.8981, 10.8981, 10.8981, 10.8981, 10.8981
7.93935, 13.2397, 10.9089, 10.9088, 3.90381, 2.33082, 10.9088, 0, 10.9088, 10.9089, 10.9088, 10.9088, 10.9088, 10.9088, 10.9088, 10.9088, 10.9088, 10.9088, 10.9088, 10.9088, 10.9088, 10.9088, 10.9088, 10.9088, 10.9088, 10.9088, 10.9088, 10.9088, 10.9088
7.94718, 12.9835, 10.9192, 10.9191, 3.87086, 2.0643, 10.9191, 0, 10.9191, 10.9192, 10.9191, 10.9191, 10.9191, 10.9191, 10.9191, 10.9191, 10.9191, 10.9191, 10.9191, 10.9191, 10.9191, 10.9191, 10.9191, 10.9191, 10.9191, 10.9191, 10.9191, 10.9191, 10.9191
7.95501, 12.242, 10.9291, 10.929, 3.77386, 1.31292, 10.929, 0, 10.929, 10.929, 10.929, 10.929, 10.929, 10.929, 10.929, 10.929, 10.929, 10.929, 10.929, 10.929, 10.929, 10.929, 10.929, 10.929, 10.929, 10.929, 10.929, 10.929, 10.929
7.96285, 14.2459, 10.9385, 10.9384, 4.03062, 3.30738, 10.9384, 0, 10.9384, 10.9385, 10.9384, 10.9384, 10.9384, 10.9384, 10.9384, 10.9384, 10.9384, 10.9384, 10.9384, 10.9384, 10.9384, 10.9384, 10.9384, 10.9384, 10.9384, 10.9384, 10.9384, 10.9384, 10.9384
7.97068, 15.7248, 10.9474, 10.9473, 4.21008, 4.77736, 10.9473, 0, 10.9473, 10.9474, 10.9473, 10.9473, 10.9473, 10.9473, 10.9473, 10.9473, 10.9473, 10.9473, 10.9473, 10.9473, 10.9473, 10.9473, 10.9473, 10.9473, 10.9473, 10.9473, 10.9473, 10.9473, 10.9473
7.97851, 19.9229, 10.9559, 10.9558, 4.68219, 8.96706, 10.9558, 0, 10.9558, 10.9558, 10.9558, 10.9558, 10.9558, 10.9558, 10.9558, 10.9558, 10.9558, 10.9558, 10.9558, 10.9558, 10.9558, 10.9558, 10.9558, 10.9558, 10.9558, 10.9558, 10.9558, 10.9558, 10.9558
7.98635, 17.3161, 10.9639, 10.9638, 4.395, 6.35221, 10.9638, 0, 10.9638, 10.9638, 10.9638, 10.9638, 10.9638, 10.9638, 10.9638, 10.9638, 10.9638, 10.9638, 10.9638, 10.9638, 10.9638, 10.9638, 10.9638, 10.9638, 10.9638, 10.9638, 10.9638, 10.9638, 10.9638
7.99418, 14.9881, 10.9714, 10.9713, 4.12167, 4.01676, 10.9713, 0, 10.9713, 10.9714, 10.9713, 10.9713, 10.9713, 10.9713, 10.9713, 10.9713, 10.9713, 10.9713, 10.9713, 10.9713, 10.9713, 10.9713, 10.9713, 10.9713, 10.9713, 10.9713, 10.9713, 10.9713, 10.9713
8.00202, 15.1693, 10.9784, 10.9784, 4.14358, 4.19083, 10.9784, 0, 10.9784, 10.9784, 10.9784, 10.9784, 10.9784, 10.9784, 10.9784, 10.9784, 10.9784, 10.9784, 10.9784, 10.9784, 10.9784, 10.9784, 10.9784, 10.9784, 10.9784, 10.9784, 10.9784, 10.9784, 10.9784
8.00985, 17.0823, 10.985, 10.9849, 4.36833, 6.09725, 10.9849, 0, 10.9849, 10.985, 10.985, 10.9849, 10.9849, 10.9849, 10.9849, 10.9849, 10.9849, 10.9849, 10.9849, 10.9849, 10.9849, 10.9849, 10.9849, 10.9849, 10.9849, 10.9849, 10.9849, 10.9849, 10.9849
8.01768, 11.0451, 10.9912, 10.9911, 3.6118, 0.0539303, 10.9911, 0, 10.9911, 10.9911, 10.9911, 10.9911, 10.9911, 10.9911, 10.9911, 10.9911, 10.9911, 10.9911, 10.9911, 10.9911, 10.9911, 10.9911, 10.9911, 10.9911, 10.9911, 10.9911, 10.9911, 10.9911, 10.9911
8.02552, 13.9356, 10.9968, 10.9967, 3.99194, 2.93871, 10.9967, 0, 10.9968, 10.9968, 10.9968, 10.9967, 10.9967, 10.9967, 10.9967, 10.9967, 10.9967, 10.9967, 10.9967, 10.9967, 10.9967, 10.9967, 10.9967, 10.9967, 10.9967, 10.9967, 10.9967, 10.9967, 10.9967
8.03335, 12.425, 11.002, 11.0019, 3.79803, 1.42299, 11.0019, 0, 11.0019, 11.002, 11.002, 11.0019, 11.0019, 11.0019, 11.0019, 11.0019, 11.0019, 11.0019, 11.0019, 11.0019, 11.0019, 11.0019, 11.0019, 11.0019, 11.0019, 11.0019, 11.0019, 11.0019, 11.0019
8.04118, 11.415, 11.0068, 11.0066, 3.66265, 0.40824, 11.0066, 0, 11.0066, 11.0067, 11.0067, 11.0066, 11.0066, 11.0066, 11.0066, 11.0066, 11.0066, 11.0066, 11.0066, 11.0066, 11.0066, 11.0066, 11.0066, 11.0066, 11.0066, 11.0066, 11.0066, 11.0066, 11.0066
8.04902, 12.2685, 11.0111, 11.0108, 3.77737, 1.25745, 11.0108, 0, 11.0109, 11.0109, 11.011, 11.0108, 11.0108, 11.0108, 11.0108, 11.0108, 11.0108, 11.0108, 11.0108, 11.0108, 11.0108, 11.0108, 11.0108, 11.0108, 11.0108, 11.0109, 11.0108, 11.0108, 11.0108
8.05685, 16.5632, 11.0149, 11.0146, 4.3085, 5.54828, 11.0146, 0, 11.0146, 11.0147, 11.0149, 11.0146, 11.0146, 11.0146, 11.0146, 11.0146, 11.0146, 11.0146, 11.0146, 11.0146, 11.0146, 11.0146, 11.0146, 11.0146, 11.0146, 11.0146, 11.0146, 11.0146, 11.0146
8.06468, 14.526, 11.0184, 11.018, 4.06522, 3.50761, 11.018, 0, 11.018, 11.018, 11.0183, 11.018, 11.018, 11.018, 11.018, 11.018, 11.018, 11.018, 11.018, 11.018, 11.018, 11.018, 11.018, 11.018, 11.018, 11.018, 11.018, 11.018, 11.018
8.07252, 10.039, 11.0216, 11.0209, 3.46973, -0.982542, 11.0209, 0, 11.0209, 11.0209, 11.0215, 11.0209, 11.0209, 11.0209, 11.0209, 11.0209, 11.0209, 11.0209, 11.0209, 11.0209, 11.0209, 11.0209, 11.0209, 11.0209, 11.0209, 11.0209, 11.0209, 11.0209, 11.0209
8.08035, 8.39871, 11.0244, 11.0233, 3.2247, -2.62572, 11.0233, 0, 11.0233, 11.0234, 11.0244, 11.0233, 11.0233, 11.0233, 11.0233, 11.0233, 11.0233, 11.0233, 11.0233, 11.0233, 11.0233, 11.0233, 11.0233, 11.0233, 11.0233, 11.0233, 11.0233, 11.0233, 11.0233
8.08818, 11.688, 11.0271, 11.0254, 3.69974, 0.660931, 11.0254, 0, 11.0254, 11.0254, 11.027, 11.0254, 11.0254, 11.0254, 11.0254, 11.0254, 11.0254, 11.0254, 11.0254, 11.0254, 11.0254, 11.0254, 11.0254, 11.0254, 11.0254, 11.0254, 11.0254, 11.0254, 11.0254
8.09602, 12.9856, 11.0296, 11.0269, 3.87113, 1.95602, 11.0269, 0, 11.0269, 11.027, 11.0295, 11.0269, 11.0269, 11.0269, 11.0269, 11.0269, 11.0269, 11.0269, 11.0269, 11.0269, 11.0269, 11.0269, 11.0269, 11.0269, 11.0269, 11.0269, 11.0269, 11.0269, 11.0269
8.10385, 12.9858, 11.032, 11.0279, 3.87114, 1.95378, 11.0279, 0, 11.0279, 11.028, 11.0319, 11.0279, 11.0279, 11.0279, 11.0279, 11.0279, 11.0279, 11.0279, 11.0279, 11.0279, 11.0279, 11.0279, 11.0279, 11.0279, 11.0279, 11.0279, 11.0279, 11.0279, 11.0279
8.11168, 11.372, 11.0345, 11.0285, 3.65677, 0.337465, 11.0285, 0, 11.0285, 11.0285, 11.0345, 11.0285, 11.0285, 11.0285, 11.0285, 11.0285, 11.0285, 11.0285, 11.0285, 11.0285, 11.0285, 11.0285, 11.0285, 11.0285, 11.0285, 11.0285, 11.0285, 11.0285, 11.0285
8.11952, 12.2173, 11.0375, 11.0286, 3.77059, 1.17983, 11.0286, 0, 11.0286, 11.0286, 11.0375, 11.0286, 11.0286, 11.0286, 11.0286, 11.0286, 11.0286, 11.0286, 11.0286, 11.0286, 11.0286, 11.0286, 11.0286, 11.0286, 11.0286, 11.0286, 11.0286, 11.0286, 11.0286
8.12735, 7.30198, 11.0412, 11.0283, 3.04991, -3.73924, 11.0283, 0, 11.0283, 11.0284, 11.0412, 11.0283, 11.0283, 11.0283, 11.0283, 11.0283, 11.0283, 11.0283, 11.0283, 11.0283, 11.0283, 11.0283, 11.0283, 11.0283, 11.0283, 11.0283, 11.0283, 11.0283, 11.0283
8.13518, 15.0507, 11.046, 11.0277, 4.12925, 4.00473, 11.0277, 0, 11.0277, 11.0277, 11.0459, 11.0277, 11.0277, 11.0277, 11.0277, 11.0277, 11.0277, 11.0277, 11.0277, 11.0277, 11.0277, 11.0277, 11.0277, 11.0277, 11.0277, 11.0277, 11.0277, 11.0277, 11.0277
8.14302, 14.0882, 11.0519, 11.0266, 4.01101, 3.03631, 11.0266, 0, 11.0266, 11.0266, 11.0519, 11.0266, 11.0266, 11.0266, 11.0266, 11.0266, 11.0266, 11.0266, 11.0266, 11.0266, 11.0266, 11.0266, 11.0266, 11.0266, 11.0266, 11.0266, 11.0266, 11.0266, 11.0266
8.15085, 15.8396, 11.0594, 11.0249, 4.2237, 4.7802, 11.0249, 0, 11.0249, 11.025, 11.0594, 11.0249, 11.0249, 11.0249, 11.0249, 11.0249, 11.0249, 11.0249, 11.0249, 11.0249, 11.0249, 11.0249, 11.0249, 11.0249, 11.0249, 11.0249, 11.0249, 11.0249, 11.0249
8.15868, 12.0658, 11.0689, 11.0228, 3.75044, 0.996907, 11.0228, 0, 11.0228, 11.0228, 11.0688, 11.0228, 11.0228, 11.0228, 11.0228, 11.0228, 11.0228, 11.0228, 11.0228, 11.0228, 11.0228, 11.0228, 11.0228, 11.0228, 11.0228, 11.0228, 11.0228, 11.0228, 11.0228
8.16652, 12.9773, 11.0806, 11.0203, 3.87006, 1.89674, 11.0203, 0, 11.0203, 11.0204, 11.0805, 11.0203, 11.0203, 11.0203, 11.0203, 11.0203, 11.0203, 11.0203, 11.0203, 11.0203, 11.0203, 11.0203, 11.0203, 11.0203, 11.0203, 11.0203, 11.0203, 11.0203, 11.0203
8.17435, 12.6309, 11.0948, 11.0176, 3.82503, 1.53601, 11.0176, 0, 11.0176, 11.0176, 11.0948, 11.0176, 11.0176, 11.0176, 11.0176, 11.0176, 11.0176, 11.0176, 11.0176, 11.0176, 11.0176, 11.0176, 11.0176, 11.0176, 11.0176, 11.0176, 11.0176, 11.0176, 11.0176
8.18218, 8.29703, 11.1116, 11.0145, 3.2089, -2.81457, 11.0145, 0, 11.0145, 11.0146, 11.1115, 11.0145, 11.0145, 11.0145, 11.0145, 11.0145, 11.0145, 11.0145, 11.0145, 11.0145, 11.0145, 11.0145, 11.0145, 11.0145, 11.0145, 11.0145, 11.0145, 11.0145, 11.0145
8.19002, 11, 11.1306, 11.0111, 3.60555, -0.13057, 11.0111, 0, 11.0111, 11.0111, 11.1305, 11.0111, 11.0111, 11.0111, 11.0111, 11.0111, 11.0111, 11.0111, 11.0111, 11.0111, 11.0111, 11.0111, 11.0111, 11.0111, 11.0111, 11.0111, 11.0111, 11.0111, 11.0111
8.19785, 17.653, 11.1513, 11.0071, 4.43317, 6.50171, 11.0071, 0, 11.0071, 11.0072, 11.1513, 11.0071, 11.0071, 11.0071, 11.0071, 11.0071, 11.0071, 11.0071, 11.0071, 11.0071, 11.0071, 11.0071, 11.0071, 11.0071, 11.0071, 11.0071, 11.0071, 11.0071, 11.0071
8.20569, 13.6543, 11.1733, 11.0027, 3.95655, 2.48101, 11.0027, 0, 11.0027, 11.0028, 11.1732, 11.0027, 11.0027, 11.0027, 11.0027, 11.0027, 11.0027, 11.0027, 11.0027, 11.0027, 11.0027, 11.0027, 11.0027, 11.0027, 11.0027, 11.0027, 11.0027, 11.0027, 11.0027
8.21352, 11.6496, 11.1956, 10.9979, 3.69453, 0.453957, 10.9979, 0, 10.9979, 10.998, 11.1955, 10.9979, 10.9979, 10.9979, 10.9979, 10.9979, 10.9979, 10.9979, 10.9979, 10.9979, 10.9979, 10.9979, 10.9979, 10.9979, 10.9979, 10.9979, 10.9979, 10.9979, 10.9979
8.22135, 7.3473, 11.2174, 10.9929, 3.05733, -3.87014, 10.9929, 0, 10.9929, 10.9929, 11.2174, 10.9929, 10.9929, 10.9929, 10.9929, 10.9929, 10.9929, 10.9929, 10.9929, 10.9929, 10.9929, 10.9929, 10.9929, 10.9929, 10.9929, 10.9929, 10.9929, 10.9929, 10.9929
8.22919, 10.6237, 11.2376, 10.9876, 3.55299, -0.613882, 10.9876, 0, 10.9876, 10.9876, 11.2375, 10.9876, 10.9876, 10.9876, 10.9876, 10.9876, 10.9876, 10.9876, 10.9876, 10.9876, 10.9876, 10.9876, 10.9876, 10.9876, 10.9876, 10.9876, 10.9876, 10.9876, 10.9876
8.23702, 13.9491, 11.2547, 10.9819, 3.99363, 2.69434, 10.9819, 0, 10.9819, 10.982, 11.2547, 10.9819, 10.9819, 10.9819, 10.9819, 10.9819, 10.9819, 10.9819, 10.9819, 10.9819, 10.9819, 10.9819, 10.9819, 10.9819, 10.9819, 10.9819, 10.9819, 10.9819, 10.9819
8.24485, 15.3265, 11.2676, 10.9758, 4.16251, 4.05889, 10.9758, 0, 10.9759, 10.9759, 11.2676, 10.9758, 10.9758, 10.9758, 10.9758, 10.9758, 10.9758, 10.9758, 10.9758, 10.9758, 10.9758, 10.9758, 10.9758, 10.9758, 10.9758, 10.9758, 10.9758, 10.9758, 10.9758
8.25269, 8.03135, 11.2752, 10.9694, 3.16723, -3.24387, 10.9694, 0, 10.9694, 10.9694, 11.2752, 10.9694, 10.9694, 10.9694, 10.9694, 10.9694, 10.9694, 10.9694, 10.9694, 10.9694, 10.9694, 10.9694, 10.9694, 10.9694, 10.9694, 10.9694, 10.9694, 10.9694, 10.9694
8.26052, 8.69269, 11.2768, 10.9625, 3.26997, -2.58407, 10.9625, 0, 10.9625, 10.9625, 11.2767, 10.9625, 10.9625, 10.9625, 10.9625, 10.9625, 10.9625, 10.9625, 10.9625, 10.9625, 10.9625, 10.9625, 10.9625, 10.9625, 10.9625, 10.9625, 10.9625, 10.9625, 10.9625
8.26835, 11.5737, 11.2718, 10.9553, 3.68425, 0.301826, 10.9553, 0, 10.9553, 10.9554, 11.2718, 10.9553, 10.9553, 10.9553, 10.9553, 10.9553, 10.9553, 10.9553, 10.9553, 10.9553, 10.9553, 10.9553, 10.9553, 10.9553, 10.9553, 10.9553, 10.9553, 10.9553, 10.9553
8.27619, 13.6971, 11.2605, 10.948, 3.96196, 2.43664, 10.948, 0, 10.948, 10.948, 11.2604, 10.948, 10.948, 10.948, 10.948, 10.948, 10.948, 10.948, 10.948, 10.948, 10.948, 10.948, 10.948, 10.948, 10.948, 10.948, 10.948, 10.948, 10.948
8.28402, 17.8285, 11.2427, 10.9404, 4.45292, 6.58576, 10.9404, 0, 10.9404, 10.9404, 11.2427, 10.9404, 10.9404, 10.9404, 10.9404, 10.9404, 10.9404, 10.9404, 10.9404, 10.9404, 10.9404, 10.9404, 10.9404, 10.9404, 10.9404, 10.9404, 10.9404, 10.9404, 10.9404
8.29185, 12.6996, 11.2193, 10.9324, 3.83401, 1.48035, 10.9324, 0, 10.9324, 10.9325, 11.2192, 10.9324, 10.9324, 10.9324, 10.9324, 10.9324, 10.9324, 10.9324, 10.9324, 10.9324, 10.9324, 10.9324, 10.9324, 10.9324, 10.9324, 10.9324, 10.9324, 10.9324, 10.9324
8.29969, 17.6131, 11.1909, 10.9241, 4.42867, 6.42228, 10.9241, 0, 10.9241, 10.9241, 11.1908, 10.9241, 10.9241, 10.9241, 10.9241, 10.9241, 10.9241, 10.9241, 10.9241, 10.9241, 10.9241, 10.9241, 10.9241, 10.9241, 10.9241, 10.9241, 10.9241, 10.9241, 10.9241
8.30752, 19.6082, 11.1586, 10.9153, 4.64846, 8.44962, 10.9153, 0, 10.9153, 10.9154, 11.1585, 10.9153, 10.9153, 10.9153, 10.9153, 10.9153, 10.9153, 10.9153, 10.9153, 10.9153, 10.9153, 10.9153, 10.9153, 10.9153, 10.9153, 10.9153, 10.9153, 10.9153, 10.9153
8.31535, 11.8218, 11.1237, 10.9063, 3.71777, 0.69811, 10.9063, 0, 10.9063, 10.9063, 11.1236, 10.9063, 10.9063, 10.9063, 10.9063, 10.9063, 10.9063, 10.9063, 10.9063, 10.9063, 10.9063, 10.9063, 10.9063, 10.9063, 10.9063, 10.9063, 10.9063, 10.9063, 10.9063
8.32319, 13.6134, 11.0876, 10.8971, 3.95138, 2.52574, 10.8971, 0, 10.8971, 10.8971, 11.0876, 10.8971, 10.8971, 10.8971, 10.8971, 10.8971, 10.8971, 10.8971, 10.8971, 10.8971, 10.8971, 10.8971, 10.8971, 10.8971, 10.8971, 10.8971, 10.8971, 10.8971, 10.8971
8.33102, 14.7307, 11.0515, 10.8877, 4.09032, 3.67924, 10.8877, 0, 10.8877, 10.8878, 11.0514, 10.8877, 10.8877, 10.8877, 10.8877, 10.8877, 10.8877, 10.8877, 10.8877, 10.8877, 10.8877, 10.8877, 10.8877, 10.8877, 10.8877, 10.8877, 10.8877, 10.8877, 10.8877
8.33885, 12.2355, 11.0161, 10.8781, 3.77299, 1.21933, 10.8781, 0, 10.8781, 10.8782, 11.016, 10.8781, 10.8781, 10.8781, 10.8781, 10.8781, 10.8781, 10.8781, 10.8781, 10.8781, 10.8781, 10.8781, 10.8781, 10.8781, 10.8781, 10.8781, 10.8781, 10.8781, 10.8781
8.34669, 10.3617, 10.9822, 10.8681, 3.51592, -0.620521, 10.8681, 0, 10.8681, 10.8682, 10.9821, 10.8681, 10.8681, 10.8681, 10.8681, 10.8681, 10.8681, 10.8681, 10.8681, 10.8681, 10.8681, 10.8681, 10.8681, 10.8681, 10.8681, 10.8681, 10.8681, 10.8681, 10.8681
8.35452, 13.6036, 10.9503, 10.8578, 3.95014, 2.65333, 10.8578, 0, 10.8578, 10.8579, 10.9501, 10.8578, 10.8578, 10.8578, 10.8578, 10.8578, 10.8578, 10.8578, 10.8578, 10.8578, 10.8578, 10.8578, 10.8578, 10.8578, 10.8578, 10.8578, 10.8578, 10.8578, 10.8578
8.36236, 13.1357, 10.9206, 10.8471, 3.89046, 2.21505, 10.8471, 0, 10.8471, 10.8472, 10.9205, 10.8471, 10.8471, 10.8471, 10.8471, 10.8471, 10.8471, 10.8471, 10.8471, 10.8471, 10.8471, 10.8471, 10.8471, 10.8471, 10.8471, 10.8471, 10.8471, 10.8471, 10.8471
8.37019, 13.6038, 10.8936, 10.8362, 3.95017, 2.7102, 10.8362, 0, 10.8362, 10.8364, 10.8935, 10.8362, 10.8362, 10.8362, 10.8362, 10.8362, 10.8362, 10.8362, 10.8362, 10.8362, 10.8362, 10.8362, 10.8362, 10.8362, 10.8362, 10.8362, 10.8362, 10.8362, 10.8362
8.37802, 11.7648, 10.8693, 10.8253, 3.7101, 0.895536, 10.8253, 0, 10.8253, 10.8255, 10.8691, 10.8253, 10.8253, 10.8253, 10.8253, 10.8253, 10.8253, 10.8253, 10.8253, 10.8253, 10.8253, 10.8253, 10.8253, 10.8253, 10.8253, 10.8253, 10.8253, 10.8253, 10.8253
8.38586, 11.211, 10.8473, 10.8142, 3.6347, 0.36366, 10.8142, 0, 10.8142, 10.8145, 10.8471, 10.8142, 10.8142, 10.8142, 10.8142, 10.8142, 10.8142, 10.8142, 10.8142, 10.8142, 10.8142, 10.8142, 10.8142, 10.8142, 10.8142, 10.8142, 10.8142, 10.8142, 10.8142
8.39369, 10.4134, 10.8274, 10.8029, 3.52326, -0.414062, 10.8029, 0, 10.8029, 10.8032, 10.8271, 10.8029, 10.8029, 10.8029, 10.8029, 10.8029, 10.8029, 10.8029, 10.8029, 10.8029, 10.8029, 10.8029, 10.8029, 10.8029, 10.8029, 10.8029, 10.8029, 10.8029, 10.8029
8.40152, 10.5625, 10.8092, 10.7912, 3.54436, -0.246715, 10.7912, 0, 10.7912, 10.7916, 10.8087, 10.7912, 10.7912, 10.7912, 10.7912, 10.7912, 10.7912, 10.7912, 10.7912, 10.7912, 10.7912, 10.7912, 10.7912, 10.7912, 10.7912, 10.7912, 10.7912, 10.7912, 10.7912
8.40936, 12.3952, 10.7923, 10.7791, 3.7941, 1.60288, 10.7791, 0, 10.7792, 10.7798, 10.7916, 10.7791, 10.7791, 10.7791, 10.7791, 10.7791, 10.7791, 10.7791, 10.7791, 10.7791, 10.7791, 10.7791, 10.7791, 10.7791, 10.7791, 10.7791, 10.7791, 10.7791, 10.7791
8.41719, 14.5807, 10.7767, 10.767, 4.07194, 3.80397, 10.767, 0, 10.767, 10.768, 10.7756, 10.767, 10.767, 10.767, 10.767, 10.767, 10.767, 10.767, 10.767, 10.767, 10.767, 10.767, 10.767, 10.767, 10.767, 10.767, 10.767, 10.767, 10.767
