   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_295.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.00131834, 0, 1.39043e-15, 0, 1.41421, -1.39043e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.27654e-17, 0, 0, 1.32538e-17, 0, 0, 1.36441e-15, 0, 0, 0
0.00917266, 0, 2.24548e-15, 0, 1.41421, -2.24548e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.06118e-17, 0, 0, 2.17973e-17, 0, 0, 2.20307e-15, 0, 0, 0
0.017027, 0, 3.60778e-15, 0, 1.41421, -3.60778e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.31106e-17, 0, 0, 3.56692e-17, 0, 0, 3.539e-15, 0, 0, 0
0.0248813, 0, 5.76717e-15, 0, 1.41421, -5.76717e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.29187e-17, 0, 0, 5.80817e-17, 0, 0, 5.65617e-15, 0, 0, 0
0.0327356, 0, 9.17272e-15, 0, 1.41421, -9.17272e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.41515e-17, 0, 0, 9.41178e-17, 0, 0, 8.99445e-15, 0, 0, 0
0.04059, 0, 1.45166e-14, 0, 1.41421, -1.45166e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.33151e-16, 0, 0, 1.51781e-16, 0, 0, 1.42317e-14, 0, 0, 0
0.0484443, 0, 2.28603e-14, 0, 1.41421, -2.28603e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.09639e-16, 0, 0, 2.43611e-16, 0, 0, 2.24071e-14, 0, 0, 0
0.0562986, 0, 3.5823e-14, 0, 1.41421, -3.5823e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.28446e-16, 0, 0, 3.89168e-16, 0, 0, 3.51054e-14, 0, 0, 0
0.0641529, 0, 5.58628e-14, 0, 1.41421, -5.58628e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.12073e-16, 0, 0, 6.18815e-16, 0, 0, 5.47319e-14, 0, 0, 0
0.0720073, 0, 8.66917e-14, 0, 1.41421, -8.66917e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.94497e-16, 0, 0, 9.79474e-16, 0, 0, 8.49178e-14, 0, 0, 0
0.0798616, 0, 1.33888e-13, 0, 1.41421, -1.33888e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.22676e-15, 0, 0, 1.54333e-15, 0, 0, 1.31118e-13, 0, 0, 0
0.0877159, 0, 2.05789e-13, 0, 1.41421, -2.05789e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.88512e-15, 0, 0, 2.42094e-15, 0, 0, 2.01483e-13, 0, 0, 0
0.0955703, 0, 3.148e-13, 0, 1.41421, -3.148e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.88304e-15, 0, 0, 3.78089e-15, 0, 0, 3.08136e-13, 0, 0, 0
0.103425, 0, 4.79281e-13, 0, 1.41421, -4.79281e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.38836e-15, 0, 0, 5.87923e-15, 0, 0, 4.69013e-13, 0, 0, 0
0.111279, 0, 7.2627e-13, 0, 1.41421, -7.2627e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.64819e-15, 0, 0, 9.10319e-15, 0, 0, 7.10519e-13, 0, 0, 0
0.119133, 0, 1.09539e-12, 0, 1.41421, -1.09539e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.00245e-14, 0, 0, 1.4037e-14, 0, 0, 1.07133e-12, 0, 0, 0
0.126988, 0, 1.64442e-12, 0, 1.41421, -1.64442e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.50451e-14, 0, 0, 2.15567e-14, 0, 0, 1.60782e-12, 0, 0, 0
0.134842, 0, 2.45718e-12, 0, 1.41421, -2.45718e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.24753e-14, 0, 0, 3.29734e-14, 0, 0, 2.40173e-12, 0, 0, 0
0.142696, 0, 3.6547e-12, 0, 1.41421, -3.6547e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.34197e-14, 0, 0, 5.02421e-14, 0, 0, 3.57104e-12, 0, 0, 0
0.150551, 0, 5.41083e-12, 0, 1.41421, -5.41083e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.94646e-14, 0, 0, 7.62687e-14, 0, 0, 5.2851e-12, 0, 0, 0
0.158405, 0, 7.97412e-12, 0, 1.41421, -7.97412e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.28769e-14, 0, 0, 1.15361e-13, 0, 0, 7.78588e-12, 0, 0, 0
0.166259, 0, 1.16982e-11, 0, 1.41421, -1.16982e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.06881e-13, 0, 0, 1.73889e-13, 0, 0, 1.14174e-11, 0, 0, 0
0.174114, 0, 1.70834e-11, 0, 1.41421, -1.70834e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.56037e-13, 0, 0, 2.61252e-13, 0, 0, 1.66661e-11, 0, 0, 0
0.181968, 0, 2.4835e-11, 0, 1.41421, -2.4835e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.26769e-13, 0, 0, 3.91292e-13, 0, 0, 2.42169e-11, 0, 0, 0
0.189822, 0, 3.59413e-11, 0, 1.41421, -3.59413e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.28079e-13, 0, 0, 5.84368e-13, 0, 0, 3.50289e-11, 0, 0, 0
0.197677, 0, 5.17813e-11, 0, 1.41421, -5.17813e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.72516e-13, 0, 0, 8.70383e-13, 0, 0, 5.04384e-11, 0, 0, 0
0.205531, 0, 7.42696e-11, 0, 1.41421, -7.42696e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.775e-13, 0, 0, 1.29324e-12, 0, 0, 7.22989e-11, 0, 0, 0
0.213385, 0, 1.06052e-10, 0, 1.41421, -1.06052e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.67085e-13, 0, 0, 1.91735e-12, 0, 0, 1.03167e-10, 0, 0, 0
