   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_304.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
9.53941e-05, 0, 4.92686e-15, 0, 1.41421, -4.92686e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.11486e-17, 0, 0, 4.39217e-17, 0, 1.42694e-18, 0, 4.85036e-15, 0, 0, 0
0.00795082, 0, 7.76897e-15, 0, 1.41421, -7.76897e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.91083e-17, 0, 0, 7.05371e-17, 0, 2.31681e-18, 0, 7.64701e-15, 0, 0, 0
0.0158062, 0, 1.21925e-14, 0, 1.41421, -1.21925e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.70563e-17, 0, 0, 1.12762e-16, 0, 3.74562e-18, 0, 1.1999e-14, 0, 0, 0
0.0236617, 0, 1.9045e-14, 0, 1.41421, -1.9045e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.20341e-16, 0, 0, 1.79449e-16, 0, 6.03012e-18, 0, 1.87391e-14, 0, 0, 0
0.0315171, 0, 2.96099e-14, 0, 1.41421, -2.96099e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.87063e-16, 0, 0, 2.84298e-16, 0, 9.66751e-18, 0, 2.91288e-14, 0, 0, 0
0.0393725, 0, 4.58225e-14, 0, 1.41421, -4.58225e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.89431e-16, 0, 0, 4.48417e-16, 0, 1.5435e-17, 0, 4.50692e-14, 0, 0, 0
0.0472279, 0, 7.05862e-14, 0, 1.41421, -7.05862e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.45759e-16, 0, 0, 7.0419e-16, 0, 2.45423e-17, 0, 6.94117e-14, 0, 0, 0
0.0550833, 0, 1.08236e-13, 0, 1.41421, -1.08236e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.83384e-16, 0, 0, 1.10108e-15, 0, 3.88651e-17, 0, 1.06413e-13, 0, 0, 0
0.0629388, 0, 1.65216e-13, 0, 1.41421, -1.65216e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.04293e-15, 0, 0, 1.71433e-15, 0, 6.12995e-17, 0, 1.62398e-13, 0, 0, 0
0.0707942, 0, 2.51054e-13, 0, 1.41421, -2.51054e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.58444e-15, 0, 0, 2.65791e-15, 0, 9.63039e-17, 0, 2.46716e-13, 0, 0, 0
