   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_864.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.00976331, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00191871, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00592589, 0, 2.72055e-17, 0, 1.41421, -2.72055e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.37891e-19, 0, 0, 2.01543e-19, 0, 1.74634e-20, 0, 2.68486e-17, 0, 0
0.0137705, 0, 4.66721e-17, 0, 1.41421, -4.66721e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.36522e-19, 0, 0, 3.51996e-19, 0, 3.0589e-20, 0, 4.6053e-17, 0, 0
0.0216151, 0, 7.95866e-17, 0, 1.41421, -7.95866e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.03263e-19, 0, 0, 6.11108e-19, 0, 5.32824e-20, 0, 7.85189e-17, 0, 0
0.0294597, 0, 1.3491e-16, 0, 1.41421, -1.3491e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.83479e-19, 0, 0, 1.05476e-18, 0, 9.2307e-20, 0, 1.33079e-16, 0, 0
0.0373043, 0, 2.27355e-16, 0, 1.41421, -2.27355e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.15164e-18, 0, 0, 1.81001e-18, 0, 1.5906e-19, 0, 2.24235e-16, 0, 0
0.0451489, 0, 3.8094e-16, 0, 1.41421, -3.8094e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.92929e-18, 0, 0, 3.08846e-18, 0, 2.72649e-19, 0, 3.7565e-16, 0, 0
0.0529935, 0, 6.34642e-16, 0, 1.41421, -6.34642e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.21363e-18, 0, 0, 5.24045e-18, 0, 4.64945e-19, 0, 6.25723e-16, 0, 0
0.0608381, 0, 1.05136e-15, 0, 1.41421, -1.05136e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.32282e-18, 0, 0, 8.8429e-18, 0, 7.88842e-19, 0, 1.0364e-15, 0, 0
