   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_244.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, S_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.00509119, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00279403, 0, 2.02444e-13, 0, 1.41421, -2.02444e-13, 0, 0, 0, 0, 0, 0, 1.10961e-15, 0, 0, 2.60824e-18, 4.77332e-17, 0, 2.01284e-13, 0, 0
0.0106792, 0, 3.28511e-13, 0, 1.41421, -3.28511e-13, 0, 0, 0, 0, 0, 0, 1.80057e-15, 0, 0, 4.32122e-18, 8.02913e-17, 0, 3.26625e-13, 0, 0
0.0185644, 0, 5.29863e-13, 0, 1.41421, -5.29863e-13, 0, 0, 0, 0, 0, 0, 2.90417e-15, 0, 0, 7.11733e-18, 1.3431e-16, 0, 5.26818e-13, 0, 0
0.0264497, 0, 8.4952e-13, 0, 1.41421, -8.4952e-13, 0, 0, 0, 0, 0, 0, 4.65616e-15, 0, 0, 1.1655e-17, 2.23445e-16, 0, 8.44629e-13, 0, 0
0.0343349, 0, 1.35397e-12, 0, 1.41421, -1.35397e-12, 0, 0, 0, 0, 0, 0, 7.42095e-15, 0, 0, 1.89771e-17, 3.69727e-16, 0, 1.34616e-12, 0, 0
0.0422201, 0, 2.14533e-12, 0, 1.41421, -2.14533e-12, 0, 0, 0, 0, 0, 0, 1.17582e-14, 0, 0, 3.07257e-17, 6.08506e-16, 0, 2.13293e-12, 0, 0
0.0501053, 0, 3.37951e-12, 0, 1.41421, -3.37951e-12, 0, 0, 0, 0, 0, 0, 1.85224e-14, 0, 0, 4.94723e-17, 9.96193e-16, 0, 3.35994e-12, 0, 0
0.0579905, 0, 5.29311e-12, 0, 1.41421, -5.29311e-12, 0, 0, 0, 0, 0, 0, 2.90104e-14, 0, 0, 7.92216e-17, 1.62233e-15, 0, 5.2624e-12, 0, 0
0.0658757, 0, 8.24308e-12, 0, 1.41421, -8.24308e-12, 0, 0, 0, 0, 0, 0, 4.51784e-14, 0, 0, 1.26177e-16, 2.6283e-15, 0, 8.19515e-12, 0, 0
0.0737609, 0, 1.27795e-11, 0, 1.41421, -1.27795e-11, 0, 0, 0, 0, 0, 0, 7.00421e-14, 0, 0, 2.0039e-16, 4.25193e-15, 0, 1.2705e-11, 0, 0
0.0816462, 0, 1.96764e-11, 0, 1.41421, -1.96764e-11, 0, 0, 0, 0, 0, 0, 1.07843e-13, 0, 0, 3.15764e-16, 6.81683e-15, 0, 1.95614e-11, 0, 0
0.0895314, 0, 3.01275e-11, 0, 1.41421, -3.01275e-11, 0, 0, 0, 0, 0, 0, 1.65126e-13, 0, 0, 4.95019e-16, 1.08743e-14, 0, 2.9951e-11, 0, 0
0.0974166, 0, 4.58762e-11, 0, 1.41421, -4.58762e-11, 0, 0, 0, 0, 0, 0, 2.51449e-13, 0, 0, 7.72164e-16, 1.72607e-14, 0, 4.56067e-11, 0, 0
0.105302, 0, 6.94761e-11, 0, 1.41421, -6.94761e-11, 0, 0, 0, 0, 0, 0, 3.80812e-13, 0, 0, 1.19856e-15, 2.72634e-14, 0, 6.90668e-11, 0, 0
0.113187, 0, 1.04646e-10, 0, 1.41421, -1.04646e-10, 0, 0, 0, 0, 0, 0, 5.73612e-13, 0, 0, 1.85149e-15, 4.28535e-14, 0, 1.04028e-10, 0, 0
0.121072, 0, 1.56773e-10, 0, 1.41421, -1.56773e-10, 0, 0, 0, 0, 0, 0, 8.59392e-13, 0, 0, 2.84673e-15, 6.70352e-14, 0, 1.55844e-10, 0, 0
0.128957, 0, 2.33612e-10, 0, 1.41421, -2.33612e-10, 0, 0, 0, 0, 0, 0, 1.2807e-12, 0, 0, 4.35703e-15, 1.04365e-13, 0, 2.32222e-10, 0, 0
0.136843, 0, 3.46264e-10, 0, 1.41421, -3.46264e-10, 0, 0, 0, 0, 0, 0, 1.89845e-12, 0, 0, 6.63919e-15, 1.6172e-13, 0, 3.44198e-10, 0, 0
0.144728, 0, 5.10536e-10, 0, 1.41421, -5.10536e-10, 0, 0, 0, 0, 0, 0, 2.79944e-12, 0, 0, 1.00737e-14, 2.49435e-13, 0, 5.07477e-10, 0, 0
0.152613, 0, 7.488e-10, 0, 1.41421, -7.488e-10, 0, 0, 0, 0, 0, 0, 4.10654e-12, 0, 0, 1.52227e-14, 3.82975e-13, 0, 7.44295e-10, 0, 0
