   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_612.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Mn_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.00198308, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0058814, 0, 1.15335e-17, 0, 1.41421, -1.15335e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.55054e-20, 0, 0, 2.4597e-22, 0, 0, 1.15077e-17, 0, 0, 0
0.0137459, 0, 2.12957e-17, 0, 1.41421, -2.12957e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.70937e-20, 0, 0, 4.61504e-22, 0, 0, 2.12481e-17, 0, 0, 0
0.0216104, 0, 3.90086e-17, 0, 1.41421, -3.90086e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.62645e-20, 0, 0, 8.59168e-22, 0, 0, 3.89215e-17, 0, 0, 0
0.0294748, 0, 7.09001e-17, 0, 1.41421, -7.09001e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.5679e-19, 0, 0, 1.58736e-21, 0, 0, 7.07418e-17, 0, 0, 0
0.0373393, 0, 1.27886e-16, 0, 1.41421, -1.27886e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.82809e-19, 0, 0, 2.91099e-21, 0, 0, 1.276e-16, 0, 0, 0
0.0452038, 0, 2.28954e-16, 0, 1.41421, -2.28954e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.06314e-19, 0, 0, 5.29961e-21, 0, 0, 2.28443e-16, 0, 0, 0
0.0530683, 0, 4.06901e-16, 0, 1.41421, -4.06901e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.99828e-19, 0, 0, 9.57966e-21, 0, 0, 4.05992e-16, 0, 0, 0
0.0609328, 0, 7.17954e-16, 0, 1.41421, -7.17954e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.5877e-18, 0, 0, 1.71956e-20, 0, 0, 7.16349e-16, 0, 0, 0
0.0687972, 0, 1.25784e-15, 0, 1.41421, -1.25784e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.7816e-18, 0, 0, 3.06552e-20, 0, 0, 1.25503e-15, 0, 0, 0
0.0766617, 0, 2.18836e-15, 0, 1.41421, -2.18836e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.83936e-18, 0, 0, 5.42821e-20, 0, 0, 2.18346e-15, 0, 0, 0
0.0845262, 0, 3.78111e-15, 0, 1.41421, -3.78111e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.3616e-18, 0, 0, 9.54825e-20, 0, 0, 3.77265e-15, 0, 0, 0
0.0923907, 0, 6.48886e-15, 0, 1.41421, -6.48886e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.43495e-17, 0, 0, 1.66858e-19, 0, 0, 6.47434e-15, 0, 0, 0
0.100255, 0, 1.10612e-14, 0, 1.41421, -1.10612e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.44607e-17, 0, 0, 2.89712e-19, 0, 0, 1.10364e-14, 0, 0, 0
0.10812, 0, 1.87305e-14, 0, 1.41421, -1.87305e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.14209e-17, 0, 0, 4.99828e-19, 0, 0, 1.86886e-14, 0, 0, 0
0.115984, 0, 3.151e-14, 0, 1.41421, -3.151e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.96814e-17, 0, 0, 8.56949e-19, 0, 0, 3.14394e-14, 0, 0, 0
0.123849, 0, 5.26649e-14, 0, 1.41421, -5.26649e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.16464e-16, 0, 0, 1.46018e-18, 0, 0, 5.25469e-14, 0, 0, 0
0.131713, 0, 8.74574e-14, 0, 1.41421, -8.74574e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.93405e-16, 0, 0, 2.47292e-18, 0, 0, 8.72616e-14, 0, 0, 0
0.139578, 0, 1.4431e-13, 0, 1.41421, -1.4431e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.19133e-16, 0, 0, 4.16293e-18, 0, 0, 1.43987e-13, 0, 0, 0
0.147442, 0, 2.36617e-13, 0, 1.41421, -2.36617e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.23267e-16, 0, 0, 6.96644e-18, 0, 0, 2.36087e-13, 0, 0, 0
0.155307, 0, 3.85535e-13, 0, 1.41421, -3.85535e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.52602e-16, 0, 0, 1.15899e-17, 0, 0, 3.84671e-13, 0, 0, 0
