   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_529.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
1.76088, 240.338, 254.011, 0.910208, 15.5672, -13.6728, 0.00102414, 0.910211, 0.911473, 0.912429, 0.931571, 0.910546, 0.940051, 1.00524, 0.91262, 0.93401, 0.959364, 253.743, 0.91927, 0.918669, 0.910208, 0.910208, 0.910208, 0.910208, 0.929517, 0.910208, 0.910208, 0.916382
1.76875, 238.1, 244.573, 0.950579, 15.4952, -6.47292, 0.00094866, 0.950582, 0.951858, 0.952815, 0.971995, 0.950917, 0.980393, 1.04525, 0.952956, 0.975986, 1.00639, 244.301, 0.95856, 0.956299, 0.950579, 0.950579, 0.950579, 0.950579, 0.969538, 0.950579, 0.950579, 0.95667
1.77663, 262.955, 232.804, 0.991129, 16.2774, 30.1506, 0.000879179, 0.991132, 0.992429, 0.993389, 1.01267, 0.991468, 1.021, 1.08566, 0.993476, 1.01835, 1.05567, 232.524, 0.99817, 0.994961, 0.991129, 0.991129, 0.991129, 0.991129, 1.00978, 0.991129, 0.991129, 0.99715
1.7845, 235.32, 219.103, 1.03184, 15.4052, 16.2169, 0.000814984, 1.03185, 1.03317, 1.03414, 1.05359, 1.03218, 1.06186, 1.12646, 1.03417, 1.06108, 1.1079, 218.812, 1.03807, 1.03439, 1.03184, 1.03184, 1.03184, 1.03184, 1.05023, 1.03184, 1.03184, 1.03781
1.79237, 231.965, 203.911, 1.07274, 15.2959, 28.0539, 0.000755419, 1.07275, 1.0741, 1.07508, 1.09478, 1.07309, 1.10299, 1.16768, 1.07505, 1.10422, 1.16399, 203.604, 1.07826, 1.07442, 1.07274, 1.07274, 1.07274, 1.07274, 1.09091, 1.07274, 1.07274, 1.07867
1.80025, 198.46, 187.689, 1.11389, 14.1584, 10.7709, 0.00069989, 1.11389, 1.11529, 1.11628, 1.13628, 1.11423, 1.14445, 1.20938, 1.11617, 1.14781, 1.22508, 187.359, 1.11878, 1.11498, 1.11389, 1.11389, 1.11389, 1.11389, 1.13188, 1.11389, 1.11389, 1.11978
1.80812, 183.561, 170.894, 1.15537, 13.6221, 12.6676, 0.000647874, 1.15537, 1.15681, 1.15782, 1.17818, 1.15572, 1.18633, 1.25162, 1.15765, 1.19197, 1.29262, 170.534, 1.15973, 1.15607, 1.15537, 1.15537, 1.15537, 1.15537, 1.17324, 1.15537, 1.15537, 1.16125
1.81599, 194.28, 153.958, 1.19732, 14.01, 40.3217, 0.000598923, 1.19733, 1.19882, 1.19984, 1.22063, 1.19769, 1.22876, 1.29455, 1.1996, 1.23682, 1.36833, 153.561, 1.20122, 1.19778, 1.19732, 1.19732, 1.19732, 1.19732, 1.21512, 1.19732, 1.19732, 1.2032
1.82386, 164.336, 137.275, 1.23992, 12.8971, 27.0615, 0.000552668, 1.23992, 1.24147, 1.24252, 1.26377, 1.24029, 1.2719, 1.33828, 1.24221, 1.28252, 1.45419, 136.829, 1.24341, 1.24021, 1.23992, 1.23992, 1.23992, 1.23992, 1.25768, 1.23992, 1.23992, 1.24581
1.83174, 146.754, 121.182, 1.28336, 12.1965, 25.5724, 0.000508811, 1.28336, 1.28497, 1.28604, 1.30779, 1.28373, 1.31592, 1.38301, 1.28565, 1.32928, 1.5525, 120.676, 1.28649, 1.28354, 1.28336, 1.28336, 1.28336, 1.28336, 1.30113, 1.28336, 1.28336, 1.28927
1.83961, 141.422, 105.956, 1.32785, 11.9759, 35.4663, 0.00046713, 1.32786, 1.32953, 1.33062, 1.35291, 1.32824, 1.36105, 1.42891, 1.33017, 1.3773, 1.66574, 105.375, 1.33068, 1.32797, 1.32785, 1.32785, 1.32785, 1.32785, 1.34567, 1.32785, 1.32785, 1.3338
1.84748, 131.006, 91.8074, 1.37364, 11.5328, 39.1986, 0.000427466, 1.37365, 1.37538, 1.37649, 1.39933, 1.37404, 1.40749, 1.47618, 1.37597, 1.4268, 1.79658, 91.1355, 1.37619, 1.37371, 1.37364, 1.37364, 1.37364, 1.37364, 1.39154, 1.37364, 1.37364, 1.37963
1.85536, 96.4909, 78.8824, 1.42097, 9.92426, 17.6084, 0.000389717, 1.42097, 1.42276, 1.4239, 1.4473, 1.42137, 1.45548, 1.52504, 1.42332, 1.47804, 1.94774, 78.0998, 1.42327, 1.42101, 1.42097, 1.42097, 1.42097, 1.42097, 1.43897, 1.42097, 1.42097, 1.42699
1.86323, 111.072, 67.2639, 1.47006, 10.6335, 43.808, 0.000353828, 1.47007, 1.47192, 1.47308, 1.49704, 1.47047, 1.50525, 1.57569, 1.47245, 1.53123, 2.12187, 66.3491, 1.47216, 1.47009, 1.47006, 1.47006, 1.47006, 1.47006, 1.48821, 1.47006, 1.47006, 1.47614
1.8711, 78.8188, 56.9813, 1.52116, 8.98993, 21.8375, 0.000319785, 1.52116, 1.52308, 1.52427, 1.54877, 1.52158, 1.557, 1.62832, 1.52359, 1.58659, 2.32139, 55.9108, 1.52306, 1.52117, 1.52116, 1.52116, 1.52116, 1.52116, 1.53947, 1.52116, 1.52116, 1.52729
1.87898, 64.2974, 48.0168, 1.57447, 8.14232, 16.2806, 0.000287595, 1.57448, 1.57645, 1.57766, 1.6027, 1.5749, 1.61096, 1.68314, 1.57694, 1.64434, 2.54833, 46.7652, 1.5762, 1.57448, 1.57447, 1.57447, 1.57447, 1.57447, 1.59297, 1.57447, 1.57447, 1.58065
1.88685, 55.0083, 40.3164, 1.63019, 7.55038, 14.6919, 0.000257288, 1.63019, 1.63222, 1.63345, 1.65899, 1.63062, 1.66728, 1.74029, 1.63271, 1.70465, 2.80409, 38.8572, 1.63176, 1.63019, 1.63019, 1.63019, 1.63019, 1.63019, 1.64889, 1.63019, 1.63019, 1.63642
1.89472, 58.1438, 33.7975, 1.68847, 7.75524, 24.3462, 0.000228895, 1.68847, 1.69055, 1.6918, 1.71781, 1.68891, 1.72613, 1.79992, 1.69104, 1.76768, 3.08929, 32.104, 1.6899, 1.68847, 1.68847, 1.68847, 1.68847, 1.68847, 1.70739, 1.68847, 1.68847, 1.69475
1.9026, 46.5821, 28.3594, 1.74944, 6.97009, 18.2227, 0.000202449, 1.74944, 1.75157, 1.75284, 1.77928, 1.74989, 1.78763, 1.86215, 1.75208, 1.83355, 3.40351, 26.4051, 1.75075, 1.74944, 1.74944, 1.74944, 1.74944, 1.74944, 1.76861, 1.74944, 1.74944, 1.75577
1.91047, 47.1501, 23.8899, 1.81321, 7.01071, 23.2602, 0.000177972, 1.81321, 1.81538, 1.81667, 1.84351, 1.81366, 1.85188, 1.92706, 1.81593, 1.90235, 3.74518, 21.6501, 1.8144, 1.81321, 1.81321, 1.81321, 1.81321, 1.81321, 1.83264, 1.81321, 1.81321, 1.81958
1.91834, 40.5688, 20.2725, 1.87984, 6.52448, 20.2963, 0.000155472, 1.87984, 1.88204, 1.88335, 1.91054, 1.8803, 1.91894, 1.99473, 1.88264, 1.97415, 4.11144, 17.7257, 1.88092, 1.87984, 1.87984, 1.87984, 1.87984, 1.87984, 1.89955, 1.87984, 1.87984, 1.88625
1.92622, 36.3732, 17.392, 1.94936, 6.19461, 18.9812, 0.000134939, 1.94937, 1.9516, 1.95293, 1.98043, 1.94983, 1.98886, 2.06517, 1.95226, 2.04898, 4.49805, 14.5206, 1.95035, 1.94936, 1.94936, 1.94936, 1.94936, 1.94936, 1.96939, 1.94936, 1.94936, 1.95581
1.93409, 29.7851, 15.1374, 2.02179, 5.63783, 14.6477, 0.000116342, 2.0218, 2.02407, 2.0254, 2.05318, 2.02227, 2.06163, 2.13841, 2.0248, 2.12684, 4.89944, 11.9298, 2.02269, 2.02179, 2.02179, 2.02179, 2.02179, 2.02179, 2.04216, 2.02179, 2.02179, 2.02828
1.94196, 37.5664, 13.4056, 2.09712, 6.29019, 24.1608, 9.96302e-05, 2.09713, 2.09942, 2.10077, 2.12878, 2.0976, 2.13725, 2.21444, 2.10026, 2.20774, 5.30882, 9.85661, 2.09794, 2.09712, 2.09712, 2.09712, 2.09712, 2.09712, 2.11787, 2.09712, 2.09712, 2.10364
1.94984, 18.268, 12.1025, 2.17532, 4.502, 6.16551, 8.47319e-05, 2.17532, 2.17763, 2.17899, 2.20721, 2.17579, 2.21569, 2.29323, 2.17859, 2.29164, 5.71832, 8.21479, 2.17605, 2.17532, 2.17532, 2.17532, 2.17532, 2.17532, 2.19648, 2.17532, 2.17532, 2.18185
1.95771, 17.3358, 11.1437, 2.25633, 4.39725, 6.19207, 7.15578e-05, 2.25633, 2.25867, 2.26003, 2.28842, 2.25681, 2.29691, 2.37475, 2.25976, 2.37851, 6.11937, 6.9286, 2.25699, 2.25633, 2.25633, 2.25633, 2.25633, 2.25633, 2.27796, 2.25633, 2.25633, 2.26289
1.96558, 12.5666, 10.4554, 2.3401, 3.81662, 2.1112, 6.00048e-05, 2.34011, 2.34245, 2.34382, 2.37235, 2.34058, 2.38086, 2.45894, 2.34371, 2.4683, 6.50293, 5.933, 2.3407, 2.3401, 2.3401, 2.3401, 2.3401, 2.3401, 2.36225, 2.3401, 2.3401, 2.34669
1.97346, 16.8189, 9.97342, 2.42658, 4.33807, 6.84543, 4.99568e-05, 2.42658, 2.42894, 2.43032, 2.45896, 2.42706, 2.46747, 2.54576, 2.43039, 2.561, 6.86005, 5.17277, 2.42711, 2.42658, 2.42658, 2.42658, 2.42658, 2.42658, 2.44931, 2.42658, 2.42658, 2.43318
1.98133, 9.40697, 9.64341, 2.51568, 3.37742, -0.236442, 4.12908e-05, 2.51569, 2.51806, 2.51944, 2.54818, 2.51617, 2.55669, 2.63514, 2.51971, 2.65659, 7.1822, 4.60186, 2.51616, 2.51568, 2.51568, 2.51568, 2.51568, 2.51568, 2.53908, 2.51568, 2.51568, 2.52231
1.9892, 7.98791, 9.41988, 2.60736, 3.16036, -1.43198, 3.38789e-05, 2.60736, 2.60974, 2.61112, 2.63994, 2.60784, 2.64846, 2.72704, 2.61163, 2.75509, 7.46183, 4.18217, 2.60778, 2.60736, 2.60736, 2.60736, 2.60736, 2.60736, 2.6315, 2.60736, 2.60736, 2.61401
1.99708, 16.8405, 9.26572, 2.70154, 4.34057, 7.5748, 2.75928e-05, 2.70154, 2.70393, 2.70531, 2.73419, 2.70203, 2.74272, 2.8214, 2.70608, 2.85658, 7.69268, 3.8826, 2.70192, 2.70154, 2.70154, 2.70154, 2.70154, 2.70154, 2.72651, 2.70154, 2.70154, 2.70821
2.00495, 9.13544, 9.15145, 2.79816, 3.33698, -0.0160084, 2.23062e-05, 2.79817, 2.80056, 2.80195, 2.83087, 2.79865, 2.8394, 2.91816, 2.803, 2.9612, 7.87024, 3.67794, 2.7985, 2.79816, 2.79816, 2.79816, 2.79816, 2.79816, 2.82407, 2.79816, 2.79816, 2.80487
2.01282, 10.2812, 9.0546, 2.89718, 3.50446, 1.22662, 1.78973e-05, 2.89718, 2.89958, 2.90097, 2.92992, 2.89767, 2.93846, 3.01729, 2.90234, 3.06919, 7.99191, 3.54789, 2.89748, 2.89718, 2.89718, 2.89718, 2.89718, 2.89718, 2.92413, 2.89718, 2.89718, 2.90392
2.0207, 10.2611, 8.95901, 2.99853, 3.50159, 1.30213, 1.42514e-05, 2.99854, 3.00093, 3.00232, 3.03131, 2.99902, 3.03985, 3.11872, 3.00404, 3.18095, 8.05722, 3.47627, 2.99879, 2.99853, 2.99853, 2.99853, 2.99853, 2.99853, 3.02664, 2.99853, 2.99853, 3.00531
2.02857, 10.4214, 8.85418, 3.10218, 3.52439, 1.56718, 1.12615e-05, 3.10219, 3.10458, 3.10598, 3.13498, 3.10267, 3.14352, 3.22243, 3.10806, 3.29707, 8.06783, 3.45022, 3.10241, 3.10218, 3.10218, 3.10218, 3.10218, 3.10218, 3.13158, 3.10218, 3.10218, 3.10901
2.03644, 10.4263, 8.73456, 3.20809, 3.5251, 1.69176, 8.83023e-06, 3.20809, 3.21049, 3.21188, 3.24091, 3.20858, 3.24945, 3.32838, 3.21436, 3.41841, 8.02738, 3.45959, 3.20829, 3.20809, 3.20809, 3.20809, 3.20809, 3.20809, 3.23891, 3.20809, 3.20809, 3.21498
2.04432, 6.99033, 8.59896, 3.31621, 2.99839, -1.60863, 6.87002e-06, 3.31621, 3.31861, 3.32001, 3.34904, 3.3167, 3.35758, 3.43654, 3.32291, 3.54618, 7.9413, 3.49642, 3.31638, 3.31621, 3.31621, 3.31621, 3.31621, 3.31621, 3.34859, 3.31621, 3.31621, 3.32318
2.05219, 5.87665, 8.44982, 3.42652, 2.80654, -2.57317, 5.3028e-06, 3.42653, 3.42893, 3.43032, 3.45936, 3.42701, 3.4679, 3.54687, 3.43368, 3.68209, 7.81648, 3.55453, 3.42667, 3.42652, 3.42652, 3.42652, 3.42652, 3.42652, 3.46062, 3.42652, 3.42652, 3.43358
2.06006, 8.44083, 8.29263, 3.539, 3.23123, 0.148204, 4.06049e-06, 3.539, 3.5414, 3.5428, 3.57184, 3.53949, 3.58039, 3.65937, 3.54663, 3.82842, 7.66085, 3.6291, 3.53913, 3.539, 3.539, 3.539, 3.539, 3.539, 3.57498, 3.539, 3.539, 3.54617
2.06794, 5.54956, 8.13535, 3.65361, 2.74765, -2.58579, 3.08415e-06, 3.65362, 3.65602, 3.65741, 3.68646, 3.6541, 3.69501, 3.774, 3.66175, 3.98825, 7.48294, 3.71644, 3.65373, 3.65361, 3.65361, 3.65361, 3.65361, 3.65361, 3.69165, 3.65361, 3.65361, 3.66092
2.07581, 4.54468, 7.98793, 3.77034, 2.55826, -3.44325, 2.32345e-06, 3.77035, 3.77275, 3.77414, 3.8032, 3.77083, 3.81174, 3.89074, 3.77901, 4.16555, 7.29145, 3.81373, 3.77044, 3.77034, 3.77034, 3.77034, 3.77034, 3.77034, 3.81062, 3.77034, 3.77034, 3.77782
2.08368, 4.3513, 7.86182, 3.88918, 2.52018, -3.51052, 1.73587e-06, 3.88918, 3.89158, 3.89298, 3.92204, 3.88967, 3.93058, 4.00958, 3.8984, 4.36547, 7.09479, 3.91885, 3.88926, 3.88918, 3.88918, 3.88918, 3.88918, 3.88918, 3.9319, 3.88918, 3.88918, 3.89684
2.09156, 3.08956, 7.76972, 4.0101, 2.256, -4.68016, 1.28601e-06, 4.01011, 4.01251, 4.0139, 4.04296, 4.01059, 4.0515, 4.1305, 4.01991, 4.59446, 6.90074, 4.03018, 4.01017, 4.0101, 4.0101, 4.0101, 4.0101, 4.0101, 4.05549, 4.0101, 4.0101, 4.01799
2.09943, 1.99517, 7.72533, 4.13309, 1.99879, -5.73016, 9.44636e-07, 4.1331, 4.1355, 4.13689, 4.16595, 4.13358, 4.1745, 4.2535, 4.1435, 4.86046, 6.71617, 4.14655, 4.13315, 4.13309, 4.13309, 4.13309, 4.13309, 4.13309, 4.18141, 4.13309, 4.13309, 4.14124
2.1073, 3.53516, 7.74314, 4.25814, 2.35269, -4.20798, 6.87914e-07, 4.25814, 4.26054, 4.26194, 4.291, 4.25863, 4.29954, 4.37854, 4.26918, 5.17308, 6.54679, 4.26706, 4.25819, 4.25814, 4.25814, 4.25814, 4.25814, 4.25814, 4.30969, 4.25814, 4.25814, 4.26659
2.11518, 6.5303, 7.83843, 4.38523, 2.92067, -1.30814, 4.96584e-07, 4.38524, 4.38764, 4.38903, 4.41809, 4.38572, 4.42664, 4.50564, 4.39693, 5.54371, 6.39704, 4.39108, 4.38527, 4.38523, 4.38523, 4.38523, 4.38523, 4.38523, 4.44037, 4.38523, 4.38523, 4.39403
2.12305, 5.45529, 8.02713, 4.51436, 2.73044, -2.57183, 3.55298e-07, 4.51437, 4.51677, 4.51817, 4.54723, 4.51486, 4.55577, 4.63478, 4.52674, 5.98545, 6.2701, 4.51816, 4.5144, 4.51436, 4.51436, 4.51436, 4.51436, 4.51436, 4.57352, 4.51436, 4.51436, 4.52356
2.13092, 5.45995, 8.32571, 4.64552, 2.73129, -2.86575, 2.51933e-07, 4.64553, 4.64793, 4.64933, 4.67839, 4.64601, 4.68693, 4.76593, 4.65859, 6.51305, 6.16791, 4.64796, 4.64555, 4.64552, 4.64552, 4.64552, 4.64552, 4.64552, 4.70923, 4.64552, 4.64552, 4.65516
2.13879, 4.52547, 8.75103, 4.77869, 2.5545, -4.22556, 1.7702e-07, 4.7787, 4.7811, 4.7825, 4.81156, 4.77918, 4.8201, 4.8991, 4.79248, 7.14262, 6.09131, 4.78024, 4.77872, 4.77869, 4.77869, 4.77869, 4.77869, 4.77869, 4.8476, 4.77869, 4.77869, 4.78882
2.14667, 11.1604, 9.32005, 4.91387, 3.62773, 1.84039, 1.2324e-07, 4.91388, 4.91628, 4.91768, 4.94674, 4.91437, 4.95528, 5.03429, 4.9284, 7.89123, 6.04017, 4.91484, 4.9139, 4.91387, 4.91387, 4.91387, 4.91387, 4.91387, 4.98881, 4.91387, 4.91387, 4.92456
2.15454, 11.3506, 10.0493, 5.05106, 3.65384, 1.30126, 8.50009e-08, 5.05106, 5.05346, 5.05486, 5.08392, 5.05155, 5.09246, 5.17147, 5.06635, 8.77617, 6.01362, 5.05166, 5.05107, 5.05106, 5.05106, 5.05106, 5.05106, 5.05106, 5.13304, 5.05106, 5.05106, 5.06235
2.16241, 11.1289, 10.9543, 5.19022, 3.62338, 0.174623, 5.80759e-08, 5.19023, 5.19263, 5.19403, 5.22309, 5.19071, 5.23163, 5.31064, 5.2063, 9.81416, 6.01021, 5.19059, 5.19024, 5.19022, 5.19022, 5.19022, 5.19022, 5.19022, 5.28052, 5.19022, 5.19022, 5.20218
2.17029, 12.3727, 12.0484, 5.33137, 3.79113, 0.324306, 3.93028e-08, 5.33137, 5.33378, 5.33517, 5.36423, 5.33186, 5.37277, 5.45178, 5.34824, 11.0202, 6.02814, 5.33159, 5.33138, 5.33137, 5.33137, 5.33137, 5.33137, 5.33137, 5.43154, 5.33137, 5.33137, 5.34405
2.17816, 11.0242, 13.3421, 5.47448, 3.60891, -2.31789, 2.63429e-08, 5.47448, 5.47688, 5.47828, 5.50734, 5.47497, 5.51588, 5.59489, 5.49218, 12.4066, 6.06538, 5.47461, 5.47449, 5.47448, 5.47448, 5.47448, 5.47448, 5.47448, 5.58645, 5.47448, 5.47448, 5.48795
2.18603, 13.0785, 14.8418, 5.61953, 3.8831, -1.76331, 1.74853e-08, 5.61954, 5.62194, 5.62334, 5.6524, 5.62003, 5.66094, 5.73995, 5.63807, 13.981, 6.11986, 5.61961, 5.61954, 5.61953, 5.61953, 5.61953, 5.61953, 5.61953, 5.74562, 5.61953, 5.61953, 5.63386
2.19391, 16.4014, 16.5481, 5.76653, 4.28968, -0.146688, 1.14926e-08, 5.76653, 5.76894, 5.77033, 5.79939, 5.76702, 5.80794, 5.88694, 5.78593, 15.7459, 6.18957, 5.76658, 5.76654, 5.76653, 5.76653, 5.76653, 5.76653, 5.76653, 5.90952, 5.76653, 5.76653, 5.78176
2.20178, 21.0466, 18.4549, 5.91544, 4.80069, 2.59176, 7.47927e-09, 5.91544, 5.91785, 5.91924, 5.9483, 5.91593, 5.95684, 6.03585, 5.93571, 17.6966, 6.27262, 5.91546, 5.91544, 5.91544, 5.91544, 5.91544, 5.91544, 5.91544, 6.0786, 5.91544, 5.91544, 5.93164
2.20965, 22.8976, 20.5485, 6.06625, 4.98975, 2.34911, 4.81894e-09, 6.06625, 6.06866, 6.07005, 6.09911, 6.06674, 6.10766, 6.18666, 6.08742, 19.8204, 6.36731, 6.06626, 6.06625, 6.06625, 6.06625, 6.06625, 6.06625, 6.06625, 6.2534, 6.06625, 6.06625, 6.08349
2.21753, 26.5907, 22.8064, 6.21894, 5.34703, 3.78437, 3.07371e-09, 6.21895, 6.22135, 6.22274, 6.2518, 6.21943, 6.26035, 6.33935, 6.24102, 22.0958, 6.47216, 6.21895, 6.21894, 6.21894, 6.21894, 6.21894, 6.21894, 6.21894, 6.43443, 6.21894, 6.21894, 6.23727
2.2254, 36.441, 25.197, 6.37349, 6.20008, 11.244, 1.94068e-09, 6.37349, 6.3759, 6.37729, 6.40635, 6.37398, 6.4149, 6.4939, 6.3965, 24.492, 6.58588, 6.37349, 6.37349, 6.37349, 6.37349, 6.37349, 6.37349, 6.37349, 6.6222, 6.37349, 6.37349, 6.39297
2.23327, 43.4482, 27.6798, 6.52986, 6.74153, 15.7684, 1.21279e-09, 6.52987, 6.53227, 6.53367, 6.56273, 6.53035, 6.57127, 6.65027, 6.55382, 26.9689, 6.70739, 6.52986, 6.52986, 6.52986, 6.52986, 6.52986, 6.52986, 6.52986, 6.81719, 6.52986, 6.52986, 6.55054
2.24115, 37.9525, 30.2062, 6.68804, 6.3208, 7.74634, 7.5007e-10, 6.68805, 6.69045, 6.69185, 6.72091, 6.68854, 6.72945, 6.80846, 6.71296, 29.4784, 6.8358, 6.68805, 6.68805, 6.68804, 6.68804, 6.68804, 6.68804, 6.68805, 7.01978, 6.68804, 6.68804, 6.70999
2.24902, 37.4272, 32.7204, 6.848, 6.27911, 4.70681, 4.59023e-10, 6.84801, 6.85041, 6.8518, 6.88086, 6.84849, 6.88941, 6.96841, 6.8739, 31.9652, 6.97036, 6.848, 6.848, 6.848, 6.848, 6.848, 6.848, 6.848, 7.23026, 6.848, 6.848, 6.87126
2.25689, 46.4426, 35.1619, 7.0097, 6.96007, 11.2807, 2.77901e-10, 7.00971, 7.01211, 7.01351, 7.04257, 7.0102, 7.05111, 7.13012, 7.03661, 34.3692, 7.11043, 7.00971, 7.00971, 7.0097, 7.0097, 7.0097, 7.0097, 7.00971, 7.44873, 7.0097, 7.0097, 7.03433
2.26477, 48.4803, 37.4672, 7.17311, 7.10495, 11.013, 1.66403e-10, 7.17311, 7.17552, 7.17691, 7.20597, 7.1736, 7.21452, 7.29352, 7.20104, 36.6275, 7.25547, 7.17311, 7.17311, 7.17311, 7.17311, 7.17311, 7.17311, 7.17311, 7.67512, 7.17311, 7.17311, 7.19915
2.27264, 40.4633, 39.5738, 7.33819, 6.51638, 0.889477, 9.85162e-11, 7.3382, 7.3406, 7.34199, 7.37105, 7.33868, 7.3796, 7.4586, 7.36718, 38.6781, 7.40505, 7.33819, 7.33819, 7.33819, 7.33819, 7.33819, 7.33819, 7.33819, 7.90913, 7.33819, 7.33819, 7.3657
2.28051, 42.4145, 41.4219, 7.5049, 6.66442, 0.992622, 5.76507e-11, 7.50491, 7.50731, 7.50871, 7.53777, 7.50539, 7.54631, 7.62532, 7.53498, 40.4623, 7.55873, 7.5049, 7.5049, 7.5049, 7.5049, 7.5049, 7.5049, 7.5049, 8.15018, 7.5049, 7.5049, 7.53393
2.28839, 51.3693, 42.9587, 7.67321, 7.30543, 8.41065, 3.33552e-11, 7.67321, 7.67562, 7.67701, 7.70607, 7.6737, 7.71461, 7.79362, 7.70443, 41.9283, 7.71618, 7.67321, 7.67321, 7.67321, 7.67321, 7.67321, 7.67321, 7.67321, 8.39745, 7.67321, 7.67321, 7.70379
2.29626, 49.15, 44.1404, 7.84305, 7.15193, 5.00964, 1.90798e-11, 7.84306, 7.84546, 7.84686, 7.87592, 7.84354, 7.88446, 7.96347, 7.8755, 43.0336, 7.87704, 7.84305, 7.84305, 7.84305, 7.84305, 7.84305, 7.84305, 7.84305, 8.64981, 7.84305, 7.84305, 7.87524
2.30413, 34.3215, 44.9353, 8.0144, 6.02673, -10.6138, 1.07891e-11, 8.01441, 8.01681, 8.0182, 8.04726, 8.01489, 8.05581, 8.13481, 8.04817, 43.7482, 8.04103, 8.0144, 8.0144, 8.0144, 8.0144, 8.0144, 8.0144, 8.0144, 8.9059, 8.0144, 8.0144, 8.04824
2.31201, 59.6521, 45.3253, 8.18719, 7.85189, 14.3268, 6.02849e-12, 8.1872, 8.1896, 8.191, 8.22006, 8.18769, 8.2286, 8.30761, 8.22244, 44.0555, 8.20785, 8.18719, 8.18719, 8.18719, 8.18719, 8.18719, 8.18719, 8.18719, 9.16414, 8.18719, 8.18719, 8.22273
2.31988, 44.3425, 45.3066, 8.36137, 6.80753, -0.964138, 3.31744e-12, 8.36138, 8.36378, 8.36517, 8.39423, 8.36186, 8.40278, 8.48179, 8.39834, 43.9538, 8.37723, 8.36137, 8.36137, 8.36137, 8.36137, 8.36137, 8.36137, 8.36137, 9.42274, 8.36137, 8.36137, 8.39865
2.32775, 46.9011, 44.8907, 8.53687, 6.99293, 2.01035, 1.78842e-12, 8.53688, 8.53928, 8.54068, 8.56974, 8.53737, 8.57828, 8.65729, 8.5759, 43.4562, 8.54892, 8.53687, 8.53687, 8.53687, 8.53687, 8.53687, 8.53687, 8.53687, 9.67984, 8.53687, 8.53687, 8.57593
2.33563, 48.3628, 44.1028, 8.71365, 7.09668, 4.25995, 9.36094e-13, 8.71366, 8.71606, 8.71745, 8.74651, 8.71414, 8.75506, 8.83407, 8.75524, 42.59, 8.72271, 8.71365, 8.71365, 8.71365, 8.71365, 8.71365, 8.71365, 8.71365, 9.93355, 8.71365, 8.71365, 8.75453
2.3435, 46.8, 42.981, 8.89163, 6.9857, 3.81897, 4.68373e-13, 8.89163, 8.89403, 8.89543, 8.92449, 8.89212, 8.93303, 9.01205, 8.93651, 41.3948, 8.89836, 8.89163, 8.89163, 8.89163, 8.89163, 8.89163, 8.89163, 8.89163, 10.182, 8.89163, 8.89163, 8.93436
2.35137, 39.6233, 41.5734, 9.07073, 6.45161, -1.95016, 2.1878e-13, 9.07073, 9.07313, 9.07453, 9.10359, 9.07122, 9.11213, 9.19116, 9.11995, 39.9203, 9.07568, 9.07073, 9.07073, 9.07073, 9.07073, 9.07073, 9.07073, 9.07073, 10.4236, 9.07073, 9.07073, 9.11536
2.35925, 41.2449, 39.9361, 9.25088, 6.57609, 1.30878, 9.37885e-14, 9.25089, 9.25329, 9.25468, 9.28374, 9.25137, 9.29229, 9.37133, 9.30593, 38.2234, 9.25448, 9.25088, 9.25088, 9.25088, 9.25088, 9.25088, 9.25088, 9.25088, 10.6569, 9.25088, 9.25088, 9.29746
2.36712, 38.8075, 38.1295, 9.43204, 6.38808, 0.678089, 3.55317e-14, 9.43204, 9.43445, 9.43584, 9.4649, 9.43253, 9.47344, 9.5525, 9.49499, 36.365, 9.43463, 9.43204, 9.43204, 9.43204, 9.43204, 9.43204, 9.43204, 9.43204, 10.8809, 9.43204, 9.43204, 9.48059
2.37499, 45.583, 36.2155, 9.61411, 6.89805, 9.36755, 1.14385e-14, 9.61412, 9.61652, 9.61792, 9.64698, 9.61461, 9.65552, 9.73461, 9.68783, 34.4071, 9.61595, 9.61411, 9.61411, 9.61411, 9.61411, 9.61411, 9.61411, 9.61411, 11.0949, 9.61411, 9.61411, 9.66468
2.38287, 25.9522, 34.2548, 9.79705, 5.28698, -8.30265, 2.93339e-15, 9.79705, 9.79946, 9.80085, 9.82991, 9.79754, 9.83846, 9.91759, 9.88542, 32.4093, 9.79834, 9.79705, 9.79705, 9.79705, 9.79705, 9.79705, 9.79705, 9.79705, 11.2987, 9.79705, 9.79705, 9.84966
2.39074, 24.6154, 32.3041, 9.98078, 5.15902, -7.6887, 6.82308e-16, 9.98078, 9.98318, 9.98458, 10.0136, 9.98127, 10.0222, 10.1014, 10.089, 30.4266, 9.98167, 9.98078, 9.98078, 9.98078, 9.98078, 9.98078, 9.98078, 9.98078, 11.4929, 9.98078, 9.98078, 10.0355
