   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_118.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0163459, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00842574, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.000505562, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00741461, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0153348, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.023255, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0311751, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0390953, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0470155, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0549357, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0628559, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.070776, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0786962, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0866164, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0945366, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.102457, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.110377, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.118297, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.126217, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.134137, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.142058, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.149978, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.157898, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.165818, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.173738, 0, 5.29481e-30, 0, 1.41421, -5.29481e-30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.73708e-32, 0, 0, 7.97107e-35, 2.66859e-35, 0, 5.26734e-30, 0, 0, 0
0.181659, 0, 6.71529e-29, 0, 1.41421, -6.71529e-29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.47124e-31, 0, 0, 1.01091e-33, 3.09922e-33, 0, 6.68016e-29, 0, 0, 0
0.189579, 0, 5.34303e-28, 0, 1.41421, -5.34303e-28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.76182e-30, 0, 0, 8.04309e-33, 3.95685e-32, 0, 5.31493e-28, 0, 0, 0
0.197499, 0, 3.39013e-27, 0, 1.41421, -3.39013e-27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.75232e-29, 0, 0, 5.1032e-32, 3.19456e-31, 0, 3.37223e-27, 0, 0, 0
0.205419, 0, 1.86721e-26, 0, 1.41421, -1.86721e-26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.65126e-29, 0, 0, 2.81186e-31, 2.05125e-30, 0, 1.85732e-26, 0, 0, 0
0.213339, 0, 9.29819e-26, 0, 1.41421, -9.29819e-26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.80601e-28, 0, 0, 1.40145e-30, 1.1405e-29, 0, 9.24885e-26, 0, 0, 0
0.221259, 0, 4.28338e-25, 0, 1.41421, -4.28338e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.21395e-27, 0, 0, 6.46412e-30, 5.7231e-29, 0, 4.26061e-25, 0, 0, 0
0.22918, 0, 1.85178e-24, 0, 1.41421, -1.85178e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.57121e-27, 0, 0, 2.79886e-29, 2.65351e-28, 0, 1.84192e-24, 0, 0, 0
0.2371, 0, 7.58603e-24, 0, 1.41421, -7.58603e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.92092e-26, 0, 0, 1.14864e-28, 1.15362e-27, 0, 7.54555e-24, 0, 0, 0
0.24502, 0, 2.96536e-23, 0, 1.41421, -2.96536e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.53267e-25, 0, 0, 4.49903e-28, 4.74979e-27, 0, 2.94951e-23, 0, 0, 0
0.25294, 0, 1.11179e-22, 0, 1.41421, -1.11179e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.74633e-25, 0, 0, 1.69056e-27, 1.86522e-26, 0, 1.10584e-22, 0, 0, 0
0.26086, 0, 4.01419e-22, 0, 1.41421, -4.01419e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.07473e-24, 0, 0, 6.11877e-27, 7.02318e-26, 0, 3.99268e-22, 0, 0, 0
0.26878, 0, 1.40018e-21, 0, 1.41421, -1.40018e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.23679e-24, 0, 0, 2.13995e-26, 2.54601e-25, 0, 1.39267e-21, 0, 0, 0
0.276701, 0, 4.73054e-21, 0, 1.41421, -4.73054e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.44494e-23, 0, 0, 7.25069e-26, 8.91506e-25, 0, 4.70513e-21, 0, 0, 0
0.284621, 0, 1.5513e-20, 0, 1.41421, -1.5513e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.01772e-23, 0, 0, 2.38515e-25, 3.0232e-24, 0, 1.54296e-20, 0, 0, 0
0.292541, 0, 4.94669e-20, 0, 1.41421, -4.94669e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.55663e-22, 0, 0, 7.63116e-25, 9.95018e-24, 0, 4.92006e-20, 0, 0, 0
0.300461, 0, 1.53609e-19, 0, 1.41421, -1.53609e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.93899e-22, 0, 0, 2.37826e-24, 3.18421e-23, 0, 1.52781e-19, 0, 0, 0
0.308381, 0, 4.65105e-19, 0, 1.41421, -4.65105e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.4038e-21, 0, 0, 7.22901e-24, 9.92302e-23, 0, 4.62594e-19, 0, 0, 0
0.316302, 0, 1.37466e-18, 0, 1.41421, -1.37466e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.10458e-21, 0, 0, 2.14552e-23, 3.01524e-22, 0, 1.36723e-18, 0, 0, 0
