   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_60.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
0.348461, 0, 2.85887e-09, 3.17588e-35, 1.41421, -2.85887e-09, 3.17588e-35, 0, 3.17588e-35, 3.17588e-35, 3.17588e-35, 3.17588e-35, 3.17588e-35, 3.17588e-35, 3.17588e-35, 3.17588e-35, 3.17588e-35, 3.17588e-35, 3.17588e-35, 1.56567e-11, 3.17588e-35, 3.17588e-35, 1.40692e-13, 2.42672e-12, 3.17588e-35, 2.84064e-09, 3.17588e-35, 3.17588e-35
0.356255, 0, 4.06597e-09, 2.12393e-34, 1.41421, -4.06597e-09, 2.12393e-34, 0, 2.12393e-34, 2.12393e-34, 2.12393e-34, 2.12393e-34, 2.12393e-34, 2.12393e-34, 2.12393e-34, 2.12393e-34, 2.12393e-34, 2.12393e-34, 2.12393e-34, 2.23082e-11, 2.12393e-34, 2.12393e-34, 2.16126e-13, 3.72207e-12, 2.12393e-34, 4.03973e-09, 2.12393e-34, 2.12393e-34
0.364048, 0, 5.75083e-09, 1.41341e-33, 1.41421, -5.75083e-09, 1.41341e-33, 0, 1.41341e-33, 1.41341e-33, 1.41341e-33, 1.41341e-33, 1.41341e-33, 1.41341e-33, 1.41341e-33, 1.41341e-33, 1.41341e-33, 1.41341e-33, 1.41341e-33, 3.16195e-11, 1.41341e-33, 1.41341e-33, 3.32015e-13, 5.69868e-12, 1.41341e-33, 5.71318e-09, 1.41341e-33, 1.41341e-33
0.371842, 0, 8.08924e-09, 8.97865e-33, 1.41421, -8.08924e-09, 8.97865e-33, 0, 8.97865e-33, 8.97865e-33, 8.97865e-33, 8.97865e-33, 8.97865e-33, 8.97865e-33, 8.97865e-33, 8.97865e-33, 8.97865e-33, 8.97865e-33, 8.97865e-33, 4.4586e-11, 8.97865e-33, 8.97865e-33, 5.10113e-13, 8.7105e-12, 8.97865e-33, 8.03543e-09, 8.97865e-33, 8.97865e-33
0.379636, 0, 1.13164e-08, 5.34778e-32, 1.41421, -1.13164e-08, 5.34778e-32, 0, 5.34778e-32, 5.34778e-32, 5.34778e-32, 5.34778e-32, 5.34778e-32, 5.34778e-32, 5.34778e-32, 5.34778e-32, 5.34778e-32, 5.34778e-32, 5.34778e-32, 6.25498e-11, 5.34778e-32, 5.34778e-32, 7.83868e-13, 1.3293e-11, 5.34778e-32, 1.12398e-08, 5.34778e-32, 5.34778e-32
0.387429, 0, 1.57452e-08, 2.97945e-31, 1.41421, -1.57452e-08, 2.97945e-31, 0, 2.97945e-31, 2.97945e-31, 2.97945e-31, 2.97945e-31, 2.97945e-31, 2.97945e-31, 2.97945e-31, 2.97945e-31, 2.97945e-31, 2.97945e-31, 2.97945e-31, 8.73112e-11, 2.97945e-31, 2.97945e-31, 1.20465e-12, 2.0255e-11, 2.97945e-31, 1.56364e-08, 2.97945e-31, 2.97945e-31
0.395223, 0, 2.17893e-08, 1.55564e-30, 1.41421, -2.17893e-08, 1.55564e-30, 0, 1.55564e-30, 1.55564e-30, 1.55564e-30, 1.55564e-30, 1.55564e-30, 1.55564e-30, 1.55564e-30, 1.55564e-30, 1.55564e-30, 1.55564e-30, 1.55564e-30, 1.21274e-10, 1.55564e-30, 1.55564e-30, 1.85123e-12, 3.08155e-11, 1.55564e-30, 2.16353e-08, 1.55564e-30, 1.55564e-30
0.403017, 0, 2.99923e-08, 7.63289e-30, 1.41421, -2.99923e-08, 7.63289e-30, 0, 7.63289e-30, 7.63289e-30, 7.63289e-30, 7.63289e-30, 7.63289e-30, 7.63289e-30, 7.63289e-30, 7.63289e-30, 7.63289e-30, 7.63289e-30, 7.63289e-30, 1.67631e-10, 7.63289e-30, 7.63289e-30, 2.84414e-12, 4.68065e-11, 7.63289e-30, 2.97751e-08, 7.63289e-30, 7.63289e-30
0.41081, 0, 4.10646e-08, 3.5306e-29, 1.41421, -4.10646e-08, 3.5306e-29, 0, 3.5306e-29, 3.5306e-29, 3.5306e-29, 3.5306e-29, 3.5306e-29, 3.5306e-29, 3.5306e-29, 3.5306e-29, 3.5306e-29, 3.5306e-29, 3.5306e-29, 2.30603e-10, 3.5306e-29, 3.5306e-29, 4.36728e-12, 7.09739e-11, 3.5306e-29, 4.07586e-08, 3.5306e-29, 3.5306e-29
0.418604, 0, 5.59287e-08, 1.54426e-28, 1.41421, -5.59287e-08, 1.54426e-28, 0, 1.54426e-28, 1.54426e-28, 1.54426e-28, 1.54426e-28, 1.54426e-28, 1.54426e-28, 1.54426e-28, 1.54426e-28, 1.54426e-28, 1.54426e-28, 1.54426e-28, 3.15749e-10, 1.54426e-28, 1.54426e-28, 6.70033e-12, 1.07418e-10, 1.54426e-28, 5.54988e-08, 1.54426e-28, 1.54426e-28
0.426398, 0, 7.57757e-08, 6.40545e-28, 1.41421, -7.57757e-08, 6.40545e-28, 0, 6.40545e-28, 6.40545e-28, 6.40545e-28, 6.40545e-28, 6.40545e-28, 6.40545e-28, 6.40545e-28, 6.40545e-28, 6.40545e-28, 6.40545e-28, 6.40545e-28, 4.30351e-10, 6.40545e-28, 6.40545e-28, 1.0267e-11, 1.6224e-10, 6.40545e-28, 7.51728e-08, 6.40545e-28, 6.40545e-28
0.434191, 0, 1.02135e-07, 2.5266e-27, 1.41421, -1.02135e-07, 2.5266e-27, 0, 2.5266e-27, 2.5266e-27, 2.5266e-27, 2.5266e-27, 2.5266e-27, 2.5266e-27, 2.5266e-27, 2.5266e-27, 2.5266e-27, 2.5266e-27, 2.5266e-27, 5.83911e-10, 2.5266e-27, 2.5266e-27, 1.57067e-11, 2.44474e-10, 2.5266e-27, 1.01291e-07, 2.5266e-27, 2.5266e-27
0.441985, 0, 1.36959e-07, 9.50198e-27, 1.41421, -1.36959e-07, 9.50198e-27, 0, 9.50198e-27, 9.50198e-27, 9.50198e-27, 9.50198e-27, 9.50198e-27, 9.50198e-27, 9.50198e-27, 9.50198e-27, 9.50198e-27, 9.50198e-27, 9.50198e-27, 7.88772e-10, 9.50198e-27, 9.50198e-27, 2.39791e-11, 3.67434e-10, 9.50198e-27, 1.35778e-07, 9.50198e-27, 9.50198e-27
0.449779, 0, 1.82725e-07, 3.41549e-26, 1.41421, -1.82725e-07, 3.41549e-26, 0, 3.41549e-26, 3.41549e-26, 3.41549e-26, 3.41549e-26, 3.41549e-26, 3.41549e-26, 3.41549e-26, 2.20625e-13, 3.41549e-26, 3.41549e-26, 3.41549e-26, 1.0609e-09, 3.41549e-26, 3.41549e-26, 3.65182e-11, 5.50638e-10, 3.41549e-26, 1.81077e-07, 3.41549e-26, 3.41549e-26
0.457572, 0, 2.42561e-07, 1.1771e-25, 1.41421, -2.42561e-07, 1.1771e-25, 0, 1.1771e-25, 1.1771e-25, 1.1771e-25, 1.1771e-25, 1.1771e-25, 1.1771e-25, 1.1771e-25, 6.9399e-13, 1.1771e-25, 1.1771e-25, 1.1771e-25, 1.42086e-09, 1.1771e-25, 1.1771e-25, 5.54541e-11, 8.22526e-10, 1.1771e-25, 2.40262e-07, 1.1771e-25, 1.1771e-25
0.465366, 0, 3.22612e-07, 3.94098e-25, 1.41421, -3.22612e-07, 2.90169e-13, 0, 1.51004e-14, 4.98884e-14, 8.58383e-14, 3.55301e-13, 9.97077e-13, 3.63326e-13, 2.05109e-13, 1.14974e-11, 1.00806e-11, 7.1456e-12, 2.12376e-09, 1.89508e-09, 4.46668e-13, 7.07522e-14, 8.39337e-11, 1.22428e-09, 1.18301e-15, 3.17232e-07, 3.94098e-25, 2.08155e-11
0.47316, 0, 4.28677e-07, 6.0029e-10, 1.41421, -4.28677e-07, 6.01199e-10, 6.0029e-10, 6.00337e-10, 6.00446e-10, 6.00559e-10, 6.01404e-10, 6.03416e-10, 6.01429e-10, 6.00933e-10, 6.34781e-10, 6.31896e-10, 6.22694e-10, 7.25906e-09, 3.11751e-09, 6.0169e-10, 6.00511e-10, 7.26876e-10, 2.41545e-09, 6.00293e-10, 4.17396e-07, 6.0029e-10, 6.65554e-10
0.480953, 0, 5.69585e-07, 1.8714e-09, 1.41421, -5.69585e-07, 1.87361e-09, 1.8714e-09, 1.87152e-09, 1.87178e-09, 1.87206e-09, 1.87411e-09, 1.87899e-09, 1.87417e-09, 1.87296e-09, 1.9539e-09, 1.94809e-09, 1.92576e-09, 1.8028e-08, 5.20155e-09, 1.8748e-09, 1.87194e-09, 2.06156e-09, 4.55115e-09, 1.87141e-09, 5.46835e-07, 1.8714e-09, 2.02976e-09
0.488747, 0, 7.58943e-07, 4.52155e-09, 1.41421, -7.58943e-07, 4.52642e-09, 4.52155e-09, 4.5218e-09, 4.52238e-09, 4.52299e-09, 4.52752e-09, 4.5383e-09, 4.52765e-09, 4.52499e-09, 4.70245e-09, 4.69092e-09, 4.64161e-09, 4.02052e-08, 8.90966e-09, 4.52905e-09, 4.52273e-09, 4.80596e-09, 8.45951e-09, 4.52157e-09, 7.13781e-07, 4.52155e-09, 4.87129e-09
0.496541, 0, 1.01771e-06, 9.95255e-09, 1.41421, -1.01771e-06, 9.96281e-09, 9.95255e-09, 9.95308e-09, 9.95431e-09, 9.95558e-09, 9.96511e-09, 9.98781e-09, 9.96539e-09, 9.9598e-09, 1.03316e-08, 1.03091e-08, 1.02053e-08, 8.50625e-08, 1.5712e-08, 9.96834e-09, 9.95505e-09, 1.0376e-08, 1.57114e-08, 9.95259e-09, 9.28831e-07, 9.95255e-09, 1.06887e-08
0.504334, 0, 1.37973e-06, 2.08991e-08, 1.41421, -1.37973e-06, 2.092e-08, 2.08991e-08, 2.09002e-08, 2.09027e-08, 2.09053e-08, 2.09247e-08, 2.09711e-08, 2.09253e-08, 2.09139e-08, 2.16697e-08, 2.16268e-08, 2.14149e-08, 1.74201e-07, 2.84292e-08, 2.09313e-08, 2.09042e-08, 2.15265e-08, 2.92787e-08, 2.08992e-08, 1.20616e-06, 2.08991e-08, 2.24016e-08
0.512128, 0, 1.90129e-06, 4.25803e-08, 1.41421, -1.90129e-06, 4.26221e-08, 4.25803e-08, 4.25825e-08, 4.25875e-08, 4.25927e-08, 4.26314e-08, 4.27238e-08, 4.26326e-08, 4.26098e-08, 4.42797e-08, 4.4031e-08, 4.36087e-08, 3.48219e-07, 5.23875e-08, 4.26446e-08, 4.25905e-08, 4.35052e-08, 5.47169e-08, 4.25805e-08, 1.5652e-06, 4.25803e-08, 4.55759e-08
0.519922, 0, 2.67726e-06, 8.47746e-08, 1.41421, -2.67726e-06, 8.48562e-08, 8.47746e-08, 8.47789e-08, 8.47886e-08, 8.47987e-08, 8.48745e-08, 8.5055e-08, 8.48768e-08, 8.48323e-08, 8.82859e-08, 8.76093e-08, 8.6784e-08, 6.81989e-07, 9.74986e-08, 8.49002e-08, 8.47945e-08, 8.61309e-08, 1.02243e-07, 8.47749e-08, 2.03348e-06, 8.47746e-08, 9.0628e-08
0.527715, 0, 3.87147e-06, 1.65451e-07, 1.41421, -3.87147e-06, 1.65608e-07, 1.65451e-07, 1.6546e-07, 1.65478e-07, 1.65498e-07, 1.65643e-07, 1.65989e-07, 1.65647e-07, 1.65562e-07, 1.74539e-07, 1.70889e-07, 1.69306e-07, 1.31095e-06, 1.81897e-07, 1.65692e-07, 1.6549e-07, 1.6743e-07, 1.90448e-07, 1.65452e-07, 2.65139e-06, 1.65451e-07, 1.76679e-07
0.535509, 0, 5.75989e-06, 3.17006e-07, 1.41421, -5.75989e-06, 3.17301e-07, 3.17006e-07, 3.17022e-07, 3.17057e-07, 3.17093e-07, 3.17367e-07, 3.1802e-07, 3.17375e-07, 3.17215e-07, 3.37154e-07, 3.27251e-07, 3.24269e-07, 2.47546e-06, 3.38182e-07, 3.1746e-07, 3.17078e-07, 3.19877e-07, 3.52566e-07, 3.17007e-07, 3.48009e-06, 3.17006e-07, 3.38162e-07
0.543303, 0, 8.81189e-06, 5.96716e-07, 1.41421, -8.81189e-06, 5.97262e-07, 5.96716e-07, 5.96744e-07, 5.9681e-07, 5.96877e-07, 5.97385e-07, 5.98592e-07, 5.974e-07, 5.97102e-07, 6.38457e-07, 6.15689e-07, 6.10165e-07, 4.59385e-06, 6.23881e-07, 5.97556e-07, 5.96849e-07, 6.00858e-07, 6.47e-07, 5.96718e-07, 4.6144e-06, 5.96716e-07, 6.35893e-07
0.551096, 0, 1.3815e-05, 1.10392e-06, 1.41421, -1.3815e-05, 1.10491e-06, 1.10392e-06, 1.10397e-06, 1.10409e-06, 1.10421e-06, 1.10514e-06, 1.10733e-06, 1.10516e-06, 1.10462e-06, 1.18713e-06, 1.13846e-06, 1.1284e-06, 8.38031e-06, 1.13864e-06, 1.10545e-06, 1.10416e-06, 1.10986e-06, 1.1746e-06, 1.10392e-06, 6.2038e-06, 1.10392e-06, 1.17524e-06
0.55889, 0, 2.20708e-05, 2.00753e-06, 1.41421, -2.20708e-05, 2.00931e-06, 2.00753e-06, 2.00762e-06, 2.00784e-06, 2.00806e-06, 2.00971e-06, 2.01364e-06, 2.00976e-06, 2.00879e-06, 2.16734e-06, 2.06934e-06, 2.05135e-06, 1.50303e-05, 2.05174e-06, 2.01027e-06, 2.00796e-06, 2.01601e-06, 2.1063e-06, 2.00754e-06, 8.48587e-06, 2.00753e-06, 2.13517e-06
0.566684, 0, 3.57049e-05, 3.58922e-06, 1.41421, -3.57049e-05, 3.59236e-06, 3.58922e-06, 3.58939e-06, 3.58976e-06, 3.59015e-06, 3.59306e-06, 3.59998e-06, 3.59315e-06, 3.59144e-06, 3.89209e-06, 3.698e-06, 3.66633e-06, 2.65061e-05, 3.64533e-06, 3.59404e-06, 3.58999e-06, 3.60125e-06, 3.72645e-06, 3.58924e-06, 1.18383e-05, 3.58922e-06, 3.81384e-06
0.574477, 0, 5.81225e-05, 6.3095e-06, 1.41421, -5.81225e-05, 6.31492e-06, 6.3095e-06, 6.30979e-06, 6.31043e-06, 6.31111e-06, 6.31614e-06, 6.32812e-06, 6.31629e-06, 6.31333e-06, 6.8758e-06, 6.49773e-06, 6.44293e-06, 4.59658e-05, 6.38046e-06, 6.31784e-06, 6.31082e-06, 6.32647e-06, 6.49908e-06, 6.30953e-06, 1.68583e-05, 6.3095e-06, 6.69818e-06
