   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_293.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.00112062, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00673486, 0, 6.88098e-15, 0, 1.41421, -6.88098e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.39751e-17, 0, 0, 4.56421e-17, 0, 0, 6.81136e-15, 0, 0
0.0145903, 0, 1.08306e-14, 0, 1.41421, -1.08306e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.77318e-17, 0, 0, 7.31666e-17, 0, 0, 1.07197e-14, 0, 0
0.0224458, 0, 1.69663e-14, 0, 1.41421, -1.69663e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.91001e-17, 0, 0, 1.16755e-16, 0, 0, 1.67904e-14, 0, 0
0.0303013, 0, 2.64527e-14, 0, 1.41421, -2.64527e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.21332e-17, 0, 0, 1.85472e-16, 0, 0, 2.61751e-14, 0, 0
0.0381568, 0, 4.10506e-14, 0, 1.41421, -4.10506e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.42958e-16, 0, 0, 2.93321e-16, 0, 0, 4.06143e-14, 0, 0
0.0460123, 0, 6.34083e-14, 0, 1.41421, -6.34083e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.20788e-16, 0, 0, 4.61836e-16, 0, 0, 6.27257e-14, 0, 0
0.0538677, 0, 9.74909e-14, 0, 1.41421, -9.74909e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.39417e-16, 0, 0, 7.23998e-16, 0, 0, 9.64275e-14, 0, 0
0.0617232, 0, 1.49206e-13, 0, 1.41421, -1.49206e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.19392e-16, 0, 0, 1.1301e-15, 0, 0, 1.47557e-13, 0, 0
0.0695787, 0, 2.27313e-13, 0, 1.41421, -2.27313e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.91171e-16, 0, 0, 1.75649e-15, 0, 0, 2.24765e-13, 0, 0
0.0774342, 0, 3.44737e-13, 0, 1.41421, -3.44737e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.1997e-15, 0, 0, 2.71865e-15, 0, 0, 3.40819e-13, 0, 0
0.0852897, 0, 5.20459e-13, 0, 1.41421, -5.20459e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.81095e-15, 0, 0, 4.19047e-15, 0, 0, 5.14458e-13, 0, 0
0.0931452, 0, 7.82225e-13, 0, 1.41421, -7.82225e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.72136e-15, 0, 0, 6.43289e-15, 0, 0, 7.73071e-13, 0, 0
0.101001, 0, 1.17039e-12, 0, 1.41421, -1.17039e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.07117e-15, 0, 0, 9.8363e-15, 0, 0, 1.15648e-12, 0, 0
0.108856, 0, 1.74339e-12, 0, 1.41421, -1.74339e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.0634e-15, 0, 0, 1.49819e-14, 0, 0, 1.72234e-12, 0, 0
0.116712, 0, 2.5854e-12, 0, 1.41421, -2.5854e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.9905e-15, 0, 0, 2.27326e-14, 0, 0, 2.55368e-12, 0, 0
0.124567, 0, 3.81716e-12, 0, 1.41421, -3.81716e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.32718e-14, 0, 0, 3.43655e-14, 0, 0, 3.76952e-12, 0, 0
0.132423, 0, 5.61099e-12, 0, 1.41421, -5.61099e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.95058e-14, 0, 0, 5.17647e-14, 0, 0, 5.53972e-12, 0, 0
0.140278, 0, 8.21169e-12, 0, 1.41421, -8.21169e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.85424e-14, 0, 0, 7.77032e-14, 0, 0, 8.10544e-12, 0, 0
0.148134, 0, 1.19654e-11, 0, 1.41421, -1.19654e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.15834e-14, 0, 0, 1.16251e-13, 0, 0, 1.18075e-11, 0, 0
0.155989, 0, 1.73591e-11, 0, 1.41421, -1.73591e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.03196e-14, 0, 0, 1.73369e-13, 0, 0, 1.71254e-11, 0, 0
0.163844, 0, 2.50752e-11, 0, 1.41421, -2.50752e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.7119e-14, 0, 0, 2.57775e-13, 0, 0, 2.47303e-11, 0, 0
