   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_124.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.00246642, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00539771, 0, 3.37372e-19, 0, 1.41421, -3.37372e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.14975e-21, 0, 0, 5.31879e-24, 4.31166e-21, 0, 3.30905e-19, 0, 0
0.0132618, 0, 6.73709e-19, 0, 1.41421, -6.73709e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.29185e-21, 0, 0, 1.07721e-23, 8.77406e-21, 0, 6.60632e-19, 0, 0
0.021126, 0, 1.33181e-18, 0, 1.41421, -1.33181e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.48215e-21, 0, 0, 2.16003e-23, 1.76746e-20, 0, 1.30564e-18, 0, 0
0.0289901, 0, 2.60711e-18, 0, 1.41421, -2.60711e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.66001e-20, 0, 0, 4.28969e-23, 3.5258e-20, 0, 2.55521e-18, 0, 0
0.0368542, 0, 5.05518e-18, 0, 1.41421, -5.05518e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.21791e-20, 0, 0, 8.43971e-23, 6.96735e-20, 0, 4.95324e-18, 0, 0
0.0447183, 0, 9.71157e-18, 0, 1.41421, -9.71157e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.1803e-20, 0, 0, 1.64544e-22, 1.36432e-19, 0, 9.51317e-18, 0, 0
0.0525825, 0, 1.84893e-17, 0, 1.41421, -1.84893e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.1763e-19, 0, 0, 3.17978e-22, 2.64808e-19, 0, 1.81065e-17, 0, 0
0.0604466, 0, 3.48917e-17, 0, 1.41421, -3.48917e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2192e-19, 0, 0, 6.09219e-22, 5.09598e-19, 0, 3.41596e-17, 0, 0
0.0683107, 0, 6.52802e-17, 0, 1.41421, -6.52802e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.15075e-19, 0, 0, 1.15744e-21, 9.72548e-19, 0, 6.38915e-17, 0, 0
0.0761748, 0, 1.21109e-16, 0, 1.41421, -1.21109e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.6982e-19, 0, 0, 2.18104e-21, 1.84112e-18, 0, 1.18496e-16, 0, 0
0.084039, 0, 2.22837e-16, 0, 1.41421, -2.22837e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.41598e-18, 0, 0, 4.07701e-21, 3.45808e-18, 0, 2.17959e-16, 0, 0
0.0919031, 0, 4.06699e-16, 0, 1.41421, -4.06699e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.58345e-18, 0, 0, 7.56148e-21, 6.44549e-18, 0, 3.97663e-16, 0, 0
0.0997672, 0, 7.36379e-16, 0, 1.41421, -7.36379e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.676e-18, 0, 0, 1.39164e-20, 1.19241e-17, 0, 7.19765e-16, 0, 0
0.107631, 0, 1.3229e-15, 0, 1.41421, -1.3229e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.39735e-18, 0, 0, 2.54191e-20, 2.18987e-17, 0, 1.29258e-15, 0, 0
0.115495, 0, 2.35834e-15, 0, 1.41421, -2.35834e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.49642e-17, 0, 0, 4.60855e-20, 3.99305e-17, 0, 2.30339e-15, 0, 0
0.12336, 0, 4.17236e-15, 0, 1.41421, -4.17236e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.64638e-17, 0, 0, 8.29455e-20, 7.23019e-17, 0, 4.07351e-15, 0, 0
0.131224, 0, 7.32663e-15, 0, 1.41421, -7.32663e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.64504e-17, 0, 0, 1.48216e-19, 1.30022e-16, 0, 7.15001e-15, 0, 0
0.139088, 0, 1.27706e-14, 0, 1.41421, -1.27706e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.09284e-17, 0, 0, 2.62974e-19, 2.32254e-16, 0, 1.24571e-14, 0, 0
0.146952, 0, 2.20973e-14, 0, 1.41421, -2.20973e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.39967e-16, 0, 0, 4.63341e-19, 4.12139e-16, 0, 2.15447e-14, 0, 0
0.154816, 0, 3.79599e-14, 0, 1.41421, -3.79599e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.40322e-16, 0, 0, 8.10777e-19, 7.2662e-16, 0, 3.69921e-14, 0, 0
0.16268, 0, 6.47441e-14, 0, 1.41421, -6.47441e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.09676e-16, 0, 0, 1.40915e-18, 1.27293e-15, 0, 6.30601e-14, 0, 0
0.170544, 0, 1.09647e-13, 0, 1.41421, -1.09647e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.93416e-16, 0, 0, 2.43281e-18, 2.21606e-15, 0, 1.06735e-13, 0, 0
0.178408, 0, 1.84389e-13, 0, 1.41421, -1.84389e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.16541e-15, 0, 0, 4.17251e-18, 3.83425e-15, 0, 1.79386e-13, 0, 0
0.186273, 0, 3.07929e-13, 0, 1.41421, -3.07929e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.94502e-15, 0, 0, 7.10995e-18, 6.59392e-15, 0, 2.99383e-13, 0, 0
0.194137, 0, 5.10695e-13, 0, 1.41421, -5.10695e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.22367e-15, 0, 0, 1.20381e-17, 1.12722e-14, 0, 4.96187e-13, 0, 0
0.202001, 0, 8.41189e-13, 0, 1.41421, -8.41189e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.30615e-15, 0, 0, 2.02544e-17, 1.91584e-14, 0, 8.16704e-13, 0, 0
0.209865, 0, 1.37615e-12, 0, 1.41421, -1.37615e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.67426e-15, 0, 0, 3.3869e-17, 3.2375e-14, 0, 1.33507e-12, 0, 0
0.217729, 0, 2.23615e-12, 0, 1.41421, -2.23615e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.40841e-14, 0, 0, 5.62934e-17, 5.44013e-14, 0, 2.16761e-12, 0, 0
0.225593, 0, 3.60927e-12, 0, 1.41421, -3.60927e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.27137e-14, 0, 0, 9.30141e-17, 9.09082e-14, 0, 3.49556e-12, 0, 0
0.233457, 0, 5.7868e-12, 0, 1.41421, -5.7868e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.63853e-14, 0, 0, 1.52809e-16, 1.51091e-13, 0, 5.59917e-12, 0, 0
0.241321, 0, 9.21676e-12, 0, 1.41421, -9.21676e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.7898e-14, 0, 0, 2.49652e-16, 2.49787e-13, 0, 8.90882e-12, 0, 0
0.249186, 0, 1.45902e-11, 0, 1.41421, -1.45902e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.15608e-14, 0, 0, 4.06386e-16, 4.11641e-13, 0, 1.40866e-11, 0, 0
0.25705, 0, 2.29337e-11, 0, 1.41421, -2.29337e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.4377e-13, 0, 0, 6.56965e-16, 6.73554e-13, 0, 2.21157e-11, 0, 0
0.264914, 0, 3.5815e-11, 0, 1.41421, -3.5815e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.24275e-13, 0, 0, 1.05685e-15, 1.09675e-12, 0, 3.44929e-11, 0, 0
0.272778, 0, 5.55719e-11, 0, 1.41421, -5.55719e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.47585e-13, 0, 0, 1.69228e-15, 1.77742e-12, 0, 5.34452e-11, 0, 0
