   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_74.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Br_L, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
15.2404, 0.99777, 0.9712, 0.971199, 1.73141, 0.0265691, 0, 0.971199, 0.971199, 0.971199, 0.971199, 0.971199, 0.971199, 0.971199, 0.971199, 0.971199, 0.971199, 0.971199, 0.971199, 0.971199, 0.971199, 0.971199, 0.9712, 0.971199, 0.971199, 0.971199
15.2483, 0.464312, 0.970033, 0.970031, 1.56981, -0.50572, 0, 0.970031, 0.970031, 0.970031, 0.970031, 0.970031, 0.970031, 0.970031, 0.970031, 0.970031, 0.970031, 0.970031, 0.970031, 0.970031, 0.970031, 0.970031, 0.970033, 0.970031, 0.970031, 0.970031
15.2562, 1.53067, 0.96871, 0.968709, 1.87901, 0.561955, 0, 0.968709, 0.968709, 0.968709, 0.968709, 0.968709, 0.968709, 0.968709, 0.968709, 0.968709, 0.968709, 0.968709, 0.968709, 0.968709, 0.968709, 0.968709, 0.96871, 0.968709, 0.968709, 0.968709
15.2641, 1.46933, 0.967246, 0.967244, 1.86261, 0.502089, 0, 0.967244, 0.967244, 0.967244, 0.967244, 0.967244, 0.967244, 0.967244, 0.967244, 0.967244, 0.967244, 0.967244, 0.967244, 0.967244, 0.967244, 0.967244, 0.967246, 0.967244, 0.967244, 0.967244
15.272, 4.5259, 0.965711, 0.965709, 2.55458, 3.56019, 0, 0.965709, 0.965709, 0.965709, 0.965709, 0.965709, 0.965709, 0.965709, 0.965709, 0.965709, 0.965709, 0.965709, 0.965709, 0.965709, 0.965709, 0.965709, 0.965711, 0.965709, 0.965709, 0.965709
15.2799, 1.4741, 0.964177, 0.964175, 1.86389, 0.509925, 0, 0.964175, 0.964175, 0.964175, 0.964175, 0.964175, 0.964175, 0.964175, 0.964175, 0.964175, 0.964175, 0.964175, 0.964175, 0.964175, 0.964175, 0.964175, 0.964177, 0.964175, 0.964175, 0.964175
15.2878, 1, 0.962814, 0.962812, 1.73205, 0.0371864, 0, 0.962812, 0.962812, 0.962812, 0.962812, 0.962812, 0.962812, 0.962812, 0.962812, 0.962812, 0.962812, 0.962812, 0.962812, 0.962812, 0.962812, 0.962812, 0.962814, 0.962812, 0.962812, 0.962812
15.2957, 1, 0.961314, 0.961312, 1.73205, 0.0386861, 0, 0.961312, 0.961312, 0.961312, 0.961312, 0.961312, 0.961312, 0.961312, 0.961312, 0.961312, 0.961312, 0.961312, 0.961312, 0.961312, 0.961312, 0.961312, 0.961314, 0.961312, 0.961312, 0.961312
15.3036, 0.516233, 0.959685, 0.959684, 1.58626, -0.443452, 0, 0.959684, 0.959684, 0.959684, 0.959684, 0.959684, 0.959684, 0.959684, 0.959684, 0.959684, 0.959684, 0.959684, 0.959684, 0.959684, 0.959684, 0.959684, 0.959685, 0.959684, 0.959684, 0.959684
15.3115, 0.483767, 0.957985, 0.957984, 1.576, -0.474218, 0, 0.957984, 0.957984, 0.957984, 0.957984, 0.957984, 0.957984, 0.957984, 0.957984, 0.957984, 0.957984, 0.957984, 0.957984, 0.957984, 0.957984, 0.957984, 0.957985, 0.957984, 0.957984, 0.957984
15.3194, 0, 0.956246, 0.956245, 1.41421, -0.956246, 0, 0.956245, 0.956245, 0.956245, 0.956245, 0.956245, 0.956245, 0.956245, 0.956245, 0.956245, 0.956245, 0.956245, 0.956245, 0.956245, 0.956245, 0.956245, 0.956246, 0.956245, 0.956245, 0.956245
15.3273, 1.01784, 0.954486, 0.954485, 1.73719, 0.0633574, 0, 0.954485, 0.954485, 0.954485, 0.954485, 0.954485, 0.954485, 0.954485, 0.954485, 0.954485, 0.954485, 0.954485, 0.954485, 0.954485, 0.954485, 0.954485, 0.954486, 0.954485, 0.954485, 0.954485
15.3352, 1.99554, 0.952626, 0.952624, 1.99888, 1.04291, 0, 0.952624, 0.952624, 0.952624, 0.952624, 0.952624, 0.952624, 0.952624, 0.952624, 0.952624, 0.952624, 0.952624, 0.952624, 0.952624, 0.952624, 0.952624, 0.952626, 0.952624, 0.952624, 0.952624
15.3431, 1.49083, 0.950669, 0.950668, 1.86838, 0.540161, 0, 0.950668, 0.950668, 0.950668, 0.950668, 0.950668, 0.950668, 0.950668, 0.950668, 0.950668, 0.950668, 0.950668, 0.950668, 0.950668, 0.950668, 0.950668, 0.950669, 0.950668, 0.950668, 0.950668
15.351, 1.49579, 0.948591, 0.948589, 1.8697, 0.547196, 0, 0.948589, 0.948589, 0.948589, 0.948589, 0.948589, 0.948589, 0.948589, 0.948589, 0.948589, 0.948589, 0.948589, 0.948589, 0.948589, 0.948589, 0.948589, 0.948591, 0.948589, 0.948589, 0.948589
15.3589, 0.499504, 0.946414, 0.946412, 1.58098, -0.446909, 0, 0.946412, 0.946412, 0.946412, 0.946412, 0.946412, 0.946412, 0.946412, 0.946412, 0.946412, 0.946412, 0.946412, 0.946412, 0.946412, 0.946412, 0.946412, 0.946414, 0.946412, 0.946412, 0.946412
15.3668, 1.99746, 0.944189, 0.944188, 1.99936, 1.05327, 0, 0.944188, 0.944188, 0.944188, 0.944188, 0.944188, 0.944188, 0.944188, 0.944188, 0.944188, 0.944188, 0.944188, 0.944188, 0.944188, 0.944188, 0.944188, 0.944189, 0.944188, 0.944188, 0.944188
15.3747, 4.49213, 0.941967, 0.941966, 2.54797, 3.55016, 0, 0.941966, 0.941966, 0.941966, 0.941966, 0.941966, 0.941966, 0.941966, 0.941966, 0.941966, 0.941966, 0.941966, 0.941966, 0.941966, 0.941966, 0.941966, 0.941967, 0.941966, 0.941966, 0.941966
15.3826, 6.48748, 0.940054, 0.940053, 2.91333, 5.54743, 0, 0.940053, 0.940053, 0.940053, 0.940053, 0.940053, 0.940053, 0.940053, 0.940053, 0.940053, 0.940053, 0.940053, 0.940053, 0.940053, 0.940053, 0.940053, 0.940054, 0.940053, 0.940053, 0.940053
15.3905, 4.01313, 0.937924, 0.937922, 2.45217, 3.07521, 0, 0.937922, 0.937922, 0.937922, 0.937922, 0.937922, 0.937922, 0.937922, 0.937922, 0.937922, 0.937922, 0.937922, 0.937922, 0.937922, 0.937922, 0.937922, 0.937924, 0.937922, 0.937922, 0.937922
15.3984, 1.51029, 0.935588, 0.935586, 1.87358, 0.574697, 0, 0.935586, 0.935586, 0.935586, 0.935586, 0.935586, 0.935586, 0.935586, 0.935586, 0.935586, 0.935586, 0.935586, 0.935586, 0.935586, 0.935586, 0.935586, 0.935588, 0.935586, 0.935586, 0.935586
15.4063, 0, 0.93315, 0.933149, 1.41421, -0.93315, 0, 0.933149, 0.933149, 0.933149, 0.933149, 0.933149, 0.933149, 0.933149, 0.933149, 0.933149, 0.933149, 0.933149, 0.933149, 0.933149, 0.933149, 0.933149, 0.93315, 0.933149, 0.933149, 0.933149
15.4142, 3.93011, 0.930716, 0.930714, 2.43518, 2.9994, 0, 0.930714, 0.930714, 0.930714, 0.930714, 0.930714, 0.930714, 0.930714, 0.930714, 0.930714, 0.930714, 0.930714, 0.930714, 0.930714, 0.930714, 0.930714, 0.930716, 0.930714, 0.930714, 0.930714
15.4221, 4.06989, 0.92887, 0.928868, 2.46371, 3.14102, 0, 0.928868, 0.928868, 0.928868, 0.928868, 0.928868, 0.928868, 0.928868, 0.928868, 0.928868, 0.928868, 0.928868, 0.928868, 0.928868, 0.928868, 0.928868, 0.92887, 0.928868, 0.928868, 0.928868
15.43, 1.43328, 0.926719, 0.926718, 1.85291, 0.506561, 0, 0.926718, 0.926718, 0.926718, 0.926718, 0.926718, 0.926718, 0.926718, 0.926718, 0.926718, 0.926718, 0.926718, 0.926718, 0.926718, 0.926718, 0.926718, 0.926719, 0.926718, 0.926718, 0.926718
15.4379, 1.56672, 0.924284, 0.924282, 1.88858, 0.642436, 0, 0.924282, 0.924282, 0.924282, 0.924282, 0.924282, 0.924282, 0.924282, 0.924282, 0.924282, 0.924282, 0.924282, 0.924282, 0.924282, 0.924282, 0.924282, 0.924284, 0.924282, 0.924282, 0.924282
15.4458, 0, 0.921709, 0.921707, 1.41421, -0.921709, 0, 0.921707, 0.921707, 0.921707, 0.921707, 0.921707, 0.921707, 0.921707, 0.921707, 0.921707, 0.921707, 0.921707, 0.921707, 0.921707, 0.921707, 0.921707, 0.921709, 0.921707, 0.921708, 0.921707
15.4537, 1, 0.919138, 0.919136, 1.73205, 0.0808624, 0, 0.919136, 0.919136, 0.919136, 0.919136, 0.919136, 0.919136, 0.919136, 0.919136, 0.919136, 0.919136, 0.919136, 0.919136, 0.919136, 0.919136, 0.919136, 0.919138, 0.919136, 0.919136, 0.919136
15.4616, 0, 0.917384, 0.917383, 1.41421, -0.917384, 0, 0.917383, 0.917383, 0.917383, 0.917383, 0.917383, 0.917383, 0.917383, 0.917383, 0.917383, 0.917383, 0.917383, 0.917383, 0.917383, 0.917383, 0.917383, 0.917384, 0.917383, 0.917383, 0.917383
15.4695, 0.465675, 0.915275, 0.915273, 1.57025, -0.449599, 0, 0.915273, 0.915273, 0.915273, 0.915273, 0.915273, 0.915273, 0.915273, 0.915273, 0.915273, 0.915273, 0.915273, 0.915273, 0.915273, 0.915273, 0.915273, 0.915275, 0.915273, 0.915273, 0.915273
15.4774, 1.99759, 0.912834, 0.912833, 1.9994, 1.08475, 0, 0.912833, 0.912833, 0.912833, 0.912833, 0.912833, 0.912833, 0.912833, 0.912833, 0.912833, 0.912833, 0.912833, 0.912833, 0.912833, 0.912833, 0.912833, 0.912834, 0.912833, 0.912833, 0.912833
15.4853, 0.536736, 0.910231, 0.910229, 1.59271, -0.373495, 0, 0.910229, 0.910229, 0.910229, 0.910229, 0.910229, 0.910229, 0.910229, 0.910229, 0.910229, 0.910229, 0.910229, 0.910229, 0.910229, 0.910229, 0.910229, 0.910231, 0.910229, 0.91023, 0.910229
15.4932, 1.91698, 0.907632, 0.90763, 1.97914, 1.00934, 0, 0.90763, 0.90763, 0.90763, 0.90763, 0.90763, 0.90763, 0.90763, 0.90763, 0.90763, 0.90763, 0.90763, 0.90763, 0.90763, 0.90763, 0.90763, 0.907631, 0.90763, 0.90763, 0.90763
15.5011, 1.08302, 0.905785, 0.905783, 1.75585, 0.177238, 0, 0.905783, 0.905783, 0.905783, 0.905783, 0.905783, 0.905783, 0.905783, 0.905783, 0.905783, 0.905783, 0.905783, 0.905783, 0.905783, 0.905783, 0.905783, 0.905785, 0.905783, 0.905784, 0.905783
15.509, 0.907063, 0.903595, 0.903593, 1.70501, 0.00346786, 0, 0.903593, 0.903593, 0.903593, 0.903593, 0.903593, 0.903593, 0.903593, 0.903593, 0.903593, 0.903593, 0.903593, 0.903593, 0.903593, 0.903593, 0.903593, 0.903595, 0.903593, 0.903594, 0.903593
15.5169, 1.54424, 0.901076, 0.901074, 1.88261, 0.643162, 0, 0.901074, 0.901074, 0.901074, 0.901074, 0.901074, 0.901074, 0.901074, 0.901074, 0.901074, 0.901074, 0.901074, 0.901074, 0.901074, 0.901074, 0.901074, 0.901075, 0.901074, 0.901074, 0.901074
15.5248, 1.99752, 0.898394, 0.898392, 1.99938, 1.09913, 0, 0.898392, 0.898392, 0.898392, 0.898392, 0.898392, 0.898392, 0.898392, 0.898392, 0.898392, 0.898392, 0.898392, 0.898392, 0.898392, 0.898392, 0.898392, 0.898393, 0.898392, 0.898393, 0.898392
15.5328, 0.551177, 0.895717, 0.895714, 1.59724, -0.344539, 0, 0.895714, 0.895714, 0.895714, 0.895714, 0.895714, 0.895714, 0.895714, 0.895714, 0.895714, 0.895714, 0.895714, 0.895714, 0.895714, 0.895714, 0.895714, 0.895715, 0.895714, 0.895715, 0.895714
15.5407, 0.444059, 0.893626, 0.893622, 1.56335, -0.449567, 0, 0.893622, 0.893622, 0.893622, 0.893622, 0.893622, 0.893622, 0.893622, 0.893622, 0.893622, 0.893622, 0.893622, 0.893622, 0.893622, 0.893622, 0.893622, 0.893624, 0.893622, 0.893624, 0.893622
15.5486, 2.55594, 0.891357, 0.891353, 2.13446, 1.66458, 0, 0.891353, 0.891353, 0.891353, 0.891353, 0.891353, 0.891353, 0.891353, 0.891353, 0.891353, 0.891353, 0.891353, 0.891353, 0.891353, 0.891353, 0.891353, 0.891355, 0.891353, 0.891355, 0.891353
15.5565, 0.439033, 0.888919, 0.888915, 1.56174, -0.449886, 0, 0.888915, 0.888915, 0.888915, 0.888915, 0.888915, 0.888915, 0.888915, 0.888915, 0.888915, 0.888915, 0.888915, 0.888915, 0.888915, 0.888915, 0.888915, 0.888916, 0.888915, 0.888918, 0.888915
15.5644, 0.560967, 0.886399, 0.886394, 1.6003, -0.325432, 0, 0.886394, 0.886394, 0.886394, 0.886394, 0.886394, 0.886394, 0.886394, 0.886394, 0.886394, 0.886394, 0.886394, 0.886394, 0.886394, 0.886394, 0.886394, 0.886395, 0.886394, 0.886397, 0.886394
15.5723, 2, 0.88388, 0.883874, 2, 1.11612, 0, 0.883874, 0.883874, 0.883874, 0.883874, 0.883874, 0.883874, 0.883874, 0.883874, 0.883874, 0.883874, 0.883874, 0.883874, 0.883874, 0.883874, 0.883874, 0.883875, 0.883874, 0.883878, 0.883874
15.5802, 1, 0.881363, 0.881356, 1.73205, 0.118637, 0, 0.881356, 0.881356, 0.881356, 0.881356, 0.881356, 0.881356, 0.881356, 0.881356, 0.881356, 0.881356, 0.881356, 0.881356, 0.881356, 0.881356, 0.881356, 0.881357, 0.881356, 0.881361, 0.881356
15.5881, 1, 0.87885, 0.878841, 1.73205, 0.12115, 0, 0.878841, 0.878841, 0.878841, 0.878841, 0.878841, 0.878841, 0.878841, 0.878841, 0.878841, 0.878841, 0.878841, 0.878841, 0.878841, 0.878841, 0.878841, 0.878842, 0.878841, 0.878848, 0.878841
15.596, 1.42701, 0.87634, 0.876329, 1.85122, 0.550674, 0, 0.876329, 0.876329, 0.876329, 0.876329, 0.876329, 0.876329, 0.876329, 0.876329, 0.876329, 0.876329, 0.876329, 0.876329, 0.876329, 0.876329, 0.876329, 0.876331, 0.876329, 0.876338, 0.876329
15.6039, 1.57299, 0.873699, 0.873686, 1.89023, 0.699287, 0, 0.873686, 0.873686, 0.873686, 0.873686, 0.873686, 0.873686, 0.873686, 0.873686, 0.873686, 0.873686, 0.873686, 0.873686, 0.873686, 0.873686, 0.873686, 0.873688, 0.873686, 0.873698, 0.873686
15.6118, 0, 0.870928, 0.870913, 1.41421, -0.870928, 0, 0.870913, 0.870913, 0.870913, 0.870913, 0.870913, 0.870913, 0.870913, 0.870913, 0.870913, 0.870913, 0.870913, 0.870913, 0.870913, 0.870913, 0.870913, 0.870915, 0.870913, 0.870927, 0.870913
15.6197, 0, 0.868032, 0.868014, 1.41421, -0.868032, 0, 0.868014, 0.868014, 0.868014, 0.868014, 0.868014, 0.868014, 0.868014, 0.868014, 0.868014, 0.868014, 0.868014, 0.868014, 0.868014, 0.868014, 0.868014, 0.868016, 0.868014, 0.868031, 0.868014
15.6276, 1, 0.865045, 0.865023, 1.73205, 0.134955, 0, 0.865023, 0.865023, 0.865023, 0.865023, 0.865023, 0.865023, 0.865023, 0.865023, 0.865023, 0.865023, 0.865023, 0.865023, 0.865023, 0.865023, 0.865023, 0.865025, 0.865023, 0.865044, 0.865023
15.6355, 0.830235, 0.862, 0.861974, 1.68233, -0.0317645, 0, 0.861974, 0.861974, 0.861974, 0.861974, 0.861974, 0.861974, 0.861974, 0.861974, 0.861974, 0.861974, 0.861974, 0.861974, 0.861974, 0.861974, 0.861974, 0.861975, 0.861974, 0.861998, 0.861974
15.6434, 2.16976, 0.858921, 0.85889, 2.042, 1.31084, 0, 0.85889, 0.85889, 0.85889, 0.85889, 0.85889, 0.85889, 0.85889, 0.85889, 0.85889, 0.85889, 0.85889, 0.85889, 0.85889, 0.85889, 0.85889, 0.858891, 0.85889, 0.858919, 0.85889
15.6513, 0.410234, 0.855825, 0.855787, 1.55249, -0.44559, 0, 0.855787, 0.855787, 0.855787, 0.855787, 0.855787, 0.855787, 0.855787, 0.855787, 0.855787, 0.855787, 0.855787, 0.855787, 0.855787, 0.855787, 0.855787, 0.855789, 0.855787, 0.855823, 0.855787
15.6592, 1.99757, 0.852721, 0.852676, 1.99939, 1.14485, 0, 0.852676, 0.852676, 0.852676, 0.852676, 0.852676, 0.852676, 0.852676, 0.852676, 0.852676, 0.852676, 0.852676, 0.852676, 0.852676, 0.852676, 0.852676, 0.852678, 0.852676, 0.852719, 0.852676
15.6671, 1.99752, 0.849617, 0.849565, 1.99938, 1.1479, 0, 0.849565, 0.849565, 0.849565, 0.849565, 0.849565, 0.849565, 0.849565, 0.849565, 0.849565, 0.849565, 0.849565, 0.849565, 0.849565, 0.849565, 0.849565, 0.849566, 0.849565, 0.849616, 0.849565
15.675, 0.997646, 0.846494, 0.846433, 1.73137, 0.151152, 0, 0.846433, 0.846433, 0.846433, 0.846433, 0.846433, 0.846433, 0.846433, 0.846433, 0.846433, 0.846433, 0.846433, 0.846433, 0.846433, 0.846433, 0.846433, 0.846434, 0.846433, 0.846492, 0.846433
15.6829, 0.597026, 0.843265, 0.843193, 1.61153, -0.246239, 0, 0.843193, 0.843193, 0.843193, 0.843193, 0.843193, 0.843193, 0.843193, 0.843193, 0.843193, 0.843193, 0.843193, 0.843193, 0.843193, 0.843193, 0.843193, 0.843194, 0.843193, 0.843263, 0.843193
15.6908, 1.39809, 0.8399, 0.839816, 1.84339, 0.558192, 0, 0.839816, 0.839816, 0.839816, 0.839816, 0.839816, 0.839816, 0.839816, 0.839816, 0.839816, 0.839816, 0.839816, 0.839816, 0.839816, 0.839816, 0.839816, 0.839817, 0.839816, 0.839898, 0.839816
15.6987, 0.997571, 0.836429, 0.836331, 1.73135, 0.161143, 0, 0.836331, 0.836331, 0.836331, 0.836331, 0.836331, 0.836331, 0.836331, 0.836331, 0.836331, 0.836331, 0.836331, 0.836331, 0.836331, 0.836331, 0.836331, 0.836333, 0.836331, 0.836427, 0.836331
15.7066, 3.99765, 0.832909, 0.832797, 2.44901, 3.16474, 0, 0.832797, 0.832797, 0.832797, 0.832797, 0.832797, 0.832797, 0.832797, 0.832797, 0.832797, 0.832797, 0.832797, 0.832797, 0.832797, 0.832797, 0.832797, 0.832799, 0.832797, 0.832908, 0.832797
15.7145, 0.606691, 0.829399, 0.82927, 1.61453, -0.222708, 0, 0.82927, 0.82927, 0.82927, 0.82927, 0.82927, 0.82927, 0.82927, 0.82927, 0.82927, 0.82927, 0.82927, 0.82927, 0.82927, 0.82927, 0.82927, 0.829272, 0.82927, 0.829397, 0.82927
15.7224, 3.38848, 0.826345, 0.826197, 2.32131, 2.56213, 0, 0.826197, 0.826197, 0.826197, 0.826197, 0.826197, 0.826197, 0.826197, 0.826197, 0.826197, 0.826197, 0.826197, 0.826197, 0.826197, 0.826197, 0.826197, 0.826199, 0.826197, 0.826343, 0.826197
15.7303, 0.611524, 0.822967, 0.822799, 1.61602, -0.211443, 0, 0.822799, 0.822799, 0.822799, 0.822799, 0.822799, 0.822799, 0.822799, 0.822799, 0.822799, 0.822799, 0.822799, 0.822799, 0.822799, 0.822799, 0.822799, 0.822801, 0.822799, 0.822966, 0.822799
15.7382, 1.53457, 0.819322, 0.819131, 1.88005, 0.715251, 0, 0.819131, 0.819131, 0.819131, 0.819131, 0.819131, 0.819131, 0.819131, 0.819131, 0.819131, 0.819131, 0.819131, 0.819131, 0.819131, 0.819131, 0.819131, 0.819133, 0.819131, 0.81932, 0.819131
15.7461, 3.46543, 0.815548, 0.815333, 2.33783, 2.64988, 0, 0.815333, 0.815333, 0.815333, 0.815333, 0.815333, 0.815333, 0.815333, 0.815333, 0.815333, 0.815333, 0.815333, 0.815333, 0.815333, 0.815333, 0.815333, 0.815334, 0.815333, 0.815546, 0.815333
15.754, 0.757775, 0.811784, 0.811543, 1.66065, -0.0540096, 0, 0.811543, 0.811543, 0.811543, 0.811543, 0.811543, 0.811543, 0.811543, 0.811543, 0.811543, 0.811543, 0.811543, 0.811543, 0.811543, 0.811543, 0.811543, 0.811544, 0.811543, 0.811783, 0.811543
15.7619, 1.24223, 0.809051, 0.808781, 1.80062, 0.433174, 0, 0.808781, 0.808781, 0.808781, 0.808781, 0.808781, 0.808781, 0.808781, 0.808781, 0.808781, 0.808781, 0.808781, 0.808781, 0.808781, 0.808781, 0.808781, 0.808783, 0.808781, 0.80905, 0.808781
15.7698, 0, 0.805818, 0.805517, 1.41421, -0.805818, 0, 0.805517, 0.805517, 0.805517, 0.805517, 0.805517, 0.805517, 0.805517, 0.805517, 0.805517, 0.805517, 0.805517, 0.805517, 0.805517, 0.805517, 0.805517, 0.805519, 0.805517, 0.805817, 0.805517
15.7777, 0.743247, 0.802152, 0.801818, 1.65627, -0.0589058, 0, 0.801818, 0.801818, 0.801818, 0.801818, 0.801818, 0.801818, 0.801818, 0.801818, 0.801818, 0.801818, 0.801818, 0.801818, 0.801818, 0.801818, 0.801818, 0.80182, 0.801818, 0.802151, 0.801818
15.7856, 1.25675, 0.798277, 0.797908, 1.80465, 0.458476, 0, 0.797908, 0.797908, 0.797908, 0.797908, 0.797908, 0.797908, 0.797908, 0.797908, 0.797908, 0.797908, 0.797908, 0.797908, 0.797908, 0.797908, 0.797908, 0.797909, 0.797908, 0.798275, 0.797908
15.7935, 1, 0.794413, 0.794007, 1.73205, 0.205587, 0, 0.794007, 0.794007, 0.794007, 0.794007, 0.794007, 0.794007, 0.794007, 0.794007, 0.794007, 0.794007, 0.794007, 0.794007, 0.794007, 0.794007, 0.794007, 0.794009, 0.794007, 0.794412, 0.794007
15.8014, 0, 0.791706, 0.791261, 1.41421, -0.791706, 0, 0.791261, 0.791261, 0.791261, 0.791261, 0.791261, 0.791261, 0.791261, 0.791261, 0.791261, 0.791261, 0.791261, 0.791261, 0.791261, 0.791261, 0.791261, 0.791262, 0.791261, 0.791704, 0.791261
15.8093, 0.361834, 0.78842, 0.787934, 1.53683, -0.426586, 0, 0.787934, 0.787934, 0.787934, 0.787934, 0.787934, 0.787934, 0.787934, 0.787934, 0.787934, 0.787934, 0.787934, 0.787934, 0.787934, 0.787934, 0.787934, 0.787936, 0.787934, 0.788418, 0.787934
15.8172, 0.638166, 0.784614, 0.784086, 1.62424, -0.146448, 0, 0.784086, 0.784086, 0.784086, 0.784086, 0.784086, 0.784086, 0.784086, 0.784086, 0.784086, 0.784086, 0.784086, 0.784086, 0.784086, 0.784086, 0.784086, 0.784087, 0.784086, 0.784613, 0.784086
15.8251, 1.35713, 0.780556, 0.779983, 1.83225, 0.576569, 0, 0.779983, 0.779983, 0.779983, 0.779983, 0.779983, 0.779983, 0.779983, 0.779983, 0.779983, 0.779983, 0.779983, 0.779983, 0.779983, 0.779983, 0.779983, 0.779985, 0.779983, 0.780554, 0.779983
15.833, 2.35217, 0.77651, 0.775891, 2.08619, 1.57566, 0, 0.775891, 0.775891, 0.775891, 0.775891, 0.775891, 0.775891, 0.775891, 0.775891, 0.775891, 0.775891, 0.775891, 0.775891, 0.775891, 0.775891, 0.775891, 0.775893, 0.775891, 0.776508, 0.775891
15.8409, 1.29071, 0.773903, 0.773238, 1.81403, 0.516804, 0, 0.773238, 0.773238, 0.773238, 0.773238, 0.773238, 0.773238, 0.773238, 0.773238, 0.773238, 0.773238, 0.773238, 0.773238, 0.773238, 0.773238, 0.773238, 0.773239, 0.773238, 0.773901, 0.773238
15.8488, 0.349938, 0.770686, 0.769973, 1.53295, -0.420748, 0, 0.769973, 0.769973, 0.769973, 0.769973, 0.769973, 0.769973, 0.769973, 0.769973, 0.769973, 0.769973, 0.769973, 0.769973, 0.769973, 0.769973, 0.769973, 0.769975, 0.769973, 0.770684, 0.769973
15.8567, 1.65006, 0.766915, 0.766154, 1.91051, 0.883147, 0, 0.766154, 0.766154, 0.766154, 0.766154, 0.766154, 0.766154, 0.766154, 0.766154, 0.766154, 0.766154, 0.766154, 0.766154, 0.766154, 0.766154, 0.766154, 0.766155, 0.766154, 0.766913, 0.766154
15.8646, 2, 0.762874, 0.762064, 2, 1.23713, 0, 0.762064, 0.762064, 0.762064, 0.762064, 0.762064, 0.762064, 0.762064, 0.762064, 0.762064, 0.762064, 0.762064, 0.762064, 0.762064, 0.762064, 0.762064, 0.762066, 0.762064, 0.762872, 0.762064
15.8725, 2.34263, 0.758844, 0.757985, 2.0839, 1.58378, 0, 0.757985, 0.757985, 0.757985, 0.757985, 0.757985, 0.757985, 0.757985, 0.757985, 0.757985, 0.757985, 0.757985, 0.757985, 0.757985, 0.757985, 0.757985, 0.757987, 0.757985, 0.758843, 0.757985
15.8804, 1.65737, 0.756138, 0.755229, 1.91243, 0.901235, 0, 0.755229, 0.755229, 0.755229, 0.755229, 0.755229, 0.755229, 0.755229, 0.755229, 0.755229, 0.755229, 0.755229, 0.755229, 0.755229, 0.755229, 0.755229, 0.755231, 0.755229, 0.756136, 0.755229
15.8883, 0, 0.752811, 0.751853, 1.41421, -0.752811, 0, 0.751853, 0.751853, 0.751853, 0.751853, 0.751853, 0.751853, 0.751853, 0.751853, 0.751853, 0.751853, 0.751853, 0.751853, 0.751853, 0.751853, 0.751853, 0.751854, 0.751853, 0.75281, 0.751853
15.8962, 1.33544, 0.748916, 0.747909, 1.82632, 0.586524, 0, 0.747909, 0.747909, 0.747909, 0.747909, 0.747909, 0.747909, 0.747909, 0.747909, 0.747909, 0.747909, 0.747909, 0.747909, 0.747909, 0.747909, 0.747909, 0.747911, 0.747909, 0.748915, 0.747909
15.9042, 1.99765, 0.744745, 0.743689, 1.99941, 1.2529, 0, 0.743689, 0.743689, 0.743689, 0.743689, 0.743689, 0.743689, 0.743689, 0.743689, 0.743689, 0.743689, 0.743689, 0.743689, 0.743689, 0.743689, 0.743689, 0.74369, 0.743689, 0.744743, 0.743689
15.9121, 0.997605, 0.740584, 0.73948, 1.73136, 0.25702, 0, 0.73948, 0.73948, 0.73948, 0.73948, 0.73948, 0.73948, 0.73948, 0.73948, 0.73948, 0.73948, 0.73948, 0.73948, 0.73948, 0.73948, 0.73948, 0.739482, 0.73948, 0.740583, 0.73948
15.92, 0.997439, 0.737934, 0.736783, 1.73131, 0.259505, 0, 0.736783, 0.736783, 0.736783, 0.736783, 0.736783, 0.736783, 0.736783, 0.736783, 0.736783, 0.736783, 0.736783, 0.736783, 0.736783, 0.736783, 0.736783, 0.736784, 0.736783, 0.737932, 0.736783
15.9279, 0.671871, 0.734655, 0.733457, 1.63459, -0.0627836, 0, 0.733457, 0.733457, 0.733457, 0.733457, 0.733457, 0.733457, 0.733457, 0.733457, 0.733457, 0.733457, 0.733457, 0.733457, 0.733457, 0.733457, 0.733457, 0.733459, 0.733457, 0.734653, 0.733457
15.9358, 1, 0.730799, 0.729556, 1.73205, 0.269201, 0, 0.729556, 0.729556, 0.729556, 0.729556, 0.729556, 0.729556, 0.729556, 0.729556, 0.729556, 0.729556, 0.729556, 0.729556, 0.729556, 0.729556, 0.729556, 0.729557, 0.729556, 0.730797, 0.729556
15.9437, 0.320942, 0.726661, 0.725374, 1.52346, -0.405719, 0, 0.725374, 0.725374, 0.725374, 0.725374, 0.725374, 0.725374, 0.725374, 0.725374, 0.725374, 0.725374, 0.725374, 0.725374, 0.725374, 0.725374, 0.725374, 0.725375, 0.725374, 0.726659, 0.725374
15.9516, 0.997646, 0.722534, 0.721204, 1.73137, 0.275112, 0, 0.721204, 0.721204, 0.721204, 0.721204, 0.721204, 0.721204, 0.721204, 0.721204, 0.721204, 0.721204, 0.721204, 0.721204, 0.721204, 0.721204, 0.721204, 0.721205, 0.721204, 0.722532, 0.721204
