   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_763.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, S_K, P_K, Si_K, Al_K, Mg_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup
10.3628, 1.01103, 1.40195, 1.36696, 1.73523, -0.390917, 1.36696, 0, 1.36696, 1.36696, 1.36696, 1.36696, 1.36696, 1.36696, 1.36696, 1.36696, 1.36696, 1.36696, 1.36696, 1.36696, 1.36696, 1.36696, 1.40194
10.3706, 2.00607, 1.40828, 1.37097, 2.00152, 0.597787, 1.37097, 0, 1.37097, 1.37097, 1.37097, 1.37097, 1.37097, 1.37097, 1.37097, 1.37097, 1.37097, 1.37097, 1.37097, 1.37097, 1.37097, 1.37097, 1.40828
10.3785, 5.9829, 1.41426, 1.37476, 2.8254, 4.56864, 1.37476, 0, 1.37476, 1.37476, 1.37476, 1.37476, 1.37476, 1.37476, 1.37476, 1.37476, 1.37476, 1.37476, 1.37476, 1.37477, 1.37476, 1.37476, 1.41426
10.3863, 0.0111524, 1.41988, 1.37837, 1.41815, -1.40873, 1.37837, 0, 1.37837, 1.37837, 1.37837, 1.37837, 1.37837, 1.37837, 1.37837, 1.37837, 1.37837, 1.37837, 1.37837, 1.37837, 1.37837, 1.37837, 1.41988
10.3942, 3.99021, 1.42512, 1.38181, 2.44749, 2.56509, 1.38181, 0, 1.38181, 1.38181, 1.38181, 1.38181, 1.38181, 1.38181, 1.38181, 1.38181, 1.38181, 1.38181, 1.38181, 1.38181, 1.38181, 1.38181, 1.42512
10.4021, 3.99765, 1.43001, 1.38515, 2.44901, 2.56763, 1.38515, 0, 1.38515, 1.38515, 1.38515, 1.38515, 1.38515, 1.38515, 1.38515, 1.38515, 1.38515, 1.38515, 1.38515, 1.38516, 1.38515, 1.38515, 1.43001
10.4099, 4.99405, 1.43457, 1.38844, 2.64463, 3.55949, 1.38844, 0, 1.38844, 1.38844, 1.38844, 1.38844, 1.38844, 1.38844, 1.38844, 1.38844, 1.38844, 1.38844, 1.38844, 1.38844, 1.38844, 1.38844, 1.43457
10.4178, 3.99529, 1.43865, 1.39157, 2.44853, 2.55664, 1.39157, 0, 1.39157, 1.39157, 1.39157, 1.39157, 1.39157, 1.39157, 1.39157, 1.39157, 1.39157, 1.39157, 1.39157, 1.39157, 1.39157, 1.39157, 1.43865
10.4257, 4.98711, 1.44226, 1.39454, 2.64331, 3.54485, 1.39454, 0, 1.39454, 1.39454, 1.39454, 1.39454, 1.39454, 1.39454, 1.39454, 1.39454, 1.39454, 1.39454, 1.39454, 1.39454, 1.39454, 1.39454, 1.44226
10.4335, 5.00322, 1.44535, 1.39734, 2.64636, 3.55787, 1.39734, 0, 1.39734, 1.39734, 1.39734, 1.39734, 1.39734, 1.39734, 1.39734, 1.39734, 1.39734, 1.39734, 1.39734, 1.39734, 1.39734, 1.39734, 1.44535
10.4414, 6.96878, 1.44797, 1.39999, 2.99479, 5.52081, 1.39999, 0, 1.39999, 1.39999, 1.39999, 1.39999, 1.39999, 1.39999, 1.39999, 1.39999, 1.39999, 1.39999, 1.39999, 1.4, 1.39999, 1.39999, 1.44797
10.4493, 7.97509, 1.45016, 1.40255, 3.15834, 6.52493, 1.40255, 0, 1.40255, 1.40255, 1.40255, 1.40255, 1.40255, 1.40255, 1.40255, 1.40255, 1.40255, 1.40255, 1.40255, 1.40256, 1.40255, 1.40255, 1.45016
10.4571, 7.02354, 1.45184, 1.40492, 3.00392, 5.57171, 1.40492, 0, 1.40492, 1.40492, 1.40492, 1.40492, 1.40492, 1.40492, 1.40492, 1.40492, 1.40492, 1.40492, 1.40492, 1.40493, 1.40492, 1.40492, 1.45184
10.465, 5.99294, 1.45306, 1.40713, 2.82718, 4.53988, 1.40713, 0, 1.40713, 1.40713, 1.40713, 1.40713, 1.40713, 1.40713, 1.40713, 1.40713, 1.40713, 1.40713, 1.40713, 1.40713, 1.40713, 1.40713, 1.45306
10.4729, 2.06097, 1.45382, 1.40913, 2.01518, 0.607144, 1.40913, 0, 1.40913, 1.40913, 1.40913, 1.40913, 1.40913, 1.40913, 1.40913, 1.40913, 1.40913, 1.40913, 1.40913, 1.40913, 1.40913, 1.40913, 1.45382
10.4807, 4.94969, 1.45421, 1.41098, 2.63623, 3.49548, 1.41098, 0, 1.41098, 1.41098, 1.41098, 1.41098, 1.41098, 1.41098, 1.41098, 1.41098, 1.41098, 1.41098, 1.41098, 1.41098, 1.41098, 1.41098, 1.45421
10.4886, 4.96742, 1.45435, 1.41274, 2.63959, 3.51307, 1.41274, 0, 1.41274, 1.41274, 1.41274, 1.41274, 1.41274, 1.41274, 1.41274, 1.41274, 1.41274, 1.41274, 1.41274, 1.41274, 1.41274, 1.41274, 1.45435
10.4965, 4.0529, 1.45437, 1.41449, 2.46026, 2.59853, 1.41449, 0, 1.41449, 1.41449, 1.41449, 1.41449, 1.41449, 1.41449, 1.41449, 1.41449, 1.41449, 1.41449, 1.41449, 1.41449, 1.41449, 1.41449, 1.45437
10.5043, 7.86766, 1.45422, 1.4161, 3.14128, 6.41344, 1.4161, 0, 1.4161, 1.4161, 1.4161, 1.4161, 1.4161, 1.4161, 1.4161, 1.4161, 1.4161, 1.4161, 1.4161, 1.4161, 1.4161, 1.4161, 1.45422
10.5122, 5.02354, 1.45397, 1.41757, 2.6502, 3.56957, 1.41757, 0, 1.41757, 1.41757, 1.41757, 1.41757, 1.41757, 1.41757, 1.41757, 1.41757, 1.41757, 1.41757, 1.41757, 1.41757, 1.41757, 1.41757, 1.45397
10.5201, 3.10161, 1.45375, 1.41893, 2.25867, 1.64786, 1.41893, 0, 1.41893, 1.41893, 1.41893, 1.41893, 1.41893, 1.41893, 1.41893, 1.41893, 1.41893, 1.41893, 1.41893, 1.41893, 1.41893, 1.41893, 1.45375
10.5279, 2.95787, 1.45369, 1.42022, 2.22663, 1.50418, 1.42022, 0, 1.42022, 1.42022, 1.42022, 1.42022, 1.42022, 1.42022, 1.42022, 1.42022, 1.42022, 1.42022, 1.42022, 1.42022, 1.42022, 1.42022, 1.45369
10.5358, 6.91177, 1.45371, 1.42126, 2.98526, 5.45806, 1.42126, 0, 1.42126, 1.42126, 1.42126, 1.42126, 1.42126, 1.42126, 1.42126, 1.42126, 1.42126, 1.42126, 1.42126, 1.42126, 1.42126, 1.42126, 1.45371
10.5436, 5.03445, 1.45395, 1.42206, 2.65225, 3.5805, 1.42206, 0, 1.42206, 1.42206, 1.42206, 1.42206, 1.42206, 1.42206, 1.42206, 1.42206, 1.42206, 1.42206, 1.42206, 1.42206, 1.42206, 1.42206, 1.45395
10.5515, 6.99221, 1.45453, 1.42261, 2.9987, 5.53768, 1.42261, 0, 1.42261, 1.42261, 1.42261, 1.42261, 1.42261, 1.42261, 1.42261, 1.42261, 1.42261, 1.42261, 1.42261, 1.42261, 1.42261, 1.42261, 1.45453
10.5594, 2.09168, 1.45565, 1.42296, 2.02279, 0.63603, 1.42296, 0, 1.42296, 1.42296, 1.42296, 1.42296, 1.42296, 1.42296, 1.42296, 1.42296, 1.42296, 1.42296, 1.42296, 1.42296, 1.42296, 1.42296, 1.45565
10.5672, 3.04919, 1.45757, 1.42322, 2.24704, 1.59162, 1.42322, 0, 1.42322, 1.42322, 1.42322, 1.42322, 1.42322, 1.42322, 1.42322, 1.42322, 1.42322, 1.42322, 1.42322, 1.42322, 1.42322, 1.42322, 1.45757
10.5751, 3.8917, 1.46057, 1.42347, 2.42728, 2.43113, 1.42347, 0, 1.42347, 1.42347, 1.42347, 1.42347, 1.42347, 1.42347, 1.42347, 1.42347, 1.42347, 1.42347, 1.42347, 1.42347, 1.42347, 1.42347, 1.46057
10.583, 4.99554, 1.46542, 1.42431, 2.64491, 3.53012, 1.42431, 0, 1.42431, 1.42431, 1.42431, 1.42431, 1.42431, 1.42431, 1.42431, 1.42431, 1.42431, 1.42431, 1.42431, 1.42431, 1.42431, 1.42431, 1.46542
10.5908, 2.0539, 1.47143, 1.42482, 2.01343, 0.582473, 1.42482, 0, 1.42482, 1.42482, 1.42482, 1.42482, 1.42482, 1.42482, 1.42482, 1.42482, 1.42482, 1.42482, 1.42482, 1.42482, 1.42482, 1.42482, 1.47143
10.5987, 4.81304, 1.47889, 1.42507, 2.61018, 3.33416, 1.42507, 0, 1.42507, 1.42507, 1.42507, 1.42507, 1.42507, 1.42507, 1.42507, 1.42507, 1.42507, 1.42507, 1.42507, 1.42508, 1.42507, 1.42507, 1.47888
10.6066, 1.18213, 1.48816, 1.4252, 1.78385, -0.306038, 1.4252, 0, 1.4252, 1.4252, 1.4252, 1.4252, 1.4252, 1.4252, 1.4252, 1.4252, 1.4252, 1.4252, 1.4252, 1.4252, 1.4252, 1.4252, 1.48816
10.6144, 2.06369, 1.49964, 1.42532, 2.01586, 0.564048, 1.42532, 0, 1.42532, 1.42532, 1.42532, 1.42532, 1.42532, 1.42532, 1.42532, 1.42532, 1.42532, 1.42532, 1.42532, 1.42532, 1.42532, 1.42532, 1.49964
10.6223, 4.93135, 1.51342, 1.42528, 2.63275, 3.41793, 1.42528, 0, 1.42528, 1.42528, 1.42528, 1.42528, 1.42528, 1.42528, 1.42528, 1.42528, 1.42528, 1.42528, 1.42528, 1.42528, 1.42528, 1.42528, 1.51342
10.6302, 1.99777, 1.52957, 1.42487, 1.99944, 0.468203, 1.42487, 0, 1.42487, 1.42487, 1.42487, 1.42487, 1.42487, 1.42487, 1.42487, 1.42487, 1.42487, 1.42487, 1.42487, 1.42487, 1.42487, 1.42487, 1.52957
10.638, 3.77745, 1.54838, 1.42415, 2.40363, 2.22907, 1.42415, 0, 1.42415, 1.42415, 1.42415, 1.42415, 1.42415, 1.42415, 1.42415, 1.42415, 1.42415, 1.42415, 1.42415, 1.42415, 1.42415, 1.42415, 1.54838
10.6459, 3.21772, 1.57027, 1.42327, 2.28423, 1.64745, 1.42327, 0, 1.42327, 1.42327, 1.42327, 1.42327, 1.42327, 1.42327, 1.42327, 1.42327, 1.42327, 1.42327, 1.42327, 1.42327, 1.42327, 1.42327, 1.57026
10.6538, 6.84151, 1.59559, 1.42239, 2.97347, 5.24592, 1.42239, 0, 1.42239, 1.42239, 1.42239, 1.42239, 1.42239, 1.42239, 1.42239, 1.42239, 1.42239, 1.42239, 1.42239, 1.42239, 1.42239, 1.42239, 1.59559
10.6616, 4.07288, 1.62561, 1.42257, 2.46432, 2.44728, 1.42257, 0, 1.42257, 1.42257, 1.42257, 1.42257, 1.42257, 1.42257, 1.42257, 1.42257, 1.42257, 1.42257, 1.42257, 1.42257, 1.42257, 1.42257, 1.62561
10.6695, 5.91225, 1.65888, 1.42222, 2.81287, 4.25337, 1.42222, 0, 1.42222, 1.42222, 1.42222, 1.42222, 1.42222, 1.42222, 1.42222, 1.42222, 1.42222, 1.42222, 1.42222, 1.42222, 1.42222, 1.42222, 1.65888
10.6774, 0.249071, 1.69557, 1.42145, 1.49969, -1.4465, 1.42145, 0, 1.42145, 1.42145, 1.42145, 1.42145, 1.42145, 1.42145, 1.42145, 1.42145, 1.42145, 1.42145, 1.42145, 1.42145, 1.42145, 1.42145, 1.69557
10.6852, 4.82429, 1.73592, 1.42046, 2.61233, 3.08837, 1.42046, 0, 1.42046, 1.42046, 1.42046, 1.42046, 1.42046, 1.42046, 1.42046, 1.42046, 1.42046, 1.42046, 1.42046, 1.42046, 1.42046, 1.42046, 1.73591
10.6931, 2.0855, 1.78008, 1.41947, 2.02126, 0.305424, 1.41947, 0, 1.41947, 1.41947, 1.41947, 1.41947, 1.41947, 1.41947, 1.41947, 1.41947, 1.41947, 1.41947, 1.41947, 1.41947, 1.41947, 1.41947, 1.78008
10.701, 0.0902107, 1.82832, 1.41892, 1.44576, -1.73811, 1.41892, 0, 1.41892, 1.41892, 1.41892, 1.41892, 1.41892, 1.41892, 1.41892, 1.41892, 1.41892, 1.41892, 1.41892, 1.41892, 1.41892, 1.41892, 1.82832
10.7088, 1.80969, 1.87941, 1.41779, 1.95184, -0.0697191, 1.41779, 0, 1.41779, 1.41779, 1.41779, 1.41779, 1.41779, 1.41779, 1.41779, 1.41779, 1.41779, 1.41779, 1.41779, 1.4178, 1.41779, 1.41779, 1.87941
10.7167, 2.09279, 1.93306, 1.41617, 2.02306, 0.159732, 1.41617, 0, 1.41617, 1.41617, 1.41617, 1.41617, 1.41617, 1.41617, 1.41617, 1.41617, 1.41617, 1.41617, 1.41617, 1.41617, 1.41617, 1.41617, 1.93306
10.7245, 0.997646, 1.98908, 1.4143, 1.73137, -0.99143, 1.4143, 0, 1.4143, 1.4143, 1.4143, 1.4143, 1.4143, 1.4143, 1.4143, 1.4143, 1.4143, 1.4143, 1.4143, 1.4143, 1.4143, 1.4143, 1.98907
10.7324, 2.89517, 2.04717, 1.41243, 2.2125, 0.848, 1.41243, 0, 1.41243, 1.41243, 1.41243, 1.41243, 1.41243, 1.41243, 1.41243, 1.41243, 1.41243, 1.41243, 1.41243, 1.41243, 1.41243, 1.41243, 2.04717
10.7403, 2.1, 2.10823, 1.4121, 2.02485, -0.00823236, 1.4121, 0, 1.4121, 1.4121, 1.4121, 1.4121, 1.4121, 1.4121, 1.4121, 1.4121, 1.4121, 1.4121, 1.4121, 1.4121, 1.4121, 1.4121, 2.10823
10.7481, 2.89058, 2.16928, 1.41104, 2.21147, 0.721302, 1.41104, 0, 1.41104, 1.41104, 1.41104, 1.41104, 1.41104, 1.41104, 1.41104, 1.41104, 1.41104, 1.41104, 1.41104, 1.41105, 1.41104, 1.41104, 2.16928
10.756, 5.66642, 2.22965, 1.40937, 2.76883, 3.43677, 1.40937, 0, 1.40937, 1.40937, 1.40937, 1.40937, 1.40937, 1.40937, 1.40937, 1.40937, 1.40937, 1.40937, 1.40937, 1.40937, 1.40937, 1.40937, 2.22965
10.7639, 2.54771, 2.28879, 1.40739, 2.13254, 0.258921, 1.40739, 0, 1.40739, 1.40739, 1.40739, 1.40739, 1.40739, 1.40739, 1.40739, 1.40739, 1.40739, 1.40739, 1.40739, 1.40739, 1.40739, 1.40739, 2.28878
10.7717, 1.77128, 2.34613, 1.40541, 1.94198, -0.574849, 1.40541, 0, 1.40541, 1.40541, 1.40541, 1.40541, 1.40541, 1.40541, 1.40541, 1.40541, 1.40541, 1.40541, 1.40541, 1.40541, 1.40541, 1.40541, 2.34613
10.7796, 4.87816, 2.40186, 1.4045, 2.62263, 2.4763, 1.4045, 0, 1.4045, 1.4045, 1.4045, 1.4045, 1.4045, 1.4045, 1.4045, 1.4045, 1.4045, 1.4045, 1.4045, 1.4045, 1.4045, 1.4045, 2.40186
10.7875, 2.11239, 2.45325, 1.40281, 2.0279, -0.340863, 1.40281, 0, 1.40281, 1.40281, 1.40281, 1.40281, 1.40281, 1.40281, 1.40281, 1.40281, 1.40281, 1.40281, 1.40281, 1.40281, 1.40281, 1.40281, 2.45325
10.7953, 2.87348, 2.49956, 1.40044, 2.2076, 0.37392, 1.40044, 0, 1.40044, 1.40044, 1.40044, 1.40044, 1.40044, 1.40044, 1.40044, 1.40044, 1.40044, 1.40044, 1.40044, 1.40045, 1.40044, 1.40044, 2.49956
10.8032, 2.1166, 2.54033, 1.39774, 2.02894, -0.42373, 1.39774, 0, 1.39774, 1.39774, 1.39774, 1.39774, 1.39774, 1.39774, 1.39774, 1.39774, 1.39774, 1.39774, 1.39774, 1.39774, 1.39774, 1.39774, 2.54033
10.8111, 1.12181, 2.57522, 1.39504, 1.76686, -1.45341, 1.39504, 0, 1.39504, 1.39504, 1.39504, 1.39504, 1.39504, 1.39504, 1.39504, 1.39504, 1.39504, 1.39504, 1.39504, 1.39504, 1.39504, 1.39504, 2.57522
10.8189, 1.99741, 2.60559, 1.39435, 1.99935, -0.608181, 1.39435, 0, 1.39435, 1.39435, 1.39435, 1.39435, 1.39435, 1.39435, 1.39435, 1.39435, 1.39435, 1.39435, 1.39435, 1.39435, 1.39435, 1.39435, 2.60559
10.8268, 3.86616, 2.62803, 1.39274, 2.42201, 1.23812, 1.39274, 0, 1.39274, 1.39274, 1.39274, 1.39274, 1.39274, 1.39274, 1.39274, 1.39274, 1.39274, 1.39274, 1.39274, 1.39274, 1.39274, 1.39274, 2.62803
10.8347, 3.86196, 2.64229, 1.39032, 2.42115, 1.21967, 1.39032, 0, 1.39032, 1.39032, 1.39032, 1.39032, 1.39032, 1.39032, 1.39032, 1.39032, 1.39032, 1.39032, 1.39032, 1.39032, 1.39032, 1.39032, 2.64228
10.8425, 3.12862, 2.64852, 1.38751, 2.26465, 0.480107, 1.38751, 0, 1.38751, 1.38751, 1.38751, 1.38751, 1.38751, 1.38751, 1.38751, 1.38751, 1.38751, 1.38751, 1.38751, 1.38751, 1.38751, 1.38751, 2.64852
10.8504, 2.85651, 2.64703, 1.3847, 2.20375, 0.209477, 1.3847, 0, 1.3847, 1.3847, 1.3847, 1.3847, 1.3847, 1.3847, 1.3847, 1.3847, 1.3847, 1.3847, 1.3847, 1.3847, 1.3847, 1.3847, 2.64703
10.8583, 4.85254, 2.63959, 1.38362, 2.61774, 2.21295, 1.38362, 0, 1.38362, 1.38362, 1.38362, 1.38362, 1.38362, 1.38362, 1.38362, 1.38362, 1.38362, 1.38362, 1.38362, 1.38362, 1.38362, 1.38362, 2.63959
10.8661, 4.27658, 2.62365, 1.38155, 2.50531, 1.65293, 1.38155, 0, 1.38155, 1.38155, 1.38155, 1.38155, 1.38155, 1.38155, 1.38155, 1.38155, 1.38155, 1.38155, 1.38155, 1.38155, 1.38155, 1.38155, 2.62365
10.874, 1.99504, 2.59965, 1.3786, 1.99876, -0.604608, 1.3786, 0, 1.3786, 1.3786, 1.3786, 1.3786, 1.3786, 1.3786, 1.3786, 1.3786, 1.3786, 1.3786, 1.3786, 1.3786, 1.3786, 1.3786, 2.59965
10.8819, 2.14339, 2.56844, 1.37522, 2.03553, -0.425055, 1.37522, 0, 1.37522, 1.37522, 1.37522, 1.37522, 1.37522, 1.37522, 1.37522, 1.37522, 1.37522, 1.37522, 1.37522, 1.37523, 1.37522, 1.37522, 2.56844
10.8897, 0.148061, 2.53099, 1.37185, 1.46563, -2.38293, 1.37185, 0, 1.37185, 1.37185, 1.37185, 1.37185, 1.37185, 1.37185, 1.37185, 1.37185, 1.37185, 1.37185, 1.37185, 1.37185, 1.37185, 1.37185, 2.53099
10.8976, 1.84709, 2.49042, 1.37099, 1.9614, -0.643328, 1.37099, 0, 1.37099, 1.37099, 1.37099, 1.37099, 1.37099, 1.37099, 1.37099, 1.37099, 1.37099, 1.37099, 1.37099, 1.37099, 1.37099, 1.37099, 2.49041
10.9054, 2.15291, 2.44377, 1.369, 2.03787, -0.290857, 1.369, 0, 1.369, 1.369, 1.369, 1.369, 1.369, 1.369, 1.369, 1.369, 1.369, 1.369, 1.369, 1.369, 1.369, 1.369, 2.44377
10.9133, 2, 2.39191, 1.36601, 2, -0.391911, 1.36601, 0, 1.36601, 1.36601, 1.36601, 1.36601, 1.36601, 1.36601, 1.36601, 1.36601, 1.36601, 1.36601, 1.36601, 1.36601, 1.36601, 1.36601, 2.39191
10.9212, 1, 2.3361, 1.36253, 1.73205, -1.3361, 1.36253, 0, 1.36253, 1.36253, 1.36253, 1.36253, 1.36253, 1.36253, 1.36253, 1.36253, 1.36253, 1.36253, 1.36253, 1.36253, 1.36253, 1.36253, 2.3361
10.929, 1.67485, 2.27765, 1.35906, 1.91699, -0.602804, 1.35906, 0, 1.35906, 1.35906, 1.35906, 1.35906, 1.35906, 1.35906, 1.35906, 1.35906, 1.35906, 1.35906, 1.35906, 1.35906, 1.35906, 1.35906, 2.27765
10.9369, 2.99504, 2.21971, 1.358, 2.23496, 0.775333, 1.358, 0, 1.358, 1.358, 1.358, 1.358, 1.358, 1.358, 1.358, 1.358, 1.358, 1.358, 1.358, 1.358, 1.358, 1.358, 2.21971
10.9448, 4.33011, 2.15943, 1.35572, 2.51597, 2.17069, 1.35572, 0, 1.35572, 1.35572, 1.35572, 1.35572, 1.35572, 1.35572, 1.35572, 1.35572, 1.35572, 1.35572, 1.35572, 1.35573, 1.35572, 1.35572, 2.15942
10.9526, 1.66047, 2.09766, 1.35238, 1.91324, -0.437189, 1.35238, 0, 1.35238, 1.35238, 1.35238, 1.35238, 1.35238, 1.35238, 1.35238, 1.35238, 1.35238, 1.35238, 1.35238, 1.35238, 1.35238, 1.35238, 2.09766
10.9605, 1.99504, 2.03563, 1.3485, 1.99876, -0.0405868, 1.3485, 0, 1.3485, 1.3485, 1.3485, 1.3485, 1.3485, 1.3485, 1.3485, 1.3485, 1.3485, 1.3485, 1.3485, 1.3485, 1.3485, 1.3485, 2.03563
10.9684, 3.16989, 1.9745, 1.34463, 2.27374, 1.19539, 1.34463, 0, 1.34463, 1.34463, 1.34463, 1.34463, 1.34463, 1.34463, 1.34463, 1.34463, 1.34463, 1.34463, 1.34463, 1.34463, 1.34463, 1.34463, 1.97449
10.9762, 1.82069, 1.91783, 1.34377, 1.95466, -0.0971346, 1.34377, 0, 1.34377, 1.34377, 1.34377, 1.34377, 1.34377, 1.34377, 1.34377, 1.34377, 1.34377, 1.34377, 1.34377, 1.34377, 1.34377, 1.34377, 1.91783
10.9841, 0.353903, 1.86174, 1.34157, 1.53424, -1.50784, 1.34157, 0, 1.34157, 1.34157, 1.34157, 1.34157, 1.34157, 1.34157, 1.34157, 1.34157, 1.34157, 1.34157, 1.34157, 1.34158, 1.34157, 1.34157, 1.86174
10.992, 0.818092, 1.80683, 1.3382, 1.67872, -0.988734, 1.3382, 0, 1.3382, 1.3382, 1.3382, 1.3382, 1.3382, 1.3382, 1.3382, 1.3382, 1.3382, 1.3382, 1.3382, 1.3382, 1.3382, 1.3382, 1.80682
10.9998, 2.18191, 1.75402, 1.33423, 2.04497, 0.427893, 1.33423, 0, 1.33423, 1.33423, 1.33423, 1.33423, 1.33423, 1.33423, 1.33423, 1.33423, 1.33423, 1.33423, 1.33423, 1.33423, 1.33423, 1.33423, 1.75401
11.0077, 4.62652, 1.70415, 1.33027, 2.5742, 2.92237, 1.33027, 0, 1.33027, 1.33027, 1.33027, 1.33027, 1.33027, 1.33027, 1.33027, 1.33027, 1.33027, 1.33027, 1.33027, 1.33028, 1.33027, 1.33027, 1.70415
11.0156, 2.18451, 1.66045, 1.32933, 2.04561, 0.52406, 1.32933, 0, 1.32933, 1.32933, 1.32933, 1.32933, 1.32933, 1.32933, 1.32933, 1.32933, 1.32933, 1.32933, 1.32933, 1.32933, 1.32933, 1.32933, 1.66045
11.0234, 3.99752, 1.61865, 1.327, 2.44898, 2.37887, 1.327, 0, 1.327, 1.327, 1.327, 1.327, 1.327, 1.327, 1.327, 1.327, 1.327, 1.327, 1.327, 1.32701, 1.327, 1.327, 1.61865
11.0313, 0.997422, 1.57899, 1.32346, 1.73131, -0.581566, 1.32346, 0, 1.32346, 1.32346, 1.32346, 1.32346, 1.32346, 1.32346, 1.32346, 1.32346, 1.32346, 1.32346, 1.32346, 1.32346, 1.32346, 1.32346, 1.57899
11.0392, 0.997746, 1.54207, 1.3193, 1.7314, -0.544325, 1.3193, 0, 1.3193, 1.3193, 1.3193, 1.3193, 1.3193, 1.3193, 1.3193, 1.3193, 1.3193, 1.3193, 1.3193, 1.3193, 1.3193, 1.3193, 1.54207
11.047, 0.997522, 1.5085, 1.31516, 1.73134, -0.51098, 1.31516, 0, 1.31516, 1.31516, 1.31516, 1.31516, 1.31516, 1.31516, 1.31516, 1.31516, 1.31516, 1.31516, 1.31516, 1.31516, 1.31516, 1.31516, 1.5085
11.0549, 1.19876, 1.48148, 1.31428, 1.78851, -0.282721, 1.31428, 0, 1.31428, 1.31428, 1.31428, 1.31428, 1.31428, 1.31428, 1.31428, 1.31428, 1.31428, 1.31428, 1.31428, 1.31429, 1.31428, 1.31428, 1.48148
11.0628, 1.79653, 1.45623, 1.31201, 1.94847, 0.3403, 1.31201, 0, 1.31201, 1.31201, 1.31201, 1.31201, 1.31201, 1.31201, 1.31201, 1.31201, 1.31201, 1.31201, 1.31201, 1.31201, 1.31201, 1.31201, 1.45623
11.0706, 0.997522, 1.43276, 1.30847, 1.73134, -0.435242, 1.30847, 0, 1.30847, 1.30847, 1.30847, 1.30847, 1.30847, 1.30847, 1.30847, 1.30847, 1.30847, 1.30847, 1.30847, 1.30847, 1.30847, 1.30847, 1.43276
11.0785, 1.99752, 1.41159, 1.30429, 1.99938, 0.585927, 1.30429, 0, 1.30429, 1.30429, 1.30429, 1.30429, 1.30429, 1.30429, 1.30429, 1.30429, 1.30429, 1.30429, 1.30429, 1.30429, 1.30429, 1.30429, 1.41159
11.0863, 2.20843, 1.39322, 1.30012, 2.05145, 0.815211, 1.30012, 0, 1.30012, 1.30012, 1.30012, 1.30012, 1.30012, 1.30012, 1.30012, 1.30012, 1.30012, 1.30012, 1.30012, 1.30013, 1.30012, 1.30012, 1.39321
11.0942, 1.78677, 1.38075, 1.29923, 1.94596, 0.406018, 1.29923, 0, 1.29923, 1.29923, 1.29923, 1.29923, 1.29923, 1.29923, 1.29923, 1.29923, 1.29923, 1.29923, 1.29923, 1.29923, 1.29923, 1.29923, 1.38075
11.1021, 1.21323, 1.36943, 1.29697, 1.79255, -0.156199, 1.29697, 0, 1.29697, 1.29697, 1.29697, 1.29697, 1.29697, 1.29697, 1.29697, 1.29697, 1.29697, 1.29697, 1.29697, 1.29697, 1.29697, 1.29697, 1.36943
11.1099, 2.78203, 1.35924, 1.29345, 2.18679, 1.4228, 1.29345, 0, 1.29345, 1.29345, 1.29345, 1.29345, 1.29345, 1.29345, 1.29345, 1.29345, 1.29345, 1.29345, 1.29345, 1.29345, 1.29345, 1.29345, 1.35924
11.1178, 0.997522, 1.35068, 1.28931, 1.73134, -0.353161, 1.28931, 0, 1.28931, 1.28931, 1.28931, 1.28931, 1.28931, 1.28931, 1.28931, 1.28931, 1.28931, 1.28931, 1.28931, 1.28931, 1.28931, 1.28931, 1.35068
11.1257, 0.997646, 1.3443, 1.28518, 1.73137, -0.34665, 1.28518, 0, 1.28518, 1.28518, 1.28518, 1.28518, 1.28518, 1.28518, 1.28518, 1.28518, 1.28518, 1.28518, 1.28518, 1.28518, 1.28518, 1.28518, 1.34429
11.1335, 0.997646, 1.34317, 1.28424, 1.73137, -0.345523, 1.28424, 0, 1.28424, 1.28424, 1.28424, 1.28424, 1.28424, 1.28424, 1.28424, 1.28424, 1.28424, 1.28424, 1.28424, 1.28424, 1.28424, 1.28424, 1.34317
11.1414, 0.997426, 1.34272, 1.28198, 1.73131, -0.345298, 1.28198, 0, 1.28198, 1.28198, 1.28198, 1.28198, 1.28198, 1.28198, 1.28198, 1.28198, 1.28198, 1.28198, 1.28198, 1.28198, 1.28198, 1.28198, 1.34272
11.1493, 1.22773, 1.34298, 1.2785, 1.79659, -0.115248, 1.2785, 0, 1.2785, 1.2785, 1.2785, 1.2785, 1.2785, 1.2785, 1.2785, 1.2785, 1.2785, 1.2785, 1.2785, 1.2785, 1.2785, 1.2785, 1.34298
11.1571, 0, 1.34449, 1.27441, 1.41421, -1.34449, 1.27441, 0, 1.27441, 1.27441, 1.27441, 1.27441, 1.27441, 1.27441, 1.27441, 1.27441, 1.27441, 1.27441, 1.27441, 1.27441, 1.27441, 1.27441, 1.34449
11.165, 2.53011, 1.34782, 1.27032, 2.12841, 1.18229, 1.27032, 0, 1.27032, 1.27032, 1.27032, 1.27032, 1.27032, 1.27032, 1.27032, 1.27032, 1.27032, 1.27032, 1.27032, 1.27032, 1.27032, 1.27032, 1.34782
