   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_212.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Mn_K, Cr_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.00261198, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00525419, 0, 2.32589e-17, 0, 1.41421, -2.32589e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.97435e-20, 0, 0, 2.81504e-22, 0, 0, 2.32089e-17, 0, 0, 0
0.0131204, 0, 4.43204e-17, 0, 1.41421, -4.43204e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.47874e-20, 0, 0, 5.44646e-22, 0, 0, 4.42251e-17, 0, 0, 0
0.0209865, 0, 8.37205e-17, 0, 1.41421, -8.37205e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.79052e-19, 0, 0, 1.04481e-21, 0, 0, 8.35404e-17, 0, 0, 0
0.0288527, 0, 1.56808e-16, 0, 1.41421, -1.56808e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.35363e-19, 0, 0, 1.98771e-21, 0, 0, 1.56471e-16, 0, 0, 0
0.0367189, 0, 2.91274e-16, 0, 1.41421, -2.91274e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.22944e-19, 0, 0, 3.75104e-21, 0, 0, 2.90648e-16, 0, 0, 0
0.044585, 0, 5.36673e-16, 0, 1.41421, -5.36673e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.14777e-18, 0, 0, 7.02287e-21, 0, 0, 5.35518e-16, 0, 0, 0
0.0524512, 0, 9.80992e-16, 0, 1.41421, -9.80992e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.09803e-18, 0, 0, 1.30472e-20, 0, 0, 9.78881e-16, 0, 0, 0
0.0603174, 0, 1.77924e-15, 0, 1.41421, -1.77924e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.80522e-18, 0, 0, 2.40565e-20, 0, 0, 1.77541e-15, 0, 0, 0
0.0681836, 0, 3.20239e-15, 0, 1.41421, -3.20239e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.8489e-18, 0, 0, 4.4027e-20, 0, 0, 3.1955e-15, 0, 0, 0
0.0760497, 0, 5.72063e-15, 0, 1.41421, -5.72063e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.22346e-17, 0, 0, 7.99906e-20, 0, 0, 5.70831e-15, 0, 0, 0
0.0839159, 0, 1.01436e-14, 0, 1.41421, -1.01436e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.16939e-17, 0, 0, 1.44293e-19, 0, 0, 1.01218e-14, 0, 0, 0
0.0917821, 0, 1.78553e-14, 0, 1.41421, -1.78553e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.81867e-17, 0, 0, 2.58458e-19, 0, 0, 1.78168e-14, 0, 0, 0
0.0996482, 0, 3.1204e-14, 0, 1.41421, -3.1204e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.67352e-17, 0, 0, 4.59746e-19, 0, 0, 3.11368e-14, 0, 0, 0
0.107514, 0, 5.41453e-14, 0, 1.41421, -5.41453e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.15799e-16, 0, 0, 8.12219e-19, 0, 0, 5.40287e-14, 0, 0, 0
0.115381, 0, 9.32949e-14, 0, 1.41421, -9.32949e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.99527e-16, 0, 0, 1.42527e-18, 0, 0, 9.30939e-14, 0, 0, 0
0.123247, 0, 1.59637e-13, 0, 1.41421, -1.59637e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.41412e-16, 0, 0, 2.48446e-18, 0, 0, 1.59294e-13, 0, 0, 0
0.131113, 0, 2.71283e-13, 0, 1.41421, -2.71283e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.80186e-16, 0, 0, 4.30248e-18, 0, 0, 2.70698e-13, 0, 0, 0
0.138979, 0, 4.57879e-13, 0, 1.41421, -4.57879e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.79258e-16, 0, 0, 7.40286e-18, 0, 0, 4.56892e-13, 0, 0, 0
0.146845, 0, 7.67618e-13, 0, 1.41421, -7.67618e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.6417e-15, 0, 0, 1.26564e-17, 0, 0, 7.65963e-13, 0, 0, 0
0.154711, 0, 1.2783e-12, 0, 1.41421, -1.2783e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.73391e-15, 0, 0, 2.15025e-17, 0, 0, 1.27554e-12, 0, 0, 0
0.162578, 0, 2.11464e-12, 0, 1.41421, -2.11464e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.52266e-15, 0, 0, 3.63056e-17, 0, 0, 2.11008e-12, 0, 0, 0
0.170444, 0, 3.47519e-12, 0, 1.41421, -3.47519e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.43264e-15, 0, 0, 6.09258e-17, 0, 0, 3.4677e-12, 0, 0, 0
