   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_311.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.00951109, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00165395, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00620319, 0, 2.70992e-15, 0, 1.41421, -2.70992e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.39163e-17, 0, 0, 2.11658e-17, 0, 2.62176e-18, 0, 2.66221e-15, 0, 0
0.0140603, 0, 4.31284e-15, 0, 1.41421, -4.31284e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.80563e-17, 0, 0, 3.42911e-17, 0, 4.29661e-18, 0, 4.23619e-15, 0, 0
0.0219175, 0, 6.83e-15, 0, 1.41421, -6.83e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.0257e-17, 0, 0, 5.52913e-17, 0, 7.01038e-18, 0, 6.70745e-15, 0, 0
0.0297746, 0, 1.07634e-14, 0, 1.41421, -1.07634e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.49422e-17, 0, 0, 8.87344e-17, 0, 1.13885e-17, 0, 1.05684e-14, 0, 0
0.0376317, 0, 1.688e-14, 0, 1.41421, -1.688e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.48867e-16, 0, 0, 1.41747e-16, 0, 1.84212e-17, 0, 1.65709e-14, 0, 0
0.0454889, 0, 2.6345e-14, 0, 1.41421, -2.6345e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.32296e-16, 0, 0, 2.25394e-16, 0, 2.96699e-17, 0, 2.58576e-14, 0, 0
0.053346, 0, 4.09212e-14, 0, 1.41421, -4.09212e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.60749e-16, 0, 0, 3.56787e-16, 0, 4.75863e-17, 0, 4.0156e-14, 0, 0
0.0612032, 0, 6.32609e-14, 0, 1.41421, -6.32609e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.57576e-16, 0, 0, 5.62253e-16, 0, 7.60026e-17, 0, 6.20651e-14, 0, 0
