   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_531.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Zn_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.217471, 0, 1.40046e-09, 7.68472e-42, 1.41421, -1.40046e-09, 0, 7.68472e-42, 7.68472e-42, 7.68472e-42, 7.68472e-42, 7.68472e-42, 7.68472e-42, 7.68472e-42, 7.68472e-42, 7.68472e-42, 7.68472e-42, 7.68472e-42, 7.68472e-42, 1.05899e-11, 7.68472e-42, 2.27954e-10, 7.68472e-42, 1.16192e-09, 7.68472e-42, 7.68472e-42, 7.68472e-42
0.225344, 0, 1.92969e-09, 1.02335e-40, 1.41421, -1.92969e-09, 0, 1.02335e-40, 1.02335e-40, 1.02335e-40, 1.02335e-40, 1.02335e-40, 1.02335e-40, 1.02335e-40, 1.02335e-40, 1.02335e-40, 1.02335e-40, 1.02335e-40, 1.02335e-40, 1.5259e-11, 1.02335e-40, 3.28081e-10, 1.02335e-40, 1.58635e-09, 1.02335e-40, 1.02335e-40, 1.02335e-40
0.233217, 0, 2.65043e-09, 1.22198e-39, 1.41421, -2.65043e-09, 0, 1.22198e-39, 1.22198e-39, 1.22198e-39, 1.22198e-39, 1.22198e-39, 1.22198e-39, 1.22198e-39, 1.22198e-39, 1.22198e-39, 1.22198e-39, 1.22198e-39, 1.22198e-39, 2.19814e-11, 1.22198e-39, 4.71044e-10, 1.22198e-39, 2.15741e-09, 1.22198e-39, 1.22198e-39, 1.22198e-39
0.241091, 0, 3.62909e-09, 1.31441e-38, 1.41421, -3.62909e-09, 0, 1.31441e-38, 1.31441e-38, 1.31441e-38, 1.31441e-38, 1.31441e-38, 1.31441e-38, 1.31441e-38, 1.31441e-38, 1.31441e-38, 1.31441e-38, 1.31441e-38, 1.31441e-38, 3.16637e-11, 1.31441e-38, 6.74724e-10, 1.31441e-38, 2.9227e-09, 1.31441e-38, 1.31441e-38, 1.31441e-38
0.248964, 0, 4.95414e-09, 1.27876e-37, 1.41421, -4.95414e-09, 0, 1.27876e-37, 1.27876e-37, 1.27876e-37, 1.27876e-37, 1.27876e-37, 1.27876e-37, 1.27876e-37, 1.27876e-37, 1.27876e-37, 1.27876e-37, 1.27876e-37, 1.27876e-37, 4.56162e-11, 1.27876e-37, 9.64299e-10, 1.27876e-37, 3.94422e-09, 1.27876e-37, 1.27876e-37, 1.27876e-37
0.256837, 0, 6.74324e-09, 1.13101e-36, 1.41421, -6.74324e-09, 0, 1.13101e-36, 1.13101e-36, 1.13101e-36, 1.13101e-36, 1.13101e-36, 1.13101e-36, 1.13101e-36, 1.13101e-36, 1.13101e-36, 1.13101e-36, 1.13101e-36, 1.13101e-36, 6.57331e-11, 1.13101e-36, 1.37516e-09, 1.13101e-36, 5.30235e-09, 1.13101e-36, 1.13101e-36, 1.13101e-36
0.26471, 0, 9.1526e-09, 9.14147e-36, 1.41421, -9.1526e-09, 0, 9.14147e-36, 9.14147e-36, 9.14147e-36, 9.14147e-36, 9.14147e-36, 9.14147e-36, 9.14147e-36, 9.14147e-36, 9.14147e-36, 9.14147e-36, 9.14147e-36, 9.14147e-36, 9.47547e-11, 9.14147e-36, 1.95697e-09, 9.14147e-36, 7.10087e-09, 9.14147e-36, 9.14147e-36, 9.14147e-36
0.272583, 0, 1.23892e-08, 6.78641e-35, 1.41421, -1.23892e-08, 0, 6.78641e-35, 6.78641e-35, 6.78641e-35, 6.78641e-35, 6.78641e-35, 6.78641e-35, 6.78641e-35, 6.78641e-35, 6.78641e-35, 6.78641e-35, 6.78641e-35, 6.78641e-35, 1.36644e-10, 6.78641e-35, 2.7793e-09, 6.78641e-35, 9.47323e-09, 6.78641e-35, 6.78641e-35, 6.78641e-35
0.280456, 0, 1.67268e-08, 4.5879e-34, 1.41421, -1.67268e-08, 0, 4.5879e-34, 4.5879e-34, 4.5879e-34, 4.5879e-34, 4.5879e-34, 4.5879e-34, 4.5879e-34, 4.5879e-34, 4.5879e-34, 4.5879e-34, 4.5879e-34, 4.5879e-34, 1.97131e-10, 4.5879e-34, 3.93943e-09, 4.5879e-34, 1.25902e-08, 4.5879e-34, 4.5879e-34, 4.5879e-34
0.288329, 0, 2.25274e-08, 3.07409e-33, 1.41421, -2.25274e-08, 0, 3.07409e-33, 3.07409e-33, 3.07409e-33, 3.07409e-33, 3.07409e-33, 3.07409e-33, 3.07409e-33, 3.07409e-33, 3.07409e-33, 3.07409e-33, 3.07409e-33, 3.07409e-33, 2.84498e-10, 3.07409e-33, 5.57318e-09, 3.07409e-33, 1.66697e-08, 3.07409e-33, 3.07409e-33, 3.07409e-33
0.296202, 0, 3.02686e-08, 1.8799e-32, 1.41421, -3.02686e-08, 0, 1.8799e-32, 1.8799e-32, 1.8799e-32, 1.8799e-32, 1.8799e-32, 1.8799e-32, 1.8799e-32, 1.8799e-32, 1.8799e-32, 1.8799e-32, 1.8799e-32, 1.8799e-32, 4.10701e-10, 1.8799e-32, 7.86975e-09, 1.8799e-32, 2.19881e-08, 1.8799e-32, 1.8799e-32, 1.8799e-32
0.304076, 0, 4.05802e-08, 1.07787e-31, 1.41421, -4.05802e-08, 0, 1.07787e-31, 1.07787e-31, 1.07787e-31, 1.07787e-31, 1.07787e-31, 1.07787e-31, 1.07787e-31, 1.07787e-31, 1.07787e-31, 1.07787e-31, 1.07787e-31, 1.07787e-31, 5.92978e-10, 1.07787e-31, 1.10922e-08, 1.07787e-31, 2.8895e-08, 1.07787e-31, 1.07787e-31, 1.07787e-31
0.311949, 0, 5.4292e-08, 5.93276e-31, 1.41421, -5.4292e-08, 0, 5.93276e-31, 5.93276e-31, 5.93276e-31, 5.93276e-31, 5.93276e-31, 5.93276e-31, 5.93276e-31, 5.93276e-31, 5.93276e-31, 5.93276e-31, 5.93276e-31, 5.93276e-31, 8.56139e-10, 5.93276e-31, 1.56057e-08, 5.93276e-31, 3.78302e-08, 5.93276e-31, 5.93276e-31, 5.93276e-31
0.319822, 0, 7.24965e-08, 3.07704e-30, 1.41421, -7.24965e-08, 0, 3.07704e-30, 3.07704e-30, 3.07704e-30, 3.07704e-30, 3.07704e-30, 3.07704e-30, 3.07704e-30, 3.07704e-30, 3.07704e-30, 3.07704e-30, 3.07704e-30, 3.07704e-30, 1.23582e-09, 3.07704e-30, 2.19154e-08, 3.07704e-30, 4.93453e-08, 3.07704e-30, 3.07704e-30, 3.07704e-30
0.327695, 0, 9.66314e-08, 1.49892e-29, 1.41421, -9.66314e-08, 0, 1.49892e-29, 1.49892e-29, 1.49892e-29, 1.49892e-29, 1.49892e-29, 1.49892e-29, 1.49892e-29, 1.49892e-29, 1.49892e-29, 1.49892e-29, 1.49892e-29, 1.49892e-29, 1.78308e-09, 1.49892e-29, 3.07193e-08, 1.49892e-29, 6.4129e-08, 1.49892e-29, 1.49892e-29, 1.49892e-29
0.335568, 0, 1.28587e-07, 6.90033e-29, 1.41421, -1.28587e-07, 0, 6.90033e-29, 6.90033e-29, 6.90033e-29, 6.90033e-29, 6.90033e-29, 6.90033e-29, 6.90033e-29, 6.90033e-29, 6.90033e-29, 6.90033e-29, 6.90033e-29, 6.90033e-29, 2.57089e-09, 6.90033e-29, 4.29785e-08, 6.90033e-29, 8.30374e-08, 6.90033e-29, 6.90033e-29, 6.90033e-29
0.343441, 0, 1.70847e-07, 3.02642e-28, 1.41421, -1.70847e-07, 0, 3.02642e-28, 3.02642e-28, 3.02642e-28, 3.02642e-28, 3.02642e-28, 3.02642e-28, 3.02642e-28, 3.02642e-28, 3.02642e-28, 3.02642e-28, 3.02642e-28, 3.02642e-28, 3.70319e-09, 3.02642e-28, 6.00128e-08, 3.02642e-28, 1.07131e-07, 3.02642e-28, 3.02642e-28, 3.02642e-28
0.351314, 0, 2.26673e-07, 1.26101e-27, 1.41421, -2.26673e-07, 0, 1.26101e-27, 1.26101e-27, 1.26101e-27, 1.26101e-27, 1.26101e-27, 1.26101e-27, 1.26101e-27, 1.26101e-27, 1.26101e-27, 1.26101e-27, 1.26101e-27, 1.26101e-27, 5.32756e-09, 1.26101e-27, 8.36292e-08, 1.26101e-27, 1.37717e-07, 1.26101e-27, 1.26101e-27, 1.26101e-27
0.359188, 0, 3.00346e-07, 4.99378e-27, 1.41421, -3.00346e-07, 0, 4.99378e-27, 4.99378e-27, 4.99378e-27, 4.99378e-27, 4.99378e-27, 4.99378e-27, 4.99378e-27, 4.99378e-27, 4.99378e-27, 4.99378e-27, 4.99378e-27, 4.99378e-27, 7.6528e-09, 4.99378e-27, 1.16293e-07, 4.99378e-27, 1.76401e-07, 4.99378e-27, 4.99378e-27, 4.99378e-27
0.367061, 0, 3.97477e-07, 1.88332e-26, 1.41421, -3.97477e-07, 0, 1.88332e-26, 1.88332e-26, 1.88332e-26, 1.88332e-26, 1.88332e-26, 1.88332e-26, 1.88332e-26, 1.88332e-26, 1.88332e-26, 1.88332e-26, 1.88332e-26, 1.88332e-26, 1.09732e-08, 1.88332e-26, 1.61356e-07, 1.88332e-26, 2.25148e-07, 1.88332e-26, 1.88332e-26, 1.88332e-26
0.374934, 0, 5.25413e-07, 6.77865e-26, 1.41421, -5.25413e-07, 0, 6.77865e-26, 6.77865e-26, 6.77865e-26, 6.77865e-26, 6.77865e-26, 6.77865e-26, 2.80533e-13, 6.77865e-26, 6.77865e-26, 6.77865e-26, 6.77865e-26, 6.77865e-26, 1.57018e-08, 6.77865e-26, 2.23358e-07, 6.77865e-26, 2.86353e-07, 6.77865e-26, 6.77865e-26, 6.77865e-26
0.382807, 0, 6.9376e-07, 2.33409e-25, 1.41421, -6.9376e-07, 0, 2.33409e-25, 2.33409e-25, 2.33409e-25, 2.33409e-25, 2.33409e-25, 2.33409e-25, 8.1338e-13, 2.33409e-25, 2.33409e-25, 2.33409e-25, 2.33409e-25, 2.33409e-25, 2.2416e-08, 2.33409e-25, 3.08422e-07, 2.33409e-25, 3.62921e-07, 2.33409e-25, 2.33409e-25, 2.33409e-25
0.39068, 0, 9.15922e-07, 7.81263e-25, 1.41421, -9.15922e-07, 0, 4.0207e-12, 6.50945e-12, 6.64256e-11, 6.19406e-13, 9.1362e-11, 3.13397e-10, 1.41607e-11, 5.09627e-11, 1.82336e-11, 2.28056e-10, 3.23734e-12, 1.88295e-13, 3.19193e-08, 8.69542e-14, 4.24772e-07, 6.83675e-16, 4.58413e-07, 7.81263e-25, 7.81263e-25, 2.05124e-11
0.398553, 0, 1.20826e-06, 1.11285e-10, 1.41421, -1.20826e-06, 1.11285e-10, 1.22905e-10, 1.30097e-10, 3.03254e-10, 1.13075e-10, 3.75319e-10, 1.01699e-09, 1.50628e-10, 2.58566e-10, 1.6398e-10, 7.70361e-10, 1.20641e-10, 1.11829e-10, 4.54382e-08, 1.12415e-10, 5.83517e-07, 1.11287e-10, 5.77163e-07, 1.11285e-10, 1.11285e-10, 1.70566e-10
0.406426, 0, 1.59265e-06, 3.17747e-10, 1.41421, -1.59265e-06, 3.17747e-10, 3.43543e-10, 3.59511e-10, 7.43928e-10, 3.21721e-10, 9.03918e-10, 2.32848e-09, 4.03987e-10, 6.4472e-10, 4.34732e-10, 1.78094e-09, 3.38517e-10, 3.18955e-10, 6.44924e-08, 3.21542e-10, 7.99272e-07, 3.17751e-10, 7.24275e-07, 3.17747e-10, 3.17747e-10, 4.49352e-10
0.414299, 0, 2.09797e-06, 6.97914e-10, 1.41421, -2.09797e-06, 6.97914e-10, 7.49828e-10, 7.81961e-10, 1.55557e-09, 7.05912e-10, 1.87754e-09, 4.74435e-09, 8.70406e-10, 1.35592e-09, 9.33338e-10, 3.64246e-09, 7.39713e-10, 7.00346e-10, 9.12693e-08, 7.07186e-10, 1.09149e-06, 6.97923e-10, 9.06053e-07, 6.97914e-10, 6.97914e-10, 9.62761e-10
0.422173, 0, 2.76208e-06, 1.39183e-09, 1.41421, -2.76208e-06, 1.39183e-09, 1.49126e-09, 1.55281e-09, 3.03453e-09, 1.40715e-09, 3.65121e-09, 9.14212e-09, 1.72099e-09, 2.65214e-09, 1.84274e-09, 7.03164e-09, 1.47189e-09, 1.39649e-09, 1.2879e-07, 1.41176e-09, 1.48589e-06, 1.39185e-09, 1.12996e-06, 1.39183e-09, 1.39183e-09, 1.8991e-09
0.430046, 0, 3.6351e-06, 2.64784e-09, 1.41421, -3.6351e-06, 2.64784e-09, 2.83267e-09, 2.94708e-09, 5.70139e-09, 2.67632e-09, 6.8477e-09, 1.70545e-08, 3.25781e-09, 4.99057e-09, 3.48603e-09, 1.31314e-08, 2.79666e-09, 2.6565e-09, 1.81222e-07, 2.68787e-09, 2.01651e-06, 2.64787e-09, 1.40507e-06, 2.64784e-09, 2.64784e-09, 3.59078e-09
0.437919, 0, 4.78449e-06, 4.89822e-09, 1.41421, -4.78449e-06, 4.89822e-09, 5.23465e-09, 5.44289e-09, 1.04563e-08, 4.95005e-09, 1.25428e-08, 3.11211e-08, 6.21312e-09, 9.16244e-09, 6.42388e-09, 2.39804e-08, 5.1691e-09, 4.91398e-09, 2.54302e-07, 4.97523e-09, 2.72894e-06, 4.89828e-09, 1.74242e-06, 4.89822e-09, 4.89822e-09, 6.61456e-09
0.445792, 0, 6.29524e-06, 8.88345e-09, 1.41421, -6.29524e-06, 8.88345e-09, 9.48571e-09, 9.8585e-09, 1.88333e-08, 8.97623e-09, 2.25685e-08, 5.58271e-08, 1.1463e-08, 1.65171e-08, 1.16146e-08, 4.30439e-08, 9.36837e-09, 8.91165e-09, 3.55917e-07, 9.02729e-09, 3.67855e-06, 8.88355e-09, 2.15546e-06, 8.88345e-09, 8.88345e-09, 1.1956e-08
0.453665, 0, 8.28718e-06, 1.5858e-08, 1.41421, -8.28718e-06, 1.5858e-08, 1.69208e-08, 1.75786e-08, 3.34156e-08, 1.60218e-08, 4.00068e-08, 9.8695e-08, 2.32545e-08, 2.93285e-08, 2.06775e-08, 7.61377e-08, 1.67137e-08, 1.59078e-08, 4.96908e-07, 1.61208e-08, 4.94115e-06, 1.58582e-08, 2.66079e-06, 1.5858e-08, 1.5858e-08, 2.12799e-08
0.461538, 0, 1.09158e-05, 2.79175e-08, 1.41421, -1.09158e-05, 2.79175e-08, 2.97682e-08, 3.09138e-08, 5.84934e-08, 2.82026e-08, 6.99717e-08, 1.72175e-07, 4.41298e-08, 5.13758e-08, 3.63104e-08, 1.32892e-07, 2.94076e-08, 2.80041e-08, 6.92384e-07, 2.83891e-08, 6.61356e-06, 2.79178e-08, 3.27916e-06, 2.79175e-08, 2.79175e-08, 3.73594e-08
0.469411, 0, 1.43918e-05, 4.85161e-08, 1.41421, -1.43918e-05, 4.85161e-08, 5.16989e-08, 5.3669e-08, 1.01099e-07, 4.90064e-08, 1.20838e-07, 2.96602e-07, 8.06422e-08, 8.88583e-08, 6.29499e-08, 2.29046e-07, 5.10788e-08, 4.86652e-08, 9.62615e-07, 4.93495e-08, 8.82039e-06, 4.85167e-08, 4.03684e-06, 4.85161e-08, 4.85161e-08, 6.47538e-08
0.477284, 0, 1.9001e-05, 8.32729e-08, 1.41421, -1.9001e-05, 8.32729e-08, 8.86802e-08, 9.20271e-08, 1.72605e-07, 8.41059e-08, 2.0614e-07, 5.04743e-07, 1.43672e-07, 1.5181e-07, 1.07794e-07, 3.89972e-07, 8.76267e-08, 8.35262e-08, 1.33575e-06, 8.47253e-08, 1.17216e-05, 8.32739e-08, 4.9677e-06, 8.32729e-08, 8.32729e-08, 1.10859e-07
0.485158, 0, 2.5131e-05, 1.41206e-07, 1.41421, -2.5131e-05, 1.41206e-07, 1.50283e-07, 1.55901e-07, 2.91164e-07, 1.42605e-07, 3.47458e-07, 8.48707e-07, 2.4889e-07, 2.56256e-07, 1.82369e-07, 6.56048e-07, 1.48515e-07, 1.41631e-07, 1.85058e-06, 1.43705e-07, 1.55222e-05, 1.41208e-07, 6.11638e-06, 1.41206e-07, 1.41206e-07, 1.87513e-07
0.493031, 0, 3.33174e-05, 2.36592e-07, 1.41421, -3.33174e-05, 2.36592e-07, 2.51649e-07, 2.60969e-07, 4.85349e-07, 2.38911e-07, 5.78733e-07, 1.41023e-06, 4.26577e-07, 4.27442e-07, 3.04875e-07, 1.09064e-06, 2.48715e-07, 2.37297e-07, 2.5604e-06, 2.40838e-07, 2.04842e-05, 2.36594e-07, 7.54263e-06, 2.36592e-07, 2.36592e-07, 3.13409e-07
0.500904, 0, 4.42974e-05, 3.91734e-07, 1.41421, -4.42974e-05, 3.91734e-07, 4.16419e-07, 4.31699e-07, 7.99557e-07, 3.95537e-07, 9.52655e-07, 2.31585e-06, 7.23416e-07, 7.04622e-07, 5.0368e-07, 1.79189e-06, 4.1161e-07, 3.9289e-07, 3.53862e-06, 3.98865e-07, 2.69421e-05, 3.91738e-07, 9.32811e-06, 3.91734e-07, 3.91734e-07, 5.17671e-07
0.508777, 0, 5.90931e-05, 6.40988e-07, 1.41421, -5.90931e-05, 6.40988e-07, 6.80986e-07, 7.05745e-07, 1.3018e-06, 6.4715e-07, 1.54987e-06, 3.75871e-06, 1.21396e-06, 1.14797e-06, 8.22378e-07, 2.90972e-06, 6.73193e-07, 6.42861e-07, 4.88621e-06, 6.52825e-07, 3.53229e-05, 6.40995e-07, 1.15875e-05, 6.40988e-07, 6.40988e-07, 8.45048e-07
0.51665, 0, 7.91198e-05, 1.03656e-06, 1.41421, -7.91198e-05, 1.03656e-06, 1.10062e-06, 1.14027e-06, 2.09488e-06, 1.04643e-06, 2.49217e-06, 6.02971e-06, 2.01589e-06, 1.84852e-06, 1.32707e-06, 4.67003e-06, 1.08814e-06, 1.03956e-06, 6.742e-06, 1.05599e-06, 4.6172e-05, 1.03657e-06, 1.44782e-05, 1.03656e-06, 1.03656e-06, 1.36337e-06
0.524523, 0, 0.000106343, 1.6567e-06, 1.41421, -0.000106343, 1.6567e-06, 1.75811e-06, 1.82088e-06, 3.33204e-06, 1.67232e-06, 3.96097e-06, 9.56097e-06, 3.31279e-06, 2.94205e-06, 2.11658e-06, 7.40856e-06, 1.73835e-06, 1.66145e-06, 9.29657e-06, 1.68822e-06, 6.01857e-05, 1.65672e-06, 1.8221e-05, 1.6567e-06, 1.6567e-06, 2.17405e-06
0.532396, 0, 0.000143493, 2.61705e-06, 1.41421, -0.000143493, 2.61705e-06, 2.77573e-06, 2.87395e-06, 5.23858e-06, 2.64149e-06, 6.22272e-06, 1.49855e-05, 5.38765e-06, 4.62833e-06, 3.33665e-06, 1.16174e-05, 2.74481e-06, 2.62448e-06, 1.28109e-05, 2.66761e-06, 7.82551e-05, 2.61707e-06, 2.31283e-05, 2.61705e-06, 2.61705e-06, 3.42658e-06
0.54027, 0, 0.000194345, 4.08608e-06, 1.41421, -0.000194345, 4.08608e-06, 4.33153e-06, 4.48345e-06, 8.14106e-06, 4.12389e-06, 9.66331e-06, 2.32175e-05, 8.67138e-06, 7.19712e-06, 5.19916e-06, 1.80078e-05, 4.2837e-06, 4.09758e-06, 1.76409e-05, 4.16631e-06, 0.000101521, 4.08612e-06, 2.96389e-05, 4.08608e-06, 4.08608e-06, 5.33827e-06
0.548143, 0, 0.000264108, 6.30588e-06, 1.41421, -0.000264108, 6.30588e-06, 6.68118e-06, 6.91349e-06, 1.25062e-05, 6.36369e-06, 1.48339e-05, 3.55592e-05, 1.38125e-05, 1.10629e-05, 8.00785e-06, 2.75933e-05, 6.60804e-06, 6.32346e-06, 2.42703e-05, 6.43176e-06, 0.000131445, 6.30594e-06, 3.83691e-05, 6.30588e-06, 6.30588e-06, 8.22062e-06
