   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_834.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup
15.381, 0, 0.0701376, 0.0367504, 1.41421, -0.0701376, 0.0367504, 0, 0.0367504, 0.0367504, 0.0367504, 0.0367504, 0.0367504, 0.0367504, 0.0367504, 0.0367504, 0.0367504, 0.0367504, 0.0367504, 0.0367504, 0.0367504, 0.036751, 0.0367504, 0.0367504, 0.0701371
15.3889, 0.470508, 0.0673042, 0.035193, 1.57178, 0.403204, 0.035193, 0, 0.035193, 0.035193, 0.035193, 0.035193, 0.035193, 0.035193, 0.035193, 0.035193, 0.035193, 0.035193, 0.035193, 0.035193, 0.035193, 0.0351936, 0.035193, 0.035193, 0.0673037
15.3968, 0.529492, 0.0645198, 0.0338093, 1.59044, 0.464972, 0.0338093, 0, 0.0338093, 0.0338093, 0.0338093, 0.0338093, 0.0338093, 0.0338093, 0.0338093, 0.0338093, 0.0338093, 0.0338093, 0.0338093, 0.0338093, 0.0338093, 0.0338098, 0.0338093, 0.0338093, 0.0645192
15.4046, 0, 0.0615995, 0.0323893, 1.41421, -0.0615995, 0.0323893, 0, 0.0323893, 0.0323893, 0.0323893, 0.0323893, 0.0323893, 0.0323893, 0.0323893, 0.0323893, 0.0323893, 0.0323893, 0.0323893, 0.0323893, 0.0323893, 0.0323899, 0.0323893, 0.0323893, 0.0615989
15.4125, 0, 0.0585829, 0.0309463, 1.41421, -0.0585829, 0.0309463, 0, 0.0309463, 0.0309463, 0.0309463, 0.0309463, 0.0309463, 0.0309463, 0.0309463, 0.0309463, 0.0309463, 0.0309463, 0.0309463, 0.0309463, 0.0309463, 0.0309469, 0.0309463, 0.0309463, 0.0585823
15.4204, 0.460719, 0.0555263, 0.0295101, 1.56867, 0.405192, 0.0295101, 0, 0.0295101, 0.0295101, 0.0295101, 0.0295101, 0.0295101, 0.0295101, 0.0295101, 0.0295101, 0.0295101, 0.0295101, 0.0295101, 0.0295101, 0.0295101, 0.0295107, 0.0295101, 0.0295101, 0.0555258
15.4282, 1.53928, 0.0524845, 0.028108, 1.8813, 1.4868, 0.028108, 0, 0.028108, 0.028108, 0.028108, 0.028108, 0.028108, 0.028108, 0.028108, 0.028108, 0.028108, 0.028108, 0.028108, 0.028108, 0.028108, 0.0281086, 0.028108, 0.0281081, 0.0524839
15.4361, 0, 0.0495842, 0.02684, 1.41421, -0.0495842, 0.02684, 0, 0.02684, 0.02684, 0.02684, 0.02684, 0.02684, 0.02684, 0.02684, 0.02684, 0.02684, 0.02684, 0.02684, 0.02684, 0.02684, 0.0268405, 0.02684, 0.02684, 0.0495836
15.444, 0, 0.0466854, 0.0255398, 1.41421, -0.0466854, 0.0255398, 0, 0.0255398, 0.0255398, 0.0255398, 0.0255398, 0.0255398, 0.0255398, 0.0255398, 0.0255398, 0.0255398, 0.0255398, 0.0255398, 0.0255398, 0.0255398, 0.0255404, 0.0255398, 0.0255399, 0.0466848
15.4518, 0, 0.0438262, 0.024221, 1.41421, -0.0438262, 0.024221, 0, 0.024221, 0.024221, 0.024221, 0.024221, 0.024221, 0.024221, 0.024221, 0.024221, 0.024221, 0.024221, 0.024221, 0.024221, 0.024221, 0.0242216, 0.024221, 0.0242211, 0.0438256
15.4597, 0, 0.0410592, 0.0229124, 1.41421, -0.0410592, 0.0229124, 0, 0.0229124, 0.0229124, 0.0229124, 0.0229124, 0.0229124, 0.0229124, 0.0229124, 0.0229124, 0.0229124, 0.0229124, 0.0229124, 0.0229124, 0.0229124, 0.022913, 0.0229124, 0.0229125, 0.0410586
15.4676, 0, 0.0384325, 0.0216402, 1.41421, -0.0384325, 0.0216402, 0, 0.0216402, 0.0216402, 0.0216402, 0.0216402, 0.0216402, 0.0216402, 0.0216402, 0.0216402, 0.0216402, 0.0216402, 0.0216402, 0.0216402, 0.0216402, 0.0216407, 0.0216402, 0.0216403, 0.0384318
15.4754, 1, 0.0361032, 0.0205418, 1.73205, 0.963897, 0.0205418, 0, 0.0205418, 0.0205418, 0.0205418, 0.0205418, 0.0205418, 0.0205418, 0.0205418, 0.0205418, 0.0205418, 0.0205418, 0.0205418, 0.0205418, 0.0205418, 0.0205423, 0.0205418, 0.0205419, 0.0361024
15.4833, 0, 0.0338827, 0.0194105, 1.41421, -0.0338827, 0.0194105, 0, 0.0194105, 0.0194105, 0.0194105, 0.0194105, 0.0194105, 0.0194105, 0.0194105, 0.0194105, 0.0194105, 0.0194105, 0.0194105, 0.0194105, 0.0194105, 0.019411, 0.0194105, 0.0194107, 0.0338819
15.4912, 0, 0.0318009, 0.0182601, 1.41421, -0.0318009, 0.0182601, 0, 0.0182601, 0.0182601, 0.0182601, 0.0182601, 0.0182601, 0.0182601, 0.0182601, 0.0182601, 0.0182601, 0.0182601, 0.0182601, 0.0182601, 0.0182601, 0.0182606, 0.0182601, 0.0182604, 0.0318001
15.499, 0.436803, 0.0299011, 0.01712, 1.56103, 0.406902, 0.01712, 0, 0.01712, 0.01712, 0.01712, 0.01712, 0.01712, 0.01712, 0.01712, 0.01712, 0.01712, 0.01712, 0.01712, 0.01712, 0.01712, 0.0171206, 0.01712, 0.0171204, 0.0299002
15.5069, 0.563197, 0.0282216, 0.0160168, 1.601, 0.534975, 0.0160168, 0, 0.0160168, 0.0160168, 0.0160168, 0.0160168, 0.0160168, 0.0160168, 0.0160168, 0.0160168, 0.0160168, 0.0160168, 0.0160168, 0.0160168, 0.0160168, 0.0160173, 0.0160168, 0.0160172, 0.0282206
15.5148, 0, 0.0268816, 0.0150596, 1.41421, -0.0268816, 0.0150596, 0, 0.0150596, 0.0150596, 0.0150596, 0.0150596, 0.0150596, 0.0150596, 0.0150596, 0.0150596, 0.0150596, 0.0150596, 0.0150596, 0.0150596, 0.0150596, 0.0150601, 0.0150596, 0.0150602, 0.0268804
15.5226, 0, 0.0257159, 0.0140756, 1.41421, -0.0257159, 0.0140756, 0, 0.0140756, 0.0140756, 0.0140756, 0.0140756, 0.0140756, 0.0140756, 0.0140756, 0.0140756, 0.0140756, 0.0140756, 0.0140756, 0.0140756, 0.0140756, 0.0140762, 0.0140756, 0.0140764, 0.0257146
15.5305, 0, 0.024744, 0.0130786, 1.41421, -0.024744, 0.0130786, 0, 0.0130786, 0.0130786, 0.0130786, 0.0130786, 0.0130786, 0.0130786, 0.0130786, 0.0130786, 0.0130786, 0.0130786, 0.0130786, 0.0130786, 0.0130786, 0.0130791, 0.0130786, 0.0130796, 0.0247425
15.5384, 0, 0.0239969, 0.0120958, 1.41421, -0.0239969, 0.0120958, 0, 0.0120958, 0.0120958, 0.0120958, 0.0120958, 0.0120958, 0.0120958, 0.0120958, 0.0120958, 0.0120958, 0.0120958, 0.0120958, 0.0120958, 0.0120958, 0.0120964, 0.0120958, 0.0120971, 0.0239951
15.5462, 1, 0.0235002, 0.0111515, 1.73205, 0.9765, 0.0111515, 0, 0.0111515, 0.0111515, 0.0111515, 0.0111515, 0.0111515, 0.0111515, 0.0111515, 0.0111515, 0.0111515, 0.0111515, 0.0111515, 0.0111515, 0.0111515, 0.011152, 0.0111515, 0.011153, 0.0234981
15.5541, 0, 0.0233712, 0.0103634, 1.41421, -0.0233712, 0.0103634, 0, 0.0103634, 0.0103634, 0.0103634, 0.0103634, 0.0103634, 0.0103634, 0.0103634, 0.0103634, 0.0103634, 0.0103634, 0.0103634, 0.0103634, 0.0103634, 0.010364, 0.0103634, 0.0103654, 0.0233686
15.562, 0, 0.0234277, 0.00955272, 1.41421, -0.0234277, 0.00955272, 0, 0.00955272, 0.00955272, 0.00955272, 0.00955272, 0.00955272, 0.00955272, 0.00955272, 0.00955272, 0.00955272, 0.00955272, 0.00955272, 0.00955272, 0.00955272, 0.00955327, 0.00955272, 0.00955515, 0.0234247
15.5698, 1, 0.0236774, 0.00873266, 1.73205, 0.976323, 0.00873266, 0, 0.00873266, 0.00873266, 0.00873266, 0.00873266, 0.00873266, 0.00873266, 0.00873266, 0.00873266, 0.00873266, 0.00873266, 0.00873266, 0.00873266, 0.00873266, 0.00873321, 0.00873266, 0.00873567, 0.0236738
15.5777, 0, 0.0241386, 0.00792923, 1.41421, -0.0241386, 0.00792923, 0, 0.00792923, 0.00792923, 0.00792923, 0.00792923, 0.00792923, 0.00792923, 0.00792923, 0.00792923, 0.00792923, 0.00792923, 0.00792923, 0.00792923, 0.00792923, 0.00792978, 0.00792923, 0.00793294, 0.0241343
15.5856, 0, 0.0248224, 0.00716456, 1.41421, -0.0248224, 0.00716456, 0, 0.00716456, 0.00716456, 0.00716456, 0.00716456, 0.00716456, 0.00716456, 0.00716456, 0.00716456, 0.00716456, 0.00716456, 0.00716456, 0.00716456, 0.00716456, 0.00716512, 0.00716456, 0.00716912, 0.0248173
15.5934, 1, 0.0258097, 0.00653339, 1.73205, 0.97419, 0.00653339, 0, 0.00653339, 0.00653339, 0.00653339, 0.00653339, 0.00653339, 0.00653339, 0.00653339, 0.00653339, 0.00653339, 0.00653339, 0.00653339, 0.00653339, 0.00653339, 0.00653394, 0.00653339, 0.00653896, 0.0258036
15.6013, 1, 0.0269369, 0.00588808, 1.73205, 0.973063, 0.00588808, 0, 0.00588808, 0.00588808, 0.00588808, 0.00588808, 0.00588808, 0.00588808, 0.00588808, 0.00588808, 0.00588808, 0.00588808, 0.00588808, 0.00588808, 0.00588808, 0.00588864, 0.00588808, 0.00589485, 0.0269296
15.6092, 0, 0.0281971, 0.00524135, 1.41421, -0.0281971, 0.00524135, 0, 0.00524135, 0.00524135, 0.00524135, 0.00524135, 0.00524135, 0.00524135, 0.00524135, 0.00524135, 0.00524135, 0.00524135, 0.00524135, 0.00524135, 0.00524135, 0.00524191, 0.00524135, 0.00524953, 0.0281883
15.617, 0, 0.0295903, 0.00461584, 1.41421, -0.0295903, 0.00461584, 0, 0.00461584, 0.00461584, 0.00461584, 0.00461584, 0.00461584, 0.00461584, 0.00461584, 0.00461584, 0.00461584, 0.00461584, 0.00461584, 0.00461584, 0.00461584, 0.0046164, 0.00461584, 0.00462569, 0.0295799
15.6249, 0.398092, 0.0311107, 0.00403006, 1.54858, 0.366981, 0.00403006, 0, 0.00403006, 0.00403006, 0.00403006, 0.00403006, 0.00403006, 0.00403006, 0.00403006, 0.00403006, 0.00403006, 0.00403006, 0.00403006, 0.00403006, 0.00403006, 0.00403062, 0.00403006, 0.00404186, 0.0310984
15.6328, 0.601908, 0.0328112, 0.00356461, 1.61304, 0.569097, 0.00356461, 0, 0.00356461, 0.00356461, 0.00356461, 0.00356461, 0.00356461, 0.00356461, 0.00356461, 0.00356461, 0.00356461, 0.00356461, 0.00356461, 0.00356461, 0.00356461, 0.00356516, 0.00356461, 0.00357867, 0.0327966
15.6406, 0, 0.0345359, 0.0030937, 1.41421, -0.0345359, 0.0030937, 0, 0.0030937, 0.0030937, 0.0030937, 0.0030937, 0.0030937, 0.0030937, 0.0030937, 0.0030937, 0.0030937, 0.0030937, 0.0030937, 0.0030937, 0.0030937, 0.00309425, 0.0030937, 0.00311039, 0.0345187
15.6485, 0, 0.0362659, 0.00262917, 1.41421, -0.0362659, 0.00262917, 0, 0.00262917, 0.00262917, 0.00262917, 0.00262917, 0.00262917, 0.00262917, 0.00262917, 0.00262917, 0.00262917, 0.00262917, 0.00262917, 0.00262917, 0.00262917, 0.00262972, 0.00262917, 0.00264889, 0.0362457
15.6564, 0, 0.0379873, 0.00219011, 1.41421, -0.0379873, 0.00219011, 0, 0.00219011, 0.00219011, 0.00219011, 0.00219011, 0.00219011, 0.00219011, 0.00219011, 0.00219011, 0.00219011, 0.00219011, 0.00219011, 0.00219011, 0.00219011, 0.00219067, 0.00219011, 0.0022133, 0.0379635
15.6642, 0, 0.0396809, 0.00179114, 1.41421, -0.0396809, 0.00179114, 0, 0.00179114, 0.00179114, 0.00179114, 0.00179114, 0.00179114, 0.00179114, 0.00179114, 0.00179114, 0.00179114, 0.00179114, 0.00179114, 0.00179114, 0.00179114, 0.0017917, 0.00179114, 0.00181829, 0.0396532
15.6721, 0, 0.0413694, 0.00148771, 1.41421, -0.0413694, 0.00148771, 0, 0.00148771, 0.00148771, 0.00148771, 0.00148771, 0.00148771, 0.00148771, 0.00148771, 0.00148771, 0.00148771, 0.00148771, 0.00148771, 0.00148771, 0.00148771, 0.00148826, 0.00148771, 0.00151934, 0.0413372
15.68, 0, 0.0429298, 0.00118999, 1.41421, -0.0429298, 0.00118999, 0, 0.00118999, 0.00118999, 0.00118999, 0.00118999, 0.00118999, 0.00118999, 0.00118999, 0.00118999, 0.00118999, 0.00118999, 0.00118999, 0.00118999, 0.00118999, 0.00119055, 0.00118999, 0.0012267, 0.0428925
15.6879, 0.378887, 0.0443415, 0.00090865, 1.54236, 0.334546, 0.00090865, 0, 0.00090865, 0.00090865, 0.00090865, 0.00090865, 0.00090865, 0.00090865, 0.00090865, 0.00090865, 0.00090865, 0.00090865, 0.00090865, 0.00090865, 0.00090865, 0.00090921, 0.00090865, 0.000951042, 0.0442986
15.6957, 0.621113, 0.0455895, 0.000658044, 1.61899, 0.575523, 0.000658044, 0, 0.000658044, 0.000658044, 0.000658044, 0.000658044, 0.000658044, 0.000658044, 0.000658044, 0.000658044, 0.000658044, 0.000658044, 0.000658044, 0.000658044, 0.000658044, 0.000658604, 0.000658044, 0.000706791, 0.0455402
15.7036, 0, 0.0466576, 0.000447785, 1.41421, -0.0466576, 0.000447785, 0, 0.000447785, 0.000447785, 0.000447785, 0.000447785, 0.000447785, 0.000447785, 0.000447785, 0.000447785, 0.000447785, 0.000447785, 0.000447785, 0.000447785, 0.000447785, 0.000448345, 0.000447785, 0.000503595, 0.0466012
15.7115, 0, 0.0475491, 0.0003043, 1.41421, -0.0475491, 0.0003043, 0, 0.0003043, 0.0003043, 0.0003043, 0.0003043, 0.0003043, 0.0003043, 0.0003043, 0.0003043, 0.0003043, 0.0003043, 0.0003043, 0.0003043, 0.0003043, 0.00030486, 0.0003043, 0.000367922, 0.0474849
15.7193, 0, 0.0481968, 0.000179066, 1.41421, -0.0481968, 0.000179066, 0, 0.000179066, 0.000179066, 0.000179066, 0.000179066, 0.000179066, 0.000179066, 0.000179066, 0.000179066, 0.000179066, 0.000179066, 0.000179066, 0.000179066, 0.000179066, 0.000179627, 0.000179066, 0.000251284, 0.0481241
15.7272, 0, 0.0485964, 8.13699e-05, 1.41421, -0.0485964, 8.13699e-05, 0, 8.13699e-05, 8.13699e-05, 8.13699e-05, 8.13699e-05, 8.13699e-05, 8.13699e-05, 8.13699e-05, 8.13699e-05, 8.13699e-05, 8.13699e-05, 8.13699e-05, 8.13699e-05, 8.13699e-05, 8.19311e-05, 8.13699e-05, 0.000163, 0.0485142
15.7351, 0, 0.0487478, 2.03425e-05, 1.41421, -0.0487478, 2.03425e-05, 0, 2.03425e-05, 2.03425e-05, 2.03425e-05, 2.03425e-05, 2.03425e-05, 2.03425e-05, 2.03425e-05, 2.03425e-05, 2.03425e-05, 2.03425e-05, 2.03425e-05, 2.03425e-05, 2.03425e-05, 2.09041e-05, 2.03425e-05, 0.000112228, 0.0486553
15.7429, 0, 0.0486512, 0, 1.41421, -0.0486512, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.61951e-07, 0, 0.000103002, 0.0485476
15.7508, 0, 0.0482878, 0, 1.41421, -0.0482878, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.62292e-07, 0, 0.000114997, 0.0481722
15.7587, 0, 0.0476439, 0, 1.41421, -0.0476439, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.62635e-07, 0, 0.000127875, 0.0475155
15.7665, 0, 0.0467314, 0, 1.41421, -0.0467314, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.62981e-07, 0, 0.000141632, 0.0465892
15.7744, 0, 0.0455663, 0, 1.41421, -0.0455663, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.63328e-07, 0, 0.000156261, 0.0454095
15.7823, 0, 0.0441691, 0, 1.41421, -0.0441691, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.63677e-07, 0, 0.000171741, 0.0439968
15.7901, 0, 0.042564, 0, 1.41421, -0.042564, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.64029e-07, 0, 0.000188042, 0.0423753
15.798, 0, 0.0407772, 0, 1.41421, -0.0407772, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.64383e-07, 0, 0.000205131, 0.0405715
15.8059, 1, 0.0388379, 0, 1.73205, 0.961162, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.64739e-07, 0, 0.000222958, 0.0386144
15.8137, 1, 0.0367761, 6.23823e-14, 1.73205, 0.963224, 6.23823e-14, 0, 6.23823e-14, 6.23823e-14, 6.23823e-14, 6.23823e-14, 6.23823e-14, 6.23823e-14, 6.23823e-14, 6.23823e-14, 6.23823e-14, 6.23823e-14, 6.23823e-14, 6.23823e-14, 6.23823e-14, 5.65097e-07, 6.23823e-14, 0.000241471, 0.0365341
15.8216, 0, 0.0346227, 1.65792e-13, 1.41421, -0.0346227, 1.65792e-13, 0, 1.65792e-13, 1.65792e-13, 1.65792e-13, 1.65792e-13, 1.65792e-13, 1.65792e-13, 1.65792e-13, 1.65792e-13, 1.65792e-13, 1.65792e-13, 1.65792e-13, 1.65792e-13, 1.65792e-13, 5.65457e-07, 1.65792e-13, 0.000260606, 0.0343615
15.8295, 0, 0.0324081, 2.23006e-13, 1.41421, -0.0324081, 2.23006e-13, 0, 2.23006e-13, 2.23006e-13, 2.23006e-13, 2.23006e-13, 2.23006e-13, 2.23006e-13, 2.23006e-13, 2.23006e-13, 2.23006e-13, 2.23006e-13, 2.23006e-13, 2.23006e-13, 2.23006e-13, 5.65819e-07, 2.23006e-13, 0.000280296, 0.0321272
15.8373, 0, 0.030162, 1.88522e-13, 1.41421, -0.030162, 1.88522e-13, 0, 1.88522e-13, 1.88522e-13, 1.88522e-13, 1.88522e-13, 1.88522e-13, 1.88522e-13, 1.88522e-13, 1.88522e-13, 1.88522e-13, 1.88522e-13, 1.88522e-13, 1.88522e-13, 1.88522e-13, 5.66183e-07, 1.88522e-13, 0.000300463, 0.0298609
15.8452, 0, 0.0279128, 9.99396e-14, 1.41421, -0.0279128, 9.99396e-14, 0, 9.99396e-14, 9.99396e-14, 9.99396e-14, 9.99396e-14, 9.99396e-14, 9.99396e-14, 9.99396e-14, 9.99396e-14, 9.99396e-14, 9.99396e-14, 9.99396e-14, 9.99396e-14, 9.99396e-14, 5.66549e-07, 9.99396e-14, 0.000321026, 0.0275912
15.8531, 0, 0.025686, 2.49849e-14, 1.41421, -0.025686, 2.49849e-14, 0, 2.49849e-14, 2.49849e-14, 2.49849e-14, 2.49849e-14, 2.49849e-14, 2.49849e-14, 2.49849e-14, 2.49849e-14, 2.49849e-14, 2.49849e-14, 2.49849e-14, 2.49849e-14, 2.49849e-14, 5.66918e-07, 2.49849e-14, 0.000341905, 0.0253435
15.8609, 0, 0.0235056, 0, 1.41421, -0.0235056, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.67288e-07, 0, 0.000363011, 0.023142
15.8688, 0, 0.0213925, 5.85457e-14, 1.41421, -0.0213925, 5.85457e-14, 0, 5.85457e-14, 5.85457e-14, 5.85457e-14, 5.85457e-14, 5.85457e-14, 5.85457e-14, 5.85457e-14, 5.85457e-14, 5.85457e-14, 5.85457e-14, 5.85457e-14, 5.85457e-14, 5.85457e-14, 5.67661e-07, 5.85457e-14, 0.000384254, 0.0210077
15.8767, 0, 0.0193642, 1.12402e-13, 1.41421, -0.0193642, 1.12402e-13, 0, 1.12402e-13, 1.12402e-13, 1.12402e-13, 1.12402e-13, 1.12402e-13, 1.12402e-13, 1.12402e-13, 1.12402e-13, 1.12402e-13, 1.12402e-13, 1.12402e-13, 1.12402e-13, 1.12402e-13, 5.68035e-07, 1.12402e-13, 0.00040555, 0.0189581
15.8845, 0, 0.0174354, 8.44147e-14, 1.41421, -0.0174354, 8.44147e-14, 0, 8.44147e-14, 8.44147e-14, 8.44147e-14, 8.44147e-14, 8.44147e-14, 8.44147e-14, 8.44147e-14, 8.44147e-14, 8.44147e-14, 8.44147e-14, 8.44147e-14, 8.44147e-14, 8.44147e-14, 5.68411e-07, 8.44147e-14, 0.000426812, 0.017008
15.8924, 0, 0.0156179, 3.12609e-14, 1.41421, -0.0156179, 3.12609e-14, 0, 3.12609e-14, 3.12609e-14, 3.12609e-14, 3.12609e-14, 3.12609e-14, 3.12609e-14, 3.12609e-14, 3.12609e-14, 3.12609e-14, 3.12609e-14, 3.12609e-14, 3.12609e-14, 3.12609e-14, 5.6879e-07, 3.12609e-14, 0.000447952, 0.0151694
15.9003, 0, 0.0139195, 3.97816e-15, 1.41421, -0.0139195, 3.97816e-15, 0, 3.97816e-15, 3.97816e-15, 3.97816e-15, 3.97816e-15, 3.97816e-15, 3.97816e-15, 3.97816e-15, 3.97816e-15, 3.97816e-15, 3.97816e-15, 3.97816e-15, 3.97816e-15, 3.97816e-15, 5.6917e-07, 3.97816e-15, 0.000468896, 0.0134501
15.9081, 0.311362, 0.012346, 1.03073e-13, 1.52032, 0.299016, 1.03073e-13, 0, 1.03073e-13, 1.03073e-13, 1.03073e-13, 1.03073e-13, 1.03073e-13, 1.03073e-13, 1.03073e-13, 1.03073e-13, 1.03073e-13, 1.03073e-13, 1.03073e-13, 1.03073e-13, 1.03073e-13, 5.69553e-07, 1.03073e-13, 0.000489569, 0.0118559
15.916, 0.688638, 0.0109002, 1.77037e-13, 1.63971, 0.677738, 1.77037e-13, 0, 1.77037e-13, 1.77037e-13, 1.77037e-13, 1.77037e-13, 1.77037e-13, 1.77037e-13, 1.77037e-13, 1.77037e-13, 1.77037e-13, 1.77037e-13, 1.77037e-13, 1.77037e-13, 1.77037e-13, 5.69937e-07, 1.77037e-13, 0.000509898, 0.0103898
15.9239, 0, 0.00958204, 1.38407e-13, 1.41421, -0.00958204, 1.38407e-13, 0, 1.38407e-13, 1.38407e-13, 1.38407e-13, 1.38407e-13, 1.38407e-13, 1.38407e-13, 1.38407e-13, 1.38407e-13, 1.38407e-13, 1.38407e-13, 1.38407e-13, 1.38407e-13, 1.38407e-13, 5.70323e-07, 1.38407e-13, 0.000529829, 0.00905164
15.9317, 0, 0.00838974, 6.2045e-14, 1.41421, -0.00838974, 6.2045e-14, 0, 6.2045e-14, 6.2045e-14, 6.2045e-14, 6.2045e-14, 6.2045e-14, 6.2045e-14, 6.2045e-14, 6.2045e-14, 6.2045e-14, 6.2045e-14, 6.2045e-14, 6.2045e-14, 6.2045e-14, 5.70711e-07, 6.2045e-14, 0.000549306, 0.00783987
15.9396, 0, 0.00731962, 1.59126e-14, 1.41421, -0.00731962, 1.59126e-14, 0, 1.59126e-14, 1.59126e-14, 1.59126e-14, 1.59126e-14, 1.59126e-14, 1.59126e-14, 1.59126e-14, 1.59126e-14, 1.59126e-14, 1.59126e-14, 1.59126e-14, 1.59126e-14, 1.59126e-14, 5.71101e-07, 1.59126e-14, 0.000568284, 0.00675076
15.9475, 1, 0.00636653, 1.62497e-13, 1.73205, 0.993633, 1.62497e-13, 0, 1.62497e-13, 1.62497e-13, 1.62497e-13, 1.62497e-13, 1.62497e-13, 1.62497e-13, 1.62497e-13, 1.62497e-13, 1.62497e-13, 1.62497e-13, 1.62497e-13, 1.62497e-13, 1.62497e-13, 5.71493e-07, 1.62497e-13, 0.000586724, 0.00577923
15.9553, 0, 0.00552384, 2.5419e-13, 1.41421, -0.00552384, 2.5419e-13, 0, 2.5419e-13, 2.5419e-13, 2.5419e-13, 2.5419e-13, 2.5419e-13, 2.5419e-13, 2.5419e-13, 2.5419e-13, 2.5419e-13, 2.5419e-13, 2.5419e-13, 2.5419e-13, 2.5419e-13, 5.71887e-07, 2.5419e-13, 0.000604603, 0.00491866
15.9632, 0.294424, 0.00478439, 1.96086e-13, 1.51474, 0.289639, 1.96086e-13, 0, 1.96086e-13, 1.96086e-13, 1.96086e-13, 1.96086e-13, 1.96086e-13, 1.96086e-13, 1.96086e-13, 1.96086e-13, 1.96086e-13, 1.96086e-13, 1.96086e-13, 1.96086e-13, 1.96086e-13, 5.72283e-07, 1.96086e-13, 0.0006219, 0.00416192
15.9711, 0.997522, 0.00414042, 9.01492e-14, 1.73134, 0.993381, 9.01492e-14, 0, 9.01492e-14, 9.01492e-14, 9.01492e-14, 9.01492e-14, 9.01492e-14, 9.01492e-14, 9.01492e-14, 9.01492e-14, 9.01492e-14, 9.01492e-14, 9.01492e-14, 9.01492e-14, 9.01492e-14, 5.7268e-07, 9.01492e-14, 0.000638602, 0.00350125
15.9789, 0.99777, 0.0035836, 2.48635e-14, 1.73141, 0.994186, 2.48635e-14, 0, 2.48635e-14, 2.48635e-14, 2.48635e-14, 2.48635e-14, 2.48635e-14, 2.48635e-14, 2.48635e-14, 2.48635e-14, 2.48635e-14, 2.48635e-14, 2.48635e-14, 2.48635e-14, 2.48635e-14, 5.7308e-07, 2.48635e-14, 0.000654712, 0.00292832
15.9868, 0.710285, 0.00310576, 2.05672e-13, 1.64629, 0.707179, 2.05672e-13, 0, 2.05672e-13, 2.05672e-13, 2.05672e-13, 2.05672e-13, 2.05672e-13, 2.05672e-13, 2.05672e-13, 2.05672e-13, 2.05672e-13, 2.05672e-13, 2.05672e-13, 2.05672e-13, 2.05672e-13, 5.73481e-07, 2.05672e-13, 0.000670231, 0.00243495
15.9947, 0, 0.00269879, 3.15024e-13, 1.41421, -0.00269879, 3.15024e-13, 0, 3.15024e-13, 3.15024e-13, 3.15024e-13, 3.15024e-13, 3.15024e-13, 3.15024e-13, 3.15024e-13, 3.15024e-13, 3.15024e-13, 3.15024e-13, 3.15024e-13, 3.15024e-13, 3.15024e-13, 5.73884e-07, 3.15024e-13, 0.00068517, 0.00201305
16.0025, 0, 0.00235471, 2.4522e-13, 1.41421, -0.00235471, 2.4522e-13, 0, 2.4522e-13, 2.4522e-13, 2.4522e-13, 2.4522e-13, 2.4522e-13, 2.4522e-13, 2.4522e-13, 2.4522e-13, 2.4522e-13, 2.4522e-13, 2.4522e-13, 2.4522e-13, 2.4522e-13, 5.74289e-07, 2.4522e-13, 0.00069955, 0.00165459
16.0104, 0, 0.00206608, 1.17106e-13, 1.41421, -0.00206608, 1.17106e-13, 0, 1.17106e-13, 1.17106e-13, 1.17106e-13, 1.17106e-13, 1.17106e-13, 1.17106e-13, 1.17106e-13, 1.17106e-13, 1.17106e-13, 1.17106e-13, 1.17106e-13, 1.17106e-13, 1.17106e-13, 5.74696e-07, 1.17106e-13, 0.000713391, 0.00135211
16.0183, 0, 0.00182588, 3.58034e-14, 1.41421, -0.00182588, 3.58034e-14, 0, 3.58034e-14, 3.58034e-14, 3.58034e-14, 3.58034e-14, 3.58034e-14, 3.58034e-14, 3.58034e-14, 3.58034e-14, 3.58034e-14, 3.58034e-14, 3.58034e-14, 3.58034e-14, 3.58034e-14, 5.75105e-07, 3.58034e-14, 0.000726721, 0.00109859
