   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_229.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Cl_K, S_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
0.540717, 0, 3.82272e-07, 8.28902e-27, 1.41421, -3.82272e-07, 8.28902e-27, 0, 8.28902e-27, 8.28902e-27, 8.28902e-27, 8.28902e-27, 8.28902e-27, 8.28902e-27, 1.24169e-09, 8.28902e-27, 8.28902e-27, 5.70715e-12, 1.03703e-10, 3.80921e-07, 8.28902e-27, 8.28902e-27
0.548821, 0, 6.40557e-07, 3.75516e-26, 1.41421, -6.40557e-07, 3.75516e-26, 0, 3.75516e-26, 3.75516e-26, 3.75516e-26, 3.75516e-26, 3.75516e-26, 3.75516e-26, 2.0973e-09, 3.75516e-26, 3.75516e-26, 1.13849e-11, 1.97587e-10, 6.3825e-07, 3.75516e-26, 3.75516e-26
0.556925, 0, 1.05802e-06, 1.6206e-25, 1.41421, -1.05802e-06, 1.6206e-25, 0, 1.6206e-25, 1.6206e-25, 1.6206e-25, 1.6206e-25, 1.6206e-25, 1.6206e-25, 3.49811e-09, 1.6206e-25, 1.6206e-25, 2.25926e-11, 3.78341e-10, 1.05412e-06, 1.6206e-25, 1.6206e-25
0.56503, 0, 1.72297e-06, 6.68147e-25, 1.41421, -1.72297e-06, 6.68147e-25, 0, 6.68147e-25, 6.68147e-25, 6.68147e-25, 9.68087e-13, 6.68147e-25, 6.68147e-25, 5.76397e-09, 6.68147e-25, 6.68147e-25, 4.45104e-11, 7.28279e-10, 1.71643e-06, 6.68147e-25, 6.68147e-25
0.573134, 0, 2.76695e-06, 2.63872e-24, 1.41421, -2.76695e-06, 2.63872e-24, 0, 2.63872e-24, 2.63872e-24, 2.63872e-24, 4.44128e-12, 2.63872e-24, 2.63872e-24, 9.38668e-09, 2.63872e-24, 2.63872e-24, 8.68942e-11, 1.40824e-09, 2.75607e-06, 2.63872e-24, 2.63872e-24
0.581239, 0, 4.38454e-06, 1.00641e-23, 1.41421, -4.38454e-06, 2.55342e-10, 0, 8.26993e-14, 1.5904e-13, 6.18981e-13, 6.05691e-11, 2.45499e-11, 8.99243e-11, 1.51145e-08, 3.14004e-12, 4.99041e-14, 1.6781e-10, 2.73073e-09, 4.36558e-06, 1.00641e-23, 5.18016e-10
0.589343, 0, 6.8714e-06, 1.44478e-08, 1.41421, -6.8714e-06, 1.56129e-08, 1.44478e-08, 1.44482e-08, 1.44486e-08, 1.44507e-08, 1.47043e-08, 1.45599e-08, 1.48581e-08, 3.852e-08, 1.44622e-08, 1.44481e-08, 1.4768e-08, 1.9745e-08, 6.83739e-06, 1.44478e-08, 1.68113e-08
0.597447, 0, 1.06558e-05, 6.5682e-08, 1.41421, -1.06558e-05, 6.99146e-08, 6.5682e-08, 6.56834e-08, 6.56846e-08, 6.56923e-08, 6.65876e-08, 6.6089e-08, 6.71726e-08, 1.03615e-07, 6.57341e-08, 6.56828e-08, 6.62847e-08, 7.59318e-08, 1.05914e-05, 6.5682e-08, 7.42688e-08
0.605552, 0, 1.64071e-05, 2.37937e-07, 1.41421, -1.64071e-05, 2.52005e-07, 2.37937e-07, 2.37941e-07, 2.37946e-07, 2.37971e-07, 2.4089e-07, 2.39289e-07, 2.42891e-07, 2.97092e-07, 2.3811e-07, 2.3794e-07, 2.39056e-07, 2.57661e-07, 1.6275e-05, 2.37937e-07, 2.66477e-07
0.613656, 0, 2.52329e-05, 7.88825e-07, 1.41421, -2.52329e-05, 8.32921e-07, 7.88825e-07, 7.8884e-07, 7.88853e-07, 7.88932e-07, 7.9794e-07, 7.93065e-07, 8.04355e-07, 8.80136e-07, 7.89368e-07, 7.88834e-07, 7.90872e-07, 8.26473e-07, 2.49387e-05, 7.88825e-07, 8.78283e-07
0.621761, 0, 3.91553e-05, 2.46689e-06, 1.41421, -3.91553e-05, 2.59832e-06, 2.46689e-06, 2.46693e-06, 2.46697e-06, 2.46721e-06, 2.49368e-06, 2.47953e-06, 2.51318e-06, 2.60642e-06, 2.4685e-06, 2.46691e-06, 2.47058e-06, 2.53804e-06, 3.84551e-05, 2.46689e-06, 2.73353e-06
0.629865, 0, 6.22438e-05, 7.33717e-06, 1.41421, -6.22438e-05, 7.7107e-06, 7.33717e-06, 7.33729e-06, 7.3374e-06, 7.33807e-06, 7.41332e-06, 7.37308e-06, 7.46871e-06, 7.54825e-06, 7.34176e-06, 7.33724e-06, 7.34372e-06, 7.46995e-06, 6.05126e-05, 7.33717e-06, 8.09495e-06
0.637969, 0, 0.00010328, 2.08097e-05, 1.41421, -0.00010328, 2.1823e-05, 2.08097e-05, 2.081e-05, 2.08103e-05, 2.08121e-05, 2.10226e-05, 2.09071e-05, 2.11665e-05, 2.11259e-05, 2.08221e-05, 2.08099e-05, 2.08212e-05, 2.1054e-05, 9.89556e-05, 2.08097e-05, 2.28653e-05
0.646074, 0.981157, 0.000181753, 5.6339e-05, 1.7266, 0.980976, 5.89643e-05, 5.6339e-05, 5.63398e-05, 5.63406e-05, 5.63453e-05, 5.69053e-05, 5.65914e-05, 5.72635e-05, 5.68081e-05, 5.63712e-05, 5.63395e-05, 5.63588e-05, 5.67821e-05, 0.000171085, 5.6339e-05, 6.16649e-05
0.654178, 0.0188425, 0.000340756, 0.000145686, 1.42086, 0.0185017, 0.000152186, 0.000145686, 0.000145688, 0.00014569, 0.000145702, 0.000147129, 0.000146311, 0.000147975, 0.000146376, 0.000145766, 0.000145688, 0.00014572, 0.000146478, 0.000315097, 0.000145686, 0.000158871
0.662283, 0, 0.000673147, 0.000359994, 1.41421, -0.000673147, 0.000375375, 0.000359994, 0.000359999, 0.000360003, 0.000360031, 0.000363535, 0.000361473, 0.000365411, 0.000360998, 0.000360183, 0.000359997, 0.000360051, 0.000361388, 0.000613426, 0.000359994, 0.000391197
0.670387, 0.973932, 0.00137149, 0.000850382, 1.72451, 0.97256, 0.000885193, 0.000850382, 0.000850393, 0.000850404, 0.000850467, 0.000858798, 0.000853729, 0.000862641, 0.000851834, 0.00085081, 0.000850389, 0.000850477, 0.000852806, 0.00123752, 0.000850382, 0.000921002
0.678491, 1.02607, 0.00281752, 0.00192117, 1.73956, 1.02325, 0.00199655, 0.00192117, 0.00192119, 0.00192122, 0.00192135, 0.00194059, 0.00192842, 0.00194772, 0.00192325, 0.0019221, 0.00192119, 0.00192133, 0.00192533, 0.00252841, 0.00192117, 0.00207409
0.686596, 0, 0.00573146, 0.00415272, 1.41421, -0.00573146, 0.00430895, 0.00415272, 0.00415277, 0.00415282, 0.0041531, 0.00419638, 0.00416774, 0.00420774, 0.00415569, 0.00415464, 0.00415275, 0.00415298, 0.0041598, 0.00513176, 0.00415272, 0.00446968
0.6947, 0, 0.0114034, 0.00859242, 1.41421, -0.0114034, 0.00890255, 0.00859242, 0.00859252, 0.00859261, 0.00859317, 0.00868829, 0.00862223, 0.00870163, 0.00859663, 0.00859623, 0.00859248, 0.00859284, 0.00860437, 0.0102077, 0.00859242, 0.00922158
0.702805, 0, 0.0220229, 0.0170266, 1.41421, -0.0220229, 0.0176164, 0.0170266, 0.0170268, 0.0170269, 0.017028, 0.0172325, 0.0170833, 0.0172343, 0.0170325, 0.0170338, 0.0170267, 0.0170273, 0.0170466, 0.01973, 0.0170266, 0.0182233
0.710909, 0, 0.0411024, 0.0323286, 1.41421, -0.0411024, 0.0334043, 0.0323286, 0.032329, 0.0323293, 0.0323312, 0.0327614, 0.032432, 0.0327074, 0.032337, 0.0323419, 0.0323288, 0.0323297, 0.0323621, 0.0368697, 0.0323286, 0.0345108
0.719013, 0, 0.0739589, 0.058849, 1.41421, -0.0739589, 0.0607306, 0.058849, 0.0588496, 0.0588502, 0.0588536, 0.0597391, 0.0590299, 0.0595117, 0.0588607, 0.0588722, 0.0588494, 0.0588508, 0.0589045, 0.0664278, 0.058849, 0.0626662
0.727118, 1, 0.128162, 0.102763, 1.73205, 0.871838, 0.105923, 0.102763, 0.102765, 0.102765, 0.102771, 0.104553, 0.103067, 0.103876, 0.10278, 0.102802, 0.102764, 0.102766, 0.102855, 0.115226, 0.102763, 0.109173
0.735222, 0, 0.213808, 0.172254, 1.41421, -0.213808, 0.177351, 0.172254, 0.172255, 0.172257, 0.172266, 0.175763, 0.172744, 0.174049, 0.172276, 0.172316, 0.172255, 0.172258, 0.172402, 0.19232, 0.172254, 0.182594
0.743326, 1, 0.343448, 0.277356, 1.73205, 0.656552, 0.28526, 0.277356, 0.277358, 0.277361, 0.277375, 0.284057, 0.278116, 0.280139, 0.277386, 0.277453, 0.277357, 0.277362, 0.277594, 0.308861, 0.277356, 0.293392
0.751431, 0, 0.531479, 0.429318, 1.41421, -0.531479, 0.441114, 0.429318, 0.429321, 0.429325, 0.429346, 0.441746, 0.430452, 0.433472, 0.429358, 0.429463, 0.42932, 0.429328, 0.429693, 0.477422, 0.429318, 0.453248
0.759535, 3.89481, 0.792931, 0.639393, 2.42792, 3.10188, 0.656349, 0.639393, 0.639399, 0.639404, 0.639434, 0.661733, 0.641023, 0.645364, 0.639446, 0.639602, 0.639397, 0.639409, 0.639971, 0.71072, 0.639393, 0.673791
0.76764, 2.05019, 1.14165, 0.917098, 2.01251, 0.908541, 0.940598, 0.917098, 0.917106, 0.917113, 0.917155, 0.955941, 0.919358, 0.925374, 0.917166, 0.917387, 0.917103, 0.917122, 0.917965, 1.01976, 0.917098, 0.964773
0.775744, 3.88275, 1.58813, 1.26819, 2.42544, 2.29462, 1.29963, 1.26819, 1.2682, 1.26821, 1.26826, 1.33341, 1.27121, 1.27926, 1.26827, 1.26857, 1.26819, 1.26822, 1.26945, 1.41169, 1.26819, 1.33198
0.783848, 2.11244, 2.13743, 1.69272, 2.02791, -0.0249896, 1.73339, 1.69272, 1.69273, 1.69275, 1.69282, 1.79835, 1.69663, 1.70704, 1.69283, 1.69322, 1.69273, 1.69277, 1.6945, 1.88779, 1.69272, 1.77524
0.791953, 1.99758, 2.78758, 2.18371, 1.9994, -0.790001, 2.23465, 2.18371, 2.18372, 2.18374, 2.18383, 2.34855, 2.18861, 2.20165, 2.18384, 2.18433, 2.18372, 2.18378, 2.18612, 2.44218, 2.18371, 2.28706
0.800057, 3.8683, 3.52916, 2.72682, 2.42246, 0.339142, 2.7887, 2.72682, 2.72684, 2.72686, 2.72697, 2.97451, 2.73277, 2.74861, 2.72697, 2.72758, 2.72683, 2.72693, 2.72999, 3.06189, 2.72682, 2.85237
0.808162, 5.92569, 4.34609, 3.30133, 2.81526, 1.5796, 3.37436, 3.30133, 3.30135, 3.30137, 3.3015, 3.65949, 3.30835, 3.32704, 3.3015, 3.30222, 3.30134, 3.30148, 3.30534, 3.72845, 3.30133, 3.44953
0.816266, 4.05986, 5.21805, 3.88229, 2.46168, -1.15819, 3.96623, 3.88229, 3.88232, 3.88235, 3.8825, 4.38054, 3.89036, 3.91185, 3.88249, 3.88333, 3.88231, 3.8825, 3.88719, 4.42122, 3.88229, 4.05268
