   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_577.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Al_K, Mg_K, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup
0.0858342, 0, 2.42674e-15, 0, 1.41421, -2.42674e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.40629e-16, 0, 1.88611e-15, 0, 0
0.093698, 0, 4.17385e-15, 0, 1.41421, -4.17385e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.47813e-16, 0, 3.22603e-15, 0, 0
0.101562, 0, 7.13328e-15, 0, 1.41421, -7.13328e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.6518e-15, 0, 5.48148e-15, 0, 0
0.109426, 0, 1.21149e-14, 0, 1.41421, -1.21149e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.86186e-15, 0, 9.25303e-15, 0, 0
0.117289, 0, 2.04486e-14, 0, 1.41421, -2.04486e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.92985e-15, 0, 1.55188e-14, 0, 0
0.125153, 0, 3.43049e-14, 0, 1.41421, -3.43049e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.44409e-15, 0, 2.58608e-14, 0, 0
0.133017, 0, 5.72045e-14, 0, 1.41421, -5.72045e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.43828e-14, 0, 4.28217e-14, 0, 0
0.140881, 0, 9.48238e-14, 0, 1.41421, -9.48238e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.43632e-14, 0, 7.04606e-14, 0, 0
0.148744, 0, 1.56261e-13, 0, 1.41421, -1.56261e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.10453e-14, 0, 1.15215e-13, 0, 0
0.156608, 0, 2.5601e-13, 0, 1.41421, -2.5601e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.87798e-14, 0, 1.8723e-13, 0, 0
0.164472, 0, 4.1786e-13, 0, 1.41421, -4.1786e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.15065e-13, 0, 3.02795e-13, 0, 0
0.172336, 0, 6.76713e-13, 0, 1.41421, -6.76713e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.90759e-13, 0, 4.85954e-13, 0, 0
0.1802, 0, 1.08983e-12, 0, 1.41421, -1.08983e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.14641e-13, 0, 7.75185e-13, 0, 0
0.188063, 0, 1.74549e-12, 0, 1.41421, -1.74549e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.16379e-13, 0, 1.22911e-12, 0, 0
0.195927, 0, 2.78046e-12, 0, 1.41421, -2.78046e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.43297e-13, 0, 1.93716e-12, 0, 0
0.203791, 0, 4.40543e-12, 0, 1.41421, -4.40543e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.37053e-12, 0, 3.0349e-12, 0, 0
0.211655, 0, 6.94331e-12, 0, 1.41421, -6.94331e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.21683e-12, 0, 4.72648e-12, 0, 0
0.219519, 0, 1.08865e-11, 0, 1.41421, -1.08865e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.56904e-12, 0, 7.31742e-12, 0, 0
0.227382, 0, 1.6982e-11, 0, 1.41421, -1.6982e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.71998e-12, 0, 1.1262e-11, 0, 0
0.235246, 0, 2.63581e-11, 0, 1.41421, -2.63581e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.12658e-12, 0, 1.72315e-11, 0, 0
0.24311, 0, 4.07105e-11, 0, 1.41421, -4.07105e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.44993e-11, 0, 2.62113e-11, 0, 0
0.250974, 0, 6.25779e-11, 0, 1.41421, -6.25779e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.29386e-11, 0, 3.96392e-11, 0, 0
0.258837, 0, 9.57427e-11, 0, 1.41421, -9.57427e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.61435e-11, 0, 5.95991e-11, 0, 0
0.266701, 0, 1.45822e-10, 6.72623e-44, 1.41421, -1.45822e-10, 6.72623e-44, 0, 6.72623e-44, 6.72623e-44, 6.72623e-44, 6.72623e-44, 6.72623e-44, 6.72623e-44, 6.72623e-44, 6.72623e-44, 6.72623e-44, 6.72623e-44, 6.72623e-44, 6.72623e-44, 6.72623e-44, 5.6729e-11, 6.72623e-44, 8.90935e-11, 6.72623e-44, 6.72623e-44
0.274565, 0, 2.21126e-10, 1.16028e-42, 1.41421, -2.21126e-10, 1.16028e-42, 0, 1.16028e-42, 1.16028e-42, 1.16028e-42, 1.16028e-42, 1.16028e-42, 1.16028e-42, 1.16028e-42, 1.16028e-42, 1.16028e-42, 1.16028e-42, 1.16028e-42, 1.16028e-42, 1.16028e-42, 8.87069e-11, 1.16028e-42, 1.32419e-10, 1.16028e-42, 1.16028e-42
0.282429, 0, 3.33907e-10, 1.73803e-41, 1.41421, -3.33907e-10, 1.73803e-41, 0, 1.73803e-41, 1.73803e-41, 1.73803e-41, 1.73803e-41, 1.73803e-41, 1.73803e-41, 1.73803e-41, 1.73803e-41, 1.73803e-41, 1.73803e-41, 1.73803e-41, 1.73803e-41, 1.73803e-41, 1.38218e-10, 1.73803e-41, 1.95689e-10, 1.73803e-41, 1.73803e-41
0.290293, 0, 5.02181e-10, 2.29325e-40, 1.41421, -5.02181e-10, 2.29325e-40, 0, 2.29325e-40, 2.29325e-40, 2.29325e-40, 2.29325e-40, 2.29325e-40, 2.29325e-40, 2.29325e-40, 2.29325e-40, 2.29325e-40, 2.29325e-40, 2.29325e-40, 2.29325e-40, 2.29325e-40, 2.14638e-10, 2.29325e-40, 2.87544e-10, 2.29325e-40, 2.29325e-40
0.298156, 0, 7.52365e-10, 2.70695e-39, 1.41421, -7.52365e-10, 2.70695e-39, 0, 2.70695e-39, 2.70695e-39, 2.70695e-39, 2.70695e-39, 2.70695e-39, 2.70695e-39, 2.70695e-39, 2.70695e-39, 2.70695e-39, 2.70695e-39, 2.70695e-39, 2.70695e-39, 2.70695e-39, 3.32247e-10, 2.70695e-39, 4.20118e-10, 2.70695e-39, 2.70695e-39
0.30602, 0, 1.12311e-09, 2.88236e-38, 1.41421, -1.12311e-09, 2.88236e-38, 0, 2.88236e-38, 2.88236e-38, 2.88236e-38, 2.88236e-38, 2.88236e-38, 2.88236e-38, 2.88236e-38, 2.88236e-38, 2.88236e-38, 2.88236e-38, 2.88236e-38, 2.88236e-38, 2.88236e-38, 5.12758e-10, 2.88236e-38, 6.10353e-10, 2.88236e-38, 2.88236e-38
0.313884, 0, 1.67087e-09, 2.7794e-37, 1.41421, -1.67087e-09, 2.7794e-37, 0, 2.7794e-37, 2.7794e-37, 2.7794e-37, 2.7794e-37, 2.7794e-37, 2.7794e-37, 2.7794e-37, 2.7794e-37, 2.7794e-37, 2.7794e-37, 2.7794e-37, 2.7794e-37, 2.7794e-37, 7.89125e-10, 2.7794e-37, 8.81747e-10, 2.7794e-37, 2.7794e-37
0.321748, 0, 2.47797e-09, 2.44216e-36, 1.41421, -2.47797e-09, 2.44216e-36, 0, 2.44216e-36, 2.44216e-36, 2.44216e-36, 2.44216e-36, 2.44216e-36, 2.44216e-36, 2.44216e-36, 2.44216e-36, 2.44216e-36, 2.44216e-36, 2.44216e-36, 2.44216e-36, 2.44216e-36, 1.21128e-09, 2.44216e-36, 1.2667e-09, 2.44216e-36, 2.44216e-36
0.329611, 0, 3.66432e-09, 1.96503e-35, 1.41421, -3.66432e-09, 1.96503e-35, 0, 1.96503e-35, 1.96503e-35, 1.96503e-35, 1.96503e-35, 1.96503e-35, 1.96503e-35, 1.96503e-35, 1.96503e-35, 1.96503e-35, 1.96503e-35, 1.96503e-35, 1.96503e-35, 1.96503e-35, 1.85474e-09, 1.96503e-35, 1.80959e-09, 1.96503e-35, 1.96503e-35
0.337475, 0, 5.40443e-09, 1.4544e-34, 1.41421, -5.40443e-09, 1.4544e-34, 0, 1.4544e-34, 1.4544e-34, 1.4544e-34, 1.4544e-34, 1.4544e-34, 1.4544e-34, 1.4544e-34, 1.4544e-34, 1.4544e-34, 1.4544e-34, 1.4544e-34, 1.4544e-34, 1.4544e-34, 2.83359e-09, 1.4544e-34, 2.57084e-09, 1.4544e-34, 1.4544e-34
0.345339, 0, 7.95216e-09, 9.8039e-34, 1.41421, -7.95216e-09, 9.8039e-34, 0, 9.8039e-34, 9.8039e-34, 9.8039e-34, 9.8039e-34, 9.8039e-34, 9.8039e-34, 9.8039e-34, 9.8039e-34, 9.8039e-34, 9.8039e-34, 9.8039e-34, 9.8039e-34, 9.8039e-34, 4.31992e-09, 9.8039e-34, 3.63224e-09, 9.8039e-34, 9.8039e-34
0.353203, 0, 1.16766e-08, 5.83042e-33, 1.41421, -1.16766e-08, 5.83042e-33, 0, 5.83042e-33, 5.83042e-33, 5.83042e-33, 5.83042e-33, 5.83042e-33, 5.83042e-33, 5.83042e-33, 5.83042e-33, 5.83042e-33, 5.83042e-33, 5.83042e-33, 5.83042e-33, 5.83042e-33, 6.5728e-09, 5.83042e-33, 5.10376e-09, 5.83042e-33, 5.83042e-33
0.361067, 0, 1.71142e-08, 3.54974e-32, 1.41421, -1.71142e-08, 3.54974e-32, 0, 3.54974e-32, 3.54974e-32, 3.54974e-32, 3.54974e-32, 3.54974e-32, 3.54974e-32, 3.54974e-32, 3.54974e-32, 3.54974e-32, 3.54974e-32, 3.54974e-32, 3.54974e-32, 3.54974e-32, 9.98172e-09, 3.54974e-32, 7.13244e-09, 3.54974e-32, 3.54974e-32
0.36893, 0, 2.50446e-08, 1.93113e-31, 1.41421, -2.50446e-08, 1.93113e-31, 0, 1.93113e-31, 1.93113e-31, 1.93113e-31, 1.93113e-31, 1.93113e-31, 1.93113e-31, 1.93113e-31, 1.93113e-31, 1.93113e-31, 1.93113e-31, 1.93113e-31, 1.93113e-31, 1.93113e-31, 1.5131e-08, 1.93113e-31, 9.91364e-09, 1.93113e-31, 1.93113e-31
0.376794, 0, 3.66007e-08, 1.02766e-30, 1.41421, -3.66007e-08, 1.02766e-30, 0, 1.02766e-30, 1.02766e-30, 1.02766e-30, 1.02766e-30, 1.02766e-30, 1.02766e-30, 1.02766e-30, 1.02766e-30, 1.02766e-30, 1.02766e-30, 1.02766e-30, 1.02766e-30, 1.02766e-30, 2.28953e-08, 1.02766e-30, 1.37053e-08, 1.02766e-30, 1.02766e-30
0.384658, 0, 5.3427e-08, 5.19923e-30, 1.41421, -5.3427e-08, 5.19923e-30, 0, 5.19923e-30, 5.19923e-30, 5.19923e-30, 5.19923e-30, 5.19923e-30, 5.19923e-30, 5.19923e-30, 5.19923e-30, 5.19923e-30, 5.19923e-30, 5.19923e-30, 5.19923e-30, 5.19923e-30, 3.45807e-08, 5.19923e-30, 1.88463e-08, 5.19923e-30, 5.19923e-30
0.392522, 0, 7.79103e-08, 2.48083e-29, 1.41421, -7.79103e-08, 2.48083e-29, 0, 2.48083e-29, 2.48083e-29, 2.48083e-29, 2.48083e-29, 2.48083e-29, 2.48083e-29, 2.48083e-29, 2.48083e-29, 2.48083e-29, 2.48083e-29, 2.48083e-29, 2.48083e-29, 2.48083e-29, 5.21316e-08, 2.48083e-29, 2.57786e-08, 2.48083e-29, 2.48083e-29
0.400385, 0, 1.13509e-07, 1.13084e-28, 1.41421, -1.13509e-07, 1.13084e-28, 0, 1.13084e-28, 1.13084e-28, 1.13084e-28, 1.13084e-28, 1.13084e-28, 1.13084e-28, 1.13084e-28, 1.13084e-28, 1.13084e-28, 1.13084e-28, 1.13084e-28, 1.13084e-28, 1.13084e-28, 7.84334e-08, 1.13084e-28, 3.50758e-08, 1.13084e-28, 1.13084e-28
0.408249, 0, 1.65229e-07, 4.95183e-28, 1.41421, -1.65229e-07, 4.95183e-28, 0, 4.95183e-28, 4.95183e-28, 4.95183e-28, 4.95183e-28, 4.95183e-28, 4.95183e-28, 4.95183e-28, 4.95183e-28, 4.95183e-28, 4.95183e-28, 4.95183e-28, 4.95183e-28, 4.95183e-28, 1.17751e-07, 4.95183e-28, 4.74777e-08, 4.95183e-28, 4.95183e-28
0.416113, 0, 2.40297e-07, 2.0679e-27, 1.41421, -2.40297e-07, 2.0679e-27, 0, 2.0679e-27, 2.0679e-27, 2.0679e-27, 2.0679e-27, 2.0679e-27, 2.0679e-27, 2.0679e-27, 2.0679e-27, 2.0679e-27, 2.0679e-27, 2.0679e-27, 2.0679e-27, 2.0679e-27, 1.76365e-07, 2.0679e-27, 6.39328e-08, 2.0679e-27, 2.0679e-27
0.423977, 0, 3.49126e-07, 8.23331e-27, 1.41421, -3.49126e-07, 8.23331e-27, 0, 8.23331e-27, 8.23331e-27, 8.23331e-27, 8.23331e-27, 8.23331e-27, 8.23331e-27, 8.23331e-27, 8.23331e-27, 8.23331e-27, 8.23331e-27, 8.23331e-27, 8.23331e-27, 8.23331e-27, 2.63475e-07, 8.23331e-27, 8.56507e-08, 8.23331e-27, 8.23331e-27
0.431841, 0, 5.06659e-07, 3.12765e-26, 1.41421, -5.06659e-07, 3.12765e-26, 0, 3.12765e-26, 3.12765e-26, 3.12765e-26, 3.12765e-26, 3.12765e-26, 3.12765e-26, 4.41448e-13, 3.12765e-26, 3.12765e-26, 3.12765e-26, 3.12765e-26, 3.12765e-26, 3.12765e-26, 3.92494e-07, 3.12765e-26, 1.14164e-07, 3.12765e-26, 3.12765e-26
0.439704, 0, 7.34278e-07, 1.13554e-25, 1.41421, -7.34278e-07, 1.13554e-25, 0, 1.13554e-25, 1.13554e-25, 1.13554e-25, 1.13554e-25, 1.13554e-25, 1.13554e-25, 1.38531e-12, 1.13554e-25, 1.13554e-25, 1.13554e-25, 1.13554e-25, 1.13554e-25, 1.13554e-25, 5.8287e-07, 1.13554e-25, 1.51406e-07, 1.13554e-25, 1.13554e-25
0.447568, 0, 1.06243e-06, 3.9574e-25, 1.41421, -1.06243e-06, 3.9574e-25, 0, 3.9574e-25, 3.9574e-25, 3.9574e-25, 3.9574e-25, 3.9574e-25, 3.9574e-25, 3.35702e-12, 3.9574e-25, 3.9574e-25, 3.9574e-25, 3.9574e-25, 3.9574e-25, 3.9574e-25, 8.62628e-07, 3.9574e-25, 1.99799e-07, 3.9574e-25, 3.9574e-25
0.455432, 0, 1.53539e-06, 1.33775e-24, 1.41421, -1.53539e-06, 2.85104e-11, 0, 3.23868e-11, 2.79146e-10, 9.2847e-12, 2.0743e-10, 3.08863e-11, 8.99502e-12, 2.84076e-11, 1.85857e-10, 2.29417e-11, 2.51831e-10, 1.05957e-11, 2.85195e-13, 1.5191e-13, 1.2719e-06, 1.03675e-15, 2.62394e-07, 1.33775e-24, 1.33775e-24
0.463296, 0, 2.2142e-06, 6.80243e-11, 1.41421, -2.2142e-06, 1.5712e-10, 6.80243e-11, 1.69234e-10, 9.40364e-10, 9.70393e-11, 7.1625e-10, 1.64545e-10, 9.6134e-11, 1.49196e-10, 6.48832e-10, 1.39718e-10, 8.55002e-10, 1.01136e-10, 6.89155e-11, 7.04643e-11, 1.86784e-06, 6.80275e-11, 3.43003e-07, 6.80243e-11, 6.80243e-11
0.471159, 0, 3.18541e-06, 2.09873e-10, 1.41421, -3.18541e-06, 4.25024e-10, 2.09873e-10, 4.54278e-10, 2.31643e-09, 2.79939e-10, 1.77523e-09, 4.42954e-10, 2.77753e-10, 3.99952e-10, 1.61243e-09, 3.83001e-10, 2.11029e-09, 2.89833e-10, 2.12025e-10, 2.18125e-10, 2.73107e-06, 2.09881e-10, 4.46291e-07, 2.09873e-10, 2.09873e-10
0.479023, 0, 4.57041e-06, 5.02056e-10, 1.41421, -4.57041e-06, 9.74482e-10, 5.02056e-10, 1.03872e-09, 5.1276e-09, 6.55907e-10, 3.93924e-09, 1.01385e-09, 6.51106e-10, 9.12757e-10, 3.58176e-09, 8.82207e-10, 4.67497e-09, 6.77631e-10, 5.06782e-10, 5.23309e-10, 3.97465e-06, 5.02073e-10, 5.78133e-07, 5.02056e-10, 5.02056e-10
0.486887, 0, 6.53919e-06, 1.09626e-09, 1.41421, -6.53919e-06, 2.08422e-09, 1.09626e-09, 2.21855e-09, 1.07695e-08, 1.418e-09, 8.28431e-09, 2.16655e-09, 1.40796e-09, 1.94559e-09, 7.53672e-09, 1.89125e-09, 9.8229e-09, 1.46343e-09, 1.10614e-09, 1.14512e-09, 5.75664e-06, 1.09629e-09, 7.45734e-07, 1.09626e-09, 1.09626e-09
0.494751, 0, 9.33257e-06, 2.2863e-09, 1.41421, -9.33257e-06, 4.28896e-09, 2.2863e-09, 4.56125e-09, 2.18944e-08, 2.93849e-09, 1.68568e-08, 4.45585e-09, 2.91814e-09, 3.99298e-09, 1.53414e-08, 3.8978e-09, 1.99756e-08, 3.03058e-09, 2.30634e-09, 2.39184e-09, 8.29991e-06, 2.28638e-09, 9.58112e-07, 2.2863e-09, 2.2863e-09
0.502615, 0, 1.32787e-05, 4.62731e-09, 1.41421, -1.32787e-05, 8.59205e-09, 4.62731e-09, 9.13113e-09, 4.34463e-08, 5.91847e-09, 3.34732e-08, 8.92245e-09, 5.87819e-09, 8.39844e-09, 3.04731e-08, 7.81766e-09, 3.96477e-08, 6.10079e-09, 4.66697e-09, 4.84629e-09, 1.19042e-05, 4.62745e-09, 1.22661e-06, 4.62731e-09, 4.62731e-09
0.510478, 0, 1.88284e-05, 9.14999e-09, 1.41421, -1.88284e-05, 1.68426e-08, 9.14999e-09, 1.78886e-08, 8.4469e-08, 1.16552e-08, 6.51187e-08, 1.74837e-08, 1.1577e-08, 1.81743e-08, 5.92977e-08, 1.53401e-08, 7.70987e-08, 1.20089e-08, 9.22694e-09, 9.5912e-09, 1.69742e-05, 9.15027e-09, 1.56564e-06, 9.14999e-09, 9.14999e-09
0.518342, 0, 2.66168e-05, 1.77339e-08, 1.41421, -2.66168e-05, 3.23866e-08, 1.77339e-08, 3.43789e-08, 1.61199e-07, 2.25057e-08, 1.24341e-07, 3.36077e-08, 2.23568e-08, 4.02056e-08, 1.13254e-07, 2.95246e-08, 1.4716e-07, 2.31795e-08, 1.78805e-08, 1.86022e-08, 2.40683e-05, 1.77345e-08, 1.99389e-06, 1.77339e-08, 1.77339e-08
0.526206, 0, 3.75159e-05, 3.37431e-08, 1.41421, -3.75159e-05, 6.11657e-08, 3.37431e-08, 6.48943e-08, 3.0224e-07, 4.26736e-08, 2.3326e-07, 6.3451e-08, 4.23949e-08, 8.2758e-08, 2.12509e-07, 5.58095e-08, 2.75966e-07, 4.39346e-08, 3.40174e-08, 3.54175e-08, 3.39354e-05, 3.37441e-08, 2.53614e-06, 3.37431e-08, 3.37431e-08
0.53407, 0, 5.27348e-05, 6.30844e-08, 1.41421, -5.27348e-05, 1.13533e-07, 6.30844e-08, 1.20392e-07, 5.57031e-07, 7.95135e-08, 4.3013e-07, 1.17737e-07, 7.90009e-08, 1.63431e-07, 3.91956e-07, 1.03679e-07, 5.08696e-07, 8.18334e-08, 6.3589e-08, 6.62538e-08, 4.75783e-05, 6.30862e-08, 3.22601e-06, 6.30844e-08, 6.30844e-08
0.541933, 0, 7.39517e-05, 1.15933e-07, 1.41421, -7.39517e-05, 2.07188e-07, 1.15933e-07, 2.19596e-07, 1.00941e-06, 1.45651e-07, 7.79867e-07, 2.14793e-07, 1.44724e-07, 3.14423e-07, 7.10815e-07, 1.89364e-07, 9.21981e-07, 1.49848e-07, 1.16846e-07, 1.21828e-07, 6.6334e-05, 1.15937e-07, 4.11035e-06, 1.15933e-07, 1.15933e-07
0.549797, 0, 0.000103497, 2.09489e-07, 1.41421, -0.000103497, 3.71819e-07, 2.09489e-07, 3.9389e-07, 1.79887e-06, 2.62353e-07, 1.39054e-06, 3.85347e-07, 2.60704e-07, 5.88435e-07, 1.26771e-06, 3.40112e-07, 1.64334e-06, 2.69818e-07, 2.11112e-07, 2.20269e-07, 9.19792e-05, 2.09495e-07, 5.25617e-06, 2.09489e-07, 2.09489e-07
0.557661, 0, 0.000144631, 3.72267e-07, 1.41421, -0.000144631, 6.56279e-07, 3.72267e-07, 6.94895e-07, 3.15304e-06, 4.64758e-07, 2.43863e-06, 6.79947e-07, 4.61872e-07, 1.08596e-06, 2.22372e-06, 6.00805e-07, 2.88093e-06, 4.77818e-07, 3.75108e-07, 3.9166e-07, 0.000126869, 3.72277e-07, 6.76088e-06, 3.72267e-07, 3.72267e-07
0.565525, 0, 0.000201911, 6.5065e-07, 1.41421, -0.000201911, 1.13943e-06, 6.5065e-07, 1.20589e-06, 5.43633e-06, 8.09827e-07, 4.20683e-06, 1.18016e-06, 8.04861e-07, 1.97652e-06, 3.83697e-06, 1.04396e-06, 4.96803e-06, 8.32303e-07, 6.5554e-07, 6.84976e-07, 0.000174121, 6.50668e-07, 8.76828e-06, 6.5065e-07, 6.5065e-07
0.573389, 0, 0.00028173, 1.11863e-06, 1.41421, -0.00028173, 1.94614e-06, 1.11863e-06, 2.05866e-06, 9.2208e-06, 1.38812e-06, 7.13926e-06, 2.0151e-06, 1.37971e-06, 3.54795e-06, 6.51308e-06, 1.78451e-06, 8.42797e-06, 1.42617e-06, 1.12691e-06, 1.17843e-06, 0.000237863, 1.11866e-06, 1.14943e-05, 1.11863e-06, 1.11863e-06
0.581252, 0, 0.000393055, 1.89198e-06, 1.41421, -0.000393055, 3.27029e-06, 1.89198e-06, 3.4577e-06, 1.53871e-05, 2.34084e-06, 1.192e-05, 3.38515e-06, 2.32684e-06, 6.28132e-06, 1.08771e-05, 3.00108e-06, 1.40665e-05, 2.40422e-06, 1.90577e-06, 1.99449e-06, 0.000323561, 1.89203e-06, 1.5255e-05, 1.89198e-06, 1.89198e-06
0.589116, 0, 0.000548463, 3.1483e-06, 1.41421, -0.000548463, 5.40712e-06, 3.1483e-06, 5.71424e-06, 2.52645e-05, 3.88391e-06, 1.95826e-05, 5.59535e-06, 3.86096e-06, 1.0968e-05, 1.78733e-05, 4.96592e-06, 2.31003e-05, 3.98778e-06, 3.1709e-06, 3.32133e-06, 0.000438471, 3.14838e-06, 2.05204e-05, 3.1483e-06, 3.1483e-06
0.59698, 0, 0.000765548, 5.15478e-06, 1.41421, -0.000765548, 8.7974e-06, 5.15478e-06, 9.29267e-06, 4.08198e-05, 6.34104e-06, 3.1657e-05, 9.10095e-06, 6.30403e-06, 1.88886e-05, 2.89006e-05, 8.08592e-06, 3.73298e-05, 6.50852e-06, 5.19122e-06, 5.44234e-06, 0.000592228, 5.15491e-06, 2.79816e-05, 5.15478e-06, 5.15478e-06
0.604844, 0, 0.00106879, 8.30518e-06, 1.41421, -0.00106879, 1.40859e-05, 8.30518e-06, 1.48718e-05, 6.49041e-05, 1.01877e-05, 5.03632e-05, 1.45676e-05, 1.0129e-05, 3.20812e-05, 4.59888e-05, 1.29568e-05, 5.93656e-05, 1.04535e-05, 8.36301e-06, 8.77573e-06, 0.00079764, 8.30539e-06, 3.86359e-05, 8.30518e-06, 8.30518e-06
0.612707, 0, 0.00149207, 1.31687e-05, 1.41421, -0.00149207, 2.21974e-05, 1.31687e-05, 2.3425e-05, 0.000101569, 1.6109e-05, 7.88581e-05, 2.29498e-05, 1.60173e-05, 5.37363e-05, 7.20258e-05, 2.04339e-05, 9.29188e-05, 1.65241e-05, 1.32591e-05, 1.39271e-05, 0.00107173, 1.31691e-05, 5.3919e-05, 1.31687e-05, 1.31687e-05
