   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_233.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, S_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.0261717, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.018193, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0102143, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00223561, 0, 1.52777e-12, 0, 1.41421, -1.52777e-12, 0, 0, 0, 0, 0, 0, 7.2549e-15, 0, 0, 2.32993e-17, 1.43826e-15, 0, 1.51905e-12, 0, 0
0.00574308, 0, 2.37926e-12, 0, 1.41421, -2.37926e-12, 0, 0, 0, 0, 0, 0, 1.1298e-14, 0, 0, 3.71076e-17, 2.32589e-15, 0, 2.3656e-12, 0, 0
0.0137218, 0, 3.68456e-12, 0, 1.41421, -3.68456e-12, 0, 0, 0, 0, 0, 0, 1.74955e-14, 0, 0, 5.87813e-17, 3.74123e-15, 0, 3.66326e-12, 0, 0
0.0217005, 0, 5.67425e-12, 0, 1.41421, -5.67425e-12, 0, 0, 0, 0, 0, 0, 2.69423e-14, 0, 0, 9.26203e-17, 5.98625e-15, 0, 5.64122e-12, 0, 0
0.0296791, 0, 8.69031e-12, 0, 1.41421, -8.69031e-12, 0, 0, 0, 0, 0, 0, 4.12615e-14, 0, 0, 1.45179e-16, 9.52842e-15, 0, 8.63938e-12, 0, 0
0.0376578, 0, 1.32506e-11, 0, 1.41421, -1.32506e-11, 0, 0, 0, 0, 0, 0, 6.29119e-14, 0, 0, 2.26926e-16, 1.51355e-14, 0, 1.31724e-11, 0, 0
0.0456365, 0, 2.0072e-11, 0, 1.41421, -2.0072e-11, 0, 0, 0, 0, 0, 0, 9.52957e-14, 0, 0, 3.5206e-16, 2.38386e-14, 0, 1.99525e-11, 0, 0
0.0536152, 0, 3.02423e-11, 0, 1.41421, -3.02423e-11, 0, 0, 0, 0, 0, 0, 1.43577e-13, 0, 0, 5.43524e-16, 3.73564e-14, 0, 3.00609e-11, 0, 0
0.0615939, 0, 4.53241e-11, 0, 1.41421, -4.53241e-11, 0, 0, 0, 0, 0, 0, 2.15174e-13, 0, 0, 8.3509e-16, 5.82469e-14, 0, 4.50499e-11, 0, 0
0.0695726, 0, 6.75697e-11, 0, 1.41421, -6.75697e-11, 0, 0, 0, 0, 0, 0, 3.20777e-13, 0, 0, 1.27705e-15, 9.03705e-14, 0, 6.71573e-11, 0, 0
0.0775513, 0, 1.00208e-10, 0, 1.41421, -1.00208e-10, 0, 0, 0, 0, 0, 0, 4.75717e-13, 0, 0, 1.94402e-15, 1.39525e-13, 0, 9.95905e-11, 0, 0
0.08553, 0, 1.47841e-10, 0, 1.41421, -1.47841e-10, 0, 0, 0, 0, 0, 0, 7.01847e-13, 0, 0, 2.94622e-15, 2.14374e-13, 0, 1.46922e-10, 0, 0
0.0935087, 0, 2.16995e-10, 0, 1.41421, -2.16995e-10, 0, 0, 0, 0, 0, 0, 1.03016e-12, 0, 0, 4.44595e-15, 3.27804e-13, 0, 2.15633e-10, 0, 0
0.101487, 0, 3.16873e-10, 0, 1.41421, -3.16873e-10, 0, 0, 0, 0, 0, 0, 1.50436e-12, 0, 0, 6.68142e-15, 4.98894e-13, 0, 3.14863e-10, 0, 0
0.109466, 0, 4.60381e-10, 0, 1.41421, -4.60381e-10, 0, 0, 0, 0, 0, 0, 2.18577e-12, 0, 0, 1.00012e-14, 7.55756e-13, 0, 4.57429e-10, 0, 0
0.117445, 0, 6.65521e-10, 0, 1.41421, -6.65521e-10, 0, 0, 0, 0, 0, 0, 3.15994e-12, 0, 0, 1.49138e-14, 1.13963e-12, 0, 6.61207e-10, 0, 0
0.125423, 0, 9.57273e-10, 0, 1.41421, -9.57273e-10, 0, 0, 0, 0, 0, 0, 4.54565e-12, 0, 0, 2.21602e-14, 1.71077e-12, 0, 9.50995e-10, 0, 0
0.133402, 0, 1.37011e-09, 0, 1.41421, -1.37011e-09, 0, 0, 0, 0, 0, 0, 6.50687e-12, 0, 0, 3.28167e-14, 2.55679e-12, 0, 1.36101e-09, 0, 0
0.141381, 0, 1.9517e-09, 0, 1.41421, -1.9517e-09, 0, 0, 0, 0, 0, 0, 9.27067e-12, 0, 0, 4.85258e-14, 3.80873e-12, 0, 1.93857e-09, 0, 0
0.14936, 0, 2.76609e-09, 0, 1.41421, -2.76609e-09, 0, 0, 0, 0, 0, 0, 1.31419e-11, 0, 0, 7.14327e-14, 5.64331e-12, 0, 2.74723e-09, 0, 0
0.157338, 0, 3.90133e-09, 0, 1.41421, -3.90133e-09, 0, 0, 0, 0, 0, 0, 1.85405e-11, 0, 0, 1.04876e-13, 8.32685e-12, 0, 3.87436e-09, 0, 0
0.165317, 0, 5.4761e-09, 0, 1.41421, -5.4761e-09, 0, 0, 0, 0, 0, 0, 2.60329e-11, 0, 0, 1.53613e-13, 1.22367e-11, 0, 5.43768e-09, 0, 0
0.173296, 0, 7.64991e-09, 0, 1.41421, -7.64991e-09, 0, 0, 0, 0, 0, 0, 3.63816e-11, 0, 0, 2.24527e-13, 1.79112e-11, 0, 7.59539e-09, 0, 0
0.181274, 0, 1.06362e-08, 0, 1.41421, -1.06362e-08, 0, 0, 0, 0, 0, 0, 5.0608e-11, 0, 0, 3.2758e-13, 2.61163e-11, 0, 1.05591e-08, 0, 0
0.189253, 0, 1.47188e-08, 0, 1.41421, -1.47188e-08, 0, 0, 0, 0, 0, 0, 7.00741e-11, 0, 0, 4.77192e-13, 3.79378e-11, 0, 1.46103e-08, 0, 0
0.197232, 0, 2.02738e-08, 4.2039e-43, 1.41421, -2.02738e-08, 0, 4.2039e-43, 4.2039e-43, 4.2039e-43, 4.2039e-43, 4.2039e-43, 9.65869e-11, 4.2039e-43, 4.2039e-43, 6.9424e-13, 5.49103e-11, 4.2039e-43, 2.01216e-08, 4.2039e-43, 4.2039e-43
