   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_579.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Zn_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup
-0.00295506, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0049048, 0, 3.21312e-19, 0, 1.41421, -3.21312e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.32524e-24, 0, 4.21849e-20, 0, 2.79124e-19, 0, 0
0.0127647, 0, 6.40328e-19, 0, 1.41421, -6.40328e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.69975e-24, 0, 8.55469e-20, 0, 5.54775e-19, 0, 0
0.0206245, 0, 1.26344e-18, 0, 1.41421, -1.26344e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.3367e-23, 0, 1.71754e-19, 0, 1.09168e-18, 0, 0
0.0284844, 0, 2.46905e-18, 0, 1.41421, -2.46905e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.64173e-23, 0, 3.41531e-19, 0, 2.12749e-18, 0, 0
0.0363443, 0, 4.78024e-18, 0, 1.41421, -4.78024e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.17312e-23, 0, 6.72856e-19, 0, 4.10734e-18, 0, 0
0.0442041, 0, 9.17131e-18, 0, 1.41421, -9.17131e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.00402e-22, 0, 1.31376e-18, 0, 7.85744e-18, 0, 0
0.052064, 0, 1.74414e-17, 0, 1.41421, -1.74414e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.93179e-22, 0, 2.54297e-18, 0, 1.48982e-17, 0, 0
0.0599239, 0, 3.28849e-17, 0, 1.41421, -3.28849e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.68562e-22, 0, 4.88099e-18, 0, 2.80035e-17, 0, 0
0.0677838, 0, 6.14847e-17, 0, 1.41421, -6.14847e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.97394e-22, 0, 9.29228e-18, 0, 5.21917e-17, 0, 0
0.0756436, 0, 1.14018e-16, 0, 1.41421, -1.14018e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.30902e-21, 0, 1.75502e-17, 0, 9.64666e-17, 0, 0
0.0835035, 0, 2.09746e-16, 0, 1.41421, -2.09746e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.43775e-21, 0, 3.28908e-17, 0, 1.76852e-16, 0, 0
0.0913634, 0, 3.82819e-16, 0, 1.41421, -3.82819e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.5048e-21, 0, 6.11764e-17, 0, 3.21638e-16, 0, 0
0.0992232, 0, 6.93328e-16, 0, 1.41421, -6.93328e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.26167e-21, 0, 1.1295e-16, 0, 5.8037e-16, 0, 0
