   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_27.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Ti_K, Ca_K, Cl_K, S_K, Si_K, Br_L, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
6.46211, 11.317, 13.3252, 13.3247, 3.64924, -2.00819, 0, 13.3247, 13.3248, 13.3251, 13.3247, 13.3247, 13.3247, 13.3247, 13.3247, 13.3247, 13.3247, 13.3247, 13.3247, 13.3247, 13.3247, 13.3247, 13.3247
6.46976, 16.9807, 13.3374, 13.337, 4.35668, 3.64322, 0, 13.337, 13.337, 13.3374, 13.337, 13.337, 13.337, 13.337, 13.337, 13.337, 13.337, 13.337, 13.337, 13.337, 13.337, 13.337, 13.337
6.4774, 16.8202, 13.3494, 13.349, 4.33823, 3.47075, 0, 13.349, 13.349, 13.3494, 13.349, 13.349, 13.349, 13.349, 13.349, 13.349, 13.349, 13.349, 13.349, 13.349, 13.349, 13.349, 13.349
6.48505, 14.6662, 13.3612, 13.3607, 4.08243, 1.30506, 0, 13.3607, 13.3607, 13.3611, 13.3607, 13.3607, 13.3607, 13.3607, 13.3607, 13.3607, 13.3607, 13.3607, 13.3607, 13.3607, 13.3607, 13.3607, 13.3607
6.4927, 10.6752, 13.3727, 13.3722, 3.56023, -2.69747, 0, 13.3722, 13.3722, 13.3726, 13.3722, 13.3722, 13.3722, 13.3722, 13.3722, 13.3722, 13.3722, 13.3722, 13.3722, 13.3722, 13.3722, 13.3722, 13.3722
6.50035, 7.30032, 13.3839, 13.3834, 3.04964, -6.08357, 0, 13.3834, 13.3834, 13.3838, 13.3834, 13.3834, 13.3834, 13.3834, 13.3834, 13.3834, 13.3834, 13.3834, 13.3834, 13.3834, 13.3834, 13.3834, 13.3834
6.508, 8.13927, 13.3949, 13.3943, 3.18422, -5.25558, 0, 13.3943, 13.3944, 13.3948, 13.3943, 13.3943, 13.3943, 13.3943, 13.3943, 13.3943, 13.3943, 13.3943, 13.3943, 13.3943, 13.3943, 13.3943, 13.3943
6.51564, 13.9851, 13.4056, 13.405, 3.99814, 0.579568, 0, 13.4051, 13.4051, 13.4055, 13.405, 13.405, 13.405, 13.405, 13.405, 13.405, 13.405, 13.405, 13.405, 13.405, 13.405, 13.405, 13.405
6.52329, 10.8647, 13.416, 13.4155, 3.58674, -2.55132, 0, 13.4155, 13.4155, 13.4159, 13.4155, 13.4155, 13.4155, 13.4155, 13.4155, 13.4155, 13.4155, 13.4155, 13.4155, 13.4155, 13.4155, 13.4155, 13.4155
6.53094, 19.6747, 13.4262, 13.4257, 4.65561, 6.24853, 0, 13.4257, 13.4257, 13.4261, 13.4257, 13.4257, 13.4257, 13.4257, 13.4257, 13.4257, 13.4257, 13.4257, 13.4257, 13.4257, 13.4257, 13.4257, 13.4257
6.53859, 11.4178, 13.4361, 13.4356, 3.66303, -2.01834, 0, 13.4356, 13.4357, 13.436, 13.4356, 13.4356, 13.4356, 13.4356, 13.4356, 13.4356, 13.4356, 13.4356, 13.4356, 13.4356, 13.4356, 13.4356, 13.4356
6.54623, 12.9852, 13.4458, 13.4453, 3.87107, -0.460629, 0, 13.4453, 13.4454, 13.4457, 13.4453, 13.4453, 13.4453, 13.4453, 13.4453, 13.4453, 13.4453, 13.4453, 13.4453, 13.4453, 13.4453, 13.4453, 13.4453
6.55388, 10.9858, 13.4552, 13.4547, 3.60358, -2.46941, 0, 13.4547, 13.4548, 13.4551, 13.4547, 13.4547, 13.4547, 13.4547, 13.4547, 13.4547, 13.4547, 13.4547, 13.4547, 13.4547, 13.4547, 13.4547, 13.4547
6.56153, 15.254, 13.4644, 13.4639, 4.15379, 1.78955, 0, 13.4639, 13.464, 13.4643, 13.4639, 13.4639, 13.4639, 13.4639, 13.4639, 13.4639, 13.4639, 13.4639, 13.4639, 13.4639, 13.4639, 13.4639, 13.4639
6.56918, 16.4528, 13.4733, 13.4728, 4.29567, 2.97945, 0, 13.4728, 13.4729, 13.4732, 13.4728, 13.4728, 13.4728, 13.4728, 13.4728, 13.4728, 13.4728, 13.4728, 13.4728, 13.4728, 13.4728, 13.4728, 13.4728
6.57682, 7.37943, 13.482, 13.4814, 3.06259, -6.10258, 0, 13.4815, 13.4816, 13.4819, 13.4814, 13.4814, 13.4814, 13.4814, 13.4814, 13.4814, 13.4814, 13.4814, 13.4814, 13.4814, 13.4814, 13.4814, 13.4814
6.58447, 16.1103, 13.4904, 13.4899, 4.25562, 2.61984, 0, 13.4899, 13.49, 13.4903, 13.4899, 13.4899, 13.4899, 13.4899, 13.4899, 13.4899, 13.4899, 13.4899, 13.4899, 13.4899, 13.4899, 13.4899, 13.4899
6.59212, 16.8558, 13.4986, 13.498, 4.34233, 3.3572, 0, 13.4981, 13.4982, 13.4984, 13.498, 13.498, 13.498, 13.498, 13.498, 13.498, 13.498, 13.498, 13.498, 13.498, 13.498, 13.498, 13.498
6.59977, 11.2279, 13.5066, 13.506, 3.63701, -2.27869, 0, 13.506, 13.5062, 13.5063, 13.506, 13.506, 13.506, 13.506, 13.506, 13.506, 13.506, 13.506, 13.506, 13.506, 13.506, 13.506, 13.506
6.60741, 14.6187, 13.5143, 13.5137, 4.07661, 1.10446, 0, 13.5137, 13.5139, 13.514, 13.5137, 13.5137, 13.5137, 13.5137, 13.5137, 13.5137, 13.5137, 13.5137, 13.5137, 13.5137, 13.5137, 13.5137, 13.5137
6.61506, 9.21975, 13.5217, 13.5211, 3.34959, -4.30197, 0, 13.5211, 13.5213, 13.5214, 13.5211, 13.5211, 13.5211, 13.5211, 13.5211, 13.5211, 13.5211, 13.5211, 13.5211, 13.5211, 13.5211, 13.5211, 13.5211
6.62271, 10.866, 13.5289, 13.5283, 3.58693, -2.6629, 0, 13.5283, 13.5286, 13.5286, 13.5283, 13.5283, 13.5283, 13.5283, 13.5283, 13.5283, 13.5283, 13.5283, 13.5283, 13.5283, 13.5283, 13.5283, 13.5283
6.63036, 17.4346, 13.5359, 13.5352, 4.40847, 3.89865, 0, 13.5353, 13.5356, 13.5356, 13.5352, 13.5352, 13.5352, 13.5352, 13.5352, 13.5352, 13.5352, 13.5352, 13.5352, 13.5352, 13.5352, 13.5352, 13.5352
6.638, 15.5316, 13.5427, 13.542, 4.18708, 1.98893, 0, 13.542, 13.5423, 13.5423, 13.542, 13.542, 13.542, 13.542, 13.542, 13.542, 13.542, 13.542, 13.542, 13.542, 13.542, 13.542, 13.542
6.64565, 13.8755, 13.5492, 13.5484, 3.98441, 0.326374, 0, 13.5484, 13.5489, 13.5487, 13.5484, 13.5484, 13.5484, 13.5484, 13.5484, 13.5484, 13.5484, 13.5484, 13.5484, 13.5484, 13.5484, 13.5484, 13.5484
6.6533, 11.88, 13.5555, 13.5546, 3.72559, -1.67543, 0, 13.5547, 13.5552, 13.5549, 13.5546, 13.5546, 13.5546, 13.5546, 13.5546, 13.5546, 13.5546, 13.5546, 13.5546, 13.5546, 13.5546, 13.5546, 13.5546
6.66095, 11.9879, 13.5615, 13.5606, 3.74004, -1.57362, 0, 13.5607, 13.5612, 13.5609, 13.5606, 13.5606, 13.5606, 13.5606, 13.5606, 13.5606, 13.5606, 13.5606, 13.5606, 13.5606, 13.5606, 13.5606, 13.5606
6.66859, 15.887, 13.5673, 13.5664, 4.2293, 2.31969, 0, 13.5664, 13.567, 13.5667, 13.5664, 13.5664, 13.5664, 13.5664, 13.5664, 13.5664, 13.5664, 13.5664, 13.5664, 13.5664, 13.5664, 13.5664, 13.5664
6.67624, 15.5802, 13.5729, 13.5719, 4.19287, 2.00725, 0, 13.5719, 13.5727, 13.5722, 13.5719, 13.5719, 13.5719, 13.5719, 13.5719, 13.5719, 13.5719, 13.5719, 13.5719, 13.5719, 13.5719, 13.5719, 13.5719
6.68389, 15.6883, 13.5783, 13.5772, 4.20574, 2.11, 0, 13.5772, 13.578, 13.5774, 13.5772, 13.5772, 13.5772, 13.5772, 13.5772, 13.5772, 13.5772, 13.5772, 13.5772, 13.5772, 13.5772, 13.5772, 13.5772
6.69154, 11.9831, 13.5834, 13.5822, 3.7394, -1.60036, 0, 13.5823, 13.5832, 13.5825, 13.5822, 13.5822, 13.5822, 13.5822, 13.5822, 13.5822, 13.5822, 13.5822, 13.5822, 13.5822, 13.5822, 13.5822, 13.5822
6.69918, 17.0746, 13.5884, 13.5871, 4.36744, 3.48617, 0, 13.5871, 13.5881, 13.5873, 13.5871, 13.5871, 13.5871, 13.5871, 13.5871, 13.5871, 13.5871, 13.5871, 13.5871, 13.5871, 13.5871, 13.5871, 13.5871
6.70683, 12.7144, 13.5931, 13.5917, 3.83594, -0.878661, 0, 13.5917, 13.5928, 13.5919, 13.5917, 13.5917, 13.5917, 13.5917, 13.5917, 13.5917, 13.5917, 13.5917, 13.5917, 13.5917, 13.5917, 13.5917, 13.5917
6.71448, 12.2464, 13.5976, 13.596, 3.77444, -1.35115, 0, 13.596, 13.5973, 13.5962, 13.596, 13.596, 13.596, 13.596, 13.596, 13.596, 13.596, 13.596, 13.596, 13.596, 13.596, 13.596, 13.596
6.72213, 13.8969, 13.6018, 13.6002, 3.9871, 0.2951, 0, 13.6002, 13.6016, 13.6004, 13.6002, 13.6002, 13.6002, 13.6002, 13.6002, 13.6002, 13.6002, 13.6002, 13.6002, 13.6002, 13.6002, 13.6002, 13.6002
6.72978, 9.73928, 13.6059, 13.6041, 3.42626, -3.86662, 0, 13.6041, 13.6057, 13.6043, 13.6041, 13.6041, 13.6041, 13.6041, 13.6041, 13.6041, 13.6041, 13.6041, 13.6041, 13.6041, 13.6041, 13.6041, 13.6041
6.73742, 10.069, 13.6097, 13.6077, 3.47405, -3.54072, 0, 13.6078, 13.6095, 13.6079, 13.6077, 13.6077, 13.6077, 13.6077, 13.6077, 13.6077, 13.6077, 13.6077, 13.6077, 13.6077, 13.6077, 13.6077, 13.6077
6.74507, 9.91163, 13.6134, 13.6112, 3.45132, -3.70173, 0, 13.6112, 13.6132, 13.6114, 13.6112, 13.6112, 13.6112, 13.6112, 13.6112, 13.6112, 13.6112, 13.6112, 13.6112, 13.6112, 13.6112, 13.6112, 13.6112
6.75272, 12.2128, 13.6168, 13.6144, 3.76999, -1.40393, 0, 13.6145, 13.6166, 13.6146, 13.6144, 13.6144, 13.6144, 13.6144, 13.6144, 13.6144, 13.6144, 13.6144, 13.6144, 13.6144, 13.6144, 13.6144, 13.6144
6.76037, 14.911, 13.62, 13.6175, 4.11229, 1.29099, 0, 13.6175, 13.6198, 13.6176, 13.6175, 13.6175, 13.6175, 13.6175, 13.6175, 13.6175, 13.6175, 13.6175, 13.6175, 13.6175, 13.6175, 13.6175, 13.6175
6.76801, 9.1245, 13.623, 13.6203, 3.33534, -4.49845, 0, 13.6203, 13.6228, 13.6204, 13.6203, 13.6203, 13.6203, 13.6203, 13.6203, 13.6203, 13.6203, 13.6203, 13.6203, 13.6203, 13.6203, 13.6203, 13.6203
6.77566, 11.713, 13.6257, 13.6228, 3.70311, -1.91267, 0, 13.6229, 13.6255, 13.623, 13.6228, 13.6228, 13.6228, 13.6228, 13.6228, 13.6228, 13.6228, 13.6228, 13.6228, 13.6229, 13.6228, 13.6228, 13.6228
6.78331, 9.24833, 13.6283, 13.6252, 3.35385, -4.37995, 0, 13.6252, 13.6281, 13.6254, 13.6252, 13.6252, 13.6252, 13.6252, 13.6252, 13.6252, 13.6252, 13.6252, 13.6252, 13.6252, 13.6252, 13.6252, 13.6252
6.79096, 13.7323, 13.6306, 13.6274, 3.9664, 0.101727, 0, 13.6274, 13.6304, 13.6275, 13.6274, 13.6274, 13.6274, 13.6274, 13.6274, 13.6274, 13.6274, 13.6274, 13.6274, 13.6274, 13.6274, 13.6274, 13.6274
6.7986, 9.11001, 13.6327, 13.6293, 3.33317, -4.52272, 0, 13.6293, 13.6326, 13.6295, 13.6293, 13.6293, 13.6293, 13.6293, 13.6293, 13.6293, 13.6293, 13.6293, 13.6293, 13.6293, 13.6293, 13.6293, 13.6293
6.80625, 11.0424, 13.6346, 13.6311, 3.61143, -2.59224, 0, 13.6311, 13.6345, 13.6312, 13.6311, 13.6311, 13.6311, 13.6311, 13.6311, 13.6311, 13.6311, 13.6311, 13.6311, 13.6311, 13.6311, 13.6311, 13.6311
6.8139, 14.8734, 13.6363, 13.6326, 4.10773, 1.23709, 0, 13.6326, 13.6361, 13.6327, 13.6326, 13.6326, 13.6326, 13.6326, 13.6326, 13.6326, 13.6326, 13.6326, 13.6326, 13.6326, 13.6326, 13.6326, 13.6326
6.82155, 11.9357, 13.6378, 13.6339, 3.73306, -1.70206, 0, 13.6339, 13.6376, 13.6341, 13.6339, 13.6339, 13.6339, 13.6339, 13.6339, 13.6339, 13.6339, 13.6339, 13.6339, 13.6339, 13.6339, 13.6339, 13.6339
6.82919, 8.9901, 13.6391, 13.635, 3.31513, -4.64896, 0, 13.635, 13.6389, 13.6352, 13.635, 13.635, 13.635, 13.635, 13.635, 13.635, 13.635, 13.635, 13.635, 13.635, 13.635, 13.635, 13.635
6.83684, 10.1807, 13.6401, 13.6359, 3.49008, -3.45942, 0, 13.6359, 13.6399, 13.6361, 13.6359, 13.6359, 13.6359, 13.6359, 13.6359, 13.6359, 13.6359, 13.6359, 13.6359, 13.6359, 13.6359, 13.6359, 13.6359
6.84449, 12.0716, 13.9026, 13.8983, 3.75122, -1.83101, 0, 13.8984, 13.9024, 13.8985, 13.8983, 13.8983, 13.8983, 13.8983, 13.8983, 13.8983, 13.8983, 13.8983, 13.8983, 13.8983, 13.8983, 13.8983, 13.8983
6.85214, 13.7621, 14.1662, 14.1619, 3.97015, -0.404165, 0, 14.1619, 14.166, 14.162, 14.1619, 14.1619, 14.1619, 14.1619, 14.1619, 14.1619, 14.1619, 14.1619, 14.1619, 14.1619, 14.1619, 14.1619, 14.1619
6.85979, 8.94698, 14.4293, 14.4249, 3.30862, -5.48233, 0, 14.4249, 14.4291, 14.425, 14.4249, 14.4249, 14.4249, 14.4249, 14.4249, 14.4249, 14.4249, 14.4249, 14.4249, 14.4249, 14.4249, 14.4249, 14.4249
6.86743, 11.0665, 14.6918, 14.6873, 3.61477, -3.62529, 0, 14.6873, 14.6916, 14.6875, 14.6873, 14.6873, 14.6873, 14.6873, 14.6873, 14.6873, 14.6873, 14.6873, 14.6873, 14.6873, 14.6873, 14.6873, 14.6873
6.87508, 9.98586, 14.9538, 14.9492, 3.46206, -4.96793, 0, 14.9493, 14.9536, 14.9494, 14.9492, 14.9492, 14.9492, 14.9492, 14.9492, 14.9492, 14.9492, 14.9492, 14.9492, 14.9492, 14.9492, 14.9492, 14.9492
6.88273, 15.1833, 15.2152, 15.2106, 4.14527, -0.031888, 0, 15.2106, 15.215, 15.2108, 15.2106, 15.2106, 15.2106, 15.2106, 15.2106, 15.2106, 15.2106, 15.2106, 15.2106, 15.2106, 15.2106, 15.2106, 15.2106
6.89038, 14.8796, 15.4764, 15.4719, 4.10847, -0.596868, 0, 15.4719, 15.4762, 15.472, 15.4719, 15.4719, 15.4719, 15.4719, 15.4719, 15.4719, 15.4719, 15.4719, 15.4719, 15.4719, 15.4719, 15.4719, 15.4719
6.89802, 20.8937, 15.737, 15.7325, 4.78473, 5.15664, 0, 15.7325, 15.7368, 15.7327, 15.7325, 15.7325, 15.7325, 15.7325, 15.7325, 15.7325, 15.7325, 15.7325, 15.7325, 15.7325, 15.7325, 15.7325, 15.7325
6.90567, 14.0115, 15.9969, 15.9925, 4.00143, -1.98549, 0, 15.9925, 15.9967, 15.9926, 15.9925, 15.9925, 15.9925, 15.9925, 15.9925, 15.9925, 15.9925, 15.9925, 15.9925, 15.9925, 15.9925, 15.9925, 15.9925
6.91332, 8.95918, 16.2562, 16.2518, 3.31047, -7.29702, 0, 16.2518, 16.256, 16.252, 16.2518, 16.2518, 16.2518, 16.2518, 16.2518, 16.2518, 16.2518, 16.2518, 16.2518, 16.2518, 16.2518, 16.2518, 16.2518
6.92097, 17.0915, 16.5149, 16.5106, 4.36938, 0.576605, 0, 16.5106, 16.5147, 16.5108, 16.5106, 16.5106, 16.5106, 16.5106, 16.5106, 16.5106, 16.5106, 16.5106, 16.5106, 16.5106, 16.5106, 16.5106, 16.5106
6.92861, 24.8799, 16.7739, 16.7697, 5.18458, 8.10599, 0, 16.7697, 16.7737, 16.7698, 16.7697, 16.7697, 16.7697, 16.7697, 16.7697, 16.7697, 16.7697, 16.7697, 16.7697, 16.7697, 16.7697, 16.7697, 16.7697
6.93626, 9.9689, 17.032, 17.028, 3.45961, -7.06314, 0, 17.028, 17.0318, 17.0281, 17.028, 17.028, 17.028, 17.028, 17.028, 17.028, 17.028, 17.028, 17.028, 17.028, 17.028, 17.028, 17.028
6.94391, 12.9605, 17.2894, 17.2854, 3.86788, -4.32892, 0, 17.2855, 17.2892, 17.2856, 17.2854, 17.2854, 17.2854, 17.2854, 17.2854, 17.2854, 17.2854, 17.2854, 17.2854, 17.2854, 17.2854, 17.2854, 17.2854
6.95156, 6.99294, 17.546, 17.5422, 2.99882, -10.5531, 0, 17.5423, 17.5458, 17.5424, 17.5422, 17.5422, 17.5422, 17.5422, 17.5422, 17.5422, 17.5422, 17.5422, 17.5422, 17.5422, 17.5422, 17.5422, 17.5422
6.9592, 11.0107, 17.8022, 17.7985, 3.60703, -6.7915, 0, 17.7985, 17.8019, 17.7987, 17.7985, 17.7985, 17.7985, 17.7985, 17.7985, 17.7985, 17.7985, 17.7985, 17.7985, 17.7985, 17.7985, 17.7985, 17.7985
6.96685, 8.00118, 18.0592, 18.0557, 3.16246, -10.058, 0, 18.0557, 18.059, 18.0559, 18.0557, 18.0557, 18.0557, 18.0557, 18.0557, 18.0557, 18.0557, 18.0557, 18.0557, 18.0557, 18.0557, 18.0557, 18.0557
6.9745, 13.9792, 18.3152, 18.3119, 3.9974, -4.33595, 0, 18.3119, 18.315, 18.3121, 18.3119, 18.3119, 18.3119, 18.3119, 18.3119, 18.3119, 18.3119, 18.3119, 18.3119, 18.3119, 18.3119, 18.3119, 18.3119
6.98215, 8.98154, 18.57, 18.5669, 3.31384, -9.58848, 0, 18.5669, 18.5698, 18.5671, 18.5669, 18.5669, 18.5669, 18.5669, 18.5669, 18.5669, 18.5669, 18.5669, 18.5669, 18.5669, 18.5669, 18.5669, 18.5669
6.98979, 10.9903, 18.824, 18.821, 3.60421, -7.83363, 0, 18.821, 18.8237, 18.8212, 18.821, 18.821, 18.821, 18.821, 18.821, 18.821, 18.821, 18.821, 18.821, 18.821, 18.821, 18.821, 18.821
6.99744, 6.99058, 19.0169, 19.0141, 2.99843, -12.0263, 0, 19.0141, 19.0166, 19.0143, 19.0141, 19.0141, 19.0141, 19.0141, 19.0141, 19.0141, 19.0141, 19.0141, 19.0141, 19.0141, 19.0141, 19.0141, 19.0141
7.00509, 8.98494, 18.925, 18.9224, 3.31435, -9.94006, 0, 18.9224, 18.9247, 18.9226, 18.9224, 18.9224, 18.9224, 18.9224, 18.9224, 18.9224, 18.9224, 18.9224, 18.9224, 18.9224, 18.9224, 18.9224, 18.9224
7.01274, 11.9879, 18.8319, 18.8293, 3.74004, -6.84393, 0, 18.8294, 18.8315, 18.8296, 18.8293, 18.8293, 18.8293, 18.8293, 18.8293, 18.8293, 18.8293, 18.8293, 18.8293, 18.8294, 18.8293, 18.8293, 18.8293
7.02038, 11.9981, 18.7371, 18.7348, 3.74141, -6.73898, 0, 18.7348, 18.7368, 18.7351, 18.7348, 18.7348, 18.7348, 18.7348, 18.7348, 18.7348, 18.7348, 18.7348, 18.7348, 18.7348, 18.7348, 18.7348, 18.7348
7.02803, 9.97769, 18.6401, 18.6378, 3.46088, -8.66241, 0, 18.6379, 18.6397, 18.6382, 18.6378, 18.6378, 18.6378, 18.6378, 18.6378, 18.6378, 18.6378, 18.6378, 18.6378, 18.6379, 18.6378, 18.6378, 18.6378
7.03568, 13.9729, 18.5405, 18.5383, 3.99661, -4.5676, 0, 18.5383, 18.54, 18.5387, 18.5383, 18.5383, 18.5383, 18.5383, 18.5383, 18.5383, 18.5383, 18.5383, 18.5383, 18.5383, 18.5383, 18.5383, 18.5383
7.04333, 15.968, 18.4378, 18.4357, 4.23887, -2.46979, 0, 18.4358, 18.4373, 18.4363, 18.4357, 18.4357, 18.4357, 18.4357, 18.4357, 18.4357, 18.4357, 18.4357, 18.4357, 18.4357, 18.4357, 18.4357, 18.4357
7.05098, 11.003, 18.3321, 18.33, 3.60596, -7.32912, 0, 18.3301, 18.3314, 18.3307, 18.33, 18.33, 18.33, 18.33, 18.33, 18.33, 18.33, 18.33, 18.33, 18.33, 18.33, 18.33, 18.33
7.05862, 14.9632, 18.2235, 18.2214, 4.11864, -3.26029, 0, 18.2215, 18.2227, 18.2222, 18.2214, 18.2214, 18.2214, 18.2214, 18.2214, 18.2214, 18.2214, 18.2214, 18.2214, 18.2214, 18.2214, 18.2214, 18.2214
7.06627, 9.10682, 18.1112, 18.1091, 3.33269, -9.00438, 0, 18.1091, 18.1102, 18.11, 18.1091, 18.1091, 18.1091, 18.1091, 18.1091, 18.1091, 18.1091, 18.1091, 18.1091, 18.1091, 18.1091, 18.1091, 18.1091
7.07392, 8.91395, 17.9948, 17.9926, 3.30363, -9.08089, 0, 17.9926, 17.9936, 17.9938, 17.9926, 17.9926, 17.9926, 17.9926, 17.9926, 17.9926, 17.9926, 17.9926, 17.9926, 17.9926, 17.9926, 17.9926, 17.9926
7.08157, 15.958, 17.874, 17.8715, 4.23769, -1.91594, 0, 17.8716, 17.8724, 17.873, 17.8715, 17.8715, 17.8715, 17.8715, 17.8715, 17.8715, 17.8715, 17.8715, 17.8715, 17.8715, 17.8715, 17.8715, 17.8715
7.08921, 12.9859, 17.7487, 17.746, 3.87116, -4.76287, 0, 17.746, 17.7468, 17.7479, 17.746, 17.746, 17.746, 17.746, 17.746, 17.746, 17.746, 17.746, 17.746, 17.746, 17.746, 17.746, 17.746
7.09686, 6.98551, 17.6197, 17.6166, 2.99758, -10.6342, 0, 17.6166, 17.6173, 17.619, 17.6166, 17.6166, 17.6166, 17.6166, 17.6166, 17.6166, 17.6166, 17.6166, 17.6166, 17.6166, 17.6166, 17.6166, 17.6166
7.10451, 8.09553, 17.4875, 17.4838, 3.17735, -9.39194, 0, 17.4838, 17.4844, 17.4868, 17.4838, 17.4838, 17.4838, 17.4838, 17.4838, 17.4838, 17.4838, 17.4838, 17.4838, 17.4838, 17.4838, 17.4838, 17.4838
7.11216, 14.758, 17.3511, 17.3467, 4.09365, -2.59312, 0, 17.3467, 17.3472, 17.3505, 17.3467, 17.3467, 17.3467, 17.3467, 17.3467, 17.3467, 17.3467, 17.3467, 17.3467, 17.3467, 17.3467, 17.3467, 17.3467
7.1198, 9.22788, 17.2109, 17.2055, 3.3508, -7.98302, 0, 17.2056, 17.206, 17.2104, 17.2055, 17.2055, 17.2055, 17.2055, 17.2055, 17.2055, 17.2055, 17.2055, 17.2055, 17.2055, 17.2055, 17.2055, 17.2055
7.12745, 11.8606, 17.0678, 17.0613, 3.72298, -5.20724, 0, 17.0613, 17.0618, 17.0674, 17.0613, 17.0613, 17.0613, 17.0613, 17.0613, 17.0613, 17.0613, 17.0613, 17.0613, 17.0613, 17.0613, 17.0613, 17.0613
7.1351, 9.0783, 16.7159, 16.7079, 3.32841, -7.6376, 0, 16.7079, 16.7083, 16.7155, 16.7079, 16.7079, 16.7079, 16.7079, 16.7079, 16.7079, 16.7079, 16.7079, 16.7079, 16.7079, 16.7079, 16.7079, 16.7079
7.14275, 5.03934, 16.3898, 16.38, 2.65318, -11.3505, 0, 16.38, 16.3803, 16.3894, 16.38, 16.38, 16.38, 16.38, 16.38, 16.38, 16.38, 16.38, 16.38, 16.38, 16.38, 16.38, 16.38
7.15039, 13.6339, 16.064, 16.052, 3.95398, -2.43007, 0, 16.052, 16.0523, 16.0636, 16.052, 16.052, 16.052, 16.052, 16.052, 16.052, 16.052, 16.052, 16.052, 16.052, 16.052, 16.052, 16.052
7.15804, 9.29774, 15.7389, 15.7242, 3.36121, -6.44118, 0, 15.7242, 15.7245, 15.7386, 15.7242, 15.7242, 15.7242, 15.7242, 15.7242, 15.7242, 15.7242, 15.7242, 15.7242, 15.7242, 15.7242, 15.7242, 15.7242
7.16569, 6.04659, 15.415, 15.397, 2.83665, -9.36846, 0, 15.3971, 15.3973, 15.4148, 15.397, 15.397, 15.397, 15.397, 15.397, 15.397, 15.397, 15.397, 15.397, 15.397, 15.397, 15.397, 15.397
7.17334, 9.93432, 15.0918, 15.0698, 3.45461, -5.15746, 0, 15.0699, 15.0701, 15.0915, 15.0698, 15.0698, 15.0698, 15.0698, 15.0698, 15.0698, 15.0698, 15.0698, 15.0698, 15.0699, 15.0698, 15.0698, 15.0698
7.18098, 17.442, 14.7696, 14.7429, 4.40931, 2.67243, 0, 14.743, 14.7432, 14.7693, 14.7429, 14.7429, 14.7429, 14.7429, 14.7429, 14.7429, 14.7429, 14.7429, 14.7429, 14.7429, 14.7429, 14.7429, 14.7429
7.18863, 10.5387, 14.4487, 14.4165, 3.541, -3.90999, 0, 14.4165, 14.4167, 14.4484, 14.4165, 14.4165, 14.4165, 14.4165, 14.4165, 14.4165, 14.4165, 14.4165, 14.4165, 14.4165, 14.4165, 14.4165, 14.4165
7.19628, 14.5963, 14.1287, 14.09, 4.07386, 0.467604, 0, 14.0901, 14.0902, 14.1285, 14.09, 14.09, 14.09, 14.09, 14.09, 14.09, 14.09, 14.09, 14.09, 14.09, 14.09, 14.09, 14.09
7.20393, 12.3159, 13.8102, 13.7639, 3.78364, -1.49429, 0, 13.7639, 13.7641, 13.81, 13.7639, 13.7639, 13.7639, 13.7639, 13.7639, 13.7639, 13.7639, 13.7639, 13.7639, 13.7639, 13.7639, 13.7639, 13.7639
7.21157, 9.12924, 13.4936, 13.4384, 3.33605, -4.36435, 0, 13.4385, 13.4386, 13.4934, 13.4384, 13.4384, 13.4384, 13.4384, 13.4384, 13.4384, 13.4384, 13.4384, 13.4384, 13.4384, 13.4384, 13.4384, 13.4384
7.21922, 8.92007, 13.1784, 13.113, 3.30455, -4.25833, 0, 13.113, 13.1132, 13.1782, 13.113, 13.113, 13.113, 13.113, 13.113, 13.113, 13.113, 13.113, 13.113, 13.113, 13.113, 13.113, 13.113
7.22687, 15.7641, 12.8651, 12.788, 4.21474, 2.89895, 0, 12.788, 12.7881, 12.8649, 12.788, 12.788, 12.788, 12.788, 12.788, 12.788, 12.788, 12.788, 12.788, 12.788, 12.788, 12.788, 12.788
7.23452, 12.1386, 12.5537, 12.4632, 3.76014, -0.41512, 0, 12.4632, 12.4634, 12.5536, 12.4632, 12.4632, 12.4632, 12.4632, 12.4632, 12.4632, 12.4632, 12.4632, 12.4632, 12.4632, 12.4632, 12.4632, 12.4632
7.24217, 18.828, 12.2443, 12.1386, 4.56377, 6.58369, 0, 12.1386, 12.1387, 12.2441, 12.1386, 12.1386, 12.1386, 12.1386, 12.1386, 12.1386, 12.1386, 12.1386, 12.1386, 12.1386, 12.1386, 12.1386, 12.1386
7.24981, 10.9827, 11.9371, 11.8144, 3.60315, -0.95446, 0, 11.8144, 11.8145, 11.937, 11.8144, 11.8144, 11.8144, 11.8144, 11.8144, 11.8144, 11.8144, 11.8144, 11.8144, 11.8144, 11.8144, 11.8144, 11.8144
7.25746, 7.32307, 11.6326, 11.4907, 3.05337, -4.30952, 0, 11.4907, 11.4909, 11.6324, 11.4907, 11.4907, 11.4907, 11.4907, 11.4907, 11.4907, 11.4907, 11.4907, 11.4907, 11.4907, 11.4907, 11.4907, 11.4907
