   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_27.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Ti_K, Ca_K, Cl_K, S_K, Si_K, Br_L, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
14.1709, 0.523668, 1.09741, 1.09741, 1.58861, -0.573745, 0, 1.09741, 1.09741, 1.09741, 1.09741, 1.09741, 1.09741, 1.09741, 1.09741, 1.09741, 1.09741, 1.09741, 1.09741, 1.09741, 1.09741, 1.09741, 1.09741
14.1785, 2.46642, 1.09221, 1.09221, 2.11339, 1.37421, 0, 1.09221, 1.09221, 1.09221, 1.09221, 1.09221, 1.09221, 1.09221, 1.09221, 1.09221, 1.09221, 1.09221, 1.09221, 1.09221, 1.09221, 1.09221, 1.09221
14.1862, 0.533581, 1.0861, 1.0861, 1.59172, -0.552519, 0, 1.0861, 1.0861, 1.0861, 1.0861, 1.0861, 1.0861, 1.0861, 1.0861, 1.0861, 1.0861, 1.0861, 1.0861, 1.0861, 1.0861, 1.0861, 1.0861
14.1938, 1, 1.07914, 1.07914, 1.73205, -0.0791373, 0, 1.07914, 1.07914, 1.07914, 1.07914, 1.07914, 1.07914, 1.07914, 1.07914, 1.07914, 1.07914, 1.07914, 1.07914, 1.07914, 1.07914, 1.07914, 1.07914
14.2015, 0.725898, 1.07176, 1.07176, 1.65103, -0.345865, 0, 1.07176, 1.07176, 1.07176, 1.07176, 1.07176, 1.07176, 1.07176, 1.07176, 1.07176, 1.07176, 1.07176, 1.07176, 1.07176, 1.07176, 1.07176, 1.07176
14.2091, 1.99777, 1.06442, 1.06441, 1.99944, 0.933354, 0, 1.06441, 1.06441, 1.06441, 1.06441, 1.06441, 1.06441, 1.06441, 1.06441, 1.06441, 1.06441, 1.06441, 1.06441, 1.06442, 1.06441, 1.06441, 1.06441
14.2168, 0.997522, 1.05978, 1.05978, 1.73134, -0.0622579, 0, 1.05978, 1.05978, 1.05978, 1.05978, 1.05978, 1.05978, 1.05978, 1.05978, 1.05978, 1.05978, 1.05978, 1.05978, 1.05978, 1.05978, 1.05978, 1.05978
14.2244, 2.43532, 1.05392, 1.05392, 2.10602, 1.3814, 0, 1.05392, 1.05392, 1.05392, 1.05392, 1.05392, 1.05392, 1.05392, 1.05392, 1.05392, 1.05392, 1.05392, 1.05392, 1.05392, 1.05392, 1.05392, 1.05392
14.2321, 2.84349, 1.04692, 1.04691, 2.20079, 1.79658, 0, 1.04691, 1.04691, 1.04691, 1.04691, 1.04691, 1.04691, 1.04691, 1.04691, 1.04691, 1.04691, 1.04691, 1.04691, 1.04692, 1.04691, 1.04691, 1.04691
14.2397, 0, 1.03936, 1.03936, 1.41421, -1.03936, 0, 1.03936, 1.03936, 1.03936, 1.03936, 1.03936, 1.03936, 1.03936, 1.03936, 1.03936, 1.03936, 1.03936, 1.03936, 1.03936, 1.03936, 1.03936, 1.03936
14.2474, 2.13468, 1.03183, 1.03182, 2.03339, 1.10285, 0, 1.03182, 1.03182, 1.03182, 1.03182, 1.03182, 1.03182, 1.03182, 1.03182, 1.03182, 1.03182, 1.03182, 1.03182, 1.03183, 1.03182, 1.03182, 1.03182
14.255, 2.28366, 1.02776, 1.02775, 2.0697, 1.2559, 0, 1.02775, 1.02775, 1.02775, 1.02775, 1.02775, 1.02775, 1.02775, 1.02775, 1.02775, 1.02775, 1.02775, 1.02775, 1.02776, 1.02775, 1.02775, 1.02775
14.2627, 2.58166, 1.02216, 1.02216, 2.14048, 1.5595, 0, 1.02216, 1.02216, 1.02216, 1.02216, 1.02216, 1.02216, 1.02216, 1.02216, 1.02216, 1.02216, 1.02216, 1.02216, 1.02216, 1.02216, 1.02216, 1.02216
14.2703, 1, 1.01514, 1.01514, 1.73205, -0.0151376, 0, 1.01514, 1.01514, 1.01514, 1.01514, 1.01514, 1.01514, 1.01514, 1.01514, 1.01514, 1.01514, 1.01514, 1.01514, 1.01514, 1.01514, 1.01514, 1.01514
14.278, 3.40397, 1.00743, 1.00742, 2.32464, 2.39654, 0, 1.00742, 1.00742, 1.00742, 1.00742, 1.00742, 1.00742, 1.00742, 1.00742, 1.00742, 1.00742, 1.00742, 1.00742, 1.00743, 1.00742, 1.00742, 1.00742
14.2856, 3.29554, 0.999743, 0.999742, 2.3012, 2.2958, 0, 0.999742, 0.999742, 0.999742, 0.999742, 0.999742, 0.999742, 0.999742, 0.999742, 0.999742, 0.999742, 0.999742, 0.999742, 0.999743, 0.999742, 0.999742, 0.999742
14.2933, 1.99756, 0.996208, 0.996206, 1.99939, 1.00135, 0, 0.996206, 0.996206, 0.996206, 0.996206, 0.996206, 0.996206, 0.996206, 0.996206, 0.996206, 0.996206, 0.996206, 0.996206, 0.996208, 0.996206, 0.996206, 0.996206
14.3009, 3.69228, 0.990856, 0.990854, 2.38585, 2.70142, 0, 0.990854, 0.990854, 0.990854, 0.990854, 0.990854, 0.990854, 0.990854, 0.990854, 0.990854, 0.990854, 0.990854, 0.990854, 0.990856, 0.990854, 0.990854, 0.990854
14.3086, 1.30285, 0.983815, 0.983814, 1.81737, 0.319035, 0, 0.983814, 0.983814, 0.983814, 0.983814, 0.983814, 0.983814, 0.983814, 0.983814, 0.983814, 0.983814, 0.983814, 0.983814, 0.983815, 0.983814, 0.983814, 0.983814
14.3162, 1.68748, 0.975952, 0.97595, 1.92028, 0.711533, 0, 0.97595, 0.97595, 0.97595, 0.97595, 0.97595, 0.97595, 0.97595, 0.97595, 0.97595, 0.97595, 0.97595, 0.97595, 0.975952, 0.97595, 0.97595, 0.97595
14.3238, 2.62032, 0.96812, 0.968118, 2.14949, 1.6522, 0, 0.968118, 0.968118, 0.968118, 0.968118, 0.968118, 0.968118, 0.968118, 0.968118, 0.968118, 0.968118, 0.968118, 0.968118, 0.96812, 0.968118, 0.968118, 0.968118
14.3315, 3.05502, 0.965114, 0.965112, 2.24834, 2.0899, 0, 0.965112, 0.965112, 0.965112, 0.965112, 0.965112, 0.965112, 0.965112, 0.965112, 0.965112, 0.965112, 0.965112, 0.965112, 0.965114, 0.965112, 0.965112, 0.965112
14.3391, 2.94498, 0.960012, 0.96001, 2.22373, 1.98497, 0, 0.96001, 0.96001, 0.96001, 0.96001, 0.96001, 0.96001, 0.96001, 0.96001, 0.96001, 0.96001, 0.96001, 0.96001, 0.960012, 0.96001, 0.96001, 0.96001
14.3468, 1.36043, 0.952965, 0.952963, 1.83315, 0.407462, 0, 0.952963, 0.952963, 0.952963, 0.952963, 0.952963, 0.952963, 0.952963, 0.952963, 0.952963, 0.952963, 0.952963, 0.952963, 0.952965, 0.952963, 0.952963, 0.952963
14.3544, 1.99496, 0.944968, 0.944966, 1.99874, 1.05, 0, 0.944966, 0.944966, 0.944966, 0.944966, 0.944966, 0.944966, 0.944966, 0.944966, 0.944966, 0.944966, 0.944966, 0.944966, 0.944968, 0.944966, 0.944966, 0.944966
14.3621, 1.64461, 0.937005, 0.937004, 1.90909, 0.707605, 0, 0.937004, 0.937004, 0.937004, 0.937004, 0.937004, 0.937004, 0.937004, 0.937004, 0.937004, 0.937004, 0.937004, 0.937004, 0.937005, 0.937004, 0.937004, 0.937004
14.3697, 0.672986, 0.934584, 0.934582, 1.63493, -0.261597, 0, 0.934582, 0.934582, 0.934582, 0.934582, 0.934582, 0.934582, 0.934582, 0.934582, 0.934582, 0.934582, 0.934582, 0.934582, 0.934584, 0.934582, 0.934582, 0.934582
14.3774, 1.99752, 0.929755, 0.929753, 1.99938, 1.06777, 0, 0.929753, 0.929753, 0.929753, 0.929753, 0.929753, 0.929753, 0.929753, 0.929753, 0.929753, 0.929753, 0.929753, 0.929753, 0.929755, 0.929753, 0.929753, 0.929753
14.385, 2.99777, 0.922686, 0.922684, 2.23557, 2.07508, 0, 0.922684, 0.922684, 0.922684, 0.922684, 0.922684, 0.922684, 0.922684, 0.922684, 0.922684, 0.922684, 0.922684, 0.922684, 0.922686, 0.922684, 0.922684, 0.922684
14.3927, 2.33172, 0.914524, 0.914522, 2.08128, 1.4172, 0, 0.914522, 0.914522, 0.914522, 0.914522, 0.914522, 0.914522, 0.914522, 0.914522, 0.914522, 0.914522, 0.914522, 0.914522, 0.914524, 0.914522, 0.914522, 0.914522
14.4003, 0, 0.906398, 0.906397, 1.41421, -0.906398, 0, 0.906397, 0.906397, 0.906397, 0.906397, 0.906397, 0.906397, 0.906397, 0.906397, 0.906397, 0.906397, 0.906397, 0.906397, 0.906398, 0.906397, 0.906397, 0.906397
14.408, 1.66097, 0.904857, 0.904856, 1.91337, 0.756109, 0, 0.904856, 0.904856, 0.904856, 0.904856, 0.904856, 0.904856, 0.904856, 0.904856, 0.904856, 0.904856, 0.904856, 0.904856, 0.904857, 0.904856, 0.904856, 0.904856
14.4156, 1.33903, 0.900395, 0.900394, 1.8273, 0.438638, 0, 0.900394, 0.900394, 0.900394, 0.900394, 0.900394, 0.900394, 0.900394, 0.900394, 0.900394, 0.900394, 0.900394, 0.900394, 0.900395, 0.900394, 0.900394, 0.900394
14.4233, 0.65601, 0.893231, 0.893229, 1.62973, -0.237221, 0, 0.893229, 0.893229, 0.893229, 0.893229, 0.893229, 0.893229, 0.893229, 0.893229, 0.893229, 0.893229, 0.893229, 0.893229, 0.893231, 0.893229, 0.893229, 0.893229
14.4309, 1.99777, 0.884745, 0.884743, 1.99944, 1.11302, 0, 0.884743, 0.884743, 0.884743, 0.884743, 0.884743, 0.884743, 0.884743, 0.884743, 0.884743, 0.884743, 0.884743, 0.884743, 0.884745, 0.884743, 0.884743, 0.884743
14.4386, 0.346221, 0.8763, 0.876298, 1.53174, -0.530079, 0, 0.876298, 0.876298, 0.876298, 0.876298, 0.876298, 0.876298, 0.876298, 0.876298, 0.876298, 0.876298, 0.876298, 0.876298, 0.8763, 0.876298, 0.876298, 0.876298
14.4462, 1.64882, 0.878219, 0.878217, 1.91019, 0.770604, 0, 0.878217, 0.878217, 0.878217, 0.878217, 0.878217, 0.878217, 0.878217, 0.878217, 0.878217, 0.878217, 0.878217, 0.878217, 0.878219, 0.878217, 0.878217, 0.878217
14.4539, 0.351177, 0.87697, 0.876968, 1.53335, -0.525793, 0, 0.876968, 0.876968, 0.876968, 0.876968, 0.876968, 0.876968, 0.876968, 0.876968, 0.876968, 0.876968, 0.876968, 0.876968, 0.87697, 0.876968, 0.876968, 0.876968
14.4615, 1, 0.87275, 0.872748, 1.73205, 0.12725, 0, 0.872748, 0.872748, 0.872748, 0.872748, 0.872748, 0.872748, 0.872748, 0.872748, 0.872748, 0.872748, 0.872748, 0.872748, 0.87275, 0.872748, 0.872748, 0.872748
14.4692, 0, 0.86706, 0.867058, 1.41421, -0.86706, 0, 0.867058, 0.867058, 0.867058, 0.867058, 0.867058, 0.867058, 0.867058, 0.867058, 0.867058, 0.867058, 0.867058, 0.867058, 0.86706, 0.867058, 0.867058, 0.867058
14.4768, 0.639281, 0.861388, 0.861387, 1.62459, -0.222107, 0, 0.861387, 0.861387, 0.861387, 0.861387, 0.861387, 0.861387, 0.861387, 0.861387, 0.861387, 0.861387, 0.861387, 0.861387, 0.861388, 0.861387, 0.861387, 0.861387
14.4845, 2.99752, 0.862712, 0.86271, 2.23551, 2.13481, 0, 0.86271, 0.86271, 0.86271, 0.86271, 0.86271, 0.86271, 0.86271, 0.86271, 0.86271, 0.86271, 0.86271, 0.86271, 0.862712, 0.86271, 0.86271, 0.86271
14.4921, 1.3632, 0.861251, 0.861249, 1.8339, 0.501946, 0, 0.861249, 0.861249, 0.861249, 0.861249, 0.861249, 0.861249, 0.861249, 0.861249, 0.861249, 0.861249, 0.861249, 0.861249, 0.861251, 0.861249, 0.861249, 0.861249
14.4997, 0, 0.857213, 0.857212, 1.41421, -0.857213, 0, 0.857212, 0.857212, 0.857212, 0.857212, 0.857212, 0.857212, 0.857212, 0.857212, 0.857212, 0.857212, 0.857212, 0.857212, 0.857213, 0.857212, 0.857212, 0.857212
14.5074, 1.62949, 0.851901, 0.851899, 1.90512, 0.777591, 0, 0.851899, 0.851899, 0.851899, 0.851899, 0.851899, 0.851899, 0.851899, 0.851899, 0.851899, 0.851899, 0.851899, 0.851899, 0.851901, 0.851899, 0.851899, 0.851899
14.515, 3.99765, 0.846604, 0.846603, 2.44901, 3.15104, 0, 0.846603, 0.846603, 0.846603, 0.846603, 0.846603, 0.846603, 0.846603, 0.846603, 0.846603, 0.846603, 0.846603, 0.846603, 0.846604, 0.846603, 0.846603, 0.846603
14.5227, 0.372862, 0.847698, 0.847697, 1.54041, -0.474836, 0, 0.847697, 0.847697, 0.847697, 0.847697, 0.847697, 0.847697, 0.847697, 0.847697, 0.847697, 0.847697, 0.847697, 0.847697, 0.847698, 0.847697, 0.847697, 0.847697
14.5303, 0.622305, 0.846171, 0.84617, 1.61935, -0.223867, 0, 0.84617, 0.84617, 0.84617, 0.84617, 0.84617, 0.84617, 0.84617, 0.84617, 0.84617, 0.84617, 0.84617, 0.84617, 0.846171, 0.84617, 0.84617, 0.84617
14.538, 3.99765, 0.842223, 0.842222, 2.44901, 3.15542, 0, 0.842222, 0.842222, 0.842222, 0.842222, 0.842222, 0.842222, 0.842222, 0.842222, 0.842222, 0.842222, 0.842222, 0.842222, 0.842223, 0.842222, 0.842222, 0.842222
14.5456, 0.38005, 0.837078, 0.837076, 1.54274, -0.457028, 0, 0.837076, 0.837076, 0.837076, 0.837076, 0.837076, 0.837076, 0.837076, 0.837076, 0.837076, 0.837076, 0.837076, 0.837076, 0.837078, 0.837076, 0.837076, 0.837076
14.5533, 1.23024, 0.831947, 0.831946, 1.79729, 0.398288, 0, 0.831946, 0.831946, 0.831946, 0.831946, 0.831946, 0.831946, 0.831946, 0.831946, 0.831946, 0.831946, 0.831946, 0.831946, 0.831947, 0.831946, 0.831946, 0.831946
14.5609, 2.38245, 0.83283, 0.832828, 2.09343, 1.54962, 0, 0.832828, 0.832828, 0.832828, 0.832828, 0.832828, 0.832828, 0.832828, 0.832828, 0.832828, 0.832828, 0.832828, 0.832828, 0.83283, 0.832828, 0.832828, 0.832828
14.5686, 1.9976, 0.831244, 0.831242, 1.9994, 1.16635, 0, 0.831242, 0.831242, 0.831242, 0.831242, 0.831242, 0.831242, 0.831242, 0.831242, 0.831242, 0.831242, 0.831242, 0.831242, 0.831244, 0.831242, 0.831242, 0.831242
14.5762, 0.389715, 0.827381, 0.82738, 1.54587, -0.437666, 0, 0.82738, 0.82738, 0.82738, 0.82738, 0.82738, 0.82738, 0.82738, 0.82738, 0.82738, 0.82738, 0.82738, 0.82738, 0.827381, 0.82738, 0.82738, 0.82738
14.5839, 0, 0.822392, 0.822391, 1.41421, -0.822392, 0, 0.822391, 0.822391, 0.822391, 0.822391, 0.822391, 0.822391, 0.822391, 0.822391, 0.822391, 0.822391, 0.822391, 0.822391, 0.822392, 0.822391, 0.822391, 0.822391
14.5915, 1.2062, 0.817418, 0.817417, 1.79059, 0.388777, 0, 0.817417, 0.817417, 0.817417, 0.817417, 0.817417, 0.817417, 0.817417, 0.817417, 0.817417, 0.817417, 0.817417, 0.817417, 0.817418, 0.817417, 0.817417, 0.817417
14.5992, 0.793804, 0.818106, 0.818105, 1.67147, -0.0243022, 0, 0.818105, 0.818105, 0.818105, 0.818105, 0.818105, 0.818105, 0.818105, 0.818105, 0.818105, 0.818105, 0.818105, 0.818105, 0.818106, 0.818105, 0.818105, 0.818105
14.6068, 0.598315, 0.816466, 0.816465, 1.61193, -0.218151, 0, 0.816465, 0.816465, 0.816465, 0.816465, 0.816465, 0.816465, 0.816465, 0.816465, 0.816465, 0.816465, 0.816465, 0.816465, 0.816466, 0.816465, 0.816465, 0.816465
14.6145, 1.40168, 0.812684, 0.812683, 1.84437, 0.589001, 0, 0.812683, 0.812683, 0.812683, 0.812683, 0.812683, 0.812683, 0.812683, 0.812683, 0.812683, 0.812683, 0.812683, 0.812683, 0.812684, 0.812683, 0.812683, 0.812683
14.6221, 2.59331, 0.807843, 0.807841, 2.1432, 1.78547, 0, 0.807841, 0.807841, 0.807841, 0.807841, 0.807841, 0.807841, 0.807841, 0.807841, 0.807841, 0.807841, 0.807841, 0.807841, 0.807843, 0.807841, 0.807841, 0.807841
14.6298, 0.406691, 0.803016, 0.803014, 1.55135, -0.396324, 0, 0.803014, 0.803014, 0.803014, 0.803014, 0.803014, 0.803014, 0.803014, 0.803014, 0.803014, 0.803014, 0.803014, 0.803014, 0.803016, 0.803014, 0.803014, 0.803014
14.6374, 1.7658, 0.803496, 0.803494, 1.94057, 0.962304, 0, 0.803494, 0.803494, 0.803494, 0.803494, 0.803494, 0.803494, 0.803494, 0.803494, 0.803494, 0.803494, 0.803494, 0.803494, 0.803496, 0.803494, 0.803494, 0.803494
14.645, 1.2342, 0.801795, 0.801794, 1.79839, 0.432405, 0, 0.801794, 0.801794, 0.801794, 0.801794, 0.801794, 0.801794, 0.801794, 0.801794, 0.801794, 0.801794, 0.801794, 0.801794, 0.801795, 0.801794, 0.801794, 0.801794
14.6527, 0, 0.798098, 0.798096, 1.41421, -0.798098, 0, 0.798096, 0.798096, 0.798096, 0.798096, 0.798096, 0.798096, 0.798096, 0.798096, 0.798096, 0.798096, 0.798096, 0.798096, 0.798098, 0.798096, 0.798096, 0.798096
14.6603, 1, 0.793413, 0.793411, 1.73205, 0.206587, 0, 0.793411, 0.793411, 0.793411, 0.793411, 0.793411, 0.793411, 0.793411, 0.793411, 0.793411, 0.793411, 0.793411, 0.793411, 0.793413, 0.793411, 0.793411, 0.793411
14.668, 0, 0.788741, 0.78874, 1.41421, -0.788741, 0, 0.78874, 0.78874, 0.78874, 0.78874, 0.78874, 0.78874, 0.78874, 0.78874, 0.78874, 0.78874, 0.78874, 0.78874, 0.788741, 0.78874, 0.78874, 0.78874
14.6756, 0.57658, 0.789013, 0.789011, 1.60517, -0.212433, 0, 0.789011, 0.789011, 0.789011, 0.789011, 0.789011, 0.789011, 0.789011, 0.789011, 0.789011, 0.789011, 0.789011, 0.789011, 0.789013, 0.789011, 0.789011, 0.789011
14.6833, 2.57162, 0.787252, 0.787251, 2.13814, 1.78437, 0, 0.787251, 0.787251, 0.787251, 0.787251, 0.787251, 0.787251, 0.787251, 0.787251, 0.787251, 0.787251, 0.787251, 0.787251, 0.787252, 0.787251, 0.787251, 0.787251
14.6909, 1.8518, 0.783639, 0.783638, 1.9626, 1.06816, 0, 0.783638, 0.783638, 0.783638, 0.783638, 0.783638, 0.783638, 0.783638, 0.783638, 0.783638, 0.783638, 0.783638, 0.783638, 0.783639, 0.783638, 0.783638, 0.783638
14.6986, 0.569393, 0.77911, 0.779108, 1.60293, -0.209717, 0, 0.779108, 0.779108, 0.779108, 0.779108, 0.779108, 0.779108, 0.779108, 0.779108, 0.779108, 0.779108, 0.779108, 0.779108, 0.77911, 0.779108, 0.779108, 0.779108
14.7062, 3.13135, 0.774594, 0.774592, 2.26525, 2.35676, 0, 0.774592, 0.774592, 0.774592, 0.774592, 0.774592, 0.774592, 0.774592, 0.774592, 0.774592, 0.774592, 0.774592, 0.774592, 0.774594, 0.774592, 0.774592, 0.774592
14.7139, 4.29926, 0.774637, 0.774635, 2.50983, 3.52462, 0, 0.774635, 0.774635, 0.774635, 0.774635, 0.774635, 0.774635, 0.774635, 0.774635, 0.774635, 0.774635, 0.774635, 0.774635, 0.774637, 0.774635, 0.774635, 0.774635
14.7215, 0, 0.772808, 0.772807, 1.41421, -0.772808, 0, 0.772807, 0.772807, 0.772807, 0.772807, 0.772807, 0.772807, 0.772807, 0.772807, 0.772807, 0.772807, 0.772807, 0.772807, 0.772808, 0.772807, 0.772807, 0.772807
14.7292, 1.5596, 0.769285, 0.769283, 1.88669, 0.790319, 0, 0.769283, 0.769283, 0.769283, 0.769283, 0.769283, 0.769283, 0.769283, 0.769283, 0.769283, 0.769283, 0.769283, 0.769283, 0.769285, 0.769283, 0.769283, 0.769283
14.7368, 1.4404, 0.764923, 0.764922, 1.85483, 0.675473, 0, 0.764922, 0.764922, 0.764922, 0.764922, 0.764922, 0.764922, 0.764922, 0.764922, 0.764922, 0.764922, 0.764922, 0.764922, 0.764923, 0.764922, 0.764922, 0.764922
14.7445, 1.10979, 0.760574, 0.760573, 1.76346, 0.349215, 0, 0.760573, 0.760573, 0.760573, 0.760573, 0.760573, 0.760573, 0.760573, 0.760573, 0.760573, 0.760573, 0.760573, 0.760573, 0.760574, 0.760573, 0.760573, 0.760573
14.7521, 1.89021, 0.759997, 0.759995, 1.97236, 1.13021, 0, 0.759995, 0.759995, 0.759995, 0.759995, 0.759995, 0.759995, 0.759995, 0.759995, 0.759995, 0.759995, 0.759995, 0.759995, 0.759997, 0.759995, 0.759995, 0.759995
14.7598, 0, 0.757994, 0.757992, 1.41421, -0.757994, 0, 0.757992, 0.757992, 0.757992, 0.757992, 0.757992, 0.757992, 0.757992, 0.757992, 0.757992, 0.757992, 0.757992, 0.757992, 0.757994, 0.757992, 0.757992, 0.757992
14.7674, 0, 0.754658, 0.754656, 1.41421, -0.754658, 0, 0.754656, 0.754656, 0.754656, 0.754656, 0.754656, 0.754656, 0.754656, 0.754656, 0.754656, 0.754656, 0.754656, 0.754656, 0.754658, 0.754656, 0.754656, 0.754656
14.7751, 2, 0.750665, 0.750663, 2, 1.24934, 0, 0.750663, 0.750663, 0.750663, 0.750663, 0.750663, 0.750663, 0.750663, 0.750663, 0.750663, 0.750663, 0.750663, 0.750663, 0.750665, 0.750663, 0.750663, 0.750663
14.7827, 0.542751, 0.746682, 0.74668, 1.5946, -0.203931, 0, 0.74668, 0.74668, 0.74668, 0.74668, 0.74668, 0.74668, 0.74668, 0.74668, 0.74668, 0.74668, 0.74668, 0.74668, 0.746682, 0.74668, 0.74668, 0.74668
14.7904, 1.99765, 0.74426, 0.744258, 1.99941, 1.25339, 0, 0.744258, 0.744258, 0.744258, 0.744258, 0.744258, 0.744258, 0.744258, 0.744258, 0.744258, 0.744258, 0.744258, 0.744258, 0.74426, 0.744258, 0.744258, 0.744258
14.798, 1.99752, 0.741605, 0.741604, 1.99938, 1.25592, 0, 0.741604, 0.741604, 0.741604, 0.741604, 0.741604, 0.741604, 0.741604, 0.741604, 0.741604, 0.741604, 0.741604, 0.741604, 0.741605, 0.741604, 0.741604, 0.741604
14.8056, 0.462082, 0.738767, 0.738765, 1.5691, -0.276685, 0, 0.738765, 0.738765, 0.738765, 0.738765, 0.738765, 0.738765, 0.738765, 0.738765, 0.738765, 0.738765, 0.738765, 0.738765, 0.738767, 0.738765, 0.738765, 0.738765
14.8133, 3.06642, 0.735257, 0.735255, 2.25087, 2.33116, 0, 0.735255, 0.735255, 0.735255, 0.735255, 0.735255, 0.735255, 0.735255, 0.735255, 0.735255, 0.735255, 0.735255, 0.735255, 0.735257, 0.735255, 0.735255, 0.735255
14.8209, 0.933581, 0.731129, 0.731127, 1.71277, 0.202453, 0, 0.731127, 0.731127, 0.731127, 0.731127, 0.731127, 0.731127, 0.731127, 0.731127, 0.731127, 0.731127, 0.731127, 0.731127, 0.731129, 0.731127, 0.731127, 0.731127
14.8286, 0.528377, 0.726554, 0.726553, 1.59009, -0.198178, 0, 0.726553, 0.726553, 0.726553, 0.726553, 0.726553, 0.726553, 0.726553, 0.726553, 0.726553, 0.726553, 0.726553, 0.726553, 0.726554, 0.726553, 0.726553, 0.726553
14.8362, 0.997522, 0.721695, 0.721693, 1.73134, 0.275827, 0, 0.721693, 0.721693, 0.721693, 0.721693, 0.721693, 0.721693, 0.721693, 0.721693, 0.721693, 0.721693, 0.721693, 0.721693, 0.721695, 0.721693, 0.721693, 0.721693
14.8439, 3.4741, 0.716702, 0.7167, 2.33968, 2.7574, 0, 0.7167, 0.7167, 0.7167, 0.7167, 0.7167, 0.7167, 0.7167, 0.7167, 0.7167, 0.7167, 0.7167, 0.7167, 0.716702, 0.7167, 0.7167, 0.7167
14.8515, 1, 0.711726, 0.711725, 1.73205, 0.288274, 0, 0.711725, 0.711725, 0.711725, 0.711725, 0.711725, 0.711725, 0.711725, 0.711725, 0.711725, 0.711725, 0.711725, 0.711725, 0.711726, 0.711725, 0.711725, 0.711725
14.8592, 0, 0.708009, 0.708008, 1.41421, -0.708009, 0, 0.708008, 0.708008, 0.708008, 0.708008, 0.708008, 0.708008, 0.708008, 0.708008, 0.708008, 0.708008, 0.708008, 0.708008, 0.708009, 0.708008, 0.708008, 0.708008
14.8668, 1.51623, 0.703342, 0.703341, 1.87516, 0.812891, 0, 0.703341, 0.703341, 0.703341, 0.703341, 0.703341, 0.703341, 0.703341, 0.703341, 0.703341, 0.703341, 0.703341, 0.703341, 0.703342, 0.703341, 0.703341, 0.703341
14.8745, 0.99777, 0.69786, 0.697859, 1.73141, 0.299909, 0, 0.697859, 0.697859, 0.697859, 0.697859, 0.697859, 0.697859, 0.697859, 0.697859, 0.697859, 0.697859, 0.697859, 0.697859, 0.69786, 0.697859, 0.697859, 0.697859
14.8821, 0.485998, 0.691987, 0.691985, 1.5767, -0.205989, 0, 0.691985, 0.691985, 0.691985, 0.691985, 0.691985, 0.691985, 0.691985, 0.691985, 0.691985, 0.691985, 0.691985, 0.691985, 0.691987, 0.691985, 0.691985, 0.691985
14.8898, 2, 0.686137, 0.686136, 2, 1.31386, 0, 0.686136, 0.686136, 0.686136, 0.686136, 0.686136, 0.686136, 0.686136, 0.686136, 0.686136, 0.686136, 0.686136, 0.686136, 0.686137, 0.686136, 0.686136, 0.686136
14.8974, 0, 0.683106, 0.683105, 1.41421, -0.683106, 0, 0.683105, 0.683105, 0.683105, 0.683105, 0.683105, 0.683105, 0.683105, 0.683105, 0.683105, 0.683105, 0.683105, 0.683105, 0.683106, 0.683105, 0.683105, 0.683105
14.9051, 0, 0.678712, 0.67871, 1.41421, -0.678712, 0, 0.67871, 0.67871, 0.67871, 0.67871, 0.67871, 0.67871, 0.67871, 0.67871, 0.67871, 0.67871, 0.67871, 0.67871, 0.678712, 0.67871, 0.67871, 0.67871
14.9127, 2.50173, 0.673173, 0.673172, 2.12173, 1.82856, 0, 0.673172, 0.673172, 0.673172, 0.673172, 0.673172, 0.673172, 0.673172, 0.673172, 0.673172, 0.673172, 0.673172, 0.673172, 0.673173, 0.673172, 0.673172, 0.673172
14.9204, 2.49827, 0.667081, 0.66708, 2.12091, 1.83118, 0, 0.66708, 0.66708, 0.66708, 0.66708, 0.66708, 0.66708, 0.66708, 0.66708, 0.66708, 0.66708, 0.66708, 0.66708, 0.667081, 0.66708, 0.66708, 0.66708
14.928, 1, 0.661017, 0.661015, 1.73205, 0.338983, 0, 0.661015, 0.661015, 0.661015, 0.661015, 0.661015, 0.661015, 0.661015, 0.661015, 0.661015, 0.661015, 0.661015, 0.661015, 0.661017, 0.661015, 0.661015, 0.661015
14.9357, 1, 0.659027, 0.659026, 1.73205, 0.340973, 0, 0.659026, 0.659026, 0.659026, 0.659026, 0.659026, 0.659026, 0.659026, 0.659026, 0.659026, 0.659026, 0.659026, 0.659026, 0.659027, 0.659026, 0.659026, 0.659026
14.9433, 0.492193, 0.655071, 0.655069, 1.57867, -0.162877, 0, 0.655069, 0.655069, 0.655069, 0.655069, 0.655069, 0.655069, 0.655069, 0.655069, 0.655069, 0.655069, 0.655069, 0.655069, 0.655071, 0.655069, 0.655069, 0.655069
14.951, 0.507807, 0.649385, 0.649383, 1.58361, -0.141578, 0, 0.649383, 0.649383, 0.649383, 0.649383, 0.649383, 0.649383, 0.649383, 0.649383, 0.649383, 0.649383, 0.649383, 0.649383, 0.649385, 0.649383, 0.649383, 0.649383
