   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_102.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
2.8633, 34.7132, 33.5496, 3.50275, 6.05914, 1.16356, 0, 3.50276, 3.50279, 3.50278, 3.50281, 3.50417, 3.50399, 3.50276, 3.89743, 3.50275, 3.50275, 3.50275, 3.50275, 3.50275, 3.50275, 3.50275, 3.50275, 10.7441, 3.50275, 3.50275, 25.9108
2.87119, 33.8917, 32.2877, 3.52623, 5.99097, 1.60396, 0, 3.52624, 3.52627, 3.52626, 3.52629, 3.52765, 3.52729, 3.52624, 3.88955, 3.52623, 3.52623, 3.52623, 3.52623, 3.52623, 3.52623, 3.52623, 3.52623, 10.8401, 3.52623, 3.52623, 24.6079
2.87908, 36.0403, 30.9324, 3.54713, 6.16769, 5.10797, 0, 3.54715, 3.54718, 3.54716, 3.5472, 3.54855, 3.54802, 3.54715, 3.87741, 3.54713, 3.54713, 3.54713, 3.54713, 3.54713, 3.54713, 3.54713, 3.54714, 11.0388, 3.54713, 3.54713, 23.1079
2.88696, 34.1819, 29.507, 3.56501, 6.01514, 4.67487, 0, 3.56502, 3.56506, 3.56504, 3.56507, 3.56643, 3.56575, 3.56502, 3.86139, 3.56501, 3.56501, 3.56501, 3.56501, 3.56501, 3.56501, 3.56501, 3.56501, 11.3083, 3.56501, 3.56501, 21.4651
2.89485, 28.8473, 28.039, 3.57939, 5.55403, 0.808266, 0, 3.5794, 3.57943, 3.57942, 3.57945, 3.58081, 3.58, 3.5794, 3.84186, 3.57939, 3.57939, 3.57939, 3.57939, 3.57939, 3.57939, 3.57939, 3.57939, 11.6189, 3.57939, 3.57939, 19.7348
2.90273, 25.1685, 26.5567, 3.5898, 5.21234, -1.38826, 0, 3.58982, 3.58985, 3.58983, 3.58987, 3.59122, 3.5903, 3.58982, 3.81915, 3.5898, 3.5898, 3.5898, 3.5898, 3.5898, 3.5898, 3.5898, 3.58981, 11.9443, 3.5898, 3.5898, 17.9708
2.91062, 31.5926, 25.0871, 3.59581, 5.79591, 6.5055, 0, 3.59582, 3.59586, 3.59584, 3.59588, 3.59723, 3.59621, 3.59583, 3.79352, 3.59581, 3.59581, 3.59581, 3.59581, 3.59581, 3.59581, 3.59581, 3.59581, 12.2614, 3.59581, 3.59581, 16.2218
2.91851, 19.5711, 23.6544, 3.59701, 4.64447, -4.08327, 0, 3.59703, 3.59706, 3.59704, 3.59708, 3.59843, 3.59733, 3.59703, 3.76515, 3.59701, 3.59701, 3.59701, 3.59701, 3.59701, 3.59701, 3.59701, 3.59701, 12.5506, 3.59701, 3.59701, 14.5307
2.92639, 16.395, 22.278, 3.59308, 4.28894, -5.88295, 0, 3.5931, 3.59313, 3.59311, 3.59315, 3.5945, 3.59334, 3.5931, 3.73412, 3.59308, 3.59308, 3.59308, 3.59308, 3.59308, 3.59308, 3.59308, 3.59308, 12.7962, 3.59308, 3.59308, 12.9319
2.93428, 20.5616, 20.9722, 3.5838, 4.7499, -0.410612, 0, 3.58381, 3.58384, 3.58382, 3.58386, 3.58522, 3.584, 3.58381, 3.7005, 3.5838, 3.5838, 3.5838, 3.5838, 3.5838, 3.5838, 3.5838, 3.5838, 12.9858, 3.5838, 3.5838, 11.4517
2.94217, 26.9706, 19.7457, 3.56904, 5.38244, 7.22495, 0, 3.56906, 3.56909, 3.56907, 3.56911, 3.57046, 3.56921, 3.56906, 3.6643, 3.56904, 3.56904, 3.56904, 3.56904, 3.56904, 3.56904, 3.56904, 3.56905, 13.1103, 3.56904, 3.56904, 10.1075
2.95005, 12.133, 18.6018, 3.54886, 3.75939, -6.46884, 0, 3.54887, 3.5489, 3.54889, 3.54892, 3.55028, 3.54899, 3.54888, 3.62554, 3.54886, 3.54886, 3.54886, 3.54886, 3.54886, 3.54886, 3.54886, 3.54886, 13.1638, 3.54886, 3.54886, 8.9085
2.95794, 23.9852, 17.5395, 3.52343, 5.09757, 6.44571, 0, 3.52344, 3.52347, 3.52345, 3.52349, 3.52484, 3.52353, 3.52345, 3.58432, 3.52343, 3.52343, 3.52343, 3.52343, 3.52343, 3.52343, 3.52343, 3.52343, 13.1432, 3.52343, 3.52343, 7.85718
2.96582, 15.7059, 16.5539, 3.49308, 4.20784, -0.84794, 0, 3.4931, 3.49313, 3.49311, 3.49315, 3.4945, 3.49317, 3.4931, 3.54078, 3.49308, 3.49308, 3.49308, 3.49308, 3.49308, 3.49308, 3.49308, 3.49309, 13.0478, 3.49308, 3.49308, 6.94981
2.97371, 13.6513, 15.6375, 3.45833, 3.95618, -1.98618, 0, 3.45834, 3.45837, 3.45835, 3.45839, 3.45974, 3.4584, 3.45835, 3.49517, 3.45833, 3.45833, 3.45833, 3.45833, 3.45833, 3.45833, 3.45833, 3.45833, 12.8791, 3.45833, 3.45833, 6.17818
2.9816, 22.5994, 14.7815, 3.41978, 4.95977, 7.81789, 0, 3.41979, 3.41983, 3.41981, 3.41985, 3.4212, 3.41985, 3.4198, 3.44786, 3.41978, 3.41978, 3.41978, 3.41978, 3.41978, 3.41978, 3.41978, 3.41978, 12.6406, 3.41978, 3.41978, 5.5309
2.98948, 10.5302, 13.9766, 3.37819, 3.53981, -3.44633, 0, 3.37821, 3.37824, 3.37822, 3.37826, 3.37961, 3.37825, 3.37822, 3.3993, 3.37819, 3.37819, 3.37819, 3.37819, 3.37819, 3.37819, 3.37819, 3.3782, 12.3373, 3.37819, 3.37819, 4.99472
2.99737, 12.1711, 13.214, 3.33439, 3.76445, -1.04289, 0, 3.3344, 3.33443, 3.33441, 3.33445, 3.33581, 3.33444, 3.33441, 3.35004, 3.33439, 3.33439, 3.33439, 3.33439, 3.33439, 3.33439, 3.33439, 3.33439, 11.9755, 3.33439, 3.33439, 4.55552
3.00525, 13.2554, 12.486, 3.28923, 3.90581, 0.76936, 0, 3.28924, 3.28928, 3.28926, 3.28929, 3.29065, 3.28928, 3.28926, 3.30068, 3.28923, 3.28923, 3.28923, 3.28923, 3.28923, 3.28923, 3.28923, 3.28923, 11.5629, 3.28923, 3.28923, 4.19925
3.01314, 8.19025, 11.7868, 3.2436, 3.19222, -3.59659, 0, 3.24362, 3.24365, 3.24363, 3.24367, 3.24502, 3.24366, 3.24363, 3.25187, 3.2436, 3.2436, 3.2436, 3.2436, 3.2436, 3.2436, 3.2436, 3.24361, 11.1078, 3.2436, 3.2436, 3.91267
3.02103, 13.7809, 11.1124, 3.19835, 3.97251, 2.66844, 0, 3.19836, 3.19839, 3.19837, 3.19841, 3.19977, 3.19841, 3.19837, 3.20423, 3.19835, 3.19835, 3.19835, 3.19835, 3.19835, 3.19835, 3.19835, 3.19835, 10.6196, 3.19835, 3.19835, 3.68366
3.02891, 12.9444, 10.4607, 3.15424, 3.8658, 2.48369, 0, 3.15425, 3.15428, 3.15426, 3.1543, 3.15565, 3.1543, 3.15426, 3.15837, 3.15424, 3.15424, 3.15424, 3.15424, 3.15424, 3.15424, 3.15424, 3.15424, 10.1076, 3.15424, 3.15424, 3.50154
3.0368, 5.99517, 9.83145, 3.11193, 2.82757, -3.83628, 0, 3.11194, 3.11197, 3.11196, 3.11199, 3.11335, 3.112, 3.11196, 3.11479, 3.11193, 3.11193, 3.11193, 3.11193, 3.11193, 3.11193, 3.11193, 3.11193, 9.58169, 3.11193, 3.11193, 3.35715
3.04469, 10.7615, 9.22586, 3.07198, 3.57232, 1.53562, 0, 3.07199, 3.07202, 3.072, 3.07204, 3.0734, 3.07206, 3.07201, 3.07393, 3.07198, 3.07198, 3.07198, 3.07198, 3.07198, 3.07198, 3.07198, 3.07198, 9.05138, 3.07198, 3.07198, 3.24281
3.05257, 8.97584, 8.64626, 3.03477, 3.31298, 0.329579, 0, 3.03479, 3.03482, 3.0348, 3.03484, 3.03619, 3.03487, 3.0348, 3.03609, 3.03477, 3.03477, 3.03477, 3.03477, 3.03477, 3.03477, 3.03477, 3.03477, 8.52582, 3.03477, 3.03477, 3.1522
3.06046, 5.00023, 8.09561, 3.00058, 2.6458, -3.09538, 0, 3.00059, 3.00062, 3.00061, 3.00064, 3.002, 3.00069, 3.00061, 3.00146, 3.00058, 3.00058, 3.00058, 3.00058, 3.00058, 3.00058, 3.00058, 3.00058, 8.01338, 3.00058, 3.00058, 3.08022
3.06834, 10.7323, 7.57716, 2.96952, 3.56823, 3.15514, 0, 2.96953, 2.96956, 2.96955, 2.96958, 2.97094, 2.96964, 2.96955, 2.9701, 2.96952, 2.96952, 2.96952, 2.96952, 2.96952, 2.96952, 2.96952, 2.96952, 7.52156, 2.96952, 2.96952, 3.02281
3.07623, 9.01437, 7.09381, 2.94159, 3.31879, 1.92057, 0, 2.94161, 2.94164, 2.94162, 2.94166, 2.94301, 2.94174, 2.94163, 2.94197, 2.94159, 2.94159, 2.94159, 2.94159, 2.94159, 2.94159, 2.94159, 2.94159, 7.05649, 2.94159, 2.94159, 2.97678
3.08412, 7.48685, 6.64805, 2.9167, 3.08007, 0.838801, 0, 2.91672, 2.91675, 2.91673, 2.91677, 2.91812, 2.91687, 2.91674, 2.91694, 2.9167, 2.9167, 2.9167, 2.9167, 2.9167, 2.9167, 2.9167, 2.91671, 6.62311, 2.9167, 2.9167, 2.93963
3.092, 4.99517, 6.24152, 2.89469, 2.64484, -1.24635, 0, 2.8947, 2.89473, 2.89471, 2.89475, 2.89611, 2.89487, 2.89472, 2.89484, 2.89469, 2.89469, 2.89469, 2.89469, 2.89469, 2.89469, 2.89469, 2.89469, 6.22483, 2.89469, 2.89469, 2.90943
3.09989, 4.71098, 5.87492, 2.87532, 2.59056, -1.16394, 0, 2.87534, 2.87537, 2.87535, 2.87539, 2.87674, 2.87554, 2.87536, 2.87542, 2.87532, 2.87532, 2.87532, 2.87532, 2.87532, 2.87532, 2.87532, 2.87533, 5.86365, 2.87532, 2.87532, 2.88468
3.10778, 8.75173, 5.54799, 2.85839, 3.27898, 3.20374, 0, 2.85841, 2.85844, 2.85842, 2.85846, 2.85981, 2.85863, 2.85843, 2.85845, 2.85839, 2.85839, 2.85839, 2.85839, 2.85839, 2.85839, 2.85839, 2.85839, 5.54022, 2.85839, 2.85839, 2.86425
3.11566, 6.75671, 5.2595, 2.84367, 2.95917, 1.49721, 0, 2.84368, 2.84372, 2.8437, 2.84374, 2.84509, 2.84394, 2.84371, 2.84371, 2.84367, 2.84367, 2.84367, 2.84367, 2.84367, 2.84367, 2.84367, 2.84367, 5.25396, 2.84367, 2.84367, 2.84729
3.12355, 6.29856, 5.00743, 2.83097, 2.88072, 1.29113, 0, 2.83099, 2.83102, 2.831, 2.83104, 2.83239, 2.83127, 2.83102, 2.83099, 2.83097, 2.83097, 2.83097, 2.83097, 2.83097, 2.83097, 2.83097, 2.83098, 5.00329, 2.83097, 2.83097, 2.83318
3.13143, 3.6868, 4.78906, 2.82015, 2.3847, -1.10225, 0, 2.82016, 2.82019, 2.82018, 2.82021, 2.82157, 2.82048, 2.82019, 2.82016, 2.82015, 2.82015, 2.82015, 2.82015, 2.82015, 2.82015, 2.82015, 2.82015, 4.78577, 2.82015, 2.82015, 2.82148
3.13932, 3.99292, 4.60121, 2.8111, 2.44804, -0.608292, 0, 2.81111, 2.81114, 2.81112, 2.81116, 2.81252, 2.81145, 2.81114, 2.8111, 2.8111, 2.8111, 2.8111, 2.8111, 2.8111, 2.8111, 2.8111, 2.8111, 4.59844, 2.8111, 2.8111, 2.81188
3.14721, 5.76853, 4.44044, 2.80376, 2.78721, 1.32809, 0, 2.80378, 2.80381, 2.80379, 2.80383, 2.80518, 2.80415, 2.80381, 2.80377, 2.80376, 2.80376, 2.80376, 2.80376, 2.80376, 2.80376, 2.80376, 2.80377, 4.43797, 2.80376, 2.80377, 2.80423
3.15509, 4.99518, 4.30322, 2.79815, 2.64484, 0.691958, 0, 2.79816, 2.79819, 2.79817, 2.79821, 2.79956, 2.79855, 2.79819, 2.79815, 2.79815, 2.79815, 2.79815, 2.79815, 2.79815, 2.79815, 2.79815, 2.79815, 4.30093, 2.79815, 2.79815, 2.79841
3.16298, 2.99522, 4.18615, 2.79427, 2.235, -1.19093, 0, 2.79428, 2.79432, 2.7943, 2.79434, 2.79569, 2.7947, 2.79432, 2.79427, 2.79427, 2.79427, 2.79427, 2.79427, 2.79427, 2.79427, 2.79427, 2.79427, 4.18394, 2.79427, 2.79428, 2.79442
3.17086, 5.21198, 4.08599, 2.79219, 2.68551, 1.12599, 0, 2.7922, 2.79223, 2.79221, 2.79225, 2.79361, 2.79263, 2.79224, 2.79219, 2.79219, 2.79219, 2.79219, 2.79219, 2.79219, 2.79219, 2.79219, 2.79219, 4.08383, 2.79219, 2.7922, 2.79227
3.17875, 3.34937, 3.99988, 2.79196, 2.31287, -0.650507, 0, 2.79197, 2.792, 2.79199, 2.79202, 2.79338, 2.79241, 2.79201, 2.79196, 2.79196, 2.79196, 2.79196, 2.79196, 2.79196, 2.79196, 2.79196, 2.79196, 3.99774, 2.79196, 2.79197, 2.79201
3.18664, 3.06041, 3.9253, 2.79364, 2.24954, -0.864887, 0, 2.79365, 2.79368, 2.79367, 2.7937, 2.79506, 2.7941, 2.79369, 2.79364, 2.79364, 2.79364, 2.79364, 2.79364, 2.79364, 2.79364, 2.79364, 2.79364, 3.92316, 2.79364, 2.79367, 2.79367
3.19452, 7.77823, 3.86015, 2.79727, 3.12702, 3.91807, 0, 2.79729, 2.79732, 2.7973, 2.79734, 2.79869, 2.79774, 2.79733, 2.79727, 2.79727, 2.79727, 2.79727, 2.79727, 2.79727, 2.79727, 2.79727, 2.79728, 3.85801, 2.79727, 2.79732, 2.79729
3.20241, 4.78319, 3.80273, 2.80288, 2.60445, 0.980452, 0, 2.80289, 2.80292, 2.80291, 2.80294, 2.8043, 2.80334, 2.80293, 2.80288, 2.80288, 2.80288, 2.80288, 2.80288, 2.80288, 2.80288, 2.80288, 2.80288, 3.80057, 2.80288, 2.80295, 2.80289
3.2103, 6.37818, 3.75171, 2.81044, 2.89451, 2.62647, 0, 2.81045, 2.81048, 2.81047, 2.8105, 2.81186, 2.81089, 2.81049, 2.81044, 2.81044, 2.81044, 2.81044, 2.81044, 2.81044, 2.81044, 2.81044, 2.81044, 3.74951, 2.81044, 2.81055, 2.81044
3.21818, 1.60732, 3.70608, 2.81991, 1.8993, -2.09875, 0, 2.81992, 2.81996, 2.81994, 2.81997, 2.82133, 2.82035, 2.81997, 2.81991, 2.81991, 2.81991, 2.81991, 2.81991, 2.81991, 2.81991, 2.81991, 2.81991, 3.70383, 2.81991, 2.82009, 2.81991
3.22607, 5.39268, 3.66511, 2.83121, 2.71895, 1.72756, 0, 2.83122, 2.83125, 2.83123, 2.83127, 2.83263, 2.83162, 2.83126, 2.83121, 2.83121, 2.83121, 2.83121, 2.83121, 2.83121, 2.83121, 2.83121, 2.83121, 3.66278, 2.83121, 2.83149, 2.83121
3.23395, 0, 3.62832, 2.84421, 1.41421, -3.62832, 0, 2.84422, 2.84425, 2.84424, 2.84427, 2.84563, 2.8446, 2.84427, 2.84421, 2.84421, 2.84421, 2.84421, 2.84421, 2.84421, 2.84421, 2.84421, 2.84421, 3.62585, 2.84421, 2.84465, 2.84421
3.24184, 0.195229, 3.59537, 2.85877, 1.48163, -3.40014, 0, 2.85878, 2.85882, 2.8588, 2.85884, 2.86019, 2.85914, 2.85883, 2.85877, 2.85877, 2.85877, 2.85877, 2.85877, 2.85877, 2.85877, 2.85877, 2.85877, 3.59269, 2.85877, 2.85944, 2.85877
3.24973, 2.99758, 3.56606, 2.87472, 2.23553, -0.568481, 0, 2.87473, 2.87477, 2.87475, 2.87479, 2.87614, 2.87506, 2.87478, 2.87472, 2.87472, 2.87472, 2.87472, 2.87472, 2.87472, 2.87472, 2.87472, 2.87472, 3.56307, 2.87472, 2.87574, 2.87472
3.25761, 2.37827, 3.54028, 2.89187, 2.09243, -1.16201, 0, 2.89188, 2.89191, 2.89189, 2.89193, 2.89329, 2.89218, 2.89193, 2.89187, 2.89187, 2.89187, 2.89187, 2.89187, 2.89187, 2.89187, 2.89187, 2.89187, 3.53682, 2.89187, 2.89337, 2.89187
3.2655, 2.42892, 3.51796, 2.91, 2.1045, -1.08903, 0, 2.91001, 2.91004, 2.91003, 2.91006, 2.91142, 2.91028, 2.91006, 2.91, 2.91, 2.91, 2.91, 2.91, 2.91, 2.91, 2.91, 2.91, 3.51383, 2.91, 2.9122, 2.91
3.27339, 1.55667, 3.49905, 2.9289, 1.88591, -1.94238, 0, 2.92892, 2.92895, 2.92893, 2.92897, 2.93032, 2.92915, 2.92897, 2.9289, 2.9289, 2.9289, 2.9289, 2.9289, 2.9289, 2.9289, 2.9289, 2.92891, 3.49398, 2.9289, 2.93209, 2.9289
3.28127, 4.80961, 3.48354, 2.94837, 2.60952, 1.32607, 0, 2.94838, 2.94841, 2.9484, 2.94843, 2.94979, 2.94859, 2.94844, 2.94837, 2.94837, 2.94837, 2.94837, 2.94837, 2.94837, 2.94837, 2.94837, 2.94837, 3.47714, 2.94837, 2.95291, 2.94837
3.28916, 1.99518, 3.47138, 2.96818, 1.99879, -1.4762, 0, 2.96819, 2.96822, 2.96821, 2.96824, 2.9696, 2.96837, 2.96825, 2.96818, 2.96818, 2.96818, 2.96818, 2.96818, 2.96818, 2.96818, 2.96818, 2.96818, 3.46317, 2.96818, 2.97455, 2.96818
3.29704, 3.63854, 3.46252, 2.98813, 2.37456, 0.176021, 0, 2.98814, 2.98817, 2.98816, 2.98819, 2.98955, 2.9883, 2.9882, 2.98813, 2.98813, 2.98813, 2.98813, 2.98813, 2.98813, 2.98813, 2.98813, 2.98813, 3.45188, 2.98813, 2.99695, 2.98813
3.30493, 1, 3.4569, 3.00803, 1.73205, -2.4569, 0, 3.00804, 3.00807, 3.00805, 3.00809, 3.00945, 3.00817, 3.0081, 3.00803, 3.00803, 3.00803, 3.00803, 3.00803, 3.00803, 3.00803, 3.00803, 3.00803, 3.44307, 3.00803, 3.02006, 3.00803
3.31282, 0.347015, 3.45447, 3.02769, 1.532, -3.10746, 0, 3.0277, 3.02774, 3.02772, 3.02775, 3.02911, 3.02782, 3.02776, 3.02769, 3.02769, 3.02769, 3.02769, 3.02769, 3.02769, 3.02769, 3.02769, 3.02769, 3.43649, 3.02769, 3.0439, 3.02769
3.3207, 2.33725, 3.45515, 3.04696, 2.08261, -1.1179, 0, 3.04698, 3.04701, 3.04699, 3.04703, 3.04839, 3.04707, 3.04704, 3.04696, 3.04696, 3.04696, 3.04696, 3.04696, 3.04696, 3.04696, 3.04696, 3.04697, 3.43187, 3.04696, 3.06848, 3.04696
3.32859, 8.48444, 3.45885, 3.06571, 3.23797, 5.0256, 0, 3.06572, 3.06575, 3.06574, 3.06577, 3.06714, 3.0658, 3.06579, 3.06571, 3.06571, 3.06571, 3.06571, 3.06571, 3.06571, 3.06571, 3.06571, 3.06571, 3.42893, 3.06571, 3.09388, 3.06571
3.33647, 1.16381, 3.4655, 3.08382, 1.77871, -2.30169, 0, 3.08383, 3.08387, 3.08385, 3.08388, 3.08525, 3.0839, 3.0839, 3.08382, 3.08382, 3.08382, 3.08382, 3.08382, 3.08382, 3.08382, 3.08382, 3.08382, 3.42739, 3.08382, 3.12019, 3.08382
3.34436, 2.83133, 3.475, 3.10121, 2.19803, -0.643674, 0, 3.10122, 3.10126, 3.10124, 3.10127, 3.10265, 3.10128, 3.10129, 3.10121, 3.10121, 3.10121, 3.10121, 3.10121, 3.10121, 3.10121, 3.10121, 3.10121, 3.42696, 3.10121, 3.14751, 3.10121
3.35225, 4.32054, 3.48727, 3.11783, 2.51407, 0.833265, 0, 3.11785, 3.11788, 3.11786, 3.1179, 3.11928, 3.11789, 3.11791, 3.11783, 3.11783, 3.11783, 3.11783, 3.11783, 3.11783, 3.11783, 3.11783, 3.11783, 3.42738, 3.11783, 3.17598, 3.11783
3.36013, 3.8337, 3.50219, 3.13367, 2.4153, 0.331504, 0, 3.13368, 3.13371, 3.1337, 3.13373, 3.13513, 3.13372, 3.13375, 3.13367, 3.13367, 3.13367, 3.13367, 3.13367, 3.13367, 3.13367, 3.13367, 3.13367, 3.42843, 3.13367, 3.20568, 3.13367
3.36802, 2.15189, 3.51962, 3.14874, 2.03762, -1.36774, 0, 3.14875, 3.14878, 3.14876, 3.1488, 3.15022, 3.14879, 3.14882, 3.14874, 3.14874, 3.14874, 3.14874, 3.14874, 3.14874, 3.14874, 3.14874, 3.14874, 3.4299, 3.14874, 3.23669, 3.14874
3.37591, 6.99267, 3.53938, 3.16308, 2.99878, 3.45329, 0, 3.1631, 3.16313, 3.16311, 3.16315, 3.16459, 3.16313, 3.16317, 3.16308, 3.16308, 3.16308, 3.16308, 3.16308, 3.16308, 3.16308, 3.16308, 3.16309, 3.43163, 3.16308, 3.26904, 3.16308
3.38379, 3.53736, 3.56124, 3.1768, 2.35316, -0.0238752, 0, 3.17681, 3.17684, 3.17682, 3.17686, 3.17834, 3.17684, 3.17689, 3.1768, 3.1768, 3.1768, 3.1768, 3.1768, 3.1768, 3.1768, 3.1768, 3.1768, 3.43352, 3.1768, 3.30268, 3.1768
3.39168, 1.14941, 3.5849, 3.18998, 1.77466, -2.4355, 0, 3.18999, 3.19002, 3.19001, 3.19004, 3.19157, 3.19002, 3.19007, 3.18998, 3.18998, 3.18998, 3.18998, 3.18998, 3.18998, 3.18998, 3.18998, 3.18998, 3.4355, 3.18998, 3.3375, 3.18998
3.39956, 2.29149, 3.61002, 3.20277, 2.07159, -1.31853, 0, 3.20278, 3.20281, 3.2028, 3.20283, 3.20443, 3.20281, 3.20287, 3.20277, 3.20277, 3.20277, 3.20277, 3.20277, 3.20277, 3.20277, 3.20277, 3.20277, 3.43756, 3.20277, 3.37328, 3.20277
3.40745, 4.84827, 3.63615, 3.21532, 2.61692, 1.21211, 0, 3.21533, 3.21536, 3.21535, 3.21538, 3.21707, 3.21536, 3.21542, 3.21532, 3.21532, 3.21532, 3.21532, 3.21532, 3.21532, 3.21532, 3.21532, 3.21532, 3.43971, 3.21532, 3.40971, 3.21532
3.41534, 3.99521, 3.6628, 3.22779, 2.44851, 0.33241, 0, 3.22781, 3.22784, 3.22782, 3.22786, 3.22967, 3.22783, 3.2279, 3.22779, 3.22779, 3.22779, 3.22779, 3.22779, 3.22779, 3.22779, 3.22779, 3.2278, 3.44203, 3.22779, 3.44638, 3.22779
3.42322, 5.99506, 3.68941, 3.24036, 2.82755, 2.30565, 0, 3.24037, 3.2404, 3.24039, 3.24042, 3.24241, 3.2404, 3.24048, 3.24036, 3.24036, 3.24036, 3.24036, 3.24036, 3.24036, 3.24036, 3.24036, 3.24036, 3.44459, 3.24036, 3.48281, 3.24036
3.43111, 6.13265, 3.71538, 3.25318, 2.85178, 2.41727, 0, 3.2532, 3.25323, 3.25321, 3.25325, 3.25546, 3.25322, 3.25332, 3.25318, 3.25318, 3.25318, 3.25318, 3.25318, 3.25318, 3.25318, 3.25318, 3.25319, 3.44751, 3.25318, 3.51845, 3.25318
3.43899, 2.72286, 3.74012, 3.26643, 2.17321, -1.01727, 0, 3.26644, 3.26647, 3.26645, 3.26649, 3.269, 3.26646, 3.26659, 3.26643, 3.26643, 3.26643, 3.26643, 3.26643, 3.26643, 3.26643, 3.26643, 3.26643, 3.45091, 3.26643, 3.55271, 3.26643
3.44688, 2.13005, 3.76305, 3.28023, 2.03225, -1.633, 0, 3.28024, 3.28027, 3.28025, 3.28029, 3.28319, 3.28026, 3.28043, 3.28023, 3.28023, 3.28023, 3.28023, 3.28023, 3.28023, 3.28023, 3.28023, 3.28023, 3.45491, 3.28023, 3.585, 3.28023
3.45477, 6.25546, 3.78363, 3.29471, 2.87323, 2.47183, 0, 3.29472, 3.29475, 3.29473, 3.29477, 3.29819, 3.29474, 3.29497, 3.29471, 3.29471, 3.29471, 3.29471, 3.29471, 3.29471, 3.29471, 3.29471, 3.29471, 3.45964, 3.29471, 3.61477, 3.29471
3.46265, 3.60725, 3.80144, 3.30996, 2.36796, -0.194189, 0, 3.30997, 3.31001, 3.30999, 3.31002, 3.31411, 3.31, 3.3103, 3.30996, 3.30996, 3.30996, 3.30996, 3.30996, 3.30996, 3.30996, 3.30996, 3.30996, 3.46519, 3.30996, 3.64153, 3.30996
3.47054, 5.12291, 3.81617, 3.32606, 2.66888, 1.30674, 0, 3.32608, 3.32611, 3.32609, 3.32613, 3.33106, 3.3261, 3.32651, 3.32606, 3.32606, 3.32606, 3.32606, 3.32606, 3.32606, 3.32606, 3.32606, 3.32607, 3.47168, 3.32606, 3.66491, 3.32606
3.47843, 4.11798, 3.82768, 3.34306, 2.47346, 0.290305, 0, 3.34307, 3.3431, 3.34308, 3.34312, 3.34914, 3.3431, 3.34366, 3.34306, 3.34306, 3.34306, 3.34306, 3.34306, 3.34306, 3.34306, 3.34306, 3.34306, 3.47918, 3.34306, 3.68466, 3.34306
3.48631, 5.47453, 3.83597, 3.36096, 2.73396, 1.63856, 0, 3.36097, 3.361, 3.36098, 3.36102, 3.36842, 3.361, 3.36178, 3.36096, 3.36096, 3.36096, 3.36096, 3.36096, 3.36096, 3.36096, 3.36096, 3.36096, 3.48773, 3.36096, 3.70071, 3.36096
3.4942, 10.275, 3.84125, 3.37976, 3.50356, 6.43371, 0, 3.37977, 3.3798, 3.37979, 3.37982, 3.38895, 3.3798, 3.38088, 3.37976, 3.37976, 3.37976, 3.37976, 3.37976, 3.37976, 3.37976, 3.37976, 3.37976, 3.49738, 3.37976, 3.71312, 3.37976
3.50208, 2.11319, 3.84388, 3.39944, 2.0281, -1.73068, 0, 3.39945, 3.39948, 3.39946, 3.3995, 3.41076, 3.39948, 3.40096, 3.39944, 3.39944, 3.39944, 3.39944, 3.39944, 3.39944, 3.39944, 3.39944, 3.39944, 3.50813, 3.39944, 3.72213, 3.39944
3.50997, 3.99511, 3.84437, 3.41995, 2.44849, 0.150742, 0, 3.41996, 3.41999, 3.41997, 3.42001, 3.43389, 3.41999, 3.422, 3.41995, 3.41995, 3.41995, 3.41995, 3.41995, 3.41995, 3.41995, 3.41995, 3.41995, 3.51999, 3.41995, 3.72812, 3.41995
3.51786, 3.21698, 3.84337, 3.44123, 2.28407, -0.626397, 0, 3.44124, 3.44127, 3.44125, 3.44129, 3.45834, 3.44128, 3.44398, 3.44123, 3.44123, 3.44123, 3.44123, 3.44123, 3.44123, 3.44123, 3.44123, 3.44123, 3.53294, 3.44123, 3.73159, 3.44123
3.52574, 5.88189, 3.84162, 3.46322, 2.80747, 2.04027, 0, 3.46323, 3.46326, 3.46324, 3.46328, 3.48413, 3.46327, 3.46686, 3.46322, 3.46322, 3.46322, 3.46322, 3.46322, 3.46322, 3.46322, 3.46322, 3.46322, 3.54694, 3.46322, 3.73313, 3.46322
3.53363, 7.09866, 3.8399, 3.48584, 3.0164, 3.25876, 0, 3.48586, 3.48589, 3.48587, 3.48591, 3.51125, 3.4859, 3.49061, 3.48584, 3.48584, 3.48584, 3.48584, 3.48584, 3.48584, 3.48584, 3.48584, 3.48585, 3.56195, 3.48584, 3.7334, 3.48584
3.54151, 4.99046, 3.83898, 3.50903, 2.64395, 1.15148, 0, 3.50905, 3.50908, 3.50906, 3.5091, 3.53968, 3.50909, 3.51521, 3.50903, 3.50903, 3.50903, 3.50903, 3.50903, 3.50903, 3.50903, 3.50903, 3.50904, 3.57793, 3.50903, 3.73305, 3.50903
