   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_102.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
14.3692, 4.19938, 1.2513, 1.2513, 2.48986, 2.94808, 0, 1.2513, 1.2513, 1.2513, 1.2513, 1.2513, 1.2513, 1.2513, 1.2513, 1.2513, 1.2513, 1.2513, 1.2513, 1.2513, 1.2513, 1.2513, 1.2513, 1.2513, 1.2513, 1.2513, 1.2513
14.3771, 2.20397, 1.24558, 1.24557, 2.05036, 0.958389, 0, 1.24557, 1.24557, 1.24557, 1.24557, 1.24557, 1.24557, 1.24557, 1.24557, 1.24557, 1.24557, 1.24557, 1.24557, 1.24557, 1.24557, 1.24557, 1.24558, 1.24557, 1.24557, 1.24557, 1.24557
14.385, 0.208922, 1.23949, 1.23949, 1.48624, -1.03057, 0, 1.23949, 1.23949, 1.23949, 1.23949, 1.23949, 1.23949, 1.23949, 1.23949, 1.23949, 1.23949, 1.23949, 1.23949, 1.23949, 1.23949, 1.23949, 1.23949, 1.23949, 1.23949, 1.23949, 1.23949
14.3929, 0, 1.23342, 1.23341, 1.41421, -1.23342, 0, 1.23341, 1.23341, 1.23341, 1.23341, 1.23341, 1.23341, 1.23341, 1.23341, 1.23341, 1.23341, 1.23341, 1.23341, 1.23341, 1.23341, 1.23341, 1.23342, 1.23341, 1.23341, 1.23341, 1.23341
14.4008, 0, 1.22956, 1.22956, 1.41421, -1.22956, 0, 1.22956, 1.22956, 1.22956, 1.22956, 1.22956, 1.22956, 1.22956, 1.22956, 1.22956, 1.22956, 1.22956, 1.22956, 1.22956, 1.22956, 1.22956, 1.22956, 1.22956, 1.22956, 1.22956, 1.22956
14.4087, 1, 1.22473, 1.22473, 1.73205, -0.224733, 0, 1.22473, 1.22473, 1.22473, 1.22473, 1.22473, 1.22473, 1.22473, 1.22473, 1.22473, 1.22473, 1.22473, 1.22473, 1.22473, 1.22473, 1.22473, 1.22473, 1.22473, 1.22473, 1.22473, 1.22473
14.4166, 3.55817, 1.219, 1.219, 2.35758, 2.33917, 0, 1.219, 1.219, 1.219, 1.219, 1.219, 1.219, 1.219, 1.219, 1.219, 1.219, 1.219, 1.219, 1.219, 1.219, 1.219, 1.219, 1.219, 1.219, 1.219, 1.219
14.4244, 3.77157, 1.21283, 1.21283, 2.40241, 2.55874, 0, 1.21283, 1.21283, 1.21283, 1.21283, 1.21283, 1.21283, 1.21283, 1.21283, 1.21283, 1.21283, 1.21283, 1.21283, 1.21283, 1.21283, 1.21283, 1.21283, 1.21283, 1.21283, 1.21283, 1.21283
14.4323, 3.99294, 1.20667, 1.20667, 2.44805, 2.78626, 0, 1.20667, 1.20667, 1.20667, 1.20667, 1.20667, 1.20667, 1.20667, 1.20667, 1.20667, 1.20667, 1.20667, 1.20667, 1.20667, 1.20667, 1.20667, 1.20667, 1.20667, 1.20667, 1.20667, 1.20667
14.4402, 2.44919, 1.20282, 1.20282, 2.10931, 1.24637, 0, 1.20282, 1.20282, 1.20282, 1.20282, 1.20282, 1.20282, 1.20282, 1.20282, 1.20282, 1.20282, 1.20282, 1.20282, 1.20282, 1.20282, 1.20282, 1.20282, 1.20282, 1.20282, 1.20282, 1.20282
14.4481, 0.228129, 1.19785, 1.19785, 1.49269, -0.969726, 0, 1.19785, 1.19785, 1.19785, 1.19785, 1.19785, 1.19785, 1.19785, 1.19785, 1.19785, 1.19785, 1.19785, 1.19785, 1.19785, 1.19785, 1.19785, 1.19785, 1.19785, 1.19785, 1.19785, 1.19785
14.456, 0, 1.19185, 1.19185, 1.41421, -1.19185, 0, 1.19185, 1.19185, 1.19185, 1.19185, 1.19185, 1.19185, 1.19185, 1.19185, 1.19185, 1.19185, 1.19185, 1.19185, 1.19185, 1.19185, 1.19185, 1.19185, 1.19185, 1.19185, 1.19185, 1.19185
14.4639, 2, 1.18533, 1.18533, 2, 0.814667, 0, 1.18533, 1.18533, 1.18533, 1.18533, 1.18533, 1.18533, 1.18533, 1.18533, 1.18533, 1.18533, 1.18533, 1.18533, 1.18533, 1.18533, 1.18533, 1.18533, 1.18533, 1.18533, 1.18533, 1.18533
14.4718, 1.76208, 1.17884, 1.17883, 1.93961, 0.583246, 0, 1.17883, 1.17883, 1.17883, 1.17883, 1.17883, 1.17883, 1.17883, 1.17883, 1.17883, 1.17883, 1.17883, 1.17883, 1.17883, 1.17883, 1.17883, 1.17884, 1.17883, 1.17883, 1.17883, 1.17883
14.4796, 2.23792, 1.17531, 1.17531, 2.05862, 1.06261, 0, 1.17531, 1.17531, 1.17531, 1.17531, 1.17531, 1.17531, 1.17531, 1.17531, 1.17531, 1.17531, 1.17531, 1.17531, 1.17531, 1.17531, 1.17531, 1.17531, 1.17531, 1.17531, 1.17531, 1.17531
14.4875, 3.75737, 1.1705, 1.1705, 2.39945, 2.58687, 0, 1.1705, 1.1705, 1.1705, 1.1705, 1.1705, 1.1705, 1.1705, 1.1705, 1.1705, 1.1705, 1.1705, 1.1705, 1.1705, 1.1705, 1.1705, 1.1705, 1.1705, 1.1705, 1.1705, 1.1705
14.4954, 3.24263, 1.16449, 1.16449, 2.28968, 2.07814, 0, 1.16449, 1.16449, 1.16449, 1.16449, 1.16449, 1.16449, 1.16449, 1.16449, 1.16449, 1.16449, 1.16449, 1.16449, 1.16449, 1.16449, 1.16449, 1.16449, 1.16449, 1.16449, 1.16449, 1.16449
14.5033, 2.75266, 1.1579, 1.1579, 2.18006, 1.59477, 0, 1.1579, 1.1579, 1.1579, 1.1579, 1.1579, 1.1579, 1.1579, 1.1579, 1.1579, 1.1579, 1.1579, 1.1579, 1.1579, 1.1579, 1.1579, 1.1579, 1.1579, 1.1579, 1.1579, 1.1579
14.5112, 1.99752, 1.15132, 1.15132, 1.99938, 0.846199, 0, 1.15132, 1.15132, 1.15132, 1.15132, 1.15132, 1.15132, 1.15132, 1.15132, 1.15132, 1.15132, 1.15132, 1.15132, 1.15132, 1.15132, 1.15132, 1.15132, 1.15132, 1.15132, 1.15132, 1.15132
14.5191, 1.24981, 1.14784, 1.14784, 1.80272, 0.10197, 0, 1.14784, 1.14784, 1.14784, 1.14784, 1.14784, 1.14784, 1.14784, 1.14784, 1.14784, 1.14784, 1.14784, 1.14784, 1.14784, 1.14784, 1.14784, 1.14784, 1.14784, 1.14784, 1.14784, 1.14784
14.527, 3.23615, 1.14293, 1.14293, 2.28826, 2.09322, 0, 1.14293, 1.14293, 1.14293, 1.14293, 1.14293, 1.14293, 1.14293, 1.14293, 1.14293, 1.14293, 1.14293, 1.14293, 1.14293, 1.14293, 1.14293, 1.14293, 1.14293, 1.14293, 1.14293, 1.14293
14.5348, 2.50672, 1.13669, 1.13669, 2.1229, 1.37003, 0, 1.13669, 1.13669, 1.13669, 1.13669, 1.13669, 1.13669, 1.13669, 1.13669, 1.13669, 1.13669, 1.13669, 1.13669, 1.13669, 1.13669, 1.13669, 1.13669, 1.13669, 1.13669, 1.13669, 1.13669
14.5427, 0.257125, 1.12979, 1.12979, 1.50237, -0.872665, 0, 1.12979, 1.12979, 1.12979, 1.12979, 1.12979, 1.12979, 1.12979, 1.12979, 1.12979, 1.12979, 1.12979, 1.12979, 1.12979, 1.12979, 1.12979, 1.12979, 1.12979, 1.12979, 1.12979, 1.12979
14.5506, 1, 1.12291, 1.12291, 1.73205, -0.122914, 0, 1.12291, 1.12291, 1.12291, 1.12291, 1.12291, 1.12291, 1.12291, 1.12291, 1.12291, 1.12291, 1.12291, 1.12291, 1.12291, 1.12291, 1.12291, 1.12291, 1.12291, 1.12291, 1.12291, 1.12291
14.5585, 2.20706, 1.11977, 1.11976, 2.05111, 1.0873, 0, 1.11976, 1.11976, 1.11976, 1.11976, 1.11976, 1.11976, 1.11976, 1.11976, 1.11976, 1.11976, 1.11976, 1.11976, 1.11976, 1.11976, 1.11976, 1.11977, 1.11976, 1.11976, 1.11976, 1.11976
14.5664, 2.79294, 1.11501, 1.11501, 2.18928, 1.67792, 0, 1.11501, 1.11501, 1.11501, 1.11501, 1.11501, 1.11501, 1.11501, 1.11501, 1.11501, 1.11501, 1.11501, 1.11501, 1.11501, 1.11501, 1.11501, 1.11501, 1.11501, 1.11501, 1.11501, 1.11501
14.5743, 2.73089, 1.10877, 1.10877, 2.17506, 1.62211, 0, 1.10877, 1.10877, 1.10877, 1.10877, 1.10877, 1.10877, 1.10877, 1.10877, 1.10877, 1.10877, 1.10877, 1.10877, 1.10877, 1.10877, 1.10877, 1.10877, 1.10877, 1.10877, 1.10877, 1.10877
14.5822, 2.26911, 1.10181, 1.1018, 2.06618, 1.16731, 0, 1.1018, 1.1018, 1.1018, 1.1018, 1.1018, 1.1018, 1.1018, 1.1018, 1.1018, 1.1018, 1.1018, 1.1018, 1.1018, 1.1018, 1.1018, 1.10181, 1.1018, 1.1018, 1.1018, 1.1018
14.59, 1, 1.09486, 1.09486, 1.73205, -0.0948608, 0, 1.09486, 1.09486, 1.09486, 1.09486, 1.09486, 1.09486, 1.09486, 1.09486, 1.09486, 1.09486, 1.09486, 1.09486, 1.09486, 1.09486, 1.09486, 1.09486, 1.09486, 1.09486, 1.09486, 1.09486
14.5979, 0.723668, 1.0918, 1.0918, 1.65035, -0.368137, 0, 1.0918, 1.0918, 1.0918, 1.0918, 1.0918, 1.0918, 1.0918, 1.0918, 1.0918, 1.0918, 1.0918, 1.0918, 1.0918, 1.0918, 1.0918, 1.0918, 1.0918, 1.0918, 1.0918, 1.0918
14.6058, 2.71871, 1.087, 1.087, 2.17226, 1.63171, 0, 1.087, 1.087, 1.087, 1.087, 1.087, 1.087, 1.087, 1.087, 1.087, 1.087, 1.087, 1.087, 1.087, 1.087, 1.087, 1.087, 1.087, 1.087, 1.087, 1.087
14.6137, 1.27646, 1.08057, 1.08057, 1.8101, 0.195882, 0, 1.08057, 1.08057, 1.08057, 1.08057, 1.08057, 1.08057, 1.08057, 1.08057, 1.08057, 1.08057, 1.08057, 1.08057, 1.08057, 1.08057, 1.08057, 1.08057, 1.08057, 1.08057, 1.08057, 1.08057
14.6216, 1.99765, 1.07335, 1.07335, 1.99941, 0.924293, 0, 1.07335, 1.07335, 1.07335, 1.07335, 1.07335, 1.07335, 1.07335, 1.07335, 1.07335, 1.07335, 1.07335, 1.07335, 1.07335, 1.07335, 1.07335, 1.07335, 1.07335, 1.07335, 1.07335, 1.07335
14.6295, 0.283519, 1.06616, 1.06615, 1.51113, -0.782637, 0, 1.06615, 1.06615, 1.06615, 1.06615, 1.06615, 1.06615, 1.06615, 1.06615, 1.06615, 1.06615, 1.06615, 1.06615, 1.06615, 1.06615, 1.06615, 1.06616, 1.06615, 1.06615, 1.06615, 1.06615
14.6374, 0, 1.06343, 1.06342, 1.41421, -1.06343, 0, 1.06342, 1.06342, 1.06342, 1.06342, 1.06342, 1.06342, 1.06342, 1.06342, 1.06342, 1.06342, 1.06342, 1.06342, 1.06342, 1.06342, 1.06342, 1.06343, 1.06342, 1.06342, 1.06342, 1.06342
14.6453, 1.41834, 1.05878, 1.05878, 1.84888, 0.359555, 0, 1.05878, 1.05878, 1.05878, 1.05878, 1.05878, 1.05878, 1.05878, 1.05878, 1.05878, 1.05878, 1.05878, 1.05878, 1.05878, 1.05878, 1.05878, 1.05878, 1.05878, 1.05878, 1.05878, 1.05878
14.6531, 2.99504, 1.05237, 1.05237, 2.23496, 1.94267, 0, 1.05237, 1.05237, 1.05237, 1.05237, 1.05237, 1.05237, 1.05237, 1.05237, 1.05237, 1.05237, 1.05237, 1.05237, 1.05237, 1.05237, 1.05237, 1.05237, 1.05237, 1.05237, 1.05237, 1.05237
14.661, 2.29095, 1.04509, 1.04509, 2.07146, 1.24586, 0, 1.04509, 1.04509, 1.04509, 1.04509, 1.04509, 1.04509, 1.04509, 1.04509, 1.04509, 1.04509, 1.04509, 1.04509, 1.04509, 1.04509, 1.04509, 1.04509, 1.04509, 1.04509, 1.04509, 1.04509
14.6689, 4.40161, 1.03783, 1.03783, 2.53014, 3.36378, 0, 1.03783, 1.03783, 1.03783, 1.03783, 1.03783, 1.03783, 1.03783, 1.03783, 1.03783, 1.03783, 1.03783, 1.03783, 1.03783, 1.03783, 1.03783, 1.03783, 1.03783, 1.03783, 1.03783, 1.03783
14.6768, 2.59356, 1.03525, 1.03524, 2.14326, 1.55831, 0, 1.03524, 1.03524, 1.03524, 1.03524, 1.03524, 1.03524, 1.03524, 1.03524, 1.03524, 1.03524, 1.03524, 1.03524, 1.03524, 1.03524, 1.03524, 1.03525, 1.03524, 1.03524, 1.03524, 1.03524
14.6847, 4.69462, 1.03061, 1.0306, 2.5874, 3.66402, 0, 1.0306, 1.0306, 1.0306, 1.0306, 1.0306, 1.0306, 1.0306, 1.0306, 1.0306, 1.0306, 1.0306, 1.0306, 1.0306, 1.0306, 1.0306, 1.03061, 1.0306, 1.0306, 1.0306, 1.0306
14.6926, 0.605873, 1.02406, 1.02406, 1.61427, -0.418187, 0, 1.02406, 1.02406, 1.02406, 1.02406, 1.02406, 1.02406, 1.02406, 1.02406, 1.02406, 1.02406, 1.02406, 1.02406, 1.02406, 1.02406, 1.02406, 1.02406, 1.02406, 1.02406, 1.02406, 1.02406
14.7005, 4.07658, 1.01658, 1.01658, 2.46507, 3.06, 0, 1.01658, 1.01658, 1.01658, 1.01658, 1.01658, 1.01658, 1.01658, 1.01658, 1.01658, 1.01658, 1.01658, 1.01658, 1.01658, 1.01658, 1.01658, 1.01658, 1.01658, 1.01658, 1.01658, 1.01658
14.7083, 2.92342, 1.00913, 1.00913, 2.21888, 1.91429, 0, 1.00913, 1.00913, 1.00913, 1.00913, 1.00913, 1.00913, 1.00913, 1.00913, 1.00913, 1.00913, 1.00913, 1.00913, 1.00913, 1.00913, 1.00913, 1.00913, 1.00913, 1.00913, 1.00913, 1.00913
14.7162, 4.68748, 1.00686, 1.00686, 2.58602, 3.68062, 0, 1.00686, 1.00686, 1.00686, 1.00686, 1.00686, 1.00686, 1.00686, 1.00686, 1.00686, 1.00686, 1.00686, 1.00686, 1.00686, 1.00686, 1.00686, 1.00686, 1.00686, 1.00686, 1.00686, 1.00686
14.7241, 1.31252, 1.00238, 1.00238, 1.82003, 0.310131, 0, 1.00238, 1.00238, 1.00238, 1.00238, 1.00238, 1.00238, 1.00238, 1.00238, 1.00238, 1.00238, 1.00238, 1.00238, 1.00238, 1.00238, 1.00238, 1.00238, 1.00238, 1.00238, 1.00238, 1.00238
14.732, 1, 0.995858, 0.995856, 1.73205, 0.00414169, 0, 0.995856, 0.995856, 0.995856, 0.995856, 0.995856, 0.995856, 0.995856, 0.995856, 0.995856, 0.995856, 0.995856, 0.995856, 0.995856, 0.995856, 0.995856, 0.995858, 0.995856, 0.995856, 0.995856, 0.995856
14.7399, 1, 0.98833, 0.988327, 1.73205, 0.0116703, 0, 0.988327, 0.988327, 0.988327, 0.988327, 0.988327, 0.988327, 0.988327, 0.988327, 0.988327, 0.988327, 0.988327, 0.988327, 0.988327, 0.988327, 0.988327, 0.98833, 0.988327, 0.988327, 0.988327, 0.988327
14.7478, 1.6777, 0.98083, 0.980827, 1.91773, 0.696866, 0, 0.980827, 0.980827, 0.980827, 0.980827, 0.980827, 0.980827, 0.980827, 0.980827, 0.980827, 0.980827, 0.980827, 0.980827, 0.980827, 0.980827, 0.980827, 0.98083, 0.980827, 0.980827, 0.980827, 0.980827
14.7557, 3.3487, 0.978756, 0.978754, 2.31273, 2.36994, 0, 0.978754, 0.978754, 0.978754, 0.978754, 0.978754, 0.978754, 0.978754, 0.978754, 0.978754, 0.978754, 0.978754, 0.978754, 0.978754, 0.978754, 0.978754, 0.978756, 0.978754, 0.978754, 0.978754, 0.978754
14.7635, 1.97361, 0.974331, 0.974329, 1.99339, 0.999275, 0, 0.974329, 0.974329, 0.974329, 0.974329, 0.974329, 0.974329, 0.974329, 0.974329, 0.974329, 0.974329, 0.974329, 0.974329, 0.974329, 0.974329, 0.974329, 0.974331, 0.974329, 0.974329, 0.974329, 0.974329
14.7714, 0.670508, 0.967731, 0.967728, 1.63417, -0.297223, 0, 0.967728, 0.967728, 0.967728, 0.967728, 0.967728, 0.967728, 0.967728, 0.967728, 0.967728, 0.967728, 0.967728, 0.967728, 0.967728, 0.967728, 0.967728, 0.967731, 0.967728, 0.967728, 0.967728, 0.967728
14.7793, 0.997769, 0.960065, 0.960063, 1.73141, 0.0377044, 0, 0.960063, 0.960063, 0.960063, 0.960063, 0.960063, 0.960063, 0.960063, 0.960063, 0.960063, 0.960063, 0.960063, 0.960063, 0.960063, 0.960063, 0.960063, 0.960065, 0.960063, 0.960063, 0.960063, 0.960063
14.7872, 0.997439, 0.95243, 0.952428, 1.73131, 0.0450093, 0, 0.952428, 0.952428, 0.952428, 0.952428, 0.952428, 0.952428, 0.952428, 0.952428, 0.952428, 0.952428, 0.952428, 0.952428, 0.952428, 0.952428, 0.952428, 0.95243, 0.952428, 0.952428, 0.952428, 0.952428
14.7951, 2.32387, 0.950664, 0.950662, 2.07939, 1.37321, 0, 0.950662, 0.950662, 0.950662, 0.950662, 0.950662, 0.950662, 0.950662, 0.950662, 0.950662, 0.950662, 0.950662, 0.950662, 0.950662, 0.950662, 0.950662, 0.950664, 0.950662, 0.950662, 0.950662, 0.950662
14.803, 2.01041, 0.946399, 0.946397, 2.0026, 1.06401, 0, 0.946397, 0.946397, 0.946397, 0.946397, 0.946397, 0.946397, 0.946397, 0.946397, 0.946397, 0.946397, 0.946397, 0.946397, 0.946397, 0.946397, 0.946397, 0.946399, 0.946397, 0.946397, 0.946397, 0.946397
14.8109, 2, 0.939826, 0.939823, 2, 1.06017, 0, 0.939823, 0.939823, 0.939823, 0.939823, 0.939823, 0.939823, 0.939823, 0.939823, 0.939823, 0.939823, 0.939823, 0.939823, 0.939823, 0.939823, 0.939823, 0.939826, 0.939823, 0.939823, 0.939823, 0.939823
14.8187, 1.65601, 0.932121, 0.932119, 1.91207, 0.723889, 0, 0.932119, 0.932119, 0.932119, 0.932119, 0.932119, 0.932119, 0.932119, 0.932119, 0.932119, 0.932119, 0.932119, 0.932119, 0.932119, 0.932119, 0.932119, 0.932121, 0.932119, 0.932119, 0.932119, 0.932119
14.8266, 0.99777, 0.924448, 0.924445, 1.73141, 0.0733218, 0, 0.924445, 0.924445, 0.924445, 0.924445, 0.924445, 0.924445, 0.924445, 0.924445, 0.924445, 0.924445, 0.924445, 0.924445, 0.924445, 0.924445, 0.924445, 0.924448, 0.924445, 0.924445, 0.924445, 0.924445
14.8345, 2.99752, 0.922912, 0.92291, 2.23551, 2.07461, 0, 0.92291, 0.92291, 0.92291, 0.92291, 0.92291, 0.92291, 0.92291, 0.92291, 0.92291, 0.92291, 0.92291, 0.92291, 0.92291, 0.92291, 0.92291, 0.922912, 0.92291, 0.92291, 0.92291, 0.92291
14.8424, 1.99752, 0.918751, 0.918748, 1.99938, 1.07877, 0, 0.918748, 0.918748, 0.918748, 0.918748, 0.918748, 0.918748, 0.918748, 0.918748, 0.918748, 0.918748, 0.918748, 0.918748, 0.918748, 0.918748, 0.918748, 0.918751, 0.918748, 0.918748, 0.918748, 0.918748
14.8503, 0.997689, 0.912162, 0.91216, 1.73138, 0.0855275, 0, 0.91216, 0.91216, 0.91216, 0.91216, 0.91216, 0.91216, 0.91216, 0.91216, 0.91216, 0.91216, 0.91216, 0.91216, 0.91216, 0.91216, 0.91216, 0.912162, 0.91216, 0.91216, 0.91216, 0.91216
14.8582, 3.35349, 0.904384, 0.904382, 2.31376, 2.4491, 0, 0.904382, 0.904382, 0.904382, 0.904382, 0.904382, 0.904382, 0.904382, 0.904382, 0.904382, 0.904382, 0.904382, 0.904382, 0.904382, 0.904382, 0.904382, 0.904384, 0.904382, 0.904382, 0.904382, 0.904382
14.8661, 0, 0.896639, 0.896637, 1.41421, -0.896639, 0, 0.896637, 0.896637, 0.896637, 0.896637, 0.896637, 0.896637, 0.896637, 0.896637, 0.896637, 0.896637, 0.896637, 0.896637, 0.896637, 0.896637, 0.896637, 0.896639, 0.896637, 0.896637, 0.896637, 0.896637
14.874, 0, 0.895387, 0.895385, 1.41421, -0.895387, 0, 0.895385, 0.895385, 0.895385, 0.895385, 0.895385, 0.895385, 0.895385, 0.895385, 0.895385, 0.895385, 0.895385, 0.895385, 0.895385, 0.895385, 0.895385, 0.895387, 0.895385, 0.895385, 0.895385, 0.895385
14.8818, 1.27361, 0.891379, 0.891376, 1.80931, 0.382227, 0, 0.891376, 0.891376, 0.891376, 0.891376, 0.891376, 0.891376, 0.891376, 0.891376, 0.891376, 0.891376, 0.891376, 0.891376, 0.891376, 0.891376, 0.891376, 0.891379, 0.891376, 0.891376, 0.891376, 0.891376
14.8897, 3.99529, 0.884824, 0.884822, 2.44853, 3.11047, 0, 0.884822, 0.884822, 0.884822, 0.884822, 0.884822, 0.884822, 0.884822, 0.884822, 0.884822, 0.884822, 0.884822, 0.884822, 0.884822, 0.884822, 0.884822, 0.884824, 0.884822, 0.884822, 0.884822, 0.884822
14.8976, 2.62715, 0.877023, 0.87702, 2.15108, 1.75013, 0, 0.87702, 0.87702, 0.87702, 0.87702, 0.87702, 0.87702, 0.87702, 0.87702, 0.87702, 0.87702, 0.87702, 0.87702, 0.87702, 0.87702, 0.87702, 0.877023, 0.87702, 0.87702, 0.87702, 0.87702
14.9055, 1.73344, 0.869256, 0.869253, 1.93221, 0.864189, 0, 0.869253, 0.869253, 0.869253, 0.869253, 0.869253, 0.869253, 0.869253, 0.869253, 0.869253, 0.869253, 0.869253, 0.869253, 0.869253, 0.869253, 0.869253, 0.869256, 0.869253, 0.869253, 0.869253, 0.869253
14.9134, 0.997646, 0.868362, 0.86836, 1.73137, 0.129284, 0, 0.86836, 0.86836, 0.86836, 0.86836, 0.86836, 0.86836, 0.86836, 0.86836, 0.86836, 0.86836, 0.86836, 0.86836, 0.86836, 0.86836, 0.86836, 0.868362, 0.86836, 0.86836, 0.86836, 0.86836
14.9213, 1.37286, 0.864537, 0.864535, 1.83654, 0.508325, 0, 0.864535, 0.864535, 0.864535, 0.864535, 0.864535, 0.864535, 0.864535, 0.864535, 0.864535, 0.864535, 0.864535, 0.864535, 0.864535, 0.864535, 0.864535, 0.864537, 0.864535, 0.864535, 0.864535, 0.864535
14.9292, 2.24461, 0.857998, 0.857996, 2.06025, 1.38661, 0, 0.857996, 0.857996, 0.857996, 0.857996, 0.857996, 0.857996, 0.857996, 0.857996, 0.857996, 0.857996, 0.857996, 0.857996, 0.857996, 0.857996, 0.857996, 0.857998, 0.857996, 0.857996, 0.857996, 0.857996
14.937, 3.37534, 0.850129, 0.850127, 2.31848, 2.52521, 0, 0.850127, 0.850127, 0.850127, 0.850127, 0.850127, 0.850127, 0.850127, 0.850127, 0.850127, 0.850127, 0.850127, 0.850127, 0.850127, 0.850127, 0.850127, 0.850129, 0.850127, 0.850127, 0.850127, 0.850127
14.9449, 0.38005, 0.842296, 0.842294, 1.54274, -0.462247, 0, 0.842294, 0.842294, 0.842294, 0.842294, 0.842294, 0.842294, 0.842294, 0.842294, 0.842294, 0.842294, 0.842294, 0.842294, 0.842294, 0.842294, 0.842294, 0.842296, 0.842294, 0.842294, 0.842294, 0.842294
14.9528, 1, 0.842313, 0.842311, 1.73205, 0.157687, 0, 0.842311, 0.842311, 0.842311, 0.842311, 0.842311, 0.842311, 0.842311, 0.842311, 0.842311, 0.842311, 0.842311, 0.842311, 0.842311, 0.842311, 0.842311, 0.842313, 0.842311, 0.842311, 0.842311, 0.842311
14.9607, 1, 0.838853, 0.838851, 1.73205, 0.161147, 0, 0.838851, 0.838851, 0.838851, 0.838851, 0.838851, 0.838851, 0.838851, 0.838851, 0.838851, 0.838851, 0.838851, 0.838851, 0.838851, 0.838851, 0.838851, 0.838853, 0.838851, 0.838851, 0.838851, 0.838851
14.9686, 0, 0.83219, 0.832187, 1.41421, -0.83219, 0, 0.832187, 0.832187, 0.832187, 0.832187, 0.832187, 0.832187, 0.832187, 0.832187, 0.832187, 0.832187, 0.832187, 0.832187, 0.832187, 0.832187, 0.832187, 0.83219, 0.832187, 0.832187, 0.832187, 0.832187
14.9765, 0.607807, 0.823955, 0.823953, 1.61487, -0.216149, 0, 0.823953, 0.823953, 0.823953, 0.823953, 0.823953, 0.823953, 0.823953, 0.823953, 0.823953, 0.823953, 0.823953, 0.823953, 0.823953, 0.823953, 0.823953, 0.823955, 0.823953, 0.823953, 0.823953, 0.823953
14.9844, 1.39219, 0.815762, 0.81576, 1.84179, 0.576431, 0, 0.81576, 0.81576, 0.81576, 0.81576, 0.81576, 0.81576, 0.81576, 0.81576, 0.81576, 0.81576, 0.81576, 0.81576, 0.81576, 0.81576, 0.81576, 0.815762, 0.81576, 0.81576, 0.81576, 0.81576
14.9922, 1, 0.821058, 0.821055, 1.73205, 0.178942, 0, 0.821055, 0.821055, 0.821055, 0.821055, 0.821055, 0.821055, 0.821055, 0.821055, 0.821055, 0.821055, 0.821055, 0.821055, 0.821055, 0.821055, 0.821055, 0.821058, 0.821055, 0.821055, 0.821055, 0.821055
15.0001, 0, 0.822671, 0.822669, 1.41421, -0.822671, 0, 0.822669, 0.822669, 0.822669, 0.822669, 0.822669, 0.822669, 0.822669, 0.822669, 0.822669, 0.822669, 0.822669, 0.822669, 0.822669, 0.822669, 0.822669, 0.822671, 0.822669, 0.822669, 0.822669, 0.822669
15.008, 0, 0.820779, 0.820777, 1.41421, -0.820779, 0, 0.820777, 0.820777, 0.820777, 0.820777, 0.820777, 0.820777, 0.820777, 0.820777, 0.820777, 0.820777, 0.820777, 0.820777, 0.820777, 0.820777, 0.820777, 0.820779, 0.820777, 0.820777, 0.820777, 0.820777
15.0159, 1.59579, 0.81714, 0.817138, 1.89626, 0.778646, 0, 0.817138, 0.817138, 0.817138, 0.817138, 0.817138, 0.817138, 0.817138, 0.817138, 0.817138, 0.817138, 0.817138, 0.817138, 0.817138, 0.817138, 0.817138, 0.81714, 0.817138, 0.817138, 0.817138, 0.817138
15.0238, 1.99752, 0.81351, 0.813508, 1.99938, 1.18401, 0, 0.813508, 0.813508, 0.813508, 0.813508, 0.813508, 0.813508, 0.813508, 0.813508, 0.813508, 0.813508, 0.813508, 0.813508, 0.813508, 0.813508, 0.813508, 0.81351, 0.813508, 0.813508, 0.813508, 0.813508
15.0317, 1.99777, 0.817597, 0.817595, 1.99944, 1.18017, 0, 0.817595, 0.817595, 0.817595, 0.817595, 0.817595, 0.817595, 0.817595, 0.817595, 0.817595, 0.817595, 0.817595, 0.817595, 0.817595, 0.817595, 0.817595, 0.817597, 0.817595, 0.817595, 0.817595, 0.817595
15.0396, 1.99752, 0.81875, 0.818748, 1.99938, 1.17877, 0, 0.818748, 0.818748, 0.818748, 0.818748, 0.818748, 0.818748, 0.818748, 0.818748, 0.818748, 0.818748, 0.818748, 0.818748, 0.818748, 0.818748, 0.818748, 0.81875, 0.818748, 0.818748, 0.818748, 0.818748
15.0474, 0.4114, 0.817162, 0.81716, 1.55287, -0.405762, 0, 0.81716, 0.81716, 0.81716, 0.81716, 0.81716, 0.81716, 0.81716, 0.81716, 0.81716, 0.81716, 0.81716, 0.81716, 0.81716, 0.81716, 0.81716, 0.817162, 0.81716, 0.81716, 0.81716, 0.81716
15.0553, 1, 0.814209, 0.814207, 1.73205, 0.185791, 0, 0.814207, 0.814207, 0.814207, 0.814207, 0.814207, 0.814207, 0.814207, 0.814207, 0.814207, 0.814207, 0.814207, 0.814207, 0.814207, 0.814207, 0.814207, 0.814209, 0.814207, 0.814207, 0.814207, 0.814207
