   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_433.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Zn_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup
-0.0087174, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.000855108, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00700718, 0, 7.07478e-20, 0, 1.41421, -7.07478e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.37661e-25, 0, 1.21905e-20, 0, 5.85566e-20, 0, 0
0.0148695, 0, 1.44923e-19, 0, 1.41421, -1.44923e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.52835e-24, 0, 2.53455e-20, 0, 1.19576e-19, 0, 0
0.0227318, 0, 2.93782e-19, 0, 1.41421, -2.93782e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.13407e-24, 0, 5.21445e-20, 0, 2.41635e-19, 0, 0
0.030594, 0, 5.89555e-19, 0, 1.41421, -5.89555e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.36292e-24, 0, 1.06195e-19, 0, 4.83353e-19, 0, 0
0.0384563, 0, 1.17156e-18, 0, 1.41421, -1.17156e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.27937e-23, 0, 2.14162e-19, 0, 9.57381e-19, 0, 0
0.0463186, 0, 2.30601e-18, 0, 1.41421, -2.30601e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.54827e-23, 0, 4.27816e-19, 0, 1.87817e-18, 0, 0
0.0541809, 0, 4.49707e-18, 0, 1.41421, -4.49707e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.02941e-23, 0, 8.46788e-19, 0, 3.65023e-18, 0, 0
0.0620432, 0, 8.69098e-18, 0, 1.41421, -8.69098e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.83805e-23, 0, 1.66116e-18, 0, 7.02972e-18, 0, 0
0.0699055, 0, 1.66483e-17, 0, 1.41421, -1.66483e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.90772e-22, 0, 3.23055e-18, 0, 1.34176e-17, 0, 0
0.0777678, 0, 3.1617e-17, 0, 1.41421, -3.1617e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.66788e-22, 0, 6.22971e-18, 0, 2.53869e-17, 0, 0
0.0856301, 0, 5.95384e-17, 0, 1.41421, -5.95384e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.99347e-22, 0, 1.19145e-17, 0, 4.76232e-17, 0, 0
0.0934924, 0, 1.11192e-16, 0, 1.41421, -1.11192e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.32257e-21, 0, 2.26043e-17, 0, 8.85868e-17, 0, 0
0.101355, 0, 2.05978e-16, 0, 1.41421, -2.05978e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.48117e-21, 0, 4.2549e-17, 0, 1.63426e-16, 0, 0
0.109217, 0, 3.78527e-16, 0, 1.41421, -3.78527e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.6182e-21, 0, 7.94782e-17, 0, 2.99044e-16, 0, 0
0.117079, 0, 6.90186e-16, 0, 1.41421, -6.90186e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.52949e-21, 0, 1.47347e-16, 0, 5.42831e-16, 0, 0
0.124942, 0, 1.24877e-15, 0, 1.41421, -1.24877e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.56336e-20, 0, 2.71162e-16, 0, 9.77588e-16, 0, 0
0.132804, 0, 2.2554e-15, 0, 1.41421, -2.2554e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.86529e-20, 0, 4.99613e-16, 0, 1.75576e-15, 0, 0
0.140666, 0, 4.01714e-15, 0, 1.41421, -4.01714e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.17009e-20, 0, 9.05696e-16, 0, 3.11139e-15, 0, 0
0.148528, 0, 7.10282e-15, 0, 1.41421, -7.10282e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.2618e-20, 0, 1.63056e-15, 0, 5.47217e-15, 0, 0
0.156391, 0, 1.24684e-14, 0, 1.41421, -1.24684e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.64742e-19, 0, 2.91577e-15, 0, 9.55247e-15, 0, 0
0.164253, 0, 2.17318e-14, 0, 1.41421, -2.17318e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.9098e-19, 0, 5.17937e-15, 0, 1.65521e-14, 0, 0
0.172115, 0, 3.76117e-14, 0, 1.41421, -3.76117e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.10405e-19, 0, 9.14019e-15, 0, 2.8471e-14, 0, 0
0.179978, 0, 6.46442e-14, 0, 1.41421, -6.46442e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.89199e-19, 0, 1.60263e-14, 0, 4.8617e-14, 0, 0
0.18784, 0, 1.10345e-13, 0, 1.41421, -1.10345e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.5387e-18, 0, 2.79226e-14, 0, 8.24205e-14, 0, 0
0.195702, 0, 1.87079e-13, 0, 1.41421, -1.87079e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.64502e-18, 0, 4.83468e-14, 0, 1.38729e-13, 0, 0
0.203564, 0, 3.15057e-13, 0, 1.41421, -3.15057e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.51715e-18, 0, 8.32015e-14, 0, 2.31851e-13, 0, 0
0.211427, 0, 5.2708e-13, 0, 1.41421, -5.2708e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.66497e-18, 0, 1.42324e-13, 0, 3.84748e-13, 0, 0
0.219289, 0, 8.76038e-13, 0, 1.41421, -8.76038e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.29246e-17, 0, 2.42022e-13, 0, 6.34002e-13, 0, 0
0.227151, 0, 1.44665e-12, 0, 1.41421, -1.44665e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.1659e-17, 0, 4.09174e-13, 0, 1.03745e-12, 0, 0
0.235014, 0, 2.37376e-12, 0, 1.41421, -2.37376e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.60788e-17, 0, 6.87836e-13, 0, 1.68589e-12, 0, 0
0.242876, 0, 3.87064e-12, 0, 1.41421, -3.87064e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.9748e-17, 0, 1.14985e-12, 0, 2.72073e-12, 0, 0
0.250738, 0, 6.27256e-12, 0, 1.41421, -6.27256e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.83853e-17, 0, 1.91174e-12, 0, 4.36072e-12, 0, 0
0.2586, 0, 1.01033e-11, 0, 1.41421, -1.01033e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.61123e-16, 0, 3.1616e-12, 0, 6.94155e-12, 0, 0
0.266463, 0, 1.61768e-11, 0, 1.41421, -1.61768e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.6249e-16, 0, 5.20167e-12, 0, 1.09749e-11, 0, 0
0.274325, 0, 2.57503e-11, 0, 1.41421, -2.57503e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.25504e-16, 0, 8.5154e-12, 0, 1.72344e-11, 0, 0
0.282187, 0, 4.07559e-11, 0, 1.41421, -4.07559e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.86523e-16, 0, 1.3873e-11, 0, 2.68823e-11, 0, 0
0.29005, 0, 6.41482e-11, 6.16571e-44, 1.41421, -6.41482e-11, 6.16571e-44, 0, 6.16571e-44, 6.16571e-44, 6.16571e-44, 6.16571e-44, 6.16571e-44, 6.16571e-44, 6.16571e-44, 6.16571e-44, 6.16571e-44, 6.16571e-44, 6.16571e-44, 6.16571e-44, 1.10282e-15, 6.16571e-44, 2.24967e-11, 6.16571e-44, 4.16504e-11, 6.16571e-44, 6.16571e-44
0.297912, 0, 1.00423e-10, 1.13085e-42, 1.41421, -1.00423e-10, 1.13085e-42, 0, 1.13085e-42, 1.13085e-42, 1.13085e-42, 1.13085e-42, 1.13085e-42, 1.13085e-42, 1.13085e-42, 1.13085e-42, 1.13085e-42, 1.13085e-42, 1.13085e-42, 1.13085e-42, 1.76445e-15, 1.13085e-42, 3.63198e-11, 1.13085e-42, 6.41016e-11, 1.13085e-42, 1.13085e-42
0.305774, 0, 1.56394e-10, 1.71337e-41, 1.41421, -1.56394e-10, 1.71337e-41, 0, 1.71337e-41, 1.71337e-41, 1.71337e-41, 1.71337e-41, 1.71337e-41, 1.71337e-41, 1.71337e-41, 1.71337e-41, 1.71337e-41, 1.71337e-41, 1.71337e-41, 1.71337e-41, 2.81274e-15, 1.71337e-41, 5.83902e-11, 1.71337e-41, 9.80007e-11, 1.71337e-41, 1.71337e-41
0.313636, 0, 2.42344e-10, 2.28311e-40, 1.41421, -2.42344e-10, 2.28311e-40, 0, 2.28311e-40, 2.28311e-40, 2.28311e-40, 2.28311e-40, 2.28311e-40, 2.28311e-40, 2.28311e-40, 2.28311e-40, 2.28311e-40, 2.28311e-40, 2.28311e-40, 2.28311e-40, 4.46939e-15, 2.28311e-40, 9.35005e-11, 2.28311e-40, 1.48839e-10, 2.28311e-40, 2.28311e-40
0.321499, 0, 3.73738e-10, 2.72174e-39, 1.41421, -3.73738e-10, 2.72174e-39, 0, 2.72174e-39, 2.72174e-39, 2.72174e-39, 2.72174e-39, 2.72174e-39, 2.72174e-39, 2.72174e-39, 2.72174e-39, 2.72174e-39, 2.72174e-39, 2.72174e-39, 2.72174e-39, 7.0819e-15, 2.72174e-39, 1.49167e-10, 2.72174e-39, 2.24564e-10, 2.72174e-39, 2.72174e-39
0.329361, 0, 5.73768e-10, 2.92602e-38, 1.41421, -5.73768e-10, 2.92602e-38, 0, 2.92602e-38, 2.92602e-38, 2.92602e-38, 2.92602e-38, 2.92602e-38, 2.92602e-38, 2.92602e-38, 2.92602e-38, 2.92602e-38, 2.92602e-38, 2.92602e-38, 2.92602e-38, 1.11952e-14, 2.92602e-38, 2.37155e-10, 2.92602e-38, 3.36602e-10, 2.92602e-38, 2.92602e-38
0.337223, 0, 8.77124e-10, 2.84841e-37, 1.41421, -8.77124e-10, 2.84841e-37, 0, 2.84841e-37, 2.84841e-37, 2.84841e-37, 2.84841e-37, 2.84841e-37, 2.84841e-37, 2.84841e-37, 2.84841e-37, 2.84841e-37, 2.84841e-37, 2.84841e-37, 2.84841e-37, 1.7664e-14, 2.84841e-37, 3.75849e-10, 2.84841e-37, 5.01258e-10, 2.84841e-37, 2.84841e-37
0.345086, 0, 1.33558e-09, 2.52608e-36, 1.41421, -1.33558e-09, 2.52608e-36, 0, 2.52608e-36, 2.52608e-36, 2.52608e-36, 2.52608e-36, 2.52608e-36, 2.52608e-36, 2.52608e-36, 2.52608e-36, 2.52608e-36, 2.52608e-36, 2.52608e-36, 2.52608e-36, 2.78302e-14, 2.52608e-36, 5.93927e-10, 2.52608e-36, 7.41629e-10, 2.52608e-36, 2.52608e-36
0.352948, 0, 2.02634e-09, 2.05105e-35, 1.41421, -2.02634e-09, 2.05105e-35, 0, 2.05105e-35, 2.05105e-35, 2.05105e-35, 2.05105e-35, 2.05105e-35, 2.05105e-35, 2.05105e-35, 2.05105e-35, 2.05105e-35, 2.05105e-35, 2.05105e-35, 2.05105e-35, 4.3802e-14, 2.05105e-35, 9.3608e-10, 2.05105e-35, 1.09021e-09, 2.05105e-35, 2.05105e-35
0.36081, 0, 3.06431e-09, 1.53175e-34, 1.41421, -3.06431e-09, 1.53175e-34, 0, 1.53175e-34, 1.53175e-34, 1.53175e-34, 1.53175e-34, 1.53175e-34, 1.53175e-34, 1.53175e-34, 1.53175e-34, 1.53175e-34, 1.53175e-34, 1.53175e-34, 1.53175e-34, 6.88946e-14, 1.53175e-34, 1.47186e-09, 1.53175e-34, 1.59239e-09, 1.53175e-34, 1.53175e-34
0.368672, 0, 4.62059e-09, 1.04069e-33, 1.41421, -4.62059e-09, 1.04069e-33, 0, 1.04069e-33, 1.04069e-33, 1.04069e-33, 1.04069e-33, 1.04069e-33, 1.04069e-33, 1.04069e-33, 1.04069e-33, 1.04069e-33, 1.04069e-33, 1.04069e-33, 1.04069e-33, 1.08325e-13, 1.04069e-33, 2.30938e-09, 1.04069e-33, 2.3111e-09, 1.04069e-33, 1.04069e-33
0.376535, 0, 6.94974e-09, 7.03628e-33, 1.41421, -6.94974e-09, 7.03628e-33, 0, 7.03628e-33, 7.03628e-33, 7.03628e-33, 7.03628e-33, 7.03628e-33, 7.03628e-33, 7.03628e-33, 7.03628e-33, 7.03628e-33, 7.03628e-33, 7.03628e-33, 7.03628e-33, 1.70305e-13, 7.03628e-33, 3.61656e-09, 7.03628e-33, 3.333e-09, 7.03628e-33, 7.03628e-33
0.384397, 0, 1.04307e-08, 3.93972e-32, 1.41421, -1.04307e-08, 3.93972e-32, 0, 3.93972e-32, 3.93972e-32, 3.93972e-32, 3.93972e-32, 3.93972e-32, 3.93972e-32, 3.93972e-32, 3.93972e-32, 3.93972e-32, 3.93972e-32, 3.93972e-32, 3.93972e-32, 2.67761e-13, 3.93972e-32, 5.65383e-09, 3.93972e-32, 4.77662e-09, 3.93972e-32, 3.93972e-32
0.392259, 0, 1.56277e-08, 2.07757e-31, 1.41421, -1.56277e-08, 2.07757e-31, 0, 2.07757e-31, 2.07757e-31, 2.07757e-31, 2.07757e-31, 2.07757e-31, 2.07757e-31, 2.07757e-31, 2.07757e-31, 2.07757e-31, 2.07757e-31, 2.07757e-31, 2.07757e-31, 4.21027e-13, 2.07757e-31, 8.8244e-09, 2.07757e-31, 6.80285e-09, 2.07757e-31, 2.07757e-31
0.400122, 0, 2.3381e-08, 1.09439e-30, 1.41421, -2.3381e-08, 1.09439e-30, 0, 1.09439e-30, 1.09439e-30, 1.09439e-30, 1.09439e-30, 1.09439e-30, 1.09439e-30, 1.09439e-30, 1.09439e-30, 1.09439e-30, 1.09439e-30, 1.09439e-30, 1.09439e-30, 6.62055e-13, 1.09439e-30, 1.37517e-08, 1.09439e-30, 9.62872e-09, 1.09439e-30, 1.09439e-30
0.407984, 0, 3.49427e-08, 5.53304e-30, 1.41421, -3.49427e-08, 5.53304e-30, 0, 5.53304e-30, 5.53304e-30, 5.53304e-30, 5.53304e-30, 5.53304e-30, 5.53304e-30, 5.53304e-30, 5.53304e-30, 5.53304e-30, 5.53304e-30, 5.53304e-30, 5.53304e-30, 1.04096e-12, 5.53304e-30, 2.13969e-08, 5.53304e-30, 1.35448e-08, 5.53304e-30, 5.53304e-30
0.415846, 0, 5.21778e-08, 2.64916e-29, 1.41421, -5.21778e-08, 2.64916e-29, 0, 2.64916e-29, 2.64916e-29, 2.64916e-29, 2.64916e-29, 2.64916e-29, 2.64916e-29, 2.64916e-29, 2.64916e-29, 2.64916e-29, 2.64916e-29, 2.64916e-29, 2.64916e-29, 1.63613e-12, 2.64916e-29, 3.32384e-08, 2.64916e-29, 1.89378e-08, 2.64916e-29, 2.64916e-29
0.423708, 0, 7.78632e-08, 1.21307e-28, 1.41421, -7.78632e-08, 1.21307e-28, 0, 1.21307e-28, 1.21307e-28, 1.21307e-28, 1.21307e-28, 1.21307e-28, 1.21307e-28, 1.21307e-28, 1.21307e-28, 1.21307e-28, 1.21307e-28, 1.21307e-28, 1.21307e-28, 2.56984e-12, 1.21307e-28, 5.15425e-08, 1.21307e-28, 2.63182e-08, 1.21307e-28, 1.21307e-28
0.431571, 0, 1.1613e-07, 5.34725e-28, 1.41421, -1.1613e-07, 5.34725e-28, 0, 5.34725e-28, 5.34725e-28, 5.34725e-28, 5.34725e-28, 5.34725e-28, 5.34725e-28, 5.34725e-28, 5.34725e-28, 5.34725e-28, 5.34725e-28, 5.34725e-28, 5.34725e-28, 4.03208e-12, 5.34725e-28, 7.97696e-08, 5.34725e-28, 3.63563e-08, 5.34725e-28, 5.34725e-28
0.439433, 0, 1.73112e-07, 2.25096e-27, 1.41421, -1.73112e-07, 2.25096e-27, 0, 2.25096e-27, 2.25096e-27, 2.25096e-27, 2.25096e-27, 2.25096e-27, 2.25096e-27, 2.25096e-27, 2.25096e-27, 2.25096e-27, 2.25096e-27, 2.25096e-27, 2.25096e-27, 6.31673e-12, 2.25096e-27, 1.2318e-07, 2.25096e-27, 4.99257e-08, 2.25096e-27, 2.25096e-27
0.447295, 0, 2.57895e-07, 9.03925e-27, 1.41421, -2.57895e-07, 9.03925e-27, 0, 9.03925e-27, 9.03925e-27, 9.03925e-27, 9.03925e-27, 9.03925e-27, 9.03925e-27, 9.03925e-27, 9.03925e-27, 9.03925e-27, 9.03925e-27, 9.03925e-27, 9.03925e-27, 9.87623e-12, 9.03925e-27, 1.89728e-07, 9.03925e-27, 6.81576e-08, 9.03925e-27, 9.03925e-27
0.455158, 0, 3.839e-07, 3.46485e-26, 1.41421, -3.839e-07, 3.46485e-26, 0, 3.46485e-26, 3.46485e-26, 3.46485e-26, 3.46485e-26, 3.46485e-26, 3.46485e-26, 1.97198e-13, 3.46485e-26, 3.46485e-26, 3.46485e-26, 3.46485e-26, 3.46485e-26, 1.54033e-11, 3.46485e-26, 2.91376e-07, 3.46485e-26, 9.25076e-08, 3.46485e-26, 3.46485e-26
0.46302, 0, 5.70863e-07, 1.26965e-25, 1.41421, -5.70863e-07, 1.26965e-25, 0, 1.26965e-25, 1.26965e-25, 1.26965e-25, 1.26965e-25, 1.26965e-25, 1.26965e-25, 7.55184e-13, 1.26965e-25, 1.26965e-25, 1.26965e-25, 1.26965e-25, 1.26965e-25, 2.39523e-11, 1.26965e-25, 4.46003e-07, 1.26965e-25, 1.24836e-07, 1.26965e-25, 1.26965e-25
0.470882, 0, 8.48274e-07, 6.95108e-25, 1.41421, -8.48274e-07, 1.86226e-11, 0, 6.52179e-15, 1.63456e-11, 1.41241e-10, 3.78404e-12, 1.03729e-10, 1.47002e-11, 9.09427e-12, 8.22623e-11, 7.96935e-12, 9.3662e-11, 4.24465e-12, 1.41944e-13, 3.71287e-11, 5.00369e-14, 6.80221e-07, 1.73491e-16, 1.6752e-07, 6.95108e-25, 6.95108e-25
0.478745, 0, 1.25824e-06, 3.50821e-11, 1.41421, -1.25824e-06, 9.60277e-11, 3.50821e-11, 3.51035e-11, 8.85757e-11, 4.97315e-10, 4.7466e-11, 3.74551e-10, 8.31909e-11, 6.26334e-11, 3.04299e-10, 6.11631e-11, 3.41606e-10, 4.89734e-11, 3.55466e-11, 9.23966e-11, 3.58606e-11, 1.03302e-06, 3.50827e-11, 2.23578e-07, 3.50821e-11, 3.50821e-11
0.486607, 0, 1.8625e-06, 1.13277e-10, 1.41421, -1.8625e-06, 2.68023e-10, 1.13277e-10, 1.13332e-10, 2.49102e-10, 1.28692e-09, 1.44721e-10, 9.75216e-10, 2.3543e-10, 1.81413e-10, 7.9684e-10, 1.79499e-10, 8.91567e-10, 1.48549e-10, 1.14457e-10, 2.01373e-10, 1.1605e-10, 1.56163e-06, 1.13279e-10, 2.96781e-07, 1.13277e-10, 1.13277e-10
0.494469, 0, 2.75023e-06, 2.85001e-10, 1.41421, -2.75023e-06, 6.43025e-10, 2.85001e-10, 2.85127e-10, 5.99248e-10, 3.00038e-09, 3.5775e-10, 2.2792e-09, 5.67616e-10, 4.40449e-10, 1.86651e-09, 4.38214e-10, 2.08567e-09, 3.66606e-10, 2.8773e-10, 4.19776e-10, 2.92494e-10, 2.34895e-06, 2.85005e-10, 3.91913e-07, 2.85001e-10, 2.85001e-10
