   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_291.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.00293579, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00492092, 0, 1.4708e-13, 0, 1.41421, -1.4708e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.10785e-15, 0, 0, 1.28456e-15, 0, 0, 1.44687e-13, 0, 0
0.0127776, 0, 2.15608e-13, 0, 1.41421, -2.15608e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.62376e-15, 0, 0, 1.92023e-15, 0, 0, 2.12064e-13, 0, 0
0.0206343, 0, 3.1488e-13, 0, 1.41421, -3.1488e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.37099e-15, 0, 0, 2.86061e-15, 0, 0, 3.09648e-13, 0, 0
0.0284911, 0, 4.58143e-13, 0, 1.41421, -4.58143e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.44916e-15, 0, 0, 4.24712e-15, 0, 0, 4.50447e-13, 0, 0
0.0363478, 0, 6.64113e-13, 0, 1.41421, -6.64113e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.99897e-15, 0, 0, 6.28484e-15, 0, 0, 6.52829e-13, 0, 0
0.0442045, 0, 9.59119e-13, 0, 1.41421, -9.59119e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.21831e-15, 0, 0, 9.27023e-15, 0, 0, 9.42631e-13, 0, 0
0.0520612, 0, 1.38007e-12, 0, 1.41421, -1.38007e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.03845e-14, 0, 0, 1.36302e-14, 0, 0, 1.35605e-12, 0, 0
0.0599179, 0, 1.97847e-12, 0, 1.41421, -1.97847e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.48847e-14, 0, 0, 1.99787e-14, 0, 0, 1.94361e-12, 0, 0
0.0677746, 0, 2.82597e-12, 0, 1.41421, -2.82597e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.12568e-14, 0, 0, 2.91954e-14, 0, 0, 2.77552e-12, 0, 0
0.0756313, 0, 4.0218e-12, 0, 1.41421, -4.0218e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.02463e-14, 0, 0, 4.25388e-14, 0, 0, 3.94901e-12, 0, 0
0.0834881, 0, 5.70283e-12, 0, 1.41421, -5.70283e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.28809e-14, 0, 0, 6.18049e-14, 0, 0, 5.59815e-12, 0, 0
0.0913448, 0, 8.05724e-12, 0, 1.41421, -8.05724e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.0573e-14, 0, 0, 8.95517e-14, 0, 0, 7.90711e-12, 0, 0
0.0992015, 0, 1.13426e-11, 0, 1.41421, -1.13426e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.5256e-14, 0, 0, 1.29417e-13, 0, 0, 1.11279e-11, 0, 0
0.107058, 0, 1.591e-11, 0, 1.41421, -1.591e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.19565e-13, 0, 0, 1.86564e-13, 0, 0, 1.56039e-11, 0, 0
0.114915, 0, 2.22368e-11, 0, 1.41421, -2.22368e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.6708e-13, 0, 0, 2.68317e-13, 0, 0, 2.18014e-11, 0, 0
0.122772, 0, 3.09683e-11, 0, 1.41421, -3.09683e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.32643e-13, 0, 0, 3.85049e-13, 0, 0, 3.03506e-11, 0, 0
0.130628, 0, 4.29749e-11, 0, 1.41421, -4.29749e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.22781e-13, 0, 0, 5.51448e-13, 0, 0, 4.21006e-11, 0, 0
0.138485, 0, 5.94248e-11, 0, 1.41421, -5.94248e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.46253e-13, 0, 0, 7.88293e-13, 0, 0, 5.81903e-11, 0, 0
0.146342, 0, 8.1881e-11, 0, 1.41421, -8.1881e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.14776e-13, 0, 0, 1.12498e-12, 0, 0, 8.01413e-11, 0, 0
0.154198, 0, 1.12426e-10, 0, 1.41421, -1.12426e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.4396e-13, 0, 0, 1.60312e-12, 0, 0, 1.09979e-10, 0, 0
0.162055, 0, 1.53825e-10, 0, 1.41421, -1.53825e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.15452e-12, 0, 0, 2.28155e-12, 0, 0, 1.50389e-10, 0, 0
0.169912, 0, 2.09735e-10, 0, 1.41421, -2.09735e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.57385e-12, 0, 0, 3.24366e-12, 0, 0, 2.04917e-10, 0, 0
