   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_610.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Mn_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.00260461, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00526126, 0, 1.44168e-17, 0, 1.41421, -1.44168e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.50655e-20, 0, 0, 5.55045e-22, 0, 0, 1.43211e-17, 0, 0, 0
0.0131271, 0, 2.6511e-17, 0, 1.41421, -2.6511e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.74816e-19, 0, 0, 1.03716e-21, 0, 0, 2.63351e-17, 0, 0, 0
0.020993, 0, 4.83711e-17, 0, 1.41421, -4.83711e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.18964e-19, 0, 0, 1.92328e-21, 0, 0, 4.80502e-17, 0, 0, 0
0.0288589, 0, 8.75825e-17, 0, 1.41421, -8.75825e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.77527e-19, 0, 0, 3.5399e-21, 0, 0, 8.70015e-17, 0, 0, 0
0.0367247, 0, 1.57392e-16, 0, 1.41421, -1.57392e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.03786e-18, 0, 0, 6.46782e-21, 0, 0, 1.56348e-16, 0, 0, 0
0.0445906, 0, 2.80766e-16, 0, 1.41421, -2.80766e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.85139e-18, 0, 0, 1.17329e-20, 0, 0, 2.78903e-16, 0, 0, 0
0.0524564, 0, 4.97228e-16, 0, 1.41421, -4.97228e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.27876e-18, 0, 0, 2.11347e-20, 0, 0, 4.93928e-16, 0, 0, 0
0.0603223, 0, 8.74308e-16, 0, 1.41421, -8.74308e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.76524e-18, 0, 0, 3.78075e-20, 0, 0, 8.68505e-16, 0, 0, 0
0.0681882, 0, 1.52658e-15, 0, 1.41421, -1.52658e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.00664e-17, 0, 0, 6.71745e-20, 0, 0, 1.51645e-15, 0, 0, 0
0.0760541, 0, 2.64706e-15, 0, 1.41421, -2.64706e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.74549e-17, 0, 0, 1.18555e-19, 0, 0, 2.62949e-15, 0, 0, 0
0.0839199, 0, 4.55865e-15, 0, 1.41421, -4.55865e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.00599e-17, 0, 0, 2.0786e-19, 0, 0, 4.52838e-15, 0, 0, 0
0.0917858, 0, 7.79781e-15, 0, 1.41421, -7.79781e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.1419e-17, 0, 0, 3.62072e-19, 0, 0, 7.74603e-15, 0, 0, 0
0.0996517, 0, 1.32497e-14, 0, 1.41421, -1.32497e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.73691e-17, 0, 0, 6.26658e-19, 0, 0, 1.31617e-14, 0, 0, 0
0.107518, 0, 2.23652e-14, 0, 1.41421, -2.23652e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.47476e-16, 0, 0, 1.07774e-18, 0, 0, 2.22166e-14, 0, 0, 0
0.115383, 0, 3.75056e-14, 0, 1.41421, -3.75056e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.47313e-16, 0, 0, 1.842e-18, 0, 0, 3.72565e-14, 0, 0, 0
0.123249, 0, 6.24896e-14, 0, 1.41421, -6.24896e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.12059e-16, 0, 0, 3.12892e-18, 0, 0, 6.20744e-14, 0, 0, 0
0.131115, 0, 1.0345e-13, 0, 1.41421, -1.0345e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.82157e-16, 0, 0, 5.28279e-18, 0, 0, 1.02763e-13, 0, 0, 0
0.138981, 0, 1.70173e-13, 0, 1.41421, -1.70173e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.12214e-15, 0, 0, 8.86604e-18, 0, 0, 1.69042e-13, 0, 0, 0
0.146847, 0, 2.78167e-13, 0, 1.41421, -2.78167e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.83428e-15, 0, 0, 1.47921e-17, 0, 0, 2.76318e-13, 0, 0, 0
0.154713, 0, 4.52544e-13, 0, 1.41421, -4.52544e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.9842e-15, 0, 0, 2.46076e-17, 0, 0, 4.49535e-13, 0, 0, 0
0.162579, 0, 7.30412e-13, 0, 1.41421, -7.30412e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.81663e-15, 0, 0, 4.0573e-17, 0, 0, 7.25555e-13, 0, 0, 0
0.170444, 0, 1.17166e-12, 0, 1.41421, -1.17166e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.72657e-15, 0, 0, 6.65222e-17, 0, 0, 1.16386e-12, 0, 0, 0
0.17831, 0, 1.86798e-12, 0, 1.41421, -1.86798e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.23189e-14, 0, 0, 1.08467e-16, 0, 0, 1.85555e-12, 0, 0, 0
0.186176, 0, 2.96006e-12, 0, 1.41421, -2.96006e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.95219e-14, 0, 0, 1.7591e-16, 0, 0, 2.94036e-12, 0, 0, 0
0.194042, 0, 4.66228e-12, 0, 1.41421, -4.66228e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.075e-14, 0, 0, 2.83782e-16, 0, 0, 4.63125e-12, 0, 0, 0
0.201908, 0, 7.29926e-12, 0, 1.41421, -7.29926e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.81457e-14, 0, 0, 4.5545e-16, 0, 0, 7.25066e-12, 0, 0, 0
