   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_17.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.0031825, 0, 1.64078e-16, 0, 1.41421, -1.64078e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.794e-18, 0, 0, 1.28989e-20, 0, 2.87264e-19, 0, 1.59984e-16, 0, 0, 0
0.0110183, 0, 2.83592e-16, 0, 1.41421, -2.83592e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.5573e-18, 0, 0, 2.2676e-20, 0, 5.07005e-19, 0, 2.76505e-16, 0, 0, 0
0.018854, 0, 4.87136e-16, 0, 1.41421, -4.87136e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.12633e-17, 0, 0, 3.96231e-20, 0, 8.89714e-19, 0, 4.74943e-16, 0, 0, 0
0.0266898, 0, 8.31684e-16, 0, 1.41421, -8.31684e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.92289e-17, 0, 0, 6.88243e-20, 0, 1.55255e-18, 0, 8.10834e-16, 0, 0, 0
0.0345256, 0, 1.41142e-15, 0, 1.41421, -1.41142e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.26311e-17, 0, 0, 1.18847e-19, 0, 2.69429e-18, 0, 1.37597e-15, 0, 0, 0
0.0423613, 0, 2.38109e-15, 0, 1.41421, -2.38109e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.50468e-17, 0, 0, 2.04043e-19, 0, 4.65041e-18, 0, 2.32119e-15, 0, 0, 0
0.0501971, 0, 3.99346e-15, 0, 1.41421, -3.99346e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.23176e-17, 0, 0, 3.4832e-19, 0, 7.98407e-18, 0, 3.89281e-15, 0, 0, 0
0.0580329, 0, 6.65897e-15, 0, 1.41421, -6.65897e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.53929e-16, 0, 0, 5.91282e-19, 0, 1.36359e-17, 0, 6.49081e-15, 0, 0, 0
0.0658686, 0, 1.10401e-14, 0, 1.41421, -1.10401e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.5519e-16, 0, 0, 9.98154e-19, 0, 2.31689e-17, 0, 1.07608e-14, 0, 0, 0
0.0737044, 0, 1.82002e-14, 0, 1.41421, -1.82002e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.2067e-16, 0, 0, 1.67578e-18, 0, 3.9167e-17, 0, 1.77386e-14, 0, 0, 0
