   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_133.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Cl_K, S_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
13.3348, 3.99482, 2.17036, 2.01807, 2.44843, 1.82446, 2.01807, 0, 2.17036, 2.01807, 2.01807, 2.01807, 2.01807, 2.01807, 2.01807, 2.01807, 2.01807, 2.01807, 2.01807, 2.01807, 2.01807, 2.01807, 2.01807, 2.01807, 2.01807, 2.01807
13.3426, 1.89802, 2.15383, 2.009, 1.97434, -0.255813, 2.009, 0, 2.15383, 2.009, 2.009, 2.009, 2.009, 2.009, 2.009, 2.009, 2.009, 2.009, 2.009, 2.009, 2.009, 2.009, 2.009, 2.009, 2.009, 2.009
13.3505, 2.99765, 2.13612, 1.99943, 2.23554, 0.86153, 1.99943, 0, 2.13611, 1.99943, 1.99943, 1.99943, 1.99943, 1.99943, 1.99943, 1.99943, 1.99943, 1.99943, 1.99943, 1.99943, 1.99943, 1.99943, 1.99943, 1.99943, 1.99943, 1.99943
13.3584, 0.997522, 2.11744, 1.98942, 1.73134, -1.11992, 1.98942, 0, 2.11744, 1.98942, 1.98942, 1.98942, 1.98942, 1.98942, 1.98942, 1.98942, 1.98942, 1.98942, 1.98942, 1.98942, 1.98942, 1.98942, 1.98942, 1.98942, 1.98942, 1.98942
13.3662, 4.90756, 2.09823, 1.97919, 2.62822, 2.80932, 1.97919, 0, 2.09823, 1.97919, 1.97919, 1.97919, 1.97919, 1.97919, 1.97919, 1.97919, 1.97919, 1.97919, 1.97919, 1.97919, 1.97919, 1.97919, 1.97919, 1.97919, 1.97919, 1.97919
13.3741, 0, 2.07893, 1.96898, 1.41421, -2.07893, 1.96898, 0, 2.07893, 1.96898, 1.96898, 1.96898, 1.96898, 1.96898, 1.96898, 1.96898, 1.96898, 1.96898, 1.96898, 1.96898, 1.96898, 1.96898, 1.96898, 1.96898, 1.96898, 1.96898
13.382, 0.170508, 2.0611, 1.96021, 1.47326, -1.8906, 1.96021, 0, 2.0611, 1.96021, 1.96021, 1.96021, 1.96021, 1.96021, 1.96021, 1.96021, 1.96021, 1.96021, 1.96021, 1.96021, 1.96021, 1.96021, 1.96021, 1.96021, 1.96021, 1.96021
13.3898, 3.91238, 2.04287, 1.95083, 2.43154, 1.86951, 1.95083, 0, 2.04287, 1.95083, 1.95083, 1.95083, 1.95083, 1.95083, 1.95083, 1.95083, 1.95083, 1.95083, 1.95083, 1.95083, 1.95083, 1.95083, 1.95083, 1.95083, 1.95083, 1.95083
13.3977, 1.99753, 2.02441, 1.94089, 1.99938, -0.0268755, 1.94089, 0, 2.02441, 1.94089, 1.94089, 1.94089, 1.94089, 1.94089, 1.94089, 1.94089, 1.94089, 1.94089, 1.94089, 1.94089, 1.94089, 1.94089, 1.94089, 1.94089, 1.94089, 1.94089
13.4056, 2.15341, 2.00611, 1.93068, 2.03799, 0.147296, 1.93068, 0, 2.00611, 1.93068, 1.93068, 1.93068, 1.93068, 1.93068, 1.93068, 1.93068, 1.93068, 1.93068, 1.93068, 1.93068, 1.93068, 1.93068, 1.93068, 1.93068, 1.93068, 1.93068
13.4134, 4.91735, 1.98836, 1.9205, 2.63009, 2.92899, 1.9205, 0, 1.98835, 1.9205, 1.9205, 1.9205, 1.9205, 1.9205, 1.9205, 1.9205, 1.9205, 1.9205, 1.9205, 1.9205, 1.9205, 1.9205, 1.9205, 1.9205, 1.9205, 1.9205
13.4213, 1.92206, 1.9728, 1.91195, 1.98042, -0.0507423, 1.91195, 0, 1.9728, 1.91195, 1.91195, 1.91195, 1.91195, 1.91195, 1.91195, 1.91195, 1.91195, 1.91195, 1.91195, 1.91195, 1.91195, 1.91195, 1.91195, 1.91195, 1.91195, 1.91195
13.4291, 3.13903, 1.95713, 1.90269, 2.26694, 1.18191, 1.90269, 0, 1.95712, 1.90269, 1.90269, 1.90269, 1.90269, 1.90269, 1.90269, 1.90269, 1.90269, 1.90269, 1.90269, 1.90269, 1.90269, 1.90269, 1.90269, 1.90269, 1.90269, 1.90269
13.437, 3.92452, 1.9414, 1.89277, 2.43403, 1.98312, 1.89277, 0, 1.94139, 1.89277, 1.89277, 1.89277, 1.89277, 1.89277, 1.89277, 1.89277, 1.89277, 1.89277, 1.89277, 1.89277, 1.89277, 1.89277, 1.89277, 1.89277, 1.89277, 1.89277
13.4449, 2.99506, 1.92594, 1.88253, 2.23496, 1.06912, 1.88253, 0, 1.92594, 1.88253, 1.88253, 1.88253, 1.88253, 1.88253, 1.88253, 1.88253, 1.88253, 1.88253, 1.88253, 1.88253, 1.88253, 1.88253, 1.88253, 1.88253, 1.88253, 1.88253
13.4527, 2.99504, 1.91108, 1.87232, 2.23496, 1.08396, 1.87232, 0, 1.91108, 1.87232, 1.87232, 1.87232, 1.87232, 1.87232, 1.87232, 1.87232, 1.87232, 1.87232, 1.87232, 1.87232, 1.87232, 1.87232, 1.87232, 1.87232, 1.87232, 1.87232
13.4606, 3.99554, 1.8987, 1.86407, 2.44858, 2.09684, 1.86407, 0, 1.8987, 1.86407, 1.86407, 1.86407, 1.86407, 1.86407, 1.86407, 1.86407, 1.86407, 1.86407, 1.86407, 1.86407, 1.86407, 1.86407, 1.86407, 1.86407, 1.86407, 1.86407
13.4685, 2.05378, 1.88598, 1.85499, 2.0134, 0.167804, 1.85499, 0, 1.88597, 1.85499, 1.85499, 1.85499, 1.85499, 1.85499, 1.85499, 1.85499, 1.85499, 1.85499, 1.85499, 1.85499, 1.85499, 1.85499, 1.85499, 1.85499, 1.85499, 1.85499
13.4763, 3.82379, 1.87292, 1.84515, 2.41325, 1.95088, 1.84515, 0, 1.87292, 1.84515, 1.84515, 1.84515, 1.84515, 1.84515, 1.84515, 1.84515, 1.84515, 1.84515, 1.84515, 1.84515, 1.84515, 1.84515, 1.84515, 1.84515, 1.84515, 1.84515
13.4842, 3.10805, 1.85987, 1.83494, 2.2601, 1.24819, 1.83494, 0, 1.85987, 1.83494, 1.83494, 1.83494, 1.83494, 1.83494, 1.83494, 1.83494, 1.83494, 1.83494, 1.83494, 1.83494, 1.83494, 1.83494, 1.83494, 1.83494, 1.83494, 1.83494
13.4921, 2.89195, 1.84718, 1.82476, 2.21177, 1.04477, 1.82476, 0, 1.84718, 1.82476, 1.82476, 1.82476, 1.82476, 1.82476, 1.82476, 1.82476, 1.82476, 1.82476, 1.82476, 1.82476, 1.82476, 1.82476, 1.82476, 1.82476, 1.82476, 1.82476
13.4999, 1.04906, 1.83709, 1.8169, 1.74616, -0.788028, 1.8169, 0, 1.83709, 1.8169, 1.8169, 1.8169, 1.8169, 1.8169, 1.8169, 1.8169, 1.8169, 1.8169, 1.8169, 1.8169, 1.8169, 1.8169, 1.8169, 1.8169, 1.8169, 1.8169
13.5078, 2.99765, 1.82625, 1.80804, 2.23554, 1.17141, 1.80804, 0, 1.82624, 1.80804, 1.80804, 1.80804, 1.80804, 1.80804, 1.80804, 1.80804, 1.80804, 1.80804, 1.80804, 1.80804, 1.80804, 1.80804, 1.80805, 1.80804, 1.80804, 1.80804
13.5156, 2.04176, 1.81466, 1.79825, 2.01041, 0.227095, 1.79825, 0, 1.81466, 1.79825, 1.79825, 1.79825, 1.79825, 1.79825, 1.79825, 1.79825, 1.79825, 1.79825, 1.79825, 1.79825, 1.79825, 1.79825, 1.79826, 1.79825, 1.79825, 1.79825
13.5235, 2.91152, 1.8028, 1.78801, 2.2162, 1.10872, 1.78801, 0, 1.8028, 1.78801, 1.78801, 1.78801, 1.78801, 1.78801, 1.78801, 1.78801, 1.78801, 1.78801, 1.78801, 1.78801, 1.78801, 1.78801, 1.78802, 1.78801, 1.78801, 1.78801
13.5314, 0.0395291, 1.79111, 1.7778, 1.42812, -1.75158, 1.7778, 0, 1.79111, 1.7778, 1.7778, 1.7778, 1.7778, 1.7778, 1.7778, 1.7778, 1.7778, 1.7778, 1.7778, 1.7778, 1.7778, 1.7778, 1.7778, 1.7778, 1.7778, 1.7778
13.5392, 1.99752, 1.78309, 1.77115, 1.99938, 0.214431, 1.77115, 0, 1.78309, 1.77115, 1.77115, 1.77115, 1.77115, 1.77115, 1.77115, 1.77115, 1.77115, 1.77115, 1.77115, 1.77115, 1.77115, 1.77115, 1.77115, 1.77115, 1.77115, 1.77115
13.5471, 1.96295, 1.77349, 1.7628, 1.99072, 0.189461, 1.7628, 0, 1.77349, 1.7628, 1.7628, 1.7628, 1.7628, 1.7628, 1.7628, 1.7628, 1.7628, 1.7628, 1.7628, 1.7628, 1.7628, 1.7628, 1.7628, 1.7628, 1.7628, 1.7628
13.555, 0.0644362, 1.76239, 1.75286, 1.43681, -1.69795, 1.75286, 0, 1.76239, 1.75286, 1.75286, 1.75286, 1.75286, 1.75286, 1.75286, 1.75286, 1.75286, 1.75286, 1.75286, 1.75286, 1.75286, 1.75286, 1.75286, 1.75286, 1.75286, 1.75286
13.5628, 2.93556, 1.75061, 1.74214, 2.22161, 1.18496, 1.74214, 0, 1.7506, 1.74214, 1.74214, 1.74214, 1.74214, 1.74214, 1.74214, 1.74214, 1.74214, 1.74214, 1.74214, 1.74214, 1.74214, 1.74214, 1.74214, 1.74214, 1.74214, 1.74214
13.5707, 1, 1.73893, 1.73146, 1.73205, -0.738935, 1.73146, 0, 1.73893, 1.73146, 1.73146, 1.73146, 1.73146, 1.73146, 1.73146, 1.73146, 1.73146, 1.73146, 1.73146, 1.73146, 1.73146, 1.73146, 1.73146, 1.73146, 1.73146, 1.73146
13.5786, 3.05006, 1.73667, 1.73011, 2.24723, 1.31339, 1.73011, 0, 1.73667, 1.73011, 1.73011, 1.73011, 1.73011, 1.73011, 1.73011, 1.73011, 1.73011, 1.73011, 1.73011, 1.73011, 1.73011, 1.73011, 1.73011, 1.73011, 1.73011, 1.73011
13.5864, 2.94994, 1.73229, 1.72657, 2.22485, 1.21765, 1.72657, 0, 1.73229, 1.72657, 1.72657, 1.72657, 1.72657, 1.72657, 1.72657, 1.72657, 1.72657, 1.72657, 1.72657, 1.72657, 1.72657, 1.72657, 1.72657, 1.72657, 1.72657, 1.72657
13.5943, 2, 1.72589, 1.72093, 2, 0.274113, 1.72093, 0, 1.72589, 1.72093, 1.72093, 1.72093, 1.72093, 1.72093, 1.72093, 1.72093, 1.72093, 1.72093, 1.72093, 1.72093, 1.72093, 1.72093, 1.72093, 1.72093, 1.72093, 1.72093
13.6021, 1.01784, 1.71852, 1.71425, 1.73719, -0.700674, 1.71425, 0, 1.71852, 1.71425, 1.71425, 1.71425, 1.71425, 1.71425, 1.71425, 1.71425, 1.71425, 1.71425, 1.71425, 1.71425, 1.71425, 1.71425, 1.71425, 1.71425, 1.71425, 1.71425
13.61, 2.02825, 1.71123, 1.70759, 2.00705, 0.317016, 1.70759, 0, 1.71123, 1.70759, 1.70759, 1.70759, 1.70759, 1.70759, 1.70759, 1.70759, 1.70759, 1.70759, 1.70759, 1.70759, 1.70759, 1.70759, 1.70759, 1.70759, 1.70759, 1.70759
13.6179, 2.99257, 1.70854, 1.70545, 2.23441, 1.28403, 1.70545, 0, 1.70854, 1.70545, 1.70545, 1.70545, 1.70545, 1.70545, 1.70545, 1.70545, 1.70545, 1.70545, 1.70545, 1.70545, 1.70545, 1.70545, 1.70545, 1.70545, 1.70545, 1.70545
13.6257, 4.96134, 1.70421, 1.70161, 2.63843, 3.25713, 1.70161, 0, 1.70421, 1.70161, 1.70161, 1.70161, 1.70161, 1.70161, 1.70161, 1.70161, 1.70161, 1.70161, 1.70161, 1.70161, 1.70161, 1.70161, 1.70161, 1.70161, 1.70161, 1.70161
13.6336, 1, 1.69838, 1.69621, 1.73205, -0.69838, 1.69621, 0, 1.69838, 1.69621, 1.69621, 1.69621, 1.69621, 1.69621, 1.69621, 1.69621, 1.69621, 1.69621, 1.69621, 1.69621, 1.69621, 1.69621, 1.69621, 1.69621, 1.69621, 1.69621
13.6415, 3.0114, 1.69183, 1.69004, 2.23862, 1.31957, 1.69004, 0, 1.69183, 1.69004, 1.69004, 1.69004, 1.69004, 1.69004, 1.69004, 1.69004, 1.69004, 1.69004, 1.69004, 1.69004, 1.69004, 1.69004, 1.69004, 1.69004, 1.69004, 1.69004
13.6493, 1.99195, 1.68535, 1.68387, 1.99799, 0.306597, 1.68387, 0, 1.68535, 1.68387, 1.68387, 1.68387, 1.68387, 1.68387, 1.68387, 1.68387, 1.68387, 1.68387, 1.68387, 1.68387, 1.68387, 1.68387, 1.68388, 1.68387, 1.68387, 1.68387
13.6572, 1.99665, 1.68288, 1.68168, 1.99916, 0.313773, 1.68168, 0, 1.68288, 1.68168, 1.68168, 1.68168, 1.68168, 1.68168, 1.68168, 1.68168, 1.68168, 1.68168, 1.68168, 1.68168, 1.68168, 1.68168, 1.68168, 1.68168, 1.68168, 1.68168
13.6651, 3, 1.67879, 1.67782, 2.23607, 1.32121, 1.67782, 0, 1.67879, 1.67782, 1.67782, 1.67782, 1.67782, 1.67782, 1.67782, 1.67782, 1.67782, 1.67782, 1.67782, 1.67782, 1.67782, 1.67782, 1.67783, 1.67782, 1.67782, 1.67782
13.6729, 0.996035, 1.67326, 1.67248, 1.73091, -0.677221, 1.67248, 0, 1.67325, 1.67248, 1.67248, 1.67248, 1.67248, 1.67248, 1.67248, 1.67248, 1.67248, 1.67248, 1.67248, 1.67248, 1.67248, 1.67248, 1.67248, 1.67248, 1.67248, 1.67248
13.6808, 1.99752, 1.66701, 1.6664, 1.99938, 0.330507, 1.6664, 0, 1.66701, 1.6664, 1.6664, 1.6664, 1.6664, 1.6664, 1.6664, 1.6664, 1.6664, 1.6664, 1.6664, 1.6664, 1.6664, 1.6664, 1.6664, 1.6664, 1.6664, 1.6664
13.6887, 0.00644362, 1.66081, 1.66033, 1.41649, -1.65437, 1.66033, 0, 1.66081, 1.66033, 1.66033, 1.66033, 1.66033, 1.66033, 1.66033, 1.66033, 1.66033, 1.66033, 1.66033, 1.66033, 1.66033, 1.66033, 1.66033, 1.66033, 1.66033, 1.66033
13.6965, 4.9777, 1.65797, 1.65759, 2.64153, 3.31973, 1.65759, 0, 1.65797, 1.65759, 1.65759, 1.65759, 1.65759, 1.65759, 1.65759, 1.65759, 1.65759, 1.65759, 1.65759, 1.65759, 1.65759, 1.65759, 1.65759, 1.65759, 1.65759, 1.65759
13.7044, 0.0223048, 1.6539, 1.6536, 1.42208, -1.63159, 1.6536, 0, 1.65389, 1.6536, 1.6536, 1.6536, 1.6536, 1.6536, 1.6536, 1.6536, 1.6536, 1.6536, 1.6536, 1.6536, 1.6536, 1.6536, 1.6536, 1.6536, 1.6536, 1.6536
13.7122, 1.98414, 1.64866, 1.64844, 1.99603, 0.335478, 1.64844, 0, 1.64866, 1.64844, 1.64844, 1.64844, 1.64844, 1.64844, 1.64844, 1.64844, 1.64844, 1.64844, 1.64844, 1.64844, 1.64844, 1.64844, 1.64844, 1.64844, 1.64844, 1.64844
13.7201, 0.997522, 1.64286, 1.64269, 1.73134, -0.645337, 1.64269, 0, 1.64286, 1.64269, 1.64269, 1.64269, 1.64269, 1.64269, 1.64269, 1.64269, 1.64269, 1.64269, 1.64269, 1.64269, 1.64269, 1.64269, 1.64269, 1.64269, 1.64269, 1.64269
13.728, 1.9974, 1.63708, 1.63695, 1.99935, 0.360322, 1.63695, 0, 1.63708, 1.63695, 1.63695, 1.63695, 1.63695, 1.63695, 1.63695, 1.63695, 1.63695, 1.63695, 1.63695, 1.63695, 1.63695, 1.63695, 1.63695, 1.63695, 1.63695, 1.63695
13.7358, 1.97459, 1.63251, 1.63242, 1.99364, 0.342083, 1.63242, 0, 1.63251, 1.63242, 1.63242, 1.63242, 1.63242, 1.63242, 1.63242, 1.63242, 1.63242, 1.63242, 1.63242, 1.63242, 1.63242, 1.63242, 1.63242, 1.63242, 1.63242, 1.63242
13.7437, 1.99504, 1.62764, 1.62757, 1.99876, 0.367407, 1.62757, 0, 1.62764, 1.62757, 1.62757, 1.62757, 1.62757, 1.62757, 1.62757, 1.62757, 1.62757, 1.62757, 1.62757, 1.62757, 1.62757, 1.62757, 1.62757, 1.62757, 1.62757, 1.62757
13.7516, 2.02317, 1.62278, 1.62272, 2.00578, 0.400397, 1.62272, 0, 1.62277, 1.62272, 1.62272, 1.62272, 1.62272, 1.62272, 1.62272, 1.62272, 1.62272, 1.62272, 1.62272, 1.62272, 1.62272, 1.62272, 1.62272, 1.62272, 1.62272, 1.62272
13.7594, 1.02813, 1.61805, 1.61801, 1.74015, -0.589921, 1.61801, 0, 1.61805, 1.61801, 1.61801, 1.61801, 1.61801, 1.61801, 1.61801, 1.61801, 1.61801, 1.61801, 1.61801, 1.61801, 1.61801, 1.61801, 1.61801, 1.61801, 1.61801, 1.61801
13.7673, 1, 1.61285, 1.61282, 1.73205, -0.612851, 1.61282, 0, 1.61285, 1.61282, 1.61282, 1.61282, 1.61282, 1.61282, 1.61282, 1.61282, 1.61282, 1.61282, 1.61282, 1.61282, 1.61282, 1.61282, 1.61282, 1.61282, 1.61282, 1.61282
13.7752, 3.96456, 1.60719, 1.60717, 2.44224, 2.35737, 1.60717, 0, 1.60719, 1.60717, 1.60717, 1.60717, 1.60717, 1.60717, 1.60717, 1.60717, 1.60717, 1.60717, 1.60717, 1.60717, 1.60717, 1.60717, 1.60717, 1.60717, 1.60717, 1.60717
13.783, 0.99777, 1.6012, 1.60118, 1.73141, -0.603429, 1.60118, 0, 1.6012, 1.60118, 1.60118, 1.60118, 1.60118, 1.60118, 1.60118, 1.60118, 1.60118, 1.60118, 1.60118, 1.60118, 1.60118, 1.60118, 1.60118, 1.60118, 1.60118, 1.60118
13.7909, 1.99752, 1.59499, 1.59497, 1.99938, 0.402536, 1.59497, 0, 1.59498, 1.59497, 1.59497, 1.59497, 1.59497, 1.59497, 1.59497, 1.59497, 1.59497, 1.59497, 1.59497, 1.59497, 1.59497, 1.59497, 1.59498, 1.59497, 1.59497, 1.59497
13.7987, 1.99752, 1.58867, 1.58866, 1.99938, 0.408851, 1.58866, 0, 1.58867, 1.58866, 1.58866, 1.58866, 1.58866, 1.58866, 1.58866, 1.58866, 1.58866, 1.58866, 1.58866, 1.58866, 1.58866, 1.58866, 1.58866, 1.58866, 1.58866, 1.58866
13.8066, 1.04263, 1.58237, 1.58236, 1.74431, -0.539742, 1.58236, 0, 1.58237, 1.58236, 1.58236, 1.58236, 1.58236, 1.58236, 1.58236, 1.58236, 1.58236, 1.58236, 1.58236, 1.58236, 1.58236, 1.58236, 1.58236, 1.58236, 1.58236, 1.58236
13.8145, 3.95266, 1.57766, 1.57766, 2.43981, 2.375, 1.57766, 0, 1.57766, 1.57766, 1.57766, 1.57766, 1.57766, 1.57766, 1.57766, 1.57766, 1.57766, 1.57766, 1.57766, 1.57766, 1.57766, 1.57766, 1.57766, 1.57766, 1.57766, 1.57766
13.8223, 1.04734, 1.57193, 1.57193, 1.74566, -0.524595, 1.57193, 0, 1.57193, 1.57193, 1.57193, 1.57193, 1.57193, 1.57193, 1.57193, 1.57193, 1.57193, 1.57193, 1.57193, 1.57193, 1.57193, 1.57193, 1.57193, 1.57193, 1.57193, 1.57193
13.8302, 1, 1.56531, 1.56531, 1.73205, -0.565308, 1.56531, 0, 1.56531, 1.56531, 1.56531, 1.56531, 1.56531, 1.56531, 1.56531, 1.56531, 1.56531, 1.56531, 1.56531, 1.56531, 1.56531, 1.56531, 1.56531, 1.56531, 1.56531, 1.56531
13.8381, 2.94535, 1.55825, 1.55825, 2.22381, 1.3871, 1.55825, 0, 1.55825, 1.55825, 1.55825, 1.55825, 1.55825, 1.55825, 1.55825, 1.55825, 1.55825, 1.55825, 1.55825, 1.55825, 1.55825, 1.55825, 1.55825, 1.55825, 1.55825, 1.55825
13.8459, 1.99765, 1.55121, 1.5512, 1.99941, 0.446439, 1.5512, 0, 1.55121, 1.5512, 1.5512, 1.5512, 1.5512, 1.5512, 1.5512, 1.5512, 1.5512, 1.5512, 1.5512, 1.5512, 1.5512, 1.5512, 1.55121, 1.5512, 1.5512, 1.5512
13.8538, 1.057, 1.54714, 1.54714, 1.74843, -0.490139, 1.54714, 0, 1.54714, 1.54714, 1.54714, 1.54714, 1.54714, 1.54714, 1.54714, 1.54714, 1.54714, 1.54714, 1.54714, 1.54714, 1.54714, 1.54714, 1.54714, 1.54714, 1.54714, 1.54714
13.8617, 1.93817, 1.54163, 1.54163, 1.98448, 0.396531, 1.54163, 0, 1.54163, 1.54163, 1.54163, 1.54163, 1.54163, 1.54163, 1.54163, 1.54163, 1.54163, 1.54163, 1.54163, 1.54163, 1.54163, 1.54163, 1.54163, 1.54163, 1.54163, 1.54163
13.8695, 3.93346, 1.53491, 1.53491, 2.43587, 2.39854, 1.53491, 0, 1.53491, 1.53491, 1.53491, 1.53491, 1.53491, 1.53491, 1.53491, 1.53491, 1.53491, 1.53491, 1.53491, 1.53491, 1.53491, 1.53491, 1.53491, 1.53491, 1.53491, 1.53491
13.8774, 1.99506, 1.5276, 1.52759, 1.99876, 0.467464, 1.52759, 0, 1.52759, 1.52759, 1.52759, 1.52759, 1.52759, 1.52759, 1.52759, 1.52759, 1.52759, 1.52759, 1.52759, 1.52759, 1.52759, 1.52759, 1.5276, 1.52759, 1.52759, 1.52759
13.8852, 1.13332, 1.5203, 1.52029, 1.77012, -0.386979, 1.52029, 0, 1.52029, 1.52029, 1.52029, 1.52029, 1.52029, 1.52029, 1.52029, 1.52029, 1.52029, 1.52029, 1.52029, 1.52029, 1.52029, 1.52029, 1.5203, 1.52029, 1.52029, 1.52029
13.8931, 1, 1.51677, 1.51676, 1.73205, -0.516766, 1.51676, 0, 1.51676, 1.51676, 1.51676, 1.51676, 1.51676, 1.51676, 1.51676, 1.51676, 1.51676, 1.51676, 1.51676, 1.51676, 1.51676, 1.51676, 1.51677, 1.51676, 1.51676, 1.51676
13.901, 1, 1.51151, 1.51151, 1.73205, -0.51151, 1.51151, 0, 1.51151, 1.51151, 1.51151, 1.51151, 1.51151, 1.51151, 1.51151, 1.51151, 1.51151, 1.51151, 1.51151, 1.51151, 1.51151, 1.51151, 1.51151, 1.51151, 1.51151, 1.51151
13.9088, 2.84734, 1.50473, 1.50473, 2.20167, 1.3426, 1.50473, 0, 1.50473, 1.50473, 1.50473, 1.50473, 1.50473, 1.50473, 1.50473, 1.50473, 1.50473, 1.50473, 1.50473, 1.50473, 1.50473, 1.50473, 1.50473, 1.50473, 1.50473, 1.50473
13.9167, 0.152664, 1.4972, 1.4972, 1.4672, -1.34454, 1.4972, 0, 1.4972, 1.4972, 1.4972, 1.4972, 1.4972, 1.4972, 1.4972, 1.4972, 1.4972, 1.4972, 1.4972, 1.4972, 1.4972, 1.4972, 1.4972, 1.4972, 1.4972, 1.4972
13.9246, 3.83792, 1.4897, 1.4897, 2.41618, 2.34822, 1.4897, 0, 1.4897, 1.4897, 1.4897, 1.4897, 1.4897, 1.4897, 1.4897, 1.4897, 1.4897, 1.4897, 1.4897, 1.4897, 1.4897, 1.4897, 1.4897, 1.4897, 1.4897, 1.4897
13.9324, 2.99504, 1.48582, 1.48582, 2.23496, 1.50922, 1.48582, 0, 1.48582, 1.48582, 1.48582, 1.48582, 1.48582, 1.48582, 1.48582, 1.48582, 1.48582, 1.48582, 1.48582, 1.48582, 1.48582, 1.48582, 1.48582, 1.48582, 1.48582, 1.48582
13.9403, 3.90908, 1.48053, 1.48053, 2.43086, 2.42855, 1.48053, 0, 1.48053, 1.48053, 1.48053, 1.48053, 1.48053, 1.48053, 1.48053, 1.48053, 1.48053, 1.48053, 1.48053, 1.48053, 1.48053, 1.48053, 1.48053, 1.48053, 1.48053, 1.48053
13.9482, 1.25796, 1.47391, 1.4739, 1.80498, -0.215945, 1.4739, 0, 1.4739, 1.4739, 1.4739, 1.4739, 1.4739, 1.4739, 1.4739, 1.4739, 1.4739, 1.4739, 1.4739, 1.4739, 1.4739, 1.4739, 1.47391, 1.4739, 1.4739, 1.4739
13.956, 1.90917, 1.46662, 1.46662, 1.97716, 0.442546, 1.46662, 0, 1.46662, 1.46662, 1.46662, 1.46662, 1.46662, 1.46662, 1.46662, 1.46662, 1.46662, 1.46662, 1.46662, 1.46662, 1.46662, 1.46662, 1.46662, 1.46662, 1.46662, 1.46662
13.9639, 2.99777, 1.45936, 1.45936, 2.23557, 1.53841, 1.45936, 0, 1.45936, 1.45936, 1.45936, 1.45936, 1.45936, 1.45936, 1.45936, 1.45936, 1.45936, 1.45936, 1.45936, 1.45936, 1.45936, 1.45936, 1.45936, 1.45936, 1.45936, 1.45936
13.9718, 2.99752, 1.45379, 1.45379, 2.23551, 1.54373, 1.45379, 0, 1.45379, 1.45379, 1.45379, 1.45379, 1.45379, 1.45379, 1.45379, 1.45379, 1.45379, 1.45379, 1.45379, 1.45379, 1.45379, 1.45379, 1.45379, 1.45379, 1.45379, 1.45379
13.9796, 0.997522, 1.44795, 1.44794, 1.73134, -0.450424, 1.44794, 0, 1.44794, 1.44794, 1.44794, 1.44794, 1.44794, 1.44794, 1.44794, 1.44794, 1.44794, 1.44794, 1.44794, 1.44794, 1.44794, 1.44794, 1.44795, 1.44794, 1.44794, 1.44794
13.9875, 1.99766, 1.44182, 1.44182, 1.99941, 0.555833, 1.44182, 0, 1.44182, 1.44182, 1.44182, 1.44182, 1.44182, 1.44182, 1.44182, 1.44182, 1.44182, 1.44182, 1.44182, 1.44182, 1.44182, 1.44182, 1.44182, 1.44182, 1.44182, 1.44182
13.9953, 0.100359, 1.43504, 1.43504, 1.44926, -1.33468, 1.43504, 0, 1.43504, 1.43504, 1.43504, 1.43504, 1.43504, 1.43504, 1.43504, 1.43504, 1.43504, 1.43504, 1.43504, 1.43504, 1.43504, 1.43504, 1.43504, 1.43504, 1.43504, 1.43504
14.0032, 0, 1.42767, 1.42767, 1.41421, -1.42767, 1.42767, 0, 1.42767, 1.42767, 1.42767, 1.42767, 1.42767, 1.42767, 1.42767, 1.42767, 1.42767, 1.42767, 1.42767, 1.42767, 1.42767, 1.42767, 1.42767, 1.42767, 1.42767, 1.42767
14.0111, 0, 1.41989, 1.41989, 1.41421, -1.41989, 1.41989, 0, 1.41989, 1.41989, 1.41989, 1.41989, 1.41989, 1.41989, 1.41989, 1.41989, 1.41989, 1.41989, 1.41989, 1.41989, 1.41989, 1.41989, 1.41989, 1.41989, 1.41989, 1.41989
14.0189, 2.77993, 1.41185, 1.41185, 2.1863, 1.36807, 1.41185, 0, 1.41185, 1.41185, 1.41185, 1.41185, 1.41185, 1.41185, 1.41185, 1.41185, 1.41185, 1.41185, 1.41185, 1.41185, 1.41185, 1.41185, 1.41185, 1.41185, 1.41185, 1.41185
14.0268, 3.10756, 1.40369, 1.40369, 2.25999, 1.70387, 1.40369, 0, 1.40369, 1.40369, 1.40369, 1.40369, 1.40369, 1.40369, 1.40369, 1.40369, 1.40369, 1.40369, 1.40369, 1.40369, 1.40369, 1.40369, 1.40369, 1.40369, 1.40369, 1.40369
14.0347, 4.65353, 1.39556, 1.39556, 2.57944, 3.25797, 1.39556, 0, 1.39556, 1.39556, 1.39556, 1.39556, 1.39556, 1.39556, 1.39556, 1.39556, 1.39556, 1.39556, 1.39556, 1.39556, 1.39556, 1.39556, 1.39556, 1.39556, 1.39556, 1.39556
14.0425, 4.34176, 1.38939, 1.38939, 2.51829, 2.95237, 1.38939, 0, 1.38939, 1.38939, 1.38939, 1.38939, 1.38939, 1.38939, 1.38939, 1.38939, 1.38939, 1.38939, 1.38939, 1.38939, 1.38939, 1.38939, 1.38939, 1.38939, 1.38939, 1.38939
