   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_358.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.00150655, 0, 1.79885e-22, 0, 1.41421, -1.79885e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.84143e-25, 0, 0, 3.47596e-25, 0, 0, 1.78854e-22, 0, 0, 0
0.00936051, 0, 4.29238e-22, 0, 1.41421, -4.29238e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.63245e-24, 0, 0, 8.39326e-25, 0, 0, 4.26766e-22, 0, 0, 0
0.0172145, 0, 1.00672e-21, 0, 1.41421, -1.00672e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.82861e-24, 0, 0, 1.99226e-24, 0, 0, 1.0009e-21, 0, 0, 0
0.0250684, 0, 2.32331e-21, 0, 1.41421, -2.32331e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.83543e-24, 0, 0, 4.65369e-24, 0, 0, 2.30982e-21, 0, 0, 0
0.0329224, 0, 5.28082e-21, 0, 1.41421, -5.28082e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.00822e-23, 0, 0, 1.07078e-23, 0, 0, 5.25003e-21, 0, 0, 0
0.0407763, 0, 1.18317e-20, 0, 1.41421, -1.18317e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.49932e-23, 0, 0, 2.42894e-23, 0, 0, 1.17624e-20, 0, 0, 0
0.0486303, 0, 2.61492e-20, 0, 1.41421, -2.61492e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.94363e-23, 0, 0, 5.43574e-23, 0, 0, 2.59954e-20, 0, 0, 0
0.0564842, 0, 5.70434e-20, 0, 1.41421, -5.70434e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.16911e-22, 0, 0, 1.2009e-22, 0, 0, 5.67064e-20, 0, 0, 0
0.0643382, 0, 1.22894e-19, 0, 1.41421, -1.22894e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.67299e-22, 0, 0, 2.62061e-22, 0, 0, 1.22165e-19, 0, 0, 0
0.0721922, 0, 2.61608e-19, 0, 1.41421, -2.61608e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.94723e-22, 0, 0, 5.65154e-22, 0, 0, 2.60048e-19, 0, 0, 0
0.0800461, 0, 5.50497e-19, 0, 1.41421, -5.50497e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.09312e-21, 0, 0, 1.20502e-21, 0, 0, 5.47199e-19, 0, 0, 0
0.0879001, 0, 1.14555e-18, 0, 1.41421, -1.14555e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.35552e-21, 0, 0, 2.54134e-21, 0, 0, 1.13865e-18, 0, 0, 0
0.095754, 0, 2.35821e-18, 0, 1.41421, -2.35821e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.96594e-21, 0, 0, 5.30308e-21, 0, 0, 2.34394e-18, 0, 0, 0
0.103608, 0, 4.80394e-18, 0, 1.41421, -4.80394e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.82641e-20, 0, 0, 1.0953e-20, 0, 0, 4.77473e-18, 0, 0, 0
0.111462, 0, 9.6869e-18, 0, 1.41421, -9.6869e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.68273e-20, 0, 0, 2.23979e-20, 0, 0, 9.62767e-18, 0, 0, 0
0.119316, 0, 1.934e-17, 0, 1.41421, -1.934e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.35236e-20, 0, 0, 4.53594e-20, 0, 0, 1.92211e-17, 0, 0, 0
0.12717, 0, 3.82395e-17, 0, 1.41421, -3.82395e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.45368e-19, 0, 0, 9.09958e-20, 0, 0, 3.80032e-17, 0, 0, 0
0.135024, 0, 7.48944e-17, 0, 1.41421, -7.48944e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.84702e-19, 0, 0, 1.80871e-19, 0, 0, 7.44288e-17, 0, 0, 0
0.142878, 0, 1.45328e-16, 0, 1.41421, -1.45328e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.52425e-19, 0, 0, 3.56285e-19, 0, 0, 1.44419e-16, 0, 0, 0
0.150732, 0, 2.7944e-16, 0, 1.41421, -2.7944e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.06217e-18, 0, 0, 6.95647e-19, 0, 0, 2.77682e-16, 0, 0, 0
0.158586, 0, 5.32521e-16, 0, 1.41421, -5.32521e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.02407e-18, 0, 0, 1.34654e-18, 0, 0, 5.2915e-16, 0, 0, 0
0.16644, 0, 1.00591e-15, 0, 1.41421, -1.00591e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.82323e-18, 0, 0, 2.58438e-18, 0, 0, 9.995e-16, 0, 0, 0
0.174294, 0, 1.8837e-15, 0, 1.41421, -1.8837e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.15921e-18, 0, 0, 4.91888e-18, 0, 0, 1.87162e-15, 0, 0, 0
0.182148, 0, 3.49744e-15, 0, 1.41421, -3.49744e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.32918e-17, 0, 0, 9.28551e-18, 0, 0, 3.47487e-15, 0, 0, 0
0.190002, 0, 6.43906e-15, 0, 1.41421, -6.43906e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.44701e-17, 0, 0, 1.73872e-17, 0, 0, 6.39721e-15, 0, 0, 0
0.197855, 0, 1.17563e-14, 0, 1.41421, -1.17563e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.46747e-17, 0, 0, 3.22991e-17, 0, 0, 1.16793e-14, 0, 0, 0
0.205709, 0, 2.12882e-14, 0, 1.41421, -2.12882e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.08923e-17, 0, 0, 5.95331e-17, 0, 0, 2.11478e-14, 0, 0, 0
0.213563, 0, 3.8235e-14, 0, 1.41421, -3.8235e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.4528e-16, 0, 0, 1.08889e-16, 0, 0, 3.79809e-14, 0, 0, 0
0.221417, 0, 6.81197e-14, 0, 1.41421, -6.81197e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.58818e-16, 0, 0, 1.97658e-16, 0, 0, 6.76632e-14, 0, 0, 0
0.229271, 0, 1.20394e-13, 0, 1.41421, -1.20394e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.57406e-16, 0, 0, 3.56128e-16, 0, 0, 1.1958e-13, 0, 0, 0
0.237125, 0, 2.11097e-13, 0, 1.41421, -2.11097e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.01966e-16, 0, 0, 6.36962e-16, 0, 0, 2.09658e-13, 0, 0, 0
0.244979, 0, 3.67227e-13, 0, 1.41421, -3.67227e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.39503e-15, 0, 0, 1.13108e-15, 0, 0, 3.647e-13, 0, 0, 0
0.252833, 0, 6.33846e-13, 0, 1.41421, -6.33846e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.40774e-15, 0, 0, 1.99441e-15, 0, 0, 6.29444e-13, 0, 0, 0
0.260687, 0, 1.08556e-12, 0, 1.41421, -1.08556e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.12342e-15, 0, 0, 3.49254e-15, 0, 0, 1.07794e-12, 0, 0, 0
0.268541, 0, 1.84485e-12, 0, 1.41421, -1.84485e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.00718e-15, 0, 0, 6.07508e-15, 0, 0, 1.83177e-12, 0, 0, 0
0.276395, 0, 3.11119e-12, 0, 1.41421, -3.11119e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.18166e-14, 0, 0, 1.04987e-14, 0, 0, 3.08887e-12, 0, 0, 0
0.284249, 0, 5.20675e-12, 0, 1.41421, -5.20675e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.9775e-14, 0, 0, 1.80296e-14, 0, 0, 5.16894e-12, 0, 0, 0
0.292103, 0, 8.64767e-12, 0, 1.41421, -8.64767e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.28427e-14, 0, 0, 3.07771e-14, 0, 0, 8.58405e-12, 0, 0, 0
0.299957, 0, 1.4254e-11, 0, 1.41421, -1.4254e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.41345e-14, 0, 0, 5.22371e-14, 0, 0, 1.41476e-11, 0, 0, 0
0.307811, 0, 2.33183e-11, 0, 1.41421, -2.33183e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.85604e-14, 0, 0, 8.81818e-14, 0, 0, 2.31416e-11, 0, 0, 0
0.315665, 0, 3.78612e-11, 5.46506e-44, 1.41421, -3.78612e-11, 0, 5.46506e-44, 5.46506e-44, 5.46506e-44, 5.46506e-44, 5.46506e-44, 5.46506e-44, 5.46506e-44, 5.46506e-44, 5.46506e-44, 1.43798e-13, 5.46506e-44, 5.46506e-44, 1.48111e-13, 5.46506e-44, 5.46506e-44, 3.75692e-11, 5.46506e-44, 5.46506e-44, 5.46506e-44
0.323519, 0, 6.10155e-11, 9.48679e-43, 1.41421, -6.10155e-11, 0, 9.48679e-43, 9.48679e-43, 9.48679e-43, 9.48679e-43, 9.48679e-43, 9.48679e-43, 9.48679e-43, 9.48679e-43, 9.48679e-43, 2.31755e-13, 9.48679e-43, 9.48679e-43, 2.47613e-13, 9.48679e-43, 9.48679e-43, 6.05361e-11, 9.48679e-43, 9.48679e-43, 9.48679e-43
0.331373, 0, 9.76001e-11, 1.38855e-41, 1.41421, -9.76001e-11, 0, 1.38855e-41, 1.38855e-41, 1.38855e-41, 1.38855e-41, 1.38855e-41, 1.38855e-41, 1.38855e-41, 1.38855e-41, 1.38855e-41, 3.70754e-13, 1.38855e-41, 1.38855e-41, 4.12219e-13, 1.38855e-41, 1.38855e-41, 9.68172e-11, 1.38855e-41, 1.38855e-41, 1.38855e-41
0.339227, 0, 1.54967e-10, 1.79506e-40, 1.41421, -1.54967e-10, 0, 1.79506e-40, 1.79506e-40, 1.79506e-40, 1.79506e-40, 1.79506e-40, 1.79506e-40, 1.79506e-40, 1.79506e-40, 1.79506e-40, 5.88763e-13, 1.79506e-40, 1.79506e-40, 6.83684e-13, 1.79506e-40, 1.79506e-40, 1.53694e-10, 1.79506e-40, 1.79506e-40, 1.79506e-40
0.347081, 0, 2.44241e-10, 2.07871e-39, 1.41421, -2.44241e-10, 0, 2.07871e-39, 2.07871e-39, 2.07871e-39, 2.07871e-39, 2.07871e-39, 2.07871e-39, 2.07871e-39, 2.07871e-39, 2.07871e-39, 9.28138e-13, 2.07871e-39, 2.07871e-39, 1.13024e-12, 2.07871e-39, 2.07871e-39, 2.42183e-10, 2.07871e-39, 2.07871e-39, 2.07871e-39
