   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_4.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
15.8345, 16.8654, 9.1397, 9.13594, 4.34343, 7.72573, 9.13594, 0, 9.13594, 9.13594, 9.13594, 9.13594, 9.13594, 9.13594, 9.13594, 9.13594, 9.13594, 9.13594, 9.13594, 9.13594, 9.13594, 9.13594, 9.13594, 9.13594, 9.13594, 9.13594, 9.13595, 9.13594, 9.13969, 9.13594
15.8424, 13.4421, 9.10815, 9.10415, 3.92965, 4.33398, 9.10415, 0, 9.10415, 9.10415, 9.10415, 9.10415, 9.10415, 9.10415, 9.10415, 9.10415, 9.10415, 9.10415, 9.10415, 9.10415, 9.10415, 9.10415, 9.10415, 9.10415, 9.10415, 9.10415, 9.10416, 9.10415, 9.10814, 9.10415
15.8503, 15.543, 9.06447, 9.06023, 4.18844, 6.47853, 9.06023, 0, 9.06023, 9.06023, 9.06023, 9.06023, 9.06023, 9.06023, 9.06023, 9.06023, 9.06023, 9.06023, 9.06023, 9.06023, 9.06023, 9.06023, 9.06023, 9.06023, 9.06023, 9.06023, 9.06024, 9.06023, 9.06446, 9.06023
15.8582, 6.68355, 9.00987, 9.00537, 2.94679, -2.32631, 9.00537, 0, 9.00537, 9.00537, 9.00537, 9.00537, 9.00537, 9.00537, 9.00537, 9.00537, 9.00537, 9.00537, 9.00537, 9.00537, 9.00537, 9.00537, 9.00537, 9.00537, 9.00537, 9.00537, 9.00538, 9.00537, 9.00986, 9.00537
15.8661, 15.3577, 8.94993, 8.94518, 4.16626, 6.40778, 8.94518, 0, 8.94518, 8.94518, 8.94518, 8.94518, 8.94518, 8.94518, 8.94518, 8.94518, 8.94518, 8.94518, 8.94518, 8.94518, 8.94518, 8.94518, 8.94518, 8.94518, 8.94518, 8.94518, 8.94519, 8.94518, 8.94992, 8.94518
15.874, 12.2983, 8.89019, 8.88519, 3.7813, 3.40807, 8.88519, 0, 8.88519, 8.88519, 8.88519, 8.88519, 8.88519, 8.88519, 8.88519, 8.88519, 8.88519, 8.88519, 8.88519, 8.88519, 8.88519, 8.88519, 8.88519, 8.88519, 8.88519, 8.88519, 8.8852, 8.88519, 8.89019, 8.88519
15.8819, 13.3077, 8.86057, 8.85531, 3.9125, 4.44712, 8.85531, 0, 8.85531, 8.85531, 8.85531, 8.85531, 8.85531, 8.85531, 8.85531, 8.85531, 8.85531, 8.85531, 8.85531, 8.85531, 8.85531, 8.85531, 8.85531, 8.85531, 8.85531, 8.85531, 8.85532, 8.85531, 8.86056, 8.85531
15.8898, 11.6585, 8.81793, 8.81242, 3.69574, 2.84056, 8.81242, 0, 8.81242, 8.81242, 8.81242, 8.81242, 8.81242, 8.81242, 8.81242, 8.81242, 8.81242, 8.81242, 8.81242, 8.81242, 8.81242, 8.81242, 8.81242, 8.81242, 8.81242, 8.81242, 8.81242, 8.81242, 8.81792, 8.81242
15.8977, 14.3173, 8.7636, 8.75783, 4.03947, 5.55375, 8.75783, 0, 8.75783, 8.75783, 8.75783, 8.75783, 8.75783, 8.75783, 8.75783, 8.75783, 8.75783, 8.75783, 8.75783, 8.75783, 8.75783, 8.75783, 8.75783, 8.75783, 8.75783, 8.75783, 8.75784, 8.75783, 8.76359, 8.75783
15.9056, 13.6573, 8.70355, 8.69753, 3.95693, 4.95378, 8.69753, 0, 8.69753, 8.69753, 8.69753, 8.69753, 8.69753, 8.69753, 8.69753, 8.69753, 8.69753, 8.69753, 8.69753, 8.69753, 8.69753, 8.69753, 8.69753, 8.69753, 8.69753, 8.69753, 8.69754, 8.69753, 8.70354, 8.69753
15.9135, 7.64601, 8.64371, 8.63744, 3.1058, -0.9977, 8.63744, 0, 8.63744, 8.63744, 8.63744, 8.63744, 8.63744, 8.63744, 8.63744, 8.63744, 8.63744, 8.63744, 8.63744, 8.63744, 8.63744, 8.63744, 8.63744, 8.63744, 8.63744, 8.63744, 8.63745, 8.63744, 8.64371, 8.63744
15.9214, 11.0086, 8.61607, 8.60955, 3.60674, 2.39249, 8.60955, 0, 8.60955, 8.60955, 8.60955, 8.60955, 8.60955, 8.60955, 8.60955, 8.60955, 8.60955, 8.60955, 8.60955, 8.60955, 8.60955, 8.60955, 8.60955, 8.60955, 8.60955, 8.60955, 8.60956, 8.60955, 8.61606, 8.60955
15.9293, 12.9632, 8.57454, 8.56778, 3.86823, 4.38865, 8.56778, 0, 8.56778, 8.56778, 8.56778, 8.56778, 8.56778, 8.56778, 8.56778, 8.56778, 8.56778, 8.56778, 8.56778, 8.56778, 8.56778, 8.56778, 8.56778, 8.56778, 8.56778, 8.56778, 8.56779, 8.56778, 8.57453, 8.56778
15.9372, 12.3061, 8.52057, 8.51357, 3.78234, 3.7855, 8.51357, 0, 8.51357, 8.51357, 8.51357, 8.51357, 8.51357, 8.51357, 8.51357, 8.51357, 8.51357, 8.51357, 8.51357, 8.51357, 8.51357, 8.51357, 8.51357, 8.51357, 8.51357, 8.51357, 8.51358, 8.51357, 8.52056, 8.51357
15.9451, 8.07199, 8.46051, 8.45328, 3.17364, -0.388515, 8.45328, 0, 8.45328, 8.45328, 8.45328, 8.45328, 8.45328, 8.45328, 8.45328, 8.45328, 8.45328, 8.45328, 8.45328, 8.45328, 8.45328, 8.45328, 8.45328, 8.45328, 8.45328, 8.45328, 8.45329, 8.45328, 8.4605, 8.45328
15.953, 8.57881, 8.40066, 8.3932, 3.25251, 0.178151, 8.3932, 0, 8.3932, 8.3932, 8.3932, 8.3932, 8.3932, 8.3932, 8.3932, 8.3932, 8.3932, 8.3932, 8.3932, 8.3932, 8.3932, 8.3932, 8.3932, 8.3932, 8.3932, 8.3932, 8.39321, 8.3932, 8.40065, 8.3932
15.9608, 11.3576, 8.37571, 8.36803, 3.65481, 2.98191, 8.36803, 0, 8.36803, 8.36803, 8.36803, 8.36803, 8.36803, 8.36803, 8.36803, 8.36803, 8.36803, 8.36803, 8.36803, 8.36803, 8.36803, 8.36803, 8.36803, 8.36803, 8.36803, 8.36803, 8.36804, 8.36803, 8.3757, 8.36803
15.9687, 13.9245, 8.33559, 8.32768, 3.99055, 5.58893, 8.32768, 0, 8.32768, 8.32768, 8.32768, 8.32768, 8.32768, 8.32768, 8.32768, 8.32768, 8.32768, 8.32768, 8.32768, 8.32768, 8.32768, 8.32768, 8.32768, 8.32768, 8.32768, 8.32768, 8.32769, 8.32768, 8.33558, 8.32768
15.9766, 13.2186, 8.28177, 8.27366, 3.9011, 4.93684, 8.27366, 0, 8.27366, 8.27366, 8.27366, 8.27366, 8.27366, 8.27366, 8.27366, 8.27366, 8.27366, 8.27366, 8.27366, 8.27366, 8.27366, 8.27366, 8.27366, 8.27366, 8.27366, 8.27366, 8.27366, 8.27366, 8.28177, 8.27366
15.9845, 16.2147, 8.22127, 8.21295, 4.26787, 7.99347, 8.21295, 0, 8.21295, 8.21295, 8.21295, 8.21295, 8.21295, 8.21295, 8.21295, 8.21295, 8.21295, 8.21295, 8.21295, 8.21295, 8.21295, 8.21295, 8.21295, 8.21295, 8.21295, 8.21295, 8.21295, 8.21295, 8.22126, 8.21295
15.9924, 5.90818, 8.16099, 8.15246, 2.81215, -2.25281, 8.15246, 0, 8.15246, 8.15246, 8.15246, 8.15246, 8.15246, 8.15246, 8.15246, 8.15246, 8.15246, 8.15246, 8.15246, 8.15246, 8.15246, 8.15246, 8.15246, 8.15246, 8.15246, 8.15246, 8.15247, 8.15246, 8.16098, 8.15246
16.0003, 10.3841, 8.14233, 8.1336, 3.51911, 2.24181, 8.1336, 0, 8.1336, 8.1336, 8.1336, 8.1336, 8.1336, 8.1336, 8.1336, 8.1336, 8.1336, 8.1336, 8.1336, 8.1336, 8.1336, 8.1336, 8.1336, 8.1336, 8.1336, 8.1336, 8.13361, 8.1336, 8.14232, 8.1336
16.0082, 7.39405, 8.10477, 8.09585, 3.06497, -0.710719, 8.09585, 0, 8.09585, 8.09585, 8.09585, 8.09585, 8.09585, 8.09585, 8.09585, 8.09585, 8.09585, 8.09585, 8.09585, 8.09585, 8.09585, 8.09585, 8.09585, 8.09585, 8.09585, 8.09585, 8.09586, 8.09585, 8.10476, 8.09585
16.0161, 3.29472, 8.05021, 8.04111, 2.30103, -4.75549, 8.04111, 0, 8.04111, 8.04111, 8.04111, 8.04111, 8.04111, 8.04111, 8.04111, 8.04111, 8.04111, 8.04111, 8.04111, 8.04111, 8.04111, 8.04111, 8.04111, 8.04111, 8.04111, 8.04111, 8.04111, 8.04111, 8.05021, 8.04111
16.024, 7.28929, 7.98733, 7.97804, 3.04783, -0.698037, 7.97804, 0, 7.97804, 7.97804, 7.97804, 7.97804, 7.97804, 7.97804, 7.97804, 7.97804, 7.97804, 7.97804, 7.97804, 7.97804, 7.97804, 7.97804, 7.97804, 7.97804, 7.97804, 7.97804, 7.97805, 7.97804, 7.98732, 7.97804
16.0319, 9.28451, 7.92469, 7.91522, 3.35924, 1.35982, 7.91522, 0, 7.91522, 7.91522, 7.91522, 7.91522, 7.91522, 7.91522, 7.91522, 7.91522, 7.91522, 7.91522, 7.91522, 7.91522, 7.91522, 7.91522, 7.91522, 7.91522, 7.91522, 7.91522, 7.91523, 7.91522, 7.92468, 7.91522
16.0398, 9.86022, 7.94057, 7.93092, 3.44387, 1.91965, 7.93092, 0, 7.93092, 7.93092, 7.93092, 7.93092, 7.93092, 7.93092, 7.93092, 7.93092, 7.93092, 7.93092, 7.93092, 7.93092, 7.93092, 7.93092, 7.93092, 7.93092, 7.93092, 7.93092, 7.93093, 7.93092, 7.94056, 7.93092
16.0477, 10.8337, 7.93612, 7.9263, 3.58242, 2.89758, 7.9263, 0, 7.9263, 7.9263, 7.9263, 7.9263, 7.9263, 7.9263, 7.9263, 7.9263, 7.9263, 7.9263, 7.9263, 7.9263, 7.9263, 7.9263, 7.9263, 7.9263, 7.9263, 7.9263, 7.92631, 7.9263, 7.93612, 7.9263
16.0556, 8.99257, 7.91284, 7.90285, 3.3155, 1.07973, 7.90285, 0, 7.90285, 7.90285, 7.90285, 7.90285, 7.90285, 7.90285, 7.90285, 7.90285, 7.90285, 7.90285, 7.90285, 7.90285, 7.90285, 7.90285, 7.90285, 7.90285, 7.90285, 7.90285, 7.90286, 7.90285, 7.91283, 7.90285
16.0635, 8.42825, 7.88019, 7.87004, 3.22928, 0.548061, 7.87004, 0, 7.87004, 7.87004, 7.87004, 7.87004, 7.87004, 7.87004, 7.87004, 7.87004, 7.87004, 7.87004, 7.87004, 7.87004, 7.87004, 7.87004, 7.87004, 7.87004, 7.87004, 7.87004, 7.87005, 7.87004, 7.88018, 7.87004
16.0714, 5.39777, 7.84761, 7.8373, 2.71988, -2.44984, 7.8373, 0, 7.8373, 7.8373, 7.8373, 7.8373, 7.8373, 7.8373, 7.8373, 7.8373, 7.8373, 7.8373, 7.8373, 7.8373, 7.8373, 7.8373, 7.8373, 7.8373, 7.8373, 7.8373, 7.8373, 7.8373, 7.8476, 7.8373
16.0793, 11.7074, 7.85525, 7.84477, 3.70235, 3.85214, 7.84477, 0, 7.84477, 7.84477, 7.84477, 7.84477, 7.84477, 7.84477, 7.84477, 7.84477, 7.84477, 7.84477, 7.84477, 7.84477, 7.84477, 7.84477, 7.84477, 7.84477, 7.84477, 7.84477, 7.84478, 7.84477, 7.85524, 7.84477
16.0872, 11.1627, 7.84766, 7.83702, 3.62805, 3.31509, 7.83702, 0, 7.83702, 7.83702, 7.83702, 7.83702, 7.83702, 7.83702, 7.83702, 7.83702, 7.83702, 7.83702, 7.83702, 7.83702, 7.83702, 7.83702, 7.83702, 7.83702, 7.83702, 7.83702, 7.83703, 7.83702, 7.84765, 7.83702
16.0951, 11.086, 7.82653, 7.81573, 3.61746, 3.25947, 7.81573, 0, 7.81573, 7.81573, 7.81573, 7.81573, 7.81573, 7.81573, 7.81573, 7.81573, 7.81573, 7.81573, 7.81573, 7.81573, 7.81573, 7.81573, 7.81573, 7.81573, 7.81573, 7.81573, 7.81574, 7.81573, 7.82652, 7.81573
16.103, 10.4446, 7.79868, 7.78772, 3.52769, 2.64593, 7.78772, 0, 7.78772, 7.78772, 7.78772, 7.78772, 7.78772, 7.78772, 7.78772, 7.78772, 7.78772, 7.78772, 7.78772, 7.78772, 7.78772, 7.78772, 7.78772, 7.78772, 7.78772, 7.78772, 7.78773, 7.78772, 7.79867, 7.78772
16.1109, 10.9911, 7.77087, 7.75976, 3.60431, 3.22021, 7.75976, 0, 7.75976, 7.75976, 7.75976, 7.75976, 7.75976, 7.75976, 7.75976, 7.75976, 7.75976, 7.75976, 7.75976, 7.75976, 7.75976, 7.75976, 7.75976, 7.75976, 7.75976, 7.75976, 7.75977, 7.75976, 7.77086, 7.75976
16.1188, 8.72453, 7.77594, 7.76468, 3.27483, 0.948592, 7.76468, 0, 7.76468, 7.76468, 7.76468, 7.76468, 7.76468, 7.76468, 7.76468, 7.76468, 7.76468, 7.76468, 7.76468, 7.76468, 7.76468, 7.76468, 7.76468, 7.76468, 7.76468, 7.76468, 7.76468, 7.76468, 7.77593, 7.76468
16.1267, 8.256, 7.7673, 7.75588, 3.2025, 0.488703, 7.75588, 0, 7.75588, 7.75588, 7.75588, 7.75588, 7.75588, 7.75588, 7.75588, 7.75588, 7.75588, 7.75588, 7.75588, 7.75588, 7.75588, 7.75588, 7.75588, 7.75588, 7.75588, 7.75588, 7.75588, 7.75588, 7.76729, 7.75588
16.1346, 11.7724, 7.74658, 7.735, 3.71111, 4.02579, 7.735, 0, 7.735, 7.735, 7.735, 7.735, 7.735, 7.735, 7.735, 7.735, 7.735, 7.735, 7.735, 7.735, 7.735, 7.735, 7.735, 7.735, 7.735, 7.735, 7.73501, 7.735, 7.74657, 7.735
16.1425, 12.4662, 7.71986, 7.70812, 3.80344, 4.74631, 7.70812, 0, 7.70812, 7.70812, 7.70812, 7.70812, 7.70812, 7.70812, 7.70812, 7.70812, 7.70812, 7.70812, 7.70812, 7.70812, 7.70812, 7.70812, 7.70812, 7.70812, 7.70812, 7.70812, 7.70813, 7.70812, 7.71985, 7.70812
16.1504, 9.98823, 7.69319, 7.68129, 3.4624, 2.29504, 7.68129, 0, 7.68129, 7.68129, 7.68129, 7.68129, 7.68129, 7.68129, 7.68129, 7.68129, 7.68129, 7.68129, 7.68129, 7.68129, 7.68129, 7.68129, 7.68129, 7.68129, 7.68129, 7.68129, 7.6813, 7.68129, 7.69318, 7.68129
16.1583, 10.7347, 7.69625, 7.68419, 3.56857, 3.03845, 7.68419, 0, 7.68419, 7.68419, 7.68419, 7.68419, 7.68419, 7.68419, 7.68419, 7.68419, 7.68419, 7.68419, 7.68419, 7.68419, 7.68419, 7.68419, 7.68419, 7.68419, 7.68419, 7.68419, 7.6842, 7.68419, 7.69624, 7.68419
16.1662, 15.739, 7.68696, 7.67475, 4.21177, 8.05207, 7.67475, 0, 7.67475, 7.67475, 7.67475, 7.67475, 7.67475, 7.67475, 7.67475, 7.67475, 7.67475, 7.67475, 7.67475, 7.67475, 7.67475, 7.67475, 7.67475, 7.67475, 7.67475, 7.67475, 7.67476, 7.67475, 7.68695, 7.67475
16.1741, 10.739, 7.66685, 7.65448, 3.56918, 3.07218, 7.65448, 0, 7.65448, 7.65448, 7.65448, 7.65448, 7.65448, 7.65448, 7.65448, 7.65448, 7.65448, 7.65448, 7.65448, 7.65448, 7.65448, 7.65448, 7.65448, 7.65448, 7.65448, 7.65448, 7.65449, 7.65448, 7.66684, 7.65448
16.182, 11.7395, 7.64136, 7.62883, 3.70669, 4.09816, 7.62883, 0, 7.62883, 7.62883, 7.62883, 7.62883, 7.62883, 7.62883, 7.62883, 7.62883, 7.62883, 7.62883, 7.62883, 7.62883, 7.62883, 7.62883, 7.62883, 7.62883, 7.62883, 7.62883, 7.62883, 7.62883, 7.64136, 7.62883
16.1899, 12.2559, 7.61592, 7.60322, 3.77571, 4.64003, 7.60322, 0, 7.60322, 7.60322, 7.60322, 7.60322, 7.60322, 7.60322, 7.60322, 7.60322, 7.60322, 7.60322, 7.60322, 7.60322, 7.60322, 7.60322, 7.60322, 7.60322, 7.60322, 7.60322, 7.60323, 7.60322, 7.61591, 7.60322
16.1978, 5.71927, 7.61624, 7.60337, 2.77836, -1.89697, 7.60337, 0, 7.60337, 7.60337, 7.60337, 7.60337, 7.60337, 7.60337, 7.60337, 7.60337, 7.60337, 7.60337, 7.60337, 7.60337, 7.60337, 7.60337, 7.60337, 7.60337, 7.60337, 7.60337, 7.60338, 7.60337, 7.61623, 7.60337
16.2057, 8.51016, 7.60589, 7.59285, 3.24194, 0.904272, 7.59285, 0, 7.59285, 7.59285, 7.59285, 7.59285, 7.59285, 7.59285, 7.59285, 7.59285, 7.59285, 7.59285, 7.59285, 7.59285, 7.59285, 7.59285, 7.59285, 7.59285, 7.59285, 7.59285, 7.59286, 7.59285, 7.60588, 7.59285
16.2136, 11.2291, 7.5861, 7.5729, 3.63719, 3.64302, 7.5729, 0, 7.5729, 7.5729, 7.5729, 7.5729, 7.5729, 7.5729, 7.5729, 7.5729, 7.5729, 7.5729, 7.5729, 7.5729, 7.5729, 7.5729, 7.5729, 7.5729, 7.5729, 7.5729, 7.57291, 7.5729, 7.5861, 7.5729
16.2215, 9.2254, 7.56164, 7.54826, 3.35043, 1.66377, 7.54826, 0, 7.54826, 7.54826, 7.54826, 7.54826, 7.54826, 7.54826, 7.54826, 7.54826, 7.54826, 7.54826, 7.54826, 7.54826, 7.54826, 7.54826, 7.54826, 7.54826, 7.54826, 7.54826, 7.54827, 7.54826, 7.56163, 7.54826
16.2294, 11.2195, 7.53721, 7.52366, 3.63586, 3.68225, 7.52366, 0, 7.52366, 7.52366, 7.52366, 7.52366, 7.52366, 7.52366, 7.52366, 7.52366, 7.52366, 7.52366, 7.52366, 7.52366, 7.52366, 7.52366, 7.52366, 7.52366, 7.52366, 7.52366, 7.52367, 7.52366, 7.5372, 7.52366
16.2373, 12.2969, 7.53526, 7.52153, 3.78113, 4.76168, 7.52153, 0, 7.52153, 7.52153, 7.52153, 7.52153, 7.52153, 7.52153, 7.52153, 7.52153, 7.52153, 7.52153, 7.52153, 7.52153, 7.52153, 7.52153, 7.52153, 7.52153, 7.52153, 7.52153, 7.52154, 7.52153, 7.53525, 7.52153
16.2452, 6.22004, 7.52414, 7.51024, 2.86706, -1.30411, 7.51024, 0, 7.51024, 7.51024, 7.51024, 7.51024, 7.51024, 7.51024, 7.51024, 7.51024, 7.51024, 7.51024, 7.51024, 7.51024, 7.51024, 7.51024, 7.51024, 7.51024, 7.51024, 7.51024, 7.51024, 7.51024, 7.52413, 7.51024
16.2531, 9.21462, 7.50504, 7.49096, 3.34882, 1.70958, 7.49096, 0, 7.49096, 7.49096, 7.49096, 7.49096, 7.49096, 7.49096, 7.49096, 7.49096, 7.49096, 7.49096, 7.49096, 7.49096, 7.49096, 7.49096, 7.49096, 7.49096, 7.49096, 7.49096, 7.49097, 7.49096, 7.50504, 7.49096
16.261, 11.7656, 7.48199, 7.46772, 3.7102, 4.28357, 7.46772, 0, 7.46772, 7.46772, 7.46772, 7.46772, 7.46772, 7.46772, 7.46772, 7.46772, 7.46772, 7.46772, 7.46772, 7.46772, 7.46772, 7.46772, 7.46772, 7.46772, 7.46772, 7.46772, 7.46772, 7.46772, 7.48198, 7.46772
16.2689, 11.7713, 7.45897, 7.44451, 3.71096, 4.31228, 7.44451, 0, 7.44451, 7.44451, 7.44451, 7.44451, 7.44451, 7.44451, 7.44451, 7.44451, 7.44451, 7.44451, 7.44451, 7.44451, 7.44451, 7.44451, 7.44451, 7.44451, 7.44451, 7.44451, 7.44452, 7.44451, 7.45896, 7.44451
16.2768, 8.77522, 7.45503, 7.44038, 3.28256, 1.32019, 7.44038, 0, 7.44038, 7.44038, 7.44038, 7.44038, 7.44038, 7.44038, 7.44038, 7.44038, 7.44038, 7.44038, 7.44038, 7.44038, 7.44038, 7.44038, 7.44038, 7.44038, 7.44038, 7.44038, 7.44039, 7.44038, 7.45502, 7.44038
16.2847, 5.99504, 7.44298, 7.42815, 2.82755, -1.44794, 7.42815, 0, 7.42815, 7.42815, 7.42815, 7.42815, 7.42815, 7.42815, 7.42815, 7.42815, 7.42815, 7.42815, 7.42815, 7.42815, 7.42815, 7.42815, 7.42815, 7.42815, 7.42815, 7.42815, 7.42816, 7.42815, 7.44298, 7.42815
16.2926, 8.99554, 7.42391, 7.40888, 3.31595, 1.57163, 7.40888, 0, 7.40888, 7.40888, 7.40888, 7.40888, 7.40888, 7.40888, 7.40888, 7.40888, 7.40888, 7.40888, 7.40888, 7.40888, 7.40888, 7.40888, 7.40888, 7.40888, 7.40888, 7.40888, 7.40889, 7.40888, 7.4239, 7.40888
16.3005, 8.6254, 7.40134, 7.38612, 3.25966, 1.22406, 7.38612, 0, 7.38612, 7.38612, 7.38612, 7.38612, 7.38612, 7.38612, 7.38612, 7.38612, 7.38612, 7.38612, 7.38612, 7.38612, 7.38612, 7.38612, 7.38612, 7.38612, 7.38612, 7.38612, 7.38612, 7.38612, 7.40133, 7.38612
16.3084, 9.572, 7.37881, 7.36339, 3.40176, 2.19319, 7.36339, 0, 7.36339, 7.36339, 7.36339, 7.36339, 7.36339, 7.36339, 7.36339, 7.36339, 7.36339, 7.36339, 7.36339, 7.36339, 7.36339, 7.36339, 7.36339, 7.36339, 7.36339, 7.36339, 7.3634, 7.36339, 7.3788, 7.36339
16.3163, 2.99331, 7.37406, 7.35844, 2.23457, -4.38075, 7.35844, 0, 7.35844, 7.35844, 7.35844, 7.35844, 7.35844, 7.35844, 7.35844, 7.35844, 7.35844, 7.35844, 7.35844, 7.35844, 7.35844, 7.35844, 7.35844, 7.35844, 7.35844, 7.35844, 7.35844, 7.35844, 7.37405, 7.35844
16.3242, 6.19542, 7.36182, 7.34599, 2.86276, -1.1664, 7.34599, 0, 7.34599, 7.34599, 7.34599, 7.34599, 7.34599, 7.34599, 7.34599, 7.34599, 7.34599, 7.34599, 7.34599, 7.34599, 7.34599, 7.34599, 7.34599, 7.34599, 7.34599, 7.34599, 7.346, 7.34599, 7.36181, 7.34599
16.3321, 5.58934, 7.34307, 7.32703, 2.75488, -1.75373, 7.32703, 0, 7.32703, 7.32703, 7.32703, 7.32703, 7.32703, 7.32703, 7.32703, 7.32703, 7.32703, 7.32703, 7.32703, 7.32703, 7.32703, 7.32703, 7.32703, 7.32703, 7.32703, 7.32703, 7.32704, 7.32703, 7.34306, 7.32703
16.34, 5.18439, 7.3211, 7.30485, 2.68037, -2.13671, 7.30485, 0, 7.30485, 7.30485, 7.30485, 7.30485, 7.30485, 7.30485, 7.30485, 7.30485, 7.30485, 7.30485, 7.30485, 7.30485, 7.30485, 7.30485, 7.30485, 7.30485, 7.30485, 7.30485, 7.30486, 7.30485, 7.32109, 7.30485
16.3479, 16.8061, 7.29917, 7.28271, 4.33661, 9.50698, 7.28271, 0, 7.28271, 7.28271, 7.28271, 7.28271, 7.28271, 7.28271, 7.28271, 7.28271, 7.28271, 7.28271, 7.28271, 7.28271, 7.28271, 7.28271, 7.28271, 7.28271, 7.28271, 7.28271, 7.28271, 7.28271, 7.29916, 7.28271
16.3558, 9.38146, 7.29315, 7.27647, 3.37364, 2.08832, 7.27647, 0, 7.27647, 7.27647, 7.27647, 7.27647, 7.27647, 7.27647, 7.27647, 7.27647, 7.27647, 7.27647, 7.27647, 7.27647, 7.27647, 7.27647, 7.27647, 7.27647, 7.27647, 7.27647, 7.27648, 7.27647, 7.29314, 7.27647
16.3637, 10.7998, 7.28017, 7.26327, 3.57767, 3.51959, 7.26327, 0, 7.26327, 7.26327, 7.26327, 7.26327, 7.26327, 7.26327, 7.26327, 7.26327, 7.26327, 7.26327, 7.26327, 7.26327, 7.26327, 7.26327, 7.26327, 7.26327, 7.26327, 7.26327, 7.26328, 7.26327, 7.28016, 7.26327
16.3716, 6.74597, 7.26116, 7.24404, 2.95736, -0.515189, 7.24404, 0, 7.24404, 7.24404, 7.24404, 7.24404, 7.24404, 7.24404, 7.24404, 7.24404, 7.24404, 7.24404, 7.24404, 7.24404, 7.24404, 7.24404, 7.24404, 7.24404, 7.24404, 7.24404, 7.24405, 7.24404, 7.26115, 7.24404
16.3795, 11.2395, 7.23917, 7.22183, 3.63862, 4.00036, 7.22183, 0, 7.22183, 7.22183, 7.22183, 7.22183, 7.22183, 7.22183, 7.22183, 7.22183, 7.22183, 7.22183, 7.22183, 7.22183, 7.22183, 7.22183, 7.22183, 7.22183, 7.22183, 7.22183, 7.22184, 7.22183, 7.23916, 7.22183
16.3874, 12.1766, 7.21722, 7.19965, 3.76518, 4.95936, 7.19965, 0, 7.19965, 7.19965, 7.19965, 7.19965, 7.19965, 7.19965, 7.19965, 7.19965, 7.19965, 7.19965, 7.19965, 7.19965, 7.19965, 7.19965, 7.19965, 7.19965, 7.19965, 7.19965, 7.19965, 7.19965, 7.21721, 7.19965
16.3953, 10.1713, 7.21063, 7.19283, 3.48873, 2.96062, 7.19283, 0, 7.19283, 7.19283, 7.19283, 7.19283, 7.19283, 7.19283, 7.19283, 7.19283, 7.19283, 7.19283, 7.19283, 7.19283, 7.19283, 7.19283, 7.19283, 7.19283, 7.19283, 7.19283, 7.19283, 7.19283, 7.21062, 7.19283
16.4032, 9.98812, 7.19754, 7.1795, 3.46239, 2.79057, 7.1795, 0, 7.1795, 7.1795, 7.1795, 7.1795, 7.1795, 7.1795, 7.1795, 7.1795, 7.1795, 7.1795, 7.1795, 7.1795, 7.1795, 7.1795, 7.1795, 7.1795, 7.1795, 7.1795, 7.17951, 7.1795, 7.19754, 7.1795
16.4111, 7.34038, 7.17882, 7.16054, 3.0562, 0.161561, 7.16054, 0, 7.16054, 7.16054, 7.16054, 7.16054, 7.16054, 7.16054, 7.16054, 7.16054, 7.16054, 7.16054, 7.16054, 7.16054, 7.16054, 7.16054, 7.16054, 7.16054, 7.16054, 7.16054, 7.16055, 7.16054, 7.17881, 7.16054
16.419, 9.28724, 7.15731, 7.13879, 3.35965, 2.12993, 7.13879, 0, 7.13879, 7.13879, 7.13879, 7.13879, 7.13879, 7.13879, 7.13879, 7.13879, 7.13879, 7.13879, 7.13879, 7.13879, 7.13879, 7.13879, 7.13879, 7.13879, 7.13879, 7.13879, 7.13879, 7.13879, 7.1573, 7.13879
16.4269, 9.16452, 7.13583, 7.11706, 3.34134, 2.02869, 7.11706, 0, 7.11706, 7.11706, 7.11706, 7.11706, 7.11706, 7.11706, 7.11706, 7.11706, 7.11706, 7.11706, 7.11706, 7.11706, 7.11706, 7.11706, 7.11706, 7.11706, 7.11706, 7.11706, 7.11707, 7.11706, 7.13582, 7.11706
16.4348, 9.16005, 7.12799, 7.10897, 3.34067, 2.03206, 7.10897, 0, 7.10897, 7.10897, 7.10897, 7.10897, 7.10897, 7.10897, 7.10897, 7.10897, 7.10897, 7.10897, 7.10897, 7.10897, 7.10897, 7.10897, 7.10897, 7.10897, 7.10897, 7.10897, 7.10898, 7.10897, 7.12798, 7.10897
16.4427, 5.65362, 7.11413, 7.09487, 2.76652, -1.46052, 7.09487, 0, 7.09487, 7.09487, 7.09487, 7.09487, 7.09487, 7.09487, 7.09487, 7.09487, 7.09487, 7.09487, 7.09487, 7.09487, 7.09487, 7.09487, 7.09487, 7.09487, 7.09487, 7.09487, 7.09487, 7.09487, 7.11413, 7.09487
