   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_155.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, Si_K, Br_L, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
3.47554, 5.99267, 3.73101, 3.08878, 2.82713, 2.26166, 3.08878, 0, 3.08879, 3.08879, 3.08882, 3.08884, 3.0891, 3.08891, 3.08958, 3.08878, 3.08878, 3.08878, 3.08878, 3.08878, 3.08878, 3.08878, 3.08878, 3.19229, 3.08878, 3.62608, 3.08878
3.48328, 4.77125, 3.7501, 3.10499, 2.60216, 1.02116, 3.10499, 0, 3.105, 3.10501, 3.10504, 3.10506, 3.10538, 3.10513, 3.10606, 3.10499, 3.10499, 3.10499, 3.10499, 3.10499, 3.10499, 3.10499, 3.10499, 3.20053, 3.10499, 3.6528, 3.10499
3.49101, 1.106, 3.76185, 3.12216, 1.76238, -2.65586, 3.12216, 0, 3.12217, 3.12218, 3.12221, 3.12223, 3.12264, 3.1223, 3.12362, 3.12216, 3.12216, 3.12216, 3.12216, 3.12216, 3.12216, 3.12216, 3.12216, 3.2099, 3.12216, 3.67188, 3.12216
3.49874, 3.99512, 3.76625, 3.14023, 2.44849, 0.228864, 3.14023, 0, 3.14024, 3.14024, 3.14027, 3.14029, 3.14082, 3.14038, 3.14225, 3.14023, 3.14023, 3.14023, 3.14023, 3.14023, 3.14023, 3.14023, 3.14023, 3.22041, 3.14023, 3.68316, 3.14023
3.50648, 4.20242, 3.76368, 3.15913, 2.49047, 0.43874, 3.15913, 0, 3.15914, 3.15915, 3.15918, 3.1592, 3.15986, 3.15929, 3.16195, 3.15913, 3.15913, 3.15913, 3.15913, 3.15913, 3.15913, 3.15913, 3.15913, 3.23203, 3.15913, 3.68691, 3.15913
3.51421, 5.99032, 3.75488, 3.17879, 2.82672, 2.23544, 3.17879, 0, 3.1788, 3.17881, 3.17884, 3.17886, 3.17971, 3.17895, 3.18273, 3.17879, 3.17879, 3.17879, 3.17879, 3.17879, 3.17879, 3.17879, 3.17879, 3.24474, 3.17879, 3.68377, 3.17879
3.52194, 8.69409, 3.74095, 3.19913, 3.27018, 4.95314, 3.19913, 0, 3.19914, 3.19915, 3.19917, 3.1992, 3.20026, 3.19929, 3.2046, 3.19913, 3.19913, 3.19913, 3.19913, 3.19913, 3.19913, 3.19913, 3.19913, 3.25848, 3.19913, 3.67468, 3.19913
3.52968, 3.99756, 3.72326, 3.22005, 2.44899, 0.2743, 3.22005, 0, 3.22006, 3.22007, 3.2201, 3.22012, 3.22146, 3.22022, 3.22759, 3.22005, 3.22005, 3.22005, 3.22005, 3.22005, 3.22005, 3.22005, 3.22005, 3.27319, 3.22005, 3.66084, 3.22005
3.53741, 6.09151, 3.70332, 3.24148, 2.84456, 2.38819, 3.24148, 0, 3.24149, 3.2415, 3.24152, 3.24154, 3.24322, 3.24165, 3.25177, 3.24148, 3.24148, 3.24148, 3.24148, 3.24148, 3.24148, 3.24148, 3.24148, 3.28881, 3.24148, 3.64363, 3.24148
3.54514, 2.90371, 3.68274, 3.26333, 2.21443, -0.779032, 3.26333, 0, 3.26334, 3.26335, 3.26338, 3.2634, 3.26547, 3.26351, 3.2772, 3.26333, 3.26333, 3.26333, 3.26333, 3.26333, 3.26333, 3.26333, 3.26333, 3.30528, 3.26333, 3.62446, 3.26333
3.55288, 0.908432, 3.66311, 3.28554, 1.70541, -2.75468, 3.28554, 0, 3.28556, 3.28556, 3.28559, 3.28561, 3.28816, 3.28573, 3.30399, 3.28554, 3.28554, 3.28554, 3.28554, 3.28554, 3.28554, 3.28554, 3.28555, 3.32252, 3.28554, 3.60473, 3.28554
3.56061, 2.43355, 3.64587, 3.30805, 2.1056, -1.21232, 3.30805, 0, 3.30807, 3.30807, 3.3081, 3.30812, 3.31121, 3.30825, 3.33225, 3.30805, 3.30805, 3.30805, 3.30805, 3.30805, 3.30805, 3.30805, 3.30806, 3.34049, 3.30805, 3.58575, 3.30805
3.56834, 4.81942, 3.6323, 3.33081, 2.6114, 1.18711, 3.33081, 0, 3.33082, 3.33083, 3.33086, 3.33088, 3.33459, 3.33101, 3.36208, 3.33081, 3.33081, 3.33081, 3.33081, 3.33081, 3.33081, 3.33081, 3.33081, 3.35911, 3.33081, 3.56861, 3.33081
3.57608, 5.07453, 3.62341, 3.35377, 2.6598, 1.45112, 3.35377, 0, 3.35378, 3.35379, 3.35381, 3.35384, 3.35825, 3.35397, 3.39358, 3.35377, 3.35377, 3.35377, 3.35377, 3.35377, 3.35377, 3.35377, 3.35377, 3.37833, 3.35377, 3.5542, 3.35377
3.58381, 5.99047, 3.61993, 3.3769, 2.82674, 2.37053, 3.3769, 0, 3.37691, 3.37691, 3.37694, 3.37696, 3.38214, 3.37711, 3.42683, 3.3769, 3.3769, 3.3769, 3.3769, 3.3769, 3.3769, 3.3769, 3.3769, 3.3981, 3.3769, 3.54319, 3.3769
3.59154, 6.06741, 3.62228, 3.40016, 2.84032, 2.44513, 3.40016, 0, 3.40017, 3.40018, 3.40021, 3.40023, 3.40624, 3.40038, 3.46182, 3.40016, 3.40016, 3.40016, 3.40016, 3.40016, 3.40016, 3.40016, 3.40016, 3.41838, 3.40016, 3.53597, 3.40016
3.59928, 7.91324, 3.63056, 3.42355, 3.14853, 4.28268, 3.42355, 0, 3.42356, 3.42357, 3.4236, 3.42362, 3.43049, 3.42378, 3.49851, 3.42355, 3.42355, 3.42355, 3.42355, 3.42355, 3.42355, 3.42355, 3.42355, 3.43912, 3.42355, 3.53272, 3.42355
3.60701, 5.99035, 3.64459, 3.44704, 2.82672, 2.34576, 3.44704, 0, 3.44706, 3.44706, 3.44709, 3.44711, 3.45488, 3.44728, 3.53677, 3.44704, 3.44704, 3.44704, 3.44704, 3.44704, 3.44704, 3.44704, 3.44705, 3.46028, 3.44704, 3.53343, 3.44704
3.61474, 6.71103, 3.66392, 3.47063, 2.95145, 3.04711, 3.47063, 0, 3.47064, 3.47065, 3.47068, 3.4707, 3.47935, 3.47087, 3.57635, 3.47063, 3.47063, 3.47063, 3.47063, 3.47063, 3.47063, 3.47063, 3.47063, 3.48182, 3.47063, 3.53791, 3.47063
3.62248, 1.13488, 3.68789, 3.4943, 1.77056, -2.55301, 3.4943, 0, 3.49431, 3.49432, 3.49435, 3.49437, 3.50388, 3.49455, 3.61693, 3.4943, 3.4943, 3.4943, 3.4943, 3.4943, 3.4943, 3.4943, 3.4943, 3.50372, 3.4943, 3.54589, 3.4943
3.63021, 1.99517, 3.71564, 3.51805, 1.99879, -1.72047, 3.51805, 0, 3.51806, 3.51807, 3.5181, 3.51812, 3.52842, 3.5183, 3.65806, 3.51805, 3.51805, 3.51805, 3.51805, 3.51805, 3.51805, 3.51805, 3.51805, 3.52593, 3.51805, 3.55698, 3.51805
3.63794, 4.24542, 3.74619, 3.54188, 2.49908, 0.49923, 3.54188, 0, 3.54189, 3.5419, 3.54193, 3.54195, 3.55296, 3.54214, 3.69923, 3.54188, 3.54188, 3.54188, 3.54188, 3.54188, 3.54188, 3.54188, 3.54188, 3.54844, 3.54188, 3.5708, 3.54188
3.64568, 5.86542, 3.7785, 3.56578, 2.80454, 2.08692, 3.56578, 0, 3.56579, 3.5658, 3.56583, 3.56585, 3.57744, 3.56605, 3.73985, 3.56578, 3.56578, 3.56578, 3.56578, 3.56578, 3.56578, 3.56578, 3.56578, 3.57121, 3.56578, 3.58693, 3.56578
3.65341, 10.8169, 3.81152, 3.58975, 3.58007, 7.00537, 3.58975, 0, 3.58977, 3.58977, 3.5898, 3.58982, 3.60186, 3.59003, 3.77929, 3.58975, 3.58975, 3.58975, 3.58975, 3.58975, 3.58975, 3.58975, 3.58975, 3.59423, 3.58975, 3.60498, 3.58975
3.66114, 5.10821, 3.84422, 3.6138, 2.66612, 1.26399, 3.6138, 0, 3.61381, 3.61382, 3.61385, 3.61387, 3.62619, 3.61408, 3.81695, 3.6138, 3.6138, 3.6138, 3.6138, 3.6138, 3.6138, 3.6138, 3.6138, 3.61747, 3.6138, 3.62459, 3.6138
3.66888, 3.83401, 3.87569, 3.63792, 2.41537, -0.041671, 3.63792, 0, 3.63793, 3.63794, 3.63796, 3.63799, 3.65041, 3.63821, 3.85224, 3.63792, 3.63792, 3.63792, 3.63792, 3.63792, 3.63792, 3.63792, 3.63792, 3.64091, 3.63792, 3.64544, 3.63792
3.67661, 3.15167, 3.90512, 3.66211, 2.26973, -0.753456, 3.66211, 0, 3.66212, 3.66213, 3.66216, 3.66218, 3.67452, 3.66241, 3.88468, 3.66211, 3.66211, 3.66211, 3.66211, 3.66211, 3.66211, 3.66211, 3.66211, 3.66454, 3.66211, 3.66728, 3.66211
3.68434, 3.89647, 3.93193, 3.68638, 2.42827, -0.0354576, 3.68638, 0, 3.68639, 3.6864, 3.68642, 3.68645, 3.69853, 3.68668, 3.91388, 3.68638, 3.68638, 3.68638, 3.68638, 3.68638, 3.68638, 3.68638, 3.68638, 3.68834, 3.68638, 3.68987, 3.68638
3.69208, 1.08904, 3.95569, 3.71072, 1.75757, -2.86665, 3.71072, 0, 3.71073, 3.71074, 3.71077, 3.71079, 3.72244, 3.71103, 3.93961, 3.71072, 3.71072, 3.71072, 3.71072, 3.71072, 3.71072, 3.71072, 3.71072, 3.71229, 3.71072, 3.71304, 3.71072
3.69981, 4.94944, 3.97621, 3.73514, 2.63618, 0.97323, 3.73514, 0, 3.73515, 3.73516, 3.73519, 3.73521, 3.74628, 3.73546, 3.96182, 3.73514, 3.73514, 3.73514, 3.73514, 3.73514, 3.73514, 3.73514, 3.73514, 3.7364, 3.73514, 3.73666, 3.73514
3.70754, 4.03615, 3.9935, 3.75964, 2.45686, 0.0426478, 3.75964, 0, 3.75965, 3.75965, 3.75968, 3.7597, 3.77008, 3.75997, 3.98061, 3.75964, 3.75964, 3.75964, 3.75964, 3.75964, 3.75964, 3.75964, 3.75964, 3.76064, 3.75964, 3.76062, 3.75964
3.71528, 3.87723, 4.00778, 3.78422, 2.4243, -0.130543, 3.78422, 0, 3.78423, 3.78423, 3.78426, 3.78428, 3.79385, 3.78455, 3.99624, 3.78422, 3.78422, 3.78422, 3.78422, 3.78422, 3.78422, 3.78422, 3.78422, 3.78501, 3.78422, 3.78484, 3.78422
3.72301, 6.14424, 4.01941, 3.80888, 2.85381, 2.12483, 3.80888, 0, 3.80889, 3.80889, 3.80892, 3.80894, 3.81764, 3.80922, 4.00913, 3.80888, 3.80888, 3.80888, 3.80888, 3.80888, 3.80888, 3.80888, 3.80888, 3.8095, 3.80888, 3.80926, 3.80888
3.73074, 5.99058, 4.02889, 3.83362, 2.82676, 1.96169, 3.83362, 0, 3.83363, 3.83364, 3.83366, 3.83369, 3.84148, 3.83397, 4.0198, 3.83362, 3.83362, 3.83362, 3.83362, 3.83362, 3.83362, 3.83362, 3.83362, 3.8341, 3.83362, 3.83386, 3.83362
3.73848, 3.99021, 4.03681, 3.85845, 2.44749, -0.0465975, 3.85845, 0, 3.85846, 3.85847, 3.85849, 3.85851, 3.86539, 3.85881, 4.02883, 3.85845, 3.85845, 3.85845, 3.85845, 3.85845, 3.85845, 3.85845, 3.85845, 3.85883, 3.85845, 3.85859, 3.85845
3.74621, 6.99034, 4.04379, 3.88336, 2.99839, 2.94655, 3.88336, 0, 3.88337, 3.88338, 3.88341, 3.88343, 3.88941, 3.88373, 4.03685, 3.88336, 3.88336, 3.88336, 3.88336, 3.88336, 3.88336, 3.88336, 3.88336, 3.88365, 3.88336, 3.88345, 3.88336
3.75395, 8.93754, 4.05046, 3.90836, 3.3072, 4.88708, 3.90836, 0, 3.90837, 3.90838, 3.90841, 3.90843, 3.91355, 3.90874, 4.04447, 3.90836, 3.90836, 3.90836, 3.90836, 3.90836, 3.90836, 3.90836, 3.90836, 3.90859, 3.90836, 3.90841, 3.90836
3.76168, 2.94709, 4.05739, 3.93345, 2.22421, -1.1103, 3.93345, 0, 3.93346, 3.93347, 3.9335, 3.93352, 3.93784, 3.93384, 4.05226, 3.93345, 3.93345, 3.93345, 3.93345, 3.93345, 3.93345, 3.93345, 3.93345, 3.93362, 3.93345, 3.93348, 3.93345
3.76941, 3.08649, 4.06508, 3.95863, 2.25533, -0.978586, 3.95863, 0, 3.95864, 3.95865, 3.95868, 3.9587, 3.9623, 3.95903, 4.06072, 3.95863, 3.95863, 3.95863, 3.95863, 3.95863, 3.95863, 3.95863, 3.95863, 3.95876, 3.95863, 3.95865, 3.95863
3.77715, 5.97113, 4.07394, 3.9839, 2.82332, 1.89718, 3.9839, 0, 3.98391, 3.98392, 3.98395, 3.98397, 3.98692, 3.98431, 4.07026, 3.9839, 3.9839, 3.9839, 3.9839, 3.9839, 3.9839, 3.9839, 3.9839, 3.984, 3.9839, 3.98391, 3.9839
3.78488, 4.95917, 4.08428, 4.00926, 2.63802, 0.874887, 4.00926, 0, 4.00927, 4.00928, 4.00931, 4.00933, 4.01171, 4.00968, 4.08118, 4.00926, 4.00926, 4.00926, 4.00926, 4.00926, 4.00926, 4.00926, 4.00926, 4.00933, 4.00926, 4.00926, 4.00926
3.79261, 1.98321, 4.0963, 4.03471, 1.9958, -2.11309, 4.03471, 0, 4.03472, 4.03473, 4.03476, 4.03478, 4.03668, 4.03514, 4.09369, 4.03471, 4.03471, 4.03471, 4.03471, 4.03471, 4.03471, 4.03471, 4.03471, 4.03477, 4.03471, 4.03471, 4.03471
3.80035, 1.04783, 4.11009, 4.06025, 1.7458, -3.06225, 4.06025, 0, 4.06027, 4.06027, 4.0603, 4.06032, 4.06182, 4.06069, 4.10789, 4.06025, 4.06025, 4.06025, 4.06025, 4.06025, 4.06025, 4.06025, 4.06026, 4.0603, 4.06025, 4.06026, 4.06025
3.80808, 6.98089, 4.12566, 4.08589, 2.99681, 2.85522, 4.08589, 0, 4.08591, 4.08591, 4.08594, 4.08596, 4.08713, 4.08634, 4.1238, 4.08589, 4.08589, 4.08589, 4.08589, 4.08589, 4.08589, 4.08589, 4.0859, 4.08593, 4.08589, 4.0859, 4.08589
3.81581, 9.00706, 4.14297, 4.11163, 3.31769, 4.8641, 4.11163, 0, 4.11164, 4.11165, 4.11167, 4.11169, 4.11259, 4.11208, 4.14138, 4.11163, 4.11163, 4.11163, 4.11163, 4.11163, 4.11163, 4.11163, 4.11163, 4.11165, 4.11163, 4.11163, 4.11163
3.82355, 4.98306, 4.16189, 4.13745, 2.64255, 0.821161, 4.13745, 0, 4.13747, 4.13747, 4.1375, 4.13752, 4.1382, 4.13792, 4.16051, 4.13745, 4.13745, 4.13745, 4.13745, 4.13745, 4.13745, 4.13745, 4.13746, 4.13747, 4.13745, 4.13746, 4.13745
3.83128, 6.98823, 4.18231, 4.16338, 2.99804, 2.80592, 4.16338, 0, 4.16339, 4.1634, 4.16343, 4.16345, 4.16396, 4.16386, 4.18108, 4.16338, 4.16338, 4.16338, 4.16338, 4.16338, 4.16338, 4.16338, 4.16338, 4.16339, 4.16338, 4.16339, 4.16338
3.83901, 4.99275, 4.20404, 4.1894, 2.64438, 0.78871, 4.1894, 0, 4.18941, 4.18942, 4.18945, 4.18947, 4.18985, 4.18989, 4.20294, 4.1894, 4.1894, 4.1894, 4.1894, 4.1894, 4.1894, 4.1894, 4.1894, 4.18941, 4.1894, 4.18941, 4.1894
3.84675, 3.99511, 4.22694, 4.21552, 2.44849, -0.231839, 4.21552, 0, 4.21553, 4.21554, 4.21557, 4.21559, 4.21587, 4.21602, 4.22593, 4.21552, 4.21552, 4.21552, 4.21552, 4.21552, 4.21552, 4.21552, 4.21552, 4.21552, 4.21552, 4.21553, 4.21552
3.85448, 3.00508, 4.25086, 4.24173, 2.2372, -1.24578, 4.24173, 0, 4.24174, 4.24175, 4.24178, 4.2418, 4.24201, 4.24224, 4.2499, 4.24173, 4.24173, 4.24173, 4.24173, 4.24173, 4.24173, 4.24173, 4.24173, 4.24174, 4.24173, 4.24175, 4.24173
3.86221, 4, 4.27567, 4.26804, 2.44949, -0.275667, 4.26804, 0, 4.26805, 4.26806, 4.26809, 4.26811, 4.26827, 4.26856, 4.27474, 4.26804, 4.26804, 4.26804, 4.26804, 4.26804, 4.26804, 4.26804, 4.26804, 4.26804, 4.26804, 4.26807, 4.26804
3.86995, 3.97082, 4.30124, 4.29444, 2.44353, -0.330418, 4.29444, 0, 4.29445, 4.29446, 4.29449, 4.29451, 4.29463, 4.29497, 4.30032, 4.29444, 4.29444, 4.29444, 4.29444, 4.29444, 4.29444, 4.29444, 4.29444, 4.29444, 4.29444, 4.29449, 4.29444
3.87768, 4.01704, 4.32748, 4.32094, 2.45297, -0.310445, 4.32094, 0, 4.32095, 4.32096, 4.32098, 4.321, 4.3211, 4.32148, 4.32656, 4.32094, 4.32094, 4.32094, 4.32094, 4.32094, 4.32094, 4.32094, 4.32094, 4.32094, 4.32094, 4.32101, 4.32094
3.88541, 7.93934, 4.35433, 4.34752, 3.15267, 3.58502, 4.34752, 0, 4.34753, 4.34754, 4.34757, 4.34759, 4.34766, 4.34807, 4.35339, 4.34752, 4.34752, 4.34752, 4.34752, 4.34752, 4.34752, 4.34752, 4.34752, 4.34752, 4.34752, 4.34762, 4.34752
3.89315, 2.03897, 4.38171, 4.37418, 2.00972, -2.34274, 4.37418, 0, 4.37419, 4.3742, 4.37423, 4.37425, 4.37431, 4.37474, 4.38073, 4.37418, 4.37418, 4.37418, 4.37418, 4.37418, 4.37418, 4.37418, 4.37418, 4.37418, 4.37418, 4.37432, 4.37418
3.90088, 6.95626, 4.40959, 4.40093, 2.9927, 2.54667, 4.40093, 0, 4.40094, 4.40094, 4.40097, 4.40099, 4.40104, 4.4015, 4.40856, 4.40093, 4.40093, 4.40093, 4.40093, 4.40093, 4.40093, 4.40093, 4.40093, 4.40093, 4.40093, 4.40112, 4.40093
3.90861, 7.01214, 4.43792, 4.42774, 3.00202, 2.57422, 4.42774, 0, 4.42775, 4.42775, 4.42778, 4.4278, 4.42785, 4.42832, 4.43681, 4.42774, 4.42774, 4.42774, 4.42774, 4.42774, 4.42774, 4.42774, 4.42774, 4.42774, 4.42774, 4.42799, 4.42774
3.91635, 2.04126, 4.46666, 4.45461, 2.01029, -2.42539, 4.45461, 0, 4.45462, 4.45463, 4.45465, 4.45467, 4.45472, 4.4552, 4.46546, 4.45461, 4.45461, 4.45461, 4.45461, 4.45461, 4.45461, 4.45461, 4.45461, 4.45461, 4.45461, 4.45495, 4.45461
3.92408, 0.997553, 4.49576, 4.48153, 1.73134, -3.49821, 4.48153, 0, 4.48154, 4.48154, 4.48157, 4.48159, 4.48163, 4.48213, 4.49445, 4.48153, 4.48153, 4.48153, 4.48153, 4.48153, 4.48153, 4.48153, 4.48153, 4.48153, 4.48153, 4.48198, 4.48153
3.93181, 1.96856, 4.52518, 4.50848, 1.99212, -2.55662, 4.50848, 0, 4.5085, 4.5085, 4.50853, 4.50855, 4.50859, 4.5091, 4.52373, 4.50848, 4.50848, 4.50848, 4.50848, 4.50848, 4.50848, 4.50848, 4.50849, 4.50848, 4.50848, 4.50906, 4.50848
3.93955, 8.86958, 4.55484, 4.53546, 3.2969, 4.31474, 4.53546, 0, 4.53548, 4.53548, 4.53551, 4.53553, 4.53557, 4.53609, 4.55323, 4.53546, 4.53546, 4.53546, 4.53546, 4.53546, 4.53546, 4.53546, 4.53546, 4.53546, 4.53546, 4.5362, 4.53546
3.94728, 2.18848, 4.58467, 4.56246, 2.04658, -2.39619, 4.56246, 0, 4.56247, 4.56247, 4.5625, 4.56252, 4.56256, 4.56309, 4.58287, 4.56246, 4.56246, 4.56246, 4.56246, 4.56246, 4.56246, 4.56246, 4.56246, 4.56246, 4.56246, 4.56337, 4.56246
3.95501, 1.92751, 4.61458, 4.58945, 1.9818, -2.68706, 4.58945, 0, 4.58946, 4.58947, 4.58949, 4.58951, 4.58955, 4.5901, 4.61256, 4.58945, 4.58945, 4.58945, 4.58945, 4.58945, 4.58945, 4.58945, 4.58945, 4.58945, 4.58945, 4.59057, 4.58945
3.96275, 2.07249, 4.64445, 4.61642, 2.01804, -2.57197, 4.61642, 0, 4.61643, 4.61644, 4.61646, 4.61649, 4.61652, 4.61708, 4.64219, 4.61642, 4.61642, 4.61642, 4.61642, 4.61642, 4.61642, 4.61642, 4.61642, 4.61642, 4.61642, 4.61777, 4.61642
3.97048, 7.79461, 4.6742, 4.64336, 3.12963, 3.12041, 4.64336, 0, 4.64337, 4.64338, 4.64341, 4.64343, 4.64347, 4.64403, 4.67166, 4.64336, 4.64336, 4.64336, 4.64336, 4.64336, 4.64336, 4.64336, 4.64336, 4.64336, 4.64336, 4.64497, 4.64336
3.97821, 5.03154, 4.70368, 4.67026, 2.65171, 0.327858, 4.67026, 0, 4.67027, 4.67028, 4.67031, 4.67033, 4.67037, 4.67095, 4.70086, 4.67026, 4.67026, 4.67026, 4.67026, 4.67026, 4.67026, 4.67026, 4.67026, 4.67026, 4.67026, 4.67214, 4.67026
3.98595, 4.12794, 4.73281, 4.69711, 2.47547, -0.60487, 4.69711, 0, 4.69712, 4.69713, 4.69716, 4.69718, 4.69722, 4.69781, 4.72969, 4.69711, 4.69711, 4.69711, 4.69711, 4.69711, 4.69711, 4.69711, 4.69711, 4.69711, 4.69711, 4.69928, 4.69711
3.99368, 3.04591, 4.76147, 4.7239, 2.24631, -1.71556, 4.7239, 0, 4.72391, 4.72392, 4.72395, 4.72397, 4.72402, 4.72461, 4.75805, 4.7239, 4.7239, 4.7239, 4.7239, 4.7239, 4.7239, 4.7239, 4.7239, 4.7239, 4.7239, 4.72636, 4.7239
4.00141, 7.64523, 4.78959, 4.75063, 3.10568, 2.85564, 4.75063, 0, 4.75064, 4.75065, 4.75068, 4.7507, 4.75075, 4.75135, 4.78586, 4.75063, 4.75063, 4.75063, 4.75063, 4.75063, 4.75063, 4.75063, 4.75063, 4.75063, 4.75063, 4.75337, 4.75063
4.00915, 1.30161, 4.8171, 4.77729, 1.81703, -3.51548, 4.77729, 0, 4.7773, 4.7773, 4.77733, 4.77735, 4.77741, 4.77802, 4.81308, 4.77729, 4.77729, 4.77729, 4.77729, 4.77729, 4.77729, 4.77729, 4.77729, 4.77729, 4.77729, 4.7803, 4.77729
4.01688, 7.94213, 4.84396, 4.80388, 3.15311, 3.09817, 4.80388, 0, 4.80389, 4.8039, 4.80393, 4.80395, 4.80401, 4.80462, 4.83968, 4.80388, 4.80388, 4.80388, 4.80388, 4.80388, 4.80388, 4.80388, 4.80388, 4.80388, 4.80388, 4.80713, 4.80388
4.02461, 4.11103, 4.87018, 4.83041, 2.47205, -0.759151, 4.83041, 0, 4.83042, 4.83043, 4.83046, 4.83048, 4.83056, 4.83116, 4.86567, 4.83041, 4.83041, 4.83041, 4.83041, 4.83041, 4.83041, 4.83041, 4.83041, 4.83041, 4.83041, 4.83387, 4.83041
4.03235, 4.87931, 4.89577, 4.85688, 2.62284, -0.016458, 4.85688, 0, 4.85689, 4.8569, 4.85693, 4.85695, 4.85704, 4.85765, 4.89106, 4.85688, 4.85688, 4.85688, 4.85688, 4.85688, 4.85688, 4.85688, 4.85688, 4.85688, 4.85688, 4.86051, 4.85688
4.04008, 6.80688, 4.92078, 4.88331, 2.96764, 1.8861, 4.88331, 0, 4.88332, 4.88332, 4.88335, 4.88337, 4.88348, 4.88409, 4.91593, 4.88331, 4.88331, 4.88331, 4.88331, 4.88331, 4.88331, 4.88331, 4.88331, 4.88331, 4.88331, 4.88705, 4.88331
4.04781, 4.11827, 4.94529, 4.90969, 2.47351, -0.827026, 4.90969, 0, 4.90971, 4.90971, 4.90974, 4.90976, 4.90989, 4.91049, 4.94035, 4.90969, 4.90969, 4.90969, 4.90969, 4.90969, 4.90969, 4.90969, 4.9097, 4.90969, 4.90969, 4.9135, 4.90969
4.05555, 4.85787, 4.9694, 4.93605, 2.61875, -0.111529, 4.93605, 0, 4.93606, 4.93607, 4.9361, 4.93612, 4.93628, 4.93686, 4.96442, 4.93605, 4.93605, 4.93605, 4.93605, 4.93605, 4.93605, 4.93605, 4.93605, 4.93605, 4.93605, 4.93985, 4.93605
4.06328, 4.12765, 4.9932, 4.9624, 2.47541, -0.865554, 4.9624, 0, 4.96241, 4.96242, 4.96244, 4.96246, 4.96266, 4.96321, 4.98823, 4.9624, 4.9624, 4.9624, 4.9624, 4.9624, 4.9624, 4.9624, 4.9624, 4.9624, 4.9624, 4.96614, 4.9624
4.07101, 4.06517, 5.01682, 4.98874, 2.46276, -0.951653, 4.98874, 0, 4.98876, 4.98876, 4.98879, 4.98881, 4.98905, 4.98957, 5.01192, 4.98874, 4.98874, 4.98874, 4.98874, 4.98874, 4.98874, 4.98874, 4.98874, 4.98874, 4.98874, 4.99237, 4.98874
4.07875, 7.84573, 5.04036, 5.0151, 3.13779, 2.80536, 5.0151, 0, 5.01511, 5.01512, 5.01515, 5.01517, 5.01546, 5.01595, 5.03556, 5.0151, 5.0151, 5.0151, 5.0151, 5.0151, 5.0151, 5.0151, 5.0151, 5.0151, 5.0151, 5.01856, 5.0151
4.08648, 5.99011, 5.06393, 5.04149, 2.82668, 0.926172, 5.04149, 0, 5.0415, 5.04151, 5.04153, 5.04156, 5.0419, 5.04234, 5.05927, 5.04149, 5.04149, 5.04149, 5.04149, 5.04149, 5.04149, 5.04149, 5.04149, 5.04149, 5.04149, 5.04473, 5.04149
4.09421, 3.22935, 5.08763, 5.06791, 2.28678, -1.85828, 5.06791, 0, 5.06792, 5.06793, 5.06796, 5.06798, 5.06839, 5.06878, 5.08313, 5.06791, 5.06791, 5.06791, 5.06791, 5.06791, 5.06791, 5.06791, 5.06791, 5.06791, 5.06791, 5.07091, 5.06791
4.10195, 6.66952, 5.11153, 5.09438, 2.9444, 1.55799, 5.09438, 0, 5.09439, 5.0944, 5.09443, 5.09445, 5.09494, 5.09526, 5.10721, 5.09438, 5.09438, 5.09438, 5.09438, 5.09438, 5.09438, 5.09438, 5.09438, 5.09438, 5.09438, 5.09711, 5.09438
4.10968, 6.157, 5.1357, 5.12091, 2.85605, 1.02131, 5.12091, 0, 5.12092, 5.12093, 5.12096, 5.12098, 5.12156, 5.12181, 5.13156, 5.12091, 5.12091, 5.12091, 5.12091, 5.12091, 5.12091, 5.12091, 5.12091, 5.12091, 5.12091, 5.12336, 5.12091
4.11741, 7.07932, 5.16017, 5.14751, 3.01319, 1.91915, 5.14751, 0, 5.14752, 5.14753, 5.14756, 5.14758, 5.14826, 5.14842, 5.15621, 5.14751, 5.14751, 5.14751, 5.14751, 5.14751, 5.14751, 5.14751, 5.14751, 5.14751, 5.14751, 5.14967, 5.14751
4.12515, 2.99528, 5.18498, 5.17418, 2.23501, -2.1897, 5.17418, 0, 5.17419, 5.1742, 5.17423, 5.17425, 5.17504, 5.1751, 5.18118, 5.17418, 5.17418, 5.17418, 5.17418, 5.17418, 5.17418, 5.17418, 5.17418, 5.17418, 5.17418, 5.17606, 5.17418
4.13288, 4.90366, 5.21015, 5.20094, 2.62748, -0.30649, 5.20094, 0, 5.20095, 5.20096, 5.20099, 5.20101, 5.20191, 5.20188, 5.20648, 5.20094, 5.20094, 5.20094, 5.20094, 5.20094, 5.20094, 5.20094, 5.20094, 5.20094, 5.20094, 5.20255, 5.20094
4.14061, 2.9924, 5.23565, 5.22779, 2.23437, -2.24326, 5.22779, 0, 5.2278, 5.2278, 5.22783, 5.22785, 5.22887, 5.22873, 5.23211, 5.22779, 5.22779, 5.22779, 5.22779, 5.22779, 5.22779, 5.22779, 5.22779, 5.22779, 5.22779, 5.22915, 5.22779
