   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_578.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Al_K, Mg_K, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup
0.181247, 0, 9.56069e-13, 0, 1.41421, -9.56069e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.72594e-13, 0, 6.83475e-13, 0, 0
0.189112, 0, 1.53918e-12, 0, 1.41421, -1.53918e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.49509e-13, 0, 1.08967e-12, 0, 0
0.196977, 0, 2.46416e-12, 0, 1.41421, -2.46416e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.37488e-13, 0, 1.72667e-12, 0, 0
0.204841, 0, 3.92343e-12, 0, 1.41421, -3.92343e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.20394e-12, 0, 2.71949e-12, 0, 0
0.212706, 0, 6.21315e-12, 0, 1.41421, -6.21315e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.95584e-12, 0, 4.25732e-12, 0, 0
0.22057, 0, 9.78691e-12, 0, 1.41421, -9.78691e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.16213e-12, 0, 6.62478e-12, 0, 0
0.228435, 0, 1.53357e-11, 0, 1.41421, -1.53357e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.08855e-12, 0, 1.02472e-11, 0, 0
0.236299, 0, 2.39073e-11, 0, 1.41421, -2.39073e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.1513e-12, 0, 1.5756e-11, 0, 0
0.244164, 0, 3.70827e-11, 0, 1.41421, -3.70827e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.29997e-11, 0, 2.4083e-11, 0, 0
0.252029, 0, 5.7237e-11, 0, 1.41421, -5.7237e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.06432e-11, 0, 3.65938e-11, 0, 0
0.259893, 0, 8.79223e-11, 0, 1.41421, -8.79223e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.26451e-11, 0, 5.52772e-11, 0, 0
0.267758, 0, 1.34431e-10, 0, 1.41421, -1.34431e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.14194e-11, 0, 8.30111e-11, 0, 0
0.275622, 0, 2.04769e-10, 1.34385e-42, 1.41421, -2.04769e-10, 1.34385e-42, 0, 1.34385e-42, 1.34385e-42, 1.34385e-42, 1.34385e-42, 1.34385e-42, 1.34385e-42, 1.34385e-42, 1.34385e-42, 1.34385e-42, 1.34385e-42, 1.34385e-42, 1.34385e-42, 1.34385e-42, 8.08144e-11, 1.34385e-42, 1.23955e-10, 1.34385e-42, 1.34385e-42
0.283487, 0, 3.10327e-10, 1.98102e-41, 1.41421, -3.10327e-10, 1.98102e-41, 0, 1.98102e-41, 1.98102e-41, 1.98102e-41, 1.98102e-41, 1.98102e-41, 1.98102e-41, 1.98102e-41, 1.98102e-41, 1.98102e-41, 1.98102e-41, 1.98102e-41, 1.98102e-41, 1.98102e-41, 1.26342e-10, 1.98102e-41, 1.83985e-10, 1.98102e-41, 1.98102e-41
0.291351, 0, 4.68351e-10, 2.57403e-40, 1.41421, -4.68351e-10, 2.57403e-40, 0, 2.57403e-40, 2.57403e-40, 2.57403e-40, 2.57403e-40, 2.57403e-40, 2.57403e-40, 2.57403e-40, 2.57403e-40, 2.57403e-40, 2.57403e-40, 2.57403e-40, 2.57403e-40, 2.57403e-40, 1.96839e-10, 2.57403e-40, 2.71511e-10, 2.57403e-40, 2.57403e-40
0.299216, 0, 7.0405e-10, 2.99553e-39, 1.41421, -7.0405e-10, 2.99553e-39, 0, 2.99553e-39, 2.99553e-39, 2.99553e-39, 2.99553e-39, 2.99553e-39, 2.99553e-39, 2.99553e-39, 2.99553e-39, 2.99553e-39, 2.99553e-39, 2.99553e-39, 2.99553e-39, 2.99553e-39, 3.05677e-10, 2.99553e-39, 3.98374e-10, 2.99553e-39, 2.99553e-39
0.30708, 0, 1.05441e-09, 3.14712e-38, 1.41421, -1.05441e-09, 3.14712e-38, 0, 3.14712e-38, 3.14712e-38, 3.14712e-38, 3.14712e-38, 3.14712e-38, 3.14712e-38, 3.14712e-38, 3.14712e-38, 3.14712e-38, 3.14712e-38, 3.14712e-38, 3.14712e-38, 3.14712e-38, 4.73247e-10, 3.14712e-38, 5.81168e-10, 3.14712e-38, 3.14712e-38
0.314945, 0, 1.5736e-09, 2.99665e-37, 1.41421, -1.5736e-09, 2.99665e-37, 0, 2.99665e-37, 2.99665e-37, 2.99665e-37, 2.99665e-37, 2.99665e-37, 2.99665e-37, 2.99665e-37, 2.99665e-37, 2.99665e-37, 2.99665e-37, 2.99665e-37, 2.99665e-37, 2.99665e-37, 7.30594e-10, 2.99665e-37, 8.43008e-10, 2.99665e-37, 2.99665e-37
0.32281, 0, 2.34078e-09, 2.60275e-36, 1.41421, -2.34078e-09, 2.60275e-36, 0, 2.60275e-36, 2.60275e-36, 2.60275e-36, 2.60275e-36, 2.60275e-36, 2.60275e-36, 2.60275e-36, 2.60275e-36, 2.60275e-36, 2.60275e-36, 2.60275e-36, 2.60275e-36, 2.60275e-36, 1.1249e-09, 2.60275e-36, 1.21589e-09, 2.60275e-36, 2.60275e-36
0.330674, 0, 3.47156e-09, 2.07153e-35, 1.41421, -3.47156e-09, 2.07153e-35, 0, 2.07153e-35, 2.07153e-35, 2.07153e-35, 2.07153e-35, 2.07153e-35, 2.07153e-35, 2.07153e-35, 2.07153e-35, 2.07153e-35, 2.07153e-35, 2.07153e-35, 2.07153e-35, 2.07153e-35, 1.72775e-09, 2.07153e-35, 1.74381e-09, 2.07153e-35, 2.07153e-35
0.338539, 0, 5.13454e-09, 1.51756e-34, 1.41421, -5.13454e-09, 1.51756e-34, 0, 1.51756e-34, 1.51756e-34, 1.51756e-34, 1.51756e-34, 1.51756e-34, 1.51756e-34, 1.51756e-34, 1.51756e-34, 1.51756e-34, 1.51756e-34, 1.51756e-34, 1.51756e-34, 1.51756e-34, 2.64764e-09, 1.51756e-34, 2.4869e-09, 1.51756e-34, 1.51756e-34
0.346403, 0, 7.57556e-09, 1.01685e-33, 1.41421, -7.57556e-09, 1.01685e-33, 0, 1.01685e-33, 1.01685e-33, 1.01685e-33, 1.01685e-33, 1.01685e-33, 1.01685e-33, 1.01685e-33, 1.01685e-33, 1.01685e-33, 1.01685e-33, 1.01685e-33, 1.01685e-33, 1.01685e-33, 4.0487e-09, 1.01685e-33, 3.52687e-09, 1.01685e-33, 1.01685e-33
0.354268, 0, 1.11528e-08, 6.06138e-33, 1.41421, -1.11528e-08, 6.06138e-33, 0, 6.06138e-33, 6.06138e-33, 6.06138e-33, 6.06138e-33, 6.06138e-33, 6.06138e-33, 6.06138e-33, 6.06138e-33, 6.06138e-33, 6.06138e-33, 6.06138e-33, 6.06138e-33, 6.06138e-33, 6.17886e-09, 6.06138e-33, 4.97396e-09, 6.06138e-33, 6.06138e-33
0.362132, 0, 1.63882e-08, 3.6703e-32, 1.41421, -1.63882e-08, 3.6703e-32, 0, 3.6703e-32, 3.6703e-32, 3.6703e-32, 3.6703e-32, 3.6703e-32, 3.6703e-32, 3.6703e-32, 3.6703e-32, 3.6703e-32, 3.6703e-32, 3.6703e-32, 3.6703e-32, 3.6703e-32, 9.41207e-09, 3.6703e-32, 6.97612e-09, 3.6703e-32, 3.6703e-32
0.369997, 0, 2.40416e-08, 1.98638e-31, 1.41421, -2.40416e-08, 1.98638e-31, 0, 1.98638e-31, 1.98638e-31, 1.98638e-31, 1.98638e-31, 1.98638e-31, 1.98638e-31, 1.98638e-31, 1.98638e-31, 1.98638e-31, 1.98638e-31, 1.98638e-31, 1.98638e-31, 1.98638e-31, 1.43111e-08, 1.98638e-31, 9.73058e-09, 1.98638e-31, 1.98638e-31
0.377862, 0, 3.52197e-08, 1.0498e-30, 1.41421, -3.52197e-08, 1.0498e-30, 0, 1.0498e-30, 1.0498e-30, 1.0498e-30, 1.0498e-30, 1.0498e-30, 1.0498e-30, 1.0498e-30, 1.0498e-30, 1.0498e-30, 1.0498e-30, 1.0498e-30, 1.0498e-30, 1.0498e-30, 2.1721e-08, 1.0498e-30, 1.34987e-08, 1.0498e-30, 1.0498e-30
0.385726, 0, 5.15329e-08, 5.27461e-30, 1.41421, -5.15329e-08, 5.27461e-30, 0, 5.27461e-30, 5.27461e-30, 5.27461e-30, 5.27461e-30, 5.27461e-30, 5.27461e-30, 5.27461e-30, 5.27461e-30, 5.27461e-30, 5.27461e-30, 5.27461e-30, 5.27461e-30, 5.27461e-30, 3.2908e-08, 5.27461e-30, 1.86248e-08, 5.27461e-30, 5.27461e-30
0.393591, 0, 7.53228e-08, 2.50057e-29, 1.41421, -7.53228e-08, 2.50057e-29, 0, 2.50057e-29, 2.50057e-29, 2.50057e-29, 2.50057e-29, 2.50057e-29, 2.50057e-29, 2.50057e-29, 2.50057e-29, 2.50057e-29, 2.50057e-29, 2.50057e-29, 2.50057e-29, 2.50057e-29, 4.97631e-08, 2.50057e-29, 2.55597e-08, 2.50057e-29, 2.50057e-29
0.401455, 0, 1.09991e-07, 1.13636e-28, 1.41421, -1.09991e-07, 1.13636e-28, 0, 1.13636e-28, 1.13636e-28, 1.13636e-28, 1.13636e-28, 1.13636e-28, 1.13636e-28, 1.13636e-28, 1.13636e-28, 1.13636e-28, 1.13636e-28, 1.13636e-28, 1.13636e-28, 1.13636e-28, 7.51007e-08, 1.13636e-28, 3.489e-08, 1.13636e-28, 1.13636e-28
0.40932, 0, 1.6047e-07, 4.95158e-28, 1.41421, -1.6047e-07, 4.95158e-28, 0, 4.95158e-28, 4.95158e-28, 4.95158e-28, 4.95158e-28, 4.95158e-28, 4.95158e-28, 4.95158e-28, 4.95158e-28, 4.95158e-28, 4.95158e-28, 4.95158e-28, 4.95158e-28, 4.95158e-28, 1.13095e-07, 4.95158e-28, 4.73748e-08, 4.95158e-28, 4.95158e-28
0.417184, 0, 2.33902e-07, 2.05655e-27, 1.41421, -2.33902e-07, 2.05655e-27, 0, 2.05655e-27, 2.05655e-27, 2.05655e-27, 2.05655e-27, 2.05655e-27, 2.05655e-27, 2.05655e-27, 2.05655e-27, 2.05655e-27, 2.05655e-27, 2.05655e-27, 2.05655e-27, 2.05655e-27, 1.69911e-07, 2.05655e-27, 6.39904e-08, 2.05655e-27, 2.05655e-27
0.425049, 0, 3.40591e-07, 8.14395e-27, 1.41421, -3.40591e-07, 8.14395e-27, 0, 8.14395e-27, 8.14395e-27, 8.14395e-27, 8.14395e-27, 8.14395e-27, 8.14395e-27, 8.14395e-27, 8.14395e-27, 8.14395e-27, 8.14395e-27, 8.14395e-27, 8.14395e-27, 8.14395e-27, 2.54606e-07, 8.14395e-27, 8.59849e-08, 8.14395e-27, 8.14395e-27
0.432913, 0, 4.95371e-07, 3.07787e-26, 1.41421, -4.95371e-07, 3.07787e-26, 0, 3.07787e-26, 3.07787e-26, 3.07787e-26, 3.07787e-26, 3.07787e-26, 3.07787e-26, 5.12342e-13, 3.07787e-26, 3.07787e-26, 3.07787e-26, 3.07787e-26, 3.07787e-26, 3.07787e-26, 3.80425e-07, 3.07787e-26, 1.14945e-07, 3.07787e-26, 3.07787e-26
0.440778, 0, 7.19501e-07, 1.11211e-25, 1.41421, -7.19501e-07, 1.11211e-25, 0, 1.11211e-25, 1.11211e-25, 1.11211e-25, 1.11211e-25, 1.11211e-25, 1.11211e-25, 1.61761e-12, 1.11211e-25, 1.11211e-25, 1.11211e-25, 1.11211e-25, 1.11211e-25, 1.11211e-25, 5.66623e-07, 1.11211e-25, 1.52877e-07, 1.11211e-25, 1.11211e-25
0.448643, 0, 1.04333e-06, 3.86518e-25, 1.41421, -1.04333e-06, 3.86518e-25, 0, 3.86518e-25, 3.86518e-25, 3.86518e-25, 3.86518e-25, 3.86518e-25, 3.86518e-25, 3.9463e-12, 3.86518e-25, 3.86518e-25, 3.86518e-25, 3.86518e-25, 3.86518e-25, 3.86518e-25, 8.41022e-07, 3.86518e-25, 2.023e-07, 3.86518e-25, 3.86518e-25
0.456507, 0, 1.51101e-06, 7.24147e-11, 1.41421, -1.51101e-06, 9.58325e-11, 7.24147e-11, 9.9467e-11, 3.10127e-10, 8.15152e-11, 2.48354e-10, 1.00348e-10, 8.46939e-11, 1.0454e-10, 2.34427e-10, 9.33619e-11, 3.11281e-10, 8.22716e-11, 7.27458e-11, 7.2507e-11, 1.24364e-06, 7.24156e-11, 2.66466e-07, 7.24147e-11, 7.24147e-11
0.464372, 0, 2.1836e-06, 2.22914e-10, 1.41421, -2.1836e-06, 2.96539e-10, 2.22914e-10, 3.07966e-10, 9.70278e-10, 2.51525e-10, 7.76066e-10, 3.10735e-10, 2.61519e-10, 3.14881e-10, 7.3228e-10, 2.88771e-10, 9.73907e-10, 2.53903e-10, 2.23955e-10, 2.24619e-10, 1.83146e-06, 2.22916e-10, 3.493e-07, 2.22914e-10, 2.22914e-10
0.472236, 0, 3.14783e-06, 5.34177e-10, 1.41421, -3.14783e-06, 7.13157e-10, 5.34177e-10, 7.40936e-10, 2.351e-09, 6.03731e-10, 1.87888e-09, 7.47669e-10, 6.28026e-10, 7.50645e-10, 1.77243e-09, 6.94275e-10, 2.35982e-09, 6.09512e-10, 5.36707e-10, 5.39768e-10, 2.68516e-06, 5.34183e-10, 4.55758e-07, 5.34177e-10, 5.34177e-10
0.480101, 0, 4.52555e-06, 1.16993e-09, 1.41421, -4.52555e-06, 1.56571e-09, 1.16993e-09, 1.62714e-09, 5.18751e-09, 1.32373e-09, 4.14349e-09, 1.64203e-09, 1.37746e-09, 1.64056e-09, 3.90811e-09, 1.52396e-09, 5.20702e-09, 1.33652e-09, 1.17552e-09, 1.18423e-09, 3.91817e-06, 1.16994e-09, 5.92084e-07, 1.16993e-09, 1.16993e-09
0.487965, 0, 6.48754e-06, 2.44927e-09, 1.41421, -6.48754e-06, 3.28298e-09, 2.44927e-09, 3.41238e-09, 1.09122e-08, 2.77327e-09, 8.71302e-09, 3.44374e-09, 2.88643e-09, 3.42883e-09, 8.21719e-09, 3.19503e-09, 1.09533e-08, 2.80019e-09, 2.46106e-09, 2.48214e-09, 5.6893e-06, 2.4493e-09, 7.6601e-07, 2.44927e-09, 2.44927e-09
0.49583, 0, 9.27846e-06, 4.98149e-09, 1.41421, -9.27846e-06, 6.68384e-09, 4.98149e-09, 6.94805e-09, 2.22619e-08, 5.64305e-09, 1.77714e-08, 7.01209e-09, 5.87412e-09, 6.96321e-09, 1.6759e-08, 6.50424e-09, 2.23458e-08, 5.69803e-09, 5.00556e-09, 5.05266e-09, 8.22534e-06, 4.98155e-09, 9.87319e-07, 4.98149e-09, 4.98149e-09
0.503695, 0, 1.3223e-05, 9.9052e-09, 1.41421, -1.3223e-05, 1.32999e-08, 9.9052e-09, 1.38268e-08, 4.43647e-08, 1.12244e-08, 3.541e-08, 1.39545e-08, 1.16852e-08, 1.43369e-08, 3.33911e-08, 1.29418e-08, 4.4532e-08, 1.13341e-08, 9.9532e-09, 1.00535e-08, 1.18228e-05, 9.90533e-09, 1.26849e-06, 9.9052e-09, 9.9052e-09
0.511559, 0, 1.87843e-05, 1.93097e-08, 1.41421, -1.87843e-05, 2.59434e-08, 1.93097e-08, 2.6973e-08, 8.6648e-08, 2.18877e-08, 6.91493e-08, 2.72225e-08, 2.27881e-08, 3.17721e-08, 6.52041e-08, 2.52435e-08, 8.6975e-08, 2.21019e-08, 1.94035e-08, 1.96099e-08, 1.68974e-05, 1.931e-08, 1.62569e-06, 1.93097e-08, 1.93097e-08
0.519424, 0, 2.66015e-05, 3.6957e-08, 1.41421, -2.66015e-05, 4.9681e-08, 3.6957e-08, 5.16559e-08, 1.66117e-07, 4.19018e-08, 1.32553e-07, 5.21345e-08, 4.36289e-08, 6.67496e-08, 1.24986e-07, 4.83386e-08, 1.66745e-07, 4.23127e-08, 3.71369e-08, 3.75509e-08, 2.4014e-05, 3.69575e-08, 2.08032e-06, 3.6957e-08, 3.6957e-08
0.527288, 0, 3.75596e-05, 6.94908e-08, 1.41421, -3.75596e-05, 9.34658e-08, 6.94908e-08, 9.71869e-08, 3.1286e-07, 7.88079e-08, 2.49617e-07, 9.80887e-08, 8.20622e-08, 1.33758e-07, 2.35359e-07, 9.09364e-08, 3.14042e-07, 7.95822e-08, 6.98298e-08, 7.06421e-08, 3.39343e-05, 6.94917e-08, 2.66146e-06, 6.94908e-08, 6.94908e-08
0.535153, 0, 5.28879e-05, 1.28419e-07, 1.41421, -5.28879e-05, 1.72816e-07, 1.28419e-07, 1.79707e-07, 5.79095e-07, 1.45672e-07, 4.61982e-07, 1.81377e-07, 1.51699e-07, 2.59669e-07, 4.35577e-07, 1.68132e-07, 5.81284e-07, 1.47106e-07, 1.29047e-07, 1.30609e-07, 4.76808e-05, 1.28421e-07, 3.4096e-06, 1.28419e-07, 1.28419e-07
0.543017, 0, 7.42978e-05, 2.3329e-07, 1.41421, -7.42978e-05, 3.14113e-07, 2.3329e-07, 3.26657e-07, 1.05372e-06, 2.64699e-07, 8.40519e-07, 3.29697e-07, 2.75669e-07, 4.9371e-07, 7.92452e-07, 3.05586e-07, 1.0577e-06, 2.67309e-07, 2.34432e-07, 2.37385e-07, 6.6621e-05, 2.33293e-07, 4.38251e-06, 2.3329e-07, 2.3329e-07
0.550882, 0, 0.000104174, 4.16666e-07, 1.41421, -0.000104174, 5.61329e-07, 4.16666e-07, 5.83782e-07, 1.88513e-06, 4.72884e-07, 1.50353e-06, 5.89223e-07, 4.92521e-07, 9.17642e-07, 1.4175e-06, 5.46067e-07, 1.89227e-06, 4.77557e-07, 4.18711e-07, 4.24192e-07, 9.25769e-05, 4.16671e-07, 5.66453e-06, 4.16666e-07, 4.16666e-07
0.558747, 0, 0.000145863, 7.31737e-07, 1.41421, -0.000145863, 9.86354e-07, 7.31737e-07, 1.02587e-06, 3.31634e-06, 8.30685e-07, 2.6447e-06, 1.03545e-06, 8.65247e-07, 1.68197e-06, 2.49327e-06, 9.59492e-07, 3.32889e-06, 8.38909e-07, 7.35337e-07, 7.45341e-07, 0.000127971, 7.31747e-07, 7.38045e-06, 7.31737e-07, 7.31737e-07
0.566611, 0, 0.000204069, 1.26368e-06, 1.41421, -0.000204069, 1.7044e-06, 1.26368e-06, 1.77281e-06, 5.73744e-06, 1.43495e-06, 4.57488e-06, 1.78938e-06, 1.49478e-06, 3.04062e-06, 4.31277e-06, 1.65791e-06, 5.75916e-06, 1.44919e-06, 1.26991e-06, 1.28787e-06, 0.000176022, 1.2637e-06, 9.71646e-06, 1.26368e-06, 1.26368e-06
0.574476, 0, 0.000285418, 2.1462e-06, 1.41421, -0.000285418, 2.8965e-06, 2.1462e-06, 3.01295e-06, 9.76244e-06, 2.43778e-06, 7.78327e-06, 3.04118e-06, 2.53963e-06, 5.42173e-06, 7.33704e-06, 2.81735e-06, 9.79943e-06, 2.46202e-06, 2.15681e-06, 2.18852e-06, 0.000241002, 2.14623e-06, 1.29529e-05, 2.1462e-06, 2.1462e-06
0.58234, 0, 0.000399262, 3.58504e-06, 1.41421, -0.000399262, 4.84146e-06, 3.58504e-06, 5.03646e-06, 1.63388e-05, 4.0733e-06, 1.30246e-05, 5.08372e-06, 4.24385e-06, 9.5362e-06, 1.22774e-05, 4.7089e-06, 1.64008e-05, 4.11388e-06, 3.60281e-06, 3.6579e-06, 0.000328594, 3.58509e-06, 1.75039e-05, 3.58504e-06, 3.58504e-06
0.590205, 0, 0.000558789, 5.89035e-06, 1.41421, -0.000558789, 7.96001e-06, 5.89035e-06, 8.28123e-06, 2.68994e-05, 6.69465e-06, 2.14399e-05, 8.35909e-06, 6.97559e-06, 1.65459e-05, 2.0209e-05, 7.74166e-06, 2.70014e-05, 6.7615e-06, 5.91961e-06, 6.0138e-06, 0.000446359, 5.89043e-06, 2.39833e-05, 5.89035e-06, 5.89035e-06
0.598069, 0, 0.000782569, 9.52038e-06, 1.41421, -0.000782569, 1.28745e-05, 9.52038e-06, 1.33951e-05, 4.35679e-05, 1.08238e-05, 3.47202e-05, 1.35213e-05, 1.12791e-05, 2.83201e-05, 3.27254e-05, 1.25206e-05, 4.37332e-05, 1.09322e-05, 9.56781e-06, 9.7263e-06, 0.000604377, 9.52051e-06, 3.32898e-05, 9.52038e-06, 9.52038e-06
0.605934, 0, 0.0010966, 1.51379e-05, 1.41421, -0.0010966, 2.04861e-05, 1.51379e-05, 2.13161e-05, 6.94269e-05, 1.72163e-05, 5.53193e-05, 2.15173e-05, 1.79422e-05, 4.78168e-05, 5.21384e-05, 1.99218e-05, 6.96906e-05, 1.7389e-05, 1.52135e-05, 1.5476e-05, 0.000816077, 1.51381e-05, 4.67209e-05, 1.51379e-05, 1.51379e-05
0.613798, 0, 0.00153708, 2.36819e-05, 1.41421, -0.00153708, 3.20732e-05, 2.36819e-05, 3.33755e-05, 0.000108861, 2.69429e-05, 8.6726e-05, 3.36912e-05, 2.80819e-05, 7.96415e-05, 8.17353e-05, 3.11879e-05, 0.000109274, 2.72138e-05, 2.38006e-05, 2.42287e-05, 0.00109935, 2.36822e-05, 6.61233e-05, 2.36819e-05, 2.36819e-05
0.621663, 0, 0.00215395, 3.64544e-05, 1.41421, -0.00215395, 4.94107e-05, 3.64544e-05, 5.14216e-05, 0.000167973, 4.14894e-05, 0.000133797, 5.1909e-05, 4.32481e-05, 0.000130844, 0.000126091, 4.80438e-05, 0.000168612, 4.19077e-05, 3.66376e-05, 3.7325e-05, 0.00147797, 3.64549e-05, 9.40824e-05, 3.64544e-05, 3.64544e-05
