   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_93.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.002378, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00548761, 0, 2.04077e-18, 0, 1.41421, -2.04077e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.81654e-20, 0, 0, 1.71704e-23, 2.53883e-22, 0, 2.02234e-18, 0, 0
0.0133532, 0, 3.88478e-18, 0, 1.41421, -3.88478e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.45794e-20, 0, 0, 3.31796e-23, 4.92483e-22, 0, 3.84968e-18, 0, 0
0.0212188, 0, 7.33127e-18, 0, 1.41421, -7.33127e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.52572e-20, 0, 0, 6.35741e-23, 9.47288e-22, 0, 7.265e-18, 0, 0
0.0290844, 0, 1.37192e-17, 0, 1.41421, -1.37192e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.22117e-19, 0, 0, 1.20812e-22, 1.80727e-21, 0, 1.35952e-17, 0, 0
0.0369501, 0, 2.54628e-17, 0, 1.41421, -2.54628e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.26649e-19, 0, 0, 2.27747e-22, 3.42074e-21, 0, 2.52325e-17, 0, 0
0.0448157, 0, 4.68805e-17, 0, 1.41421, -4.68805e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.1729e-19, 0, 0, 4.25986e-22, 6.42503e-21, 0, 4.64564e-17, 0, 0
0.0526813, 0, 8.56366e-17, 0, 1.41421, -8.56366e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.62262e-19, 0, 0, 7.907e-22, 1.19778e-20, 0, 8.48616e-17, 0, 0
0.0605469, 0, 1.55229e-16, 0, 1.41421, -1.55229e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.38171e-18, 0, 0, 1.45671e-21, 2.2167e-20, 0, 1.53824e-16, 0, 0
0.0684125, 0, 2.79254e-16, 0, 1.41421, -2.79254e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.48566e-18, 0, 0, 2.66407e-21, 4.07328e-20, 0, 2.76725e-16, 0, 0
0.0762781, 0, 4.98644e-16, 0, 1.41421, -4.98644e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.43845e-18, 0, 0, 4.83712e-21, 7.43295e-20, 0, 4.94127e-16, 0, 0
0.0841437, 0, 8.8389e-16, 0, 1.41421, -8.8389e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.8675e-18, 0, 0, 8.72073e-21, 1.34717e-19, 0, 8.75879e-16, 0, 0
0.0920093, 0, 1.5555e-15, 0, 1.41421, -1.5555e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.38455e-17, 0, 0, 1.56133e-20, 2.42546e-19, 0, 1.5414e-15, 0, 0
0.0998749, 0, 2.718e-15, 0, 1.41421, -2.718e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.41927e-17, 0, 0, 2.77626e-20, 4.33844e-19, 0, 2.69335e-15, 0, 0
0.107741, 0, 4.716e-15, 0, 1.41421, -4.716e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.19766e-17, 0, 0, 4.9033e-20, 7.71065e-19, 0, 4.6732e-15, 0, 0
0.115606, 0, 8.12609e-15, 0, 1.41421, -8.12609e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.2329e-17, 0, 0, 8.60248e-20, 1.36183e-18, 0, 8.05231e-15, 0, 0
