   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_146.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Cr_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
7.23283, 12.9901, 16.5122, 14.5308, 3.8717, -3.52214, 14.5308, 0, 14.5308, 14.5309, 16.5121, 14.5308, 14.5308, 14.5308, 14.5308, 14.5308, 14.5308, 14.5308, 14.5308, 14.5308, 14.5308, 14.5308, 14.5308, 14.5308, 14.5308, 14.5308
7.24069, 18.7672, 17.107, 14.4791, 4.55711, 1.66024, 14.4791, 0, 14.4791, 14.4792, 17.1069, 14.4791, 14.4791, 14.4791, 14.4791, 14.4791, 14.4791, 14.4791, 14.4791, 14.4791, 14.4791, 14.4791, 14.4791, 14.4791, 14.4791, 14.4791
7.24856, 13.9734, 17.8872, 14.4313, 3.99668, -3.91371, 14.4313, 0, 14.4313, 14.4313, 17.8871, 14.4313, 14.4313, 14.4313, 14.4313, 14.4313, 14.4313, 14.4313, 14.4313, 14.4313, 14.4313, 14.4313, 14.4313, 14.4313, 14.4313, 14.4313
7.25642, 16.8991, 18.8921, 14.387, 4.34731, -1.99303, 14.387, 0, 14.387, 14.3871, 18.8921, 14.387, 14.387, 14.387, 14.387, 14.387, 14.387, 14.387, 14.387, 14.387, 14.387, 14.387, 14.387, 14.387, 14.387, 14.387
7.26429, 15.0869, 20.1664, 14.346, 4.13363, -5.07956, 14.346, 0, 14.346, 14.3461, 20.1663, 14.346, 14.346, 14.346, 14.346, 14.346, 14.346, 14.346, 14.346, 14.346, 14.346, 14.346, 14.346, 14.346, 14.346, 14.346
7.27215, 18.0595, 21.7594, 14.3081, 4.47878, -3.69994, 14.3081, 0, 14.3081, 14.3082, 21.7593, 14.3081, 14.3081, 14.3081, 14.3081, 14.3081, 14.3081, 14.3081, 14.3081, 14.3081, 14.3081, 14.3081, 14.3081, 14.3081, 14.3081, 14.3081
7.28001, 31.5843, 23.7241, 14.2729, 5.7952, 7.86022, 14.2729, 0, 14.2729, 14.2729, 23.724, 14.2729, 14.2729, 14.2729, 14.2729, 14.2729, 14.2729, 14.2729, 14.2729, 14.2729, 14.2729, 14.2729, 14.2729, 14.2729, 14.2729, 14.2729
7.28788, 29.8197, 25.8257, 13.9493, 5.64089, 3.99395, 13.9493, 0, 13.9494, 13.9494, 25.8256, 13.9493, 13.9493, 13.9493, 13.9493, 13.9493, 13.9493, 13.9493, 13.9493, 13.9493, 13.9493, 13.9493, 13.9493, 13.9493, 13.9493, 13.9493
7.29574, 26.148, 28.3515, 13.5675, 5.30546, -2.20355, 13.5675, 0, 13.5675, 13.5675, 28.3514, 13.5675, 13.5675, 13.5675, 13.5675, 13.5675, 13.5675, 13.5675, 13.5675, 13.5675, 13.5675, 13.5675, 13.5675, 13.5675, 13.5675, 13.5675
7.30361, 34.653, 31.6212, 13.3909, 6.05417, 3.03179, 13.3909, 0, 13.3909, 13.391, 31.6211, 13.3909, 13.3909, 13.3909, 13.3909, 13.3909, 13.3909, 13.3909, 13.3909, 13.3909, 13.3909, 13.3909, 13.3909, 13.3909, 13.3909, 13.3909
7.31147, 44.5712, 35.7247, 13.4565, 6.82431, 8.84645, 13.4565, 0, 13.4565, 13.4566, 35.7247, 13.4565, 13.4565, 13.4565, 13.4565, 13.4565, 13.4565, 13.4565, 13.4565, 13.4565, 13.4565, 13.4565, 13.4565, 13.4565, 13.4565, 13.4565
7.31934, 48.4836, 40.4624, 13.5198, 7.10518, 8.02128, 13.5198, 0, 13.5198, 13.5198, 40.4623, 13.5198, 13.5198, 13.5198, 13.5198, 13.5198, 13.5198, 13.5198, 13.5198, 13.5198, 13.5198, 13.5198, 13.5198, 13.5198, 13.5198, 13.5198
7.3272, 45.4949, 45.8707, 13.5809, 6.89165, -0.375851, 13.5809, 0, 13.5809, 13.581, 45.8706, 13.5809, 13.5809, 13.5809, 13.5809, 13.5809, 13.5809, 13.5809, 13.5809, 13.5809, 13.5809, 13.5809, 13.5809, 13.5809, 13.5809, 13.5809
7.33507, 44.9332, 51.9711, 13.6396, 6.85078, -7.03786, 13.6396, 0, 13.6396, 13.6397, 51.971, 13.6396, 13.6396, 13.6396, 13.6396, 13.6396, 13.6396, 13.6396, 13.6396, 13.6396, 13.6396, 13.6396, 13.6396, 13.6396, 13.6396, 13.6396
7.34293, 50.4935, 58.7681, 13.6961, 7.24524, -8.27456, 13.6961, 0, 13.6961, 13.6962, 58.768, 13.6961, 13.6961, 13.6961, 13.6961, 13.6961, 13.6961, 13.6961, 13.6961, 13.6961, 13.6961, 13.6961, 13.6961, 13.6961, 13.6961, 13.6961
7.3508, 82.8672, 66.2447, 13.7495, 9.21234, 16.6225, 13.7495, 0, 13.7495, 13.7496, 66.2447, 13.7495, 13.7495, 13.7495, 13.7495, 13.7495, 13.7495, 13.7495, 13.7495, 13.7495, 13.7495, 13.7495, 13.7495, 13.7495, 13.7495, 13.7495
7.35866, 68.4211, 74.3612, 13.7997, 8.39173, -5.94007, 13.7997, 0, 13.7997, 13.7997, 74.3611, 13.7997, 13.7997, 13.7997, 13.7997, 13.7997, 13.7997, 13.7997, 13.7997, 13.7997, 13.7997, 13.7997, 13.7997, 13.7997, 13.7997, 13.7997
7.36653, 85.3371, 83.0517, 13.8471, 9.34543, 2.28538, 13.8471, 0, 13.8471, 13.8472, 83.0516, 13.8471, 13.8471, 13.8471, 13.8471, 13.8471, 13.8471, 13.8471, 13.8471, 13.8471, 13.8471, 13.8471, 13.8471, 13.8471, 13.8471, 13.8471
7.37439, 87.1537, 92.2259, 13.8923, 9.44212, -5.07224, 13.8923, 0, 13.8923, 13.8924, 92.2258, 13.8923, 13.8923, 13.8923, 13.8923, 13.8923, 13.8923, 13.8923, 13.8923, 13.8923, 13.8923, 13.8923, 13.8923, 13.8923, 13.8923, 13.8923
7.38226, 115.797, 101.762, 13.9352, 10.8534, 14.0348, 13.9352, 0, 13.9352, 13.9352, 101.762, 13.9352, 13.9352, 13.9352, 13.9352, 13.9352, 13.9352, 13.9352, 13.9352, 13.9352, 13.9352, 13.9352, 13.9352, 13.9352, 13.9352, 13.9352
7.39012, 114.521, 111.516, 13.9757, 10.7945, 3.00563, 13.9757, 0, 13.9758, 13.9758, 111.516, 13.9757, 13.9757, 13.9757, 13.9757, 13.9757, 13.9757, 13.9757, 13.9757, 13.9757, 13.9757, 13.9757, 13.9757, 13.9757, 13.9757, 13.9757
7.39799, 139.485, 121.318, 14.013, 11.8947, 18.1672, 14.013, 0, 14.013, 14.0131, 121.317, 14.013, 14.013, 14.013, 14.013, 14.013, 14.013, 14.013, 14.013, 14.013, 14.013, 14.013, 14.013, 14.013, 14.013, 14.013
7.40585, 149.384, 130.98, 14.0468, 12.3038, 18.4043, 14.0468, 0, 14.0468, 14.0469, 130.98, 14.0468, 14.0468, 14.0468, 14.0468, 14.0468, 14.0468, 14.0468, 14.0468, 14.0468, 14.0468, 14.0468, 14.0468, 14.0468, 14.0468, 14.0468
7.41371, 153.789, 140.302, 14.0774, 12.4816, 13.4869, 14.0774, 0, 14.0774, 14.0775, 140.302, 14.0774, 14.0774, 14.0774, 14.0774, 14.0774, 14.0774, 14.0774, 14.0774, 14.0774, 14.0774, 14.0774, 14.0774, 14.0774, 14.0774, 14.0774
7.42158, 135.319, 149.079, 14.1056, 11.7183, -13.7592, 14.1056, 0, 14.1056, 14.1057, 149.078, 14.1056, 14.1056, 14.1056, 14.1056, 14.1056, 14.1056, 14.1056, 14.1056, 14.1056, 14.1056, 14.1056, 14.1056, 14.1056, 14.1056, 14.1056
7.42944, 148.907, 157.101, 14.1314, 12.2844, -8.19478, 14.1314, 0, 14.1314, 14.1315, 157.101, 14.1314, 14.1314, 14.1314, 14.1314, 14.1314, 14.1314, 14.1314, 14.1314, 14.1314, 14.1314, 14.1314, 14.1314, 14.1314, 14.1314, 14.1314
7.43731, 179.043, 164.175, 14.155, 13.4552, 14.8677, 14.155, 0, 14.155, 14.155, 164.175, 14.155, 14.155, 14.155, 14.155, 14.155, 14.155, 14.155, 14.155, 14.155, 14.155, 14.155, 14.155, 14.155, 14.155, 14.155
7.44517, 155.221, 170.116, 14.1752, 12.5388, -14.8947, 14.1752, 0, 14.1752, 14.1752, 170.116, 14.1752, 14.1752, 14.1752, 14.1752, 14.1752, 14.1752, 14.1752, 14.1752, 14.1752, 14.1752, 14.1752, 14.1752, 14.1752, 14.1752, 14.1752
7.45304, 158.047, 174.769, 14.1917, 12.651, -16.7223, 14.1917, 0, 14.1917, 14.1918, 174.769, 14.1917, 14.1917, 14.1917, 14.1917, 14.1917, 14.1917, 14.1917, 14.1917, 14.1917, 14.1917, 14.1917, 14.1917, 14.1917, 14.1917, 14.1917
7.4609, 177.307, 178.011, 14.2049, 13.3906, -0.703506, 14.2049, 0, 14.2049, 14.205, 178.011, 14.2049, 14.2049, 14.2049, 14.2049, 14.2049, 14.2049, 14.2049, 14.2049, 14.2049, 14.2049, 14.2049, 14.2049, 14.2049, 14.2049, 14.2049
7.46877, 165.301, 179.754, 14.2156, 12.9345, -14.4527, 14.2156, 0, 14.2156, 14.2157, 179.754, 14.2156, 14.2156, 14.2156, 14.2156, 14.2156, 14.2156, 14.2156, 14.2156, 14.2156, 14.2156, 14.2156, 14.2156, 14.2156, 14.2156, 14.2156
7.47663, 184.914, 179.953, 14.224, 13.6716, 4.96069, 14.224, 0, 14.224, 14.2241, 179.953, 14.224, 14.224, 14.224, 14.224, 14.224, 14.224, 14.224, 14.224, 14.224, 14.224, 14.224, 14.224, 14.224, 14.224, 14.224
7.4845, 180.695, 178.604, 14.2303, 13.5165, 2.09091, 14.2303, 0, 14.2303, 14.2303, 178.604, 14.2303, 14.2303, 14.2303, 14.2303, 14.2303, 14.2303, 14.2303, 14.2303, 14.2303, 14.2303, 14.2303, 14.2303, 14.2303, 14.2303, 14.2303
7.49236, 184.155, 175.747, 14.2333, 13.6439, 8.4082, 14.2333, 0, 14.2333, 14.2334, 175.747, 14.2333, 14.2333, 14.2333, 14.2333, 14.2333, 14.2333, 14.2333, 14.2333, 14.2333, 14.2333, 14.2333, 14.2333, 14.2333, 14.2333, 14.2333
7.50023, 184.787, 171.461, 14.2327, 13.667, 13.3264, 14.2327, 0, 14.2327, 14.2328, 171.461, 14.2327, 14.2327, 14.2327, 14.2327, 14.2327, 14.2327, 14.2327, 14.2327, 14.2327, 14.2327, 14.2327, 14.2327, 14.2327, 14.2327, 14.2327
7.50809, 166.787, 165.866, 14.2289, 12.9918, 0.920975, 14.2289, 0, 14.2289, 14.229, 165.866, 14.2289, 14.2289, 14.2289, 14.2289, 14.2289, 14.2289, 14.2289, 14.2289, 14.2289, 14.2289, 14.2289, 14.2289, 14.2289, 14.2289, 14.2289
7.51596, 162.932, 159.112, 14.2223, 12.8426, 3.82008, 14.2223, 0, 14.2224, 14.2224, 159.112, 14.2223, 14.2223, 14.2223, 14.2223, 14.2223, 14.2223, 14.2223, 14.2223, 14.2223, 14.2223, 14.2223, 14.2223, 14.2223, 14.2223, 14.2223
7.52382, 149.621, 151.375, 14.214, 12.3134, -1.7541, 14.214, 0, 14.214, 14.214, 151.375, 14.214, 14.214, 14.214, 14.214, 14.214, 14.214, 14.214, 14.214, 14.214, 14.214, 14.214, 14.214, 14.214, 14.214, 14.214
7.53168, 147.822, 142.849, 14.2035, 12.2402, 4.97337, 14.2035, 0, 14.2035, 14.2036, 142.849, 14.2035, 14.2035, 14.2035, 14.2035, 14.2035, 14.2035, 14.2035, 14.2035, 14.2035, 14.2035, 14.2035, 14.2035, 14.2035, 14.2035, 14.2035
7.53955, 127.496, 133.735, 14.1901, 11.3796, -6.23848, 14.1901, 0, 14.1901, 14.1902, 133.734, 14.1901, 14.1901, 14.1901, 14.1901, 14.1901, 14.1901, 14.1901, 14.1901, 14.1901, 14.1901, 14.1901, 14.1901, 14.1901, 14.1901, 14.1901
7.54741, 130.377, 124.237, 14.1736, 11.5055, 6.13911, 14.1736, 0, 14.1736, 14.1737, 124.237, 14.1736, 14.1736, 14.1736, 14.1736, 14.1736, 14.1736, 14.1736, 14.1736, 14.1736, 14.1736, 14.1736, 14.1736, 14.1736, 14.1736, 14.1736
7.55528, 109.146, 114.557, 14.1539, 10.5426, -5.41149, 14.1539, 0, 14.1539, 14.1539, 114.557, 14.1539, 14.1539, 14.1539, 14.1539, 14.1539, 14.1539, 14.1539, 14.1539, 14.1539, 14.1539, 14.1539, 14.1539, 14.1539, 14.1539, 14.1539
7.56314, 111.073, 104.879, 14.1314, 10.6336, 6.19383, 14.1314, 0, 14.1314, 14.1315, 104.879, 14.1314, 14.1314, 14.1314, 14.1314, 14.1314, 14.1314, 14.1314, 14.1314, 14.1314, 14.1314, 14.1314, 14.1314, 14.1314, 14.1314, 14.1314
7.57101, 93.1845, 95.3759, 14.1069, 9.75626, -2.19138, 14.1069, 0, 14.1069, 14.107, 95.3758, 14.1069, 14.1069, 14.1069, 14.1069, 14.1069, 14.1069, 14.1069, 14.1069, 14.1069, 14.1069, 14.1069, 14.1069, 14.1069, 14.1069, 14.1069
7.57887, 85.3799, 86.1938, 14.081, 9.34772, -0.813889, 14.081, 0, 14.081, 14.0811, 86.1937, 14.081, 14.081, 14.081, 14.081, 14.081, 14.081, 14.081, 14.081, 14.081, 14.081, 14.081, 14.081, 14.081, 14.081, 14.081
7.58674, 93.6369, 77.4555, 14.0529, 9.77941, 16.1815, 14.0529, 0, 14.0529, 14.053, 77.4553, 14.0529, 14.0529, 14.0529, 14.0529, 14.0529, 14.0529, 14.0529, 14.0529, 14.0529, 14.0529, 14.0529, 14.0529, 14.0529, 14.0529, 14.0529
7.5946, 82.7357, 69.2574, 14.0225, 9.2052, 13.4783, 14.0225, 0, 14.0225, 14.0226, 69.2572, 14.0225, 14.0225, 14.0225, 14.0225, 14.0225, 14.0225, 14.0225, 14.0225, 14.0225, 14.0225, 14.0225, 14.0225, 14.0225, 14.0225, 14.0225
7.60247, 54.6549, 61.6693, 13.9892, 7.52694, -7.01439, 13.9892, 0, 13.9892, 13.9893, 61.6692, 13.9892, 13.9892, 13.9892, 13.9892, 13.9892, 13.9892, 13.9892, 13.9892, 13.9892, 13.9892, 13.9892, 13.9892, 13.9892, 13.9892, 13.9892
7.61033, 52.8041, 54.7365, 13.953, 7.40298, -1.93244, 13.953, 0, 13.953, 13.9531, 54.7364, 13.953, 13.953, 13.953, 13.953, 13.953, 13.953, 13.953, 13.953, 13.953, 13.953, 13.953, 13.953, 13.953, 13.953, 13.953
7.6182, 53.8027, 48.482, 13.9147, 7.47012, 5.32068, 13.9147, 0, 13.9147, 13.9148, 48.4819, 13.9147, 13.9147, 13.9147, 13.9147, 13.9147, 13.9147, 13.9147, 13.9147, 13.9147, 13.9147, 13.9147, 13.9147, 13.9147, 13.9147, 13.9147
7.62606, 55.0971, 42.9071, 13.8754, 7.55626, 12.19, 13.8754, 0, 13.8754, 13.8755, 42.9069, 13.8754, 13.8754, 13.8754, 13.8754, 13.8754, 13.8754, 13.8754, 13.8754, 13.8754, 13.8754, 13.8754, 13.8754, 13.8754, 13.8754, 13.8754
7.63393, 40.4732, 37.9965, 13.8348, 6.51714, 2.47666, 13.8348, 0, 13.8348, 13.8349, 37.9964, 13.8348, 13.8348, 13.8348, 13.8348, 13.8348, 13.8348, 13.8348, 13.8348, 13.8348, 13.8348, 13.8348, 13.8348, 13.8348, 13.8348, 13.8348
7.64179, 42.2839, 33.719, 13.7928, 6.65461, 8.56485, 13.7928, 0, 13.7928, 13.7929, 33.7189, 13.7928, 13.7928, 13.7928, 13.7928, 13.7928, 13.7928, 13.7928, 13.7928, 13.7928, 13.7928, 13.7928, 13.7928, 13.7928, 13.7928, 13.7928
7.64966, 35.6643, 30.033, 13.7484, 6.13713, 5.63132, 13.7484, 0, 13.7485, 13.7486, 30.0328, 13.7484, 13.7484, 13.7484, 13.7484, 13.7484, 13.7484, 13.7484, 13.7484, 13.7484, 13.7484, 13.7484, 13.7484, 13.7484, 13.7484, 13.7484
7.65752, 42.3348, 26.8896, 13.7014, 6.65844, 15.4452, 13.7014, 0, 13.7014, 13.7016, 26.8894, 13.7014, 13.7014, 13.7014, 13.7014, 13.7014, 13.7014, 13.7014, 13.7014, 13.7014, 13.7014, 13.7014, 13.7014, 13.7014, 13.7014, 13.7014
7.66538, 30.6115, 24.2365, 13.6523, 5.71065, 6.375, 13.6523, 0, 13.6524, 13.6525, 24.2363, 13.6523, 13.6523, 13.6523, 13.6523, 13.6523, 13.6523, 13.6523, 13.6523, 13.6523, 13.6523, 13.6523, 13.6523, 13.6523, 13.6523, 13.6523
7.67325, 24.4675, 22.0201, 13.6023, 5.14466, 2.44734, 13.6023, 0, 13.6023, 13.6025, 22.02, 13.6023, 13.6023, 13.6023, 13.6023, 13.6023, 13.6023, 13.6023, 13.6023, 13.6023, 13.6023, 13.6023, 13.6023, 13.6023, 13.6023, 13.6023
7.68111, 23.8133, 20.1867, 13.5518, 5.08068, 3.62661, 13.5518, 0, 13.5518, 13.552, 20.1865, 13.5518, 13.5518, 13.5518, 13.5518, 13.5518, 13.5518, 13.5518, 13.5518, 13.5518, 13.5518, 13.5518, 13.5518, 13.5518, 13.5518, 13.5518
7.68898, 18.6557, 18.683, 13.5005, 4.54486, -0.0272675, 13.5005, 0, 13.5005, 13.5007, 18.6828, 13.5005, 13.5005, 13.5005, 13.5005, 13.5005, 13.5005, 13.5005, 13.5005, 13.5005, 13.5005, 13.5005, 13.5005, 13.5005, 13.5005, 13.5005
7.69684, 19.1295, 17.46, 13.448, 4.59668, 1.66953, 13.448, 0, 13.448, 13.4482, 17.4597, 13.448, 13.448, 13.448, 13.448, 13.448, 13.448, 13.448, 13.448, 13.448, 13.448, 13.448, 13.448, 13.448, 13.448, 13.448
7.70471, 14.6725, 16.4716, 13.3935, 4.0832, -1.79913, 13.3935, 0, 13.3935, 13.3937, 16.4714, 13.3935, 13.3935, 13.3935, 13.3935, 13.3935, 13.3935, 13.3935, 13.3935, 13.3935, 13.3935, 13.3935, 13.3935, 13.3935, 13.3935, 13.3935
7.71257, 13.3387, 15.6781, 13.3374, 3.91646, -2.3394, 13.3374, 0, 13.3374, 13.3377, 15.6778, 13.3374, 13.3374, 13.3374, 13.3374, 13.3374, 13.3374, 13.3374, 13.3374, 13.3374, 13.3374, 13.3374, 13.3374, 13.3374, 13.3374, 13.3374
7.72044, 15.6324, 15.0447, 13.2806, 4.1991, 0.587694, 13.2806, 0, 13.2806, 13.2809, 15.0444, 13.2806, 13.2806, 13.2806, 13.2806, 13.2806, 13.2806, 13.2806, 13.2806, 13.2806, 13.2806, 13.2806, 13.2806, 13.2806, 13.2806, 13.2806
7.7283, 11.9858, 14.5418, 13.2239, 3.73976, -2.55601, 13.2239, 0, 13.2239, 13.2242, 14.5415, 13.2239, 13.2239, 13.2239, 13.2239, 13.2239, 13.2239, 13.2239, 13.2239, 13.2239, 13.2239, 13.2239, 13.2239, 13.2239, 13.2239, 13.2239
7.73617, 13.6171, 14.1426, 13.1666, 3.95184, -0.525559, 13.1666, 0, 13.1666, 13.1669, 14.1423, 13.1666, 13.1666, 13.1666, 13.1666, 13.1666, 13.1666, 13.1666, 13.1666, 13.1666, 13.1666, 13.1666, 13.1666, 13.1666, 13.1666, 13.1666
7.74403, 15.7948, 13.8257, 13.1091, 4.21839, 1.96914, 13.1091, 0, 13.1091, 13.1094, 13.8253, 13.1091, 13.1091, 13.1091, 13.1091, 13.1091, 13.1091, 13.1091, 13.1091, 13.1091, 13.1091, 13.1091, 13.1091, 13.1091, 13.1091, 13.1091
7.7519, 15.356, 13.5723, 13.0506, 4.16605, 1.78373, 13.0506, 0, 13.0506, 13.0509, 13.5719, 13.0506, 13.0506, 13.0506, 13.0506, 13.0506, 13.0506, 13.0506, 13.0506, 13.0506, 13.0506, 13.0506, 13.0506, 13.0506, 13.0506, 13.0506
7.75976, 14.9827, 13.3677, 12.991, 4.121, 1.61494, 12.991, 0, 12.991, 12.9914, 13.3673, 12.991, 12.991, 12.991, 12.991, 12.991, 12.991, 12.991, 12.991, 12.991, 12.991, 12.991, 12.991, 12.991, 12.991, 12.991
7.76763, 12.5967, 13.2008, 12.931, 3.82056, -0.604179, 12.931, 0, 12.931, 12.9314, 13.2004, 12.931, 12.931, 12.931, 12.931, 12.931, 12.931, 12.931, 12.931, 12.931, 12.931, 12.931, 12.931, 12.931, 12.931, 12.931
7.77549, 16.1534, 13.063, 12.8711, 4.26068, 3.09041, 12.8711, 0, 12.8711, 12.8715, 13.0625, 12.8711, 12.8711, 12.8711, 12.8711, 12.8711, 12.8711, 12.8711, 12.8711, 12.8711, 12.8711, 12.8711, 12.8711, 12.8711, 12.8711, 12.8711
7.78335, 14.0014, 12.947, 12.8114, 4.00017, 1.05441, 12.8114, 0, 12.8115, 12.8119, 12.9465, 12.8114, 12.8114, 12.8114, 12.8114, 12.8114, 12.8114, 12.8114, 12.8114, 12.8114, 12.8114, 12.8114, 12.8114, 12.8114, 12.8114, 12.8114
7.79122, 18.5752, 12.8467, 12.7515, 4.53598, 5.72843, 12.7515, 0, 12.7515, 12.752, 12.8463, 12.7515, 12.7515, 12.7515, 12.7515, 12.7515, 12.7515, 12.7515, 12.7515, 12.7515, 12.7515, 12.7515, 12.7515, 12.7515, 12.7515, 12.7515
7.79908, 18.3862, 12.7584, 12.6918, 4.51511, 5.62783, 12.6918, 0, 12.6918, 12.6922, 12.7579, 12.6918, 12.6918, 12.6918, 12.6918, 12.6918, 12.6918, 12.6918, 12.6918, 12.6918, 12.6918, 12.6918, 12.6918, 12.6918, 12.6918, 12.6918
7.80695, 10.5972, 12.679, 12.6325, 3.54926, -2.08183, 12.6325, 0, 12.6326, 12.633, 12.6786, 12.6325, 12.6325, 12.6325, 12.6325, 12.6325, 12.6325, 12.6325, 12.6325, 12.6325, 12.6325, 12.6325, 12.6325, 12.6325, 12.6325, 12.6325
7.81481, 8.98792, 12.6056, 12.5731, 3.3148, -3.61766, 12.5731, 0, 12.5731, 12.5735, 12.6051, 12.5731, 12.5731, 12.5731, 12.5731, 12.5731, 12.5731, 12.5731, 12.5731, 12.5731, 12.5731, 12.5731, 12.5731, 12.5731, 12.5731, 12.5731
7.82268, 7.98798, 12.5366, 12.5137, 3.16038, -4.54862, 12.5137, 0, 12.5137, 12.5142, 12.5361, 12.5137, 12.5137, 12.5137, 12.5137, 12.5137, 12.5137, 12.5137, 12.5137, 12.5137, 12.5137, 12.5137, 12.5137, 12.5137, 12.5137, 12.5137
7.83054, 15.3496, 12.4712, 12.4549, 4.16528, 2.87832, 12.4549, 0, 12.4549, 12.4554, 12.4707, 12.4549, 12.4549, 12.4549, 12.4549, 12.4549, 12.4549, 12.4549, 12.4549, 12.4549, 12.4549, 12.4549, 12.4549, 12.4549, 12.4549, 12.4549
7.83841, 15.7655, 12.4077, 12.3958, 4.21491, 3.35775, 12.3958, 0, 12.3959, 12.3963, 12.4072, 12.3958, 12.3958, 12.3958, 12.3958, 12.3958, 12.3958, 12.3958, 12.3958, 12.3958, 12.3958, 12.3958, 12.3958, 12.3958, 12.3958, 12.3958
7.84627, 15.4135, 12.3458, 12.3369, 4.17295, 3.06769, 12.3369, 0, 12.3369, 12.3374, 12.3454, 12.3369, 12.3369, 12.3369, 12.3369, 12.3369, 12.3369, 12.3369, 12.3369, 12.3369, 12.3369, 12.3369, 12.3369, 12.3369, 12.3369, 12.3369
7.85414, 6.86323, 12.3583, 12.3513, 2.97712, -5.49505, 12.3513, 0, 12.3513, 12.3518, 12.3578, 12.3513, 12.3513, 12.3513, 12.3513, 12.3513, 12.3513, 12.3513, 12.3513, 12.3513, 12.3513, 12.3513, 12.3513, 12.3513, 12.3513, 12.3513
7.862, 15.8804, 12.3711, 12.3653, 4.22852, 3.50933, 12.3653, 0, 12.3654, 12.3658, 12.3706, 12.3653, 12.3653, 12.3653, 12.3653, 12.3653, 12.3653, 12.3653, 12.3653, 12.3653, 12.3653, 12.3653, 12.3654, 12.3653, 12.3653, 12.3653
7.86987, 14.1051, 12.3844, 12.3794, 4.01311, 1.72068, 12.3794, 0, 12.3794, 12.3799, 12.3839, 12.3794, 12.3794, 12.3794, 12.3794, 12.3794, 12.3794, 12.3794, 12.3794, 12.3794, 12.3794, 12.3794, 12.3794, 12.3794, 12.3794, 12.3794
7.87773, 13.7656, 12.3984, 12.3938, 3.97059, 1.36723, 12.3938, 0, 12.3938, 12.3942, 12.3979, 12.3938, 12.3938, 12.3938, 12.3938, 12.3938, 12.3938, 12.3938, 12.3938, 12.3938, 12.3938, 12.3938, 12.3938, 12.3938, 12.3938, 12.3938
7.8856, 10.99, 12.4123, 12.4079, 3.60417, -1.42229, 12.4079, 0, 12.4079, 12.4083, 12.4119, 12.4079, 12.4079, 12.4079, 12.4079, 12.4079, 12.4079, 12.4079, 12.4079, 12.4079, 12.4079, 12.4079, 12.4079, 12.4079, 12.4079, 12.4079
7.89346, 13.0625, 12.4256, 12.4211, 3.88104, 0.636871, 12.4211, 0, 12.4211, 12.4215, 12.4252, 12.4211, 12.4211, 12.4211, 12.4211, 12.4211, 12.4211, 12.4211, 12.4211, 12.4211, 12.4211, 12.4211, 12.4211, 12.4211, 12.4211, 12.4211
7.90133, 18.7464, 12.4381, 12.4332, 4.55482, 6.30828, 12.4332, 0, 12.4332, 12.4336, 12.4377, 12.4332, 12.4332, 12.4332, 12.4332, 12.4332, 12.4332, 12.4332, 12.4332, 12.4332, 12.4332, 12.4332, 12.4332, 12.4332, 12.4332, 12.4332
7.90919, 15.4519, 12.4504, 12.4448, 4.17754, 3.00149, 12.4448, 0, 12.4448, 12.4452, 12.45, 12.4448, 12.4448, 12.4448, 12.4448, 12.4448, 12.4448, 12.4448, 12.4448, 12.4448, 12.4448, 12.4448, 12.4448, 12.4448, 12.4448, 12.4448
7.91705, 17.2652, 12.4631, 12.4565, 4.38922, 4.80218, 12.4565, 0, 12.4565, 12.4568, 12.4627, 12.4565, 12.4565, 12.4565, 12.4565, 12.4565, 12.4565, 12.4565, 12.4565, 12.4565, 12.4565, 12.4565, 12.4565, 12.4565, 12.4565, 12.4565
7.92492, 11.943, 12.4764, 12.4682, 3.73403, -0.533379, 12.4682, 0, 12.4682, 12.4685, 12.476, 12.4682, 12.4682, 12.4682, 12.4682, 12.4682, 12.4682, 12.4682, 12.4682, 12.4682, 12.4682, 12.4682, 12.4682, 12.4682, 12.4682, 12.4682
7.93278, 14.5206, 12.49, 12.4795, 4.06456, 2.03061, 12.4795, 0, 12.4795, 12.4798, 12.4897, 12.4795, 12.4795, 12.4795, 12.4795, 12.4795, 12.4795, 12.4795, 12.4795, 12.4795, 12.4795, 12.4795, 12.4795, 12.4795, 12.4795, 12.4795
7.94065, 8.45, 12.5033, 12.4893, 3.23265, -4.05333, 12.4893, 0, 12.4894, 12.4896, 12.503, 12.4893, 12.4893, 12.4893, 12.4893, 12.4893, 12.4893, 12.4893, 12.4893, 12.4893, 12.4893, 12.4893, 12.4893, 12.4893, 12.4893, 12.4893
7.94851, 13.737, 12.5169, 12.4979, 3.96699, 1.22012, 12.4979, 0, 12.4979, 12.4982, 12.5166, 12.4979, 12.4979, 12.4979, 12.4979, 12.4979, 12.4979, 12.4979, 12.4979, 12.4979, 12.4979, 12.4979, 12.4979, 12.4979, 12.4979, 12.4979
