   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_146.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Cr_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
14.138, 0, 1.0693, 1.0693, 1.41421, -1.0693, 1.0693, 0, 1.0693, 1.0693, 1.0693, 1.0693, 1.0693, 1.0693, 1.0693, 1.0693, 1.0693, 1.0693, 1.0693, 1.0693, 1.0693, 1.0693, 1.0693, 1.0693, 1.0693, 1.0693
14.1459, 1, 1.06164, 1.06163, 1.73205, -0.0616357, 1.06163, 0, 1.06163, 1.06163, 1.06163, 1.06163, 1.06163, 1.06163, 1.06163, 1.06163, 1.06163, 1.06163, 1.06163, 1.06163, 1.06163, 1.06163, 1.06164, 1.06163, 1.06163, 1.06163
14.1537, 2, 1.05069, 1.05069, 2, 0.949308, 1.05069, 0, 1.05069, 1.05069, 1.05069, 1.05069, 1.05069, 1.05069, 1.05069, 1.05069, 1.05069, 1.05069, 1.05069, 1.05069, 1.05069, 1.05069, 1.05069, 1.05069, 1.05069, 1.05069
14.1616, 0, 1.03816, 1.03816, 1.41421, -1.03816, 1.03816, 0, 1.03816, 1.03816, 1.03816, 1.03816, 1.03816, 1.03816, 1.03816, 1.03816, 1.03816, 1.03816, 1.03816, 1.03816, 1.03816, 1.03816, 1.03816, 1.03816, 1.03816, 1.03816
14.1695, 1.84411, 1.02571, 1.02571, 1.96064, 0.818405, 1.02571, 0, 1.02571, 1.02571, 1.02571, 1.02571, 1.02571, 1.02571, 1.02571, 1.02571, 1.02571, 1.02571, 1.02571, 1.02571, 1.02571, 1.02571, 1.02571, 1.02571, 1.02571, 1.02571
14.1773, 0.997646, 1.03281, 1.0328, 1.73137, -0.0351611, 1.0328, 0, 1.0328, 1.0328, 1.0328, 1.0328, 1.0328, 1.0328, 1.0328, 1.0328, 1.0328, 1.0328, 1.0328, 1.0328, 1.0328, 1.0328, 1.03281, 1.0328, 1.0328, 1.0328
14.1852, 1.15824, 1.03549, 1.03549, 1.77714, 0.122746, 1.03549, 0, 1.03549, 1.03549, 1.03549, 1.03549, 1.03549, 1.03549, 1.03549, 1.03549, 1.03549, 1.03549, 1.03549, 1.03549, 1.03549, 1.03549, 1.03549, 1.03549, 1.03549, 1.03549
14.1931, 0, 1.03415, 1.03415, 1.41421, -1.03415, 1.03415, 0, 1.03415, 1.03415, 1.03415, 1.03415, 1.03415, 1.03415, 1.03415, 1.03415, 1.03415, 1.03415, 1.03415, 1.03415, 1.03415, 1.03415, 1.03415, 1.03415, 1.03415, 1.03415
14.2009, 1.83457, 1.0308, 1.0308, 1.95821, 0.803771, 1.0308, 0, 1.0308, 1.0308, 1.0308, 1.0308, 1.0308, 1.0308, 1.0308, 1.0308, 1.0308, 1.0308, 1.0308, 1.0308, 1.0308, 1.0308, 1.0308, 1.0308, 1.0308, 1.0308
14.2088, 1.16543, 1.02746, 1.02745, 1.77916, 0.137972, 1.02745, 0, 1.02745, 1.02745, 1.02745, 1.02745, 1.02745, 1.02745, 1.02745, 1.02745, 1.02745, 1.02745, 1.02745, 1.02745, 1.02745, 1.02745, 1.02746, 1.02745, 1.02745, 1.02745
14.2167, 2, 1.03246, 1.03246, 2, 0.967539, 1.03246, 0, 1.03246, 1.03246, 1.03246, 1.03246, 1.03246, 1.03246, 1.03246, 1.03246, 1.03246, 1.03246, 1.03246, 1.03246, 1.03246, 1.03246, 1.03246, 1.03246, 1.03246, 1.03246
14.2245, 1.82726, 1.03438, 1.03438, 1.95634, 0.792878, 1.03438, 0, 1.03438, 1.03438, 1.03438, 1.03438, 1.03438, 1.03438, 1.03438, 1.03438, 1.03438, 1.03438, 1.03438, 1.03438, 1.03438, 1.03438, 1.03438, 1.03438, 1.03438, 1.03438
14.2324, 1.17274, 1.03357, 1.03357, 1.78122, 0.13917, 1.03357, 0, 1.03357, 1.03357, 1.03357, 1.03357, 1.03357, 1.03357, 1.03357, 1.03357, 1.03357, 1.03357, 1.03357, 1.03357, 1.03357, 1.03357, 1.03357, 1.03357, 1.03357, 1.03357
14.2403, 1, 1.03138, 1.03138, 1.73205, -0.0313849, 1.03138, 0, 1.03138, 1.03138, 1.03138, 1.03138, 1.03138, 1.03138, 1.03138, 1.03138, 1.03138, 1.03138, 1.03138, 1.03138, 1.03138, 1.03138, 1.03138, 1.03138, 1.03138, 1.03138
14.2481, 1.82007, 1.0292, 1.0292, 1.9545, 0.790871, 1.0292, 0, 1.0292, 1.0292, 1.0292, 1.0292, 1.0292, 1.0292, 1.0292, 1.0292, 1.0292, 1.0292, 1.0292, 1.0292, 1.0292, 1.0292, 1.0292, 1.0292, 1.0292, 1.0292
14.256, 2.81512, 1.03342, 1.03342, 2.19434, 1.7817, 1.03342, 0, 1.03342, 1.03342, 1.03342, 1.03342, 1.03342, 1.03342, 1.03342, 1.03342, 1.03342, 1.03342, 1.03342, 1.03342, 1.03342, 1.03342, 1.03342, 1.03342, 1.03342, 1.03342
14.2639, 1.36481, 1.035, 1.035, 1.83434, 0.329804, 1.035, 0, 1.035, 1.035, 1.035, 1.035, 1.035, 1.035, 1.035, 1.035, 1.035, 1.035, 1.035, 1.035, 1.035, 1.035, 1.035, 1.035, 1.035, 1.035
14.2717, 0, 1.03428, 1.03428, 1.41421, -1.03428, 1.03428, 0, 1.03428, 1.03428, 1.03428, 1.03428, 1.03428, 1.03428, 1.03428, 1.03428, 1.03428, 1.03428, 1.03428, 1.03428, 1.03428, 1.03428, 1.03428, 1.03428, 1.03428, 1.03428
14.2796, 0, 1.0324, 1.0324, 1.41421, -1.0324, 1.0324, 0, 1.0324, 1.0324, 1.0324, 1.0324, 1.0324, 1.0324, 1.0324, 1.0324, 1.0324, 1.0324, 1.0324, 1.0324, 1.0324, 1.0324, 1.0324, 1.0324, 1.0324, 1.0324
14.2874, 3.61611, 1.03053, 1.03052, 2.36983, 2.58558, 1.03052, 0, 1.03052, 1.03052, 1.03052, 1.03052, 1.03052, 1.03052, 1.03052, 1.03052, 1.03052, 1.03052, 1.03052, 1.03052, 1.03052, 1.03052, 1.03053, 1.03052, 1.03052, 1.03052
14.2953, 0.383891, 1.03428, 1.03427, 1.54399, -0.650384, 1.03427, 0, 1.03427, 1.03427, 1.03427, 1.03427, 1.03427, 1.03427, 1.03427, 1.03427, 1.03427, 1.03427, 1.03427, 1.03427, 1.03427, 1.03427, 1.03428, 1.03427, 1.03427, 1.03427
14.3032, 2, 1.0357, 1.0357, 2, 0.964298, 1.0357, 0, 1.0357, 1.0357, 1.0357, 1.0357, 1.0357, 1.0357, 1.0357, 1.0357, 1.0357, 1.0357, 1.0357, 1.0357, 1.0357, 1.0357, 1.0357, 1.0357, 1.0357, 1.0357
14.311, 2.4026, 1.03509, 1.03509, 2.09824, 1.36751, 1.03509, 0, 1.03509, 1.03509, 1.03509, 1.03509, 1.03509, 1.03509, 1.03509, 1.03509, 1.03509, 1.03509, 1.03509, 1.03509, 1.03509, 1.03509, 1.03509, 1.03509, 1.03509, 1.03509
14.3189, 0.597398, 1.03347, 1.03347, 1.61164, -0.436073, 1.03347, 0, 1.03347, 1.03347, 1.03347, 1.03347, 1.03347, 1.03347, 1.03347, 1.03347, 1.03347, 1.03347, 1.03347, 1.03347, 1.03347, 1.03347, 1.03347, 1.03347, 1.03347, 1.03347
14.3268, 2.79591, 1.03185, 1.03185, 2.18996, 1.76406, 1.03185, 0, 1.03185, 1.03185, 1.03185, 1.03185, 1.03185, 1.03185, 1.03185, 1.03185, 1.03185, 1.03185, 1.03185, 1.03185, 1.03185, 1.03185, 1.03185, 1.03185, 1.03185, 1.03185
14.3346, 2.7912, 1.03516, 1.03516, 2.18888, 1.75604, 1.03516, 0, 1.03516, 1.03516, 1.03516, 1.03516, 1.03516, 1.03516, 1.03516, 1.03516, 1.03516, 1.03516, 1.03516, 1.03516, 1.03516, 1.03516, 1.03516, 1.03516, 1.03516, 1.03516
14.3425, 1.41289, 1.03636, 1.03636, 1.8474, 0.37653, 1.03636, 0, 1.03636, 1.03636, 1.03636, 1.03636, 1.03636, 1.03636, 1.03636, 1.03636, 1.03636, 1.03636, 1.03636, 1.03636, 1.03636, 1.03636, 1.03636, 1.03636, 1.03636, 1.03636
14.3504, 1.78872, 1.0357, 1.0357, 1.94646, 0.75302, 1.0357, 0, 1.0357, 1.0357, 1.0357, 1.0357, 1.0357, 1.0357, 1.0357, 1.0357, 1.0357, 1.0357, 1.0357, 1.0357, 1.0357, 1.0357, 1.0357, 1.0357, 1.0357, 1.0357
14.3582, 1.21128, 1.03413, 1.03412, 1.792, 0.177149, 1.03412, 0, 1.03412, 1.03412, 1.03412, 1.03412, 1.03412, 1.03412, 1.03412, 1.03412, 1.03412, 1.03412, 1.03412, 1.03412, 1.03412, 1.03412, 1.03413, 1.03412, 1.03412, 1.03412
14.3661, 0, 1.03255, 1.03255, 1.41421, -1.03255, 1.03255, 0, 1.03255, 1.03255, 1.03255, 1.03255, 1.03255, 1.03255, 1.03255, 1.03255, 1.03255, 1.03255, 1.03255, 1.03255, 1.03255, 1.03255, 1.03255, 1.03255, 1.03255, 1.03255
14.374, 1.78154, 1.03563, 1.03563, 1.94462, 0.745909, 1.03563, 0, 1.03563, 1.03563, 1.03563, 1.03563, 1.03563, 1.03563, 1.03563, 1.03563, 1.03563, 1.03563, 1.03563, 1.03563, 1.03563, 1.03563, 1.03563, 1.03563, 1.03563, 1.03563
14.3818, 0.997549, 1.03675, 1.03674, 1.73134, -0.0391963, 1.03674, 0, 1.03674, 1.03674, 1.03674, 1.03674, 1.03674, 1.03674, 1.03674, 1.03674, 1.03674, 1.03674, 1.03674, 1.03674, 1.03674, 1.03674, 1.03675, 1.03674, 1.03674, 1.03674
14.3897, 0.997494, 1.03615, 1.03615, 1.73133, -0.0386574, 1.03615, 0, 1.03615, 1.03615, 1.03615, 1.03615, 1.03615, 1.03615, 1.03615, 1.03615, 1.03615, 1.03615, 1.03615, 1.03615, 1.03615, 1.03615, 1.03615, 1.03615, 1.03615, 1.03615
14.3976, 3.22342, 1.0347, 1.0347, 2.28548, 2.18872, 1.0347, 0, 1.0347, 1.0347, 1.0347, 1.0347, 1.0347, 1.0347, 1.0347, 1.0347, 1.0347, 1.0347, 1.0347, 1.0347, 1.0347, 1.0347, 1.0347, 1.0347, 1.0347, 1.0347
14.4054, 2, 1.03325, 1.03325, 2, 0.966745, 1.03325, 0, 1.03325, 1.03325, 1.03325, 1.03325, 1.03325, 1.03325, 1.03325, 1.03325, 1.03325, 1.03325, 1.03325, 1.03325, 1.03325, 1.03325, 1.03325, 1.03325, 1.03325, 1.03325
14.4133, 1.76939, 1.03592, 1.03591, 1.94149, 0.733476, 1.03591, 0, 1.03591, 1.03591, 1.03591, 1.03591, 1.03591, 1.03591, 1.03591, 1.03591, 1.03591, 1.03591, 1.03591, 1.03591, 1.03591, 1.03591, 1.03592, 1.03591, 1.03591, 1.03591
14.4211, 2.76468, 1.03679, 1.03679, 2.18282, 1.72789, 1.03679, 0, 1.03679, 1.03679, 1.03679, 1.03679, 1.03679, 1.03679, 1.03679, 1.03679, 1.03679, 1.03679, 1.03679, 1.03679, 1.03679, 1.03679, 1.03679, 1.03679, 1.03679, 1.03679
14.429, 3.23051, 1.0361, 1.0361, 2.28703, 2.19441, 1.0361, 0, 1.0361, 1.0361, 1.0361, 1.0361, 1.0361, 1.0361, 1.0361, 1.0361, 1.0361, 1.0361, 1.0361, 1.0361, 1.0361, 1.0361, 1.0361, 1.0361, 1.0361, 1.0361
14.4369, 1.23541, 1.03463, 1.03463, 1.79872, 0.200778, 1.03463, 0, 1.03463, 1.03463, 1.03463, 1.03463, 1.03463, 1.03463, 1.03463, 1.03463, 1.03463, 1.03463, 1.03463, 1.03463, 1.03463, 1.03463, 1.03463, 1.03463, 1.03463, 1.03463
14.4447, 0.759851, 1.03316, 1.03316, 1.66128, -0.273313, 1.03316, 0, 1.03316, 1.03316, 1.03316, 1.03316, 1.03316, 1.03316, 1.03316, 1.03316, 1.03316, 1.03316, 1.03316, 1.03316, 1.03316, 1.03316, 1.03316, 1.03316, 1.03316, 1.03316
14.4526, 2.24015, 1.03559, 1.03558, 2.05916, 1.20456, 1.03558, 0, 1.03558, 1.03558, 1.03558, 1.03558, 1.03558, 1.03558, 1.03558, 1.03558, 1.03558, 1.03558, 1.03558, 1.03558, 1.03558, 1.03558, 1.03559, 1.03558, 1.03558, 1.03558
14.4605, 1, 1.03638, 1.03638, 1.73205, -0.0363817, 1.03638, 0, 1.03638, 1.03638, 1.03638, 1.03638, 1.03638, 1.03638, 1.03638, 1.03638, 1.03638, 1.03638, 1.03638, 1.03638, 1.03638, 1.03638, 1.03638, 1.03638, 1.03638, 1.03638
14.4683, 4.01066, 1.03575, 1.03575, 2.45166, 2.9749, 1.03575, 0, 1.03575, 1.03575, 1.03575, 1.03575, 1.03575, 1.03575, 1.03575, 1.03575, 1.03575, 1.03575, 1.03575, 1.03575, 1.03575, 1.03575, 1.03575, 1.03575, 1.03575, 1.03575
14.4762, 0.989343, 1.03441, 1.03441, 1.72897, -0.0450695, 1.03441, 0, 1.03441, 1.03441, 1.03441, 1.03441, 1.03441, 1.03441, 1.03441, 1.03441, 1.03441, 1.03441, 1.03441, 1.03441, 1.03441, 1.03441, 1.03441, 1.03441, 1.03441, 1.03441
14.4841, 0.747708, 1.03307, 1.03307, 1.65762, -0.285366, 1.03307, 0, 1.03307, 1.03307, 1.03307, 1.03307, 1.03307, 1.03307, 1.03307, 1.03307, 1.03307, 1.03307, 1.03307, 1.03307, 1.03307, 1.03307, 1.03307, 1.03307, 1.03307, 1.03307
14.4919, 2.74306, 1.03504, 1.03504, 2.17786, 1.70802, 1.03504, 0, 1.03504, 1.03504, 1.03504, 1.03504, 1.03504, 1.03504, 1.03504, 1.03504, 1.03504, 1.03504, 1.03504, 1.03504, 1.03504, 1.03504, 1.03504, 1.03504, 1.03504, 1.03504
14.4998, 0.509231, 1.03556, 1.03555, 1.58406, -0.526324, 1.03555, 0, 1.03555, 1.03555, 1.03555, 1.03555, 1.03555, 1.03555, 1.03555, 1.03555, 1.03555, 1.03555, 1.03555, 1.03555, 1.03555, 1.03555, 1.03556, 1.03555, 1.03555, 1.03555
14.5077, 0.740397, 1.0348, 1.0348, 1.65541, -0.294408, 1.0348, 0, 1.0348, 1.0348, 1.0348, 1.0348, 1.0348, 1.0348, 1.0348, 1.0348, 1.0348, 1.0348, 1.0348, 1.0348, 1.0348, 1.0348, 1.0348, 1.0348, 1.0348, 1.0348
14.5155, 1.99777, 1.03342, 1.03342, 1.99944, 0.964349, 1.03342, 0, 1.03342, 1.03342, 1.03342, 1.03342, 1.03342, 1.03342, 1.03342, 1.03342, 1.03342, 1.03342, 1.03342, 1.03342, 1.03342, 1.03342, 1.03342, 1.03342, 1.03342, 1.03342
14.5234, 3.73321, 1.03204, 1.03204, 2.39441, 2.70117, 1.03204, 0, 1.03204, 1.03204, 1.03204, 1.03204, 1.03204, 1.03204, 1.03204, 1.03204, 1.03204, 1.03204, 1.03204, 1.03204, 1.03204, 1.03204, 1.03204, 1.03204, 1.03204, 1.03204
14.5313, 1.26183, 1.03377, 1.03377, 1.80605, 0.228066, 1.03377, 0, 1.03377, 1.03377, 1.03377, 1.03377, 1.03377, 1.03377, 1.03377, 1.03377, 1.03377, 1.03377, 1.03377, 1.03377, 1.03377, 1.03377, 1.03377, 1.03377, 1.03377, 1.03377
14.5391, 0.266791, 1.03421, 1.03421, 1.50559, -0.767419, 1.03421, 0, 1.03421, 1.03421, 1.03421, 1.03421, 1.03421, 1.03421, 1.03421, 1.03421, 1.03421, 1.03421, 1.03421, 1.03421, 1.03421, 1.03421, 1.03421, 1.03421, 1.03421, 1.03421
14.547, 3.45675, 1.03352, 1.03352, 2.33597, 2.42324, 1.03352, 0, 1.03352, 1.03352, 1.03352, 1.03352, 1.03352, 1.03352, 1.03352, 1.03352, 1.03352, 1.03352, 1.03352, 1.03352, 1.03352, 1.03352, 1.03352, 1.03352, 1.03352, 1.03352
14.5548, 2.99504, 1.03226, 1.03226, 2.23496, 1.96278, 1.03226, 0, 1.03226, 1.03226, 1.03226, 1.03226, 1.03226, 1.03226, 1.03226, 1.03226, 1.03226, 1.03226, 1.03226, 1.03226, 1.03226, 1.03226, 1.03226, 1.03226, 1.03226, 1.03226
14.5627, 2.27187, 1.031, 1.031, 2.06685, 1.24087, 1.031, 0, 1.031, 1.031, 1.031, 1.031, 1.031, 1.031, 1.031, 1.031, 1.031, 1.031, 1.031, 1.031, 1.031, 1.031, 1.031, 1.031, 1.031, 1.031
14.5706, 3.71871, 1.03222, 1.03222, 2.39138, 2.68649, 1.03222, 0, 1.03222, 1.03222, 1.03222, 1.03222, 1.03222, 1.03222, 1.03222, 1.03222, 1.03222, 1.03222, 1.03222, 1.03222, 1.03222, 1.03222, 1.03222, 1.03222, 1.03222, 1.03222
14.5784, 0.557621, 1.03234, 1.03234, 1.59926, -0.474721, 1.03234, 0, 1.03234, 1.03234, 1.03234, 1.03234, 1.03234, 1.03234, 1.03234, 1.03234, 1.03234, 1.03234, 1.03234, 1.03234, 1.03234, 1.03234, 1.03234, 1.03234, 1.03234, 1.03234
14.5863, 0.716481, 1.03151, 1.03151, 1.64818, -0.315029, 1.03151, 0, 1.03151, 1.03151, 1.03151, 1.03151, 1.03151, 1.03151, 1.03151, 1.03151, 1.03151, 1.03151, 1.03151, 1.03151, 1.03151, 1.03151, 1.03151, 1.03151, 1.03151, 1.03151
14.5942, 0.283519, 1.0302, 1.0302, 1.51113, -0.746683, 1.0302, 0, 1.0302, 1.0302, 1.0302, 1.0302, 1.0302, 1.0302, 1.0302, 1.0302, 1.0302, 1.0302, 1.0302, 1.0302, 1.0302, 1.0302, 1.0302, 1.0302, 1.0302, 1.0302
14.602, 0.71156, 1.0289, 1.02889, 1.64668, -0.317335, 1.02889, 0, 1.02889, 1.02889, 1.02889, 1.02889, 1.02889, 1.02889, 1.02889, 1.02889, 1.02889, 1.02889, 1.02889, 1.02889, 1.02889, 1.02889, 1.0289, 1.02889, 1.02889, 1.02889
14.6099, 4.70678, 1.02978, 1.02978, 2.58975, 3.677, 1.02978, 0, 1.02978, 1.02978, 1.02978, 1.02978, 1.02978, 1.02978, 1.02978, 1.02978, 1.02978, 1.02978, 1.02978, 1.02978, 1.02978, 1.02978, 1.02978, 1.02978, 1.02978, 1.02978
14.6178, 1.58166, 1.02979, 1.02979, 1.89253, 0.551871, 1.02979, 0, 1.02979, 1.02979, 1.02979, 1.02979, 1.02979, 1.02979, 1.02979, 1.02979, 1.02979, 1.02979, 1.02979, 1.02979, 1.02979, 1.02979, 1.02979, 1.02979, 1.02979, 1.02979
14.6256, 2.11301, 1.02904, 1.02904, 2.02806, 1.08397, 1.02904, 0, 1.02904, 1.02904, 1.02904, 1.02904, 1.02904, 1.02904, 1.02904, 1.02904, 1.02904, 1.02904, 1.02904, 1.02904, 1.02904, 1.02904, 1.02904, 1.02904, 1.02904, 1.02904
14.6335, 1.58897, 1.02792, 1.02791, 1.89446, 0.561056, 1.02791, 0, 1.02791, 1.02791, 1.02791, 1.02791, 1.02791, 1.02791, 1.02791, 1.02791, 1.02791, 1.02791, 1.02791, 1.02791, 1.02791, 1.02791, 1.02792, 1.02791, 1.02791, 1.02791
14.6414, 2.29802, 1.02679, 1.02679, 2.07317, 1.27123, 1.02679, 0, 1.02679, 1.02679, 1.02679, 1.02679, 1.02679, 1.02679, 1.02679, 1.02679, 1.02679, 1.02679, 1.02679, 1.02679, 1.02679, 1.02679, 1.02679, 1.02679, 1.02679, 1.02679
14.6492, 1.69706, 1.02695, 1.02695, 1.92277, 0.67011, 1.02695, 0, 1.02695, 1.02695, 1.02695, 1.02695, 1.02695, 1.02695, 1.02695, 1.02695, 1.02695, 1.02695, 1.02695, 1.02695, 1.02695, 1.02695, 1.02695, 1.02695, 1.02695, 1.02695
14.6571, 1.99761, 1.02656, 1.02655, 1.9994, 0.971052, 1.02655, 0, 1.02655, 1.02655, 1.02655, 1.02655, 1.02655, 1.02655, 1.02655, 1.02655, 1.02655, 1.02655, 1.02655, 1.02655, 1.02655, 1.02655, 1.02656, 1.02655, 1.02655, 1.02655
14.665, 1.68972, 1.0257, 1.02569, 1.92086, 0.66402, 1.02569, 0, 1.02569, 1.02569, 1.02569, 1.02569, 1.02569, 1.02569, 1.02569, 1.02569, 1.02569, 1.02569, 1.02569, 1.02569, 1.02569, 1.02569, 1.0257, 1.02569, 1.02569, 1.02569
14.6728, 3.99529, 1.0246, 1.0246, 2.44853, 2.97069, 1.0246, 0, 1.0246, 1.0246, 1.0246, 1.0246, 1.0246, 1.0246, 1.0246, 1.0246, 1.0246, 1.0246, 1.0246, 1.0246, 1.0246, 1.0246, 1.0246, 1.0246, 1.0246, 1.0246
14.6807, 1.30781, 1.02351, 1.02351, 1.81874, 0.284293, 1.02351, 0, 1.02351, 1.02351, 1.02351, 1.02351, 1.02351, 1.02351, 1.02351, 1.02351, 1.02351, 1.02351, 1.02351, 1.02351, 1.02351, 1.02351, 1.02351, 1.02351, 1.02351, 1.02351
14.6885, 1.31252, 1.02307, 1.02307, 1.82003, 0.289446, 1.02307, 0, 1.02307, 1.02307, 1.02307, 1.02307, 1.02307, 1.02307, 1.02307, 1.02307, 1.02307, 1.02307, 1.02307, 1.02307, 1.02307, 1.02307, 1.02307, 1.02307, 1.02307, 1.02307
14.6964, 3.36555, 1.02245, 1.02245, 2.31637, 2.3431, 1.02245, 0, 1.02245, 1.02245, 1.02245, 1.02245, 1.02245, 1.02245, 1.02245, 1.02245, 1.02245, 1.02245, 1.02245, 1.02245, 1.02245, 1.02245, 1.02245, 1.02245, 1.02245, 1.02245
14.7043, 6.31466, 1.02174, 1.02174, 2.88352, 5.29292, 1.02174, 0, 1.02174, 1.02174, 1.02174, 1.02174, 1.02174, 1.02174, 1.02174, 1.02174, 1.02174, 1.02174, 1.02174, 1.02174, 1.02174, 1.02174, 1.02174, 1.02174, 1.02174, 1.02174
14.7121, 2.31979, 1.02099, 1.02099, 2.07841, 1.29879, 1.02099, 0, 1.02099, 1.02099, 1.02099, 1.02099, 1.02099, 1.02099, 1.02099, 1.02099, 1.02099, 1.02099, 1.02099, 1.02099, 1.02099, 1.02099, 1.02099, 1.02099, 1.02099, 1.02099
14.72, 2.35093, 1.02007, 1.02007, 2.08589, 1.33086, 1.02007, 0, 1.02007, 1.02007, 1.02007, 1.02007, 1.02007, 1.02007, 1.02007, 1.02007, 1.02007, 1.02007, 1.02007, 1.02007, 1.02007, 1.02007, 1.02007, 1.02007, 1.02007, 1.02007
14.7279, 1.32206, 1.01892, 1.01892, 1.82265, 0.303138, 1.01892, 0, 1.01892, 1.01892, 1.01892, 1.01892, 1.01892, 1.01892, 1.01892, 1.01892, 1.01892, 1.01892, 1.01892, 1.01892, 1.01892, 1.01892, 1.01892, 1.01892, 1.01892, 1.01892
14.7357, 0.997522, 1.01765, 1.01765, 1.73134, -0.0201321, 1.01765, 0, 1.01765, 1.01765, 1.01765, 1.01765, 1.01765, 1.01765, 1.01765, 1.01765, 1.01765, 1.01765, 1.01765, 1.01765, 1.01765, 1.01765, 1.01765, 1.01765, 1.01765, 1.01765
14.7436, 1.99777, 1.01639, 1.01639, 1.99944, 0.98138, 1.01639, 0, 1.01639, 1.01639, 1.01639, 1.01639, 1.01639, 1.01639, 1.01639, 1.01639, 1.01639, 1.01639, 1.01639, 1.01639, 1.01639, 1.01639, 1.01639, 1.01639, 1.01639, 1.01639
14.7515, 0.331722, 1.01517, 1.01516, 1.527, -0.683443, 1.01516, 0, 1.01516, 1.01516, 1.01516, 1.01516, 1.01516, 1.01516, 1.01516, 1.01516, 1.01516, 1.01516, 1.01516, 1.01516, 1.01516, 1.01516, 1.01517, 1.01516, 1.01516, 1.01516
14.7593, 1.6632, 1.01385, 1.01385, 1.91395, 0.649343, 1.01385, 0, 1.01385, 1.01385, 1.01385, 1.01385, 1.01385, 1.01385, 1.01385, 1.01385, 1.01385, 1.01385, 1.01385, 1.01385, 1.01385, 1.01385, 1.01385, 1.01385, 1.01385, 1.01385
14.7672, 1.99777, 1.01254, 1.01254, 1.99944, 0.985227, 1.01254, 0, 1.01254, 1.01254, 1.01254, 1.01254, 1.01254, 1.01254, 1.01254, 1.01254, 1.01254, 1.01254, 1.01254, 1.01254, 1.01254, 1.01254, 1.01254, 1.01254, 1.01254, 1.01254
14.7751, 1.65601, 1.01143, 1.01143, 1.91207, 0.644578, 1.01143, 0, 1.01143, 1.01143, 1.01143, 1.01143, 1.01143, 1.01143, 1.01143, 1.01143, 1.01143, 1.01143, 1.01143, 1.01143, 1.01143, 1.01143, 1.01143, 1.01143, 1.01143, 1.01143
14.7829, 0.683024, 1.01013, 1.01013, 1.63799, -0.327104, 1.01013, 0, 1.01013, 1.01013, 1.01013, 1.01013, 1.01013, 1.01013, 1.01013, 1.01013, 1.01013, 1.01013, 1.01013, 1.01013, 1.01013, 1.01013, 1.01013, 1.01013, 1.01013, 1.01013
14.7908, 0, 1.0085, 1.0085, 1.41421, -1.0085, 1.0085, 0, 1.0085, 1.0085, 1.0085, 1.0085, 1.0085, 1.0085, 1.0085, 1.0085, 1.0085, 1.0085, 1.0085, 1.0085, 1.0085, 1.0085, 1.0085, 1.0085, 1.0085, 1.0085
14.7987, 3.3026, 1.00672, 1.00671, 2.30274, 2.29589, 1.00671, 0, 1.00671, 1.00671, 1.00671, 1.00671, 1.00671, 1.00671, 1.00671, 1.00671, 1.00671, 1.00671, 1.00671, 1.00671, 1.00671, 1.00671, 1.00672, 1.00671, 1.00671, 1.00671
14.8065, 1.6974, 1.00493, 1.00493, 1.92286, 0.692465, 1.00493, 0, 1.00493, 1.00493, 1.00493, 1.00493, 1.00493, 1.00493, 1.00493, 1.00493, 1.00493, 1.00493, 1.00493, 1.00493, 1.00493, 1.00493, 1.00493, 1.00493, 1.00493, 1.00493
14.8144, 2, 1.00397, 1.00396, 2, 0.996035, 1.00396, 0, 1.00396, 1.00396, 1.00396, 1.00396, 1.00396, 1.00396, 1.00396, 1.00396, 1.00396, 1.00396, 1.00396, 1.00396, 1.00396, 1.00396, 1.00397, 1.00396, 1.00396, 1.00396
14.8222, 1.64399, 1.00252, 1.00252, 1.90892, 0.641465, 1.00252, 0, 1.00252, 1.00252, 1.00252, 1.00252, 1.00252, 1.00252, 1.00252, 1.00252, 1.00252, 1.00252, 1.00252, 1.00252, 1.00252, 1.00252, 1.00252, 1.00252, 1.00252, 1.00252
14.8301, 1.99765, 1.00063, 1.00063, 1.99941, 0.997013, 1.00063, 0, 1.00063, 1.00063, 1.00063, 1.00063, 1.00063, 1.00063, 1.00063, 1.00063, 1.00063, 1.00063, 1.00063, 1.00063, 1.00063, 1.00063, 1.00063, 1.00063, 1.00063, 1.00063
14.838, 1.99765, 0.998515, 0.998513, 1.99941, 0.999131, 0.998513, 0, 0.998513, 0.998513, 0.998513, 0.998513, 0.998513, 0.998513, 0.998513, 0.998513, 0.998513, 0.998513, 0.998513, 0.998513, 0.998513, 0.998513, 0.998515, 0.998513, 0.998513, 0.998513
14.8458, 1.36072, 0.9964, 0.996398, 1.83323, 0.364319, 0.996398, 0, 0.996398, 0.996398, 0.996398, 0.996398, 0.996398, 0.996398, 0.996398, 0.996398, 0.996398, 0.996398, 0.996398, 0.996398, 0.996398, 0.996398, 0.9964, 0.996398, 0.996398, 0.996398
