   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_145.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Cr_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
0.233042, 0, 8.85374e-12, 0, 1.41421, -8.85374e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.76473e-14, 0, 0, 1.33476e-16, 0, 4.35023e-13, 0, 8.37094e-12, 0, 0
0.240907, 0, 1.38418e-11, 0, 1.41421, -1.38418e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.43481e-14, 0, 0, 2.14165e-16, 0, 7.07053e-13, 0, 1.30602e-11, 0, 0
0.248773, 0, 2.15084e-11, 0, 1.41421, -2.15084e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.1529e-13, 0, 0, 3.42e-16, 0, 1.14378e-12, 0, 2.0249e-11, 0, 0
0.256638, 0, 3.32195e-11, 0, 1.41421, -3.32195e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.77674e-13, 0, 0, 5.43679e-16, 0, 1.84179e-12, 0, 3.11995e-11, 0, 0
0.264504, 0, 5.09999e-11, 0, 1.41421, -5.09999e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.7213e-13, 0, 0, 8.60617e-16, 0, 2.95266e-12, 0, 4.77743e-11, 0, 0
0.27237, 0, 7.78324e-11, 0, 1.41421, -7.78324e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.14253e-13, 0, 0, 1.35693e-15, 0, 4.71333e-12, 0, 7.27035e-11, 0, 0
0.280235, 0, 1.18084e-10, 1.4013e-44, 1.41421, -1.18084e-10, 1.4013e-44, 0, 1.4013e-44, 1.4013e-44, 1.4013e-44, 1.4013e-44, 1.4013e-44, 1.4013e-44, 1.4013e-44, 1.4013e-44, 6.26775e-13, 1.4013e-44, 1.4013e-44, 2.1317e-15, 1.4013e-44, 7.49307e-12, 1.4013e-44, 1.09962e-10, 1.4013e-44, 1.4013e-44
0.288101, 0, 1.78153e-10, 1.66334e-42, 1.41421, -1.78153e-10, 1.66334e-42, 0, 1.66334e-42, 1.66334e-42, 1.66334e-42, 1.66334e-42, 1.66334e-42, 1.66334e-42, 1.66334e-42, 1.66334e-42, 9.42764e-13, 1.66334e-42, 1.66334e-42, 3.34378e-15, 1.66334e-42, 1.18849e-11, 1.66334e-42, 1.65322e-10, 1.66334e-42, 1.66334e-42
0.295966, 0, 2.67163e-10, 2.26352e-41, 1.41421, -2.67163e-10, 2.26352e-41, 0, 2.26352e-41, 2.26352e-41, 2.26352e-41, 2.26352e-41, 2.26352e-41, 2.26352e-41, 2.26352e-41, 2.26352e-41, 1.40928e-12, 2.26352e-41, 2.26352e-41, 5.22058e-15, 2.26352e-41, 1.87497e-11, 2.26352e-41, 2.46999e-10, 2.26352e-41, 2.26352e-41
0.303832, 0, 3.9837e-10, 2.76295e-40, 1.41421, -3.9837e-10, 2.76295e-40, 0, 2.76295e-40, 2.76295e-40, 2.76295e-40, 2.76295e-40, 2.76295e-40, 2.76295e-40, 2.76295e-40, 2.76295e-40, 2.09412e-12, 2.76295e-40, 2.76295e-40, 8.13023e-15, 2.76295e-40, 2.94756e-11, 2.76295e-40, 3.66792e-10, 2.76295e-40, 2.76295e-40
0.311697, 0, 5.90691e-10, 3.03816e-39, 1.41421, -5.90691e-10, 3.03816e-39, 0, 3.03816e-39, 3.03816e-39, 3.03816e-39, 3.03816e-39, 3.03816e-39, 3.03816e-39, 3.03816e-39, 3.03816e-39, 3.09336e-12, 3.03816e-39, 3.03816e-39, 1.26346e-14, 3.03816e-39, 4.61843e-11, 3.03816e-39, 5.41401e-10, 3.03816e-39, 3.03816e-39
0.319563, 0, 8.71041e-10, 3.02171e-38, 1.41421, -8.71041e-10, 3.02171e-38, 0, 3.02171e-38, 3.02171e-38, 3.02171e-38, 3.02171e-38, 3.02171e-38, 3.02171e-38, 3.02171e-38, 3.02171e-38, 4.54266e-12, 3.02171e-38, 3.02171e-38, 1.9601e-14, 3.02171e-38, 7.21413e-11, 3.02171e-38, 7.94337e-10, 3.02171e-38, 3.02171e-38
0.327429, 0, 1.27751e-09, 2.73306e-37, 1.41421, -1.27751e-09, 2.73306e-37, 0, 2.73306e-37, 2.73306e-37, 2.73306e-37, 2.73306e-37, 2.73306e-37, 2.73306e-37, 2.73306e-37, 2.73306e-37, 6.63226e-12, 2.73306e-37, 2.73306e-37, 3.03684e-14, 2.73306e-37, 1.12364e-10, 2.73306e-37, 1.15848e-09, 2.73306e-37, 2.73306e-37
0.335294, 0, 1.86375e-09, 2.25971e-36, 1.41421, -1.86375e-09, 2.25971e-36, 0, 2.25971e-36, 2.25971e-36, 2.25971e-36, 2.25971e-36, 2.25971e-36, 2.25971e-36, 2.25971e-36, 2.25971e-36, 9.62738e-12, 2.25971e-36, 2.25971e-36, 4.70069e-14, 2.25971e-36, 1.74547e-10, 2.25971e-36, 1.67952e-09, 2.25971e-36, 2.25971e-36
0.34316, 0, 2.70497e-09, 1.71634e-35, 1.41421, -2.70497e-09, 1.71634e-35, 0, 1.71634e-35, 1.71634e-35, 1.71634e-35, 1.71634e-35, 1.71634e-35, 1.71634e-35, 1.71634e-35, 1.71634e-35, 1.38956e-11, 1.71634e-35, 1.71634e-35, 7.2719e-14, 1.71634e-35, 2.70482e-10, 1.71634e-35, 2.42052e-09, 1.71634e-35, 1.71634e-35
0.351025, 0, 3.90621e-09, 1.20295e-34, 1.41421, -3.90621e-09, 1.20295e-34, 0, 1.20295e-34, 1.20295e-34, 1.20295e-34, 1.20295e-34, 1.20295e-34, 1.20295e-34, 1.20295e-34, 1.20295e-34, 1.99432e-11, 1.20295e-34, 1.20295e-34, 1.12463e-13, 1.20295e-34, 4.18202e-10, 1.20295e-34, 3.46795e-09, 1.20295e-34, 1.20295e-34
0.358891, 0, 5.61348e-09, 8.21644e-34, 1.41421, -5.61348e-09, 8.21644e-34, 0, 8.21644e-34, 8.21644e-34, 8.21644e-34, 8.21644e-34, 8.21644e-34, 8.21644e-34, 8.21644e-34, 8.21644e-34, 2.84638e-11, 8.21644e-34, 8.21644e-34, 1.73919e-13, 8.21644e-34, 6.45252e-10, 8.21644e-34, 4.93959e-09, 8.21644e-34, 8.21644e-34
0.366756, 0, 8.0292e-09, 5.42558e-33, 1.41421, -8.0292e-09, 5.42558e-33, 0, 5.42558e-33, 5.42558e-33, 5.42558e-33, 5.42558e-33, 5.42558e-33, 5.42558e-33, 5.42558e-33, 5.42558e-33, 4.0402e-11, 5.42558e-33, 5.42558e-33, 2.68985e-13, 5.42558e-33, 9.93648e-10, 5.42558e-33, 6.99488e-09, 5.42558e-33, 5.42558e-33
0.374622, 0, 1.1433e-08, 3.36648e-32, 1.41421, -1.1433e-08, 3.36648e-32, 0, 3.36648e-32, 3.36648e-32, 3.36648e-32, 3.36648e-32, 3.36648e-32, 3.36648e-32, 3.36648e-32, 3.36648e-32, 5.70372e-11, 3.36648e-32, 3.36648e-32, 4.16087e-13, 3.36648e-32, 1.52737e-09, 3.36648e-32, 9.84821e-09, 3.36648e-32, 3.36648e-32
0.382488, 0, 1.62104e-08, 1.95213e-31, 1.41421, -1.62104e-08, 1.95213e-31, 0, 1.95213e-31, 1.95213e-31, 1.95213e-31, 1.95213e-31, 1.95213e-31, 1.95213e-31, 1.95213e-31, 1.95213e-31, 8.0093e-11, 1.95213e-31, 1.95213e-31, 6.43732e-13, 1.95213e-31, 2.34363e-09, 1.95213e-31, 1.3786e-08, 1.95213e-31, 1.95213e-31
0.390353, 0, 2.28913e-08, 1.05899e-30, 1.41421, -2.28913e-08, 1.05899e-30, 0, 1.05899e-30, 1.05899e-30, 1.05899e-30, 1.05899e-30, 1.05899e-30, 1.05899e-30, 1.05899e-30, 1.05899e-30, 1.11879e-10, 1.05899e-30, 1.05899e-30, 9.95965e-13, 1.05899e-30, 3.58986e-09, 1.05899e-30, 1.91886e-08, 1.05899e-30, 1.05899e-30
0.398219, 0, 3.22037e-08, 5.38944e-30, 1.41421, -3.22037e-08, 5.38944e-30, 0, 5.38944e-30, 5.38944e-30, 5.38944e-30, 5.38944e-30, 5.38944e-30, 5.38944e-30, 5.38944e-30, 5.38944e-30, 1.55477e-10, 5.38944e-30, 5.38944e-30, 1.54069e-12, 5.38944e-30, 5.48902e-09, 5.38944e-30, 2.65577e-08, 5.38944e-30, 5.38944e-30
0.406084, 0, 4.51455e-08, 2.58098e-29, 1.41421, -4.51455e-08, 2.58098e-29, 0, 2.58098e-29, 2.58098e-29, 2.58098e-29, 2.58098e-29, 2.58098e-29, 2.58098e-29, 2.58098e-29, 2.58098e-29, 2.14971e-10, 2.58098e-29, 2.58098e-29, 2.38229e-12, 2.58098e-29, 8.37727e-09, 2.58098e-29, 3.65509e-08, 2.58098e-29, 2.58098e-29
0.41395, 0, 6.30842e-08, 1.1668e-28, 1.41421, -6.30842e-08, 1.1668e-28, 0, 1.1668e-28, 1.1668e-28, 1.1668e-28, 1.1668e-28, 1.1668e-28, 1.1668e-28, 1.1668e-28, 1.1668e-28, 2.95757e-10, 1.1668e-28, 1.1668e-28, 3.6808e-12, 1.1668e-28, 1.27597e-08, 1.1668e-28, 5.00251e-08, 1.1668e-28, 1.1668e-28
0.421815, 0, 8.78923e-08, 4.99469e-28, 1.41421, -8.78923e-08, 4.99469e-28, 0, 4.99469e-28, 4.99469e-28, 4.99469e-28, 4.99469e-28, 4.99469e-28, 4.99469e-28, 4.99469e-28, 4.99469e-28, 4.04925e-10, 4.99469e-28, 4.99469e-28, 5.68048e-12, 4.99469e-28, 1.93921e-08, 4.99469e-28, 6.80896e-08, 4.99469e-28, 4.99469e-28
0.429681, 0, 1.22133e-07, 2.0302e-27, 1.41421, -1.22133e-07, 2.0302e-27, 0, 2.0302e-27, 2.0302e-27, 2.0302e-27, 2.0302e-27, 2.0302e-27, 2.0302e-27, 2.0302e-27, 2.0302e-27, 5.51748e-10, 2.0302e-27, 2.0302e-27, 8.75263e-12, 2.0302e-27, 2.94003e-08, 2.0302e-27, 9.21719e-08, 2.0302e-27, 2.0302e-27
0.437547, 0, 1.69313e-07, 7.85715e-27, 1.41421, -1.69313e-07, 7.85715e-27, 0, 7.85715e-27, 7.85715e-27, 7.85715e-27, 7.85715e-27, 7.85715e-27, 7.85715e-27, 7.85715e-27, 7.85715e-27, 7.483e-10, 7.85715e-27, 7.85715e-27, 1.34589e-11, 7.85715e-27, 4.44531e-08, 7.85715e-27, 1.24098e-07, 7.85715e-27, 7.85715e-27
0.445412, 0, 2.34229e-07, 2.9026e-26, 1.41421, -2.34229e-07, 2.9026e-26, 0, 2.9026e-26, 2.9026e-26, 2.9026e-26, 2.9026e-26, 6.18081e-14, 2.9026e-26, 2.9026e-26, 2.9026e-26, 1.01023e-09, 2.9026e-26, 2.9026e-26, 2.06445e-11, 2.9026e-26, 6.701e-08, 2.9026e-26, 1.66188e-07, 2.9026e-26, 2.9026e-26
0.453278, 0, 3.23438e-07, 1.02599e-25, 1.41421, -3.23438e-07, 1.02599e-25, 0, 1.02599e-25, 1.02599e-25, 1.02599e-25, 1.02599e-25, 1.9758e-13, 1.02599e-25, 1.02599e-25, 1.02599e-25, 1.35773e-09, 1.02599e-25, 1.02599e-25, 3.15735e-11, 1.02599e-25, 1.00674e-07, 1.02599e-25, 2.21374e-07, 1.02599e-25, 1.02599e-25
0.461143, 0, 4.46967e-07, 3.51766e-25, 1.41421, -4.46967e-07, 8.9546e-12, 0, 1.09016e-14, 2.31195e-14, 9.02802e-12, 1.35259e-12, 3.28655e-12, 4.85322e-12, 2.22103e-12, 9.96712e-10, 1.81679e-09, 1.36946e-13, 1.90518e-14, 4.81265e-11, 6.62989e-14, 1.50691e-07, 2.33617e-15, 2.93374e-07, 3.51766e-25, 9.95245e-12
0.469009, 0, 6.17687e-07, 4.57762e-10, 1.41421, -6.17687e-07, 4.86276e-10, 4.57762e-10, 4.57797e-10, 4.57835e-10, 4.8651e-10, 4.62069e-10, 4.6777e-10, 4.73216e-10, 4.64834e-10, 3.63165e-09, 2.87833e-09, 4.58198e-10, 4.57823e-10, 5.30848e-10, 4.5856e-10, 2.251e-07, 4.57769e-10, 3.8725e-07, 4.57762e-10, 4.89454e-10
0.476874, 0, 8.53707e-07, 1.45572e-09, 1.41421, -8.53707e-07, 1.526e-09, 1.45572e-09, 1.45581e-09, 1.4559e-09, 1.52658e-09, 1.46634e-09, 1.48003e-09, 1.49381e-09, 1.47315e-09, 9.2785e-09, 4.66705e-09, 1.45679e-09, 1.45587e-09, 1.56625e-09, 1.45871e-09, 3.34862e-07, 1.45574e-09, 5.08842e-07, 1.45572e-09, 1.53383e-09
0.48474, 0, 1.18108e-06, 3.58509e-09, 1.41421, -1.18108e-06, 3.74274e-09, 3.58509e-09, 3.58528e-09, 3.5855e-09, 3.74403e-09, 3.6089e-09, 3.63923e-09, 3.67053e-09, 3.62419e-09, 2.11327e-08, 7.82772e-09, 3.5875e-09, 3.58543e-09, 3.75151e-09, 3.59317e-09, 4.96053e-07, 3.58513e-09, 6.65945e-07, 3.58509e-09, 3.76031e-09
0.492606, 0, 1.63715e-06, 8.03597e-09, 1.41421, -1.63715e-06, 8.37284e-09, 8.03597e-09, 8.03638e-09, 8.03684e-09, 8.37561e-09, 8.08685e-09, 8.15111e-09, 8.21855e-09, 8.11952e-09, 4.5533e-08, 1.3618e-08, 8.04112e-09, 8.03668e-09, 8.28533e-09, 8.05517e-09, 7.31763e-07, 8.03605e-09, 8.68581e-07, 8.03597e-09, 8.41038e-09
0.500471, 0, 2.27645e-06, 1.71593e-08, 1.41421, -2.27645e-06, 1.78569e-08, 1.71593e-08, 1.71602e-08, 1.71611e-08, 1.78627e-08, 1.72647e-08, 1.73968e-08, 1.75374e-08, 1.73324e-08, 9.4806e-08, 2.44737e-08, 1.717e-08, 1.71608e-08, 1.75311e-08, 1.7202e-08, 1.07507e-06, 1.71595e-08, 1.13007e-06, 1.71593e-08, 1.79347e-08
0.508337, 0, 3.18113e-06, 3.55082e-08, 1.41421, -3.18113e-06, 3.69182e-08, 3.55082e-08, 3.55099e-08, 3.55118e-08, 3.69298e-08, 3.57212e-08, 3.60371e-08, 3.62724e-08, 3.58579e-08, 1.92453e-07, 4.50539e-08, 3.55298e-08, 3.55112e-08, 3.60595e-08, 3.5599e-08, 1.57461e-06, 3.55086e-08, 1.46861e-06, 3.55082e-08, 3.70753e-08
0.516202, 0, 4.47098e-06, 7.17218e-08, 1.41421, -4.47098e-06, 7.45128e-08, 7.17218e-08, 7.17251e-08, 7.1729e-08, 7.45357e-08, 7.21433e-08, 7.28267e-08, 7.32344e-08, 7.2414e-08, 3.82384e-07, 8.41298e-08, 7.17644e-08, 7.17277e-08, 7.25348e-08, 7.1909e-08, 2.29631e-06, 7.17225e-08, 1.90982e-06, 7.17218e-08, 7.48238e-08
0.524068, 0, 6.33302e-06, 1.41875e-07, 1.41421, -6.33302e-06, 1.47294e-07, 1.41875e-07, 1.41882e-07, 1.41889e-07, 1.47338e-07, 1.42694e-07, 1.44741e-07, 1.44812e-07, 1.43219e-07, 7.45025e-07, 1.5794e-07, 1.41958e-07, 1.41887e-07, 1.43068e-07, 1.42252e-07, 3.33789e-06, 1.41877e-07, 2.49124e-06, 1.41875e-07, 1.47898e-07
0.531933, 0, 9.05429e-06, 2.75277e-07, 1.41421, -9.05429e-06, 2.85604e-07, 2.75277e-07, 2.7529e-07, 2.75304e-07, 2.85689e-07, 2.76837e-07, 2.81681e-07, 2.80874e-07, 2.77839e-07, 1.42475e-06, 2.95995e-07, 2.75435e-07, 2.75299e-07, 2.77016e-07, 2.7602e-07, 4.83873e-06, 2.7528e-07, 3.26961e-06, 2.75277e-07, 2.86755e-07
0.539799, 0, 1.30826e-05, 5.24298e-07, 1.41421, -1.30826e-05, 5.43625e-07, 5.24298e-07, 5.24321e-07, 5.24347e-07, 5.43783e-07, 5.27217e-07, 5.37687e-07, 5.34772e-07, 5.29091e-07, 2.67555e-06, 5.50911e-07, 5.24593e-07, 5.24339e-07, 5.26819e-07, 5.25733e-07, 6.99972e-06, 5.24303e-07, 4.33308e-06, 5.24298e-07, 5.45778e-07
0.547665, 0, 1.91192e-05, 9.80641e-07, 1.41421, -1.91192e-05, 1.01617e-06, 9.80641e-07, 9.80685e-07, 9.80733e-07, 1.01646e-06, 9.86008e-07, 1.00759e-06, 9.99898e-07, 9.89454e-07, 4.93531e-06, 1.0147e-06, 9.81185e-07, 9.80717e-07, 9.84276e-07, 9.83364e-07, 1.01118e-05, 9.80651e-07, 5.82103e-06, 9.80641e-07, 1.02013e-06
0.55553, 0, 2.82625e-05, 1.80168e-06, 1.41421, -2.82625e-05, 1.86585e-06, 1.80168e-06, 1.80176e-06, 1.80185e-06, 1.86638e-06, 1.81138e-06, 1.85396e-06, 1.83646e-06, 1.8176e-06, 8.94386e-06, 1.8451e-06, 1.80267e-06, 1.80182e-06, 1.80689e-06, 1.80676e-06, 1.4598e-05, 1.8017e-06, 7.95609e-06, 1.80168e-06, 1.873e-06
0.563396, 0, 4.22281e-05, 3.25202e-06, 1.41421, -4.22281e-05, 3.36588e-06, 3.25202e-06, 3.25215e-06, 3.25231e-06, 3.36681e-06, 3.26921e-06, 3.35201e-06, 3.31373e-06, 3.28026e-06, 1.59258e-05, 3.30716e-06, 3.25376e-06, 3.25226e-06, 3.25943e-06, 3.2613e-06, 2.10757e-05, 3.25205e-06, 1.1094e-05, 3.25202e-06, 3.37857e-06
0.571261, 0, 6.36773e-05, 5.76756e-06, 1.41421, -6.36773e-05, 5.96611e-06, 5.76756e-06, 5.7678e-06, 5.76807e-06, 5.96774e-06, 5.79755e-06, 5.9562e-06, 5.87517e-06, 5.81681e-06, 2.78674e-05, 5.83736e-06, 5.7706e-06, 5.76798e-06, 5.77807e-06, 5.78428e-06, 3.04481e-05, 5.76761e-06, 1.58009e-05, 5.76756e-06, 5.98824e-06
0.579127, 0, 9.66964e-05, 1.00518e-05, 1.41421, -9.66964e-05, 1.03921e-05, 1.00518e-05, 1.00522e-05, 1.00527e-05, 1.03949e-05, 1.01032e-05, 1.04027e-05, 1.02362e-05, 1.01362e-05, 4.79241e-05, 1.01399e-05, 1.0057e-05, 1.00525e-05, 1.00666e-05, 1.00814e-05, 4.40356e-05, 1.00519e-05, 2.2968e-05, 1.00518e-05, 1.043e-05
0.586992, 0, 0.000147487, 1.72168e-05, 1.41421, -0.000147487, 1.77899e-05, 1.72168e-05, 1.72175e-05, 1.72183e-05, 1.77946e-05, 1.73034e-05, 1.78602e-05, 1.75274e-05, 1.7359e-05, 8.10062e-05, 1.73275e-05, 1.72256e-05, 1.72181e-05, 1.72376e-05, 1.72683e-05, 6.37654e-05, 1.7217e-05, 3.39836e-05, 1.72168e-05, 1.78538e-05
0.594858, 0, 0.000225322, 2.89842e-05, 1.41421, -0.000225322, 2.9933e-05, 2.89842e-05, 2.89854e-05, 2.89867e-05, 2.99408e-05, 2.91275e-05, 3.01472e-05, 2.94985e-05, 2.92196e-05, 0.000134596, 2.91229e-05, 2.89987e-05, 2.89862e-05, 2.90131e-05, 2.90724e-05, 9.24352e-05, 2.89845e-05, 5.09678e-05, 2.89842e-05, 3.00388e-05
0.602724, 0, 0.000343856, 4.79639e-05, 1.41421, -0.000343856, 4.95082e-05, 4.79639e-05, 4.79657e-05, 4.79678e-05, 4.95208e-05, 4.81971e-05, 5.00356e-05, 4.88008e-05, 4.83469e-05, 0.000219856, 4.81372e-05, 4.79875e-05, 4.79671e-05, 4.80039e-05, 4.81123e-05, 0.000134078, 4.79643e-05, 7.71124e-05, 4.79639e-05, 4.96802e-05
0.610589, 0, 0.000522851, 7.80283e-05, 1.41421, -0.000522851, 8.04994e-05, 7.80283e-05, 7.80313e-05, 7.80347e-05, 8.05197e-05, 7.84016e-05, 8.16652e-05, 7.93676e-05, 7.86412e-05, 0.000353086, 7.82444e-05, 7.80661e-05, 7.80336e-05, 7.80836e-05, 7.82742e-05, 0.00019445, 7.80289e-05, 0.000117129, 7.80283e-05, 8.07748e-05
