   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_858.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.0525386, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0446206, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0367026, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0287846, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0208666, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0129485, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00503054, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00288746, 0, 2.62089e-15, 0, 1.41421, -2.62089e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.84768e-17, 0, 0, 9.35192e-18, 0, 9.2436e-19, 0, 2.57214e-15, 0, 0
0.0108055, 0, 4.16664e-15, 0, 1.41421, -4.16664e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.11648e-17, 0, 0, 1.51448e-17, 0, 1.51212e-18, 0, 4.08882e-15, 0, 0
0.0187235, 0, 6.59204e-15, 0, 1.41421, -6.59204e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.67612e-17, 0, 0, 2.44106e-17, 0, 2.4628e-18, 0, 6.4684e-15, 0, 0
0.0266415, 0, 1.03794e-14, 0, 1.41421, -1.03794e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.52341e-16, 0, 0, 3.91634e-17, 0, 3.99384e-18, 0, 1.01839e-14, 0, 0
0.0345595, 0, 1.62651e-14, 0, 1.41421, -1.62651e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.38708e-16, 0, 0, 6.25454e-17, 0, 6.44899e-18, 0, 1.59574e-14, 0, 0
0.0424775, 0, 2.53684e-14, 0, 1.41421, -2.53684e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.72277e-16, 0, 0, 9.94363e-17, 0, 1.03693e-17, 0, 2.48863e-14, 0, 0
0.0503955, 0, 3.93818e-14, 0, 1.41421, -3.93818e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.77871e-16, 0, 0, 1.57382e-16, 0, 1.66029e-17, 0, 3.86299e-14, 0, 0
0.0583135, 0, 6.08523e-14, 0, 1.41421, -6.08523e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.92841e-16, 0, 0, 2.47996e-16, 0, 2.64734e-17, 0, 5.9685e-14, 0, 0
0.0662315, 0, 9.35948e-14, 0, 1.41421, -9.35948e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.37313e-15, 0, 0, 3.89084e-16, 0, 4.20386e-17, 0, 9.17906e-14, 0, 0
0.0741495, 0, 1.43295e-13, 0, 1.41421, -1.43295e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.10209e-15, 0, 0, 6.07819e-16, 0, 6.64861e-17, 0, 1.40519e-13, 0, 0
0.0820675, 0, 2.18387e-13, 0, 1.41421, -2.18387e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.20337e-15, 0, 0, 9.45498e-16, 0, 1.04731e-16, 0, 2.14134e-13, 0, 0
0.0899855, 0, 3.31322e-13, 0, 1.41421, -3.31322e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.85949e-15, 0, 0, 1.46465e-15, 0, 1.64319e-16, 0, 3.24834e-13, 0, 0
0.0979035, 0, 5.0039e-13, 0, 1.41421, -5.0039e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.33854e-15, 0, 0, 2.25952e-15, 0, 2.56795e-16, 0, 4.90535e-13, 0, 0
0.105822, 0, 7.52338e-13, 0, 1.41421, -7.52338e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.10325e-14, 0, 0, 3.47172e-15, 0, 3.99751e-16, 0, 7.37434e-13, 0, 0
0.11374, 0, 1.12608e-12, 0, 1.41421, -1.12608e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.65118e-14, 0, 0, 5.31347e-15, 0, 6.19893e-16, 0, 1.10364e-12, 0, 0
0.121658, 0, 1.67799e-12, 0, 1.41421, -1.67799e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.46024e-14, 0, 0, 8.10102e-15, 0, 9.57607e-16, 0, 1.64433e-12, 0, 0
0.129576, 0, 2.48931e-12, 0, 1.41421, -2.48931e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.64948e-14, 0, 0, 1.23047e-14, 0, 1.47374e-15, 0, 2.43904e-12, 0, 0
0.137494, 0, 3.67658e-12, 0, 1.41421, -3.67658e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.38968e-14, 0, 0, 1.86218e-14, 0, 2.25965e-15, 0, 3.6018e-12, 0, 0
0.145412, 0, 5.4062e-12, 0, 1.41421, -5.4062e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.92467e-14, 0, 0, 2.8083e-14, 0, 3.45201e-15, 0, 5.29542e-12, 0, 0
0.15333, 0, 7.91462e-12, 0, 1.41421, -7.91462e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.16009e-13, 0, 0, 4.22079e-14, 0, 5.25455e-15, 0, 7.75115e-12, 0, 0
0.161248, 0, 1.15362e-11, 0, 1.41421, -1.15362e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.69084e-13, 0, 0, 6.3232e-14, 0, 7.97003e-15, 0, 1.12959e-11, 0, 0
0.169166, 0, 1.67417e-11, 0, 1.41421, -1.67417e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.45371e-13, 0, 0, 9.44378e-14, 0, 1.20469e-14, 0, 1.63898e-11, 0, 0
0.177084, 0, 2.41904e-11, 0, 1.41421, -2.41904e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.54532e-13, 0, 0, 1.40636e-13, 0, 1.81473e-14, 0, 2.3677e-11, 0, 0
0.185002, 0, 3.48016e-11, 0, 1.41421, -3.48016e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.10046e-13, 0, 0, 2.0887e-13, 0, 2.72459e-14, 0, 3.40554e-11, 0, 0
0.19292, 0, 4.98513e-11, 0, 1.41421, -4.98513e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.30622e-13, 0, 0, 3.09439e-13, 0, 4.07737e-14, 0, 4.87705e-11, 0, 0
0.200838, 0, 7.11018e-11, 0, 1.41421, -7.11018e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.04211e-12, 0, 0, 4.57397e-13, 0, 6.08256e-14, 0, 6.95415e-11, 0, 0
0.208756, 0, 1.00976e-10, 0, 1.41421, -1.00976e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.48005e-12, 0, 0, 6.74737e-13, 0, 9.04604e-14, 0, 9.87306e-11, 0, 0
0.216674, 0, 1.42789e-10, 0, 1.41421, -1.42789e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.09312e-12, 0, 0, 9.93596e-13, 0, 1.34133e-13, 0, 1.39568e-10, 0, 0
0.224592, 0, 2.01055e-10, 2.66247e-44, 1.41421, -2.01055e-10, 0, 2.66247e-44, 2.66247e-44, 2.66247e-44, 2.66247e-44, 2.66247e-44, 2.66247e-44, 2.66247e-44, 2.66247e-44, 2.66247e-44, 2.66247e-44, 2.66247e-44, 2.94763e-12, 2.66247e-44, 2.66247e-44, 1.46094e-12, 2.66247e-44, 1.9832e-13, 2.66247e-44, 1.96448e-10, 2.66247e-44, 2.66247e-44
0.23251, 0.101702, 2.81898e-10, 4.69435e-43, 1.44972, 0.101702, 0, 4.69435e-43, 4.69435e-43, 4.69435e-43, 4.69435e-43, 4.69435e-43, 4.69435e-43, 4.69435e-43, 4.69435e-43, 4.69435e-43, 4.69435e-43, 4.69435e-43, 4.13355e-12, 4.69435e-43, 4.69435e-43, 2.14547e-12, 4.69435e-43, 2.92408e-13, 4.69435e-43, 2.75327e-10, 4.69435e-43, 4.69435e-43
0.240428, 0.898298, 3.93577e-10, 7.05274e-42, 1.70244, 0.898298, 0, 7.05274e-42, 7.05274e-42, 7.05274e-42, 7.05274e-42, 7.05274e-42, 7.05274e-42, 7.05274e-42, 7.05274e-42, 7.05274e-42, 7.05274e-42, 7.05274e-42, 5.77236e-12, 7.05274e-42, 7.05274e-42, 3.14771e-12, 7.05274e-42, 4.29984e-13, 7.05274e-42, 3.84227e-10, 7.05274e-42, 7.05274e-42
0.248346, 0, 5.4719e-10, 9.34638e-41, 1.41421, -5.4719e-10, 0, 9.34638e-41, 9.34638e-41, 9.34638e-41, 9.34638e-41, 9.34638e-41, 9.34638e-41, 9.34638e-41, 9.34638e-41, 9.34638e-41, 9.34638e-41, 9.34638e-41, 8.02742e-12, 9.34638e-41, 9.34638e-41, 4.61491e-12, 9.34638e-41, 6.30669e-13, 9.34638e-41, 5.33917e-10, 9.34638e-41, 9.34638e-41
0.256264, 0, 7.57577e-10, 1.10592e-39, 1.41421, -7.57577e-10, 0, 1.10592e-39, 1.10592e-39, 1.10592e-39, 1.10592e-39, 1.10592e-39, 1.10592e-39, 1.10592e-39, 1.10592e-39, 1.10592e-39, 1.10592e-39, 1.10592e-39, 1.11174e-11, 1.10592e-39, 1.10592e-39, 6.76296e-12, 1.10592e-39, 9.22747e-13, 1.10592e-39, 7.38774e-10, 1.10592e-39, 1.10592e-39
0.264182, 0, 1.04449e-09, 1.17772e-38, 1.41421, -1.04449e-09, 0, 1.17772e-38, 1.17772e-38, 1.17772e-38, 1.17772e-38, 1.17772e-38, 1.17772e-38, 1.17772e-38, 1.17772e-38, 1.17772e-38, 1.17772e-38, 1.17772e-38, 1.53336e-11, 1.17772e-38, 1.17772e-38, 9.90867e-12, 1.17772e-38, 1.34692e-12, 1.17772e-38, 1.0179e-09, 1.17772e-38, 1.17772e-38
0.2721, 0, 1.43412e-09, 1.13442e-37, 1.41421, -1.43412e-09, 0, 1.13442e-37, 1.13442e-37, 1.13442e-37, 1.13442e-37, 1.13442e-37, 1.13442e-37, 1.13442e-37, 1.13442e-37, 1.13442e-37, 1.13442e-37, 1.13442e-37, 2.10628e-11, 1.13442e-37, 1.13442e-37, 1.45173e-11, 1.13442e-37, 1.96165e-12, 1.13442e-37, 1.39658e-09, 1.13442e-37, 1.13442e-37
0.280018, 0, 1.96101e-09, 9.9341e-37, 1.41421, -1.96101e-09, 0, 9.9341e-37, 9.9341e-37, 9.9341e-37, 9.9341e-37, 9.9341e-37, 9.9341e-37, 9.9341e-37, 9.9341e-37, 9.9341e-37, 9.9341e-37, 9.9341e-37, 2.88158e-11, 9.9341e-37, 9.9341e-37, 2.12726e-11, 9.9341e-37, 2.85079e-12, 9.9341e-37, 1.90807e-09, 9.9341e-37, 9.9341e-37
0.287936, 0, 2.67055e-09, 7.95331e-36, 1.41421, -2.67055e-09, 0, 7.95331e-36, 7.95331e-36, 7.95331e-36, 7.95331e-36, 7.95331e-36, 7.95331e-36, 7.95331e-36, 7.95331e-36, 7.95331e-36, 7.95331e-36, 7.95331e-36, 3.9265e-11, 7.95331e-36, 7.95331e-36, 3.11798e-11, 7.95331e-36, 4.13436e-12, 7.95331e-36, 2.59597e-09, 7.95331e-36, 7.95331e-36
0.295854, 0, 3.62213e-09, 5.84952e-35, 1.41421, -3.62213e-09, 0, 5.84952e-35, 5.84952e-35, 5.84952e-35, 5.84952e-35, 5.84952e-35, 5.84952e-35, 5.84952e-35, 5.84952e-35, 5.84952e-35, 5.84952e-35, 5.84952e-35, 5.32912e-11, 5.84952e-35, 5.84952e-35, 4.57169e-11, 5.84952e-35, 5.98394e-12, 5.84952e-35, 3.51714e-09, 5.84952e-35, 5.84952e-35
0.303772, 0, 4.89312e-09, 3.94164e-34, 1.41421, -4.89312e-09, 0, 3.94164e-34, 3.94164e-34, 3.94164e-34, 3.94164e-34, 3.94164e-34, 3.94164e-34, 3.94164e-34, 3.94164e-34, 3.94164e-34, 3.94164e-34, 3.94164e-34, 7.20442e-11, 3.94164e-34, 3.94164e-34, 6.70565e-11, 3.94164e-34, 8.64426e-12, 3.94164e-34, 4.74538e-09, 3.94164e-34, 3.94164e-34
0.31169, 0, 6.58392e-09, 2.66865e-33, 1.41421, -6.58392e-09, 0, 2.66865e-33, 2.66865e-33, 2.66865e-33, 2.66865e-33, 2.66865e-33, 2.66865e-33, 2.66865e-33, 2.66865e-33, 2.66865e-33, 2.66865e-33, 2.66865e-33, 9.70184e-11, 2.66865e-33, 2.66865e-33, 9.83905e-11, 2.66865e-33, 1.24638e-11, 2.66865e-33, 6.37605e-09, 2.66865e-33, 2.66865e-33
0.319608, 0, 8.82429e-09, 1.71892e-32, 1.41421, -8.82429e-09, 0, 1.71892e-32, 1.71892e-32, 1.71892e-32, 1.71892e-32, 1.71892e-32, 1.71892e-32, 1.71892e-32, 1.71892e-32, 1.71892e-32, 1.71892e-32, 1.71892e-32, 1.30149e-10, 1.71892e-32, 1.71892e-32, 1.44404e-10, 1.71892e-32, 1.7938e-11, 1.71892e-32, 8.5318e-09, 1.71892e-32, 1.71892e-32
0.327526, 0, 1.17813e-08, 1.03195e-31, 1.41421, -1.17813e-08, 0, 1.03195e-31, 1.03195e-31, 1.03195e-31, 1.03195e-31, 1.03195e-31, 1.03195e-31, 1.03195e-31, 1.03195e-31, 1.03195e-31, 1.03195e-31, 1.03195e-31, 1.73933e-10, 1.03195e-31, 1.03195e-31, 2.11963e-10, 1.03195e-31, 2.57691e-11, 1.03195e-31, 1.13696e-08, 1.03195e-31, 1.03195e-31
0.335444, 0, 1.56693e-08, 5.7873e-31, 1.41421, -1.56693e-08, 0, 5.7873e-31, 5.7873e-31, 5.7873e-31, 5.7873e-31, 5.7873e-31, 5.7873e-31, 5.7873e-31, 5.7873e-31, 5.7873e-31, 5.7873e-31, 5.7873e-31, 2.31578e-10, 5.7873e-31, 5.7873e-31, 3.11115e-10, 5.7873e-31, 3.69508e-11, 5.7873e-31, 1.50897e-08, 5.7873e-31, 5.7873e-31
0.343362, 0, 2.07624e-08, 3.03556e-30, 1.41421, -2.07624e-08, 0, 3.03556e-30, 3.03556e-30, 3.03556e-30, 3.03556e-30, 3.03556e-30, 3.03556e-30, 3.03556e-30, 3.03556e-30, 3.03556e-30, 3.03556e-30, 3.03556e-30, 3.07191e-10, 3.03556e-30, 3.03556e-30, 4.56527e-10, 3.03556e-30, 5.28854e-11, 3.03556e-30, 1.99458e-08, 3.03556e-30, 3.03556e-30
0.35128, 0, 2.74095e-08, 1.49336e-29, 1.41421, -2.74095e-08, 0, 1.49336e-29, 1.49336e-29, 1.49336e-29, 1.49336e-29, 1.49336e-29, 1.49336e-29, 1.49336e-29, 1.49336e-29, 1.49336e-29, 1.49336e-29, 1.49336e-29, 4.06014e-10, 1.49336e-29, 1.49336e-29, 6.69556e-10, 1.49336e-29, 7.55461e-11, 1.49336e-29, 2.62584e-08, 1.49336e-29, 1.49336e-29
0.359198, 0, 3.60541e-08, 6.91753e-29, 1.41421, -3.60541e-08, 0, 6.91753e-29, 6.91753e-29, 6.91753e-29, 6.91753e-29, 6.91753e-29, 6.91753e-29, 6.91753e-29, 6.91753e-29, 6.91753e-29, 6.91753e-29, 6.91753e-29, 5.34709e-10, 6.91753e-29, 6.91753e-29, 9.81216e-10, 6.91753e-29, 1.07701e-10, 6.91753e-29, 3.44304e-08, 6.91753e-29, 6.91753e-29
0.367116, 0, 4.72576e-08, 3.0267e-28, 1.41421, -4.72576e-08, 0, 3.0267e-28, 3.0267e-28, 3.0267e-28, 3.0267e-28, 3.0267e-28, 3.0267e-28, 3.0267e-28, 3.0267e-28, 3.0267e-28, 3.0267e-28, 3.0267e-28, 7.01718e-10, 3.0267e-28, 3.0267e-28, 1.43639e-09, 3.0267e-28, 1.5322e-10, 3.0267e-28, 4.49663e-08, 3.0267e-28, 3.0267e-28
