   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_687.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Zn_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, S_K, P_K, Si_K, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0114994, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0036236, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00425225, 0, 6.98325e-14, 0, 1.41421, -6.98325e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.22265e-17, 0, 8.62825e-15, 0, 6.1152e-14, 0, 0, 0
0.0121281, 0, 1.06979e-13, 0, 1.41421, -1.06979e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.11976e-17, 0, 1.36012e-14, 0, 9.3297e-14, 0, 0, 0
0.0200039, 0, 1.63211e-13, 0, 1.41421, -1.63211e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.25725e-16, 0, 2.13577e-14, 0, 1.41728e-13, 0, 0, 0
0.0278798, 0, 2.47984e-13, 0, 1.41421, -2.47984e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.93887e-16, 0, 3.34092e-14, 0, 2.1438e-13, 0, 0, 0
0.0357556, 0, 3.7526e-13, 0, 1.41421, -3.7526e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.97813e-16, 0, 5.20621e-14, 0, 3.229e-13, 0, 0, 0
0.0436315, 0, 5.65585e-13, 0, 1.41421, -5.65585e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.55647e-16, 0, 8.08295e-14, 0, 4.843e-13, 0, 0, 0
0.0515073, 0, 8.49045e-13, 0, 1.41421, -8.49045e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.94423e-16, 0, 1.25025e-13, 0, 7.23325e-13, 0, 0, 0
0.0593832, 0, 1.26954e-12, 0, 1.41421, -1.26954e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.05428e-15, 0, 1.92673e-13, 0, 1.07581e-12, 0, 0, 0
0.067259, 0, 1.89084e-12, 0, 1.41421, -1.89084e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.59459e-15, 0, 2.95836e-13, 0, 1.59341e-12, 0, 0, 0
0.0751349, 0, 2.80526e-12, 0, 1.41421, -2.80526e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.40297e-15, 0, 4.52588e-13, 0, 2.35027e-12, 0, 0, 0
0.0830107, 0, 4.14584e-12, 0, 1.41421, -4.14584e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.60808e-15, 0, 6.89903e-13, 0, 3.45233e-12, 0, 0, 0
0.0908866, 0, 6.10362e-12, 0, 1.41421, -6.10362e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.3984e-15, 0, 1.04791e-12, 0, 5.05032e-12, 0, 0, 0
0.0987624, 0, 8.95186e-12, 0, 1.41421, -8.95186e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.04917e-15, 0, 1.58608e-12, 0, 7.35774e-12, 0, 0, 0
0.106638, 0, 1.30799e-11, 0, 1.41421, -1.30799e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.19612e-14, 0, 2.39225e-12, 0, 1.06756e-11, 0, 0, 0
0.114514, 0, 1.90402e-11, 0, 1.41421, -1.90402e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.77167e-14, 0, 3.59574e-12, 0, 1.54267e-11, 0, 0, 0
0.12239, 0, 2.76143e-11, 0, 1.41421, -2.76143e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.61593e-14, 0, 5.38627e-12, 0, 2.22018e-11, 0, 0, 0
0.130266, 0, 3.99297e-11, 0, 1.41421, -3.99297e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.85793e-14, 0, 8.05637e-12, 0, 3.18348e-11, 0, 0, 0
0.138142, 0, 5.74879e-11, 0, 1.41421, -5.74879e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.66291e-14, 0, 1.19865e-11, 0, 4.54447e-11, 0, 0, 0
0.146018, 0, 8.24718e-11, 0, 1.41421, -8.24718e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.28985e-14, 0, 1.77762e-11, 0, 6.46127e-11, 0, 0, 0
0.153893, 0, 1.17897e-10, 0, 1.41421, -1.17897e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.21045e-13, 0, 2.62781e-11, 0, 9.14976e-11, 0, 0, 0
0.161769, 0, 1.67953e-10, 0, 1.41421, -1.67953e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.76328e-13, 0, 3.87248e-11, 0, 1.29051e-10, 0, 0, 0
0.169645, 0, 2.38441e-10, 0, 1.41421, -2.38441e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.56303e-13, 0, 5.68919e-11, 0, 1.81293e-10, 0, 0, 0
0.177521, 0, 3.37374e-10, 0, 1.41421, -3.37374e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.71819e-13, 0, 8.33313e-11, 0, 2.53671e-10, 0, 0, 0
0.185397, 0, 4.75776e-10, 0, 1.41421, -4.75776e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.38459e-13, 0, 1.21701e-10, 0, 3.53536e-10, 0, 0, 0
0.193273, 0, 6.68777e-10, 0, 1.41421, -6.68777e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.78602e-13, 0, 1.7723e-10, 0, 4.90768e-10, 0, 0, 0
0.201148, 0, 9.37089e-10, 2.52234e-44, 1.41421, -9.37089e-10, 2.52234e-44, 0, 2.52234e-44, 2.52234e-44, 2.52234e-44, 2.52234e-44, 2.52234e-44, 2.52234e-44, 2.52234e-44, 2.52234e-44, 2.52234e-44, 2.52234e-44, 2.52234e-44, 1.12441e-12, 2.52234e-44, 2.57382e-10, 2.52234e-44, 6.78583e-10, 2.52234e-44, 2.52234e-44, 2.52234e-44
0.209024, 0, 1.30898e-09, 4.6383e-43, 1.41421, -1.30898e-09, 4.6383e-43, 0, 4.6383e-43, 4.6383e-43, 4.6383e-43, 4.6383e-43, 4.6383e-43, 4.6383e-43, 4.6383e-43, 4.6383e-43, 4.6383e-43, 4.6383e-43, 4.6383e-43, 1.62213e-12, 4.6383e-43, 3.72776e-10, 4.6383e-43, 9.34582e-10, 4.6383e-43, 4.6383e-43, 4.6383e-43
0.2169, 0, 1.82295e-09, 6.79349e-42, 1.41421, -1.82295e-09, 6.79349e-42, 0, 6.79349e-42, 6.79349e-42, 6.79349e-42, 6.79349e-42, 6.79349e-42, 6.79349e-42, 6.79349e-42, 6.79349e-42, 6.79349e-42, 6.79349e-42, 6.79349e-42, 2.33829e-12, 6.79349e-42, 5.385e-10, 6.79349e-42, 1.28211e-09, 6.79349e-42, 6.79349e-42, 6.79349e-42
0.224776, 0, 2.5313e-09, 9.09835e-41, 1.41421, -2.5313e-09, 9.09835e-41, 0, 9.09835e-41, 9.09835e-41, 9.09835e-41, 9.09835e-41, 9.09835e-41, 9.09835e-41, 9.09835e-41, 9.09835e-41, 9.09835e-41, 9.09835e-41, 9.09835e-41, 3.36873e-12, 9.09835e-41, 7.75942e-10, 9.09835e-41, 1.75199e-09, 9.09835e-41, 9.09835e-41, 9.09835e-41
0.232652, 0, 3.50495e-09, 1.0927e-39, 1.41421, -3.50495e-09, 1.0927e-39, 0, 1.0927e-39, 1.0927e-39, 1.0927e-39, 1.0927e-39, 1.0927e-39, 1.0927e-39, 1.0927e-39, 1.0927e-39, 1.0927e-39, 1.0927e-39, 1.0927e-39, 4.85159e-12, 1.0927e-39, 1.11536e-09, 1.0927e-39, 2.38473e-09, 1.0927e-39, 1.0927e-39, 1.0927e-39
0.240528, 0, 4.83988e-09, 1.18233e-38, 1.41421, -4.83988e-09, 1.18233e-38, 0, 1.18233e-38, 1.18233e-38, 1.18233e-38, 1.18233e-38, 1.18233e-38, 1.18233e-38, 1.18233e-38, 1.18233e-38, 1.18233e-38, 1.18233e-38, 1.18233e-38, 6.98617e-12, 1.18233e-38, 1.59951e-09, 1.18233e-38, 3.23339e-09, 1.18233e-38, 1.18233e-38, 1.18233e-38
0.248404, 0, 6.66578e-09, 1.15659e-37, 1.41421, -6.66578e-09, 1.15659e-37, 0, 1.15659e-37, 1.15659e-37, 1.15659e-37, 1.15659e-37, 1.15659e-37, 1.15659e-37, 1.15659e-37, 1.15659e-37, 1.15659e-37, 1.15659e-37, 1.15659e-37, 1.00602e-11, 1.15659e-37, 2.28863e-09, 1.15659e-37, 4.36709e-09, 1.15659e-37, 1.15659e-37, 1.15659e-37
0.256279, 0, 9.15755e-09, 1.02853e-36, 1.41421, -9.15755e-09, 1.02853e-36, 0, 1.02853e-36, 1.02853e-36, 1.02853e-36, 1.02853e-36, 1.02853e-36, 1.02853e-36, 1.02853e-36, 1.02853e-36, 1.02853e-36, 1.02853e-36, 1.02853e-36, 1.44895e-11, 1.02853e-36, 3.26754e-09, 1.02853e-36, 5.87552e-09, 1.02853e-36, 1.02853e-36, 1.02853e-36
0.264155, 0, 1.25509e-08, 8.3609e-36, 1.41421, -1.25509e-08, 8.3609e-36, 0, 8.3609e-36, 8.3609e-36, 8.3609e-36, 8.3609e-36, 8.3609e-36, 8.3609e-36, 8.3609e-36, 8.3609e-36, 8.3609e-36, 8.3609e-36, 8.3609e-36, 2.08749e-11, 8.3609e-36, 4.6554e-09, 8.3609e-36, 7.8746e-09, 8.3609e-36, 8.3609e-36, 8.3609e-36
0.272031, 0, 1.71629e-08, 6.24126e-35, 1.41421, -1.71629e-08, 6.24126e-35, 0, 6.24126e-35, 6.24126e-35, 6.24126e-35, 6.24126e-35, 6.24126e-35, 6.24126e-35, 6.24126e-35, 6.24126e-35, 6.24126e-35, 6.24126e-35, 6.24126e-35, 3.00848e-11, 6.24126e-35, 6.61934e-09, 6.24126e-35, 1.05134e-08, 6.24126e-35, 6.24126e-35, 6.24126e-35
0.279907, 0, 2.34198e-08, 4.23424e-34, 1.41421, -2.34198e-08, 4.23424e-34, 0, 4.23424e-34, 4.23424e-34, 4.23424e-34, 4.23424e-34, 4.23424e-34, 4.23424e-34, 4.23424e-34, 4.23424e-34, 4.23424e-34, 4.23424e-34, 4.23424e-34, 4.33741e-11, 4.23424e-34, 9.39336e-09, 4.23424e-34, 1.39831e-08, 4.23424e-34, 4.23424e-34, 4.23424e-34
0.287783, 0, 3.18943e-08, 2.83427e-33, 1.41421, -3.18943e-08, 2.83427e-33, 0, 2.83427e-33, 2.83427e-33, 2.83427e-33, 2.83427e-33, 2.83427e-33, 2.83427e-33, 2.83427e-33, 2.83427e-33, 2.83427e-33, 2.83427e-33, 2.83427e-33, 6.25558e-11, 2.83427e-33, 1.33046e-08, 2.83427e-33, 1.85272e-08, 2.83427e-33, 2.83427e-33, 2.83427e-33
0.295659, 0, 4.33548e-08, 1.66593e-32, 1.41421, -4.33548e-08, 1.66593e-32, 0, 1.66593e-32, 1.66593e-32, 1.66593e-32, 1.66593e-32, 1.66593e-32, 1.66593e-32, 1.66593e-32, 1.66593e-32, 1.66593e-32, 1.66593e-32, 1.66593e-32, 9.02457e-11, 1.66593e-32, 1.88093e-08, 1.66593e-32, 2.44553e-08, 1.66593e-32, 1.66593e-32, 1.66593e-32
0.303535, 0, 5.8832e-08, 9.21447e-32, 1.41421, -5.8832e-08, 9.21447e-32, 0, 9.21447e-32, 9.21447e-32, 9.21447e-32, 9.21447e-32, 9.21447e-32, 9.21447e-32, 9.21447e-32, 9.21447e-32, 9.21447e-32, 9.21447e-32, 9.21447e-32, 1.30214e-10, 9.21447e-32, 2.65428e-08, 9.21447e-32, 3.2159e-08, 9.21447e-32, 9.21447e-32, 9.21447e-32
0.31141, 0, 7.97069e-08, 4.99045e-31, 1.41421, -7.97069e-08, 4.99045e-31, 0, 4.99045e-31, 4.99045e-31, 4.99045e-31, 4.99045e-31, 4.99045e-31, 4.99045e-31, 4.99045e-31, 4.99045e-31, 4.99045e-31, 4.99045e-31, 4.99045e-31, 1.87886e-10, 4.99045e-31, 3.73876e-08, 4.99045e-31, 4.21314e-08, 4.99045e-31, 4.99045e-31, 4.99045e-31
0.319286, 0, 1.07829e-07, 2.5623e-30, 1.41421, -1.07829e-07, 2.5623e-30, 0, 2.5623e-30, 2.5623e-30, 2.5623e-30, 2.5623e-30, 2.5623e-30, 2.5623e-30, 2.5623e-30, 2.5623e-30, 2.5623e-30, 2.5623e-30, 2.5623e-30, 2.71053e-10, 2.5623e-30, 5.25673e-08, 2.5623e-30, 5.4991e-08, 2.5623e-30, 2.5623e-30, 2.5623e-30
0.327162, 0, 1.45675e-07, 1.23775e-29, 1.41421, -1.45675e-07, 1.23775e-29, 0, 1.23775e-29, 1.23775e-29, 1.23775e-29, 1.23775e-29, 1.23775e-29, 1.23775e-29, 1.23775e-29, 1.23775e-29, 1.23775e-29, 1.23775e-29, 1.23775e-29, 3.90877e-10, 1.23775e-29, 7.37735e-08, 1.23775e-29, 7.15106e-08, 1.23775e-29, 1.23775e-29, 1.23775e-29
0.335038, 0, 1.96554e-07, 5.66072e-29, 1.41421, -1.96554e-07, 5.66072e-29, 0, 5.66072e-29, 5.66072e-29, 5.66072e-29, 5.66072e-29, 5.66072e-29, 5.66072e-29, 5.66072e-29, 5.66072e-29, 5.66072e-29, 5.66072e-29, 5.66072e-29, 5.63311e-10, 5.66072e-29, 1.03339e-07, 5.66072e-29, 9.26515e-08, 5.66072e-29, 5.66072e-29, 5.66072e-29
0.342914, 0, 2.64887e-07, 2.48187e-28, 1.41421, -2.64887e-07, 2.48187e-28, 0, 2.48187e-28, 2.48187e-28, 2.48187e-28, 2.48187e-28, 2.48187e-28, 2.48187e-28, 2.48187e-28, 2.48187e-28, 2.48187e-28, 2.48187e-28, 2.48187e-28, 8.1108e-10, 2.48187e-28, 1.44472e-07, 2.48187e-28, 1.19604e-07, 2.48187e-28, 2.48187e-28, 2.48187e-28
