   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_107.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
0.0555899, 0, 5.80554e-18, 0, 1.41421, -5.80554e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.93318e-20, 0, 2.62163e-22, 1.58289e-21, 0, 5.77436e-18, 0, 0
0.0635524, 0, 1.13866e-17, 0, 1.41421, -1.13866e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.7529e-20, 0, 5.23758e-22, 3.16206e-21, 0, 1.13254e-17, 0, 0
0.0715149, 0, 2.21194e-17, 0, 1.41421, -2.21194e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.11754e-19, 0, 1.0365e-21, 6.2581e-21, 0, 2.20003e-17, 0, 0
0.0794774, 0, 4.25673e-17, 0, 1.41421, -4.25673e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.15062e-19, 0, 2.0323e-21, 1.22739e-20, 0, 4.23379e-17, 0, 0
0.0874399, 0, 8.11672e-17, 0, 1.41421, -8.11672e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.10077e-19, 0, 3.94885e-21, 2.38611e-20, 0, 8.07293e-17, 0, 0
0.0954024, 0, 1.53378e-16, 0, 1.41421, -1.53378e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.749e-19, 0, 7.60502e-21, 4.59893e-20, 0, 1.5255e-16, 0, 0
0.103365, 0, 2.87274e-16, 0, 1.41421, -2.87274e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.45136e-18, 0, 1.45195e-20, 8.78969e-20, 0, 2.8572e-16, 0, 0
0.111327, 0, 5.33389e-16, 0, 1.41421, -5.33389e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.69475e-18, 0, 2.74851e-20, 1.66618e-19, 0, 5.305e-16, 0, 0
0.11929, 0, 9.81896e-16, 0, 1.41421, -9.81896e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.96063e-18, 0, 5.15944e-20, 3.13316e-19, 0, 9.76571e-16, 0, 0
0.127252, 0, 1.79234e-15, 0, 1.41421, -1.79234e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.05498e-18, 0, 9.60573e-20, 5.84561e-19, 0, 1.7826e-15, 0, 0
0.135215, 0, 3.24456e-15, 0, 1.41421, -3.24456e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.63915e-17, 0, 1.77394e-19, 1.08227e-18, 0, 3.22691e-15, 0, 0
0.143177, 0, 5.82542e-15, 0, 1.41421, -5.82542e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.94297e-17, 0, 3.25001e-19, 1.98869e-18, 0, 5.79368e-15, 0, 0
0.15114, 0, 1.03747e-14, 0, 1.41421, -1.03747e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.24121e-17, 0, 5.90772e-19, 3.62734e-18, 0, 1.03181e-14, 0, 0
0.159102, 0, 1.83294e-14, 0, 1.41421, -1.83294e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.25971e-17, 0, 1.06564e-18, 6.56845e-18, 0, 1.82291e-14, 0, 0
0.167065, 0, 3.21277e-14, 0, 1.41421, -3.21277e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.62303e-16, 0, 1.90767e-18, 1.181e-17, 0, 3.19517e-14, 0, 0
0.175027, 0, 5.58742e-14, 0, 1.41421, -5.58742e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.82262e-16, 0, 3.38963e-18, 2.10864e-17, 0, 5.55674e-14, 0, 0
0.18299, 0, 9.64215e-14, 0, 1.41421, -9.64215e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.87092e-16, 0, 5.97865e-18, 3.73916e-17, 0, 9.5891e-14, 0, 0
0.190952, 0, 1.65121e-13, 0, 1.41421, -1.65121e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.34137e-16, 0, 1.04691e-17, 6.58595e-17, 0, 1.64211e-13, 0, 0
0.198915, 0, 2.80625e-13, 0, 1.41421, -2.80625e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.41762e-15, 0, 1.82022e-17, 1.15234e-16, 0, 2.79074e-13, 0, 0
0.206877, 0, 4.73342e-13, 0, 1.41421, -4.73342e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.39115e-15, 0, 3.14268e-17, 2.00332e-16, 0, 4.70719e-13, 0, 0
0.21484, 0, 7.92448e-13, 0, 1.41421, -7.92448e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.00317e-15, 0, 5.38879e-17, 3.46062e-16, 0, 7.88045e-13, 0, 0
0.222802, 0, 1.31686e-12, 0, 1.41421, -1.31686e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.6524e-15, 0, 9.17828e-17, 5.94082e-16, 0, 1.30953e-12, 0, 0
0.230765, 0, 2.17224e-12, 0, 1.41421, -2.17224e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.09737e-14, 0, 1.55301e-16, 1.01363e-15, 0, 2.1601e-12, 0, 0
0.238727, 0, 3.55708e-12, 0, 1.41421, -3.55708e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.79701e-14, 0, 2.61103e-16, 1.71917e-15, 0, 3.53713e-12, 0, 0
0.24669, 0, 5.78252e-12, 0, 1.41421, -5.78252e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.92142e-14, 0, 4.3627e-16, 2.89878e-15, 0, 5.74997e-12, 0, 0
0.254652, 0, 9.33252e-12, 0, 1.41421, -9.33252e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.71523e-14, 0, 7.24588e-16, 4.86001e-15, 0, 9.27978e-12, 0, 0
0.262615, 0, 1.4954e-11, 0, 1.41421, -1.4954e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.5561e-14, 0, 1.19652e-15, 8.10318e-15, 0, 1.48691e-11, 0, 0
0.270577, 0, 2.37909e-11, 0, 1.41421, -2.37909e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.20227e-13, 0, 1.96498e-15, 1.34384e-14, 0, 2.36552e-11, 0, 0
0.27854, 0, 3.75816e-11, 0, 1.41421, -3.75816e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.89947e-13, 0, 3.21016e-15, 2.21714e-14, 0, 3.73663e-11, 0, 0
0.286502, 0, 5.8948e-11, 0, 1.41421, -5.8948e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.97995e-13, 0, 5.21874e-15, 3.63987e-14, 0, 5.86084e-11, 0, 0
0.294465, 0, 9.18143e-11, 3.08286e-44, 1.41421, -9.18143e-11, 3.08286e-44, 0, 3.08286e-44, 3.08286e-44, 3.08286e-44, 3.08286e-44, 3.08286e-44, 3.08286e-44, 3.08286e-44, 3.08286e-44, 3.08286e-44, 3.08286e-44, 3.08286e-44, 4.64256e-13, 3.08286e-44, 8.44561e-15, 5.94731e-14, 3.08286e-44, 9.12821e-11, 3.08286e-44, 3.08286e-44
0.302427, 0, 1.42008e-10, 5.7173e-43, 1.41421, -1.42008e-10, 5.7173e-43, 0, 5.7173e-43, 5.7173e-43, 5.7173e-43, 5.7173e-43, 5.7173e-43, 5.7173e-43, 5.7173e-43, 5.7173e-43, 5.7173e-43, 5.7173e-43, 5.7173e-43, 7.18282e-13, 5.7173e-43, 1.36109e-14, 9.67392e-14, 5.7173e-43, 1.4118e-10, 5.7173e-43, 5.7173e-43
0.31039, 0, 2.1812e-10, 8.74831e-42, 1.41421, -2.1812e-10, 8.74831e-42, 0, 8.74831e-42, 8.74831e-42, 8.74831e-42, 8.74831e-42, 8.74831e-42, 8.74831e-42, 8.74831e-42, 8.74831e-42, 8.74831e-42, 8.74831e-42, 8.74831e-42, 1.10368e-12, 8.74831e-42, 2.18532e-14, 1.56691e-13, 8.74831e-42, 2.16838e-10, 8.74831e-42, 8.74831e-42
0.318352, 0, 3.32759e-10, 6.20084e-40, 1.41421, -3.32759e-10, 6.20084e-40, 0, 6.20084e-40, 6.20084e-40, 6.20084e-40, 6.20084e-40, 6.20084e-40, 6.20084e-40, 6.20084e-40, 6.20084e-40, 6.20084e-40, 6.20084e-40, 6.20084e-40, 1.6846e-12, 6.20084e-40, 3.50334e-14, 2.53208e-13, 6.20084e-40, 3.30786e-10, 6.20084e-40, 6.20084e-40
0.326315, 0, 5.04098e-10, 6.74576e-39, 1.41421, -5.04098e-10, 6.74576e-39, 0, 6.74576e-39, 6.74576e-39, 6.74576e-39, 6.74576e-39, 6.74576e-39, 6.74576e-39, 6.74576e-39, 6.74576e-39, 6.74576e-39, 6.74576e-39, 6.74576e-39, 2.5535e-12, 6.74576e-39, 5.59036e-14, 4.06993e-13, 6.74576e-39, 5.01081e-10, 6.74576e-39, 6.74576e-39
0.334277, 0, 7.58459e-10, 6.63952e-38, 1.41421, -7.58459e-10, 6.63952e-38, 0, 6.63952e-38, 6.63952e-38, 6.63952e-38, 6.63952e-38, 6.63952e-38, 6.63952e-38, 6.63952e-38, 6.63952e-38, 6.63952e-38, 6.63952e-38, 6.63952e-38, 3.84469e-12, 6.63952e-38, 8.89934e-14, 6.51957e-13, 6.63952e-38, 7.53873e-10, 6.63952e-38, 6.63952e-38
0.34224, 0, 1.13344e-09, 5.94527e-37, 1.41421, -1.13344e-09, 5.94527e-37, 0, 5.94527e-37, 5.94527e-37, 5.94527e-37, 5.94527e-37, 5.94527e-37, 5.94527e-37, 5.94527e-37, 5.94527e-37, 5.94527e-37, 5.94527e-37, 5.94527e-37, 5.75048e-12, 5.94527e-37, 1.41396e-13, 1.04112e-12, 5.94527e-37, 1.12651e-09, 5.94527e-37, 5.94527e-37
0.350202, 0, 1.68243e-09, 4.86851e-36, 1.41421, -1.68243e-09, 4.86851e-36, 0, 4.86851e-36, 4.86851e-36, 4.86851e-36, 4.86851e-36, 4.86851e-36, 4.86851e-36, 4.86851e-36, 4.86851e-36, 4.86851e-36, 4.86851e-36, 4.86851e-36, 8.54455e-12, 4.86851e-36, 2.24319e-13, 1.65787e-12, 4.86851e-36, 1.672e-09, 4.86851e-36, 4.86851e-36
0.358165, 0, 2.48062e-09, 3.66429e-35, 1.41421, -2.48062e-09, 3.66429e-35, 0, 3.66429e-35, 3.66429e-35, 3.66429e-35, 3.66429e-35, 3.66429e-35, 3.66429e-35, 3.66429e-35, 3.66429e-35, 3.66429e-35, 3.66429e-35, 3.66429e-35, 1.26139e-11, 3.66429e-35, 3.55484e-13, 2.63322e-12, 3.66429e-35, 2.46501e-09, 3.66429e-35, 3.66429e-35
0.366127, 0, 3.63322e-09, 2.57954e-34, 1.41421, -3.63322e-09, 2.57954e-34, 0, 2.57954e-34, 2.57954e-34, 2.57954e-34, 2.57954e-34, 2.57954e-34, 2.57954e-34, 2.57954e-34, 2.57954e-34, 2.57954e-34, 2.57954e-34, 2.57954e-34, 1.85021e-11, 2.57954e-34, 5.62923e-13, 4.1727e-12, 2.57954e-34, 3.60998e-09, 2.57954e-34, 2.57954e-34
0.37409, 0, 5.28629e-09, 1.80105e-33, 1.41421, -5.28629e-09, 1.80105e-33, 0, 1.80105e-33, 1.80105e-33, 1.80105e-33, 1.80105e-33, 1.80105e-33, 1.80105e-33, 1.80105e-33, 1.80105e-33, 1.80105e-33, 1.80105e-33, 1.80105e-33, 2.69672e-11, 1.80105e-33, 8.90984e-13, 6.59826e-12, 1.80105e-33, 5.25184e-09, 1.80105e-33, 1.80105e-33
0.382052, 0, 7.6412e-09, 1.18789e-32, 1.41421, -7.6412e-09, 1.18789e-32, 0, 1.18789e-32, 1.18789e-32, 1.18789e-32, 1.18789e-32, 1.18789e-32, 1.18789e-32, 1.18789e-32, 1.18789e-32, 1.18789e-32, 1.18789e-32, 1.18789e-32, 3.90602e-11, 1.18789e-32, 1.40982e-12, 1.04134e-11, 1.18789e-32, 7.59031e-09, 1.18789e-32, 1.18789e-32
0.390015, 0, 1.09735e-08, 7.31593e-32, 1.41421, -1.09735e-08, 7.31593e-32, 0, 7.31593e-32, 7.31593e-32, 7.31593e-32, 7.31593e-32, 7.31593e-32, 7.31593e-32, 7.31593e-32, 7.31593e-32, 7.31593e-32, 7.31593e-32, 7.31593e-32, 5.62285e-11, 7.31593e-32, 2.23031e-12, 1.64044e-11, 7.31593e-32, 1.08987e-08, 7.31593e-32, 7.31593e-32
0.397977, 0, 1.56577e-08, 4.20499e-31, 1.41421, -1.56577e-08, 4.20499e-31, 0, 4.20499e-31, 4.20499e-31, 4.20499e-31, 4.20499e-31, 4.20499e-31, 4.20499e-31, 4.20499e-31, 4.20499e-31, 4.20499e-31, 4.20499e-31, 4.20499e-31, 8.04535e-11, 4.20499e-31, 3.52748e-12, 2.57953e-11, 4.20499e-31, 1.55479e-08, 4.20499e-31, 4.20499e-31
0.40594, 0, 2.21989e-08, 2.2611e-30, 1.41421, -2.21989e-08, 2.2611e-30, 0, 2.2611e-30, 2.2611e-30, 2.2611e-30, 2.2611e-30, 2.2611e-30, 2.2611e-30, 2.2611e-30, 2.2611e-30, 2.2611e-30, 2.2611e-30, 2.2611e-30, 1.14431e-10, 2.2611e-30, 5.57711e-12, 4.04883e-11, 2.2611e-30, 2.20384e-08, 2.2611e-30, 2.2611e-30
0.413902, 0, 3.12742e-08, 1.14102e-29, 1.41421, -3.12742e-08, 1.14102e-29, 0, 1.14102e-29, 1.14102e-29, 1.14102e-29, 1.14102e-29, 1.14102e-29, 1.14102e-29, 1.14102e-29, 1.14102e-29, 1.14102e-29, 1.14102e-29, 1.14102e-29, 1.6181e-10, 1.14102e-29, 8.81253e-12, 6.34279e-11, 1.14102e-29, 3.10401e-08, 1.14102e-29, 1.14102e-29
0.421865, 0, 4.37841e-08, 5.4214e-29, 1.41421, -4.37841e-08, 5.4214e-29, 0, 5.4214e-29, 5.4214e-29, 5.4214e-29, 5.4214e-29, 5.4214e-29, 5.4214e-29, 5.4214e-29, 5.4214e-29, 5.4214e-29, 5.4214e-29, 5.4214e-29, 2.27496e-10, 5.4214e-29, 1.39124e-11, 9.91562e-11, 5.4214e-29, 4.34435e-08, 5.4214e-29, 5.4214e-29
0.429827, 0, 6.0919e-08, 2.43315e-28, 1.41421, -6.0919e-08, 2.43315e-28, 0, 2.43315e-28, 2.43315e-28, 2.43315e-28, 2.43315e-28, 2.43315e-28, 2.43315e-28, 2.43315e-28, 2.43315e-28, 2.43315e-28, 2.43315e-28, 2.43315e-28, 3.18053e-10, 2.43315e-28, 2.19356e-11, 1.54648e-10, 2.43315e-28, 6.04244e-08, 2.43315e-28, 2.43315e-28
0.43779, 0, 8.42415e-08, 1.0346e-27, 1.41421, -8.42415e-08, 1.0346e-27, 0, 1.0346e-27, 1.0346e-27, 1.0346e-27, 1.0346e-27, 1.0346e-27, 1.0346e-27, 1.0346e-27, 1.0346e-27, 1.0346e-27, 1.0346e-27, 1.0346e-27, 4.42217e-10, 1.0346e-27, 3.45267e-11, 2.4056e-10, 1.0346e-27, 8.35242e-08, 1.0346e-27, 1.0346e-27
0.445752, 0, 1.15789e-07, 4.17984e-27, 1.41421, -1.15789e-07, 4.17984e-27, 0, 4.17984e-27, 4.17984e-27, 4.17984e-27, 4.17984e-27, 4.17984e-27, 4.17984e-27, 4.17984e-27, 4.17984e-27, 4.17984e-27, 4.17984e-27, 4.17984e-27, 6.1155e-10, 4.17984e-27, 5.42264e-11, 3.73081e-10, 4.17984e-27, 1.1475e-07, 4.17984e-27, 4.17984e-27
0.453715, 0, 1.582e-07, 1.60874e-26, 1.41421, -1.582e-07, 1.60874e-26, 0, 1.60874e-26, 1.60874e-26, 1.60874e-26, 1.60874e-26, 1.60874e-26, 1.60874e-26, 1.60874e-26, 3.78302e-14, 1.60874e-26, 1.60874e-26, 1.60874e-26, 8.41279e-10, 1.60874e-26, 8.49387e-11, 5.76654e-10, 1.60874e-26, 1.56697e-07, 1.60874e-26, 1.60874e-26
0.461677, 0, 2.14872e-07, 5.91393e-26, 1.41421, -2.14872e-07, 5.91393e-26, 0, 5.91393e-26, 5.91393e-26, 5.91393e-26, 5.91393e-26, 5.91393e-26, 5.91393e-26, 5.91393e-26, 1.24696e-13, 5.91393e-26, 5.91393e-26, 5.91393e-26, 1.15136e-09, 5.91393e-26, 1.32626e-10, 8.87931e-10, 5.91393e-26, 2.127e-07, 5.91393e-26, 5.91393e-26
0.46964, 0, 2.90148e-07, 2.09702e-25, 1.41421, -2.90148e-07, 2.09702e-25, 0, 2.09702e-25, 2.09702e-25, 2.09702e-25, 2.09702e-25, 2.09702e-25, 2.09702e-25, 2.09702e-25, 3.1838e-13, 2.09702e-25, 2.09702e-25, 2.09702e-25, 1.56779e-09, 2.09702e-25, 2.06332e-10, 1.36145e-09, 2.09702e-25, 2.87012e-07, 2.09702e-25, 2.09702e-25
0.477602, 0, 3.92307e-07, 7.0688e-10, 1.41421, -3.92307e-07, 7.0768e-10, 7.0688e-10, 7.06895e-10, 7.07034e-10, 7.06985e-10, 7.07082e-10, 7.07244e-10, 7.0739e-10, 7.07067e-10, 7.09401e-10, 7.14629e-10, 7.10526e-10, 2.67743e-09, 2.83124e-09, 7.06941e-10, 1.02657e-09, 2.78465e-09, 7.06883e-10, 3.8578e-07, 7.0688e-10, 7.25498e-10
0.485565, 0, 5.29079e-07, 2.30924e-09, 1.41421, -5.29079e-07, 2.31186e-09, 2.30924e-09, 2.30929e-09, 2.30974e-09, 2.30958e-09, 2.3099e-09, 2.31043e-09, 2.31091e-09, 2.30985e-09, 2.31671e-09, 2.33464e-09, 2.32119e-09, 8.76998e-09, 5.17384e-09, 2.30944e-09, 2.80237e-09, 5.46407e-09, 2.30925e-09, 5.15992e-07, 2.30924e-09, 2.37028e-09
0.493527, 0, 7.13447e-07, 5.85583e-09, 1.41421, -7.13447e-07, 5.8625e-09, 5.85583e-09, 5.85596e-09, 5.85712e-09, 5.85672e-09, 5.85752e-09, 5.85887e-09, 5.86009e-09, 5.8574e-09, 5.87418e-09, 5.9204e-09, 5.88621e-09, 2.22741e-08, 9.70031e-09, 5.85634e-09, 6.61279e-09, 1.06196e-08, 5.85586e-09, 6.87375e-07, 5.85583e-09, 6.01096e-09
0.50149, 0, 9.64927e-07, 1.3527e-08, 1.41421, -9.64927e-07, 1.35424e-08, 1.3527e-08, 1.35273e-08, 1.353e-08, 1.3529e-08, 1.35309e-08, 1.3534e-08, 1.35368e-08, 1.35306e-08, 1.35686e-08, 1.36763e-08, 1.35973e-08, 5.15085e-08, 1.86624e-08, 1.35282e-08, 1.46828e-08, 2.06778e-08, 1.3527e-08, 9.12837e-07, 1.3527e-08, 1.38858e-08
0.509452, 0, 1.31467e-06, 2.97604e-08, 1.41421, -1.31467e-06, 2.97944e-08, 2.97604e-08, 2.97611e-08, 2.9767e-08, 2.97649e-08, 2.9769e-08, 2.97759e-08, 2.97821e-08, 2.97684e-08, 2.98509e-08, 3.00894e-08, 2.99152e-08, 1.13409e-07, 3.65888e-08, 2.9763e-08, 3.15155e-08, 4.04269e-08, 2.97606e-08, 1.2103e-06, 2.97604e-08, 3.05508e-08
0.517415, 0, 1.81448e-06, 6.33838e-08, 1.41421, -1.81448e-06, 6.34561e-08, 6.33838e-08, 6.33851e-08, 6.33978e-08, 6.33933e-08, 6.34021e-08, 6.34167e-08, 6.343e-08, 6.34007e-08, 6.35925e-08, 6.40849e-08, 6.37137e-08, 2.41687e-07, 7.24218e-08, 6.33893e-08, 6.60333e-08, 7.92093e-08, 6.33841e-08, 1.60552e-06, 6.33838e-08, 6.50685e-08
0.525377, 0, 2.55312e-06, 1.31578e-07, 1.41421, -2.55312e-06, 1.31728e-07, 1.31578e-07, 1.3158e-07, 1.31607e-07, 1.31597e-07, 1.31616e-07, 1.31646e-07, 1.31674e-07, 1.31613e-07, 1.32047e-07, 1.33034e-07, 1.32263e-07, 5.01953e-07, 1.43487e-07, 1.31589e-07, 1.35553e-07, 1.5488e-07, 1.31578e-07, 2.13699e-06, 1.31578e-07, 1.35077e-07
0.53334, 0, 3.68597e-06, 2.67019e-07, 1.41421, -3.68597e-06, 2.67324e-07, 2.67019e-07, 2.67025e-07, 2.67078e-07, 2.67059e-07, 2.67096e-07, 2.67158e-07, 2.67214e-07, 2.67091e-07, 2.68385e-07, 2.69976e-07, 2.68411e-07, 1.01905e-06, 2.82641e-07, 2.67042e-07, 2.72948e-07, 3.01092e-07, 2.6702e-07, 2.86457e-06, 2.67019e-07, 2.74125e-07
0.541302, 0, 5.48552e-06, 5.3048e-07, 1.41421, -5.48552e-06, 5.31087e-07, 5.3048e-07, 5.30492e-07, 5.30598e-07, 5.30561e-07, 5.30634e-07, 5.30757e-07, 5.30868e-07, 5.30623e-07, 5.33735e-07, 5.36359e-07, 5.33246e-07, 2.02527e-06, 5.50883e-07, 5.30527e-07, 5.39266e-07, 5.79952e-07, 5.30483e-07, 3.88422e-06, 5.3048e-07, 5.44604e-07
0.549265, 0, 8.42938e-06, 1.03244e-06, 1.41421, -8.42938e-06, 1.03362e-06, 1.03244e-06, 1.03246e-06, 1.03267e-06, 1.03259e-06, 1.03274e-06, 1.03298e-06, 1.03319e-06, 1.03271e-06, 1.03959e-06, 1.04388e-06, 1.03782e-06, 3.94302e-06, 1.05897e-06, 1.03253e-06, 1.04538e-06, 1.10375e-06, 1.03244e-06, 5.35296e-06, 1.03244e-06, 1.05994e-06
0.557227, 0, 1.33463e-05, 1.96926e-06, 1.41421, -1.33463e-05, 1.97151e-06, 1.96926e-06, 1.9693e-06, 1.96969e-06, 1.96956e-06, 1.96983e-06, 1.97028e-06, 1.9707e-06, 1.96979e-06, 1.98428e-06, 1.9911e-06, 1.97954e-06, 7.52352e-06, 2.00361e-06, 1.96943e-06, 1.98819e-06, 2.07133e-06, 1.96927e-06, 7.53026e-06, 1.96926e-06, 2.02174e-06
0.56519, 0, 2.16542e-05, 3.68209e-06, 1.41421, -2.16542e-05, 3.68631e-06, 3.68209e-06, 3.68217e-06, 3.6829e-06, 3.68265e-06, 3.68316e-06, 3.68401e-06, 3.68478e-06, 3.68308e-06, 3.71265e-06, 3.72295e-06, 3.70132e-06, 1.40724e-05, 3.72638e-06, 3.68241e-06, 3.70961e-06, 3.82717e-06, 3.68211e-06, 1.08455e-05, 3.68209e-06, 3.78026e-06
0.573152, 0, 3.57381e-05, 6.7503e-06, 1.41421, -3.57381e-05, 6.75804e-06, 6.7503e-06, 6.75045e-06, 6.7518e-06, 6.75133e-06, 6.75226e-06, 6.75383e-06, 6.75524e-06, 6.75212e-06, 6.81099e-06, 6.82525e-06, 6.78557e-06, 2.58084e-05, 6.80717e-06, 6.75089e-06, 6.79006e-06, 6.95509e-06, 6.75034e-06, 1.60044e-05, 6.7503e-06, 6.93038e-06
0.581115, 0, 5.95335e-05, 1.21355e-05, 1.41421, -5.95335e-05, 1.21494e-05, 1.21355e-05, 1.21357e-05, 1.21382e-05, 1.21373e-05, 1.2139e-05, 1.21418e-05, 1.21444e-05, 1.21387e-05, 1.22541e-05, 1.22703e-05, 1.21989e-05, 4.64158e-05, 1.22082e-05, 1.21365e-05, 1.21925e-05, 1.24226e-05, 1.21355e-05, 2.41537e-05, 1.21355e-05, 1.24594e-05
0.589077, 0, 9.94049e-05, 2.13975e-05, 1.41421, -9.94049e-05, 2.1422e-05, 2.13975e-05, 2.13979e-05, 2.14022e-05, 2.14007e-05, 2.14037e-05, 2.14086e-05, 2.14131e-05, 2.14032e-05, 2.16254e-05, 2.16353e-05, 2.15094e-05, 8.18752e-05, 2.14901e-05, 2.13993e-05, 2.14789e-05, 2.17977e-05, 2.13976e-05, 3.713e-05, 2.13975e-05, 2.19689e-05
