   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_85.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.00380459, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00406445, 0, 8.21248e-18, 0, 1.41421, -8.21248e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.96676e-20, 0, 0, 9.9702e-23, 2.55865e-22, 0, 8.15246e-18, 0, 0
0.0119335, 0, 1.5059e-17, 0, 1.41421, -1.5059e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.09411e-19, 0, 0, 1.85567e-22, 4.78942e-22, 0, 1.49489e-17, 0, 0
0.0198025, 0, 2.74035e-17, 0, 1.41421, -2.74035e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.99099e-19, 0, 0, 3.42823e-22, 8.89975e-22, 0, 2.72032e-17, 0, 0
0.0276716, 0, 4.94971e-17, 0, 1.41421, -4.94971e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.59619e-19, 0, 0, 6.28766e-22, 1.64205e-21, 0, 4.91352e-17, 0, 0
0.0355406, 0, 8.87524e-17, 0, 1.41421, -8.87524e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.44826e-19, 0, 0, 1.14505e-21, 3.00876e-21, 0, 8.81034e-17, 0, 0
0.0434096, 0, 1.58004e-16, 0, 1.41421, -1.58004e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.14797e-18, 0, 0, 2.07081e-21, 5.47591e-21, 0, 1.56848e-16, 0, 0
0.0512787, 0, 2.79317e-16, 0, 1.41421, -2.79317e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.02936e-18, 0, 0, 3.7196e-21, 9.9006e-21, 0, 2.77274e-16, 0, 0
0.0591477, 0, 4.90363e-16, 0, 1.41421, -4.90363e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.5627e-18, 0, 0, 6.63658e-21, 1.77856e-20, 0, 4.86776e-16, 0, 0
0.0670168, 0, 8.55022e-16, 0, 1.41421, -8.55022e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.21209e-18, 0, 0, 1.17634e-20, 3.17495e-20, 0, 8.48767e-16, 0, 0
0.0748858, 0, 1.48087e-15, 0, 1.41421, -1.48087e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.07591e-17, 0, 0, 2.07162e-20, 5.63276e-20, 0, 1.47003e-15, 0, 0
0.0827548, 0, 2.54786e-15, 0, 1.41421, -2.54786e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.85112e-17, 0, 0, 3.62508e-20, 9.93289e-20, 0, 2.52922e-15, 0, 0
0.0906239, 0, 4.35499e-15, 0, 1.41421, -4.35499e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.16407e-17, 0, 0, 6.30363e-20, 1.74119e-19, 0, 4.32311e-15, 0, 0
0.0984929, 0, 7.39581e-15, 0, 1.41421, -7.39581e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.37333e-17, 0, 0, 1.08936e-19, 3.03446e-19, 0, 7.34167e-15, 0, 0
0.106362, 0, 1.24796e-14, 0, 1.41421, -1.24796e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.06688e-17, 0, 0, 1.87107e-19, 5.25801e-19, 0, 1.23882e-14, 0, 0
0.114231, 0, 2.09247e-14, 0, 1.41421, -2.09247e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.52026e-16, 0, 0, 3.19439e-19, 9.05957e-19, 0, 2.07715e-14, 0, 0
0.1221, 0, 3.48649e-14, 0, 1.41421, -3.48649e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.53306e-16, 0, 0, 5.42129e-19, 1.55232e-18, 0, 3.46095e-14, 0, 0
0.129969, 0, 5.77312e-14, 0, 1.41421, -5.77312e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.19439e-16, 0, 0, 9.14669e-19, 2.64529e-18, 0, 5.73082e-14, 0, 0
0.137838, 0, 9.50053e-14, 0, 1.41421, -9.50053e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.90252e-16, 0, 0, 1.53428e-18, 4.48354e-18, 0, 9.4309e-14, 0, 0
0.145707, 0, 1.55389e-13, 0, 1.41421, -1.55389e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.12897e-15, 0, 0, 2.55893e-18, 7.55882e-18, 0, 1.5425e-13, 0, 0
0.153576, 0, 2.52607e-13, 0, 1.41421, -2.52607e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.83532e-15, 0, 0, 4.24381e-18, 1.26766e-17, 0, 2.50755e-13, 0, 0
0.161445, 0, 4.0817e-13, 0, 1.41421, -4.0817e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.96561e-15, 0, 0, 6.99895e-18, 2.11493e-17, 0, 4.05176e-13, 0, 0
0.169314, 0, 6.55577e-13, 0, 1.41421, -6.55577e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.76326e-15, 0, 0, 1.14795e-17, 3.51079e-17, 0, 6.50767e-13, 0, 0
0.177183, 0, 1.04779e-12, 0, 1.41421, -1.04779e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.61323e-15, 0, 0, 1.8771e-17, 5.81755e-17, 0, 1.0401e-12, 0, 0
0.185052, 0, 1.66269e-12, 0, 1.41421, -1.66269e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.20816e-14, 0, 0, 3.04549e-17, 9.5591e-17, 0, 1.65048e-12, 0, 0
0.192921, 0, 2.62292e-12, 0, 1.41421, -2.62292e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.90598e-14, 0, 0, 4.91569e-17, 1.56313e-16, 0, 2.60365e-12, 0, 0
0.20079, 0, 4.11345e-12, 0, 1.41421, -4.11345e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.98927e-14, 0, 0, 7.89445e-17, 2.54395e-16, 0, 4.08323e-12, 0, 0
0.208659, 0, 6.41336e-12, 0, 1.41421, -6.41336e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.66099e-14, 0, 0, 1.2616e-16, 4.1209e-16, 0, 6.36621e-12, 0, 0
0.216528, 0, 9.94107e-12, 0, 1.41421, -9.94107e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.22551e-14, 0, 0, 2.00652e-16, 6.64488e-16, 0, 9.86795e-12, 0, 0
0.224398, 0, 1.532e-11, 0, 1.41421, -1.532e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.11365e-13, 0, 0, 3.17659e-16, 1.06669e-15, 0, 1.52073e-11, 0, 0
0.232267, 0, 2.34732e-11, 0, 1.41421, -2.34732e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.70658e-13, 0, 0, 5.00667e-16, 1.70484e-15, 0, 2.33004e-11, 0, 0
0.240136, 0, 3.57587e-11, 0, 1.41421, -3.57587e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.60027e-13, 0, 0, 7.85767e-16, 2.71319e-15, 0, 3.54952e-11, 0, 0
0.248005, 0, 5.41623e-11, 0, 1.41421, -5.41623e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.93944e-13, 0, 0, 1.22826e-15, 4.30008e-15, 0, 5.37629e-11, 0, 0
0.255874, 0, 8.15694e-11, 0, 1.41421, -8.15694e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.93453e-13, 0, 0, 1.91271e-15, 6.78786e-15, 0, 8.09673e-11, 0, 0
0.263743, 0, 1.22146e-10, 0, 1.41421, -1.22146e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.88969e-13, 0, 0, 2.96814e-15, 1.06736e-14, 0, 1.21244e-10, 0, 0
0.271612, 0, 1.81871e-10, 7.84727e-44, 1.41421, -1.81871e-10, 7.84727e-44, 0, 7.84727e-44, 7.84727e-44, 7.84727e-44, 7.84727e-44, 7.84727e-44, 7.84727e-44, 7.84727e-44, 7.84727e-44, 7.84727e-44, 7.84727e-44, 1.32418e-12, 7.84727e-44, 7.84727e-44, 4.59115e-15, 1.67214e-14, 7.84727e-44, 1.80526e-10, 7.84727e-44, 7.84727e-44
0.279481, 0, 2.69271e-10, 1.3004e-42, 1.41421, -2.69271e-10, 1.3004e-42, 0, 1.3004e-42, 1.3004e-42, 1.3004e-42, 1.3004e-42, 1.3004e-42, 1.3004e-42, 1.3004e-42, 1.3004e-42, 1.3004e-42, 1.3004e-42, 1.9615e-12, 1.3004e-42, 1.3004e-42, 7.08108e-15, 2.61031e-14, 1.3004e-42, 2.67276e-10, 1.3004e-42, 1.3004e-42
