   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_99.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.00247271, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00539328, 0, 1.54316e-17, 0, 1.41421, -1.54316e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.84182e-20, 0, 0, 2.48501e-22, 2.55843e-21, 0, 1.53803e-17, 0, 0
0.0132593, 0, 2.78859e-17, 0, 1.41421, -2.78859e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.74946e-20, 0, 0, 4.56086e-22, 4.71778e-21, 0, 2.77932e-17, 0, 0
0.0211252, 0, 5.00257e-17, 0, 1.41421, -5.00257e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.5696e-19, 0, 0, 8.31145e-22, 8.63957e-21, 0, 4.98592e-17, 0, 0
0.0289912, 0, 8.91031e-17, 0, 1.41421, -8.91031e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.79567e-19, 0, 0, 1.50411e-21, 1.57149e-20, 0, 8.88063e-17, 0, 0
0.0368572, 0, 1.57595e-16, 0, 1.41421, -1.57595e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.94462e-19, 0, 0, 2.70345e-21, 2.83965e-20, 0, 1.57069e-16, 0, 0
0.0447232, 0, 2.76815e-16, 0, 1.41421, -2.76815e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.68518e-19, 0, 0, 4.82666e-21, 5.09822e-20, 0, 2.7589e-16, 0, 0
0.0525892, 0, 4.82929e-16, 0, 1.41421, -4.82929e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.5152e-18, 0, 0, 8.56081e-21, 9.09567e-20, 0, 4.81314e-16, 0, 0
0.0604552, 0, 8.36887e-16, 0, 1.41421, -8.36887e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.62575e-18, 0, 0, 1.50859e-20, 1.61276e-19, 0, 8.34085e-16, 0, 0
0.0683211, 0, 1.44073e-15, 0, 1.41421, -1.44073e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.52028e-18, 0, 0, 2.64155e-20, 2.84235e-19, 0, 1.4359e-15, 0, 0
0.0761871, 0, 2.46414e-15, 0, 1.41421, -2.46414e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.73119e-18, 0, 0, 4.59643e-20, 4.97978e-19, 0, 2.45586e-15, 0, 0
0.0840531, 0, 4.18745e-15, 0, 1.41421, -4.18745e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.3138e-17, 0, 0, 7.94864e-20, 8.67387e-19, 0, 4.17337e-15, 0, 0
0.0919191, 0, 7.07082e-15, 0, 1.41421, -7.07082e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.21843e-17, 0, 0, 1.3662e-19, 1.50222e-18, 0, 7.047e-15, 0, 0
0.0997851, 0, 1.18646e-14, 0, 1.41421, -1.18646e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.72243e-17, 0, 0, 2.33408e-19, 2.58707e-18, 0, 1.18246e-14, 0, 0
0.107651, 0, 1.97848e-14, 0, 1.41421, -1.97848e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.20729e-17, 0, 0, 3.96407e-19, 4.43083e-18, 0, 1.97179e-14, 0, 0
0.115517, 0, 3.27887e-14, 0, 1.41421, -3.27887e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.02871e-16, 0, 0, 6.69306e-19, 7.54739e-18, 0, 3.26776e-14, 0, 0
0.123383, 0, 5.40081e-14, 0, 1.41421, -5.40081e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.69444e-16, 0, 0, 1.12356e-18, 1.27873e-17, 0, 5.38248e-14, 0, 0
0.131249, 0, 8.84216e-14, 0, 1.41421, -8.84216e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.77412e-16, 0, 0, 1.8754e-18, 2.15509e-17, 0, 8.81207e-14, 0, 0
0.139115, 0, 1.43893e-13, 0, 1.41421, -1.43893e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.51446e-16, 0, 0, 3.11275e-18, 3.61317e-17, 0, 1.43402e-13, 0, 0
0.146981, 0, 2.32767e-13, 0, 1.41421, -2.32767e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.30281e-16, 0, 0, 5.13785e-18, 6.02664e-17, 0, 2.31972e-13, 0, 0
0.154847, 0, 3.74305e-13, 0, 1.41421, -3.74305e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.17435e-15, 0, 0, 8.43414e-18, 1.0002e-16, 0, 3.73022e-13, 0, 0
0.162713, 0, 5.98362e-13, 0, 1.41421, -5.98362e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.87733e-15, 0, 0, 1.37707e-17, 1.65172e-16, 0, 5.96306e-13, 0, 0
0.170579, 0, 9.50942e-13, 0, 1.41421, -9.50942e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.98358e-15, 0, 0, 2.23649e-17, 2.71427e-16, 0, 9.47665e-13, 0, 0
0.178445, 0, 1.50248e-12, 0, 1.41421, -1.50248e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.71414e-15, 0, 0, 3.61339e-17, 4.43883e-16, 0, 1.49728e-12, 0, 0
0.186311, 0, 2.36016e-12, 0, 1.41421, -2.36016e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.40545e-15, 0, 0, 5.80837e-17, 7.22466e-16, 0, 2.35197e-12, 0, 0
0.194177, 0, 3.68608e-12, 0, 1.41421, -3.68608e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.15663e-14, 0, 0, 9.29035e-17, 1.17039e-15, 0, 3.67325e-12, 0, 0
0.202043, 0, 5.72389e-12, 0, 1.41421, -5.72389e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.79618e-14, 0, 0, 1.47878e-16, 1.88733e-15, 0, 5.7039e-12, 0, 0
0.209909, 0, 8.83753e-12, 0, 1.41421, -8.83753e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.77348e-14, 0, 0, 2.34277e-16, 3.02972e-15, 0, 8.80653e-12, 0, 0
0.217775, 0, 1.35673e-11, 0, 1.41421, -1.35673e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.25828e-14, 0, 0, 3.69472e-16, 4.84211e-15, 0, 1.35195e-11, 0, 0
0.225641, 0, 2.07106e-11, 0, 1.41421, -2.07106e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.50115e-14, 0, 0, 5.80143e-16, 7.70525e-15, 0, 2.06373e-11, 0, 0
0.233507, 0, 3.14364e-11, 0, 1.41421, -3.14364e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.86967e-14, 0, 0, 9.07144e-16, 1.22097e-14, 0, 3.13246e-11, 0, 0
0.241373, 0, 4.74491e-11, 0, 1.41421, -4.74491e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.49e-13, 0, 0, 1.41287e-15, 1.9268e-14, 0, 4.72794e-11, 0, 0
0.249239, 0, 7.12172e-11, 0, 1.41421, -7.12172e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.23693e-13, 0, 0, 2.19239e-15, 3.02857e-14, 0, 7.09611e-11, 0, 0
0.257105, 0, 1.06295e-10, 0, 1.41421, -1.06295e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.33976e-13, 0, 0, 3.39032e-15, 4.74202e-14, 0, 1.05911e-10, 0, 0
0.264971, 0, 1.5777e-10, 9.80909e-45, 1.41421, -1.5777e-10, 9.80909e-45, 0, 9.80909e-45, 9.80909e-45, 9.80909e-45, 9.80909e-45, 9.80909e-45, 9.80909e-45, 9.80909e-45, 9.80909e-45, 9.80909e-45, 9.80909e-45, 4.95891e-13, 9.80909e-45, 9.80909e-45, 5.22629e-15, 7.39731e-14, 9.80909e-45, 1.57194e-10, 9.80909e-45, 9.80909e-45
0.272837, 0, 2.32874e-10, 1.82169e-43, 1.41421, -2.32874e-10, 1.82169e-43, 0, 1.82169e-43, 1.82169e-43, 1.82169e-43, 1.82169e-43, 1.82169e-43, 1.82169e-43, 1.82169e-43, 1.82169e-43, 1.82169e-43, 1.82169e-43, 7.32284e-13, 1.82169e-43, 1.82169e-43, 8.03365e-15, 1.14983e-13, 1.82169e-43, 2.32019e-10, 1.82169e-43, 1.82169e-43
0.280703, 0, 3.41837e-10, 2.66527e-42, 1.41421, -3.41837e-10, 2.66527e-42, 0, 2.66527e-42, 2.66527e-42, 2.66527e-42, 2.66527e-42, 2.66527e-42, 2.66527e-42, 2.66527e-42, 2.66527e-42, 2.66527e-42, 2.66527e-42, 1.0755e-12, 2.66527e-42, 2.66527e-42, 1.23181e-14, 1.7812e-13, 2.66527e-42, 3.40571e-10, 2.66527e-42, 2.66527e-42
