   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_532.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Zn_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0125302, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00465564, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0032189, 0, 3.99153e-14, 0, 1.41421, -3.99153e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.28962e-16, 0, 1.57825e-15, 0, 3.82081e-14, 0, 0, 0
0.0110934, 0, 6.15134e-14, 0, 1.41421, -6.15134e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.022e-16, 0, 2.51008e-15, 0, 5.88011e-14, 0, 0, 0
0.018968, 0, 9.43853e-14, 0, 1.41421, -9.43853e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.15698e-16, 0, 3.97621e-15, 0, 9.00934e-14, 0, 0, 0
0.0268425, 0, 1.44197e-13, 0, 1.41421, -1.44197e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.90856e-16, 0, 6.27386e-15, 0, 1.37433e-13, 0, 0, 0
0.0347171, 0, 2.19352e-13, 0, 1.41421, -2.19352e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.60064e-16, 0, 9.86041e-15, 0, 2.08732e-13, 0, 0, 0
0.0425916, 0, 3.32255e-13, 0, 1.41421, -3.32255e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.17214e-15, 0, 1.5437e-14, 0, 3.15646e-13, 0, 0, 0
0.0504662, 0, 5.01141e-13, 0, 1.41421, -5.01141e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.80039e-15, 0, 2.40762e-14, 0, 4.75264e-13, 0, 0, 0
0.0583407, 0, 7.52693e-13, 0, 1.41421, -7.52693e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.75443e-15, 0, 3.74075e-14, 0, 7.12531e-13, 0, 0, 0
0.0662152, 0, 1.12579e-12, 0, 1.41421, -1.12579e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.19758e-15, 0, 5.79013e-14, 0, 1.06369e-12, 0, 0, 0
0.0740898, 0, 1.67682e-12, 0, 1.41421, -1.67682e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.37231e-15, 0, 8.92875e-14, 0, 1.58116e-12, 0, 0, 0
0.0819643, 0, 2.48726e-12, 0, 1.41421, -2.48726e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.6375e-15, 0, 1.37177e-13, 0, 2.34045e-12, 0, 0, 0
0.0898389, 0, 3.67424e-12, 0, 1.41421, -3.67424e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.45223e-14, 0, 2.09979e-13, 0, 3.44974e-12, 0, 0, 0
0.0977134, 0, 5.40552e-12, 0, 1.41421, -5.40552e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.18039e-14, 0, 3.20249e-13, 0, 5.06347e-12, 0, 0, 0
0.105588, 0, 7.92028e-12, 0, 1.41421, -7.92028e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.26214e-14, 0, 4.86672e-13, 0, 7.40099e-12, 0, 0, 0
0.113462, 0, 1.15581e-11, 0, 1.41421, -1.15581e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.86389e-14, 0, 7.36952e-13, 0, 1.07725e-11, 0, 0, 0
