   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_308.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.00355341, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00430396, 0, 1.51817e-15, 0, 1.41421, -1.51817e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.42201e-17, 0, 0, 1.41935e-17, 0, 1.23079e-18, 0, 1.47853e-15, 0, 0
0.0121613, 0, 2.44402e-15, 0, 1.41421, -2.44402e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.89828e-17, 0, 0, 2.32786e-17, 0, 2.03658e-18, 0, 2.37972e-15, 0, 0
0.0200187, 0, 3.91451e-15, 0, 1.41421, -3.91451e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.24246e-17, 0, 0, 3.79884e-17, 0, 3.35444e-18, 0, 3.81074e-15, 0, 0
0.0278761, 0, 6.23821e-15, 0, 1.41421, -6.23821e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.94595e-17, 0, 0, 6.16876e-17, 0, 5.50001e-18, 0, 6.07156e-15, 0, 0
0.0357335, 0, 9.89174e-15, 0, 1.41421, -9.89174e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.57676e-16, 0, 0, 9.96866e-17, 0, 8.97745e-18, 0, 9.6254e-15, 0, 0
0.0435908, 0, 1.56075e-14, 0, 1.41421, -1.56075e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.4873e-16, 0, 0, 1.60321e-16, 0, 1.45885e-17, 0, 1.51839e-14, 0, 0
0.0514482, 0, 2.45054e-14, 0, 1.41421, -2.45054e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.90442e-16, 0, 0, 2.56616e-16, 0, 2.36022e-17, 0, 2.38347e-14, 0, 0
0.0593056, 0, 3.82887e-14, 0, 1.41421, -3.82887e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.09906e-16, 0, 0, 4.0883e-16, 0, 3.80189e-17, 0, 3.72319e-14, 0, 0
0.067163, 0, 5.95356e-14, 0, 1.41421, -5.95356e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.48122e-16, 0, 0, 6.48322e-16, 0, 6.09771e-17, 0, 5.78782e-14, 0, 0
0.0750204, 0, 9.21289e-14, 0, 1.41421, -9.21289e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.46681e-15, 0, 0, 1.02343e-15, 0, 9.73804e-17, 0, 8.95413e-14, 0, 0
0.0828777, 0, 1.41886e-13, 0, 1.41421, -1.41886e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.25843e-15, 0, 0, 1.60828e-15, 0, 1.54868e-16, 0, 1.37864e-13, 0, 0
0.0907351, 0, 2.1748e-13, 0, 1.41421, -2.1748e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.46077e-15, 0, 0, 2.51618e-15, 0, 2.45266e-16, 0, 2.11258e-13, 0, 0
0.0985925, 0, 3.31779e-13, 0, 1.41421, -3.31779e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.27819e-15, 0, 0, 3.91942e-15, 0, 3.86822e-16, 0, 3.22194e-13, 0, 0
0.10645, 0, 5.03777e-13, 0, 1.41421, -5.03777e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.01223e-15, 0, 0, 6.07904e-15, 0, 6.07579e-16, 0, 4.89078e-13, 0, 0
0.114307, 0, 7.61374e-13, 0, 1.41421, -7.61374e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.21057e-14, 0, 0, 9.38911e-15, 0, 9.50452e-16, 0, 7.38929e-13, 0, 0
0.122165, 0, 1.14535e-12, 0, 1.41421, -1.14535e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.82055e-14, 0, 0, 1.44424e-14, 0, 1.48086e-15, 0, 1.11122e-12, 0, 0
