   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_688.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Zn_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, S_K, P_K, Si_K, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0109051, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00303155, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00484201, 0, 3.68412e-13, 0, 1.41421, -3.68412e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.87291e-16, 0, 3.57039e-14, 0, 3.32221e-13, 0, 0, 0
0.0127156, 0, 5.46825e-13, 0, 1.41421, -5.46825e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.35081e-16, 0, 5.46505e-14, 0, 4.91439e-13, 0, 0, 0
0.0205891, 0, 8.08606e-13, 0, 1.41421, -8.08606e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.10488e-15, 0, 8.33569e-14, 0, 7.24144e-13, 0, 0, 0
0.0284627, 0, 1.19128e-12, 0, 1.41421, -1.19128e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.65482e-15, 0, 1.26698e-13, 0, 1.06293e-12, 0, 0, 0
0.0363363, 0, 1.74858e-12, 0, 1.41421, -1.74858e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.46981e-15, 0, 1.91908e-13, 0, 1.55421e-12, 0, 0, 0
0.0442098, 0, 2.55722e-12, 0, 1.41421, -2.55722e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.67368e-15, 0, 2.89681e-13, 0, 2.26387e-12, 0, 0, 0
0.0520834, 0, 3.72622e-12, 0, 1.41421, -3.72622e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.44601e-15, 0, 4.35775e-13, 0, 3.285e-12, 0, 0, 0
0.059957, 0, 5.41003e-12, 0, 1.41421, -5.41003e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.04683e-15, 0, 6.53335e-13, 0, 4.74865e-12, 0, 0, 0
0.0678305, 0, 7.82654e-12, 0, 1.41421, -7.82654e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.18515e-14, 0, 9.7623e-13, 0, 6.83846e-12, 0, 0, 0
0.0757041, 0, 1.12822e-11, 0, 1.41421, -1.12822e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.74003e-14, 0, 1.45387e-12, 0, 9.81089e-12, 0, 0, 0
0.0835776, 0, 1.6206e-11, 0, 1.41421, -1.6206e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.54695e-14, 0, 2.15811e-12, 0, 1.40224e-11, 0, 0, 0
