   PIQUANT 0.0.0-main  ps__0545_0715362334_000rfs_shot_390.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.0100845, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00224012, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00560429, 0, 4.9563e-29, 0, 1.41421, -4.9563e-29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.34269e-31, 0, 0, 7.11892e-32, 0, 2.02827e-33, 0, 4.91555e-29, 0, 0
0.0134487, 0, 2.86724e-28, 0, 1.41421, -2.86724e-28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.93371e-30, 0, 0, 4.11823e-31, 0, 1.78961e-32, 0, 2.8436e-28, 0, 0
0.0212931, 0, 1.33096e-27, 0, 1.41421, -1.33096e-27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.97607e-30, 0, 0, 1.91661e-30, 0, 1.01534e-31, 0, 1.31997e-27, 0, 0
0.0291375, 0, 5.40528e-27, 0, 1.41421, -5.40528e-27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.64528e-29, 0, 0, 7.83083e-30, 0, 4.65866e-31, 0, 5.36053e-27, 0, 0
0.0369819, 0, 2.00197e-26, 0, 1.41421, -2.00197e-26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.35008e-28, 0, 0, 2.92498e-29, 0, 1.87713e-30, 0, 1.98535e-26, 0, 0
0.0448264, 0, 6.92143e-26, 0, 1.41421, -6.92143e-26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.66757e-28, 0, 0, 1.0213e-28, 0, 6.91224e-30, 0, 6.86385e-26, 0, 0
0.0526708, 0, 2.26616e-25, 0, 1.41421, -2.26616e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.52819e-27, 0, 0, 3.37963e-28, 0, 2.37971e-29, 0, 2.24726e-25, 0, 0
0.0605152, 0, 7.09416e-25, 0, 1.41421, -7.09416e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.78386e-27, 0, 0, 1.06972e-27, 0, 7.76708e-29, 0, 7.03485e-25, 0, 0
